Quarter,Time,Down,ToGo,Location,CLE,SEA,Detail,EPB,EPA,week,year,game_id
1.0,8:49,2.0,10.0,CLE 25,0.0,7.0,Kareem Hunt up the middle for 8 yards (tackle by Julian Love and Bobby Wagner),0.06,0.43,8.0,2023,117
1.0,8:28,3.0,2.0,CLE 33,0.0,7.0,P.J. Walker pass complete deep left to Amari Cooper for 20 yards,0.43,2.46,8.0,2023,117
1.0,8:11,1.0,10.0,SEA 47,0.0,7.0,P.J. Walker pass incomplete short right,2.46,1.91,8.0,2023,117
1.0,8:06,2.0,10.0,SEA 47,0.0,7.0,"P.J. Walker sacked by Jordyn Brooks for -9 yards. P.J. Walker fumbles (forced by Jordyn Brooks), recovered by Boye Mafe at CLE-44 and returned for 3 yards (tackle by Wyatt Teller)",1.91,-2.85,8.0,2023,117
1.0,7:56,1.0,10.0,CLE 41,0.0,7.0,Geno Smith pass complete short middle to Tyler Lockett for 17 yards (tackle by Juan Thornhill),2.85,3.97,8.0,2023,117
1.0,7:18,1.0,10.0,CLE 24,0.0,7.0,D'Wayne Eskridge left end for -5 yards (tackle by Anthony Walker),3.97,2.76,8.0,2023,117
1.0,6:38,2.0,15.0,CLE 29,0.0,7.0,Geno Smith pass complete short right to Jaxon Smith-Njigba for 19 yards (tackle by Grant Delpit),2.76,4.91,8.0,2023,117
1.0,6:23,1.0,10.0,CLE 10,0.0,7.0,Geno Smith right guard for -2 yards (tackle by Jeremiah Owusu-Koramoah),4.91,3.86,8.0,2023,117
1.0,5:43,2.0,12.0,CLE 12,0.0,7.0,Geno Smith pass incomplete short right intended for D.K. Metcalf,3.86,3.1,8.0,2023,117
1.0,5:37,3.0,12.0,CLE 12,0.0,13.0,"Geno Smith pass complete short left to Tyler Lockett for 12 yards, touchdown",3.1,7.0,8.0,2023,117
1.0,5:30,,,CLE 15,0.0,14.0,Jason Myers kicks extra point good,0.0,0.0,8.0,2023,117
1.0,5:30,,,SEA 35,0.0,14.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,8.0,2023,117
1.0,5:30,1.0,10.0,CLE 25,0.0,14.0,Kareem Hunt right guard for 4 yards (tackle by Cameron Young),0.61,0.6,8.0,2023,117
1.0,4:51,2.0,6.0,CLE 29,0.0,14.0,P.J. Walker pass complete short middle to Kareem Hunt for 12 yards (tackle by Derick Hall and Bobby Wagner),0.6,1.66,8.0,2023,117
1.0,4:11,1.0,10.0,CLE 41,0.0,14.0,P.J. Walker pass complete short left to Pierre Strong for 41 yards (tackle by Riq Woolen),1.66,4.37,8.0,2023,117
1.0,3:30,1.0,10.0,SEA 18,6.0,14.0,"P.J. Walker pass complete short middle to David Njoku for 18 yards, touchdown",4.37,7.0,8.0,2023,117
1.0,3:22,,,SEA 15,7.0,14.0,Dustin Hopkins kicks extra point good,0.0,0.0,8.0,2023,117
1.0,3:22,,,CLE 35,7.0,14.0,"Dustin Hopkins kicks off 65 yards, touchback.",0.0,0.61,8.0,2023,117
1.0,3:22,1.0,10.0,SEA 25,7.0,14.0,Geno Smith pass complete short right to Jake Bobo for 15 yards (tackle by Juan Thornhill),0.61,1.6,8.0,2023,117
1.0,2:44,1.0,10.0,SEA 40,7.0,14.0,"Zach Charbonnet right guard for no gain (tackle by Denzel Ward). Penalty on Maurice Hurst: Defensive Offside, 5 yards (accepted) (no play)",1.6,2.33,8.0,2023,117
1.0,2:28,1.0,5.0,SEA 45,7.0,14.0,Geno Smith pass complete deep left to D.K. Metcalf for 43 yards (tackle by Martin Emerson),2.33,4.78,8.0,2023,117
1.0,1:51,1.0,10.0,CLE 12,7.0,14.0,Geno Smith pass incomplete short left intended for D.K. Metcalf,4.78,4.1,8.0,2023,117
1.0,1:47,2.0,10.0,CLE 12,7.0,14.0,Zach Charbonnet left guard for -1 yards (tackle by Jordan Elliott),4.1,3.1,8.0,2023,117
1.0,1:06,3.0,11.0,CLE 13,7.0,14.0,Geno Smith pass incomplete short left intended for D.K. Metcalf,3.1,2.57,8.0,2023,117
1.0,1:02,4.0,11.0,CLE 13,7.0,17.0,Jason Myers 32 yard field goal good,2.57,3.0,8.0,2023,117
1.0,0:59,,,SEA 35,7.0,17.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.61,8.0,2023,117
1.0,0:59,1.0,10.0,CLE 25,7.0,17.0,P.J. Walker pass incomplete deep right intended for Elijah Moore,0.61,0.06,8.0,2023,117
1.0,0:53,2.0,10.0,CLE 25,7.0,17.0,P.J. Walker pass incomplete short middle intended for Amari Cooper (defended by Bobby Wagner),0.06,-0.62,8.0,2023,117
1.0,0:49,3.0,10.0,CLE 25,7.0,17.0,P.J. Walker pass complete deep left to Amari Cooper for 22 yards (tackle by Julian Love),-0.62,2.06,8.0,2023,117
1.0,0:08,1.0,10.0,CLE 47,7.0,17.0,Pierre Strong left guard for 12 yards (tackle by Quandre Diggs),2.06,2.85,8.0,2023,117
2.0,15:00,1.0,10.0,SEA 41,7.0,17.0,Dorian Thompson-Robinson pass complete short middle to David Njoku for 9 yards (tackle by Quandre Diggs),2.85,3.52,8.0,2023,117
2.0,14:18,2.0,1.0,SEA 32,7.0,17.0,Pierre Strong up the middle for no gain (tackle by Jarran Reed and Devin Bush),3.52,2.81,8.0,2023,117
2.0,13:35,3.0,1.0,SEA 32,7.0,17.0,Kareem Hunt right guard for 4 yards (tackle by Devon Witherspoon and Bobby Wagner),2.81,3.71,8.0,2023,117
2.0,12:51,1.0,10.0,SEA 28,7.0,17.0,P.J. Walker pass complete short right to Jordan Akins for 6 yards (tackle by Jordyn Brooks),3.71,3.98,8.0,2023,117
2.0,12:17,2.0,4.0,SEA 22,7.0,17.0,Kareem Hunt left guard for 2 yards (tackle by Bobby Wagner and Boye Mafe),3.98,3.53,8.0,2023,117
2.0,11:40,3.0,2.0,SEA 20,7.0,17.0,P.J. Walker pass short left intended for David Njoku is intercepted by Riq Woolen at SEA-16 and returned for no gain (tackle by David Njoku),3.53,0.14,8.0,2023,117
2.0,11:35,1.0,10.0,SEA 16,7.0,17.0,Kenneth Walker up the middle for 4 yards (tackle by Rodney McLeod and Jeremiah Owusu-Koramoah),-0.14,0.01,8.0,2023,117
2.0,10:58,2.0,6.0,SEA 20,7.0,17.0,Kenneth Walker left guard for no gain (tackle by Maurice Hurst),0.01,-0.82,8.0,2023,117
2.0,10:15,3.0,6.0,SEA 20,7.0,17.0,Geno Smith pass incomplete deep right intended for Tyler Lockett (defended by Greg Newsome),-0.82,-2.03,8.0,2023,117
2.0,10:09,4.0,6.0,SEA 20,7.0,17.0,"Michael Dickson punts 60 yards, returned by Elijah Moore for 13 yards (tackle by Michael Jackson)",-2.03,-1.14,8.0,2023,117
2.0,9:55,1.0,10.0,CLE 33,7.0,17.0,Kareem Hunt up the middle for no gain (tackle by Derick Hall),1.14,0.59,8.0,2023,117
2.0,9:15,2.0,10.0,CLE 33,7.0,17.0,Kareem Hunt up the middle for 9 yards (tackle by Jordyn Brooks and Bobby Wagner),0.59,1.09,8.0,2023,117
2.0,8:41,3.0,1.0,CLE 42,7.0,17.0,P.J. Walker scrambles left end for 7 yards (tackle by Mario Edwards),1.09,2.19,8.0,2023,117
2.0,8:00,1.0,10.0,CLE 49,7.0,17.0,P.J. Walker pass incomplete short right,2.19,1.65,8.0,2023,117
2.0,7:54,2.0,10.0,CLE 49,7.0,17.0,Kareem Hunt right guard for -1 yards (tackle by Dre'Mont Jones and Bobby Wagner),1.65,0.83,8.0,2023,117
2.0,7:13,3.0,11.0,CLE 48,7.0,17.0,P.J. Walker pass complete short middle to David Njoku for 9 yards (tackle by Dre'Mont Jones and Jordyn Brooks),0.83,0.4,8.0,2023,117
2.0,6:36,4.0,2.0,SEA 43,7.0,17.0,"P.J. Walker pass incomplete short left intended for Amari Cooper. Penalty on Riq Woolen: Defensive Pass Interference, 6 yards (accepted) (no play)",0.4,3.12,8.0,2023,117
2.0,6:30,1.0,10.0,SEA 37,7.0,17.0,Pierre Strong left end for 4 yards (tackle by Julian Love),3.12,3.11,8.0,2023,117
2.0,5:49,2.0,6.0,SEA 33,7.0,17.0,Pierre Strong right guard for 7 yards (tackle by Quandre Diggs),3.11,3.84,8.0,2023,117
2.0,5:06,1.0,10.0,SEA 26,7.0,17.0,"P.J. Walker pass complete deep right to Amari Cooper for 24 yards (tackle by Quandre Diggs). Penalty on Mario Edwards: Roughing the Passer, 1 yard (accepted)",3.84,6.97,8.0,2023,117
2.0,4:47,1.0,1.0,SEA 1,7.0,17.0,P.J. Walker pass incomplete short middle intended for David Njoku,6.97,5.91,8.0,2023,117
2.0,4:42,2.0,1.0,SEA 1,13.0,17.0,"Kareem Hunt right guard for 1 yard, touchdown",5.91,7.0,8.0,2023,117
2.0,4:40,,,SEA 15,14.0,17.0,Dustin Hopkins kicks extra point good,0.0,0.0,8.0,2023,117
2.0,4:40,,,CLE 35,14.0,17.0,"Dustin Hopkins kicks off 65 yards, touchback.",0.0,0.61,8.0,2023,117
2.0,4:40,1.0,10.0,SEA 25,14.0,17.0,Geno Smith pass incomplete short left intended for D.K. Metcalf,0.61,0.06,8.0,2023,117
2.0,4:37,2.0,10.0,SEA 25,14.0,17.0,"Geno Smith pass complete short right to Tyler Lockett for no gain (tackle by Denzel Ward). Penalty on Damien Lewis: Illegal Use of Hands / Offense, 10 yards (accepted) (no play)",0.06,-1.43,8.0,2023,117
2.0,4:25,2.0,20.0,SEA 15,14.0,17.0,Geno Smith pass complete short left to Zach Charbonnet for 4 yards (tackle by Jeremiah Owusu-Koramoah and Anthony Walker),-1.43,-1.51,8.0,2023,117
2.0,4:02,3.0,16.0,SEA 19,14.0,17.0,Geno Smith pass complete short left to Jake Bobo for 8 yards (tackle by Martin Emerson),-1.51,-1.57,8.0,2023,117
2.0,3:26,4.0,8.0,SEA 27,14.0,17.0,"Michael Dickson punts 61 yards, returned by Elijah Moore for 10 yards (tackle by Brady Russell)",-1.57,-0.41,8.0,2023,117
2.0,3:16,1.0,10.0,CLE 22,14.0,17.0,Pierre Strong up the middle for 2 yards (tackle by Bobby Wagner),0.41,0.14,8.0,2023,117
2.0,2:40,2.0,8.0,CLE 24,14.0,17.0,P.J. Walker scrambles left guard for 5 yards (tackle by Jordyn Brooks),0.14,0.1,8.0,2023,117
2.0,2:00,3.0,3.0,CLE 29,14.0,17.0,P.J. Walker sacked by Boye Mafe for -9 yards,0.1,-2.03,8.0,2023,117
2.0,1:51,,,,,,Timeout #2 by Seattle Seahawks,,,8.0,2023,117
2.0,1:51,4.0,12.0,CLE 20,14.0,17.0,"Corey Bojorquez punts 59 yards, returned by DeeJay Dallas for 4 yards (tackle by Mike Ford)",-2.03,-0.61,8.0,2023,117
2.0,1:41,1.0,10.0,SEA 25,14.0,17.0,Geno Smith pass complete short middle to Tyler Lockett for 12 yards (tackle by Juan Thornhill),0.61,1.4,8.0,2023,117
2.0,1:25,1.0,10.0,SEA 37,14.0,17.0,Zach Charbonnet up the middle for 21 yards (tackle by Juan Thornhill),1.4,2.79,8.0,2023,117
2.0,1:04,1.0,10.0,CLE 42,14.0,17.0,Geno Smith pass complete short left to Jaxon Smith-Njigba for 8 yards (tackle by Cameron Mitchell),2.79,3.32,8.0,2023,117
2.0,0:59,2.0,2.0,CLE 34,14.0,17.0,Geno Smith pass incomplete short left intended for D.K. Metcalf,3.32,2.61,8.0,2023,117
2.0,0:55,3.0,2.0,CLE 34,14.0,17.0,Zach Charbonnet up the middle for no gain (tackle by Maurice Hurst and Za'Darius Smith),2.61,1.1,8.0,2023,117
2.0,0:45,,,,,,Timeout #1 by Cleveland Browns,,,8.0,2023,117
2.0,0:45,4.0,2.0,CLE 34,14.0,17.0,Geno Smith pass complete short middle to D.K. Metcalf for 7 yards (tackle by Martin Emerson),1.1,3.78,8.0,2023,117
2.0,0:28,1.0,10.0,CLE 27,14.0,17.0,Geno Smith pass short left intended for D.K. Metcalf is intercepted by Martin Emerson at CLE-17 and returned for no gain,3.78,0.06,8.0,2023,117
2.0,0:22,1.0,10.0,CLE 17,14.0,17.0,P.J. Walker kneels for -1 yards,-0.06,-0.73,8.0,2023,117
3.0,15:00,,,CLE 35,14.0,17.0,"Dustin Hopkins kicks off 58 yards, returned by D'Wayne Eskridge for 24 yards (tackle by Juan Thornhill and Matthew Adams)",0.0,1.0,8.0,2023,117
3.0,14:55,1.0,10.0,SEA 31,14.0,17.0,Kenneth Walker up the middle for 6 yards (tackle by Grant Delpit),1.0,1.27,8.0,2023,117
3.0,14:16,2.0,4.0,SEA 37,14.0,17.0,Geno Smith pass complete short right to Tyler Lockett for 3 yards (tackle by Cameron Mitchell),1.27,0.96,8.0,2023,117
3.0,13:35,3.0,1.0,SEA 40,14.0,17.0,Geno Smith pass incomplete short right,0.96,-0.72,8.0,2023,117
3.0,13:28,4.0,1.0,SEA 40,14.0,17.0,"Michael Dickson punts 50 yards, returned by Donovan Peoples-Jones for 7 yards (tackle by Derick Hall)",-0.72,0.06,8.0,2023,117
3.0,13:18,1.0,10.0,CLE 17,14.0,17.0,"Penalty on Jedrick Wills: False Start, 5 yards (accepted) (no play)",-0.06,-0.51,8.0,2023,117
3.0,13:18,1.0,15.0,CLE 12,14.0,17.0,Kareem Hunt right guard for 3 yards (tackle by Boye Mafe),-0.51,-0.85,8.0,2023,117
3.0,12:35,2.0,12.0,CLE 15,14.0,17.0,P.J. Walker pass complete short right to David Njoku for 41 yards (tackle by Devon Witherspoon),-0.85,2.65,8.0,2023,117
3.0,11:50,1.0,10.0,SEA 44,14.0,17.0,Pierre Strong right tackle for 4 yards (tackle by Boye Mafe and Bobby Wagner),2.65,2.65,8.0,2023,117
3.0,11:09,2.0,6.0,SEA 40,14.0,17.0,P.J. Walker pass complete short right to Amari Cooper for 10 yards (tackle by Tre Brown and Quandre Diggs),2.65,3.58,8.0,2023,117
3.0,10:30,1.0,10.0,SEA 30,14.0,17.0,Marquise Goodwin left end for -5 yards (tackle by Riq Woolen),3.58,2.36,8.0,2023,117
3.0,9:47,2.0,15.0,SEA 35,14.0,17.0,P.J. Walker pass complete short right to Elijah Moore for 21 yards (tackle by Quandre Diggs and Bobby Wagner),2.36,4.65,8.0,2023,117
3.0,9:03,1.0,10.0,SEA 14,14.0,17.0,P.J. Walker pass incomplete short left intended for Harrison Bryant,4.65,4.0,8.0,2023,117
3.0,8:58,2.0,10.0,SEA 14,14.0,17.0,Pierre Strong left guard for -1 yards (tackle by Bobby Wagner),4.0,3.06,8.0,2023,117
3.0,8:22,3.0,11.0,SEA 15,14.0,17.0,P.J. Walker pass complete short right to Amari Cooper for 8 yards (tackle by Quandre Diggs),3.06,2.99,8.0,2023,117
3.0,7:33,4.0,3.0,SEA 7,17.0,17.0,Dustin Hopkins 25 yard field goal good,2.99,3.0,8.0,2023,117
3.0,7:29,,,CLE 35,17.0,17.0,"Dustin Hopkins kicks off 65 yards, touchback.",0.0,0.61,8.0,2023,117
3.0,7:29,1.0,10.0,SEA 25,17.0,17.0,Geno Smith pass complete short middle to Kenneth Walker for 4 yards (tackle by Myles Garrett and Martin Emerson),0.61,0.6,8.0,2023,117
3.0,7:04,2.0,6.0,SEA 29,17.0,17.0,Geno Smith pass incomplete short left intended for Kenneth Walker,0.6,-0.1,8.0,2023,117
3.0,6:59,3.0,6.0,SEA 29,17.0,17.0,Geno Smith pass short middle intended for Noah Fant is intercepted by Maurice Hurst at SEA-39 and returned for no gain (tackle by Jake Bobo),-0.1,-2.98,8.0,2023,117
3.0,6:55,1.0,10.0,SEA 39,17.0,17.0,Kareem Hunt up the middle for 9 yards (tackle by Cameron Young),2.98,3.66,8.0,2023,117
3.0,6:19,2.0,1.0,SEA 30,17.0,17.0,Kareem Hunt up the middle for 5 yards (tackle by Quandre Diggs and Jamal Adams),3.66,3.91,8.0,2023,117
3.0,5:38,1.0,10.0,SEA 25,17.0,17.0,P.J. Walker left end for 9 yards (tackle by Jamal Adams and Derick Hall),3.91,4.75,8.0,2023,117
3.0,5:03,2.0,1.0,SEA 16,17.0,17.0,Pierre Strong up the middle for -1 yards (tackle by Mario Edwards),4.75,3.85,8.0,2023,117
3.0,4:25,3.0,2.0,SEA 17,17.0,17.0,Kareem Hunt right tackle for 3 yards (tackle by Bobby Wagner),3.85,4.65,8.0,2023,117
3.0,3:45,1.0,10.0,SEA 14,17.0,17.0,P.J. Walker pass incomplete short right intended for David Njoku,4.65,4.0,8.0,2023,117
3.0,3:36,2.0,10.0,SEA 14,17.0,17.0,Kareem Hunt right tackle for 5 yards (tackle by Boye Mafe and Jordyn Brooks),4.0,4.05,8.0,2023,117
3.0,2:57,3.0,5.0,SEA 9,17.0,17.0,P.J. Walker pass incomplete short right intended for Amari Cooper (defended by Tre Brown),4.05,2.88,8.0,2023,117
3.0,2:53,4.0,5.0,SEA 9,20.0,17.0,Dustin Hopkins 27 yard field goal good,2.88,3.0,8.0,2023,117
3.0,2:50,,,CLE 35,20.0,17.0,"Dustin Hopkins kicks off 65 yards, touchback.",0.0,0.61,8.0,2023,117
3.0,2:50,1.0,10.0,SEA 25,20.0,17.0,Kenneth Walker up the middle for 3 yards (tackle by Jordan Elliott),0.61,0.47,8.0,2023,117
3.0,2:12,2.0,7.0,SEA 28,20.0,17.0,Geno Smith pass complete short left to D.K. Metcalf for 5 yards (tackle by Martin Emerson),0.47,0.43,8.0,2023,117
3.0,1:35,3.0,2.0,SEA 33,20.0,17.0,Geno Smith pass incomplete short right intended for Jaxon Smith-Njigba,0.43,-1.18,8.0,2023,117
3.0,1:31,4.0,2.0,SEA 33,20.0,17.0,"Michael Dickson punts 67 yards, touchback.",-1.18,-0.28,8.0,2023,117
3.0,1:22,1.0,10.0,CLE 20,20.0,17.0,"P.J. Walker pass complete short left to Jerome Ford for 2 yards (tackle by Mario Edwards and Jamal Adams). Penalty on Joel Bitonio: Offensive Holding, 10 yards (accepted)",0.28,-0.6,8.0,2023,117
3.0,0:55,1.0,18.0,CLE 12,20.0,17.0,P.J. Walker pass incomplete deep left intended for Elijah Moore,-0.6,-1.36,8.0,2023,117
3.0,0:48,2.0,18.0,CLE 12,20.0,17.0,"P.J. Walker pass incomplete short middle intended for Elijah Moore. Penalty on Devon Witherspoon: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",-1.36,-0.06,8.0,2023,117
3.0,0:44,1.0,10.0,CLE 17,20.0,17.0,Jerome Ford right tackle for 3 yards (tackle by Frank Clark and Mario Edwards),-0.06,-0.06,8.0,2023,117
4.0,15:00,2.0,7.0,CLE 20,20.0,17.0,Jerome Ford up the middle for 4 yards (tackle by Jarran Reed and Bobby Wagner),-0.06,-0.37,8.0,2023,117
4.0,14:17,3.0,3.0,CLE 24,20.0,17.0,P.J. Walker pass complete short middle to Elijah Moore for 9 yards (tackle by Jamal Adams),-0.37,1.14,8.0,2023,117
4.0,13:37,1.0,10.0,CLE 33,20.0,17.0,Pierre Strong left end for 9 yards (tackle by Jamal Adams),1.14,1.81,8.0,2023,117
4.0,12:59,2.0,1.0,CLE 42,20.0,17.0,Jerome Ford left guard for 12 yards (tackle by Jamal Adams and Quandre Diggs),1.81,2.52,8.0,2023,117
4.0,12:18,1.0,10.0,SEA 46,20.0,17.0,Jerome Ford left tackle for 4 yards (tackle by Darrell Taylor),2.52,2.52,8.0,2023,117
4.0,11:37,2.0,6.0,SEA 42,20.0,17.0,Jerome Ford up the middle for 2 yards (tackle by Bobby Wagner and Jarran Reed),2.52,2.08,8.0,2023,117
4.0,10:52,3.0,4.0,SEA 40,20.0,17.0,P.J. Walker pass incomplete short left intended for Jerome Ford,2.08,0.59,8.0,2023,117
4.0,10:49,4.0,4.0,SEA 40,20.0,17.0,"Corey Bojorquez punts 29 yards, fair catch by DeeJay Dallas at SEA-11",0.59,0.37,8.0,2023,117
4.0,10:42,1.0,10.0,SEA 11,20.0,17.0,Geno Smith pass complete short left to D.K. Metcalf for 3 yards (tackle by Martin Emerson and Tony Fields),-0.37,-0.53,8.0,2023,117
4.0,10:03,,,,,,Timeout #1 by Seattle Seahawks,,,8.0,2023,117
4.0,10:03,2.0,7.0,SEA 14,20.0,17.0,Kenneth Walker right end for 6 yards (tackle by Grant Delpit),-0.53,-0.37,8.0,2023,117
4.0,9:22,3.0,1.0,SEA 20,20.0,17.0,Zach Charbonnet right end for 13 yards (tackle by Grant Delpit),-0.37,1.14,8.0,2023,117
4.0,8:40,1.0,10.0,SEA 33,20.0,17.0,Geno Smith pass complete short right to Zach Charbonnet for 7 yards (tackle by Grant Delpit),1.14,1.54,8.0,2023,117
4.0,8:06,2.0,3.0,SEA 40,20.0,17.0,Zach Charbonnet up the middle for 20 yards (tackle by Juan Thornhill),1.54,2.92,8.0,2023,117
4.0,7:24,1.0,10.0,CLE 40,20.0,17.0,Geno Smith pass complete short middle to Noah Fant for 5 yards (tackle by Anthony Walker and Tony Fields),2.92,3.05,8.0,2023,117
4.0,6:43,2.0,5.0,CLE 35,20.0,17.0,"Penalty on Will Dissly: False Start, 6 yards (accepted) (no play)",3.05,2.24,8.0,2023,117
4.0,6:43,2.0,11.0,CLE 41,20.0,17.0,Geno Smith pass incomplete short right intended for D.K. Metcalf,2.24,1.55,8.0,2023,117
4.0,6:40,3.0,11.0,CLE 41,20.0,17.0,"Geno Smith sacked by Myles Garrett for -6 yards. Geno Smith fumbles (forced by Myles Garrett), recovered by Geno Smith at CLE-47",1.55,0.13,8.0,2023,117
4.0,5:57,4.0,17.0,CLE 47,20.0,17.0,Michael Dickson punts 36 yards downed by Colby Parkinson,0.13,0.37,8.0,2023,117
4.0,5:46,1.0,10.0,CLE 11,20.0,17.0,Jerome Ford left guard for 6 yards (tackle by Boye Mafe and Jordyn Brooks),-0.37,-0.16,8.0,2023,117
4.0,5:07,2.0,4.0,CLE 17,20.0,17.0,P.J. Walker left end for 5 yards (tackle by Jordyn Brooks),-0.16,0.41,8.0,2023,117
4.0,4:21,1.0,10.0,CLE 22,20.0,17.0,Jerome Ford left tackle for 3 yards (tackle by Jarran Reed),0.41,0.27,8.0,2023,117
4.0,3:40,2.0,7.0,CLE 25,20.0,17.0,Jerome Ford right end for 4 yards (tackle by Boye Mafe),0.27,0.1,8.0,2023,117
4.0,3:34,3.0,3.0,CLE 29,20.0,17.0,"P.J. Walker pass incomplete deep right intended for Amari Cooper. Penalty on Riq Woolen: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",0.1,1.2,8.0,2023,117
4.0,3:30,1.0,10.0,CLE 34,20.0,17.0,P.J. Walker right tackle for 2 yards (tackle by Jordyn Brooks and Cameron Young),1.2,0.93,8.0,2023,117
4.0,2:50,2.0,8.0,CLE 36,20.0,17.0,Pierre Strong left tackle for 5 yards (tackle by Jamal Adams),0.93,0.89,8.0,2023,117
4.0,2:04,,,,,,Timeout #1 by Cleveland Browns,,,8.0,2023,117
4.0,2:04,3.0,3.0,CLE 41,20.0,17.0,P.J. Walker pass deep right (defended by Jamal Adams) intended for Amari Cooper is intercepted by Julian Love at SEA-43 and returned for no gain (tackle by Donovan Peoples-Jones),0.89,-1.8,8.0,2023,117
4.0,1:57,1.0,10.0,SEA 43,20.0,17.0,Geno Smith pass complete short left to Tyler Lockett for 7 yards (tackle by Denzel Ward),1.8,2.2,8.0,2023,117
4.0,1:37,2.0,3.0,SEA 50,20.0,17.0,Geno Smith pass complete short right to D.K. Metcalf for 9 yards (tackle by Denzel Ward),2.2,2.85,8.0,2023,117
4.0,1:20,1.0,10.0,CLE 41,20.0,17.0,Geno Smith pass complete short right to Noah Fant for 27 yards (tackle by Anthony Walker),2.85,4.65,8.0,2023,117
4.0,0:53,1.0,10.0,CLE 14,20.0,17.0,Geno Smith pass incomplete short right intended for D.K. Metcalf (defended by Denzel Ward),4.65,4.0,8.0,2023,117
4.0,0:51,2.0,10.0,CLE 14,20.0,17.0,"Penalty on CLE: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",4.0,4.9,8.0,2023,117
4.0,0:44,2.0,5.0,CLE 9,20.0,23.0,"Geno Smith pass complete short left to Jaxon Smith-Njigba for 9 yards, touchdown",4.9,7.0,8.0,2023,117
4.0,0:38,,,CLE 15,20.0,24.0,Jason Myers kicks extra point good,0.0,0.0,8.0,2023,117
4.0,0:38,,,SEA 35,20.0,24.0,"Jason Myers kicks off 64 yards,",0.0,0.61,8.0,2023,117
4.0,0:38,1.0,10.0,CLE 25,20.0,24.0,P.J. Walker pass incomplete short left intended for Amari Cooper (defended by Riq Woolen),0.61,0.06,8.0,2023,117
4.0,0:33,2.0,10.0,CLE 25,20.0,24.0,P.J. Walker pass incomplete short left intended for Elijah Moore,0.06,-0.62,8.0,2023,117
4.0,0:28,3.0,10.0,CLE 25,20.0,24.0,P.J. Walker sacked by Darrell Taylor for -9 yards,-0.62,-2.39,8.0,2023,117
4.0,0:22,,,,,,Timeout #2 by Cleveland Browns,,,8.0,2023,117
