Quarter,Time,Down,ToGo,Location,NYJ,NYG,Detail,EPB,EPA,week,year,game_id
4,1:19,2.0,4.0,NYJ 20,7.0,10.0,Saquon Barkley right tackle for 1 yard (tackle by Jordan Whitehead and Tony Adams),4.11,3.57,8.0,2023,115
4,1:14,,,,,,Timeout #3 by New York Jets,,,8.0,2023,115
4,1:14,3.0,3.0,NYJ 19,7.0,10.0,Saquon Barkley right tackle for 2 yards (tackle by John Franklin-Myers and Quinton Jefferson),3.57,2.46,8.0,2023,115
4,0:28,,,,,,Timeout #2 by New York Giants,,,8.0,2023,115
4,0:28,4.0,1.0,NYJ 17,7.0,10.0,Graham Gano 35 yard field goal no good,2.46,-0.61,8.0,2023,115
4,0:24,1.0,10.0,NYJ 25,7.0,10.0,"Zach Wilson pass complete deep middle to Garrett Wilson for 29 yards (tackle by Xavier McKinney). Penalty on Kayvon Thibodeaux: Defensive Offside, 5 yards (declined)",0.61,2.52,8.0,2023,115
4,0:17,1.0,10.0,NYG 46,7.0,10.0,Zach Wilson pass complete deep middle to Allen Lazard for 29 yards (tackle by Adoree' Jackson),2.52,4.44,8.0,2023,115
4,0:01,1.0,10.0,NYG 17,7.0,10.0,Zach Wilson spiked the ball,4.44,3.85,8.0,2023,115
4,0:01,,,,,,Timeout #3 by New York Giants,,,8.0,2023,115
4,0:01,2.0,10.0,NYG 17,10.0,10.0,Greg Zuerlein 35 yard field goal good,3.85,3.0,8.0,2023,115
,,,,,,,"Giants won the coin toss, Giants to receive the overtime kickoff.",,,8.0,2023,115
OT,10:00,,,NYJ 35,10.0,10.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,8.0,2023,115
OT,10:00,1.0,10.0,NYG 25,10.0,10.0,"Tommy DeVito pass complete short right to Saquon Barkley for no gain. Penalty on Daniel Bellinger: Offensive Holding, 10 yards (accepted) (no play)",0.61,-0.41,8.0,2023,115
OT,9:42,1.0,20.0,NYG 15,10.0,10.0,Tommy DeVito pass complete short right to Saquon Barkley for no gain (tackle by C.J. Mosley),-0.41,-1.43,8.0,2023,115
OT,9:03,2.0,20.0,NYG 15,10.0,10.0,Tommy DeVito pass complete short right to Saquon Barkley for -1 yards (tackle by Sauce Gardner),-1.43,-2.55,8.0,2023,115
OT,8:23,3.0,21.0,NYG 14,10.0,10.0,Tommy DeVito pass incomplete short middle intended for Saquon Barkley (defended by Quincy Williams),-2.55,-2.47,8.0,2023,115
OT,8:21,4.0,21.0,NYG 14,10.0,10.0,Jamie Gillan punts 47 yards out of bounds,-2.47,-1.53,8.0,2023,115
OT,8:11,1.0,10.0,NYJ 39,10.0,10.0,Breece Hall left tackle for no gain (tackle by Kayvon Thibodeaux),1.53,0.99,8.0,2023,115
OT,7:33,2.0,10.0,NYJ 39,10.0,10.0,Zach Wilson pass incomplete short right intended for Breece Hall,0.99,0.3,8.0,2023,115
OT,7:26,3.0,10.0,NYJ 39,10.0,10.0,"Zach Wilson pass complete short left to Garrett Wilson for 11 yards (tackle by Deonte Banks). Penalty on Deonte Banks: Defensive Pass Interference, 15 yards (declined)",0.3,2.26,8.0,2023,115
OT,7:05,1.0,10.0,NYJ 50,10.0,10.0,Breece Hall right guard for 5 yards (tackle by Bobby Okereke and Jason Pinnock),2.26,2.39,8.0,2023,115
OT,6:22,2.0,5.0,NYG 45,10.0,10.0,Zach Wilson pass incomplete short left intended for Garrett Wilson,2.39,1.69,8.0,2023,115
OT,6:17,3.0,5.0,NYG 45,10.0,10.0,"Zach Wilson pass incomplete deep right intended for Malik Taylor. Penalty on Adoree' Jackson: Defensive Pass Interference, 30 yards (accepted) (no play)",1.69,4.58,8.0,2023,115
OT,6:12,,,,,,Timeout #1 by New York Jets,,,8.0,2023,115
OT,6:12,,,,,,Timeout #1 by New York Giants,,,8.0,2023,115
OT,6:12,1.0,10.0,NYG 15,13.0,10.0,Greg Zuerlein 33 yard field goal good,4.58,3.0,8.0,2023,115
