Quarter,Time,Down,ToGo,Location,LVR,DET,Detail,EPB,EPA,week,year,game_id
2.0,8:08,1.0,10.0,LVR 25,0.0,9.0,Jimmy Garoppolo pass complete short right to Austin Hooper for 8 yards (tackle by Jack Campbell),0.61,1.14,8.0,2023,122
2.0,7:38,2.0,2.0,LVR 33,0.0,9.0,Josh Jacobs right tackle for 9 yards (tackle by Kerby Joseph),1.14,1.73,8.0,2023,122
2.0,7:01,1.0,10.0,LVR 42,0.0,9.0,"Josh Jacobs left end for 4 yards (tackle by Aidan Hutchinson). Penalty on Jerry Jacobs: Low Block, 15 yards (accepted)",1.73,2.98,8.0,2023,122
2.0,6:39,1.0,10.0,DET 39,0.0,9.0,Jimmy Garoppolo pass complete short left to Austin Hooper for 11 yards (tackle by Kerby Joseph),2.98,3.71,8.0,2023,122
2.0,6:02,1.0,10.0,DET 28,0.0,9.0,Josh Jacobs up the middle for 7 yards (tackle by Jack Campbell and Brian Branch),3.71,4.11,8.0,2023,122
2.0,5:27,2.0,3.0,DET 21,0.0,9.0,Josh Jacobs left tackle for 6 yards (tackle by Brodric Martin),4.11,4.58,8.0,2023,122
2.0,4:53,1.0,10.0,DET 15,0.0,9.0,Josh Jacobs up the middle for 6 yards (tackle by Tracy Walker and Alex Anzalone),4.58,5.03,8.0,2023,122
2.0,4:17,2.0,4.0,DET 9,0.0,9.0,Josh Jacobs up the middle for 3 yards (tackle by Jerry Jacobs),5.03,4.9,8.0,2023,122
2.0,3:43,3.0,1.0,DET 6,0.0,9.0,Jimmy Garoppolo up the middle for 3 yards (tackle by John Cominsky and Alim McNeill),4.9,6.51,8.0,2023,122
2.0,3:00,1.0,3.0,DET 3,6.0,9.0,"Josh Jacobs up the middle for 3 yards, touchdown",6.51,7.0,8.0,2023,122
2.0,2:56,,,DET 15,7.0,9.0,Daniel Carlson kicks extra point good,0.0,0.0,8.0,2023,122
2.0,2:56,,,LVR 35,7.0,9.0,"Daniel Carlson kicks off 57 yards, returned by Khalil Dorsey for 13 yards (tackle by Amari Burney)",0.0,0.34,8.0,2023,122
2.0,2:52,1.0,10.0,DET 21,7.0,9.0,Jahmyr Gibbs up the middle for no gain (tackle by Maxx Crosby),0.34,-0.2,8.0,2023,122
2.0,2:16,2.0,10.0,DET 21,7.0,9.0,Jared Goff pass complete deep middle to Jameson Williams for 22 yards (tackle by Tre'von Moehrig),-0.2,1.8,8.0,2023,122
2.0,2:00,1.0,10.0,DET 43,7.0,9.0,Jared Goff pass complete short left to Jahmyr Gibbs for 14 yards (tackle by Nate Hobbs),1.8,2.72,8.0,2023,122
2.0,1:51,1.0,10.0,LVR 43,7.0,9.0,"Jahmyr Gibbs up the middle for no gain (tackle by Maxx Crosby). Penalty on Colby Sorsdal: Offensive Holding, 10 yards (offset) . Penalty on Robert Spillane: Horse Collar Tackle, 15 yards (offset) (no play)",2.72,2.72,8.0,2023,122
2.0,1:44,1.0,10.0,LVR 43,7.0,9.0,Jahmyr Gibbs up the middle for 7 yards (tackle by Luke Masterson and Tre'von Moehrig),2.72,3.12,8.0,2023,122
2.0,1:31,,,,,,Timeout #2 by Las Vegas Raiders,,,8.0,2023,122
2.0,1:31,2.0,3.0,LVR 36,7.0,9.0,Jared Goff pass complete short left to Amon-Ra St. Brown for 6 yards (tackle by Amik Robertson),3.12,3.58,8.0,2023,122
2.0,1:10,1.0,10.0,LVR 30,7.0,9.0,Jahmyr Gibbs left tackle for 1 yard (tackle by Robert Spillane and Adam Butler),3.58,3.17,8.0,2023,122
2.0,0:45,2.0,9.0,LVR 29,7.0,9.0,Jared Goff pass complete short right to Sam LaPorta for 3 yards (tackle by Marcus Peters),3.17,2.87,8.0,2023,122
2.0,0:39,,,,,,Timeout #3 by Las Vegas Raiders,,,8.0,2023,122
2.0,0:39,3.0,6.0,LVR 26,7.0,9.0,Jared Goff pass complete short middle to Sam LaPorta for 8 yards (tackle by David Long),2.87,4.37,8.0,2023,122
2.0,0:31,,,,,,Timeout #1 by Detroit Lions,,,8.0,2023,122
2.0,0:31,1.0,10.0,LVR 18,7.0,15.0,"Jared Goff pass complete short middle to Sam LaPorta for 18 yards, touchdown",4.37,7.0,8.0,2023,122
2.0,0:27,,,LVR 15,7.0,16.0,Riley Patterson kicks extra point good,0.0,0.0,8.0,2023,122
2.0,0:27,,,DET 35,7.0,16.0,"Jack Fox kicks off 65 yards, touchback.",0.0,0.61,8.0,2023,122
2.0,0:27,1.0,10.0,LVR 25,7.0,16.0,Ameer Abdullah right tackle for 7 yards (tackle by Derrick Barnes and Tracy Walker),0.61,1.01,8.0,2023,122
3.0,15:00,,,DET 35,7.0,16.0,"Jack Fox kicks off 65 yards, touchback.",0.0,0.61,8.0,2023,122
3.0,15:00,1.0,10.0,LVR 25,7.0,16.0,Jimmy Garoppolo pass complete short right to Davante Adams for 11 yards (tackle by Alex Anzalone),0.61,1.33,8.0,2023,122
3.0,14:28,1.0,10.0,LVR 36,7.0,16.0,Josh Jacobs right end for 1 yard (tackle by Josh Paschal),1.33,0.93,8.0,2023,122
3.0,13:56,2.0,9.0,LVR 37,7.0,16.0,Jimmy Garoppolo pass incomplete deep left intended for Davante Adams,0.93,0.23,8.0,2023,122
3.0,13:49,3.0,9.0,LVR 37,7.0,16.0,Jimmy Garoppolo sacked by Julian Okwara for -7 yards,0.23,-1.37,8.0,2023,122
3.0,13:13,4.0,16.0,LVR 30,7.0,16.0,"AJ Cole punts 50 yards, returned by Kalif Raymond for 9 yards (tackle by Jakob Johnson and Isaiah Pola-Mao). Penalty on DJ Turner: Unsportsmanlike Conduct / Offense, 15 yards (accepted)",-1.37,-1.86,8.0,2023,122
3.0,13:01,1.0,10.0,DET 44,7.0,16.0,Jahmyr Gibbs left tackle for 24 yards (tackle by Robert Spillane),1.86,3.45,8.0,2023,122
3.0,12:24,1.0,10.0,LVR 32,7.0,16.0,Jahmyr Gibbs left end for 4 yards (tackle by Amik Robertson),3.45,3.44,8.0,2023,122
3.0,11:47,2.0,6.0,LVR 28,13.0,16.0,"Jared Goff pass short right intended for Amon-Ra St. Brown is intercepted by Marcus Peters at LV-25 and returned for 75 yards, touchdown",3.44,-7.0,8.0,2023,122
3.0,11:32,,,DET 15,14.0,16.0,Daniel Carlson kicks extra point good,0.0,0.0,8.0,2023,122
3.0,11:32,,,LVR 35,14.0,16.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,8.0,2023,122
3.0,11:32,1.0,10.0,DET 25,14.0,16.0,Jared Goff pass complete short left to Sam LaPorta for 5 yards (tackle by Marcus Epps),0.61,0.74,8.0,2023,122
3.0,11:03,2.0,5.0,DET 30,14.0,16.0,Craig Reynolds left tackle for 8 yards (tackle by Nate Hobbs and Tre'von Moehrig),0.74,1.47,8.0,2023,122
3.0,10:41,1.0,10.0,DET 38,14.0,16.0,Jared Goff pass incomplete short middle intended for Amon-Ra St. Brown,1.47,0.92,8.0,2023,122
3.0,10:35,2.0,10.0,DET 38,14.0,16.0,Craig Reynolds left tackle for 5 yards (tackle by Amari Burney),0.92,0.89,8.0,2023,122
3.0,10:00,3.0,5.0,DET 43,14.0,16.0,Jared Goff pass complete short middle to Amon-Ra St. Brown for 14 yards (tackle by Marcus Epps),0.89,2.72,8.0,2023,122
3.0,9:36,1.0,10.0,LVR 43,14.0,16.0,Jahmyr Gibbs right end for 1 yard (tackle by Maxx Crosby and Malcolm Koonce),2.72,2.31,8.0,2023,122
3.0,8:59,2.0,9.0,LVR 42,14.0,16.0,Jahmyr Gibbs right end for 1 yard (tackle by Maxx Crosby and John Jenkins),2.31,1.75,8.0,2023,122
3.0,8:15,3.0,8.0,LVR 41,14.0,16.0,Craig Reynolds left tackle for 8 yards (tackle by Malcolm Koonce),1.75,3.38,8.0,2023,122
3.0,7:42,1.0,10.0,LVR 33,14.0,16.0,Jared Goff pass complete short right to Craig Reynolds for 12 yards (tackle by Marcus Peters and Amari Burney),3.38,4.17,8.0,2023,122
3.0,7:04,1.0,10.0,LVR 21,14.0,16.0,Jahmyr Gibbs right end for 17 yards (tackle by Marcus Peters),4.17,6.28,8.0,2023,122
3.0,6:24,1.0,4.0,LVR 4,14.0,16.0,Craig Reynolds up the middle for no gain (tackle by Robert Spillane),6.28,5.34,8.0,2023,122
3.0,5:52,2.0,4.0,LVR 4,14.0,16.0,"Craig Reynolds left tackle for 1 yard. Craig Reynolds fumbles (forced by Maxx Crosby) (tackle by Jerry Tillery), recovered by Maxx Crosby at LV-3 (tackle by Jerry Tillery) (tackle by Maxx Crosby) (tackle by Maxx Crosby) Replay Assistant challenged the fumble ruling, and the play was upheld.",5.34,0.38,8.0,2023,122
3.0,5:29,1.0,10.0,LVR 3,14.0,16.0,"Penalty on Josh Jacobs: False Start, 1 yard (accepted) (no play)",-0.38,-0.42,8.0,2023,122
3.0,5:29,1.0,11.0,LVR 2,14.0,16.0,Josh Jacobs up the middle for 5 yards (tackle by Brian Branch),-0.42,-0.56,8.0,2023,122
3.0,4:59,2.0,7.0,LVR 7,14.0,16.0,Jimmy Garoppolo pass complete short left to Hunter Renfrow for 1 yard (tackle by Cameron Sutton),-0.56,-0.84,8.0,2023,122
3.0,4:18,3.0,5.0,LVR 8,14.0,16.0,Jimmy Garoppolo pass incomplete short left intended for Davante Adams,-0.84,-2.49,8.0,2023,122
3.0,4:14,4.0,5.0,LVR 8,14.0,16.0,"AJ Cole punts 52 yards, returned by Kalif Raymond for 9 yards (tackle by Jacob Bobenmoyer and Michael Mayer)",-2.49,-2.19,8.0,2023,122
3.0,4:02,1.0,10.0,DET 49,14.0,16.0,Jahmyr Gibbs left end for 6 yards (tackle by Amari Burney),2.19,2.46,8.0,2023,122
3.0,3:29,2.0,4.0,LVR 45,14.0,16.0,"Jared Goff pass incomplete deep left intended for Josh Reynolds. Penalty on Amik Robertson: Defensive Pass Interference, 18 yards (accepted) (no play)",2.46,3.78,8.0,2023,122
3.0,3:20,1.0,10.0,LVR 27,14.0,22.0,"Jahmyr Gibbs up the middle for 27 yards, touchdown",3.78,7.0,8.0,2023,122
3.0,3:13,,,LVR 15,14.0,23.0,Riley Patterson kicks extra point good,0.0,0.0,8.0,2023,122
3.0,3:13,,,DET 35,14.0,23.0,"Jack Fox kicks off 65 yards, touchback.",0.0,0.61,8.0,2023,122
3.0,3:13,1.0,10.0,LVR 25,14.0,23.0,Jimmy Garoppolo pass complete deep left to Michael Mayer for 19 yards (tackle by Brian Branch),0.61,1.86,8.0,2023,122
3.0,2:39,1.0,10.0,LVR 44,14.0,23.0,Josh Jacobs left tackle for 5 yards (tackle by Jerry Jacobs),1.86,1.99,8.0,2023,122
3.0,2:04,2.0,5.0,LVR 49,14.0,23.0,Jimmy Garoppolo pass incomplete deep right intended for Michael Mayer (defended by Kerby Joseph),1.99,1.29,8.0,2023,122
3.0,1:58,3.0,5.0,LVR 49,14.0,23.0,Jimmy Garoppolo sacked by Alim McNeill for -8 yards,1.29,-0.65,8.0,2023,122
3.0,1:11,4.0,13.0,LVR 41,14.0,23.0,"AJ Cole punts 48 yards, fair catch by Kalif Raymond at DET-11",-0.65,0.37,8.0,2023,122
3.0,1:07,1.0,10.0,DET 11,14.0,23.0,Jahmyr Gibbs up the middle for 11 yards (tackle by Isaiah Pola-Mao),-0.37,0.41,8.0,2023,122
3.0,0:30,1.0,10.0,DET 22,14.0,23.0,Jahmyr Gibbs up the middle for 7 yards (tackle by Marcus Epps and Tre'von Moehrig),0.41,0.81,8.0,2023,122
4.0,15:00,2.0,3.0,DET 29,14.0,23.0,Jared Goff pass complete short left to Sam LaPorta for 8 yards (tackle by Marcus Epps),0.81,1.4,8.0,2023,122
4.0,14:23,1.0,10.0,DET 37,14.0,23.0,Jahmyr Gibbs left tackle for 9 yards (tackle by Tre'von Moehrig),1.4,2.07,8.0,2023,122
4.0,13:51,2.0,1.0,DET 46,14.0,23.0,Jared Goff pass complete short left to Jahmyr Gibbs for 3 yards (tackle by Amik Robertson),2.07,2.19,8.0,2023,122
4.0,13:14,1.0,10.0,DET 49,14.0,23.0,Craig Reynolds left end for 5 yards (tackle by Amari Burney and Jerry Tillery),2.19,2.32,8.0,2023,122
4.0,12:31,2.0,5.0,LVR 46,14.0,23.0,Craig Reynolds left tackle for 2 yards (tackle by Amari Burney and John Jenkins),2.32,1.88,8.0,2023,122
4.0,11:57,3.0,3.0,LVR 44,14.0,23.0,Jahmyr Gibbs left tackle for 2 yards (tackle by John Jenkins and Bilal Nichols),1.88,0.46,8.0,2023,122
4.0,11:21,4.0,1.0,LVR 42,14.0,23.0,"Jared Goff up the middle for no gain (tackle by Adam Butler). Penalty on Maxx Crosby: Defensive Offside, 6 yards (accepted) (no play)",0.46,3.18,8.0,2023,122
4.0,10:58,1.0,10.0,LVR 36,14.0,23.0,Jared Goff pass incomplete short left,3.18,2.64,8.0,2023,122
4.0,10:53,2.0,10.0,LVR 36,14.0,23.0,Jahmyr Gibbs left tackle for 2 yards (tackle by Bilal Nichols and John Jenkins),2.64,2.21,8.0,2023,122
4.0,10:08,3.0,8.0,LVR 34,14.0,23.0,Jared Goff pass incomplete short right intended for Kalif Raymond,2.21,1.06,8.0,2023,122
4.0,10:04,4.0,8.0,LVR 34,14.0,26.0,Riley Patterson 52 yard field goal good,1.06,3.0,8.0,2023,122
4.0,9:59,,,DET 35,14.0,26.0,"Jack Fox kicks off 65 yards, recovered by DeAndre Carter in end zone (tackle by Khalil Dorsey and Ifeatu Melifonwu)",0.0,-0.38,8.0,2023,122
4.0,9:54,1.0,10.0,LVR 2,14.0,26.0,Jimmy Garoppolo pass incomplete deep left intended for Davante Adams,-0.38,-0.78,8.0,2023,122
4.0,9:49,2.0,10.0,LVR 2,14.0,26.0,"Jimmy Garoppolo pass incomplete short middle intended for Hunter Renfrow. Penalty on Jack Campbell: Roughing the Passer, 15 yards (accepted) (no play)",-0.78,-0.06,8.0,2023,122
4.0,9:45,1.0,10.0,LVR 17,14.0,26.0,Jimmy Garoppolo pass complete deep right to Jakobi Meyers for 19 yards (tackle by Tracy Walker),-0.06,1.33,8.0,2023,122
4.0,9:10,1.0,10.0,LVR 36,14.0,26.0,Jimmy Garoppolo sacked by Alex Anzalone for -7 yards,1.33,-0.16,8.0,2023,122
4.0,8:29,2.0,17.0,LVR 29,14.0,26.0,Jimmy Garoppolo sacked by Alim McNeill for -11 yards,-0.16,-2.59,8.0,2023,122
4.0,7:46,3.0,28.0,LVR 18,14.0,26.0,Jimmy Garoppolo pass complete short left to Hunter Renfrow for 18 yards (tackle by Jack Campbell),-2.59,-0.98,8.0,2023,122
4.0,7:01,4.0,10.0,LVR 36,14.0,26.0,Jimmy Garoppolo sacked by Alex Anzalone for -8 yards,-0.98,-3.71,8.0,2023,122
4.0,6:55,1.0,10.0,LVR 28,14.0,26.0,Craig Reynolds up the middle for 11 yards (tackle by Marcus Epps),3.71,4.44,8.0,2023,122
4.0,6:11,1.0,10.0,LVR 17,14.0,26.0,Craig Reynolds left end for 13 yards (tackle by Amik Robertson),4.44,6.28,8.0,2023,122
4.0,5:23,1.0,4.0,LVR 4,14.0,26.0,"Craig Reynolds left end for no gain, touchdown. Penalty on Dan Skipper: Offensive Holding, 10 yards (accepted) (no play)",6.28,4.44,8.0,2023,122
4.0,5:19,1.0,14.0,LVR 14,14.0,26.0,Jahmyr Gibbs up the middle for 3 yards (tackle by Maxx Crosby),4.44,4.02,8.0,2023,122
4.0,5:13,,,,,,Timeout #1 by Las Vegas Raiders,,,8.0,2023,122
4.0,5:13,2.0,11.0,LVR 11,14.0,26.0,Jahmyr Gibbs left tackle for 3 yards (tackle by John Jenkins and Robert Spillane),4.02,3.58,8.0,2023,122
4.0,5:07,,,,,,Timeout #2 by Las Vegas Raiders,,,8.0,2023,122
4.0,5:07,3.0,8.0,LVR 8,14.0,26.0,Jared Goff pass incomplete short right intended for Sam LaPorta,3.58,2.95,8.0,2023,122
4.0,5:03,4.0,8.0,LVR 8,14.0,26.0,Riley Patterson 26 yard field goal no good,2.95,-0.28,8.0,2023,122
4.0,4:59,1.0,10.0,LVR 20,14.0,26.0,"Jimmy Garoppolo pass complete short right to Josh Jacobs for 15 yards. Josh Jacobs fumbles (forced by Derrick Barnes), recovered by Jakobi Meyers at LV-40 and returned for 1 yard (tackle by Tracy Walker)",0.28,1.6,8.0,2023,122
4.0,4:33,1.0,10.0,LVR 40,14.0,26.0,Jimmy Garoppolo pass incomplete short left intended for Josh Jacobs,1.6,1.05,8.0,2023,122
4.0,4:29,2.0,10.0,LVR 40,14.0,26.0,Jimmy Garoppolo pass incomplete deep left intended for Davante Adams,1.05,0.37,8.0,2023,122
4.0,4:23,3.0,10.0,LVR 40,14.0,26.0,Jimmy Garoppolo sacked by Tracy Walker for -8 yards,0.37,-1.24,8.0,2023,122
4.0,3:37,4.0,18.0,LVR 32,14.0,26.0,Jimmy Garoppolo pass complete short left to Ameer Abdullah for 12 yards (tackle by Alex Anzalone and Brian Branch),-1.24,-2.65,8.0,2023,122
4.0,3:29,1.0,10.0,LVR 44,14.0,26.0,Craig Reynolds left end for 2 yards (tackle by Tyree Wilson and Nate Hobbs),2.65,2.38,8.0,2023,122
4.0,3:23,,,,,,Timeout #3 by Las Vegas Raiders,,,8.0,2023,122
4.0,3:23,2.0,8.0,LVR 42,14.0,26.0,Craig Reynolds left tackle for 5 yards (tackle by John Jenkins and Adam Butler),2.38,2.35,8.0,2023,122
4.0,2:39,3.0,3.0,LVR 37,14.0,26.0,Craig Reynolds left tackle for 1 yard (tackle by Robert Spillane),2.35,0.89,8.0,2023,122
4.0,2:00,4.0,2.0,LVR 36,14.0,26.0,Jared Goff pass complete short left to Brock Wright for 5 yards (tackle by Nate Hobbs),0.89,3.51,8.0,2023,122
4.0,1:19,1.0,10.0,LVR 31,14.0,26.0,Jared Goff kneels for -1 yards,3.51,2.83,8.0,2023,122
4.0,0:39,2.0,11.0,LVR 32,14.0,26.0,Jared Goff kneels for -1 yards,2.83,2.02,8.0,2023,122
