Quarter,Time,Down,ToGo,Location,NWE,LVR,Detail,EPB,EPA,week,year,game_id
2.0,11:51,,,NWE 35,3.0,3.0,"Nick Folk kicks off 59 yards, returned by Ameer Abdullah for 18 yards (tackle by Mack Wilson and Kyle Dugger)",0.0,0.54,15.0,2022,220
2.0,11:44,1.0,10.0,LVR 24,3.0,3.0,Derek Carr pass complete short left to Davante Adams for 9 yards (tackle by Marcus Jones),0.54,1.21,15.0,2022,220
2.0,11:05,2.0,1.0,LVR 33,3.0,3.0,Josh Jacobs up the middle for 4 yards (tackle by Lawrence Guy),1.21,1.4,15.0,2022,220
2.0,10:25,1.0,10.0,LVR 37,3.0,3.0,Josh Jacobs left guard for 1 yard (tackle by Ja'Whaun Bentley and Davon Godchaux),1.4,0.99,15.0,2022,220
2.0,9:46,2.0,9.0,LVR 38,3.0,3.0,Derek Carr pass incomplete deep left intended for Mack Hollins,0.99,0.3,15.0,2022,220
2.0,9:37,3.0,9.0,LVR 38,3.0,3.0,Derek Carr pass complete deep middle to Keelan Cole for 20 yards (tackle by Myles Bryant),0.3,2.79,15.0,2022,220
2.0,8:51,1.0,10.0,NWE 42,3.0,3.0,Josh Jacobs up the middle for 6 yards (tackle by Adrian Phillips),2.79,3.05,15.0,2022,220
2.0,8:11,2.0,4.0,NWE 36,3.0,3.0,Derek Carr pass complete short right to Josh Jacobs for 11 yards (tackle by Jonathan Jones and Ja'Whaun Bentley),3.05,3.91,15.0,2022,220
2.0,7:26,1.0,10.0,NWE 25,3.0,3.0,Josh Jacobs up the middle for 5 yards (tackle by Lawrence Guy and Carl Davis),3.91,4.04,15.0,2022,220
2.0,6:43,2.0,5.0,NWE 20,3.0,3.0,Josh Jacobs left guard for 5 yards (tackle by Raekwon McMillan),4.04,4.58,15.0,2022,220
2.0,5:53,1.0,10.0,NWE 15,3.0,3.0,"Zamir White for no gain. Penalty on Hroniss Grasu: Offensive Holding, 10 yards (accepted) (no play)",4.58,3.91,15.0,2022,220
2.0,5:29,1.0,20.0,NWE 25,3.0,3.0,Derek Carr pass incomplete short right,3.91,2.67,15.0,2022,220
2.0,5:22,2.0,20.0,NWE 25,3.0,9.0,"Derek Carr pass complete deep middle to Darren Waller for 25 yards, touchdown",2.67,7.0,15.0,2022,220
2.0,5:18,,,NWE 15,3.0,10.0,Daniel Carlson kicks extra point good,0.0,0.0,15.0,2022,220
2.0,5:18,,,LVR 35,3.0,10.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,15.0,2022,220
2.0,5:18,1.0,10.0,NWE 25,3.0,10.0,Kevin Harris right guard for 1 yard (tackle by Trevon Moehrig and Luke Masterson),0.61,0.2,15.0,2022,220
2.0,4:29,2.0,9.0,NWE 26,3.0,10.0,"Penalty on NWE: Delay of Game, 5 yards (accepted) (no play)",0.2,-0.48,15.0,2022,220
2.0,4:09,2.0,14.0,NWE 21,3.0,10.0,Mac Jones pass incomplete deep middle intended for Jakobi Meyers,-0.48,-1.15,15.0,2022,220
2.0,4:03,3.0,14.0,NWE 21,3.0,10.0,Mac Jones pass incomplete short middle intended for Kendrick Bourne,-1.15,-1.96,15.0,2022,220
2.0,4:00,4.0,14.0,NWE 21,3.0,10.0,"Michael Palardy punts 47 yards, returned by Hunter Renfrow for 7 yards (tackle by Jamie Collins)",-1.96,-1.53,15.0,2022,220
2.0,3:49,1.0,10.0,LVR 39,3.0,10.0,Josh Jacobs left tackle for 1 yard (tackle by Lawrence Guy and Jabrill Peppers),1.53,1.12,15.0,2022,220
2.0,3:09,2.0,9.0,LVR 40,3.0,10.0,Josh Jacobs left guard for 1 yard (tackle by Christian Barmore and Kyle Dugger),1.12,0.56,15.0,2022,220
2.0,2:27,3.0,8.0,LVR 41,3.0,10.0,Derek Carr pass incomplete short right,0.56,-0.65,15.0,2022,220
2.0,2:19,4.0,8.0,LVR 41,3.0,10.0,"AJ Cole punts 50 yards, returned by Marcus Jones for 17 yards (tackle by Luke Masterson)",-0.65,-0.67,15.0,2022,220
2.0,2:07,1.0,10.0,NWE 26,3.0,10.0,Rhamondre Stevenson right guard for 17 yards (tackle by Trevon Moehrig),0.67,1.8,15.0,2022,220
2.0,2:00,1.0,10.0,NWE 43,3.0,10.0,Mac Jones pass complete short left to Hunter Henry for 4 yards (tackle by Tyler Hall),1.8,1.79,15.0,2022,220
2.0,1:30,2.0,6.0,NWE 47,3.0,10.0,Mac Jones pass incomplete deep left intended for Tyquan Thornton,1.79,1.09,15.0,2022,220
2.0,1:22,3.0,6.0,NWE 47,3.0,10.0,"Penalty on Cole Strange: False Start, 5 yards (accepted) (no play)",1.09,0.43,15.0,2022,220
2.0,1:22,3.0,11.0,NWE 42,3.0,10.0,Mac Jones pass complete short right to Hunter Henry for 5 yards (tackle by Roderic Teamer and Tyler Hall),0.43,-0.26,15.0,2022,220
2.0,0:36,4.0,6.0,NWE 47,3.0,10.0,Michael Palardy punts blocked by Malcolm Koonce (tackle by Brandon Bolden and Maxx Crosby),-0.26,-4.24,15.0,2022,220
2.0,0:27,1.0,10.0,NWE 20,3.0,10.0,"Penalty on Hroniss Grasu: False Start, 5 yards (accepted) (no play)",4.24,3.91,15.0,2022,220
2.0,0:27,1.0,15.0,NWE 25,3.0,10.0,Derek Carr pass complete short right to Mack Hollins for 10 yards (tackle by Jonathan Jones),3.91,4.45,15.0,2022,220
2.0,0:19,,,,,,Timeout #1 by Las Vegas Raiders,,,15.0,2022,220
2.0,0:19,2.0,5.0,NWE 15,3.0,10.0,"Derek Carr pass incomplete short middle intended for Mack Hollins. Penalty on Jonathan Jones: Illegal Contact, 5 yards (accepted) (no play)",4.45,4.91,15.0,2022,220
2.0,0:15,1.0,10.0,NWE 10,3.0,10.0,"Derek Carr pass complete to Josh Jacobs for no gain (tackle by Jonathan Jones). Penalty on Jabrill Peppers: Defensive Holding, 5 yards (accepted) (no play)",4.91,6.06,15.0,2022,220
2.0,0:09,1.0,5.0,NWE 5,3.0,16.0,"Derek Carr pass complete short middle to Mack Hollins for 5 yards, touchdown",6.06,7.0,15.0,2022,220
2.0,0:04,,,NWE 15,3.0,17.0,Daniel Carlson kicks extra point good,0.0,0.0,15.0,2022,220
2.0,0:04,,,LVR 35,3.0,17.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,15.0,2022,220
2.0,0:04,1.0,10.0,NWE 25,3.0,17.0,Mac Jones kneels for -1 yards,0.61,-0.07,15.0,2022,220
3.0,15:00,,,LVR 35,3.0,17.0,"Daniel Carlson kicks off 65 yards, touchback.",0.0,0.61,15.0,2022,220
3.0,14:38,1.0,10.0,NWE 25,3.0,17.0,"Rhamondre Stevenson up the middle for 6 yards (tackle by Amik Robertson). Penalty on Bilal Nichols: Illegal Use of Hands / Defense, 5 yards (accepted)",0.61,1.33,15.0,2022,220
3.0,14:52,1.0,10.0,NWE 36,3.0,17.0,Rhamondre Stevenson up the middle for 6 yards (tackle by Jerry Tillery),1.33,1.6,15.0,2022,220
3.0,14:20,2.0,4.0,NWE 42,3.0,17.0,Mac Jones scrambles right guard for 5 yards (tackle by Roderic Teamer),1.6,2.06,15.0,2022,220
3.0,13:41,1.0,10.0,NWE 47,3.0,17.0,Rhamondre Stevenson up the middle for 4 yards (tackle by Denzel Perryman),2.06,2.06,15.0,2022,220
3.0,13:10,2.0,6.0,LVR 49,3.0,17.0,Mac Jones pass incomplete short left intended for Nelson Agholor (defended by Chandler Jones),2.06,1.36,15.0,2022,220
3.0,13:03,3.0,6.0,LVR 49,3.0,17.0,Mac Jones pass incomplete deep left intended for Jakobi Meyers (defended by Tyler Hall),1.36,0.0,15.0,2022,220
3.0,12:57,4.0,6.0,LVR 49,3.0,17.0,Michael Palardy punts 36 yards out of bounds,0.0,0.32,15.0,2022,220
3.0,12:50,1.0,10.0,LVR 13,3.0,17.0,Josh Jacobs left tackle for 4 yards (tackle by Ja'Whaun Bentley and Lawrence Guy),-0.32,-0.3,15.0,2022,220
3.0,12:11,2.0,6.0,LVR 17,9.0,17.0,"Derek Carr pass short left intended for Davante Adams is intercepted by Kyle Dugger at LV-16 and returned for 16 yards, touchdown",-0.3,-7.0,15.0,2022,220
3.0,12:07,,,LVR 15,10.0,17.0,Nick Folk kicks extra point good,0.0,0.0,15.0,2022,220
3.0,12:07,,,NWE 35,10.0,17.0,"Nick Folk kicks off 62 yards, returned by Ameer Abdullah for 30 yards (tackle by Jahlani Tavai and Marcus Jones)",0.0,1.14,15.0,2022,220
3.0,11:59,1.0,10.0,LVR 33,10.0,17.0,Derek Carr pass incomplete short middle intended for Josh Jacobs,1.14,0.59,15.0,2022,220
3.0,11:52,2.0,10.0,LVR 33,10.0,17.0,"Josh Jacobs left tackle for 2 yards. Josh Jacobs fumbles, recovered by Josh Jacobs at LV-35 (tackle by Ja'Whaun Bentley)",0.59,0.17,15.0,2022,220
3.0,11:08,3.0,8.0,LVR 35,10.0,17.0,"Penalty on Jermaine Eluemunor: False Start, 5 yards (accepted) (no play)",0.17,-0.49,15.0,2022,220
3.0,10:52,3.0,13.0,LVR 30,10.0,17.0,Derek Carr pass complete short middle to Hunter Renfrow for 14 yards (tackle by Kyle Dugger),-0.49,1.86,15.0,2022,220
3.0,10:11,1.0,10.0,LVR 44,10.0,17.0,Josh Jacobs up the middle for 2 yards (tackle by Kyle Dugger),1.86,1.59,15.0,2022,220
3.0,9:30,2.0,8.0,LVR 46,10.0,17.0,Derek Carr sacked by and Davon Godchaux for -7 yards and Lawrence Guy for -7 yards,1.59,-0.03,15.0,2022,220
3.0,8:45,3.0,15.0,LVR 39,10.0,17.0,Derek Carr pass complete short middle to Foster Moreau for 12 yards (tackle by Devin McCourty),-0.03,0.0,15.0,2022,220
3.0,8:04,4.0,3.0,NWE 49,10.0,17.0,AJ Cole punts 47 yards downed by Mack Hollins,0.0,0.38,15.0,2022,220
3.0,7:54,1.0,10.0,NWE 2,10.0,17.0,Rhamondre Stevenson up the middle for 26 yards (tackle by Jerry Tillery),-0.38,0.81,15.0,2022,220
3.0,7:13,1.0,10.0,NWE 28,10.0,17.0,Rhamondre Stevenson left guard for 7 yards (tackle by Luke Masterson),0.81,1.21,15.0,2022,220
3.0,6:38,2.0,3.0,NWE 35,10.0,17.0,Rhamondre Stevenson up the middle for 4 yards (tackle by Kyle Peko),1.21,1.53,15.0,2022,220
3.0,5:55,1.0,10.0,NWE 39,10.0,17.0,"Mac Jones pass complete to Nelson Agholor for 32 yards LVR challenged the pass completion ruling, and the original play was overturned. Mac Jones pass incomplete deep left intended for Nelson Agholor",1.53,0.99,15.0,2022,220
3.0,5:55,2.0,10.0,NWE 39,10.0,17.0,Kevin Harris up the middle for 11 yards (tackle by Luke Masterson and Trevon Moehrig),0.99,2.26,15.0,2022,220
3.0,5:30,1.0,10.0,NWE 50,10.0,17.0,Kevin Harris left guard for 5 yards (tackle by Luke Masterson and Bilal Nichols),2.26,2.39,15.0,2022,220
3.0,4:58,2.0,5.0,LVR 45,10.0,17.0,Pierre Strong left tackle for 5 yards (tackle by Matthew Butler and Denzel Perryman),2.39,2.92,15.0,2022,220
3.0,4:18,1.0,10.0,LVR 40,10.0,17.0,Mac Jones pass complete short middle to Pierre Strong for 11 yards (tackle by Chandler Jones),2.92,3.64,15.0,2022,220
3.0,3:42,1.0,10.0,LVR 29,10.0,17.0,Rhamondre Stevenson up the middle for 1 yard (tackle by Maxx Crosby and Roderic Teamer),3.64,3.24,15.0,2022,220
3.0,3:00,2.0,9.0,LVR 28,10.0,17.0,Mac Jones pass complete short right to Rhamondre Stevenson for -5 yards (tackle by Denzel Perryman),3.24,1.88,15.0,2022,220
3.0,2:06,3.0,14.0,LVR 33,10.0,17.0,Rhamondre Stevenson right guard for 4 yards (tackle by Denzel Perryman),1.88,1.5,15.0,2022,220
3.0,1:26,4.0,10.0,LVR 29,13.0,17.0,Nick Folk 47 yard field goal good,1.5,3.0,15.0,2022,220
3.0,1:21,,,NWE 35,13.0,17.0,"Nick Folk kicks off 65 yards, returned by Ameer Abdullah for 18 yards (tackle by Kyle Dugger and Mack Wilson). Penalty on Jakob Johnson: Offensive Illegal Block Above the Waist, 9 yards (accepted)",0.0,-0.38,15.0,2022,220
3.0,1:14,1.0,10.0,LVR 9,13.0,17.0,Josh Jacobs right guard for 3 yards (tackle by Davon Godchaux and Anfernee Jennings),-0.38,-0.56,15.0,2022,220
3.0,0:33,2.0,7.0,LVR 12,13.0,17.0,Derek Carr pass incomplete short left intended for Davante Adams,-0.56,-1.07,15.0,2022,220
3.0,0:29,3.0,7.0,LVR 12,13.0,17.0,Derek Carr sacked by Ja'Whaun Bentley for -8 yards,-1.07,-2.49,15.0,2022,220
4.0,15:00,4.0,15.0,LVR 4,13.0,17.0,"AJ Cole punts 47 yards, returned by Marcus Jones for 1 yard (tackle by Luke Masterson and Matthias Farley)",-2.49,-2.26,15.0,2022,220
4.0,14:49,1.0,10.0,NWE 50,13.0,17.0,Kevin Harris right guard for no gain (tackle by Kyle Peko),2.26,1.71,15.0,2022,220
4.0,14:12,2.0,10.0,NWE 50,13.0,17.0,Mac Jones pass complete short left to Nelson Agholor for 3 yards (tackle by Isaiah Pola-Mao and Nate Hobbs),1.71,1.42,15.0,2022,220
4.0,13:31,3.0,7.0,LVR 47,13.0,17.0,Mac Jones scrambles up the middle for 6 yards (tackle by Denzel Perryman),1.42,0.53,15.0,2022,220
4.0,13:31,4.0,1.0,LVR 41,13.0,17.0,"Penalty on LVR: Illegal Contact, 6 yards (accepted) (no play)",0.53,3.25,15.0,2022,220
4.0,13:12,1.0,10.0,LVR 35,13.0,17.0,Mac Jones pass incomplete deep left intended for Tyquan Thornton,3.25,2.7,15.0,2022,220
4.0,13:08,2.0,10.0,LVR 35,13.0,17.0,Mac Jones pass incomplete short left intended for Rhamondre Stevenson,2.7,2.01,15.0,2022,220
4.0,13:03,3.0,10.0,LVR 35,13.0,17.0,Mac Jones pass incomplete short right intended for Hunter Henry (defended by Chandler Jones),2.01,0.97,15.0,2022,220
4.0,12:57,4.0,10.0,LVR 35,16.0,17.0,Nick Folk 54 yard field goal good,0.97,3.0,15.0,2022,220
4.0,12:52,,,NWE 35,16.0,17.0,"Nick Folk kicks off 60 yards, returned by Ameer Abdullah for 21 yards (tackle by DaMarcus Mitchell and Raleigh Webb)",0.0,0.67,15.0,2022,220
4.0,12:46,1.0,10.0,LVR 26,16.0,17.0,Josh Jacobs up the middle for 7 yards (tackle by Jonathan Jones and Jabrill Peppers),0.67,1.07,15.0,2022,220
4.0,12:05,2.0,3.0,LVR 33,16.0,17.0,Josh Jacobs left guard for 2 yards (tackle by Deatrich Wise),1.07,0.63,15.0,2022,220
4.0,11:27,3.0,1.0,LVR 35,16.0,17.0,Josh Jacobs for 2 yards (tackle by Davon Godchaux),0.63,1.4,15.0,2022,220
4.0,10:38,1.0,10.0,LVR 37,16.0,17.0,"Penalty on LVR: Delay of Game, 5 yards (accepted) (no play)",1.4,1.07,15.0,2022,220
4.0,10:37,1.0,15.0,LVR 32,16.0,17.0,Derek Carr pass complete short left to Darren Waller for 3 yards (tackle by Jabrill Peppers),1.07,0.59,15.0,2022,220
4.0,9:58,2.0,12.0,LVR 35,16.0,17.0,"Derek Carr sacked by and Josh Uche for -5 yards and Christian Barmore for -5 yards. Derek Carr fumbles (forced by Josh Uche), recovered by Jordan Meredith at LV-30",0.59,-0.76,15.0,2022,220
4.0,9:14,3.0,17.0,LVR 30,16.0,17.0,Derek Carr pass complete short left to Ameer Abdullah for 6 yards (tackle by Ja'Whaun Bentley),-0.76,-0.98,15.0,2022,220
4.0,8:32,4.0,11.0,LVR 36,16.0,17.0,"AJ Cole punts 49 yards, returned by Marcus Jones for 7 yards (tackle by Ameer Abdullah and Curtis Bolton)",-0.98,-0.41,15.0,2022,220
4.0,8:22,1.0,10.0,NWE 22,16.0,17.0,Pierre Strong right tackle for 4 yards (tackle by Kyle Peko),0.41,0.41,15.0,2022,220
4.0,7:40,2.0,6.0,NWE 26,16.0,17.0,Mac Jones pass incomplete deep left intended for Nelson Agholor (defended by Amik Robertson),0.41,-0.29,15.0,2022,220
4.0,7:32,3.0,6.0,NWE 26,16.0,17.0,Mac Jones pass incomplete short left intended for Hunter Henry,-0.29,-1.63,15.0,2022,220
4.0,7:27,4.0,6.0,NWE 26,16.0,17.0,"Michael Palardy punts 46 yards, returned by Hunter Renfrow for 1 yard (tackle by Jahlani Tavai). Penalty on Roderic Teamer: Offensive Holding, 10 yards (accepted)",-1.63,-0.15,15.0,2022,220
4.0,7:15,1.0,10.0,LVR 19,16.0,17.0,"Penalty on Kolton Miller: False Start, 5 yards (accepted) (no play)",0.15,-0.39,15.0,2022,220
4.0,7:15,1.0,15.0,LVR 14,16.0,17.0,Josh Jacobs left end for 1 yard (tackle by Deatrich Wise and Ja'Whaun Bentley),-0.39,-1.0,15.0,2022,220
4.0,6:37,2.0,14.0,LVR 15,16.0,17.0,Derek Carr pass complete short left to Davante Adams for 5 yards (tackle by Marcus Jones),-1.0,-0.94,15.0,2022,220
4.0,6:00,,,,,,Timeout #1 by Las Vegas Raiders,,,15.0,2022,220
4.0,6:00,3.0,9.0,LVR 20,16.0,17.0,Derek Carr pass complete short middle to Ameer Abdullah for 8 yards (tackle by Ja'Whaun Bentley),-0.94,-1.5,15.0,2022,220
4.0,5:17,4.0,1.0,LVR 28,16.0,17.0,"AJ Cole punts 48 yards, fair catch by Marcus Jones at NE-24",-1.5,-0.54,15.0,2022,220
4.0,5:10,1.0,10.0,NWE 24,16.0,17.0,Rhamondre Stevenson left guard for 3 yards (tackle by Bilal Nichols),0.54,0.4,15.0,2022,220
4.0,4:33,2.0,7.0,NWE 27,16.0,17.0,Mac Jones pass complete deep middle to Jakobi Meyers for 39 yards (tackle by Denzel Perryman),0.4,3.31,15.0,2022,220
4.0,3:51,1.0,10.0,LVR 34,22.0,17.0,"Rhamondre Stevenson right guard for 34 yards, touchdown",3.31,7.0,15.0,2022,220
4.0,3:43,,,LVR 2,24.0,17.0,Two Point Attempt: Mac Jones pass complete to to Jakobi Meyers for no gain,1.0,1.0,15.0,2022,220
4.0,3:43,,,NWE 35,24.0,17.0,"Nick Folk kicks off 49 yards, returned by Jakob Johnson for 15 yards (tackle by Jahlani Tavai)",0.0,1.0,15.0,2022,220
4.0,3:39,1.0,10.0,LVR 31,24.0,17.0,Derek Carr pass incomplete short right,1.0,0.46,15.0,2022,220
4.0,3:33,2.0,10.0,LVR 31,24.0,17.0,Derek Carr pass incomplete deep middle intended for Mack Hollins,0.46,-0.23,15.0,2022,220
4.0,3:26,,,,,,Timeout #1 by New England Patriots,,,15.0,2022,220
4.0,3:26,3.0,10.0,LVR 31,24.0,17.0,Derek Carr pass incomplete deep middle intended for Davante Adams,-0.23,-1.31,15.0,2022,220
4.0,3:20,4.0,10.0,LVR 31,24.0,17.0,AJ Cole punts 41 yards out of bounds,-1.31,-0.81,15.0,2022,220
4.0,3:12,1.0,10.0,NWE 28,24.0,17.0,Rhamondre Stevenson up the middle for 3 yards (tackle by Chandler Jones),0.81,0.67,15.0,2022,220
4.0,3:09,,,,,,Timeout #2 by Las Vegas Raiders,,,15.0,2022,220
4.0,3:09,2.0,7.0,NWE 31,24.0,17.0,"Penalty on Conor McDermott: False Start, 5 yards (accepted) (no play)",0.67,-0.01,15.0,2022,220
4.0,3:09,2.0,12.0,NWE 26,24.0,17.0,Rhamondre Stevenson left tackle for 2 yards (tackle by Luke Masterson and Trevon Moehrig),-0.01,-0.43,15.0,2022,220
4.0,3:04,,,,,,Timeout #3 by Las Vegas Raiders,,,15.0,2022,220
4.0,3:04,3.0,10.0,NWE 28,24.0,17.0,Mac Jones right end for no gain (tackle by Maxx Crosby),-0.43,-1.5,15.0,2022,220
4.0,2:22,4.0,10.0,NWE 28,24.0,17.0,Michael Palardy punts 53 yards out of bounds,-1.5,-0.15,15.0,2022,220
4.0,2:11,1.0,10.0,LVR 19,24.0,17.0,Derek Carr pass incomplete deep middle intended for Hunter Renfrow,0.15,-0.39,15.0,2022,220
