Quarter,Time,Down,ToGo,Location,MIA,BUF,Detail,EPB,EPA,week,year,game_id
4.0,3:33,2.0,8.0,BUF 36,29.0,29.0,Devin Singletary right guard for 6 yards (tackle by Christian Wilkins),0.93,1.03,15.0,2022,212
4.0,3:01,3.0,2.0,BUF 42,29.0,29.0,Josh Allen pass complete short left to Isaiah McKenzie for 5 yards (tackle by Kader Kohou),1.03,2.06,15.0,2022,212
4.0,2:26,1.0,10.0,BUF 47,29.0,29.0,Devin Singletary right guard for 8 yards (tackle by Kader Kohou),2.06,2.6,15.0,2022,212
4.0,2:00,2.0,2.0,MIA 45,29.0,29.0,Devin Singletary left guard for 7 yards (tackle by Jerome Baker and John Jenkins),2.6,3.05,15.0,2022,212
4.0,1:29,1.0,10.0,MIA 38,29.0,29.0,Devin Singletary right guard for 4 yards (tackle by Jerome Baker and Jaelan Phillips),3.05,3.05,15.0,2022,212
4.0,0:55,2.0,6.0,MIA 34,29.0,29.0,Josh Allen pass incomplete short middle intended for Stefon Diggs (defended by Jevon Holland),3.05,2.34,15.0,2022,212
4.0,0:50,3.0,6.0,MIA 34,29.0,29.0,"Josh Allen pass incomplete deep left intended for Isaiah McKenzie. Penalty on Kader Kohou: Defensive Pass Interference, 21 yards (accepted) . Penalty on Kader Kohou: Defensive Holding, 5 yards (declined) (no play)",2.34,4.71,15.0,2022,212
4.0,0:45,1.0,10.0,MIA 13,29.0,29.0,Devin Singletary left guard for 2 yards (tackle by Andrew Van Ginkel and Raekwon Davis),4.71,4.39,15.0,2022,212
4.0,0:39,,,,,,Timeout #2 by Miami Dolphins,,,15.0,2022,212
4.0,0:39,2.0,8.0,MIA 11,29.0,29.0,Devin Singletary left guard for 7 yards (tackle by Kader Kohou),4.39,5.01,15.0,2022,212
4.0,0:34,,,,,,Timeout #3 by Miami Dolphins,,,15.0,2022,212
4.0,0:34,3.0,1.0,MIA 4,29.0,29.0,Josh Allen kneels for -3 yards,5.01,2.99,15.0,2022,212
4.0,0:02,,,,,,Timeout #2 by Buffalo Bills,,,15.0,2022,212
4.0,0:02,4.0,4.0,MIA 7,29.0,32.0,"Tyler Bass 25 yard field goal good. Penalty on Keion Crossen: Defensive Offside, 5 yards (declined)",2.99,3.0,15.0,2022,212
