Quarter,Time,Down,ToGo,Location,NYG,WAS,Detail,EPB,EPA,week,year,game_id
2.0,3:17,1.0,10.0,WAS 36,7.0,3.0,Daniel Jones pass incomplete short middle intended for Daniel Bellinger,3.18,2.64,15.0,2022,223
2.0,3:08,2.0,10.0,WAS 36,7.0,3.0,"Penalty on Evan Neal: False Start, 5 yards (accepted) (no play)",2.64,1.96,15.0,2022,223
2.0,3:08,2.0,15.0,WAS 41,7.0,3.0,Daniel Jones pass complete short middle to Matt Breida for 6 yards (tackle by Bobby McCain and Kamren Curl),1.96,2.08,15.0,2022,223
2.0,2:29,3.0,9.0,WAS 35,7.0,3.0,Daniel Jones pass incomplete short left,2.08,0.97,15.0,2022,223
2.0,2:23,,,,,,Timeout #2 by New York Giants,,,15.0,2022,223
2.0,2:23,4.0,9.0,WAS 35,7.0,3.0,Daniel Jones pass complete short middle to Richie James for 11 yards (tackle by Bobby McCain and Kendall Fuller),0.97,3.97,15.0,2022,223
2.0,2:00,1.0,10.0,WAS 24,7.0,3.0,Daniel Jones pass complete short middle to Isaiah Hodgins for 19 yards (tackle by Darrick Forrest),3.97,6.06,15.0,2022,223
2.0,1:51,,,,,,Timeout #1 by Washington Commanders,,,15.0,2022,223
2.0,1:51,1.0,5.0,WAS 5,7.0,3.0,Daniel Jones left tackle for 2 yards (tackle by Darrick Forrest and Jonathan Allen),6.06,5.53,15.0,2022,223
2.0,1:46,,,,,,Timeout #2 by Washington Commanders,,,15.0,2022,223
2.0,1:46,2.0,3.0,WAS 3,13.0,3.0,"Saquon Barkley left tackle for 3 yards, touchdown",5.53,7.0,15.0,2022,223
2.0,1:43,,,WAS 15,14.0,3.0,Graham Gano kicks extra point good,0.0,0.0,15.0,2022,223
2.0,1:43,,,NYG 35,14.0,3.0,"Graham Gano kicks off 66 yards, returned by Antonio Gibson for 22 yards (tackle by Matt Breida and Marcus Johnson)",0.0,0.34,15.0,2022,223
2.0,1:37,1.0,10.0,WAS 21,14.0,3.0,Taylor Heinicke pass incomplete short left,0.34,-0.2,15.0,2022,223
2.0,1:33,2.0,10.0,WAS 21,14.0,3.0,Taylor Heinicke pass complete short right to Terry McLaurin for 10 yards (tackle by Darnay Holmes and Fabian Moreau),-0.2,1.0,15.0,2022,223
2.0,1:13,1.0,10.0,WAS 31,14.0,3.0,Taylor Heinicke pass complete short right to Curtis Samuel for 3 yards (tackle by Tony Jefferson),1.0,0.87,15.0,2022,223
2.0,0:45,2.0,7.0,WAS 34,14.0,3.0,Taylor Heinicke pass complete short middle to Antonio Gibson for 2 yards (tackle by Tony Jefferson),0.87,0.43,15.0,2022,223
2.0,0:34,,,,,,Timeout #3 by Washington Commanders,,,15.0,2022,223
2.0,0:34,3.0,5.0,WAS 36,14.0,3.0,Taylor Heinicke pass incomplete short right intended for Antonio Gibson (defended by Tony Jefferson),0.43,-0.98,15.0,2022,223
2.0,0:25,4.0,5.0,WAS 36,14.0,3.0,"Tress Way punts 48 yards, returned by Richie James for 9 yards (tackle by Casey Toohill)",-0.98,-0.61,15.0,2022,223
2.0,0:16,1.0,10.0,NYG 25,14.0,3.0,Daniel Jones kneels for -1 yards,0.61,-0.07,15.0,2022,223
3.0,15:00,,,WAS 35,14.0,3.0,"Joey Slye kicks off 61 yards, returned by Gary Brightwell for 21 yards (tackle by Percy Butler)",0.0,0.61,15.0,2022,223
3.0,14:55,1.0,10.0,NYG 25,14.0,3.0,Daniel Jones pass complete short right to Darius Slayton for 7 yards (tackle by Danny Johnson),0.61,1.01,15.0,2022,223
3.0,14:28,2.0,3.0,NYG 32,14.0,3.0,Saquon Barkley up the middle for 3 yards (tackle by Jamin Davis and Kamren Curl),1.01,1.27,15.0,2022,223
3.0,13:49,1.0,10.0,NYG 35,14.0,3.0,Daniel Jones pass incomplete short right intended for Saquon Barkley,1.27,0.72,15.0,2022,223
3.0,13:42,2.0,10.0,NYG 35,14.0,3.0,Daniel Jones pass complete short right to Darius Slayton for 7 yards (tackle by Danny Johnson),0.72,0.96,15.0,2022,223
3.0,13:04,3.0,3.0,NYG 42,14.0,3.0,Daniel Jones pass incomplete short middle intended for Richie James,0.96,-0.59,15.0,2022,223
3.0,12:57,4.0,3.0,NYG 42,14.0,3.0,"Jamie Gillan punts 49 yards, fair catch by Dax Milne at WAS-9",-0.59,0.38,15.0,2022,223
3.0,12:49,1.0,10.0,WAS 9,14.0,3.0,Taylor Heinicke pass complete short left to Terry McLaurin for 18 yards (tackle by Fabian Moreau),-0.38,0.74,15.0,2022,223
3.0,12:13,1.0,10.0,WAS 27,14.0,3.0,Taylor Heinicke pass complete short left to Terry McLaurin for 13 yards (tackle by Fabian Moreau),0.74,1.6,15.0,2022,223
3.0,11:36,1.0,10.0,WAS 40,14.0,3.0,Dyami Brown left end for 15 yards (tackle by Jason Pinnock),1.6,2.59,15.0,2022,223
3.0,10:44,1.0,10.0,NYG 45,14.0,3.0,"Brian Robinson for no gain. Penalty on Logan Thomas: Illegal Motion, 5 yards (accepted) (no play)",2.59,2.26,15.0,2022,223
3.0,10:13,1.0,15.0,NYG 50,14.0,3.0,Taylor Heinicke pass complete short right to Terry McLaurin for 20 yards (tackle by Kayvon Thibodeaux),2.26,3.58,15.0,2022,223
3.0,9:26,1.0,10.0,NYG 30,14.0,3.0,Taylor Heinicke pass complete short right to Jahan Dotson for 11 yards (tackle by Julian Love),3.58,4.31,15.0,2022,223
3.0,8:43,1.0,10.0,NYG 19,14.0,9.0,"Taylor Heinicke pass complete deep middle to Jahan Dotson for 19 yards, touchdown",4.31,7.0,15.0,2022,223
3.0,8:38,,,NYG 15,14.0,9.0,"Penalty on Jahan Dotson: Offensive Pass Interference, 10 yards (accepted) (no play)",0.0,0.0,15.0,2022,223
3.0,8:38,1.0,10.0,NYG 25,14.0,9.0,Joey Slye kicks extra point no good,0.0,-1.0,15.0,2022,223
3.0,8:38,,,WAS 35,14.0,9.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,15.0,2022,223
3.0,8:38,1.0,10.0,NYG 25,14.0,9.0,Daniel Jones pass complete short left to Darius Slayton for 6 yards (tackle by Danny Johnson),0.61,0.87,15.0,2022,223
3.0,8:00,2.0,4.0,NYG 31,14.0,9.0,Saquon Barkley up the middle for 8 yards (tackle by Bobby McCain),0.87,1.53,15.0,2022,223
3.0,7:30,1.0,10.0,NYG 39,14.0,9.0,"Daniel Jones scrambles for no gain. Daniel Jones fumbles, recovered by Casey Toohill at NYG-48 (tackle by Danny Johnson) Replay Assistant challenged the fumble ruling, and the original play was overturned. Daniel Jones scrambles left guard for 9 yards (tackle by Danny Johnson)",1.53,2.2,15.0,2022,223
3.0,7:23,2.0,1.0,NYG 48,14.0,9.0,Daniel Jones left guard for 3 yards (tackle by Efe Obada),2.2,2.32,15.0,2022,223
3.0,6:42,1.0,10.0,WAS 49,14.0,9.0,Daniel Jones pass complete short right to Saquon Barkley for 6 yards (tackle by Bobby McCain),2.32,2.59,15.0,2022,223
3.0,6:13,2.0,4.0,WAS 43,14.0,9.0,Saquon Barkley right tackle for 6 yards (tackle by Jonathan Allen and Daron Payne),2.59,3.12,15.0,2022,223
3.0,5:32,1.0,10.0,WAS 37,14.0,9.0,Matt Breida right tackle for 1 yard (tackle by Jamin Davis),3.12,2.71,15.0,2022,223
3.0,4:46,2.0,9.0,WAS 36,14.0,9.0,"Daniel Jones pass incomplete intended for Matt Breida. Penalty on Jon Feliciano: Offensive Holding, 10 yards (accepted) (no play)",2.71,1.36,15.0,2022,223
3.0,4:39,2.0,19.0,WAS 46,14.0,9.0,Daniel Jones pass complete short right to Darius Slayton for 4 yards (tackle by Danny Johnson),1.36,1.22,15.0,2022,223
3.0,4:05,3.0,15.0,WAS 42,14.0,9.0,Daniel Jones scrambles up the middle for 10 yards (tackle by Bobby McCain),1.22,1.26,15.0,2022,223
3.0,3:15,4.0,5.0,WAS 32,17.0,9.0,Graham Gano 50 yard field goal good,1.26,3.0,15.0,2022,223
3.0,3:11,,,NYG 35,17.0,9.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.61,15.0,2022,223
3.0,3:11,1.0,10.0,WAS 25,17.0,9.0,Brian Robinson right guard for 7 yards (tackle by Jaylon Smith and Micah McFadden),0.61,1.01,15.0,2022,223
3.0,2:33,2.0,3.0,WAS 32,17.0,9.0,Taylor Heinicke pass incomplete deep middle intended for Dyami Brown,1.01,0.3,15.0,2022,223
3.0,2:24,3.0,3.0,WAS 32,17.0,9.0,Curtis Samuel up the middle for 2 yards (tackle by Landon Collins and Darnay Holmes),0.3,-1.11,15.0,2022,223
3.0,1:40,4.0,1.0,WAS 34,17.0,9.0,Tress Way punts 65 yards downed by Percy Butler,-1.11,0.38,15.0,2022,223
3.0,1:26,1.0,10.0,NYG 1,17.0,9.0,Saquon Barkley left guard for 5 yards (tackle by Jamin Davis and David Mayo),-0.38,-0.42,15.0,2022,223
3.0,0:48,2.0,5.0,NYG 6,17.0,9.0,Daniel Jones pass incomplete short right intended for Saquon Barkley,-0.42,-0.84,15.0,2022,223
3.0,0:40,3.0,5.0,NYG 6,17.0,9.0,Daniel Jones pass incomplete short middle intended for Daniel Bellinger,-0.84,-2.49,15.0,2022,223
3.0,0:36,4.0,5.0,NYG 6,17.0,9.0,"Jamie Gillan punts 56 yards, returned by Dax Milne for 4 yards (tackle by Marcus Johnson)",-2.49,-1.73,15.0,2022,223
3.0,0:22,1.0,10.0,WAS 42,17.0,9.0,Brian Robinson left end for 4 yards (tackle by Cordale Flott and Kayvon Thibodeaux),1.73,1.73,15.0,2022,223
4.0,15:00,2.0,6.0,WAS 46,17.0,9.0,Brian Robinson left end for 5 yards (tackle by Jaylon Smith and Justin Ellis),1.73,1.69,15.0,2022,223
4.0,14:21,3.0,1.0,NYG 49,17.0,9.0,Taylor Heinicke scrambles right end for 15 yards (tackle by Kayvon Thibodeaux and Julian Love),1.69,3.31,15.0,2022,223
4.0,13:34,1.0,10.0,NYG 34,17.0,9.0,Taylor Heinicke pass incomplete short left intended for Logan Thomas,3.31,2.77,15.0,2022,223
4.0,13:27,2.0,10.0,NYG 34,17.0,9.0,"Antonio Gibson for 1 yard. Antonio Gibson fumbles (forced by Azeez Ojulari), recovered by Antonio Gibson at NYG-33 (tackle by Oshane Ximines)",2.77,2.21,15.0,2022,223
4.0,12:42,3.0,9.0,NYG 33,17.0,9.0,Taylor Heinicke pass incomplete short right intended for Jahan Dotson (defended by Jason Pinnock),2.21,1.15,15.0,2022,223
4.0,12:36,4.0,9.0,NYG 33,17.0,12.0,Joey Slye 51 yard field goal good,1.15,3.0,15.0,2022,223
4.0,12:31,,,WAS 35,17.0,12.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,15.0,2022,223
4.0,12:31,1.0,10.0,NYG 25,17.0,12.0,Daniel Jones pass complete short right to Daniel Bellinger for 4 yards (tackle by Jamin Davis),0.61,0.6,15.0,2022,223
4.0,11:47,2.0,6.0,NYG 29,17.0,12.0,Daniel Jones pass complete short left to Richie James for 15 yards (tackle by Darrick Forrest and Kendall Fuller),0.6,1.86,15.0,2022,223
4.0,11:23,1.0,10.0,NYG 44,17.0,12.0,Daniel Jones pass incomplete short left,1.86,1.32,15.0,2022,223
4.0,11:15,2.0,10.0,NYG 44,17.0,12.0,Saquon Barkley up the middle for 4 yards (tackle by Jamin Davis),1.32,1.16,15.0,2022,223
4.0,10:41,3.0,6.0,NYG 48,17.0,12.0,Daniel Jones pass complete short middle to Saquon Barkley for 8 yards (tackle by Kamren Curl),1.16,2.65,15.0,2022,223
4.0,10:05,1.0,10.0,WAS 44,17.0,12.0,Daniel Jones pass incomplete short left intended for Daniel Bellinger (defended by Efe Obada),2.65,2.11,15.0,2022,223
4.0,9:59,2.0,10.0,WAS 44,17.0,12.0,Daniel Jones right tackle for 2 yards (tackle by Casey Toohill and Jonathan Allen),2.11,1.69,15.0,2022,223
4.0,9:19,3.0,8.0,WAS 42,17.0,12.0,Daniel Jones pass incomplete short right intended for Saquon Barkley (defended by Darrick Forrest),1.69,0.46,15.0,2022,223
4.0,9:13,4.0,8.0,WAS 42,17.0,12.0,"Jamie Gillan punts 33 yards, fair catch by Dax Milne at WAS-9",0.46,0.38,15.0,2022,223
4.0,9:06,1.0,10.0,WAS 9,17.0,12.0,Taylor Heinicke pass complete deep middle to Jahan Dotson for 61 yards (tackle by Jason Pinnock),-0.38,3.58,15.0,2022,223
4.0,8:17,1.0,10.0,NYG 30,17.0,12.0,Brian Robinson left end for 19 yards (tackle by Fabian Moreau),3.58,4.84,15.0,2022,223
4.0,7:47,1.0,10.0,NYG 11,17.0,12.0,Curtis Samuel left end for 1 yard (tackle by Kayvon Thibodeaux),4.84,4.32,15.0,2022,223
4.0,6:55,2.0,9.0,NYG 10,17.0,12.0,Taylor Heinicke pass complete short middle to Terry McLaurin for 5 yards (tackle by Fabian Moreau and Jaylon Smith),4.32,4.44,15.0,2022,223
4.0,6:16,3.0,4.0,NYG 5,17.0,12.0,"Taylor Heinicke sacked by and Azeez Ojulari for -9 yards and Dexter Lawrence for -9 yards NYG challenged the fumble ruling, and the original play was overturned. Taylor Heinicke sacked by and Dexter Lawrence for -9 yards and Azeez Ojulari for -9 yards. Taylor Heinicke fumbles (forced by Dexter Lawrence), recovered by Leonard Williams at NYG-14 (tackle by Dexter Lawrence) (tackle by Dexter Lawrence)",4.44,0.28,15.0,2022,223
4.0,6:06,1.0,10.0,NYG 14,17.0,12.0,Saquon Barkley left guard for 12 yards (tackle by Darrick Forrest and Montez Sweat),-0.28,0.67,15.0,2022,223
4.0,5:28,1.0,10.0,NYG 26,17.0,12.0,Saquon Barkley up the middle for 15 yards (tackle by Bobby McCain and Darrick Forrest),0.67,1.66,15.0,2022,223
4.0,4:44,1.0,10.0,NYG 41,17.0,12.0,Saquon Barkley up the middle for 14 yards (tackle by Jonathan Bostic),1.66,2.59,15.0,2022,223
4.0,4:01,1.0,10.0,WAS 45,17.0,12.0,Saquon Barkley up the middle for 3 yards (tackle by John Ridgeway),2.59,2.45,15.0,2022,223
4.0,3:18,2.0,7.0,WAS 42,17.0,12.0,Daniel Jones right end for 7 yards (tackle by Danny Johnson),2.45,3.25,15.0,2022,223
4.0,2:27,1.0,10.0,WAS 35,17.0,12.0,Saquon Barkley left tackle for 1 yard (tackle by Jonathan Allen),3.25,2.84,15.0,2022,223
4.0,2:20,,,,,,Timeout #1 by Washington Commanders,,,15.0,2022,223
4.0,2:20,2.0,9.0,WAS 34,17.0,12.0,Saquon Barkley up the middle for 3 yards (tackle by John Ridgeway and Kamren Curl),2.84,2.54,15.0,2022,223
4.0,2:15,,,,,,Timeout #2 by Washington Commanders,,,15.0,2022,223
4.0,2:15,3.0,6.0,WAS 31,17.0,12.0,"Daniel Jones pass complete short left to Darius Slayton for -1 yards. Darius Slayton fumbles (forced by Bobby McCain), recovered by Darius Slayton at WAS-32",2.54,1.24,15.0,2022,223
4.0,2:00,4.0,7.0,WAS 32,20.0,12.0,Graham Gano 50 yard field goal good,1.24,3.0,15.0,2022,223
4.0,1:55,,,NYG 35,20.0,12.0,"Graham Gano kicks off 65 yards, returned by Antonio Gibson for 43 yards (tackle by Nick McCloud)",0.0,1.8,15.0,2022,223
4.0,1:47,1.0,10.0,WAS 43,20.0,12.0,Taylor Heinicke pass complete deep right to Curtis Samuel for 27 yards (tackle by Darnay Holmes),1.8,3.58,15.0,2022,223
4.0,1:34,1.0,10.0,NYG 30,20.0,12.0,"Taylor Heinicke pass complete to Logan Thomas for 6 yards (tackle by Darnay Holmes) Replay Assistant challenged the runner was in bounds ruling, and the original play was overturned. Taylor Heinicke pass complete short left to Logan Thomas for 6 yards (tackle by Darnay Holmes)",3.58,3.84,15.0,2022,223
4.0,1:26,2.0,4.0,NYG 24,20.0,12.0,Taylor Heinicke pass complete short right to Jahan Dotson for 14 yards (tackle by Nick McCloud),3.84,4.91,15.0,2022,223
4.0,1:13,1.0,10.0,NYG 10,20.0,12.0,Taylor Heinicke pass incomplete short middle intended for Jahan Dotson (defended by Nick McCloud),4.91,4.19,15.0,2022,223
4.0,1:08,,,,,,Timeout #1 by New York Giants,,,15.0,2022,223
4.0,1:08,2.0,10.0,NYG 10,20.0,12.0,Taylor Heinicke scrambles right end for 9 yards (tackle by Kayvon Thibodeaux),4.19,5.17,15.0,2022,223
4.0,1:03,3.0,1.0,NYG 1,20.0,12.0,"Penalty on Terry McLaurin: Illegal Shift, 5 yards (accepted) (no play)",5.17,4.04,15.0,2022,223
4.0,1:01,3.0,6.0,NYG 6,20.0,12.0,Taylor Heinicke pass incomplete short right,4.04,2.99,15.0,2022,223
4.0,0:56,4.0,6.0,NYG 6,20.0,12.0,Taylor Heinicke pass incomplete short left intended for Curtis Samuel (defended by Darnay Holmes),2.99,0.38,15.0,2022,223
4.0,0:48,1.0,10.0,NYG 6,20.0,12.0,Daniel Jones kneels for -1 yards,-0.38,-0.85,15.0,2022,223
4.0,0:15,2.0,11.0,NYG 5,20.0,12.0,Daniel Jones kneels for -1 yards,-0.85,-1.65,15.0,2022,223
