Quarter,Time,Down,ToGo,Location,BAL,CLE,Detail,EPB,EPA,week,year,game_id
1.0,3:36,2.0,9.0,CLE 45,0.0,0.0,Deshaun Watson pass complete short left to David Njoku for 7 yards (tackle by Marlon Humphrey),1.45,1.69,15.0,2022,211
1.0,2:59,3.0,2.0,BAL 48,0.0,0.0,Deshaun Watson pass complete short right to Amari Cooper for 4 yards (tackle by Kyle Hamilton),1.69,2.65,15.0,2022,211
1.0,2:24,1.0,10.0,BAL 44,0.0,0.0,Nick Chubb left guard for 4 yards (tackle by Malik Harrison),2.65,2.65,15.0,2022,211
1.0,1:48,2.0,6.0,BAL 40,0.0,0.0,Deshaun Watson pass complete short right to David Njoku for 8 yards (tackle by Roquan Smith and Marcus Williams),2.65,3.45,15.0,2022,211
1.0,1:02,1.0,10.0,BAL 32,0.0,0.0,Deshaun Watson sacked by Kyle Hamilton for -7 yards,3.45,1.96,15.0,2022,211
1.0,0:18,2.0,17.0,BAL 39,0.0,0.0,Deshaun Watson pass complete short right to Harrison Bryant for 2 yards (tackle by Patrick Queen),1.96,1.55,15.0,2022,211
2.0,15:00,3.0,15.0,BAL 37,0.0,0.0,Deshaun Watson pass complete short left to Donovan Peoples-Jones for 8 yards (tackle by Kyle Hamilton),1.55,1.5,15.0,2022,211
2.0,14:15,4.0,7.0,BAL 29,0.0,3.0,Cade York 47 yard field goal good,1.5,3.0,15.0,2022,211
2.0,14:10,,,CLE 35,0.0,3.0,"Cade York kicks off 67 yards, returned by Devin Duvernay for 20 yards (tackle by Tae Davis)",0.0,0.04,15.0,2022,211
2.0,14:05,1.0,10.0,BAL 18,0.0,3.0,J.K. Dobbins left guard for 12 yards (tackle by John Johnson),0.04,0.94,15.0,2022,211
2.0,13:30,1.0,10.0,BAL 30,0.0,3.0,Tyler Huntley right end for -4 yards (tackle by Grant Delpit),0.94,-0.15,15.0,2022,211
2.0,12:47,2.0,14.0,BAL 26,0.0,3.0,Tyler Huntley pass incomplete short left intended for Mark Andrews (defended by Deion Jones),-0.15,-0.82,15.0,2022,211
2.0,12:44,3.0,14.0,BAL 26,0.0,3.0,Tyler Huntley pass complete short right to Justice Hill for 15 yards (tackle by Chase Winovich),-0.82,1.66,15.0,2022,211
2.0,12:04,1.0,10.0,BAL 41,0.0,3.0,J.K. Dobbins right guard for 5 yards (tackle by Tony Fields and Ronnie Harrison),1.66,1.8,15.0,2022,211
2.0,11:22,2.0,5.0,BAL 46,0.0,3.0,Tyler Huntley pass incomplete short right intended for DeSean Jackson (defended by Greg Newsome),1.8,1.09,15.0,2022,211
2.0,11:19,3.0,5.0,BAL 46,0.0,3.0,Tyler Huntley pass incomplete deep right intended for DeSean Jackson,1.09,-0.32,15.0,2022,211
2.0,11:14,4.0,5.0,BAL 46,0.0,3.0,"Jordan Stout punts 41 yards, fair catch by Donovan Peoples-Jones at CLE-13",-0.32,0.32,15.0,2022,211
2.0,11:07,1.0,10.0,CLE 13,0.0,3.0,Deshaun Watson pass incomplete short left intended for Nick Chubb,-0.32,-0.77,15.0,2022,211
2.0,11:03,2.0,10.0,CLE 13,0.0,3.0,Nick Chubb left tackle for -1 yards (tackle by Roquan Smith and Brent Urban),-0.77,-1.54,15.0,2022,211
2.0,10:18,3.0,11.0,CLE 12,0.0,3.0,"Deshaun Watson pass complete short right to Kareem Hunt for 3 yards (tackle by Justin Houston). Penalty on Hjalte Froholdt: Offensive Holding, 10 yards (declined)",-1.54,-2.44,15.0,2022,211
2.0,10:04,4.0,8.0,CLE 15,0.0,3.0,"Corey Bojorquez punts 47 yards, fair catch by Devin Duvernay at BAL-38",-2.44,-1.47,15.0,2022,211
2.0,9:57,1.0,10.0,BAL 38,0.0,3.0,Tyler Huntley pass incomplete short right intended for Mark Andrews (defended by John Johnson),1.47,0.92,15.0,2022,211
2.0,9:51,2.0,10.0,BAL 38,0.0,3.0,J.K. Dobbins right guard for 7 yards (tackle by Denzel Ward and Jermaine Carter),0.92,1.16,15.0,2022,211
2.0,9:12,3.0,3.0,BAL 45,0.0,3.0,J.K. Dobbins left tackle for 3 yards (tackle by Perrion Winfrey),1.16,2.13,15.0,2022,211
2.0,8:39,1.0,10.0,BAL 48,0.0,3.0,Gus Edwards left tackle for 7 yards (tackle by John Johnson),2.13,2.53,15.0,2022,211
2.0,8:06,2.0,3.0,CLE 45,0.0,3.0,"Gus Edwards left guard for 10 yards (tackle by John Johnson). Penalty on Alex Wright: Defensive Offside, 5 yards (declined)",2.53,3.25,15.0,2022,211
2.0,7:46,1.0,10.0,CLE 35,0.0,3.0,J.K. Dobbins left guard for -1 yards (tackle by Alex Wright),3.25,2.57,15.0,2022,211
2.0,7:05,2.0,11.0,CLE 36,0.0,3.0,Tyler Huntley pass complete short left to J.K. Dobbins for 3 yards (tackle by Jordan Kunaszyk),2.57,2.28,15.0,2022,211
2.0,6:19,3.0,8.0,CLE 33,0.0,3.0,"Tyler Huntley aborted snap, recovered by Devin Duvernay at CLE-37 Devin Duvernay for no gain (tackle by Grant Delpit)",2.28,0.97,15.0,2022,211
2.0,5:36,4.0,10.0,CLE 35,3.0,3.0,Justin Tucker 53 yard field goal good,0.97,3.0,15.0,2022,211
2.0,5:31,,,BAL 35,3.0,3.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.61,15.0,2022,211
2.0,5:31,1.0,10.0,CLE 25,3.0,3.0,Deshaun Watson pass complete short left to Donovan Peoples-Jones for 6 yards (tackle by Kyle Hamilton),0.61,0.87,15.0,2022,211
2.0,5:06,2.0,4.0,CLE 31,3.0,3.0,Nick Chubb right guard for 3 yards (tackle by Malik Harrison and Roquan Smith),0.87,0.56,15.0,2022,211
2.0,4:38,3.0,1.0,CLE 34,3.0,3.0,Nick Chubb left end for 18 yards (tackle by Chuck Clark),0.56,2.39,15.0,2022,211
2.0,4:00,1.0,10.0,BAL 48,3.0,3.0,Kareem Hunt left guard for 6 yards (tackle by Marcus Williams),2.39,2.66,15.0,2022,211
2.0,3:32,2.0,4.0,BAL 42,3.0,3.0,Deshaun Watson pass complete short left to Daylen Baldwin for 10 yards (tackle by Marlon Humphrey),2.66,3.45,15.0,2022,211
2.0,2:59,1.0,10.0,BAL 32,3.0,3.0,Deshaun Watson pass complete short left to Daylen Baldwin for 15 yards (tackle by Marlon Humphrey),3.45,4.44,15.0,2022,211
2.0,2:34,1.0,10.0,BAL 17,3.0,3.0,Deshaun Watson pass complete short left to David Njoku for 13 yards (tackle by Marlon Humphrey and Patrick Queen),4.44,6.28,15.0,2022,211
2.0,2:09,1.0,4.0,BAL 4,3.0,3.0,Deshaun Watson pass incomplete short right intended for David Njoku (defended by Kyle Hamilton),6.28,5.34,15.0,2022,211
2.0,2:05,2.0,4.0,BAL 4,3.0,3.0,Nick Chubb left guard for no gain (tackle by Tyus Bowser and Roquan Smith),5.34,4.49,15.0,2022,211
2.0,2:00,3.0,4.0,BAL 4,3.0,3.0,Deshaun Watson pass incomplete short right intended for David Njoku,4.49,3.03,15.0,2022,211
2.0,1:55,4.0,4.0,BAL 4,3.0,6.0,Cade York 23 yard field goal good,3.03,3.0,15.0,2022,211
2.0,1:52,,,CLE 35,3.0,6.0,"Cade York kicks off 66 yards, returned by Devin Duvernay for 21 yards (tackle by D'Ernest Johnson and Tae Davis)",0.0,0.28,15.0,2022,211
2.0,1:47,1.0,10.0,BAL 20,3.0,6.0,Tyler Huntley pass complete short right to Isaiah Likely for 9 yards (tackle by Ronnie Harrison),0.28,0.95,15.0,2022,211
2.0,1:25,2.0,1.0,BAL 29,3.0,6.0,Justice Hill left guard for 3 yards (tackle by Jordan Elliott),0.95,1.07,15.0,2022,211
2.0,1:03,1.0,10.0,BAL 32,3.0,6.0,Tyler Huntley scrambles right end for 3 yards (tackle by Grant Delpit),1.07,0.93,15.0,2022,211
2.0,0:43,2.0,7.0,BAL 35,3.0,6.0,Tyler Huntley pass incomplete short right intended for Isaiah Likely,0.93,0.23,15.0,2022,211
2.0,0:39,3.0,7.0,BAL 35,3.0,6.0,Tyler Huntley pass complete short right to Isaiah Likely for 9 yards (tackle by Ronnie Harrison),0.23,1.86,15.0,2022,211
2.0,0:27,,,,,,Timeout #1 by Baltimore Ravens,,,15.0,2022,211
2.0,0:27,1.0,10.0,BAL 44,3.0,6.0,"Penalty on BAL: Delay of Game, 5 yards (accepted) (no play)",1.86,1.53,15.0,2022,211
2.0,0:27,1.0,15.0,BAL 39,3.0,6.0,Tyler Huntley pass incomplete short left intended for Devin Duvernay,1.53,0.64,15.0,2022,211
2.0,0:24,2.0,15.0,BAL 39,3.0,6.0,Tyler Huntley pass complete short right to Demarcus Robinson for 6 yards (tackle by Martin Emerson and Greg Newsome),0.64,0.76,15.0,2022,211
2.0,0:18,,,,,,Timeout #2 by Baltimore Ravens,,,15.0,2022,211
2.0,0:18,3.0,9.0,BAL 45,3.0,6.0,Tyler Huntley pass complete short left to Mark Andrews for 19 yards (tackle by Grant Delpit),0.76,3.18,15.0,2022,211
2.0,0:12,1.0,10.0,CLE 36,3.0,6.0,Tyler Huntley right guard for 5 yards (tackle by Chase Winovich),3.18,3.31,15.0,2022,211
2.0,0:02,,,,,,Timeout #3 by Baltimore Ravens,,,15.0,2022,211
2.0,0:02,2.0,5.0,CLE 31,3.0,6.0,Justin Tucker 48 yard field goal no good,3.31,1.47,15.0,2022,211
3.0,15:00,,,CLE 35,3.0,6.0,"Cade York kicks off 65 yards, touchback.",0.0,0.61,15.0,2022,211
3.0,15:00,1.0,10.0,BAL 25,3.0,6.0,J.K. Dobbins right guard for 3 yards (tackle by Grant Delpit),0.61,0.47,15.0,2022,211
3.0,14:23,2.0,7.0,BAL 28,3.0,6.0,Tyler Huntley pass complete short left to Demarcus Robinson for 7 yards (tackle by John Johnson),0.47,1.27,15.0,2022,211
3.0,13:40,1.0,10.0,BAL 35,3.0,6.0,J.K. Dobbins left guard for 25 yards (tackle by John Johnson),1.27,2.92,15.0,2022,211
3.0,13:07,1.0,10.0,CLE 40,3.0,6.0,J.K. Dobbins left guard for 5 yards (tackle by Jordan Elliott and Jordan Kunaszyk),2.92,3.05,15.0,2022,211
3.0,12:29,2.0,5.0,CLE 35,3.0,6.0,Gus Edwards right guard for 7 yards (tackle by Tony Fields),3.05,3.71,15.0,2022,211
3.0,11:46,1.0,10.0,CLE 28,3.0,6.0,Gus Edwards left guard for 1 yard (tackle by Jordan Kunaszyk and Grant Delpit),3.71,3.3,15.0,2022,211
3.0,11:11,2.0,9.0,CLE 27,3.0,6.0,Tyler Huntley pass complete short left to Demarcus Robinson for 3 yards (tackle by Tony Fields),3.3,3.01,15.0,2022,211
3.0,10:31,3.0,6.0,CLE 24,3.0,6.0,Tyler Huntley scrambles right end for 9 yards (tackle by Denzel Ward),3.01,4.58,15.0,2022,211
3.0,9:54,1.0,10.0,CLE 15,3.0,6.0,Tyler Huntley sacked by Deion Jones for -4 yards,4.58,3.45,15.0,2022,211
3.0,9:15,2.0,14.0,CLE 19,3.0,6.0,J.K. Dobbins left guard for 4 yards (tackle by John Johnson),3.45,3.1,15.0,2022,211
3.0,8:28,3.0,10.0,CLE 15,3.0,6.0,"Tyler Huntley pass incomplete short right intended for Devin Duvernay. Penalty on Patrick Ricard: Offensive Holding, 10 yards (offset) . Penalty on Alex Wright: Defensive Offside, 5 yards (offset) (no play)",3.1,3.1,15.0,2022,211
3.0,8:22,3.0,10.0,CLE 15,3.0,6.0,Tyler Huntley pass short right intended for DeSean Jackson is intercepted by Denzel Ward at CLE-9 and returned for no gain (tackle by DeSean Jackson),3.1,0.38,15.0,2022,211
3.0,8:18,1.0,10.0,CLE 9,3.0,6.0,Deshaun Watson pass incomplete short right intended for David Njoku,-0.38,-0.78,15.0,2022,211
3.0,8:12,2.0,10.0,CLE 9,3.0,6.0,Nick Chubb right guard for 3 yards (tackle by Calais Campbell and Broderick Washington),-0.78,-1.07,15.0,2022,211
3.0,7:32,3.0,7.0,CLE 12,3.0,6.0,"Deshaun Watson sacked by Justin Houston for no gain. Penalty on Justin Houston: Face Mask (15 Yards), 15 yards (accepted) (no play)",-1.07,0.74,15.0,2022,211
3.0,7:09,1.0,10.0,CLE 27,3.0,6.0,Nick Chubb right guard for 11 yards (tackle by Marcus Peters and Chuck Clark),0.74,1.47,15.0,2022,211
3.0,6:33,1.0,10.0,CLE 38,3.0,6.0,Deshaun Watson pass complete deep left to Amari Cooper for 16 yards (tackle by Kyle Hamilton),1.47,2.52,15.0,2022,211
3.0,5:56,1.0,10.0,BAL 46,3.0,6.0,Deshaun Watson pass complete short middle to Amari Cooper for 28 yards (tackle by Marcus Williams),2.52,4.37,15.0,2022,211
3.0,5:17,1.0,10.0,BAL 18,3.0,6.0,Deshaun Watson pass complete short right to Harrison Bryant for 5 yards (tackle by Marcus Peters),4.37,4.61,15.0,2022,211
3.0,4:18,2.0,5.0,BAL 13,3.0,6.0,Deshaun Watson pass complete short left to Michael Woods for 4 yards (tackle by Marcus Williams),4.61,4.74,15.0,2022,211
3.0,3:47,3.0,1.0,BAL 9,3.0,6.0,Deshaun Watson pass incomplete short right intended for Michael Woods,4.74,2.98,15.0,2022,211
3.0,3:41,4.0,1.0,BAL 9,3.0,6.0,Nick Chubb right guard for 2 yards (tackle by Roquan Smith),2.98,5.6,15.0,2022,211
3.0,2:59,1.0,7.0,BAL 7,3.0,6.0,Nick Chubb right guard for 4 yards (tackle by Calais Campbell),5.6,5.53,15.0,2022,211
3.0,2:19,2.0,3.0,BAL 3,3.0,6.0,Deshaun Watson pass incomplete short right intended for Amari Cooper (defended by Marlon Humphrey),5.53,4.72,15.0,2022,211
3.0,2:14,3.0,3.0,BAL 3,3.0,12.0,"Deshaun Watson pass complete short left to Donovan Peoples-Jones for 3 yards, touchdown",4.72,7.0,15.0,2022,211
3.0,2:10,,,BAL 15,3.0,13.0,Cade York kicks extra point good,0.0,0.0,15.0,2022,211
3.0,2:10,,,CLE 35,3.0,13.0,"Cade York kicks off 65 yards, touchback.",0.0,0.61,15.0,2022,211
3.0,2:10,1.0,10.0,BAL 25,3.0,13.0,"Tyler Huntley pass complete short middle to Demarcus Robinson for 14 yards. Demarcus Robinson fumbles (forced by John Johnson), recovered by John Johnson at BAL-40 (tackle by Demarcus Robinson)",0.61,-2.92,15.0,2022,211
3.0,2:04,1.0,10.0,BAL 40,3.0,13.0,Kareem Hunt right guard for 8 yards (tackle by Justin Madubuike),2.92,3.45,15.0,2022,211
3.0,1:43,2.0,2.0,BAL 32,3.0,13.0,Deshaun Watson pass incomplete short left,3.45,2.74,15.0,2022,211
3.0,1:37,3.0,2.0,BAL 32,3.0,13.0,"Kareem Hunt left end for no gain. Penalty on Donovan Peoples-Jones: Offensive Holding, 10 yards (accepted) (no play)",2.74,1.42,15.0,2022,211
3.0,1:18,3.0,12.0,BAL 42,3.0,13.0,Deshaun Watson sacked by and Patrick Queen for -5 yards and Odafe Oweh for -5 yards,1.42,0.13,15.0,2022,211
3.0,0:47,4.0,17.0,BAL 47,3.0,13.0,"Corey Bojorquez punts 38 yards, fair catch by Devin Duvernay at BAL-9",0.13,0.38,15.0,2022,211
3.0,0:43,1.0,10.0,BAL 9,3.0,13.0,J.K. Dobbins left guard for 37 yards (tackle by Ronnie Harrison),-0.38,1.99,15.0,2022,211
3.0,0:15,1.0,10.0,BAL 46,3.0,13.0,Tyler Huntley pass complete short left to Devin Duvernay for 19 yards (tackle by Deion Jones),1.99,3.25,15.0,2022,211
4.0,15:00,1.0,10.0,CLE 35,3.0,13.0,Tyler Huntley pass incomplete short right,3.25,2.7,15.0,2022,211
4.0,14:54,2.0,10.0,CLE 35,3.0,13.0,Gus Edwards left guard for 4 yards (tackle by Grant Delpit),2.7,2.54,15.0,2022,211
4.0,14:12,3.0,6.0,CLE 31,3.0,13.0,Tyler Huntley pass incomplete short left intended for Mark Andrews,2.54,1.34,15.0,2022,211
4.0,14:08,4.0,6.0,CLE 31,3.0,13.0,Justin Tucker 50 yard field goal no good blocked by Jordan Elliott,1.34,-2.39,15.0,2022,211
4.0,14:02,1.0,10.0,BAL 48,3.0,13.0,Deshaun Watson pass incomplete short right intended for Amari Cooper,2.39,1.85,15.0,2022,211
4.0,13:58,,,,,,Timeout #1 by Cleveland Browns,,,15.0,2022,211
4.0,13:58,2.0,10.0,BAL 48,3.0,13.0,Nick Chubb left guard for 3 yards (tackle by Justin Houston),1.85,1.55,15.0,2022,211
4.0,13:13,3.0,7.0,BAL 45,3.0,13.0,Deshaun Watson scrambles up the middle for 17 yards (tackle by Marcus Williams),1.55,3.71,15.0,2022,211
4.0,12:39,1.0,10.0,BAL 28,3.0,13.0,Nick Chubb right guard for 4 yards (tackle by Broderick Washington and Calais Campbell),3.71,3.71,15.0,2022,211
4.0,12:00,2.0,6.0,BAL 24,3.0,13.0,Michael Woods left end for -5 yards (tackle by Kyle Hamilton),3.71,2.34,15.0,2022,211
4.0,11:37,3.0,11.0,BAL 29,3.0,13.0,Kareem Hunt right guard for 9 yards (tackle by Patrick Queen and Kyle Hamilton),2.34,2.25,15.0,2022,211
4.0,10:52,4.0,2.0,BAL 20,3.0,13.0,Cade York 38 yard field goal no good,2.25,-0.81,15.0,2022,211
4.0,10:49,1.0,10.0,BAL 28,3.0,13.0,"Penalty on Justice Hill: False Start, 5 yards (accepted) (no play)",0.81,0.48,15.0,2022,211
4.0,10:49,1.0,15.0,BAL 23,3.0,13.0,Tyler Huntley pass complete short right to Devin Duvernay for 10 yards (tackle by Jordan Kunaszyk),0.48,0.94,15.0,2022,211
4.0,10:25,2.0,5.0,BAL 33,3.0,13.0,Tyler Huntley pass complete short right to Mark Andrews for 7 yards (tackle by Grant Delpit),0.94,1.6,15.0,2022,211
4.0,10:04,1.0,10.0,BAL 40,3.0,13.0,Tyler Huntley pass complete short left to Demarcus Robinson for 6 yards (tackle by Martin Emerson),1.6,1.86,15.0,2022,211
4.0,9:41,2.0,4.0,BAL 46,3.0,13.0,Tyler Huntley pass incomplete short left,1.86,1.16,15.0,2022,211
4.0,9:37,3.0,4.0,BAL 46,3.0,13.0,Tyler Huntley pass incomplete short left intended for Mark Andrews (defended by Ronnie Harrison),1.16,-0.32,15.0,2022,211
4.0,9:34,4.0,4.0,BAL 46,3.0,13.0,Tyler Huntley pass incomplete short right intended for James Proche,-0.32,-2.52,15.0,2022,211
4.0,9:30,1.0,10.0,BAL 46,3.0,13.0,Nick Chubb right end for 6 yards (tackle by Roquan Smith and Broderick Washington),2.52,2.79,15.0,2022,211
4.0,8:50,2.0,4.0,BAL 40,3.0,13.0,Nick Chubb left guard for 3 yards (tackle by Roquan Smith and Patrick Queen),2.79,2.48,15.0,2022,211
4.0,8:10,3.0,1.0,BAL 37,3.0,13.0,Deshaun Watson left guard for no gain (tackle by Roquan Smith),2.48,0.79,15.0,2022,211
4.0,7:30,4.0,1.0,BAL 37,3.0,13.0,Jacoby Brissett left guard for 3 yards (tackle by Roquan Smith),0.79,3.31,15.0,2022,211
4.0,6:50,1.0,10.0,BAL 34,3.0,13.0,Nick Chubb right guard for 8 yards (tackle by Travis Jones),3.31,3.85,15.0,2022,211
4.0,6:05,2.0,2.0,BAL 26,3.0,13.0,Nick Chubb left guard for 4 yards (tackle by Chuck Clark and Marcus Williams),3.85,4.11,15.0,2022,211
4.0,5:24,1.0,10.0,BAL 22,3.0,13.0,Nick Chubb right guard for 3 yards (tackle by Malik Harrison),4.11,3.97,15.0,2022,211
4.0,5:19,,,,,,Timeout #1 by Baltimore Ravens,,,15.0,2022,211
4.0,5:19,2.0,7.0,BAL 19,3.0,13.0,Kareem Hunt right guard for 1 yard (tackle by Broderick Washington),3.97,3.4,15.0,2022,211
4.0,5:15,,,,,,Timeout #2 by Baltimore Ravens,,,15.0,2022,211
4.0,5:15,3.0,6.0,BAL 18,3.0,13.0,Deshaun Watson sacked by Brent Urban for -9 yards,3.4,1.67,15.0,2022,211
4.0,4:29,4.0,15.0,BAL 27,3.0,13.0,Cade York 46 yard field goal no good,1.67,-1.33,15.0,2022,211
4.0,4:24,1.0,10.0,BAL 36,3.0,13.0,Tyler Huntley sacked by Myles Garrett for -6 yards,1.33,-0.02,15.0,2022,211
4.0,3:49,2.0,16.0,BAL 30,3.0,13.0,Tyler Huntley sacked by and Myles Garrett for -2 yards and Perrion Winfrey for -2 yards,-0.02,-0.96,15.0,2022,211
4.0,3:21,3.0,18.0,BAL 28,3.0,13.0,Tyler Huntley pass complete short left to Mark Andrews for 5 yards (tackle by Greg Newsome),-0.96,-1.18,15.0,2022,211
4.0,3:10,,,,,,Timeout #3 by Baltimore Ravens,,,15.0,2022,211
4.0,3:10,4.0,13.0,BAL 33,3.0,13.0,Tyler Huntley pass incomplete deep right intended for James Proche (defended by Denzel Ward),-1.18,-3.38,15.0,2022,211
4.0,3:06,1.0,10.0,BAL 33,3.0,13.0,Nick Chubb left end for 6 yards (tackle by Malik Harrison),3.38,3.65,15.0,2022,211
4.0,2:22,2.0,4.0,BAL 27,3.0,13.0,Nick Chubb right guard for 11 yards (tackle by Roquan Smith),3.65,4.51,15.0,2022,211
4.0,2:00,1.0,10.0,BAL 16,3.0,13.0,Deshaun Watson kneels for no gain,4.51,3.9,15.0,2022,211
4.0,1:24,2.0,10.0,BAL 16,3.0,13.0,Deshaun Watson kneels for no gain,3.9,3.08,15.0,2022,211
4.0,0:46,3.0,10.0,BAL 16,3.0,13.0,Deshaun Watson kneels for -1 yards,3.08,2.31,15.0,2022,211
