Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA,week,year,game_id
1.0,10:06,,,ATL 15,0.0,7.0,Wil Lutz kicks extra point good,0.0,0.0,15.0,2022,213
1.0,10:06,,,NOR 35,0.0,7.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.61,15.0,2022,213
1.0,10:06,1.0,10.0,ATL 25,0.0,7.0,Desmond Ridder pass incomplete deep left intended for Cordarrelle Patterson,0.61,0.06,15.0,2022,213
1.0,10:02,2.0,10.0,ATL 25,0.0,7.0,Caleb Huntley left guard for 2 yards (tackle by Demario Davis and Cameron Jordan),0.06,-0.36,15.0,2022,213
1.0,9:25,3.0,8.0,ATL 27,0.0,7.0,Desmond Ridder pass incomplete short right intended for MyCole Pruitt,-0.36,-1.57,15.0,2022,213
1.0,9:16,4.0,8.0,ATL 27,0.0,7.0,"Bradley Pinion punts 46 yards, returned by Rashid Shaheed for no gain (tackle by KhaDarel Hodge)",-1.57,-0.74,15.0,2022,213
1.0,9:07,1.0,10.0,NOR 27,0.0,7.0,David Johnson right guard for 5 yards (tackle by Troy Andersen),0.74,0.87,15.0,2022,213
1.0,8:27,2.0,5.0,NOR 32,0.0,13.0,"Taysom Hill pass complete deep right to Rashid Shaheed for 68 yards, touchdown",0.87,7.0,15.0,2022,213
1.0,8:17,,,ATL 15,0.0,14.0,Wil Lutz kicks extra point good,0.0,0.0,15.0,2022,213
1.0,8:17,,,NOR 35,0.0,14.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.61,15.0,2022,213
1.0,8:17,1.0,10.0,ATL 25,0.0,14.0,Tyler Allgeier right tackle for 8 yards (tackle by Marcus Maye),0.61,1.14,15.0,2022,213
1.0,7:41,2.0,2.0,ATL 33,0.0,14.0,"Desmond Ridder pass incomplete deep left intended for Olamide Zaccheaus. Penalty on Tyrann Mathieu: Defensive Pass Interference, 19 yards (accepted) (no play)",1.14,2.39,15.0,2022,213
1.0,7:35,1.0,10.0,NOR 48,0.0,14.0,Cordarrelle Patterson left tackle for -1 yards (tackle by Malcolm Roach and Kaden Elliss),2.39,1.71,15.0,2022,213
1.0,7:00,2.0,11.0,NOR 49,0.0,14.0,Desmond Ridder pass incomplete deep left intended for Olamide Zaccheaus,1.71,1.03,15.0,2022,213
1.0,6:53,3.0,11.0,NOR 49,0.0,14.0,Desmond Ridder pass incomplete short right intended for Cordarrelle Patterson,1.03,0.0,15.0,2022,213
1.0,6:48,4.0,11.0,NOR 49,0.0,14.0,"Bradley Pinion punts 40 yards, fair catch by Rashid Shaheed at NO-9",0.0,0.38,15.0,2022,213
1.0,6:42,1.0,10.0,NOR 9,0.0,14.0,David Johnson left guard for 2 yards (tackle by Richie Grant),-0.38,-0.63,15.0,2022,213
1.0,6:03,2.0,8.0,NOR 11,0.0,14.0,Taysom Hill left guard for 6 yards (tackle by Troy Andersen and Rashaan Evans),-0.63,-0.48,15.0,2022,213
1.0,5:17,3.0,2.0,NOR 17,0.0,14.0,Andy Dalton pass complete short right to Adam Prentice for 3 yards (tackle by Troy Andersen),-0.48,0.28,15.0,2022,213
1.0,4:34,1.0,10.0,NOR 20,0.0,14.0,Alvin Kamara right guard for 9 yards (tackle by Troy Andersen and Richie Grant),0.28,0.95,15.0,2022,213
1.0,3:54,2.0,1.0,NOR 29,0.0,14.0,Alvin Kamara left tackle for -3 yards (tackle by Grady Jarrett),0.95,-0.16,15.0,2022,213
1.0,3:10,3.0,4.0,NOR 26,0.0,14.0,"Penalty on Andy Dalton: False Start, 5 yards (accepted) (no play)",-0.16,-0.82,15.0,2022,213
1.0,2:58,3.0,9.0,NOR 21,0.0,14.0,Andy Dalton sacked by and Grady Jarrett for -8 yards and Lorenzo Carter for -8 yards,-0.82,-2.49,15.0,2022,213
1.0,2:14,4.0,17.0,NOR 13,0.0,14.0,"Blake Gillikin punts 49 yards, fair catch by Avery Williams at ATL-38",-2.49,-1.47,15.0,2022,213
1.0,2:06,1.0,10.0,ATL 38,0.0,14.0,Cordarrelle Patterson left end for -2 yards (tackle by Cameron Jordan),1.47,0.65,15.0,2022,213
1.0,1:25,2.0,12.0,ATL 36,0.0,14.0,Desmond Ridder pass complete short middle to MyCole Pruitt for 6 yards (tackle by Pete Werner),0.65,0.76,15.0,2022,213
1.0,0:50,3.0,6.0,ATL 42,0.0,14.0,Desmond Ridder pass complete short middle to Drake London for 12 yards (tackle by Tyrann Mathieu),0.76,2.52,15.0,2022,213
1.0,0:13,1.0,10.0,NOR 46,0.0,14.0,Desmond Ridder scrambles up the middle for 7 yards (tackle by Demario Davis),2.52,2.92,15.0,2022,213
2.0,15:00,2.0,3.0,NOR 39,0.0,14.0,Feleipe Franks right end for no gain (tackle by Kaden Elliss and Demario Davis),2.92,2.21,15.0,2022,213
2.0,14:19,3.0,3.0,NOR 39,0.0,14.0,Desmond Ridder pass complete short left to Drake London for 12 yards (tackle by Marcus Maye and Pete Werner),2.21,3.78,15.0,2022,213
2.0,13:32,1.0,10.0,NOR 27,0.0,14.0,Cordarrelle Patterson left tackle for 4 yards (tackle by Tyrann Mathieu),3.78,3.77,15.0,2022,213
2.0,13:10,2.0,6.0,NOR 23,0.0,14.0,Desmond Ridder pass complete short right to Drake London for 9 yards (tackle by Alontae Taylor),3.77,4.65,15.0,2022,213
2.0,12:47,1.0,10.0,NOR 14,0.0,14.0,Cordarrelle Patterson left end for 7 yards (tackle by Carl Granderson),4.65,5.28,15.0,2022,213
2.0,12:06,2.0,3.0,NOR 7,0.0,14.0,Desmond Ridder pass incomplete short left intended for Olamide Zaccheaus (defended by Alontae Taylor),5.28,4.5,15.0,2022,213
2.0,12:02,3.0,3.0,NOR 7,0.0,14.0,Desmond Ridder sacked by Kentavius Street for -3 yards,4.5,2.79,15.0,2022,213
2.0,11:19,4.0,6.0,NOR 10,3.0,14.0,Younghoe Koo 28 yard field goal good,2.79,3.0,15.0,2022,213
2.0,11:15,,,ATL 35,3.0,14.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,15.0,2022,213
2.0,11:15,1.0,10.0,NOR 25,3.0,14.0,Andy Dalton pass complete deep right to Chris Olave for 21 yards (tackle by Cornell Armstrong),0.61,1.99,15.0,2022,213
2.0,10:40,1.0,10.0,NOR 46,3.0,14.0,Alvin Kamara right end for 13 yards (tackle by Rashaan Evans and Cornell Armstrong),1.99,2.85,15.0,2022,213
2.0,10:04,1.0,10.0,ATL 41,3.0,14.0,David Johnson right guard for 5 yards (tackle by Jaleel Johnson),2.85,2.98,15.0,2022,213
2.0,9:25,2.0,5.0,ATL 36,3.0,14.0,Taysom Hill pass complete short right to Juwan Johnson for 12 yards (tackle by Jaylinn Hawkins),2.98,3.97,15.0,2022,213
2.0,8:42,1.0,10.0,ATL 24,3.0,14.0,Alvin Kamara right guard for 5 yards (tackle by Richie Grant),3.97,4.12,15.0,2022,213
2.0,8:06,2.0,5.0,ATL 19,3.0,14.0,Andy Dalton pass complete short left to Alvin Kamara for 4 yards (tackle by Mykal Walker and Rashaan Evans),4.12,4.17,15.0,2022,213
2.0,7:29,3.0,1.0,ATL 15,3.0,14.0,"David Johnson right guard for no gain. David Johnson fumbles (forced by Arnold Ebiketie), recovered by Lorenzo Carter at ATL-15",4.17,0.22,15.0,2022,213
2.0,7:24,1.0,10.0,ATL 15,3.0,14.0,Tyler Allgeier right end for 4 yards (tackle by Pete Werner),-0.22,-0.11,15.0,2022,213
2.0,6:47,2.0,6.0,ATL 19,3.0,14.0,Desmond Ridder pass incomplete short middle intended for Drake London (defended by Marcus Maye),-0.11,-0.88,15.0,2022,213
2.0,6:40,3.0,6.0,ATL 19,3.0,14.0,Desmond Ridder scrambles right end for 4 yards (tackle by Carl Granderson),-0.88,-1.9,15.0,2022,213
2.0,5:54,4.0,3.0,ATL 22,3.0,14.0,"Penalty on Parker Hesse: False Start, 5 yards (accepted) (no play)",-1.9,-2.24,15.0,2022,213
2.0,5:47,4.0,7.0,ATL 18,3.0,14.0,"Bradley Pinion punts 46 yards, returned by Rashid Shaheed for 1 yard (tackle by KhaDarel Hodge)",-2.24,-1.4,15.0,2022,213
2.0,5:37,1.0,10.0,NOR 37,3.0,14.0,Alvin Kamara left tackle for 4 yards (tackle by Abdullah Anderson and Rashaan Evans),1.4,1.4,15.0,2022,213
2.0,5:00,2.0,6.0,NOR 41,3.0,14.0,Taysom Hill right end for 13 yards (tackle by Jaylinn Hawkins),1.4,2.52,15.0,2022,213
2.0,4:18,1.0,10.0,ATL 46,3.0,14.0,Andy Dalton pass incomplete short middle intended for Adam Trautman (defended by Jaylinn Hawkins),2.52,1.98,15.0,2022,213
2.0,4:12,2.0,10.0,ATL 46,3.0,14.0,Taysom Hill right guard for 3 yards (tackle by Timmy Horne and Mykal Walker),1.98,1.68,15.0,2022,213
2.0,3:33,3.0,7.0,ATL 43,3.0,14.0,Andy Dalton pass incomplete short left intended for Jarvis Landry (defended by DeAundre Alford),1.68,0.4,15.0,2022,213
2.0,3:27,4.0,7.0,ATL 43,3.0,14.0,Blake Gillikin punts 41 yards downed by J.T. Gray,0.4,0.38,15.0,2022,213
2.0,3:18,1.0,10.0,ATL 2,3.0,14.0,Tyler Allgeier left tackle for 9 yards (tackle by Demario Davis),-0.38,-0.12,15.0,2022,213
2.0,2:47,2.0,1.0,ATL 11,3.0,14.0,Tyler Allgeier left tackle for 3 yards (tackle by Shy Tuttle),-0.12,-0.28,15.0,2022,213
2.0,2:11,1.0,10.0,ATL 14,3.0,14.0,Tyler Allgeier right tackle for 7 yards (tackle by Tanoh Kpassagnon and Shy Tuttle),-0.28,0.28,15.0,2022,213
2.0,2:00,2.0,3.0,ATL 21,3.0,14.0,Desmond Ridder pass incomplete short middle intended for Drake London (defended by Alontae Taylor),0.28,-0.56,15.0,2022,213
2.0,1:55,3.0,3.0,ATL 21,3.0,14.0,Tyler Allgeier right guard for 7 yards (tackle by Marcus Maye and Carl Granderson),-0.56,0.81,15.0,2022,213
2.0,1:20,1.0,10.0,ATL 28,3.0,14.0,Desmond Ridder pass complete short left to Tyler Allgeier for -3 yards (tackle by Kentavius Street),0.81,-0.14,15.0,2022,213
2.0,1:09,,,,,,Timeout #1 by New Orleans Saints,,,15.0,2022,213
2.0,1:09,2.0,13.0,ATL 25,3.0,14.0,Desmond Ridder sacked by and Carl Granderson for no gain and Kentavius Street for no gain,-0.14,-0.82,15.0,2022,213
2.0,1:03,,,,,,Timeout #2 by New Orleans Saints,,,15.0,2022,213
2.0,1:03,3.0,13.0,ATL 25,3.0,14.0,Tyler Allgeier right guard for 15 yards (tackle by Marcus Maye),-0.82,1.6,15.0,2022,213
2.0,0:44,1.0,10.0,ATL 40,3.0,14.0,Desmond Ridder pass complete short left to Drake London for 8 yards (tackle by Alontae Taylor),1.6,2.13,15.0,2022,213
2.0,0:37,,,,,,Timeout #1 by Atlanta Falcons,,,15.0,2022,213
2.0,0:37,2.0,2.0,ATL 48,3.0,14.0,Desmond Ridder pass complete short left to Avery Williams for 5 yards (tackle by Tyrann Mathieu),2.13,2.46,15.0,2022,213
2.0,0:33,1.0,10.0,NOR 47,3.0,14.0,Desmond Ridder sacked by Tyrann Mathieu for no gain,2.46,1.91,15.0,2022,213
2.0,0:26,2.0,10.0,NOR 47,3.0,14.0,Desmond Ridder pass incomplete left intended for Olamide Zaccheaus (defended by Justin Evans),1.91,1.22,15.0,2022,213
2.0,0:20,3.0,10.0,NOR 47,3.0,14.0,Desmond Ridder pass incomplete short right intended for Damiere Byrd (defended by Tyrann Mathieu),1.22,0.13,15.0,2022,213
2.0,0:15,4.0,10.0,NOR 47,3.0,14.0,"Bradley Pinion punts 34 yards, fair catch by Rashid Shaheed at NO-13",0.13,0.32,15.0,2022,213
2.0,0:08,1.0,10.0,NOR 13,3.0,14.0,Andy Dalton kneels for -1 yards,-0.32,-0.85,15.0,2022,213
3.0,15:00,,,NOR 35,3.0,14.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.61,15.0,2022,213
3.0,15:00,1.0,10.0,ATL 25,3.0,14.0,"Desmond Ridder pass short right intended for Drake London is intercepted by Alontae Taylor at ATL-33 and returned for no gain Replay Assistant challenged the pass interception ruling, and the original play was overturned. Desmond Ridder pass incomplete short right intended for Drake London (defended by Alontae Taylor)",0.61,0.06,15.0,2022,213
3.0,14:56,2.0,10.0,ATL 25,3.0,14.0,Cordarrelle Patterson left end for 11 yards (tackle by Tanoh Kpassagnon),0.06,1.33,15.0,2022,213
3.0,14:17,1.0,10.0,ATL 36,3.0,14.0,"Penalty on Shy Tuttle: Neutral Zone Infraction, 5 yards (accepted) (no play)",1.33,2.06,15.0,2022,213
3.0,14:02,1.0,5.0,ATL 41,3.0,14.0,Cordarrelle Patterson left end for -3 yards (tackle by David Onyemata and Kaden Elliss),2.06,1.06,15.0,2022,213
3.0,13:27,2.0,8.0,ATL 38,3.0,14.0,Cordarrelle Patterson left tackle for 7 yards (tackle by Demario Davis),1.06,1.29,15.0,2022,213
3.0,12:58,3.0,1.0,ATL 45,3.0,14.0,Tyler Allgeier right end for 43 yards (tackle by Tyrann Mathieu),1.29,4.78,15.0,2022,213
3.0,12:16,1.0,10.0,NOR 12,3.0,14.0,Tyler Allgeier right guard for 6 yards (tackle by Pete Werner),4.78,5.21,15.0,2022,213
3.0,11:36,2.0,4.0,NOR 6,3.0,14.0,"Desmond Ridder pass incomplete short left intended for Drake London. Penalty on Jake Matthews: Offensive Holding, 10 yards (offset) . Penalty on Paulson Adebo: Defensive Pass Interference, 15 yards (offset) (no play)",5.21,5.21,15.0,2022,213
3.0,11:30,2.0,4.0,NOR 6,3.0,14.0,Cordarrelle Patterson left guard for 1 yard (tackle by Shy Tuttle),5.21,4.61,15.0,2022,213
3.0,10:51,3.0,3.0,NOR 5,9.0,14.0,"Tyler Allgeier right guard for 5 yards, touchdown",4.61,7.0,15.0,2022,213
3.0,10:46,,,NOR 15,10.0,14.0,Younghoe Koo kicks extra point good,0.0,0.0,15.0,2022,213
3.0,10:46,,,ATL 35,10.0,14.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,15.0,2022,213
3.0,10:46,1.0,10.0,NOR 25,10.0,14.0,Alvin Kamara right tackle for 9 yards (tackle by Grady Jarrett and Troy Andersen),0.61,1.28,15.0,2022,213
3.0,10:10,2.0,1.0,NOR 34,10.0,14.0,Alvin Kamara left guard for no gain (tackle by Lorenzo Carter),1.28,0.56,15.0,2022,213
3.0,9:33,3.0,1.0,NOR 34,10.0,14.0,Andy Dalton right guard for 2 yards (tackle by Lorenzo Carter),0.56,1.33,15.0,2022,213
3.0,8:49,1.0,10.0,NOR 36,10.0,14.0,Andy Dalton pass complete short left to Chris Olave for 16 yards (tackle by Rashaan Evans),1.33,2.39,15.0,2022,213
3.0,8:04,1.0,10.0,ATL 48,10.0,14.0,Alvin Kamara right guard for 7 yards (tackle by Jaylinn Hawkins and Lorenzo Carter),2.39,2.79,15.0,2022,213
3.0,7:26,2.0,3.0,ATL 41,10.0,14.0,Alvin Kamara left tackle for 2 yards (tackle by Lorenzo Carter and Timmy Horne),2.79,2.34,15.0,2022,213
3.0,6:44,3.0,1.0,ATL 39,10.0,14.0,Alvin Kamara left guard for 3 yards (tackle by Jaleel Johnson),2.34,3.18,15.0,2022,213
3.0,6:08,1.0,10.0,ATL 36,10.0,14.0,Andy Dalton pass complete short middle to Rashid Shaheed for 9 yards (tackle by Troy Andersen),3.18,3.85,15.0,2022,213
3.0,5:28,2.0,1.0,ATL 27,10.0,14.0,"Penalty on Trevor Penning: False Start, 5 yards (accepted) (no play)",3.85,3.18,15.0,2022,213
3.0,5:05,2.0,6.0,ATL 32,10.0,14.0,Andy Dalton pass complete short right to Alvin Kamara for 9 yards (tackle by Mykal Walker and Rashaan Evans),3.18,4.04,15.0,2022,213
3.0,4:23,1.0,10.0,ATL 23,10.0,14.0,Taysom Hill right guard for 1 yard (tackle by Abdullah Anderson),4.04,3.63,15.0,2022,213
3.0,3:39,2.0,9.0,ATL 22,10.0,20.0,"Andy Dalton pass complete short right to Juwan Johnson for 22 yards, touchdown",3.63,7.0,15.0,2022,213
3.0,3:34,,,ATL 15,10.0,21.0,Wil Lutz kicks extra point good,0.0,0.0,15.0,2022,213
3.0,3:34,,,NOR 35,10.0,21.0,"Penalty on Rashaan Evans: Roughing the Passer, 15 yards (accepted) (no play)",0.0,-2.26,15.0,2022,213
3.0,3:34,1.0,10.0,NOR 50,10.0,21.0,"Wil Lutz kicks off 39 yards, returned by Avery Williams for 3 yards (tackle by Daniel Sorensen)",2.26,-0.28,15.0,2022,213
3.0,3:30,1.0,10.0,ATL 14,10.0,21.0,Tyler Allgeier right tackle for 3 yards (tackle by Shy Tuttle),-0.28,-0.37,15.0,2022,213
3.0,2:52,2.0,7.0,ATL 17,10.0,21.0,"Desmond Ridder pass incomplete intended for Drake London. Penalty on Alontae Taylor: Defensive Pass Interference, 11 yards (accepted) (no play)",-0.37,0.81,15.0,2022,213
3.0,2:45,1.0,10.0,ATL 28,10.0,21.0,Cordarrelle Patterson left end for 5 yards (tackle by Cameron Jordan and Shy Tuttle),0.81,0.94,15.0,2022,213
3.0,2:05,2.0,5.0,ATL 33,10.0,21.0,Desmond Ridder scrambles right end for 5 yards (tackle by Marcus Maye),0.94,1.47,15.0,2022,213
3.0,1:21,1.0,10.0,ATL 38,10.0,21.0,Cordarrelle Patterson left tackle for 3 yards (tackle by Marcus Davenport and Malcolm Roach),1.47,1.33,15.0,2022,213
3.0,0:39,2.0,7.0,ATL 41,10.0,21.0,Desmond Ridder pass complete short middle to Drake London for 11 yards (tackle by Tyrann Mathieu),1.33,2.39,15.0,2022,213
4.0,15:00,1.0,10.0,NOR 48,10.0,21.0,Desmond Ridder sacked by Kaden Elliss for -5 yards,2.39,1.17,15.0,2022,213
4.0,14:12,2.0,15.0,ATL 47,10.0,21.0,Desmond Ridder pass complete short right to Cordarrelle Patterson for no gain (tackle by Carl Granderson),1.17,0.5,15.0,2022,213
4.0,13:33,3.0,15.0,ATL 47,10.0,21.0,Desmond Ridder pass incomplete short middle intended for Anthony Firkser (defended by Tyrann Mathieu),0.5,-0.26,15.0,2022,213
4.0,13:29,4.0,15.0,ATL 47,10.0,21.0,"Bradley Pinion punts 42 yards, fair catch by Rashid Shaheed at NO-11",-0.26,0.37,15.0,2022,213
4.0,13:23,1.0,10.0,NOR 11,10.0,21.0,Alvin Kamara right tackle for 4 yards (tackle by Jalen Dalton),-0.37,-0.43,15.0,2022,213
4.0,12:43,2.0,6.0,NOR 15,10.0,21.0,Alvin Kamara left guard for -2 yards (tackle by DeAngelo Malone),-0.43,-1.19,15.0,2022,213
4.0,12:03,3.0,8.0,NOR 13,10.0,21.0,Andy Dalton sacked by Rashaan Evans for -9 yards,-1.19,-2.49,15.0,2022,213
4.0,11:17,4.0,17.0,NOR 4,10.0,21.0,"Blake Gillikin punts 38 yards, returned by Avery Williams for 10 yards (tackle by J.T. Gray)",-2.49,-3.45,15.0,2022,213
4.0,11:07,1.0,10.0,NOR 32,10.0,21.0,Tyler Allgeier right tackle for 7 yards (tackle by Shy Tuttle),3.45,3.85,15.0,2022,213
4.0,10:30,2.0,3.0,NOR 25,10.0,21.0,Tyler Allgeier left tackle for 1 yard (tackle by Demario Davis and Carl Granderson),3.85,3.27,15.0,2022,213
4.0,9:50,3.0,2.0,NOR 24,10.0,21.0,Desmond Ridder left end for 2 yards (tackle by Demario Davis and David Onyemata),3.27,4.11,15.0,2022,213
4.0,9:25,1.0,10.0,NOR 22,10.0,21.0,Cordarrelle Patterson right end for 4 yards (tackle by Demario Davis),4.11,4.13,15.0,2022,213
4.0,8:53,2.0,6.0,NOR 18,10.0,21.0,Desmond Ridder scrambles left end for 2 yards (tackle by Carl Granderson),4.13,3.74,15.0,2022,213
4.0,8:18,3.0,4.0,NOR 16,10.0,21.0,Tyler Allgeier right tackle for 5 yards (tackle by Marcus Davenport),3.74,4.84,15.0,2022,213
4.0,7:40,1.0,10.0,NOR 11,10.0,21.0,Cordarrelle Patterson right guard for 8 yards (tackle by Bradley Roby and Marcus Maye),4.84,5.66,15.0,2022,213
4.0,7:12,2.0,2.0,NOR 3,16.0,21.0,"Cordarrelle Patterson left tackle for 3 yards, touchdown",5.66,7.0,15.0,2022,213
4.0,7:07,,,NOR 15,16.0,21.0,"Penalty on Cameron Jordan: Face Mask (15 Yards), 1 yard (accepted) (no play)",0.0,1.0,15.0,2022,213
4.0,7:07,,,NOR 2,18.0,21.0,"Two Point Attempt: Tyler Allgeier rushes, conversion succeeds.",1.0,1.0,15.0,2022,213
4.0,7:07,,,ATL 35,18.0,21.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,15.0,2022,213
4.0,7:07,1.0,10.0,NOR 25,18.0,21.0,Andy Dalton pass incomplete short right intended for Chris Olave,0.61,0.06,15.0,2022,213
4.0,7:02,2.0,10.0,NOR 25,18.0,21.0,Alvin Kamara right guard for 5 yards (tackle by Abdullah Anderson),0.06,0.04,15.0,2022,213
4.0,6:20,3.0,5.0,NOR 30,18.0,21.0,Andy Dalton pass incomplete short middle intended for Juwan Johnson (defended by Jaylinn Hawkins),0.04,-1.37,15.0,2022,213
4.0,6:16,4.0,5.0,NOR 30,18.0,21.0,"Blake Gillikin punts 53 yards, returned by Avery Williams for 3 yards (tackle by Adam Prentice). Penalty on Mike Ford: Offensive Holding, 10 yards (accepted)",-1.37,0.38,15.0,2022,213
4.0,6:06,1.0,10.0,ATL 10,18.0,21.0,Tyler Allgeier right end for 4 yards (tackle by Shy Tuttle),-0.38,-0.46,15.0,2022,213
4.0,5:27,2.0,6.0,ATL 14,18.0,21.0,Desmond Ridder pass complete short right to Avery Williams for 5 yards (tackle by Bradley Roby),-0.46,-0.37,15.0,2022,213
4.0,4:47,3.0,1.0,ATL 19,18.0,21.0,Tyler Allgeier left guard for 1 yard (tackle by David Onyemata),-0.37,0.28,15.0,2022,213
4.0,4:02,1.0,10.0,ATL 20,18.0,21.0,Desmond Ridder pass complete short middle to MyCole Pruitt for 14 yards (tackle by Paulson Adebo),0.28,1.2,15.0,2022,213
4.0,3:37,1.0,10.0,ATL 34,18.0,21.0,Tyler Allgeier left guard for 11 yards (tackle by Marcus Maye),1.2,1.93,15.0,2022,213
4.0,2:57,1.0,10.0,ATL 45,18.0,21.0,Desmond Ridder pass incomplete deep left intended for Drake London,1.93,1.38,15.0,2022,213
4.0,2:51,2.0,10.0,ATL 45,18.0,21.0,Cordarrelle Patterson right tackle for 5 yards (tackle by David Onyemata),1.38,1.36,15.0,2022,213
4.0,2:17,3.0,5.0,ATL 50,18.0,21.0,Desmond Ridder pass incomplete short middle intended for Anthony Firkser (defended by Marcus Maye),1.36,-0.06,15.0,2022,213
4.0,2:13,4.0,5.0,ATL 50,18.0,21.0,"Desmond Ridder pass complete short middle to Drake London for 12 yards. Drake London fumbles (forced by Justin Evans), recovered by Bradley Roby at NO-35 and returned for 4 yards (tackle by Drake London)",-0.06,-1.53,15.0,2022,213
4.0,2:06,1.0,10.0,NOR 39,18.0,21.0,Alvin Kamara right guard for 5 yards (tackle by Darren Hall),1.53,1.66,15.0,2022,213
4.0,2:00,2.0,5.0,NOR 44,18.0,21.0,Taysom Hill right tackle for 7 yards (tackle by Richie Grant),1.66,2.32,15.0,2022,213
4.0,1:55,,,,,,Timeout #1 by Atlanta Falcons,,,15.0,2022,213
4.0,1:55,1.0,10.0,ATL 49,18.0,21.0,Alvin Kamara right guard for 13 yards (tackle by Richie Grant),2.32,3.18,15.0,2022,213
4.0,1:48,,,,,,Timeout #2 by Atlanta Falcons,,,15.0,2022,213
4.0,1:48,1.0,10.0,ATL 36,18.0,21.0,Alvin Kamara left guard for 5 yards (tackle by Timmy Horne and Grady Jarrett),3.18,3.31,15.0,2022,213
4.0,1:45,,,,,,Timeout #3 by Atlanta Falcons,,,15.0,2022,213
4.0,1:45,2.0,5.0,ATL 31,18.0,21.0,Alvin Kamara right guard for 4 yards (tackle by Abdullah Anderson and Jaylinn Hawkins),3.31,3.14,15.0,2022,213
4.0,0:59,,,,,,Timeout #1 by New Orleans Saints,,,15.0,2022,213
4.0,0:59,3.0,1.0,ATL 27,18.0,21.0,Taysom Hill right tackle for no gain (tackle by Rashaan Evans),3.14,1.82,15.0,2022,213
4.0,0:12,,,,,,Timeout #2 by New Orleans Saints,,,15.0,2022,213
4.0,0:12,4.0,1.0,ATL 27,18.0,21.0,"Taysom Hill aborted snap, recovered by Taysom Hill at ATL-27 (tackle by Rashaan Evans)",1.82,-0.74,15.0,2022,213
4.0,0:09,1.0,10.0,ATL 27,18.0,21.0,Desmond Ridder pass complete short left to Drake London for 6 yards (tackle by Alontae Taylor),0.74,1.01,15.0,2022,213
4.0,0:05,2.0,4.0,ATL 33,18.0,21.0,Desmond Ridder scrambles left end for 18 yards (tackle by Alontae Taylor),1.01,2.32,15.0,2022,213
