Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Unnamed: 16_level_0,Player_URL
18.0,Josh Allen,29.0,BUF,QB,1.0,1.0,14.0,30.0,4.0,25.0,1.8,5.0,0.4,0.0,,,
19.0,Jalen Hurts,27.0,PHI,QB,1.0,1.0,14.0,62.0,7.0,56.0,4.0,6.0,0.4,0.0,,,
20.0,Bucky Irving,23.0,TAM,RB,1.0,1.0,14.0,37.0,1.0,37.0,2.6,0.0,0.0,0.0,,,
21.0,Nick Chubb,30.0,HOU,RB,1.0,1.0,13.0,60.0,4.0,57.0,4.4,3.0,0.2,0.0,,,
22.0,James Cook,26.0,BUF,RB,1.0,1.0,13.0,44.0,3.0,21.0,1.6,23.0,1.8,1.0,13.0,,
23.0,Zach Charbonnet,24.0,SEA,RB,1.0,0.0,12.0,47.0,4.0,47.0,3.9,0.0,0.0,0.0,,,
24.0,James Conner,30.0,ARI,RB,1.0,1.0,12.0,39.0,1.0,25.0,2.1,14.0,1.2,0.0,,,
25.0,Justin Fields,26.0,NYJ,QB,1.0,1.0,12.0,48.0,5.0,28.0,2.3,20.0,1.7,2.0,6.0,,
26.0,DJ Giddens,22.0,IND,RB,1.0,0.0,12.0,41.0,2.0,20.0,1.7,21.0,1.8,0.0,,,
27.0,Bijan Robinson,23.0,ATL,RB,1.0,1.0,12.0,24.0,0.0,24.0,2.0,0.0,0.0,0.0,,,
28.0,Dylan Sampson,21.0,CLE,RB,1.0,1.0,12.0,29.0,2.0,29.0,2.4,0.0,0.0,0.0,,,
29.0,Jayden Daniels,25.0,WAS,QB,1.0,1.0,11.0,68.0,3.0,68.0,6.2,0.0,0.0,0.0,,,
30.0,Alvin Kamara,30.0,NOR,RB,1.0,1.0,11.0,45.0,3.0,29.0,2.6,16.0,1.5,0.0,,,
31.0,David Montgomery,28.0,DET,RB,1.0,0.0,11.0,25.0,1.0,25.0,2.3,0.0,0.0,0.0,,,
32.0,Jaylen Warren,27.0,PIT,RB,1.0,1.0,11.0,37.0,1.0,11.0,1.0,26.0,2.4,2.0,5.5,,
33.0,Tyler Allgeier,25.0,ATL,RB,1.0,1.0,10.0,24.0,1.0,24.0,2.4,0.0,0.0,0.0,,,
34.0,Jacory Croskey-Merritt,24.0,WAS,RB,1.0,0.0,10.0,82.0,4.0,82.0,8.2,0.0,0.0,0.0,,,
35.0,Tyrone Tracy Jr.,26.0,NYG,RB,1.0,1.0,10.0,24.0,1.0,24.0,2.4,0.0,0.0,0.0,,,
36.0,Kenneth Walker III,25.0,SEA,RB,1.0,1.0,10.0,20.0,0.0,18.0,1.8,2.0,0.2,0.0,,,
37.0,Jahmyr Gibbs,23.0,DET,RB,1.0,1.0,9.0,19.0,1.0,19.0,2.1,0.0,0.0,0.0,,,
38.0,Brian Robinson Jr.,26.0,SFO,RB,1.0,0.0,9.0,33.0,1.0,33.0,3.7,0.0,0.0,0.0,,,
39.0,Trey Benson,23.0,ARI,RB,1.0,0.0,8.0,69.0,1.0,45.0,5.6,24.0,3.0,0.0,,,
40.0,Aaron Jones,31.0,MIN,RB,1.0,1.0,8.0,23.0,1.0,23.0,2.9,0.0,0.0,0.0,,,
41.0,Bo Nix,25.0,DEN,QB,1.0,1.0,8.0,18.0,2.0,18.0,2.3,0.0,0.0,0.0,,,
42.0,Russell Wilson,37.0,NYG,QB,1.0,1.0,8.0,44.0,3.0,44.0,5.5,0.0,0.0,0.0,,,
43.0,De'Von Achane,24.0,MIA,RB,1.0,1.0,7.0,55.0,2.0,19.0,2.7,36.0,5.1,2.0,3.5,,
44.0,Kenneth Gainwell,26.0,PIT,RB,1.0,0.0,7.0,19.0,1.0,4.0,0.6,15.0,2.1,1.0,7.0,,
45.0,Justin Herbert,27.0,LAC,QB,1.0,1.0,7.0,32.0,1.0,32.0,4.6,0.0,0.0,0.0,,,
46.0,Daniel Jones,28.0,IND,QB,1.0,1.0,7.0,26.0,4.0,18.0,2.6,8.0,1.1,0.0,,,
47.0,Kyler Murray,28.0,ARI,QB,1.0,1.0,7.0,38.0,3.0,36.0,5.1,2.0,0.3,0.0,,,
48.0,Rhamondre Stevenson,27.0,NWE,RB,1.0,1.0,7.0,15.0,1.0,15.0,2.1,0.0,0.0,0.0,,,
49.0,Braelon Allen,21.0,NYJ,RB,1.0,0.0,6.0,9.0,1.0,3.0,0.5,6.0,1.0,0.0,,,
50.0,Austin Ekeler,30.0,WAS,RB,1.0,1.0,6.0,26.0,1.0,26.0,4.3,0.0,0.0,0.0,,,
51.0,Jerome Ford,26.0,CLE,RB,1.0,0.0,6.0,8.0,0.0,8.0,1.3,0.0,0.0,0.0,,,
52.0,RJ Harvey,24.0,DEN,RB,1.0,0.0,6.0,70.0,1.0,70.0,11.7,0.0,0.0,0.0,,,
53.0,Lamar Jackson,28.0,BAL,QB,1.0,1.0,6.0,70.0,5.0,48.0,8.0,22.0,3.7,1.0,6.0,,
54.0,Patrick Mahomes,30.0,KAN,QB,1.0,1.0,6.0,57.0,5.0,57.0,9.5,0.0,0.0,0.0,,,
55.0,Michael Penix,25.0,ATL,QB,1.0,1.0,6.0,21.0,3.0,21.0,3.5,0.0,0.0,0.0,,,
56.0,Caleb Williams,24.0,CHI,QB,1.0,1.0,6.0,58.0,4.0,58.0,9.7,0.0,0.0,0.0,,,
57.0,Tank Bigsby,24.0,JAX,RB,1.0,0.0,5.0,12.0,1.0,12.0,2.4,0.0,0.0,0.0,,,
58.0,TreVeyon Henderson,23.0,NWE,RB,1.0,0.0,5.0,27.0,1.0,27.0,5.4,0.0,0.0,0.0,,,
59.0,Kareem Hunt,30.0,KAN,RB,1.0,0.0,5.0,16.0,2.0,16.0,3.2,0.0,0.0,0.0,,,
60.0,Baker Mayfield,30.0,TAM,QB,1.0,1.0,5.0,39.0,3.0,39.0,7.8,0.0,0.0,0.0,,,
61.0,Kendre Miller,23.0,NOR,RB,1.0,0.0,5.0,24.0,1.0,14.0,2.8,10.0,2.0,1.0,5.0,,
62.0,Isiah Pacheco,26.0,KAN,RB,1.0,1.0,5.0,25.0,1.0,25.0,5.0,0.0,0.0,0.0,,,
63.0,Brock Purdy,26.0,SFO,QB,1.0,1.0,5.0,17.0,0.0,17.0,3.4,0.0,0.0,0.0,,,
64.0,C.J. Stroud,24.0,HOU,QB,1.0,1.0,5.0,32.0,3.0,32.0,6.4,0.0,0.0,0.0,,,
65.0,Bryce Young,24.0,CAR,QB,1.0,1.0,5.0,40.0,2.0,40.0,8.0,0.0,0.0,0.0,,,
66.0,Trevor Lawrence,26.0,JAX,QB,1.0,1.0,4.0,12.0,2.0,12.0,3.0,0.0,0.0,0.0,,,
67.0,Drake Maye,23.0,NWE,QB,1.0,1.0,4.0,11.0,0.0,11.0,2.8,0.0,0.0,0.0,,,
68.0,Jeremy McNichols,30.0,WAS,RB,1.0,0.0,4.0,25.0,2.0,25.0,6.3,0.0,0.0,0.0,,,
69.0,Spencer Rattler,25.0,NOR,QB,1.0,1.0,4.0,29.0,1.0,27.0,6.8,2.0,0.5,0.0,,,
70.0,Miles Sanders,28.0,DAL,RB,1.0,0.0,4.0,53.0,1.0,53.0,13.3,0.0,0.0,0.0,,,
71.0,Matthew Stafford,37.0,LAR,QB,1.0,1.0,4.0,-2.0,0.0,-2.0,-0.5,0.0,0.0,0.0,,,
72.0,AJ Dillon,27.0,PHI,RB,1.0,0.0,3.0,10.0,1.0,1.0,0.3,9.0,3.0,1.0,3.0,,
73.0,Rico Dowdle,27.0,CAR,RB,1.0,0.0,3.0,12.0,0.0,7.0,2.3,5.0,1.7,0.0,,,
74.0,Jordan Love,27.0,GNB,QB,1.0,1.0,3.0,4.0,1.0,4.0,1.3,0.0,0.0,0.0,,,
75.0,Woody Marks,25.0,HOU,RB,1.0,0.0,3.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,,,
76.0,D.J. Moore,28.0,CHI,WR,1.0,1.0,3.0,8.0,1.0,8.0,2.7,0.0,0.0,0.0,,,
77.0,Dameon Pierce,25.0,HOU,RB,1.0,0.0,3.0,5.0,0.0,3.0,1.0,2.0,0.7,0.0,,,
78.0,Raheim Sanders,23.0,CLE,RB,1.0,0.0,3.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,,,
79.0,Will Shipley,23.0,PHI,RB,1.0,0.0,3.0,26.0,2.0,19.0,6.3,7.0,2.3,0.0,,,
80.0,Devin Singletary,28.0,NYG,RB,1.0,0.0,3.0,9.0,0.0,9.0,3.0,0.0,0.0,0.0,,,
81.0,Bhayshul Tuten,23.0,JAX,RB,1.0,0.0,3.0,11.0,1.0,2.0,0.7,9.0,3.0,0.0,,,
82.0,Zamir White,26.0,LVR,RB,1.0,0.0,3.0,8.0,0.0,8.0,2.7,0.0,0.0,0.0,,,
83.0,Dyami Brown,26.0,JAX,WR,1.0,1.0,2.0,6.0,1.0,3.0,1.5,3.0,1.5,0.0,,,
84.0,Joe Burrow,29.0,CIN,QB,1.0,1.0,2.0,3.0,0.0,3.0,1.5,0.0,0.0,0.0,,,
85.0,Julius Chestnut,25.0,TEN,RB,1.0,0.0,2.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,,,
86.0,Sam Darnold,28.0,SEA,QB,1.0,1.0,2.0,14.0,1.0,14.0,7.0,0.0,0.0,0.0,,,
87.0,Isaiah Davis,23.0,NYJ,RB,1.0,0.0,2.0,18.0,0.0,5.0,2.5,13.0,6.5,1.0,2.0,,
88.0,Joe Flacco,40.0,CLE,QB,1.0,1.0,2.0,6.0,1.0,6.0,3.0,0.0,0.0,0.0,,,
89.0,Zay Flowers,25.0,BAL,WR,1.0,1.0,2.0,8.0,0.0,6.0,3.0,2.0,1.0,0.0,,,
90.0,Ollie Gordon,21.0,MIA,RB,1.0,0.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,0.0,,,
91.0,Justice Hill,28.0,BAL,RB,1.0,0.0,2.0,-14.0,0.0,-14.0,-7.0,0.0,0.0,0.0,,,
92.0,Ty Johnson,28.0,BUF,RB,1.0,0.0,2.0,24.0,1.0,18.0,9.0,6.0,3.0,0.0,,,
93.0,J.J. McCarthy,22.0,MIN,QB,1.0,1.0,2.0,25.0,2.0,25.0,12.5,0.0,0.0,0.0,,,
94.0,Devin Neal,22.0,NOR,RB,1.0,0.0,2.0,9.0,0.0,4.0,2.0,5.0,2.5,0.0,,,
95.0,Dare Ogunbowale,31.0,HOU,RB,1.0,0.0,2.0,9.0,0.0,2.0,1.0,7.0,3.5,0.0,,,
96.0,Cam Skattebo,23.0,NYG,RB,1.0,0.0,2.0,-3.0,0.0,-3.0,-1.5,0.0,0.0,0.0,,,
97.0,Geno Smith,35.0,LVR,QB,1.0,1.0,2.0,10.0,1.0,10.0,5.0,0.0,0.0,0.0,,,
98.0,KaVontae Turpin,29.0,DAL,WR,1.0,0.0,2.0,9.0,1.0,7.0,3.5,2.0,1.0,0.0,,,
99.0,Rachaad White,26.0,TAM,RB,1.0,0.0,2.0,14.0,1.0,14.0,7.0,0.0,0.0,0.0,,,
100.0,Rasheen Ali,24.0,BAL,RB,1.0,0.0,1.0,5.0,0.0,3.0,3.0,2.0,2.0,0.0,,,
101.0,LeQuint Allen,21.0,JAX,RB,1.0,0.0,1.0,7.0,1.0,2.0,2.0,5.0,5.0,0.0,,,
102.0,AJ Barner,23.0,SEA,TE,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,,,
103.0,Ulysses Bentley,25.0,IND,RB,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
104.0,Chris Brooks,25.0,GNB,RB,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,
105.0,Tyler Conklin,30.0,LAC,TE,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,,,
106.0,Blake Corum,25.0,LAR,RB,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,,,
107.0,Derius Davis,25.0,LAC,WR,1.0,0.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,,,
108.0,Ray Davis,26.0,BUF,RB,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,,,
109.0,Chimere Dike,24.0,TEN,WR,1.0,0.0,1.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,,,
110.0,Demario Douglas,25.0,NWE,WR,1.0,0.0,1.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,,,
111.0,Ashton Dulin,28.0,IND,WR,1.0,0.0,1.0,15.0,1.0,10.0,10.0,5.0,5.0,0.0,,,
112.0,Emeka Egbuka,23.0,TAM,WR,1.0,1.0,1.0,9.0,0.0,9.0,9.0,0.0,0.0,0.0,,,
113.0,Trevor Etienne,21.0,CAR,RB,1.0,0.0,1.0,4.0,0.0,2.0,2.0,2.0,2.0,0.0,,,
114.0,Harold Fannin,21.0,CLE,TE,1.0,1.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,,,
115.0,Antonio Gibson,27.0,NWE,RB,1.0,0.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,,,
116.0,Jared Goff,31.0,DET,QB,1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,,,
117.0,Najee Harris,27.0,LAC,RB,1.0,0.0,1.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,,,
118.0,Xavier Hutchinson,25.0,HOU,WR,1.0,0.0,1.0,5.0,1.0,5.0,5.0,0.0,0.0,0.0,,,
119.0,Justin Jefferson,26.0,MIN,WR,1.0,1.0,1.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,,,
120.0,Kaleb Johnson,22.0,PIT,RB,1.0,0.0,1.0,-2.0,0.0,-2.0,-2.0,0.0,0.0,1.0,1.0,,
121.0,Tucker Kraft,25.0,GNB,TE,1.0,1.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,,,
122.0,Jalen Milroe,23.0,SEA,QB,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,,,
123.0,Elijah Moore,25.0,BUF,WR,1.0,0.0,1.0,8.0,1.0,6.0,6.0,2.0,2.0,0.0,,,
124.0,Puka Nacua,24.0,LAR,WR,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,,
125.0,Dak Prescott,32.0,DAL,QB,1.0,1.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,,,
126.0,Aaron Rodgers,42.0,PIT,QB,1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,,,
127.0,Deebo Samuel,29.0,WAS,WR,1.0,0.0,1.0,19.0,1.0,19.0,19.0,0.0,0.0,0.0,,,
128.0,Tua Tagovailoa,27.0,MIA,QB,1.0,1.0,1.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,,,
129.0,Brian Thomas,23.0,JAX,WR,1.0,1.0,1.0,9.0,1.0,9.0,9.0,0.0,0.0,0.0,,,
130.0,Sean Tucker,24.0,TAM,RB,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,,,
131.0,Tyler Warren,23.0,IND,TE,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,0.0,,,
132.0,Malik Washington,24.0,MIA,WR,1.0,0.0,1.0,9.0,0.0,3.0,3.0,6.0,6.0,0.0,,,
133.0,Jordan Whittington,25.0,LAR,WR,1.0,0.0,1.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,,,
134.0,Jameson Williams,24.0,DET,WR,1.0,1.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,,,
135.0,Emanuel Wilson,26.0,GNB,RB,1.0,0.0,1.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,,,
136.0,Zach Wilson,26.0,MIA,QB,1.0,0.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,,,
137.0,Xavier Worthy,22.0,KAN,WR,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
