Unnamed: 0_level_0,Unnamed: 1_level_0,Inside 20,Inside 20,Inside 20,Inside 20,Inside 20,Inside 20,Inside 10,Inside 10,Inside 10,Inside 10,Inside 10,Inside 10,Unnamed: 14_level_0
Taylor Heinicke,WAS,16,33,48.48,145,9,0,8,21,38.1,42,5,0,All Taylor Heinicke red zone passing plays
Jalen Hurts,PHI,24,48,50.0,162,9,1,8,22,36.36,45,6,1,All Jalen Hurts red zone passing plays
Mac Jones,NWE,23,39,58.97,123,8,1,14,27,51.85,53,8,1,All Mac Jones red zone passing plays
Matthew Stafford,LAR,19,40,47.5,121,7,0,12,28,42.86,44,6,0,All Matthew Stafford red zone passing plays
Russell Wilson,DEN,22,45,48.89,137,7,1,10,23,43.48,48,5,0,All Russell Wilson red zone passing plays
Sam Darnold,CAR,11,21,52.38,84,6,0,4,11,36.36,15,3,0,All Sam Darnold red zone passing plays
Baker Mayfield,2TM,17,31,54.84,92,6,0,9,15,60.0,40,4,0,All Baker Mayfield red zone passing plays
Brock Purdy,SFO,13,17,76.47,66,6,1,6,8,75.0,15,6,0,All Brock Purdy red zone passing plays
Zach Wilson,NYJ,8,17,47.06,58,5,0,5,8,62.5,30,5,0,All Zach Wilson red zone passing plays
Deshaun Watson,CLE,11,28,39.29,77,5,1,5,13,38.46,23,3,0,All Deshaun Watson red zone passing plays
Carson Wentz,WAS,14,25,56.0,94,5,1,6,12,50.0,24,4,1,All Carson Wentz red zone passing plays
Kenny Pickett,PIT,18,46,39.13,120,5,0,8,21,38.1,41,3,0,All Kenny Pickett red zone passing plays
Jameis Winston,NOR,8,14,57.14,46,4,0,4,5,80.0,23,4,0,All Jameis Winston red zone passing plays
Joe Flacco,NYJ,10,24,41.67,46,4,1,5,12,41.67,24,3,0,All Joe Flacco red zone passing plays
Mitchell Trubisky,PIT,8,11,72.73,50,4,1,5,7,71.43,29,4,0,All Mitchell Trubisky red zone passing plays
Teddy Bridgewater,MIA,7,8,87.5,56,4,0,4,5,80.0,16,4,0,All Teddy Bridgewater red zone passing plays
Cooper Rush,DAL,9,18,50.0,58,4,0,5,8,62.5,30,4,0,All Cooper Rush red zone passing plays
Sam Ehlinger,IND,7,13,53.85,25,3,1,5,8,62.5,16,3,0,All Sam Ehlinger red zone passing plays
Tyler Huntley,BAL,9,15,60.0,29,2,1,3,6,50.0,10,2,0,All Tyler Huntley red zone passing plays
Jarrett Stidham,LVR,8,17,47.06,47,2,0,3,7,42.86,9,1,0,All Jarrett Stidham red zone passing plays
Brett Rypien,DEN,3,5,60.0,10,2,0,3,5,60.0,10,2,0,All Brett Rypien red zone passing plays
Gardner Minshew,PHI,2,6,33.33,23,2,0,1,1,100.0,9,1,0,All Gardner Minshew red zone passing plays
Desmond Ridder,ATL,8,17,47.06,36,2,0,3,11,27.27,12,2,0,All Desmond Ridder red zone passing plays
Trevor Siemian,CHI,2,4,50.0,7,1,1,2,4,50.0,7,1,1,All Trevor Siemian red zone passing plays
Bailey Zappe,NWE,4,9,44.44,21,1,0,1,3,33.33,2,1,0,All Bailey Zappe red zone passing plays
John Wolford,LAR,4,6,66.67,37,1,0,1,2,50.0,3,1,0,All John Wolford red zone passing plays
Kyle Allen,HOU,5,9,55.56,31,1,0,1,5,20.0,6,1,0,All Kyle Allen red zone passing plays
Tyrod Taylor,NYG,1,1,100.0,19,1,0,0,0,,0,0,0,All Tyrod Taylor red zone passing plays
Skylar Thompson,MIA,5,9,55.56,4,1,0,2,2,100.0,13,1,0,All Skylar Thompson red zone passing plays
Mike White,NYJ,10,24,41.67,40,1,1,3,9,33.33,14,1,0,All Mike White red zone passing plays
Blaine Gabbert,TAM,2,2,100.0,10,1,0,2,2,100.0,10,1,0,All Blaine Gabbert red zone passing plays
Braxton Berrios,NYJ,1,1,100.0,2,1,0,1,1,100.0,2,1,0,All Braxton Berrios red zone passing plays
David Blough,ARI,2,4,50.0,13,1,0,1,1,100.0,4,1,0,All David Blough red zone passing plays
Chase Claypool,PIT,1,1,100.0,1,1,0,1,1,100.0,1,1,0,All Chase Claypool red zone passing plays
Chase Daniel,LAC,3,3,100.0,14,1,0,1,1,100.0,3,1,0,All Chase Daniel red zone passing plays
Joshua Dobbs,TEN,2,4,50.0,11,1,0,1,2,50.0,7,1,0,All Joshua Dobbs red zone passing plays
Nathan Peterman,CHI,1,1,100.0,11,1,0,0,0,,0,0,0,All Nathan Peterman red zone passing plays
Derrick Henry,TEN,1,1,100.0,3,1,0,1,1,100.0,3,1,0,All Derrick Henry red zone passing plays
Sam Howell,WAS,2,5,40.0,22,1,1,1,2,50.0,6,0,1,All Sam Howell red zone passing plays
Bryce Perkins,LAR,2,5,40.0,13,1,0,1,1,100.0,7,1,0,All Bryce Perkins red zone passing plays
Nick Mullens,MIN,3,3,100.0,11,1,0,1,1,100.0,9,1,0,All Nick Mullens red zone passing plays
Colt McCoy,ARI,7,12,58.33,38,1,0,2,3,66.67,11,1,0,All Colt McCoy red zone passing plays
Braden Mann,NYJ,0,1,0.0,0,0,0,0,0,,0,0,0,All Braden Mann red zone passing plays
Anthony Brown,BAL,1,5,20.0,12,0,0,0,3,0.0,0,0,0,All Anthony Brown red zone passing plays
Rex Burkhead,HOU,0,1,0.0,0,0,0,0,0,,0,0,0,All Rex Burkhead red zone passing plays
Trace McSorley,ARI,0,2,0.0,0,0,1,0,0,,0,0,0,All Trace McSorley red zone passing plays
Malik Willis,TEN,1,4,25.0,10,0,0,0,1,0.0,0,0,0,All Malik Willis red zone passing plays
DeeJay Dallas,SEA,0,1,0.0,0,0,1,0,1,0.0,0,0,1,All DeeJay Dallas red zone passing plays
Davis Webb,NYG,1,3,33.33,12,0,0,0,1,0.0,0,0,0,All Davis Webb red zone passing plays
Brian Hoyer,NWE,1,2,50.0,-1,0,0,0,0,,0,0,0,All Brian Hoyer red zone passing plays
P.J. Walker,CAR,0,2,0.0,0,0,0,0,2,0.0,0,0,0,All P.J. Walker red zone passing plays
Jeff Driskel,HOU,2,4,50.0,1,0,0,1,2,50.0,4,0,0,All Jeff Driskel red zone passing plays
Jacob Eason,CAR,2,4,50.0,10,0,1,0,1,0.0,0,0,1,All Jacob Eason red zone passing plays
Nick Foles,IND,2,3,66.67,11,0,0,1,1,100.0,4,0,0,All Nick Foles red zone passing plays
Jordan Love,GNB,0,1,0.0,0,0,0,0,0,,0,0,0,All Jordan Love red zone passing plays
Najee Harris,PIT,1,1,100.0,4,0,0,1,1,100.0,4,0,0,All Najee Harris red zone passing plays
Chris Streveler,NYJ,0,1,0.0,0,0,0,0,0,,0,0,0,All Chris Streveler red zone passing plays
Trey Lance,SFO,1,1,100.0,5,0,0,1,1,100.0,5,0,0,All Trey Lance red zone passing plays
Taysom Hill,NOR,0,2,0.0,0,0,0,0,0,,0,0,0,All Taysom Hill red zone passing plays
