Rk,Player,Age,Team,Pos,G,GS,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving Y/R,Receiving TD,Receiving 1D,Receiving Succ%,Receiving Lng,Receiving R/G,Receiving Y/G,Receiving Ctch%,Receiving Y/Tgt,Rushing Att,Rushing Yds,Rushing TD,Rushing 1D,Rushing Succ%,Rushing Lng,Rushing Y/A,Rushing Y/G,Rushing A/G,Scrimmage Touch,Scrimmage Y/Tch,Scrimmage YScm,Scrimmage RRTD,Fmb,Awards
468.0,Kyle Rudolph,33.0,TAM,TE,9.0,0.0,5.0,3.0,28.0,9.3,1.0,2.0,60.0,12.0,0.3,3.1,60.0,5.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,9.3,28.0,1.0,0.0,
469.0,Giovani Bernard,31.0,TAM,RB,8.0,0.0,2.0,2.0,-1.0,-0.5,0.0,0.0,0.0,6.0,0.3,-0.1,100.0,-0.5,8.0,28.0,0.0,0.0,50.0,8.0,3.5,3.5,1.0,10.0,2.7,27.0,0.0,1.0,
470.0,Teddy Bridgewater,30.0,MIA,QB,5.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,3.0,27.0,0.0,2.0,66.7,11.0,9.0,5.4,0.6,3.0,9.0,27.0,0.0,0.0,
471.0,Tyler Davis,25.0,GNB,TE,17.0,1.0,7.0,4.0,26.0,6.5,0.0,1.0,14.3,23.0,0.2,1.5,57.1,3.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,6.5,26.0,0.0,0.0,
472.0,Ben Ellefson,26.0,MIN,TE,4.0,1.0,3.0,3.0,26.0,8.7,0.0,2.0,66.7,12.0,0.8,6.5,100.0,8.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,8.7,26.0,0.0,0.0,
473.0,Ryan Griffin,32.0,CHI,TE,15.0,0.0,8.0,4.0,26.0,6.5,0.0,1.0,25.0,18.0,0.3,1.7,50.0,3.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,6.5,26.0,0.0,0.0,
474.0,DJ Turner,25.0,LVR,WR,9.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,26.0,0.0,1.0,50.0,18.0,6.5,2.9,0.4,4.0,6.5,26.0,0.0,1.0,
475.0,KaVontae Turpin,26.0,DAL,WR,17.0,0.0,2.0,1.0,9.0,9.0,0.0,0.0,50.0,9.0,0.1,0.5,50.0,4.5,3.0,17.0,0.0,1.0,33.3,11.0,5.7,1.0,0.2,4.0,6.5,26.0,0.0,3.0,PB
476.0,Trevon Wesco,27.0,CHI,TE,14.0,1.0,4.0,2.0,26.0,13.0,0.0,1.0,25.0,23.0,0.1,1.9,50.0,6.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,13.0,26.0,0.0,0.0,
477.0,Daylen Baldwin,23.0,CLE,WR,1.0,0.0,2.0,2.0,25.0,12.5,0.0,2.0,100.0,15.0,2.0,25.0,100.0,12.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,12.5,25.0,0.0,0.0,
478.0,Tyler Badie,22.0,DEN,RB,1.0,0.0,1.0,1.0,24.0,24.0,1.0,1.0,100.0,24.0,1.0,24.0,100.0,24.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,2.0,12.0,24.0,1.0,0.0,
479.0,Simi Fehoko,25.0,DAL,WR,5.0,0.0,4.0,3.0,24.0,8.0,0.0,1.0,50.0,12.0,0.6,4.8,75.0,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,8.0,24.0,0.0,0.0,
480.0,D'Ernest Johnson,26.0,CLE,RB,15.0,0.0,3.0,3.0,7.0,2.3,0.0,0.0,33.3,7.0,0.2,0.5,100.0,2.3,4.0,17.0,0.0,1.0,75.0,7.0,4.3,1.1,0.3,7.0,3.4,24.0,0.0,0.0,
481.0,Dezmon Patmon,24.0,IND,WR,1.0,0.0,6.0,2.0,24.0,12.0,0.0,1.0,33.3,17.0,2.0,24.0,33.3,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,12.0,24.0,0.0,0.0,
482.0,Dareke Young,23.0,SEA,WR,13.0,0.0,2.0,2.0,24.0,12.0,0.0,2.0,100.0,12.0,0.2,1.8,100.0,12.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,12.0,24.0,0.0,0.0,
483.0,Cole Turner,22.0,WAS,TE,10.0,2.0,9.0,2.0,23.0,11.5,0.0,1.0,11.1,18.0,0.2,2.3,22.2,2.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,11.5,23.0,0.0,0.0,
484.0,Mike Davis,29.0,BAL,RB,8.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,7.0,0.3,0.5,100.0,2.0,8.0,18.0,0.0,1.0,37.5,10.0,2.3,2.3,1.0,10.0,2.2,22.0,0.0,1.0,
485.0,Andy Isabella,26.0,2TM,WR,5.0,0.0,5.0,2.0,21.0,10.5,0.0,2.0,40.0,11.0,0.4,4.2,40.0,4.2,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.2,0.2,3.0,7.3,22.0,0.0,0.0,
485.0,Andy Isabella,26.0,ARI,WR,3.0,0.0,5.0,2.0,21.0,10.5,0.0,2.0,40.0,11.0,0.7,7.0,40.0,4.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,10.5,21.0,0.0,0.0,
485.0,Andy Isabella,26.0,BAL,WR,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,
486.0,Pharoh Cooper,27.0,ARI,WR,5.0,1.0,2.0,2.0,6.0,3.0,0.0,0.0,0.0,3.0,0.4,1.2,100.0,3.0,4.0,15.0,0.0,0.0,50.0,6.0,3.8,3.0,0.8,6.0,3.5,21.0,0.0,0.0,
487.0,Cade Johnson,24.0,SEA,WR,3.0,0.0,4.0,2.0,21.0,10.5,0.0,2.0,50.0,11.0,0.7,7.0,50.0,5.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,10.5,21.0,0.0,0.0,
488.0,Skylar Thompson,25.0,MIA,QB,7.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,14.0,21.0,0.0,1.0,14.3,9.0,1.5,3.0,2.0,14.0,1.5,21.0,0.0,2.0,
489.0,Blake Bell,31.0,KAN,TE,3.0,1.0,2.0,2.0,20.0,10.0,1.0,1.0,50.0,17.0,0.7,6.7,100.0,10.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,10.0,20.0,1.0,0.0,
490.0,Ty Chandler,24.0,MIN,RB,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,6.0,20.0,0.0,1.0,33.3,10.0,3.3,6.7,2.0,6.0,3.3,20.0,0.0,0.0,
491.0,Keke Coutee,25.0,IND,WR,8.0,0.0,1.0,1.0,20.0,20.0,0.0,0.0,100.0,20.0,0.1,2.5,100.0,20.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,20.0,20.0,0.0,4.0,
492.0,Penny Hart,26.0,SEA,WR,9.0,0.0,4.0,3.0,20.0,6.7,0.0,1.0,25.0,15.0,0.3,2.2,75.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,6.7,20.0,0.0,0.0,
493.0,Lil'Jordan Humphrey,24.0,NWE,WR,6.0,2.0,4.0,2.0,20.0,10.0,0.0,0.0,50.0,11.0,0.3,3.3,50.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,10.0,20.0,0.0,0.0,
494.0,Danny Gray,23.0,SFO,WR,13.0,0.0,7.0,1.0,10.0,10.0,0.0,1.0,14.3,10.0,0.1,0.8,14.3,1.4,1.0,9.0,0.0,0.0,100.0,9.0,9.0,0.7,0.1,2.0,9.5,19.0,0.0,0.0,
495.0,Troy Hairston,24.0,HOU,TE,16.0,5.0,8.0,5.0,19.0,3.8,0.0,0.0,25.0,7.0,0.3,1.2,62.5,2.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,5.0,3.8,19.0,0.0,0.0,
496.0,Jesper Horsted,25.0,LVR,WR,15.0,0.0,4.0,3.0,19.0,6.3,0.0,0.0,25.0,9.0,0.2,1.3,75.0,4.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,6.3,19.0,0.0,0.0,
497.0,Trey Sermon,23.0,PHI,RB,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,2.0,19.0,0.0,2.0,100.0,14.0,9.5,9.5,1.0,2.0,9.5,19.0,0.0,0.0,
498.0,Michael Burton,30.0,KAN,RB,17.0,0.0,3.0,2.0,11.0,5.5,0.0,0.0,33.3,9.0,0.1,0.6,66.7,3.7,5.0,7.0,0.0,2.0,40.0,6.0,1.4,0.4,0.3,7.0,2.6,18.0,0.0,0.0,
499.0,Keith Kirkwood,28.0,NOR,WR,5.0,1.0,4.0,2.0,18.0,9.0,0.0,1.0,25.0,14.0,0.4,3.6,50.0,4.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,9.0,18.0,0.0,0.0,
500.0,Adam Prentice,25.0,NOR,FB,11.0,2.0,3.0,3.0,9.0,3.0,0.0,1.0,33.3,4.0,0.3,0.8,100.0,3.0,4.0,9.0,0.0,3.0,75.0,3.0,2.3,0.8,0.4,7.0,2.6,18.0,0.0,1.0,
501.0,Maxx Williams,28.0,ARI,TE,11.0,1.0,3.0,3.0,18.0,6.0,0.0,0.0,100.0,7.0,0.3,1.6,100.0,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,6.0,18.0,0.0,0.0,
502.0,Braylon Sanders,23.0,MIA,WR,3.0,0.0,3.0,2.0,17.0,8.5,0.0,0.0,33.3,13.0,0.7,5.7,66.7,5.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,8.5,17.0,0.0,1.0,
503.0,Stone Smartt,24.0,LAC,TE,7.0,1.0,5.0,4.0,17.0,4.3,0.0,1.0,20.0,8.0,0.6,2.4,80.0,3.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,4.3,17.0,0.0,0.0,
504.0,J.J. Taylor,24.0,NWE,RB,1.0,0.0,1.0,1.0,8.0,8.0,0.0,0.0,100.0,8.0,1.0,8.0,100.0,8.0,10.0,9.0,0.0,0.0,0.0,5.0,0.9,9.0,10.0,11.0,1.5,17.0,0.0,0.0,
505.0,Juwann Winfree,26.0,GNB,WR,3.0,0.0,4.0,1.0,17.0,17.0,0.0,1.0,25.0,17.0,0.3,5.7,25.0,4.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,17.0,17.0,0.0,0.0,
506.0,Zander Horvath,24.0,LAC,FB,15.0,2.0,8.0,5.0,8.0,1.6,2.0,2.0,37.5,5.0,0.3,0.5,62.5,1.0,4.0,8.0,0.0,2.0,50.0,3.0,2.0,0.5,0.3,9.0,1.8,16.0,2.0,0.0,
507.0,Dennis Houston,23.0,DAL,WR,2.0,0.0,6.0,2.0,16.0,8.0,0.0,0.0,16.7,11.0,1.0,8.0,33.3,2.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,8.0,16.0,0.0,0.0,
508.0,Jameis Winston,28.0,NOR,QB,3.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,5.0,16.0,0.0,0.0,40.0,6.0,3.2,5.3,1.7,5.0,3.2,16.0,0.0,3.0,
509.0,Quintez Cephus,24.0,DET,WR,4.0,1.0,3.0,2.0,15.0,7.5,0.0,1.0,66.7,9.0,0.5,3.8,66.7,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,7.5,15.0,0.0,0.0,
510.0,Frank Darby,25.0,ATL,WR,5.0,0.0,1.0,1.0,15.0,15.0,0.0,1.0,100.0,15.0,0.2,3.0,100.0,15.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,15.0,15.0,0.0,0.0,
511.0,Bryan Edwards,24.0,ATL,WR,7.0,1.0,5.0,3.0,15.0,5.0,0.0,0.0,20.0,10.0,0.4,2.1,60.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,5.0,15.0,0.0,0.0,
512.0,Ihmir Smith-Marsette,23.0,CHI,WR,6.0,0.0,4.0,1.0,15.0,15.0,0.0,0.0,25.0,15.0,0.2,2.5,25.0,3.8,1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-0.2,0.2,2.0,7.0,14.0,0.0,1.0,
513.0,Nsimba Webster,26.0,CHI,WR,2.0,0.0,3.0,2.0,14.0,7.0,0.0,1.0,66.7,8.0,1.0,7.0,66.7,4.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,7.0,14.0,0.0,1.0,
514.0,Kyle Allen,26.0,HOU,QB,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,6.0,13.0,0.0,2.0,50.0,5.0,2.2,6.5,3.0,6.0,2.2,13.0,0.0,4.0,
515.0,Deonte Harty,25.0,NOR,WR,4.0,0.0,2.0,2.0,13.0,6.5,0.0,0.0,50.0,9.0,0.5,3.3,100.0,6.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,6.5,13.0,0.0,1.0,
516.0,Ty Montgomery,29.0,NWE,WR,1.0,0.0,4.0,3.0,15.0,5.0,1.0,1.0,25.0,7.0,3.0,15.0,75.0,3.8,2.0,-2.0,0.0,0.0,0.0,,-1.0,-2.0,2.0,5.0,2.6,13.0,1.0,0.0,
517.0,Brock Purdy,23.0,SFO,QB,9.0,5.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,22.0,13.0,1.0,5.0,27.3,13.0,0.6,1.4,2.4,22.0,0.6,13.0,1.0,0.0,AP ORoY-3
518.0,Austin Trammell,24.0,LAR,WR,6.0,0.0,4.0,2.0,13.0,6.5,0.0,1.0,50.0,8.0,0.3,2.2,50.0,3.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,6.5,13.0,0.0,0.0,
519.0,Jerome Ford,23.0,CLE,RB,13.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,8.0,12.0,0.0,1.0,12.5,9.0,1.5,0.9,0.6,8.0,1.5,12.0,0.0,0.0,
520.0,Jake Gervase,27.0,LAR,LB,14.0,0.0,1.0,1.0,12.0,12.0,0.0,1.0,100.0,12.0,0.1,0.9,100.0,12.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,12.0,12.0,0.0,0.0,
521.0,Jalen Tolbert,23.0,DAL,WR,8.0,1.0,3.0,2.0,12.0,6.0,0.0,0.0,33.3,8.0,0.3,1.5,66.7,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,6.0,12.0,0.0,0.0,
522.0,Miles Boykin,26.0,PIT,WR,16.0,1.0,3.0,2.0,11.0,5.5,0.0,1.0,33.3,11.0,0.1,0.7,66.7,3.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,5.5,11.0,0.0,0.0,
523.0,Sean McKeon,25.0,DAL,TE,13.0,0.0,3.0,2.0,11.0,5.5,0.0,1.0,33.3,10.0,0.2,0.8,66.7,3.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,5.5,11.0,0.0,0.0,
524.0,Jakob Johnson,28.0,LVR,FB,17.0,9.0,6.0,5.0,10.0,2.0,0.0,0.0,0.0,5.0,0.3,0.6,83.3,1.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,5.0,2.0,10.0,0.0,0.0,
525.0,Keith Smith,30.0,ATL,WR,17.0,6.0,2.0,1.0,8.0,8.0,0.0,0.0,50.0,8.0,0.1,0.5,50.0,4.0,1.0,2.0,0.0,1.0,100.0,2.0,2.0,0.1,0.1,2.0,5.0,10.0,0.0,0.0,
526.0,Stephen Anderson,29.0,ARI,TE,16.0,0.0,7.0,3.0,9.0,3.0,0.0,0.0,14.3,6.0,0.2,0.6,42.9,1.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,3.0,9.0,0.0,0.0,
527.0,Jason Cabinda,26.0,DET,LB,8.0,2.0,4.0,1.0,5.0,5.0,0.0,1.0,25.0,5.0,0.1,0.6,25.0,1.3,1.0,4.0,0.0,1.0,100.0,4.0,4.0,0.5,0.1,2.0,4.5,9.0,0.0,0.0,
528.0,Penei Sewell,22.0,DET,RT,17.0,17.0,1.0,1.0,9.0,9.0,0.0,1.0,100.0,9.0,0.1,0.5,100.0,9.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,9.0,9.0,0.0,0.0,PB
529.0,Matthew Stafford,34.0,LAR,QB,9.0,9.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,13.0,9.0,1.0,3.0,38.5,4.0,0.7,1.0,1.4,13.0,0.7,9.0,1.0,5.0,
530.0,Mike White,27.0,NYJ,QB,4.0,4.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,6.0,9.0,1.0,3.0,66.7,4.0,1.5,2.3,1.5,6.0,1.5,9.0,1.0,2.0,
531.0,Reggie Bonnafon,26.0,WAS,LB,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,3.0,8.0,0.0,0.0,0.0,5.0,2.7,8.0,3.0,3.0,2.7,8.0,0.0,0.0,
532.0,Nick Foles,33.0,IND,QB,3.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,2.0,8.0,0.0,0.0,50.0,8.0,4.0,2.7,0.7,2.0,4.0,8.0,0.0,0.0,
533.0,Tyron Johnson,26.0,HOU,WR,2.0,1.0,1.0,1.0,8.0,8.0,0.0,0.0,100.0,8.0,0.5,4.0,100.0,8.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,8.0,8.0,0.0,0.0,
534.0,Nick Mullens,27.0,MIN,QB,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,4.0,8.0,0.0,1.0,50.0,4.0,2.0,2.0,1.0,4.0,2.0,8.0,0.0,0.0,
535.0,Jeremy Ruckert,22.0,NYJ,TE,9.0,0.0,2.0,1.0,8.0,8.0,0.0,0.0,50.0,8.0,0.1,0.9,50.0,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,8.0,8.0,0.0,0.0,
536.0,Trevor Siemian,31.0,CHI,QB,2.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,4.0,8.0,0.0,1.0,25.0,6.0,2.0,4.0,2.0,4.0,2.0,8.0,0.0,0.0,
537.0,Maurice Alexander,25.0,DET,WR,4.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,7.0,0.3,1.8,100.0,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,7.0,7.0,0.0,0.0,
538.0,Jalen Camp,24.0,HOU,WR,2.0,0.0,1.0,1.0,7.0,7.0,0.0,1.0,100.0,7.0,0.5,3.5,100.0,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,7.0,7.0,0.0,0.0,
539.0,Kylin Hill,24.0,GNB,RB,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,1.0,7.0,0.0,1.0,100.0,7.0,7.0,3.5,0.5,1.0,7.0,7.0,0.0,0.0,
540.0,Godwin Igwebuike,28.0,SEA,RB,5.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,0.2,0.6,100.0,3.0,3.0,4.0,0.0,0.0,33.3,4.0,1.3,0.8,0.6,4.0,1.8,7.0,0.0,0.0,
541.0,Tyler Mabry,26.0,SEA,TE,2.0,0.0,1.0,1.0,7.0,7.0,1.0,1.0,100.0,7.0,0.5,3.5,100.0,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,7.0,7.0,1.0,0.0,
542.0,Devine Ozigbo,26.0,DEN,RB,4.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,0.3,0.8,100.0,3.0,3.0,4.0,0.0,0.0,33.3,4.0,1.3,1.0,0.8,4.0,1.8,7.0,0.0,0.0,
543.0,Nathan Peterman,28.0,CHI,QB,3.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,2.0,7.0,0.0,0.0,50.0,6.0,3.5,2.3,0.7,2.0,3.5,7.0,0.0,0.0,
544.0,Brett Rypien,26.0,DEN,QB,4.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,6.0,7.0,0.0,2.0,33.3,6.0,1.2,1.8,1.5,6.0,1.2,7.0,0.0,4.0,
545.0,Tommy Sweeney,27.0,BUF,TE,5.0,0.0,1.0,1.0,7.0,7.0,0.0,1.0,100.0,7.0,0.2,1.4,100.0,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,7.0,7.0,0.0,0.0,
546.0,C.J. Board,29.0,TEN,WR,4.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,100.0,6.0,0.3,1.5,100.0,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,6.0,6.0,0.0,1.0,
547.0,Jacob Harris,25.0,LAR,WR,7.0,0.0,1.0,1.0,6.0,6.0,0.0,1.0,100.0,6.0,0.1,0.9,100.0,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,6.0,6.0,0.0,0.0,
548.0,Cooper Rush,29.0,DAL,QB,9.0,5.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,9.0,6.0,0.0,1.0,11.1,6.0,0.7,0.7,1.0,9.0,0.7,6.0,0.0,2.0,
549.0,Mason Schreck,29.0,HOU,TE,3.0,1.0,2.0,2.0,6.0,3.0,0.0,0.0,50.0,6.0,0.7,2.0,100.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,3.0,6.0,0.0,0.0,
550.0,Devin Asiasi,25.0,CIN,TE,12.0,0.0,4.0,2.0,5.0,2.5,0.0,0.0,25.0,6.0,0.2,0.4,50.0,1.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,2.5,5.0,0.0,0.0,
551.0,David Blough,27.0,ARI,QB,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,4.0,5.0,0.0,0.0,25.0,4.0,1.3,2.5,2.0,4.0,1.3,5.0,0.0,1.0,
552.0,Jason Moore,27.0,LAC,WR,6.0,0.0,2.0,1.0,5.0,5.0,0.0,0.0,0.0,5.0,0.2,0.8,50.0,2.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,5.0,5.0,0.0,0.0,
553.0,Ty'Son Williams,26.0,ARI,RB,1.0,0.0,1.0,1.0,5.0,5.0,0.0,0.0,0.0,5.0,1.0,5.0,100.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,5.0,5.0,0.0,0.0,
554.0,Marcus Allen,26.0,PIT,DB,15.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,1.0,4.0,0.0,1.0,100.0,4.0,4.0,0.3,0.1,1.0,4.0,4.0,0.0,0.0,
555.0,Chase Daniel,36.0,LAC,QB,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,1.0,4.0,0.0,0.0,0.0,4.0,4.0,1.0,0.3,1.0,4.0,4.0,0.0,0.0,
556.0,Demetric Felton,24.0,CLE,WR,8.0,2.0,4.0,2.0,8.0,4.0,0.0,0.0,25.0,5.0,0.3,1.0,50.0,2.0,1.0,-4.0,0.0,0.0,0.0,-4.0,-4.0,-0.5,0.1,3.0,1.3,4.0,0.0,1.0,
557.0,Kamu Grugier-Hill,28.0,ARI,LB,9.0,0.0,1.0,1.0,4.0,4.0,0.0,1.0,100.0,4.0,0.1,0.4,100.0,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,4.0,4.0,0.0,0.0,
558.0,Duke Johnson,29.0,BUF,RB,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,2.0,4.0,0.0,1.0,50.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,0.0,0.0,
559.0,Richard Rodgers,30.0,LAC,TE,10.0,1.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,4.0,0.1,0.4,25.0,1.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,4.0,4.0,0.0,0.0,
560.0,Nick Bellore,33.0,SEA,LB,16.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,1.0,3.0,0.0,0.0,100.0,3.0,3.0,0.2,0.1,1.0,3.0,3.0,0.0,0.0,
561.0,Erik Ezukanma,22.0,MIA,WR,1.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,3.0,100.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,3.0,3.0,0.0,0.0,
562.0,Joe Flacco,37.0,NYJ,QB,5.0,4.0,0.0,0.0,-3.0,,0.0,0.0,,,0.0,-0.6,,,3.0,6.0,0.0,1.0,33.3,7.0,2.0,1.2,0.6,3.0,1.0,3.0,0.0,5.0,
563.0,Josh Johnson,36.0,SFO,QB,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,2.0,3.0,0.0,0.0,0.0,4.0,1.5,1.5,1.0,2.0,1.5,3.0,0.0,0.0,
564.0,Mason Kinsey,24.0,TEN,WR,2.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,0.5,1.5,100.0,3.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,3.0,3.0,0.0,1.0,
565.0,Gardner Minshew II,26.0,PHI,QB,5.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,7.0,3.0,1.0,1.0,14.3,3.0,0.4,0.6,1.4,7.0,0.4,3.0,1.0,4.0,
566.0,M.J. Stewart,27.0,HOU,DB,17.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,1.0,3.0,0.0,1.0,100.0,3.0,3.0,0.2,0.1,1.0,3.0,3.0,0.0,0.0,
567.0,Sean Chandler,26.0,CAR,S,17.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,1.0,2.0,0.0,1.0,100.0,2.0,2.0,0.1,0.1,1.0,2.0,2.0,0.0,0.0,
568.0,Ashtyn Davis,26.0,NYJ,S,14.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,1.0,2.0,0.0,1.0,100.0,2.0,2.0,0.1,0.1,1.0,2.0,2.0,0.0,0.0,
569.0,Cody White,24.0,PIT,WR,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,100.0,2.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,2.0,2.0,0.0,0.0,
570.0,Damien Williams,30.0,ATL,RB,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,
571.0,Jordan Howard,28.0,NOR,RB,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,0.0,
572.0,Josh Ali,23.0,ATL,WR,2.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,
