Rk,Player,Age,Team,Pos,G,GS,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving Y/R,Receiving TD,Receiving 1D,Receiving Succ%,Receiving Lng,Receiving R/G,Receiving Y/G,Receiving Ctch%,Receiving Y/Tgt,Rushing Att,Rushing Yds,Rushing TD,Rushing 1D,Rushing Succ%,Rushing Lng,Rushing Y/A,Rushing Y/G,Rushing A/G,Scrimmage Touch,Scrimmage Y/Tch,Scrimmage YScm,Scrimmage RRTD,Fmb,Awards
89.0,Jalen Hurts,24.0,PHI,QB,15.0,15.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,165.0,760.0,13.0,67.0,59.4,42.0,4.6,50.7,11.0,165.0,4.6,760.0,13.0,9.0,"PB,AP-2,AP MVP-2,AP OPoY-3"
90.0,Pat Freiermuth,24.0,PIT,TE,16.0,8.0,98.0,63.0,732.0,11.6,2.0,37.0,53.1,57.0,3.9,45.8,64.3,7.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,63.0,11.6,732.0,2.0,0.0,
91.0,Mack Hollins,29.0,LVR,WR,17.0,16.0,94.0,57.0,690.0,12.1,4.0,34.0,51.1,60.0,3.4,40.6,60.6,7.3,4.0,40.0,0.0,2.0,75.0,17.0,10.0,2.4,0.2,61.0,12.0,730.0,4.0,0.0,
92.0,Darius Slayton,25.0,NYG,WR,16.0,11.0,71.0,46.0,724.0,15.7,2.0,30.0,57.7,55.0,2.9,45.3,64.8,10.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,46.0,15.7,724.0,2.0,2.0,
93.0,Adam Thielen,32.0,MIN,WR,17.0,17.0,107.0,70.0,716.0,10.2,6.0,45.0,49.5,36.0,4.1,42.1,65.4,6.7,1.0,4.0,0.0,0.0,100.0,4.0,4.0,0.2,0.1,71.0,10.1,720.0,6.0,0.0,
94.0,DeAndre Hopkins,30.0,ARI,WR,9.0,9.0,96.0,64.0,717.0,11.2,3.0,35.0,54.2,33.0,7.1,79.7,66.7,7.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,64.0,11.2,717.0,3.0,2.0,
95.0,Marquise Brown,25.0,ARI,WR,12.0,10.0,107.0,67.0,709.0,10.6,3.0,33.0,44.9,47.0,5.6,59.1,62.6,6.6,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.1,0.1,68.0,10.4,710.0,3.0,1.0,
96.0,Daniel Jones,25.0,NYG,QB,16.0,16.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,120.0,708.0,7.0,57.0,59.2,25.0,5.9,44.3,7.5,120.0,5.9,708.0,7.0,6.0,AP CPoY-11
97.0,Brandin Cooks,29.0,HOU,WR,13.0,13.0,93.0,57.0,699.0,12.3,3.0,29.0,47.3,44.0,4.4,53.8,61.3,7.5,2.0,7.0,0.0,0.0,50.0,5.0,3.5,0.5,0.2,59.0,12.0,706.0,3.0,0.0,
98.0,Dallas Goedert,27.0,PHI,TE,12.0,12.0,69.0,55.0,702.0,12.8,3.0,40.0,69.6,31.0,4.6,58.5,79.7,10.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,55.0,12.8,702.0,3.0,1.0,
99.0,Christian Watson,23.0,GNB,WR,14.0,11.0,66.0,41.0,611.0,14.9,7.0,28.0,50.0,63.0,2.9,43.6,62.1,9.3,7.0,80.0,2.0,2.0,71.4,46.0,11.4,5.7,0.5,48.0,14.4,691.0,9.0,0.0,AP ORoY-7
100.0,Michael Carter,23.0,NYJ,RB,16.0,10.0,54.0,41.0,288.0,7.0,0.0,12.0,46.3,37.0,2.6,18.0,75.9,5.3,114.0,402.0,3.0,14.0,42.1,25.0,3.5,25.1,7.1,155.0,4.5,690.0,3.0,2.0,
101.0,James Cook,23.0,BUF,RB,16.0,0.0,32.0,21.0,180.0,8.6,1.0,5.0,46.9,41.0,1.3,11.3,65.6,5.6,89.0,507.0,2.0,25.0,50.6,33.0,5.7,31.7,5.6,110.0,6.2,687.0,3.0,1.0,
102.0,Marquez Valdes-Scantling,28.0,KAN,WR,17.0,11.0,81.0,42.0,687.0,16.4,2.0,32.0,48.1,57.0,2.5,40.4,51.9,8.5,1.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,-0.2,0.1,43.0,15.9,684.0,2.0,0.0,
103.0,Parris Campbell,25.0,IND,WR,17.0,16.0,91.0,63.0,623.0,9.9,3.0,32.0,54.9,49.0,3.7,36.6,69.2,6.8,5.0,58.0,0.0,2.0,40.0,28.0,11.6,3.4,0.3,68.0,10.0,681.0,3.0,1.0,
104.0,Breece Hall,21.0,NYJ,RB,7.0,2.0,31.0,19.0,218.0,11.5,1.0,8.0,35.5,79.0,2.7,31.1,61.3,7.0,80.0,463.0,4.0,20.0,50.0,62.0,5.8,66.1,11.4,99.0,6.9,681.0,5.0,1.0,
105.0,Samaje Perine,27.0,CIN,RB,16.0,2.0,51.0,38.0,287.0,7.6,4.0,11.0,41.2,32.0,2.4,17.9,74.5,5.6,95.0,394.0,2.0,19.0,49.5,29.0,4.1,24.6,5.9,133.0,5.1,681.0,6.0,0.0,
106.0,Kareem Hunt,27.0,CLE,RB,17.0,0.0,44.0,35.0,210.0,6.0,1.0,11.0,38.6,24.0,2.1,12.4,79.5,4.8,123.0,468.0,3.0,30.0,48.0,24.0,3.8,27.5,7.2,158.0,4.3,678.0,4.0,1.0,
107.0,K.J. Osborn,25.0,MIN,WR,17.0,9.0,90.0,60.0,650.0,10.8,5.0,32.0,58.9,66.0,3.5,38.2,66.7,7.2,3.0,6.0,0.0,2.0,66.7,5.0,2.0,0.4,0.2,63.0,10.4,656.0,5.0,1.0,
108.0,Taysom Hill,32.0,NOR,TE/QB,16.0,8.0,13.0,9.0,77.0,8.6,2.0,5.0,46.2,30.0,0.6,4.8,69.2,5.9,96.0,575.0,7.0,34.0,55.2,60.0,6.0,35.9,6.0,105.0,6.2,652.0,9.0,2.0,
109.0,Kalif Raymond,28.0,DET,WR,17.0,7.0,64.0,47.0,616.0,13.1,0.0,24.0,56.3,56.0,2.8,36.2,73.4,9.6,7.0,36.0,0.0,4.0,71.4,12.0,5.1,2.1,0.4,54.0,12.1,652.0,0.0,3.0,AP-2
110.0,Chuba Hubbard,23.0,CAR,RB,15.0,2.0,17.0,14.0,171.0,12.2,0.0,5.0,47.1,45.0,0.9,11.4,82.4,10.1,95.0,466.0,2.0,23.0,45.3,35.0,4.9,31.1,6.3,109.0,5.8,637.0,2.0,2.0,
111.0,Tyler Higbee,29.0,LAR,TE,17.0,17.0,108.0,72.0,620.0,8.6,3.0,32.0,51.9,26.0,4.2,36.5,66.7,5.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,72.0,8.6,620.0,3.0,0.0,
112.0,David Njoku,26.0,CLE,TE,14.0,14.0,80.0,58.0,628.0,10.8,4.0,36.0,61.3,38.0,4.1,44.9,72.5,7.9,2.0,-8.0,0.0,0.0,0.0,-2.0,-4.0,-0.6,0.1,60.0,10.3,620.0,4.0,1.0,
113.0,Alec Pierce,22.0,IND,WR,16.0,12.0,78.0,41.0,593.0,14.5,2.0,28.0,46.2,47.0,2.6,37.1,52.6,7.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,41.0,14.5,593.0,2.0,1.0,
114.0,Jaylen Warren,24.0,PIT,RB,16.0,0.0,33.0,28.0,214.0,7.6,0.0,14.0,51.5,26.0,1.8,13.4,84.8,6.5,77.0,379.0,1.0,20.0,53.2,31.0,4.9,23.7,4.8,105.0,5.6,593.0,1.0,1.0,
115.0,Dalton Schultz,26.0,DAL,TE,15.0,15.0,89.0,57.0,577.0,10.1,5.0,27.0,55.1,30.0,3.8,38.5,64.0,6.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,57.0,10.1,577.0,5.0,1.0,
116.0,Richie James,27.0,NYG,WR,17.0,4.0,70.0,57.0,569.0,10.0,4.0,29.0,61.4,33.0,3.4,33.5,81.4,8.1,2.0,6.0,0.0,0.0,50.0,4.0,3.0,0.4,0.1,59.0,9.7,575.0,4.0,3.0,
117.0,Kenyan Drake,28.0,BAL,RB,12.0,5.0,26.0,17.0,89.0,5.2,1.0,7.0,34.6,15.0,1.4,7.4,65.4,3.4,109.0,482.0,4.0,21.0,45.0,40.0,4.4,40.2,9.1,126.0,4.5,571.0,5.0,1.0,
118.0,J.K. Dobbins,24.0,BAL,RB,8.0,8.0,8.0,7.0,42.0,6.0,1.0,3.0,62.5,20.0,0.9,5.3,87.5,5.3,92.0,520.0,2.0,26.0,57.6,44.0,5.7,65.0,11.5,99.0,5.7,562.0,3.0,0.0,
119.0,Damien Harris,25.0,NWE,RB,11.0,9.0,23.0,17.0,97.0,5.7,0.0,4.0,43.5,15.0,1.5,8.8,73.9,4.2,106.0,462.0,3.0,23.0,50.0,30.0,4.4,42.0,9.6,123.0,4.5,559.0,3.0,0.0,
120.0,Noah Brown,26.0,DAL,WR,16.0,13.0,74.0,43.0,555.0,12.9,3.0,25.0,48.6,51.0,2.7,34.7,58.1,7.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,43.0,12.9,555.0,3.0,1.0,
121.0,Tyler Conklin,27.0,NYJ,TE,17.0,16.0,87.0,58.0,552.0,9.5,3.0,25.0,44.8,30.0,3.4,32.5,66.7,6.3,2.0,3.0,0.0,2.0,100.0,2.0,1.5,0.2,0.1,60.0,9.3,555.0,3.0,2.0,
122.0,Gerald Everett,28.0,LAC,TE,16.0,11.0,87.0,58.0,555.0,9.6,4.0,29.0,48.3,26.0,3.6,34.7,66.7,6.4,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,59.0,9.4,555.0,4.0,0.0,
123.0,Cole Kmet,23.0,CHI,TE,17.0,17.0,69.0,50.0,544.0,10.9,7.0,27.0,59.4,50.0,2.9,32.0,72.5,7.9,2.0,9.0,0.0,1.0,100.0,8.0,4.5,0.5,0.1,52.0,10.6,553.0,7.0,1.0,
124.0,Chris Moore,29.0,HOU,WR,16.0,7.0,74.0,48.0,548.0,11.4,2.0,24.0,47.3,52.0,3.0,34.3,64.9,7.4,3.0,3.0,0.0,0.0,0.0,3.0,1.0,0.2,0.2,51.0,10.8,551.0,2.0,0.0,
125.0,Rashid Shaheed,24.0,NOR,WR,12.0,6.0,34.0,28.0,488.0,17.4,2.0,18.0,70.6,68.0,2.3,40.7,82.4,14.4,4.0,57.0,1.0,2.0,75.0,44.0,14.3,4.8,0.3,32.0,17.0,545.0,3.0,1.0,
126.0,Melvin Gordon,29.0,DEN,RB,10.0,6.0,32.0,25.0,223.0,8.9,0.0,11.0,46.9,24.0,2.5,22.3,78.1,7.0,90.0,318.0,2.0,15.0,50.0,17.0,3.5,31.8,9.0,115.0,4.7,541.0,2.0,5.0,
127.0,Olamide Zaccheaus,25.0,ATL,WR,17.0,13.0,61.0,40.0,533.0,13.3,3.0,25.0,52.5,45.0,2.4,31.4,65.6,8.7,2.0,7.0,0.0,1.0,50.0,13.0,3.5,0.4,0.1,42.0,12.9,540.0,3.0,1.0,
128.0,DeVante Parker,29.0,NWE,WR,13.0,11.0,47.0,31.0,539.0,17.4,3.0,25.0,59.6,43.0,2.4,41.5,66.0,11.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,31.0,17.4,539.0,3.0,0.0,
129.0,Corey Davis,27.0,NYJ,WR,13.0,10.0,64.0,32.0,536.0,16.8,2.0,28.0,48.4,66.0,2.5,41.2,50.0,8.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,32.0,16.8,536.0,2.0,0.0,
130.0,Marvin Jones,32.0,JAX,WR,16.0,10.0,81.0,46.0,529.0,11.5,3.0,29.0,51.9,37.0,2.9,33.1,56.8,6.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,46.0,11.5,529.0,3.0,0.0,
131.0,Robert Woods,30.0,TEN,WR,17.0,15.0,91.0,53.0,527.0,9.9,2.0,31.0,50.5,41.0,3.1,31.0,58.2,5.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,53.0,9.9,527.0,2.0,1.0,
132.0,DeAndre Carter,29.0,LAC,WR,17.0,7.0,65.0,46.0,538.0,11.7,3.0,29.0,53.8,35.0,2.7,31.6,70.8,8.3,2.0,-15.0,0.0,0.0,0.0,-5.0,-7.5,-0.9,0.1,48.0,10.9,523.0,3.0,3.0,
133.0,Dawson Knox,26.0,BUF,TE,15.0,15.0,65.0,48.0,517.0,10.8,6.0,25.0,60.0,45.0,3.2,34.5,73.8,8.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,48.0,10.8,517.0,6.0,0.0,PB
134.0,Jahan Dotson,22.0,WAS,WR,12.0,10.0,61.0,35.0,523.0,14.9,7.0,26.0,50.8,61.0,2.9,43.6,57.4,8.6,2.0,-7.0,0.0,0.0,0.0,3.0,-3.5,-0.6,0.2,37.0,13.9,516.0,7.0,0.0,
135.0,Greg Dortch,24.0,ARI,WR,16.0,4.0,64.0,52.0,467.0,9.0,2.0,19.0,46.9,47.0,3.3,29.2,81.3,7.3,7.0,44.0,0.0,3.0,71.4,20.0,6.3,2.8,0.4,59.0,8.7,511.0,2.0,1.0,
136.0,Chase Claypool,24.0,2TM,WR,15.0,11.0,79.0,46.0,451.0,9.8,1.0,24.0,46.8,31.0,3.1,30.1,58.2,5.7,9.0,59.0,0.0,3.0,44.4,15.0,6.6,3.9,0.6,55.0,9.3,510.0,1.0,1.0,
136.0,Chase Claypool,24.0,PIT,WR,8.0,8.0,50.0,32.0,311.0,9.7,1.0,17.0,54.0,26.0,4.0,38.9,64.0,6.2,8.0,55.0,0.0,3.0,37.5,15.0,6.9,6.9,1.0,40.0,9.2,366.0,1.0,0.0,
136.0,Chase Claypool,24.0,CHI,WR,7.0,3.0,29.0,14.0,140.0,10.0,0.0,7.0,34.5,31.0,2.0,20.0,48.3,4.8,1.0,4.0,0.0,0.0,100.0,4.0,4.0,0.6,0.1,15.0,9.6,144.0,0.0,1.0,
137.0,Hunter Henry,28.0,NWE,TE,17.0,14.0,59.0,41.0,509.0,12.4,2.0,23.0,50.8,39.0,2.4,29.9,69.5,8.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,41.0,12.4,509.0,2.0,0.0,
138.0,Juwan Johnson,26.0,NOR,TE,16.0,12.0,65.0,42.0,508.0,12.1,7.0,25.0,52.3,41.0,2.6,31.8,64.6,7.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,42.0,12.1,508.0,7.0,0.0,
139.0,Eno Benjamin,23.0,3TM,RB,15.0,3.0,34.0,25.0,193.0,7.7,0.0,10.0,44.1,22.0,1.7,12.9,73.5,5.7,77.0,313.0,2.0,14.0,46.8,45.0,4.1,20.9,5.1,102.0,5.0,506.0,2.0,0.0,
139.0,Eno Benjamin,23.0,ARI,RB,10.0,3.0,33.0,24.0,184.0,7.7,0.0,10.0,45.5,22.0,2.4,18.4,72.7,5.6,70.0,299.0,2.0,14.0,48.6,45.0,4.3,29.9,7.0,94.0,5.1,483.0,2.0,0.0,
139.0,Eno Benjamin,23.0,HOU,RB,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,3.0,1.0,0.0,0.0,33.3,4.0,0.3,0.5,1.5,3.0,0.3,1.0,0.0,0.0,
139.0,Eno Benjamin,23.0,NOR,RB,3.0,0.0,1.0,1.0,9.0,9.0,0.0,0.0,0.0,9.0,0.3,3.0,100.0,9.0,4.0,13.0,0.0,0.0,25.0,8.0,3.3,4.3,1.3,5.0,4.4,22.0,0.0,0.0,
140.0,DJ Chark,26.0,DET,WR,11.0,10.0,52.0,30.0,502.0,16.7,3.0,24.0,51.9,51.0,2.7,45.6,57.7,9.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,30.0,16.7,502.0,3.0,0.0,
141.0,Jordan Akins,30.0,HOU,TE,15.0,3.0,54.0,37.0,495.0,13.4,5.0,23.0,53.7,46.0,2.5,33.0,68.5,9.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,37.0,13.4,495.0,5.0,1.0,
142.0,Darnell Mooney,25.0,CHI,WR,12.0,12.0,61.0,40.0,493.0,12.3,2.0,20.0,45.9,56.0,3.3,41.1,65.6,8.1,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.2,0.1,41.0,12.1,495.0,2.0,0.0,
143.0,Zack Moss,25.0,2TM,RB,13.0,3.0,13.0,11.0,39.0,3.5,0.0,2.0,38.5,8.0,0.8,3.0,84.6,3.0,93.0,456.0,1.0,18.0,47.3,43.0,4.9,35.1,7.2,104.0,4.8,495.0,1.0,1.0,
143.0,Zack Moss,25.0,BUF,RB,5.0,0.0,8.0,7.0,27.0,3.9,0.0,1.0,37.5,8.0,1.4,5.4,87.5,3.4,17.0,91.0,0.0,3.0,35.3,43.0,5.4,18.2,3.4,24.0,4.9,118.0,0.0,1.0,
143.0,Zack Moss,25.0,IND,RB,8.0,3.0,5.0,4.0,12.0,3.0,0.0,1.0,40.0,5.0,0.5,1.5,80.0,2.4,76.0,365.0,1.0,15.0,50.0,34.0,4.8,45.6,9.5,80.0,4.7,377.0,1.0,0.0,
144.0,Treylon Burks,22.0,TEN,WR,11.0,6.0,54.0,33.0,444.0,13.5,1.0,19.0,50.0,51.0,3.0,40.4,61.1,8.2,4.0,47.0,0.0,3.0,100.0,20.0,11.8,4.3,0.4,37.0,13.3,491.0,1.0,0.0,
145.0,Devin Duvernay,25.0,BAL,WR,14.0,13.0,49.0,37.0,407.0,11.0,3.0,19.0,59.2,31.0,2.6,29.1,75.5,8.3,12.0,84.0,1.0,7.0,66.7,18.0,7.0,6.0,0.9,49.0,10.0,491.0,4.0,1.0,PB
146.0,Terrace Marshall Jr.,22.0,CAR,WR,14.0,9.0,47.0,28.0,490.0,17.5,1.0,24.0,53.2,43.0,2.0,35.0,59.6,10.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,28.0,17.5,490.0,1.0,2.0,
147.0,Noah Fant,25.0,SEA,TE,17.0,16.0,63.0,50.0,486.0,9.7,4.0,24.0,54.0,51.0,2.9,28.6,79.4,7.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,50.0,9.7,486.0,4.0,0.0,
148.0,Nico Collins,23.0,HOU,WR,10.0,7.0,66.0,37.0,481.0,13.0,2.0,21.0,42.4,58.0,3.7,48.1,56.1,7.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,37.0,13.0,481.0,2.0,0.0,
149.0,Josh Reynolds,27.0,DET,WR,14.0,11.0,59.0,38.0,479.0,12.6,3.0,25.0,61.0,31.0,2.7,34.2,64.4,8.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,38.0,12.6,479.0,3.0,0.0,
150.0,Isaiah McKenzie,27.0,BUF,WR,15.0,8.0,65.0,42.0,423.0,10.1,4.0,27.0,58.5,30.0,2.8,28.2,64.6,6.5,9.0,55.0,1.0,3.0,66.7,18.0,6.1,3.7,0.6,51.0,9.4,478.0,5.0,0.0,
151.0,James Robinson,24.0,2TM,RB,11.0,5.0,14.0,11.0,51.0,4.6,2.0,5.0,50.0,10.0,1.0,4.6,78.6,3.6,110.0,425.0,3.0,22.0,35.5,50.0,3.9,38.6,10.0,121.0,3.9,476.0,5.0,1.0,
151.0,James Robinson,24.0,JAX,RB,7.0,5.0,11.0,9.0,46.0,5.1,1.0,4.0,54.5,10.0,1.3,6.6,81.8,4.2,81.0,340.0,3.0,18.0,37.0,50.0,4.2,48.6,11.6,90.0,4.3,386.0,4.0,1.0,
151.0,James Robinson,24.0,NYJ,RB,4.0,0.0,3.0,2.0,5.0,2.5,1.0,1.0,33.3,7.0,0.5,1.3,66.7,1.7,29.0,85.0,0.0,4.0,31.0,16.0,2.9,21.3,7.3,31.0,2.9,90.0,1.0,0.0,
152.0,Kendrick Bourne,27.0,NWE,WR,16.0,2.0,48.0,35.0,434.0,12.4,1.0,22.0,54.2,41.0,2.2,27.1,72.9,9.0,6.0,39.0,0.0,2.0,33.3,29.0,6.5,2.4,0.4,41.0,11.5,473.0,1.0,2.0,
153.0,Robert Tonyan,28.0,GNB,TE,17.0,3.0,67.0,53.0,470.0,8.9,2.0,20.0,53.7,24.0,3.1,27.6,79.1,7.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,53.0,8.9,470.0,2.0,0.0,
154.0,Demarcus Robinson,28.0,BAL,WR,17.0,5.0,75.0,48.0,458.0,9.5,2.0,23.0,46.7,31.0,2.8,26.9,64.0,6.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,48.0,9.5,458.0,2.0,2.0,
155.0,Clyde Edwards-Helaire,23.0,KAN,RB,10.0,6.0,23.0,17.0,151.0,8.9,3.0,11.0,60.9,25.0,1.7,15.1,73.9,6.6,71.0,302.0,3.0,15.0,49.3,52.0,4.3,30.2,7.1,88.0,5.1,453.0,6.0,0.0,
156.0,Chigoziem Okonkwo,23.0,TEN,TE,17.0,8.0,46.0,32.0,450.0,14.1,3.0,22.0,50.0,48.0,1.9,26.5,69.6,9.8,3.0,2.0,0.0,0.0,0.0,6.0,0.7,0.1,0.2,35.0,12.9,452.0,3.0,0.0,
157.0,Elijah Moore,22.0,NYJ,WR,16.0,9.0,65.0,37.0,446.0,12.1,1.0,22.0,44.6,42.0,2.3,27.9,56.9,6.9,5.0,5.0,0.0,2.0,40.0,10.0,1.0,0.3,0.3,42.0,10.7,451.0,1.0,1.0,
158.0,Deon Jackson,23.0,IND,RB,16.0,2.0,34.0,30.0,209.0,7.0,1.0,10.0,47.1,27.0,1.9,13.1,88.2,6.1,68.0,236.0,1.0,13.0,38.2,17.0,3.5,14.8,4.3,98.0,4.5,445.0,2.0,1.0,
159.0,Austin Hooper,28.0,TEN,TE,17.0,2.0,60.0,41.0,444.0,10.8,2.0,28.0,60.0,24.0,2.4,26.1,68.3,7.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,41.0,10.8,444.0,2.0,0.0,
160.0,Marcus Mariota,29.0,ATL,QB,13.0,13.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,85.0,438.0,4.0,30.0,57.6,30.0,5.2,33.7,6.5,85.0,5.2,438.0,4.0,8.0,
161.0,Romeo Doubs,22.0,GNB,WR,13.0,7.0,67.0,42.0,425.0,10.1,3.0,20.0,46.3,26.0,3.2,32.7,62.7,6.3,1.0,11.0,0.0,1.0,100.0,11.0,11.0,0.8,0.1,43.0,10.1,436.0,3.0,2.0,
162.0,Gus Edwards,27.0,BAL,RB,9.0,4.0,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,87.0,433.0,3.0,30.0,59.8,37.0,5.0,48.1,9.7,87.0,5.0,433.0,3.0,1.0,
163.0,Russell Gage,26.0,TAM,WR,13.0,4.0,70.0,51.0,426.0,8.4,5.0,31.0,62.9,23.0,3.9,32.8,72.9,6.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,51.0,8.4,426.0,5.0,1.0,
164.0,Michael Gallup,26.0,DAL,WR,14.0,11.0,74.0,39.0,424.0,10.9,4.0,25.0,44.6,27.0,2.8,30.3,52.7,5.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,39.0,10.9,424.0,4.0,0.0,
165.0,Foster Moreau,25.0,LVR,TE,15.0,14.0,54.0,33.0,420.0,12.7,2.0,24.0,51.9,33.0,2.2,28.0,61.1,7.8,0.0,2.0,0.0,0.0,,,,0.1,0.0,33.0,12.8,422.0,2.0,1.0,
166.0,Kyler Murray,25.0,ARI,QB,11.0,11.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,67.0,418.0,3.0,23.0,61.2,42.0,6.2,38.0,6.1,67.0,6.2,418.0,3.0,8.0,
167.0,Randall Cobb,32.0,GNB,WR,13.0,3.0,50.0,34.0,417.0,12.3,1.0,19.0,56.0,40.0,2.6,32.1,68.0,8.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,34.0,12.3,417.0,1.0,1.0,
168.0,Trent Sherfield,26.0,MIA,WR,17.0,4.0,51.0,30.0,417.0,13.9,2.0,18.0,45.1,75.0,1.8,24.5,58.8,8.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,30.0,13.9,417.0,2.0,0.0,
169.0,Jauan Jennings,25.0,SFO,WR,16.0,4.0,56.0,35.0,416.0,11.9,1.0,23.0,55.4,44.0,2.2,26.0,62.5,7.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,35.0,11.9,416.0,1.0,1.0,
170.0,Hayden Hurst,29.0,CIN,TE,13.0,13.0,68.0,52.0,414.0,8.0,2.0,26.0,61.8,29.0,4.0,31.8,76.5,6.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,52.0,8.0,414.0,2.0,0.0,
171.0,Greg Dulcich,22.0,DEN,TE,10.0,6.0,55.0,33.0,411.0,12.5,2.0,18.0,50.9,39.0,3.3,41.1,60.0,7.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,33.0,12.5,411.0,2.0,0.0,
172.0,Kenneth Gainwell,23.0,PHI,RB,17.0,0.0,29.0,23.0,169.0,7.3,0.0,7.0,41.4,20.0,1.4,9.9,79.3,5.8,53.0,240.0,4.0,17.0,62.3,13.0,4.5,14.1,3.1,76.0,5.4,409.0,4.0,0.0,
173.0,Rondale Moore,22.0,ARI,WR,8.0,8.0,56.0,41.0,414.0,10.1,1.0,16.0,46.4,38.0,5.1,51.8,73.2,7.4,6.0,-5.0,0.0,1.0,16.7,9.0,-0.8,-0.6,0.8,47.0,8.7,409.0,1.0,0.0,
174.0,Zach Ertz,32.0,ARI,TE,10.0,10.0,69.0,47.0,406.0,8.6,4.0,24.0,55.1,32.0,4.7,40.6,68.1,5.9,0.0,0.0,0.0,0.0,,,,0.0,0.0,47.0,8.6,406.0,4.0,0.0,
175.0,Chase Edmonds,26.0,2TM,RB,13.0,3.0,24.0,16.0,157.0,9.8,1.0,7.0,41.7,27.0,1.2,12.1,66.7,6.5,68.0,245.0,2.0,8.0,42.6,28.0,3.6,18.8,5.2,84.0,4.8,402.0,3.0,0.0,
175.0,Chase Edmonds,26.0,MIA,RB,8.0,2.0,17.0,10.0,96.0,9.6,1.0,4.0,41.2,15.0,1.3,12.0,58.8,5.6,42.0,120.0,2.0,6.0,40.5,28.0,2.9,15.0,5.3,52.0,4.2,216.0,3.0,0.0,
175.0,Chase Edmonds,26.0,DEN,RB,5.0,1.0,7.0,6.0,61.0,10.2,0.0,3.0,42.9,27.0,1.2,12.2,85.7,8.7,26.0,125.0,0.0,2.0,46.2,25.0,4.8,25.0,5.2,32.0,5.8,186.0,0.0,0.0,
176.0,Zonovan Knight,21.0,NYJ,RB,7.0,4.0,14.0,13.0,100.0,7.7,0.0,5.0,71.4,16.0,1.9,14.3,92.9,7.1,85.0,300.0,1.0,14.0,38.8,48.0,3.5,42.9,12.1,98.0,4.1,400.0,1.0,2.0,
177.0,Nick Westbrook-Ikhine,25.0,TEN,WR,17.0,13.0,50.0,25.0,397.0,15.9,3.0,18.0,40.0,63.0,1.5,23.4,50.0,7.9,0.0,0.0,0.0,0.0,,,,0.0,0.0,25.0,15.9,397.0,3.0,0.0,
178.0,Ben Skowronek,25.0,LAR,WR,14.0,11.0,61.0,39.0,376.0,9.6,0.0,16.0,49.2,32.0,2.8,26.9,63.9,6.2,1.0,17.0,1.0,1.0,100.0,17.0,17.0,1.2,0.1,40.0,9.8,393.0,1.0,0.0,
179.0,Marquise Goodwin,32.0,SEA,WR,13.0,2.0,42.0,27.0,387.0,14.3,4.0,18.0,54.8,38.0,2.1,29.8,64.3,9.2,2.0,5.0,0.0,0.0,50.0,7.0,2.5,0.4,0.2,29.0,13.5,392.0,4.0,0.0,
180.0,Isaiah Hodgins,24.0,2TM,WR,10.0,5.0,48.0,37.0,392.0,10.6,4.0,24.0,62.5,29.0,3.7,39.2,77.1,8.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,37.0,10.6,392.0,4.0,1.0,
