Quarter,Time,Down,ToGo,Location,WAS,NYG,Detail,EPB,EPA,week,year,game_id
OT,6:57,2.0,8.0,WAS 35,20.0,20.0,Curtis Samuel right guard for 21 yards (tackle by Nick McCloud),0.86,2.65,13.0,2022,186
OT,6:16,1.0,10.0,NYG 44,20.0,20.0,Brian Robinson left end for 3 yards (tackle by Jaylon Smith and Kayvon Thibodeaux),2.65,2.52,13.0,2022,186
OT,5:32,2.0,7.0,NYG 41,20.0,20.0,Brian Robinson left tackle for -3 yards (tackle by Oshane Ximines and Tony Jefferson),2.52,1.49,13.0,2022,186
OT,4:52,3.0,9.0,NYG 44,20.0,20.0,Taylor Heinicke pass complete short right to Curtis Samuel for 1 yard (tackle by Fabian Moreau and Cordale Flott),1.49,0.4,13.0,2022,186
OT,4:12,4.0,8.0,NYG 43,20.0,20.0,"Tress Way punts 29 yards, returned by Richie James for no gain (tackle by Percy Butler)",0.4,0.28,13.0,2022,186
OT,4:04,1.0,10.0,NYG 14,20.0,20.0,Daniel Jones pass complete short right to Saquon Barkley for 7 yards (tackle by Danny Johnson),-0.28,0.28,13.0,2022,186
OT,3:35,2.0,3.0,NYG 21,20.0,20.0,Saquon Barkley left guard for 5 yards (tackle by Jamin Davis),0.28,0.67,13.0,2022,186
OT,3:04,1.0,10.0,NYG 26,20.0,20.0,Daniel Jones pass complete short middle to Isaiah Hodgins for 10 yards (tackle by Kamren Curl and Jonathan Bostic),0.67,1.33,13.0,2022,186
OT,2:27,1.0,10.0,NYG 36,20.0,20.0,Daniel Jones pass complete short middle to Isaiah Hodgins for 12 yards (tackle by Kamren Curl),1.33,2.13,13.0,2022,186
OT,2:00,1.0,10.0,NYG 48,20.0,20.0,Daniel Jones pass complete short left to Daniel Bellinger for 4 yards (tackle by Darrick Forrest),2.13,2.12,13.0,2022,186
OT,1:55,2.0,6.0,WAS 48,20.0,20.0,Daniel Jones pass complete short left to Saquon Barkley for 3 yards (tackle by Danny Johnson),2.12,1.95,13.0,2022,186
OT,1:50,3.0,2.0,WAS 44,20.0,20.0,Daniel Jones sacked by Jonathan Allen for no gain,1.95,0.27,13.0,2022,186
OT,1:42,,,,,,Timeout #1 by Washington Commanders,,,13.0,2022,186
OT,1:42,4.0,3.0,WAS 45,20.0,20.0,"Penalty on NYG: Delay of Game, 5 yards (accepted) (no play)",0.27,-0.06,13.0,2022,186
OT,1:42,4.0,8.0,WAS 50,20.0,20.0,"Jamie Gillan punts 40 yards, fair catch by Alex Erickson at WAS-10",-0.06,0.38,13.0,2022,186
OT,1:36,1.0,10.0,WAS 10,20.0,20.0,Taylor Heinicke sacked by Kayvon Thibodeaux for -8 yards,-0.38,-1.36,13.0,2022,186
OT,1:28,,,,,,Timeout #1 by New York Giants,,,13.0,2022,186
OT,1:28,2.0,18.0,WAS 2,20.0,20.0,Brian Robinson left end for 8 yards. Brian Robinson fumbles (forced by Micah McFadden). Brian Robinson fumbles out of bounds,-1.36,-1.42,13.0,2022,186
OT,1:23,,,,,,Timeout #2 by New York Giants,,,13.0,2022,186
OT,1:23,3.0,10.0,WAS 10,20.0,20.0,Antonio Gibson up the middle for 5 yards (tackle by Dexter Lawrence),-1.42,-2.44,13.0,2022,186
OT,0:37,,,,,,Timeout #2 by Washington Commanders,,,13.0,2022,186
OT,0:37,4.0,5.0,WAS 15,20.0,20.0,"Tress Way punts 48 yards, returned by Richie James for 6 yards (tackle by Jeremy Reaves and David Mayo)",-2.44,-1.8,13.0,2022,186
OT,0:28,1.0,10.0,NYG 43,20.0,20.0,Daniel Jones pass complete short middle to Richie James for 14 yards (tackle by Bobby McCain),1.8,2.59,13.0,2022,186
OT,0:16,1.0,10.0,WAS 45,20.0,20.0,Daniel Jones spiked the ball,2.59,2.18,13.0,2022,186
OT,0:15,2.0,10.0,WAS 43,20.0,20.0,Daniel Jones pass complete short right to Daniel Bellinger for 3 yards (tackle by Danny Johnson),2.18,1.88,13.0,2022,186
OT,0:10,3.0,7.0,WAS 40,20.0,20.0,Daniel Jones pass incomplete short right,1.88,0.59,13.0,2022,186
OT,0:05,4.0,7.0,WAS 40,20.0,20.0,Graham Gano 58 yard field goal no good,0.59,0.0,13.0,2022,186
