Quarter,Time,Down,ToGo,Location,NOR,ATL,Detail,EPB,EPA,week,year,game_id
1.0,5:44,,,ATL 20,7.0,3.0,Wil Lutz kicks extra point good,0.0,0.0,1.0,2022,2
1.0,5:44,,,NOR 35,7.0,3.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,2
1.0,5:44,1.0,10.0,ATL 25,7.0,3.0,"Marcus Mariota pass complete deep right to Olamide Zaccheaus for 22 yards. Olamide Zaccheaus fumbles (forced by Pete Werner), recovered by Bradley Roby at ATL-45 and returned for 2 yards (tackle by Parker Hesse)",0.61,-2.72,1.0,2022,2
1.0,5:33,1.0,10.0,ATL 43,7.0,3.0,Jameis Winston pass incomplete short right intended for Michael Thomas,2.72,2.18,1.0,2022,2
1.0,5:29,2.0,10.0,ATL 43,7.0,3.0,Mark Ingram left end for 7 yards (tackle by Mike Ford and Richie Grant),2.18,2.41,1.0,2022,2
1.0,4:53,3.0,3.0,ATL 36,7.0,3.0,Mark Ingram right guard for 6 yards (tackle by Timmy Horne and Matt Dickerson),2.41,3.58,1.0,2022,2
1.0,4:16,1.0,10.0,ATL 30,7.0,3.0,Jameis Winston pass complete short left to Taysom Hill for 2 yards (tackle by Jaylinn Hawkins),3.58,3.3,1.0,2022,2
1.0,3:37,2.0,8.0,ATL 28,7.0,3.0,Alvin Kamara left tackle for 2 yards (tackle by Mykal Walker),3.3,2.87,1.0,2022,2
1.0,2:51,3.0,6.0,ATL 26,7.0,3.0,Jameis Winston pass incomplete short right intended for Jarvis Landry,2.87,1.76,1.0,2022,2
1.0,2:46,4.0,6.0,ATL 26,7.0,3.0,Wil Lutz 44 yard field goal no good,1.76,-1.2,1.0,2022,2
1.0,2:42,1.0,10.0,ATL 34,7.0,3.0,Cordarrelle Patterson right end for 12 yards (tackle by Marcus Maye),1.2,1.99,1.0,2022,2
1.0,2:03,1.0,10.0,ATL 46,7.0,3.0,"Penalty on Payton Turner: Neutral Zone Infraction, 5 yards (accepted) (no play)",1.99,2.72,1.0,2022,2
1.0,1:39,1.0,5.0,NOR 49,7.0,3.0,Cordarrelle Patterson up the middle for 5 yards (tackle by Kentavius Street),2.72,2.65,1.0,2022,2
1.0,0:56,1.0,10.0,NOR 44,7.0,3.0,Cordarrelle Patterson left end for 7 yards (tackle by Pete Werner),2.65,3.06,1.0,2022,2
1.0,0:15,2.0,3.0,NOR 37,7.0,3.0,Cordarrelle Patterson right tackle for 2 yards (tackle by Cameron Jordan),3.06,2.61,1.0,2022,2
2.0,15:00,3.0,1.0,NOR 35,7.0,3.0,Cordarrelle Patterson left tackle for 2 yards (tackle by Cameron Jordan),2.61,3.38,1.0,2022,2
2.0,14:22,1.0,10.0,NOR 33,7.0,3.0,Marcus Mariota pass complete short right to Avery Williams for 8 yards (tackle by Pete Werner),3.38,3.92,1.0,2022,2
2.0,13:42,2.0,2.0,NOR 25,7.0,3.0,Cordarrelle Patterson left tackle for 8 yards (tackle by Marcus Maye and Tyrann Mathieu),3.92,4.44,1.0,2022,2
2.0,13:00,1.0,10.0,NOR 17,7.0,3.0,Cordarrelle Patterson right tackle for 12 yards (tackle by Marcus Maye),4.44,6.06,1.0,2022,2
2.0,12:17,1.0,5.0,NOR 5,7.0,9.0,"Cordarrelle Patterson right guard for 5 yards, touchdown",6.06,7.0,1.0,2022,2
2.0,12:12,,,NOR 15,7.0,10.0,Younghoe Koo kicks extra point good,0.0,0.0,1.0,2022,2
2.0,12:12,,,ATL 35,7.0,10.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,2
2.0,12:12,1.0,10.0,NOR 25,7.0,10.0,Jameis Winston pass complete short left to Alvin Kamara for 2 yards (tackle by AJ Terrell),0.61,0.33,1.0,2022,2
2.0,11:38,2.0,8.0,NOR 27,7.0,10.0,Alvin Kamara right guard for 2 yards (tackle by Anthony Rush and Richie Grant),0.33,-0.1,1.0,2022,2
2.0,11:02,3.0,6.0,NOR 29,7.0,10.0,Jameis Winston scrambles left tackle for 3 yards (tackle by Grady Jarrett),-0.1,-1.24,1.0,2022,2
2.0,10:23,4.0,3.0,NOR 32,7.0,10.0,"Blake Gillikin punts 47 yards, fair catch by Avery Williams at ATL-21",-1.24,-0.34,1.0,2022,2
2.0,10:15,1.0,10.0,ATL 21,7.0,10.0,Marcus Mariota pass complete short left to Drake London for 6 yards (tackle by Marshon Lattimore),0.34,0.61,1.0,2022,2
2.0,9:32,2.0,4.0,ATL 27,7.0,10.0,Cordarrelle Patterson left tackle for 5 yards (tackle by Marcus Maye and Justin Evans),0.61,1.07,1.0,2022,2
2.0,8:48,1.0,10.0,ATL 32,7.0,10.0,Marcus Mariota pass incomplete deep left intended for Kyle Pitts,1.07,0.53,1.0,2022,2
2.0,8:42,2.0,10.0,ATL 32,7.0,10.0,"Cordarrelle Patterson right guard for no gain (tackle by Demario Davis and Kentavius Street). Penalty on Jake Matthews: Offensive Holding, 10 yards (accepted) (no play)",0.53,-0.82,1.0,2022,2
2.0,8:13,2.0,20.0,ATL 22,7.0,10.0,Marcus Mariota pass complete short middle to KhaDarel Hodge for 11 yards (tackle by Pete Werner),-0.82,-0.03,1.0,2022,2
2.0,7:33,3.0,9.0,ATL 33,7.0,10.0,Marcus Mariota pass complete short right to Anthony Firkser for 6 yards (tackle by Bradley Roby),-0.03,-0.78,1.0,2022,2
2.0,6:56,4.0,3.0,ATL 39,7.0,10.0,"Bradley Pinion punts 51 yards, returned by Deonte Harty for 12 yards (tackle by Dean Marlowe)",-0.78,-0.41,1.0,2022,2
2.0,6:45,1.0,10.0,NOR 22,7.0,10.0,Alvin Kamara left guard for 6 yards (tackle by Rashaan Evans),0.41,0.68,1.0,2022,2
2.0,6:14,2.0,4.0,NOR 28,7.0,10.0,"Alvin Kamara left tackle for no gain (tackle by Arnold Ebiketie). Penalty on Anthony Rush: Defensive Offside, 5 yards (accepted) (no play)",0.68,1.14,1.0,2022,2
2.0,5:46,1.0,10.0,NOR 33,7.0,10.0,Jameis Winston sacked by Grady Jarrett for -8 yards,1.14,-0.49,1.0,2022,2
2.0,5:10,2.0,18.0,NOR 25,7.0,10.0,Jameis Winston pass complete short left to Jarvis Landry for 11 yards (tackle by Mike Ford),-0.49,0.3,1.0,2022,2
2.0,4:36,3.0,7.0,NOR 36,7.0,10.0,Jameis Winston sacked by Arnold Ebiketie for -6 yards,0.3,-1.37,1.0,2022,2
2.0,3:54,4.0,13.0,NOR 30,7.0,10.0,"Blake Gillikin punts 52 yards, fair catch by Avery Williams at ATL-18",-1.37,-0.04,1.0,2022,2
2.0,3:47,1.0,10.0,ATL 18,7.0,10.0,"Marcus Mariota pass complete short middle to Drake London for 9 yards (tackle by Pete Werner). Penalty on Pete Werner: Unnecessary Roughness / Defense, 15 yards (accepted)",0.04,1.73,1.0,2022,2
2.0,3:18,1.0,10.0,ATL 42,7.0,10.0,Marcus Mariota scrambles up the middle for 6 yards (tackle by Marcus Maye and Marcus Davenport),1.73,2.0,1.0,2022,2
2.0,2:38,2.0,4.0,ATL 48,7.0,10.0,Cordarrelle Patterson right end for 15 yards (tackle by Marcus Maye),2.0,3.12,1.0,2022,2
2.0,2:00,1.0,10.0,NOR 37,7.0,10.0,Cordarrelle Patterson left guard for 4 yards (tackle by Demario Davis and Cameron Jordan),3.12,3.11,1.0,2022,2
2.0,1:22,2.0,6.0,NOR 33,7.0,10.0,Marcus Mariota pass complete short left to Cordarrelle Patterson for 1 yard (tackle by Tyrann Mathieu),3.11,2.54,1.0,2022,2
2.0,1:14,,,,,,Timeout #1 by New Orleans Saints,,,1.0,2022,2
2.0,1:14,3.0,5.0,NOR 32,7.0,10.0,Marcus Mariota pass incomplete short right intended for Kyle Pitts (defended by Bradley Roby),2.54,1.26,1.0,2022,2
2.0,1:10,4.0,5.0,NOR 32,7.0,13.0,Younghoe Koo 50 yard field goal good,1.26,3.0,1.0,2022,2
2.0,1:06,,,ATL 35,7.0,13.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,2
2.0,1:06,1.0,10.0,NOR 25,7.0,13.0,Jameis Winston pass complete short middle to Jarvis Landry for 5 yards (tackle by Rashaan Evans),0.61,0.74,1.0,2022,2
2.0,0:49,2.0,5.0,NOR 30,7.0,13.0,Jameis Winston pass incomplete deep right intended for Jarvis Landry (defended by Jaylinn Hawkins),0.74,0.04,1.0,2022,2
2.0,0:43,3.0,5.0,NOR 30,7.0,13.0,Jameis Winston sacked by and Lorenzo Carter for -12 yards and Grady Jarrett for -12 yards,0.04,-2.24,1.0,2022,2
2.0,0:36,4.0,17.0,NOR 18,7.0,13.0,"Blake Gillikin punts 56 yards, returned by Avery Williams for 13 yards (tackle by Pete Werner)",-2.24,-1.53,1.0,2022,2
2.0,0:36,,,,,,Timeout #2 by Atlanta Falcons,,,1.0,2022,2
2.0,0:23,1.0,10.0,ATL 39,7.0,13.0,Marcus Mariota pass complete deep middle to Drake London for 31 yards (tackle by Bradley Roby),1.53,3.58,1.0,2022,2
2.0,0:15,,,,,,Timeout #3 by Atlanta Falcons,,,1.0,2022,2
2.0,0:15,1.0,10.0,NOR 30,7.0,13.0,Marcus Mariota pass complete short middle to Kyle Pitts for 8 yards (tackle by P.J. Williams),3.58,4.11,1.0,2022,2
2.0,0:04,2.0,2.0,NOR 22,7.0,13.0,Marcus Mariota spiked the ball,4.11,3.4,1.0,2022,2
2.0,0:03,,,,,,Timeout #2 by New Orleans Saints,,,1.0,2022,2
2.0,0:03,3.0,2.0,NOR 22,7.0,16.0,Younghoe Koo 40 yard field goal good,3.4,3.0,1.0,2022,2
3.0,15:00,,,ATL 35,7.0,16.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,2
3.0,15:00,1.0,10.0,NOR 25,7.0,16.0,Alvin Kamara left end for 5 yards (tackle by Grady Jarrett and Richie Grant),0.61,0.74,1.0,2022,2
3.0,14:27,2.0,5.0,NOR 30,7.0,16.0,Alvin Kamara left tackle for 1 yard (tackle by Casey Hayward and Adetokunbo Ogundeji),0.74,0.17,1.0,2022,2
3.0,13:46,3.0,4.0,NOR 31,7.0,16.0,Jameis Winston pass complete short left to Chris Olave for 11 yards (tackle by DeAundre Alford),0.17,1.73,1.0,2022,2
3.0,13:12,1.0,10.0,NOR 42,7.0,16.0,Taysom Hill right tackle for 9 yards (tackle by Richie Grant),1.73,2.4,1.0,2022,2
3.0,12:37,2.0,1.0,ATL 49,7.0,16.0,Jameis Winston pass complete short right to Jarvis Landry for 6 yards (tackle by AJ Terrell and Rashaan Evans),2.4,2.72,1.0,2022,2
3.0,11:58,1.0,10.0,ATL 43,7.0,16.0,Jameis Winston pass complete short left to Michael Thomas for 4 yards (tackle by Richie Grant),2.72,2.72,1.0,2022,2
3.0,11:23,2.0,6.0,ATL 39,7.0,16.0,Mark Ingram left end for 7 yards (tackle by Rashaan Evans),2.72,3.45,1.0,2022,2
3.0,10:47,1.0,10.0,ATL 32,7.0,16.0,Jameis Winston pass incomplete deep right intended for Michael Thomas,3.45,2.9,1.0,2022,2
3.0,10:43,2.0,10.0,ATL 32,7.0,16.0,Jameis Winston sacked by Mykal Walker for -9 yards,2.9,1.03,1.0,2022,2
3.0,10:01,3.0,19.0,ATL 41,7.0,16.0,Jameis Winston pass complete short right to Chris Olave for 10 yards (tackle by DeAundre Alford),1.03,1.32,1.0,2022,2
3.0,9:20,4.0,9.0,ATL 31,10.0,16.0,Wil Lutz 49 yard field goal good,1.32,3.0,1.0,2022,2
3.0,9:15,,,NOR 35,10.0,16.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,2
3.0,9:15,1.0,10.0,ATL 25,10.0,16.0,Marcus Mariota pass complete short left to Olamide Zaccheaus for 9 yards,0.61,1.28,1.0,2022,2
3.0,8:50,2.0,1.0,ATL 34,10.0,16.0,Cordarrelle Patterson left tackle for 11 yards (tackle by Tyrann Mathieu),1.28,1.93,1.0,2022,2
3.0,8:10,1.0,10.0,ATL 45,10.0,16.0,Cordarrelle Patterson right end for 1 yard (tackle by Demario Davis),1.93,1.52,1.0,2022,2
3.0,7:35,2.0,9.0,ATL 46,10.0,16.0,Marcus Mariota pass complete short right to Olamide Zaccheaus for 13 yards,1.52,2.85,1.0,2022,2
3.0,6:58,1.0,10.0,NOR 41,10.0,16.0,"Marcus Mariota pass incomplete deep right intended for Olamide Zaccheaus. Penalty on Marcus Maye: Defensive Pass Interference, 39 yards (accepted) (no play)",2.85,6.74,1.0,2022,2
3.0,6:52,1.0,2.0,NOR 2,10.0,22.0,"Marcus Mariota up the middle for 2 yards, touchdown",6.74,7.0,1.0,2022,2
3.0,6:49,,,NOR 15,10.0,23.0,Younghoe Koo kicks extra point good,0.0,0.0,1.0,2022,2
3.0,6:49,,,ATL 35,10.0,23.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,2
3.0,6:49,1.0,10.0,NOR 25,10.0,23.0,Alvin Kamara left guard for 15 yards (tackle by Adetokunbo Ogundeji and Richie Grant),0.61,1.6,1.0,2022,2
3.0,6:09,1.0,10.0,NOR 40,10.0,23.0,Taysom Hill right end for 4 yards (tackle by Adetokunbo Ogundeji),1.6,1.59,1.0,2022,2
3.0,5:28,2.0,6.0,NOR 44,10.0,23.0,Jameis Winston pass incomplete short left intended for Alvin Kamara (defended by Richie Grant),1.59,0.89,1.0,2022,2
3.0,5:23,3.0,6.0,NOR 44,10.0,23.0,"Jameis Winston pass complete short right to Mark Ingram for 1 yard (tackle by Jaylinn Hawkins and Mykal Walker). Mark Ingram fumbles (forced by Mykal Walker), recovered by Rashaan Evans at NO-46 and returned for 10 yards (tackle by Cesar Ruiz)",0.89,-3.18,1.0,2022,2
3.0,5:11,1.0,10.0,NOR 36,10.0,23.0,Cordarrelle Patterson right tackle for 2 yards (tackle by Carl Granderson),3.18,2.91,1.0,2022,2
3.0,4:29,2.0,8.0,NOR 34,10.0,23.0,Marcus Mariota pass complete deep right to Drake London for 15 yards (tackle by Bradley Roby),2.91,4.31,1.0,2022,2
3.0,4:00,1.0,10.0,NOR 19,10.0,23.0,Marcus Mariota right end for 5 yards (tackle by Justin Evans),4.31,4.53,1.0,2022,2
3.0,3:27,2.0,5.0,NOR 14,10.0,23.0,Marcus Mariota pass incomplete short middle intended for Parker Hesse (defended by Justin Evans),4.53,3.76,1.0,2022,2
3.0,3:23,3.0,5.0,NOR 14,10.0,23.0,"Marcus Mariota scrambles left end for 9 yards. Marcus Mariota fumbles (forced by Marcus Maye) (tackle by Tyrann Mathieu), recovered by Tyrann Mathieu at NO-5 (tackle by Marcus Maye) (tackle by Marcus Maye) (tackle by Tyrann Mathieu)",3.76,0.38,1.0,2022,2
3.0,3:11,1.0,10.0,NOR 5,10.0,23.0,Alvin Kamara left end for 2 yards (tackle by Jaylinn Hawkins and Rashaan Evans),-0.38,-0.63,1.0,2022,2
3.0,2:35,2.0,8.0,NOR 7,10.0,23.0,Mark Ingram right tackle for 2 yards (tackle by Quinton Bell and Mykal Walker),-0.63,-0.95,1.0,2022,2
3.0,1:58,3.0,6.0,NOR 9,10.0,23.0,Jameis Winston pass incomplete short left intended for Michael Thomas,-0.95,-2.49,1.0,2022,2
3.0,1:55,4.0,6.0,NOR 9,10.0,23.0,"Blake Gillikin punts 59 yards, returned by Avery Williams for 18 yards (tackle by J.T. Gray)",-2.49,-2.26,1.0,2022,2
3.0,1:41,1.0,10.0,ATL 50,10.0,23.0,"Cordarrelle Patterson right end for no gain (tackle by David Onyemata). Penalty on Kaleb McGary: Offensive Holding, 10 yards (accepted) (no play)",2.26,1.6,1.0,2022,2
3.0,1:22,1.0,20.0,ATL 40,10.0,23.0,"Marcus Mariota scrambles left end for 16 yards (tackle by Marshon Lattimore). Penalty on Justin Evans: Defensive Holding, 5 yards (accepted)",1.6,2.98,1.0,2022,2
3.0,1:00,1.0,10.0,NOR 39,10.0,23.0,Avery Williams right guard for 5 yards (tackle by Pete Werner),2.98,3.12,1.0,2022,2
3.0,0:38,2.0,5.0,NOR 34,10.0,23.0,Avery Williams left tackle for 2 yards (tackle by Cameron Jordan and David Onyemata),3.12,2.68,1.0,2022,2
4.0,15:00,3.0,3.0,NOR 32,10.0,23.0,Marcus Mariota right end for 5 yards (tackle by Marcus Maye),2.68,3.78,1.0,2022,2
4.0,14:20,1.0,10.0,NOR 27,10.0,23.0,Marcus Mariota pass complete short left to KhaDarel Hodge for 18 yards (tackle by Bradley Roby),3.78,5.14,1.0,2022,2
4.0,13:40,1.0,9.0,NOR 9,10.0,23.0,Cordarrelle Patterson right guard for 5 yards (tackle by Kaden Elliss),5.14,5.34,1.0,2022,2
4.0,12:55,2.0,4.0,NOR 4,10.0,23.0,"Penalty on Parker Hesse: False Start, 5 yards (accepted) (no play)",5.34,4.38,1.0,2022,2
4.0,12:55,2.0,9.0,NOR 9,10.0,23.0,Marcus Mariota pass incomplete short left intended for Anthony Firkser,4.38,3.36,1.0,2022,2
4.0,12:51,3.0,9.0,NOR 9,10.0,23.0,"Marcus Mariota pass incomplete short left intended for Bryan Edwards. Penalty on Drew Dalman: Offensive Holding, 10 yards (declined)",3.36,2.83,1.0,2022,2
4.0,12:45,4.0,9.0,NOR 9,10.0,26.0,Younghoe Koo 27 yard field goal good,2.83,3.0,1.0,2022,2
4.0,12:41,,,ATL 35,10.0,26.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,2
4.0,12:41,1.0,10.0,NOR 25,10.0,26.0,Jameis Winston pass complete deep right to Juwan Johnson for 26 yards (tackle by AJ Terrell),0.61,2.32,1.0,2022,2
4.0,12:12,1.0,10.0,ATL 49,10.0,26.0,Jameis Winston pass complete short middle to Alvin Kamara for 15 yards (tackle by Mike Ford and Jaylinn Hawkins),2.32,3.31,1.0,2022,2
4.0,11:43,1.0,10.0,ATL 34,10.0,26.0,Jameis Winston pass complete deep left to Jarvis Landry for 31 yards (tackle by Richie Grant and Casey Hayward),3.31,6.51,1.0,2022,2
4.0,11:16,1.0,3.0,ATL 3,16.0,26.0,"Jameis Winston pass complete short left to Michael Thomas for 3 yards, touchdown",6.51,7.0,1.0,2022,2
4.0,11:12,,,ATL 2,18.0,26.0,Two Point Attempt: Jameis Winston pass complete to to Chris Olave for no gain,1.0,1.0,1.0,2022,2
4.0,11:12,,,NOR 35,18.0,26.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,2
4.0,11:12,1.0,10.0,ATL 25,18.0,26.0,Marcus Mariota pass incomplete short right intended for Drake London,0.61,0.06,1.0,2022,2
4.0,11:06,2.0,10.0,ATL 25,18.0,26.0,Cordarrelle Patterson left guard for 4 yards (tackle by Carl Granderson and Kentavius Street),0.06,-0.1,1.0,2022,2
4.0,10:26,3.0,6.0,ATL 29,18.0,26.0,Marcus Mariota pass complete short left to Drake London for 13 yards (tackle by Kaden Elliss),-0.1,1.73,1.0,2022,2
4.0,9:45,1.0,10.0,ATL 42,18.0,26.0,Cordarrelle Patterson left end for -2 yards (tackle by Cameron Jordan and Demario Davis),1.73,0.92,1.0,2022,2
4.0,8:56,2.0,12.0,ATL 40,18.0,26.0,Marcus Mariota pass complete short middle to KhaDarel Hodge for 9 yards (tackle by Pete Werner),0.92,1.42,1.0,2022,2
4.0,8:14,3.0,3.0,ATL 49,18.0,26.0,Cordarrelle Patterson right tackle for 1 yard (tackle by Shy Tuttle and Cameron Jordan),1.42,-0.06,1.0,2022,2
4.0,7:12,4.0,2.0,ATL 50,18.0,26.0,"Penalty on ATL: Delay of Game, 5 yards (accepted) (no play)",-0.06,-0.39,1.0,2022,2
4.0,7:12,4.0,7.0,ATL 45,18.0,26.0,"Bradley Pinion punts 41 yards, fair catch by Deonte Harty at NO-14",-0.39,0.28,1.0,2022,2
4.0,7:05,1.0,10.0,NOR 14,18.0,26.0,Jameis Winston pass complete deep right to Chris Olave for 20 yards,-0.28,1.2,1.0,2022,2
4.0,6:41,1.0,10.0,NOR 34,18.0,26.0,Jameis Winston pass complete short middle to Jarvis Landry for 7 yards (tackle by Mykal Walker),1.2,1.6,1.0,2022,2
4.0,6:11,2.0,3.0,NOR 41,18.0,26.0,Jameis Winston pass incomplete short right intended for Juwan Johnson,1.6,0.89,1.0,2022,2
4.0,6:07,3.0,3.0,NOR 41,18.0,26.0,Jameis Winston pass complete deep left to Michael Thomas for 21 yards (tackle by AJ Terrell),0.89,3.05,1.0,2022,2
4.0,5:29,1.0,10.0,ATL 38,18.0,26.0,Jameis Winston pass complete short right to Alvin Kamara for -10 yards (tackle by Mykal Walker),3.05,1.16,1.0,2022,2
4.0,4:53,2.0,20.0,ATL 48,18.0,26.0,Jameis Winston pass complete deep middle to Michael Thomas for 20 yards (tackle by Jaylinn Hawkins),1.16,3.71,1.0,2022,2
4.0,4:11,1.0,10.0,ATL 28,18.0,26.0,"Jameis Winston pass incomplete short right intended for Michael Thomas. Penalty on Adetokunbo Ogundeji: Defensive Offside, 5 yards (accepted) (no play)",3.71,4.44,1.0,2022,2
4.0,4:08,1.0,5.0,ATL 23,18.0,26.0,Jameis Winston pass complete deep left to Jarvis Landry for 14 yards (tackle by Richie Grant),4.44,5.14,1.0,2022,2
4.0,3:42,1.0,9.0,ATL 9,24.0,26.0,"Jameis Winston pass complete short left to Michael Thomas for 9 yards, touchdown",5.14,7.0,1.0,2022,2
4.0,3:38,,,ATL 2,24.0,26.0,"Two Point Attempt: Mark Ingram rushes, conversion succeeds.. Penalty on Adam Trautman: Illegal Shift, 5 yards (declined)",1.0,-1.0,1.0,2022,2
4.0,3:38,,,NOR 35,24.0,26.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,2
4.0,3:38,1.0,10.0,ATL 25,24.0,26.0,Marcus Mariota up the middle for 7 yards (tackle by Demario Davis),0.61,1.01,1.0,2022,2
4.0,2:54,2.0,3.0,ATL 32,24.0,26.0,Cordarrelle Patterson right guard for 8 yards (tackle by Shy Tuttle),1.01,1.6,1.0,2022,2
4.0,2:10,1.0,10.0,ATL 40,24.0,26.0,Cordarrelle Patterson left guard for 6 yards (tackle by Pete Werner),1.6,1.86,1.0,2022,2
4.0,2:03,,,,,,Timeout #1 by New Orleans Saints,,,1.0,2022,2
4.0,2:03,2.0,4.0,ATL 46,24.0,26.0,Marcus Mariota left end for -2 yards (tackle by Pete Werner),1.86,0.89,1.0,2022,2
4.0,1:59,3.0,6.0,ATL 44,24.0,26.0,"Marcus Mariota pass incomplete deep left intended for Olamide Zaccheaus. Penalty on Marshon Lattimore: Defensive Holding, 5 yards (accepted) (no play)",0.89,2.19,1.0,2022,2
4.0,1:52,1.0,10.0,ATL 49,24.0,26.0,Cordarrelle Patterson up the middle for 1 yard (tackle by Kaden Elliss and Marcus Davenport),2.19,1.78,1.0,2022,2
4.0,1:47,,,,,,Timeout #2 by New Orleans Saints,,,1.0,2022,2
4.0,1:47,2.0,9.0,ATL 50,24.0,26.0,Marcus Mariota left end for 8 yards (tackle by Tyrann Mathieu and Marshon Lattimore),1.78,2.15,1.0,2022,2
4.0,1:40,,,,,,Timeout #3 by New Orleans Saints,,,1.0,2022,2
