Quarter,Time,Down,ToGo,Location,NWE,MIA,Detail,EPB,EPA,week,year,game_id
1.0,3:28,2.0,3.0,NWE 32,0.0,3.0,Rhamondre Stevenson left end for 12 yards (tackle by Jevon Holland),1.01,1.86,1.0,2022,9
1.0,3:07,1.0,10.0,NWE 44,0.0,3.0,Mac Jones pass complete short left to Rhamondre Stevenson for -3 yards (tackle by Melvin Ingram),1.86,0.91,1.0,2022,9
1.0,2:31,2.0,13.0,NWE 41,0.0,3.0,Mac Jones pass complete short left to Ty Montgomery for 7 yards (tackle by Jerome Baker),0.91,1.16,1.0,2022,9
1.0,1:48,3.0,6.0,NWE 48,0.0,3.0,"Penalty on Hunter Henry: False Start, 5 yards (accepted) (no play)",1.16,0.5,1.0,2022,9
1.0,1:27,3.0,11.0,NWE 43,0.0,3.0,Mac Jones pass complete short right to Nelson Agholor for 17 yards (tackle by Brandon Jones),0.5,2.92,1.0,2022,9
1.0,0:37,1.0,10.0,MIA 40,0.0,3.0,Mac Jones sacked by Emmanuel Ogbah for -7 yards,2.92,1.43,1.0,2022,9
1.0,0:05,2.0,17.0,MIA 47,0.0,3.0,Ty Montgomery up the middle for -2 yards (tackle by Christian Wilkins),1.43,0.5,1.0,2022,9
2.0,15:00,3.0,19.0,MIA 49,0.0,3.0,Mac Jones pass complete short left to Hunter Henry for 9 yards (tackle by Kader Kohou and Elijah Campbell),0.5,0.59,1.0,2022,9
2.0,14:15,4.0,10.0,MIA 40,0.0,3.0,"Jake Bailey punts 34 yards, fair catch by Jevon Holland at MIA-6",0.59,0.38,1.0,2022,9
2.0,14:07,1.0,10.0,MIA 6,0.0,3.0,Tua Tagovailoa pass complete short left to Tyreek Hill for 5 yards (tackle by Kyle Dugger),-0.38,-0.42,1.0,2022,9
2.0,13:32,2.0,5.0,MIA 11,0.0,3.0,Tua Tagovailoa pass complete short right to Tyreek Hill for 4 yards (tackle by Jonathan Jones),-0.42,-0.37,1.0,2022,9
2.0,12:48,3.0,1.0,MIA 15,0.0,3.0,Alec Ingold right guard for 2 yards (tackle by Matt Judon),-0.37,-0.06,1.0,2022,9
2.0,12:08,1.0,10.0,MIA 17,0.0,3.0,Raheem Mostert left guard for 3 yards (tackle by Davon Godchaux),-0.06,-0.06,1.0,2022,9
2.0,11:39,2.0,7.0,MIA 20,0.0,3.0,Tua Tagovailoa pass incomplete deep left,-0.06,-0.87,1.0,2022,9
2.0,11:29,3.0,7.0,MIA 20,0.0,3.0,Tua Tagovailoa pass complete short left to Chase Edmonds for 11 yards (tackle by Raekwon McMillan),-0.87,1.0,1.0,2022,9
2.0,10:45,1.0,10.0,MIA 31,0.0,3.0,Tua Tagovailoa pass complete short middle to Durham Smythe for 14 yards (tackle by Devin McCourty),1.0,1.93,1.0,2022,9
2.0,9:55,1.0,10.0,MIA 45,0.0,3.0,Tyreek Hill left end for 6 yards (tackle by Kyle Dugger),1.93,2.19,1.0,2022,9
2.0,9:12,2.0,4.0,NWE 49,0.0,3.0,Chase Edmonds for -7 yards (tackle by Kyle Dugger),2.19,0.56,1.0,2022,9
2.0,8:29,3.0,11.0,MIA 44,0.0,3.0,Tua Tagovailoa pass complete short right to Chase Edmonds for 7 yards,0.56,0.0,1.0,2022,9
2.0,7:52,4.0,4.0,NWE 49,0.0,3.0,"Thomas Morstead punts 34 yards, fair catch by Myles Bryant at NE-15",0.0,0.22,1.0,2022,9
2.0,7:45,1.0,10.0,NWE 15,0.0,3.0,Mac Jones pass incomplete deep left intended for Jonnu Smith,-0.22,-0.71,1.0,2022,9
2.0,7:40,2.0,10.0,NWE 15,0.0,9.0,"Mac Jones sacked by Brandon Jones for -13 yards. Mac Jones fumbles (forced by Brandon Jones), recovered by Melvin Ingram at NE-2 and returned for 2 yards, touchdown",-0.71,-7.0,1.0,2022,9
2.0,7:34,,,NWE 15,0.0,10.0,Jason Sanders kicks extra point good,0.0,0.0,1.0,2022,9
2.0,7:34,,,MIA 35,0.0,10.0,"Jason Sanders kicks off 67 yards, returned by Ty Montgomery for 28 yards (tackle by Duke Riley)",0.0,0.67,1.0,2022,9
2.0,7:29,1.0,10.0,NWE 26,0.0,10.0,Mac Jones pass incomplete short left intended for Jakobi Meyers (defended by Brandon Jones),0.67,0.13,1.0,2022,9
2.0,7:24,2.0,10.0,NWE 26,0.0,10.0,Damien Harris up the middle for 3 yards (tackle by Melvin Ingram),0.13,-0.16,1.0,2022,9
2.0,6:47,3.0,7.0,NWE 29,0.0,10.0,Mac Jones pass complete deep right to Jakobi Meyers for 27 yards (tackle by Nik Needham),-0.16,2.65,1.0,2022,9
2.0,6:24,1.0,10.0,MIA 44,0.0,10.0,Mac Jones pass complete short right to Ty Montgomery for 2 yards (tackle by Jerome Baker),2.65,2.38,1.0,2022,9
2.0,5:48,2.0,8.0,MIA 42,0.0,10.0,Rhamondre Stevenson left end for -4 yards (tackle by Kader Kohou),2.38,1.16,1.0,2022,9
2.0,5:04,,,,,,Timeout #2 by New England Patriots,,,1.0,2022,9
2.0,5:04,3.0,12.0,MIA 46,0.0,10.0,Mac Jones scrambles up the middle for 2 yards (tackle by Duke Riley),1.16,0.33,1.0,2022,9
2.0,4:13,4.0,10.0,MIA 44,0.0,10.0,Jake Bailey punts 36 yards downed by Matthew Slater,0.33,0.38,1.0,2022,9
2.0,4:05,1.0,10.0,MIA 8,0.0,10.0,Chase Edmonds up the middle for 1 yard (tackle by Deatrich Wise),-0.38,-0.71,1.0,2022,9
2.0,3:42,2.0,9.0,MIA 9,0.0,10.0,Tua Tagovailoa pass complete short right to Tyreek Hill for 14 yards (tackle by Devin McCourty),-0.71,0.48,1.0,2022,9
2.0,3:03,1.0,10.0,MIA 23,0.0,10.0,Chase Edmonds right guard for 3 yards (tackle by Mack Wilson and Ja'Whaun Bentley),0.48,0.34,1.0,2022,9
2.0,2:32,2.0,7.0,MIA 26,0.0,10.0,Tua Tagovailoa pass incomplete short right intended for Durham Smythe,0.34,-0.36,1.0,2022,9
2.0,2:27,3.0,7.0,MIA 26,0.0,10.0,Tua Tagovailoa pass complete short left to Jaylen Waddle for 8 yards (tackle by Myles Bryant),-0.36,1.2,1.0,2022,9
2.0,2:02,1.0,10.0,MIA 34,0.0,10.0,"Penalty on Mike Gesicki: False Start, 5 yards (accepted) (no play)",1.2,0.87,1.0,2022,9
2.0,2:00,1.0,15.0,MIA 29,0.0,10.0,Tua Tagovailoa pass complete deep left to Tyreek Hill for 26 yards (tackle by Devin McCourty),0.87,2.59,1.0,2022,9
2.0,1:20,1.0,10.0,NWE 45,0.0,10.0,Tua Tagovailoa pass incomplete short middle intended for Tyreek Hill,2.59,2.04,1.0,2022,9
2.0,1:17,2.0,10.0,NWE 45,0.0,10.0,Tua Tagovailoa sacked by Matt Judon for -9 yards,2.04,0.17,1.0,2022,9
2.0,0:31,3.0,19.0,MIA 46,0.0,10.0,Tua Tagovailoa pass complete short middle to Cedrick Wilson for 12 yards (tackle by Adrian Phillips),0.17,0.46,1.0,2022,9
2.0,0:24,,,,,,Timeout #3 by New England Patriots,,,1.0,2022,9
2.0,0:24,4.0,7.0,NWE 42,0.0,16.0,"Tua Tagovailoa pass complete short middle to Jaylen Waddle for 42 yards, touchdown",0.46,7.0,1.0,2022,9
2.0,0:18,,,NWE 15,0.0,17.0,Jason Sanders kicks extra point good,0.0,0.0,1.0,2022,9
2.0,0:18,,,MIA 35,0.0,17.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,9
2.0,0:18,1.0,10.0,NWE 25,0.0,17.0,Mac Jones kneels for -2 yards,0.61,-0.21,1.0,2022,9
3.0,15:00,,,NWE 35,0.0,17.0,"Jake Bailey kicks off 51 yards, returned by Alec Ingold for 12 yards (tackle by Cody Davis and DaMarcus Mitchell)",0.0,0.67,1.0,2022,9
3.0,14:54,1.0,10.0,MIA 26,0.0,17.0,Tua Tagovailoa pass complete short middle to Jaylen Waddle for 7 yards (tackle by Raekwon McMillan),0.67,1.07,1.0,2022,9
3.0,14:15,2.0,3.0,MIA 33,0.0,17.0,Chase Edmonds left guard for 2 yards (tackle by Ja'Whaun Bentley and Deatrich Wise),1.07,0.63,1.0,2022,9
3.0,13:46,3.0,1.0,MIA 35,0.0,17.0,Tua Tagovailoa pass complete short right to Tyreek Hill for -1 yards (tackle by Kyle Dugger),0.63,-1.11,1.0,2022,9
3.0,13:13,4.0,2.0,MIA 34,0.0,17.0,"Thomas Morstead punts 58 yards, returned by Myles Bryant for no gain (tackle by Justin Bethel)",-1.11,0.38,1.0,2022,9
3.0,13:05,1.0,10.0,NWE 8,0.0,17.0,Damien Harris left end for 6 yards (tackle by Christian Wilkins),-0.38,-0.32,1.0,2022,9
3.0,12:23,2.0,4.0,NWE 14,0.0,17.0,Mac Jones pass complete short middle to DeVante Parker for 9 yards (tackle by Elandon Roberts),-0.32,0.48,1.0,2022,9
3.0,11:49,1.0,10.0,NWE 23,0.0,17.0,Damien Harris up the middle for 12 yards (tackle by Brandon Jones),0.48,1.27,1.0,2022,9
3.0,11:16,1.0,10.0,NWE 35,0.0,17.0,Damien Harris up the middle for no gain (tackle by Brandon Jones and Christian Wilkins),1.27,0.72,1.0,2022,9
3.0,10:38,2.0,10.0,NWE 35,0.0,17.0,Mac Jones pass complete short left to Rhamondre Stevenson for 5 yards (tackle by Xavien Howard),0.72,0.7,1.0,2022,9
3.0,9:54,3.0,5.0,NWE 40,0.0,17.0,Mac Jones pass complete short right to Jakobi Meyers for 12 yards (tackle by Elijah Campbell),0.7,2.39,1.0,2022,9
3.0,9:34,1.0,10.0,MIA 48,0.0,17.0,Mac Jones pass complete short right to Nelson Agholor for 6 yards (tackle by Duke Riley),2.39,2.66,1.0,2022,9
3.0,9:07,2.0,4.0,MIA 42,0.0,17.0,"Penalty on MIA: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",2.66,3.12,1.0,2022,9
3.0,8:53,1.0,10.0,MIA 37,0.0,17.0,Mac Jones pass complete short right to Jakobi Meyers for 7 yards (tackle by Brandon Jones),3.12,3.52,1.0,2022,9
3.0,8:18,2.0,3.0,MIA 30,0.0,17.0,Rhamondre Stevenson left tackle for no gain (tackle by Emmanuel Ogbah and Raekwon Davis),3.52,2.81,1.0,2022,9
3.0,7:37,3.0,3.0,MIA 30,0.0,17.0,Damien Harris up the middle for 2 yards (tackle by Zach Sieler and Raekwon Davis),2.81,1.72,1.0,2022,9
3.0,7:04,4.0,1.0,MIA 28,0.0,17.0,"Mac Jones pass incomplete intended for DeVante Parker. Penalty on Xavien Howard: Illegal Contact, 5 yards (accepted) (no play)",1.72,4.04,1.0,2022,9
3.0,6:57,1.0,10.0,MIA 23,0.0,17.0,Rhamondre Stevenson up the middle for no gain (tackle by Emmanuel Ogbah and Keion Crossen),4.04,3.5,1.0,2022,9
3.0,6:17,2.0,10.0,MIA 23,0.0,17.0,Mac Jones pass complete short right to Jonnu Smith for 15 yards (tackle by Jerome Baker and Christian Wilkins),3.5,5.37,1.0,2022,9
3.0,5:34,1.0,8.0,MIA 8,0.0,17.0,Mac Jones pass incomplete short left intended for Damien Harris (defended by Zach Sieler),5.37,4.57,1.0,2022,9
3.0,5:31,2.0,8.0,MIA 8,0.0,17.0,Mac Jones pass complete short right to Damien Harris for 2 yards (tackle by Nik Needham and Elandon Roberts),4.57,4.04,1.0,2022,9
3.0,4:50,3.0,6.0,MIA 6,6.0,17.0,"Mac Jones pass complete short right to Ty Montgomery for 6 yards, touchdown",4.04,7.0,1.0,2022,9
3.0,4:44,,,MIA 15,7.0,17.0,Nick Folk kicks extra point good,0.0,0.0,1.0,2022,9
3.0,4:44,,,NWE 35,7.0,17.0,"Jake Bailey kicks off 62 yards, returned by Raheem Mostert for 16 yards (tackle by Kyle Dugger)",0.0,0.15,1.0,2022,9
3.0,4:39,1.0,10.0,MIA 19,7.0,17.0,Tua Tagovailoa pass complete short left to Tyreek Hill for 18 yards (tackle by Devin McCourty),0.15,1.4,1.0,2022,9
3.0,4:00,1.0,10.0,MIA 37,7.0,17.0,Cedrick Wilson right end for 8 yards (tackle by Myles Bryant),1.4,1.94,1.0,2022,9
3.0,3:24,2.0,2.0,MIA 45,7.0,17.0,Raheem Mostert left guard for 3 yards (tackle by Davon Godchaux and Matt Judon),1.94,2.13,1.0,2022,9
3.0,2:39,1.0,10.0,MIA 48,7.0,17.0,Tua Tagovailoa pass complete short right to Raheem Mostert for 16 yards (tackle by Myles Bryant and Jonathan Jones),2.13,3.18,1.0,2022,9
3.0,1:47,1.0,10.0,NWE 36,7.0,17.0,Chase Edmonds right guard for 4 yards (tackle by Matt Judon and Ja'Whaun Bentley),3.18,3.18,1.0,2022,9
3.0,1:07,2.0,6.0,NWE 32,7.0,17.0,Tua Tagovailoa pass complete short middle to Mike Gesicki for 1 yard (tackle by Ja'Whaun Bentley),3.18,2.61,1.0,2022,9
3.0,0:27,3.0,5.0,NWE 31,7.0,17.0,Tua Tagovailoa pass incomplete short right intended for Tyreek Hill,2.61,1.35,1.0,2022,9
3.0,0:24,4.0,5.0,NWE 31,7.0,20.0,Jason Sanders 49 yard field goal good,1.35,3.0,1.0,2022,9
3.0,0:19,,,MIA 35,7.0,20.0,"Jason Sanders kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,9
3.0,0:19,1.0,10.0,NWE 25,7.0,20.0,Damien Harris left end for 6 yards (tackle by Jerome Baker),0.61,0.87,1.0,2022,9
4.0,15:00,2.0,4.0,NWE 31,7.0,20.0,Jakobi Meyers left end for 7 yards (tackle by Elandon Roberts and Brandon Jones),0.87,1.47,1.0,2022,9
4.0,14:16,1.0,10.0,NWE 38,7.0,20.0,Damien Harris right guard for 4 yards (tackle by Brandon Jones and Raekwon Davis),1.47,1.46,1.0,2022,9
4.0,13:45,2.0,6.0,NWE 42,7.0,20.0,Rhamondre Stevenson left tackle for no gain (tackle by Raekwon Davis and Emmanuel Ogbah),1.46,0.76,1.0,2022,9
4.0,13:05,3.0,6.0,NWE 42,7.0,20.0,"Mac Jones pass incomplete. Penalty on Jevon Holland: Roughing the Passer, 15 yards (offset) . Penalty on Ty Montgomery: Chop Block, 15 yards (offset) (no play)",0.76,0.76,1.0,2022,9
4.0,12:59,3.0,6.0,NWE 42,7.0,20.0,Mac Jones pass incomplete deep middle intended for Jakobi Meyers (defended by Duke Riley),0.76,-0.59,1.0,2022,9
4.0,12:54,4.0,6.0,NWE 42,7.0,20.0,"Jake Bailey punts 48 yards, fair catch by Jevon Holland at MIA-10",-0.59,0.38,1.0,2022,9
4.0,12:47,1.0,10.0,MIA 10,7.0,20.0,Tua Tagovailoa pass incomplete deep middle intended for Tyreek Hill,-0.38,-0.78,1.0,2022,9
4.0,12:41,2.0,10.0,MIA 10,7.0,20.0,Tua Tagovailoa pass complete short right to Cedrick Wilson for 8 yards (tackle by Jahlani Tavai),-0.78,-0.48,1.0,2022,9
4.0,11:58,3.0,2.0,MIA 18,7.0,20.0,Chase Edmonds up the middle for 1 yard (tackle by Ja'Whaun Bentley),-0.48,-2.14,1.0,2022,9
4.0,11:20,4.0,1.0,MIA 19,7.0,20.0,"Thomas Morstead punts 50 yards, returned by Myles Bryant for 12 yards (tackle by Andrew Van Ginkel and Keion Crossen)",-2.14,-1.8,1.0,2022,9
4.0,11:07,1.0,10.0,NWE 43,7.0,20.0,Mac Jones pass incomplete short middle intended for Nelson Agholor,1.8,1.25,1.0,2022,9
4.0,11:04,2.0,10.0,NWE 43,7.0,20.0,Mac Jones pass complete short right to Jonnu Smith for 7 yards (tackle by Brandon Jones and Raekwon Davis),1.25,1.49,1.0,2022,9
4.0,10:24,3.0,3.0,MIA 50,7.0,20.0,Ty Montgomery up the middle for no gain (tackle by Zach Sieler),1.49,-0.06,1.0,2022,9
4.0,9:46,,,,,,Timeout #1 by New England Patriots,,,1.0,2022,9
4.0,9:46,4.0,3.0,MIA 50,7.0,20.0,"Mac Jones pass incomplete deep middle intended for Hunter Henry (defended by Kader Kohou). Penalty on Trent Brown: Offensive Holding, 10 yards (declined)",-0.06,-2.26,1.0,2022,9
4.0,9:38,1.0,10.0,MIA 50,7.0,20.0,Chase Edmonds left end for 7 yards (tackle by Devin McCourty),2.26,2.66,1.0,2022,9
4.0,9:02,2.0,3.0,NWE 43,7.0,20.0,Tua Tagovailoa pass incomplete short right intended for Jaylen Waddle,2.66,1.95,1.0,2022,9
4.0,8:55,3.0,3.0,NWE 43,7.0,20.0,Tua Tagovailoa pass complete short middle to Chase Edmonds for 7 yards (tackle by Raekwon McMillan),1.95,3.18,1.0,2022,9
4.0,8:13,1.0,10.0,NWE 36,7.0,20.0,Chase Edmonds left end for -1 yards (tackle by Mack Wilson),3.18,2.5,1.0,2022,9
4.0,7:37,2.0,11.0,NWE 37,7.0,20.0,Tua Tagovailoa pass complete short left to Trent Sherfield for 8 yards,2.5,2.87,1.0,2022,9
4.0,6:50,3.0,3.0,NWE 29,7.0,20.0,Tua Tagovailoa sacked by Ja'Whaun Bentley for -12 yards,2.87,0.53,1.0,2022,9
4.0,6:06,4.0,15.0,NWE 41,7.0,20.0,"Penalty on MIA: Delay of Game, 5 yards (accepted) (no play)",0.53,0.2,1.0,2022,9
4.0,6:06,4.0,20.0,NWE 46,7.0,20.0,Thomas Morstead punts 41 yards downed by Keion Crossen,0.2,0.38,1.0,2022,9
4.0,5:59,1.0,10.0,NWE 5,7.0,20.0,Mac Jones pass incomplete deep right intended for Nelson Agholor,-0.38,-0.78,1.0,2022,9
4.0,5:53,2.0,10.0,NWE 5,7.0,20.0,Mac Jones pass complete short middle to Jonnu Smith for 11 yards (tackle by Jerome Baker and Brandon Jones),-0.78,-0.14,1.0,2022,9
4.0,5:28,1.0,10.0,NWE 16,7.0,20.0,Mac Jones pass complete deep left to Kendrick Bourne for 41 yards (tackle by Jevon Holland),-0.14,2.72,1.0,2022,9
4.0,5:11,1.0,10.0,MIA 43,7.0,20.0,Mac Jones pass incomplete short left intended for Ty Montgomery,2.72,2.18,1.0,2022,9
4.0,5:06,2.0,10.0,MIA 43,7.0,20.0,"Mac Jones pass complete short middle to Nelson Agholor for 5 yards. Nelson Agholor fumbles (forced by Kader Kohou), recovered by Jaelan Phillips at MIA-37",2.18,-1.4,1.0,2022,9
4.0,4:55,1.0,10.0,MIA 37,7.0,20.0,Tua Tagovailoa pass complete short middle to Jaylen Waddle for 12 yards (tackle by Devin McCourty),1.4,2.19,1.0,2022,9
4.0,4:17,1.0,10.0,MIA 49,7.0,20.0,Chase Edmonds left tackle for 1 yard (tackle by Lawrence Guy and Mack Wilson),2.19,1.78,1.0,2022,9
4.0,3:30,2.0,9.0,NWE 50,7.0,20.0,Tua Tagovailoa pass incomplete short middle,1.78,1.09,1.0,2022,9
4.0,3:21,,,,,,Timeout #1 by Miami Dolphins,,,1.0,2022,9
4.0,3:21,3.0,9.0,NWE 50,7.0,20.0,Tua Tagovailoa pass complete short left to Chase Edmonds for 15 yards (tackle by Josh Uche),1.09,3.25,1.0,2022,9
4.0,2:34,1.0,10.0,NWE 35,7.0,20.0,Raheem Mostert left guard for no gain (tackle by Carl Davis),3.25,2.7,1.0,2022,9
4.0,2:16,,,,,,Timeout #2 by New England Patriots,,,1.0,2022,9
4.0,2:16,2.0,10.0,NWE 35,7.0,20.0,Raheem Mostert left tackle for 11 yards (tackle by Raekwon McMillan),2.7,3.97,1.0,2022,9
4.0,2:00,1.0,10.0,NWE 24,7.0,20.0,Jaylen Waddle right end for 8 yards (tackle by Myles Bryant),3.97,4.65,1.0,2022,9
4.0,1:11,,,,,,Timeout #2 by Miami Dolphins,,,1.0,2022,9
4.0,1:11,2.0,2.0,NWE 16,7.0,20.0,Tua Tagovailoa pass incomplete short left intended for Trent Sherfield,4.65,3.95,1.0,2022,9
4.0,1:05,3.0,2.0,NWE 16,7.0,20.0,Raheem Mostert left guard for no gain (tackle by Jabrill Peppers) (no play),3.95,4.84,1.0,2022,9
4.0,1:01,1.0,10.0,NWE 11,7.0,20.0,Tua Tagovailoa kneels for no gain,4.84,4.14,1.0,2022,9
4.0,0:30,2.0,10.0,NWE 11,7.0,20.0,Tua Tagovailoa kneels for no gain,4.14,3.13,1.0,2022,9
