Quarter,Time,Down,ToGo,Location,IND,HOU,Detail,EPB,EPA,week,year,game_id
1,4:42,2.0,8.0,HOU 27,3.0,0.0,Dameon Pierce left tackle for 3 yards (tackle by DeForest Buckner),0.33,0.04,1.0,2022,6
1,4:03,3.0,5.0,HOU 30,3.0,0.0,Davis Mills pass incomplete short right intended for Chris Conley,0.04,-1.37,1.0,2022,6
1,3:57,4.0,5.0,HOU 30,3.0,0.0,"Cameron Johnston punts 49 yards, returned by Nyheim Hines for 9 yards (tackle by Blake Cashman and Tremon Smith)",-1.37,-0.94,1.0,2022,6
1,3:46,1.0,10.0,IND 30,3.0,0.0,Matt Ryan pass incomplete short right intended for Jonathan Taylor,0.94,0.39,1.0,2022,6
1,3:42,2.0,10.0,IND 30,3.0,0.0,Matt Ryan pass complete short right to Nyheim Hines for 11 yards (tackle by Kamu Grugier-Hill),0.39,1.66,1.0,2022,6
1,3:02,1.0,10.0,IND 41,3.0,0.0,Matt Ryan pass complete short left to Mike Strachan for 20 yards (tackle by Derek Stingley and Jonathan Owens),1.66,2.98,1.0,2022,6
1,2:23,1.0,10.0,HOU 39,3.0,0.0,Jonathan Taylor right tackle for 17 yards (tackle by Desmond King),2.98,4.11,1.0,2022,6
1,1:50,1.0,10.0,HOU 22,3.0,0.0,Jonathan Taylor up the middle for 9 yards (tackle by Jonathan Owens),4.11,5.06,1.0,2022,6
1,1:11,2.0,1.0,HOU 13,3.0,0.0,Jonathan Taylor left guard for 4 yards (tackle by Kamu Grugier-Hill),5.06,5.14,1.0,2022,6
1,0:39,1.0,9.0,HOU 9,3.0,0.0,Jonathan Taylor right guard for -2 yards (tackle by Kamu Grugier-Hill and Jalen Pitre),5.14,4.02,1.0,2022,6
2,15:00,2.0,11.0,HOU 11,3.0,0.0,Matt Ryan pass incomplete short left intended for Alec Pierce,4.02,3.12,1.0,2022,6
2,14:52,3.0,11.0,HOU 11,3.0,0.0,Matt Ryan pass complete short right to Nyheim Hines for 9 yards (tackle by Kamu Grugier-Hill and Christian Kirksey),3.12,3.25,1.0,2022,6
2,14:15,4.0,2.0,HOU 2,3.0,0.0,Nyheim Hines up the middle for -2 yards (tackle by Jonathan Greenard),3.25,0.38,1.0,2022,6
2,14:10,1.0,10.0,HOU 4,3.0,0.0,Davis Mills pass complete short right to Pharaoh Brown for 17 yards (tackle by Kenny Moore),-0.38,0.34,1.0,2022,6
2,13:40,1.0,10.0,HOU 21,3.0,0.0,Davis Mills pass complete short right to Troy Hairston for 5 yards,0.34,0.48,1.0,2022,6
2,13:00,2.0,5.0,HOU 26,3.0,0.0,Rex Burkhead right tackle for 3 yards (tackle by DeForest Buckner and E.J. Speed),0.48,0.17,1.0,2022,6
2,12:15,3.0,2.0,HOU 29,3.0,0.0,Davis Mills pass complete short right to Brevin Jordan for 5 yards (tackle by Stephon Gilmore),0.17,1.2,1.0,2022,6
2,11:45,1.0,10.0,HOU 34,3.0,0.0,Davis Mills pass complete short right to Brandin Cooks for 14 yards (tackle by Zaire Franklin),1.2,2.13,1.0,2022,6
2,11:02,1.0,10.0,HOU 48,3.0,0.0,Davis Mills pass incomplete deep left intended for Chris Conley,2.13,1.58,1.0,2022,6
2,10:55,2.0,10.0,HOU 48,3.0,0.0,Davis Mills pass complete short left to Chris Moore for 11 yards (tackle by Zaire Franklin),1.58,2.85,1.0,2022,6
2,10:20,1.0,10.0,IND 41,3.0,0.0,Rex Burkhead up the middle for 2 yards (tackle by Bobby Okereke),2.85,2.58,1.0,2022,6
2,9:49,2.0,8.0,IND 39,3.0,0.0,Rex Burkhead left guard for 6 yards (tackle by Kwity Paye and DeForest Buckner),2.58,2.68,1.0,2022,6
2,9:00,3.0,2.0,IND 33,3.0,0.0,Rex Burkhead up the middle for 4 yards (tackle by Zaire Franklin),2.68,3.64,1.0,2022,6
2,8:34,1.0,10.0,IND 29,3.0,0.0,Davis Mills pass incomplete short right intended for Brandin Cooks,3.64,3.1,1.0,2022,6
2,8:27,2.0,10.0,IND 29,3.0,0.0,Rex Burkhead left guard for 2 yards (tackle by Bobby Okereke),3.1,2.68,1.0,2022,6
2,7:59,3.0,8.0,IND 27,3.0,0.0,Davis Mills pass incomplete short left intended for Brandin Cooks,2.68,1.67,1.0,2022,6
2,7:54,4.0,8.0,IND 27,3.0,3.0,Ka'imi Fairbairn 45 yard field goal good,1.67,3.0,1.0,2022,6
2,7:50,,,HOU 35,3.0,3.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,6
2,7:50,1.0,10.0,IND 25,3.0,3.0,Matt Ryan pass complete short right to Michael Pittman for 28 yards (tackle by Jonathan Owens),0.61,2.46,1.0,2022,6
2,7:17,1.0,10.0,HOU 47,3.0,3.0,Jonathan Taylor right tackle for 2 yards (tackle by Ogbonnia Okoronkwo),2.46,2.18,1.0,2022,6
2,6:39,2.0,8.0,HOU 45,3.0,3.0,Jonathan Taylor right guard for 7 yards (tackle by Jonathan Owens),2.18,2.41,1.0,2022,6
2,5:57,3.0,1.0,HOU 38,3.0,3.0,Jonathan Taylor left end for 13 yards (tackle by Jonathan Owens),2.41,3.91,1.0,2022,6
2,5:16,1.0,10.0,HOU 25,3.0,3.0,Matt Ryan pass complete short right to Michael Pittman for 3 yards (tackle by Steven Nelson),3.91,3.77,1.0,2022,6
2,4:36,2.0,7.0,HOU 22,3.0,3.0,Matt Ryan pass short right intended for Jonathan Taylor is intercepted by Jerry Hughes at HOU-28 and returned for 14 yards (tackle by Matt Ryan),3.77,-1.73,1.0,2022,6
2,4:26,1.0,10.0,HOU 42,3.0,3.0,Dameon Pierce left guard for 8 yards (tackle by Bobby Okereke),1.73,2.27,1.0,2022,6
2,3:55,2.0,2.0,HOU 50,3.0,3.0,Dameon Pierce right guard for 4 yards (tackle by Grover Stewart and E.J. Speed),2.27,2.52,1.0,2022,6
2,3:18,1.0,10.0,IND 46,3.0,3.0,Dameon Pierce left guard for -3 yards (tackle by Grover Stewart),2.52,1.57,1.0,2022,6
2,2:48,2.0,13.0,IND 49,3.0,3.0,"Davis Mills pass incomplete deep right intended for Chris Moore. Penalty on Kenny Moore: Defensive Pass Interference, 33 yards (accepted) (no play)",1.57,4.51,1.0,2022,6
2,2:42,1.0,10.0,IND 16,3.0,9.0,"Davis Mills pass complete short right to O.J. Howard for 16 yards, touchdown",4.51,7.0,1.0,2022,6
2,2:37,,,IND 15,3.0,10.0,Ka'imi Fairbairn kicks extra point good,0.0,0.0,1.0,2022,6
2,2:37,,,HOU 35,3.0,10.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,6
2,2:37,1.0,10.0,IND 25,3.0,10.0,Matt Ryan pass complete short middle to Nyheim Hines for 5 yards (tackle by Kamu Grugier-Hill),0.61,0.74,1.0,2022,6
2,2:17,2.0,5.0,IND 30,3.0,10.0,Nyheim Hines left guard for 3 yards (tackle by Jalen Pitre),0.74,0.43,1.0,2022,6
2,2:00,3.0,2.0,IND 33,3.0,10.0,Matt Ryan pass complete short left to Parris Campbell for 5 yards (tackle by Kamu Grugier-Hill),0.43,1.47,1.0,2022,6
2,1:41,1.0,10.0,IND 38,3.0,10.0,Matt Ryan pass complete short left to Kylen Granson for 3 yards (tackle by Jalen Pitre),1.47,1.33,1.0,2022,6
2,1:37,2.0,7.0,IND 41,3.0,10.0,"Penalty on Michael Dwumfour: Neutral Zone Infraction, 5 yards (accepted) (no play)",1.33,2.07,1.0,2022,6
2,1:37,2.0,1.0,IND 46,3.0,10.0,Matt Ryan pass complete deep middle to Michael Pittman for 20 yards (tackle by Jonathan Owens),2.07,3.31,1.0,2022,6
2,1:15,1.0,10.0,HOU 34,3.0,10.0,Matt Ryan pass complete short left to Michael Pittman for 4 yards (tackle by Kamu Grugier-Hill),3.31,3.38,1.0,2022,6
2,0:58,2.0,5.0,HOU 30,3.0,10.0,"Matt Ryan sacked by Jerry Hughes for -7 yards. Matt Ryan fumbles (forced by Jerry Hughes), recovered by Braden Smith at HOU-37",3.38,1.69,1.0,2022,6
2,0:48,,,,,,Timeout #1 by Indianapolis Colts,,,1.0,2022,6
2,0:48,3.0,13.0,HOU 37,3.0,10.0,"Penalty on Braden Smith: False Start, 5 yards (accepted) (no play)",1.69,1.03,1.0,2022,6
2,0:48,3.0,18.0,HOU 42,3.0,10.0,Matt Ryan pass incomplete short left intended for Michael Pittman,1.03,0.46,1.0,2022,6
2,0:45,4.0,18.0,HOU 42,3.0,10.0,"Matt Haack punts 28 yards, fair catch by Desmond King at HOU-14",0.46,0.28,1.0,2022,6
2,0:38,1.0,10.0,HOU 14,3.0,10.0,Rex Burkhead right guard for 5 yards (tackle by Kwity Paye),-0.28,-0.04,1.0,2022,6
2,0:33,,,,,,Timeout #1 by Houston Texans,,,1.0,2022,6
2,0:33,2.0,5.0,HOU 19,3.0,10.0,Davis Mills pass incomplete short right intended for Rex Burkhead (defended by Bobby Okereke),-0.04,-0.8,1.0,2022,6
2,0:29,3.0,5.0,HOU 19,3.0,10.0,Davis Mills pass complete short middle to Rex Burkhead for 6 yards (tackle by Bobby Okereke),-0.8,0.61,1.0,2022,6
2,0:21,,,,,,Timeout #2 by Houston Texans,,,1.0,2022,6
2,0:21,1.0,10.0,HOU 25,3.0,10.0,Davis Mills pass complete deep left to Nico Collins for 18 yards (tackle by Brandon Facyson),0.61,1.8,1.0,2022,6
2,0:14,,,,,,Timeout #3 by Houston Texans,,,1.0,2022,6
2,0:14,1.0,10.0,HOU 43,3.0,10.0,Davis Mills pass incomplete short left intended for Brevin Jordan,1.8,1.25,1.0,2022,6
2,0:09,2.0,10.0,HOU 43,3.0,10.0,Rex Burkhead left tackle for 8 yards (tackle by Yannick Ngakoue),1.25,1.62,1.0,2022,6
3,15:00,,,IND 35,3.0,10.0,"Rodrigo Blankenship kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,6
3,15:00,1.0,10.0,HOU 25,3.0,10.0,Davis Mills pass complete deep middle to Brandin Cooks for 42 yards (tackle by Julian Blackmon),0.61,3.38,1.0,2022,6
3,14:22,1.0,10.0,IND 33,3.0,10.0,Rex Burkhead up the middle for -3 yards (tackle by Yannick Ngakoue),3.38,2.43,1.0,2022,6
3,13:44,2.0,13.0,IND 36,3.0,10.0,Rex Burkhead for 3 yards (tackle by DeForest Buckner and Bobby Okereke),2.43,2.15,1.0,2022,6
3,13:05,3.0,10.0,IND 33,3.0,10.0,Davis Mills pass complete short right to Nico Collins for 8 yards (tackle by Kenny Moore and Zaire Franklin),2.15,1.93,1.0,2022,6
3,12:20,4.0,2.0,IND 25,3.0,13.0,Ka'imi Fairbairn 43 yard field goal good,1.93,3.0,1.0,2022,6
3,12:17,,,HOU 35,3.0,13.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,6
3,10:24,1.0,10.0,IND 25,3.0,13.0,"Jonathan Taylor right end for 1 yard (tackle by Christian Kirksey and Jonathan Greenard). Penalty on Maliek Collins: Defensive Holding, 5 yards (accepted)",0.61,1.0,1.0,2022,6
3,11:51,1.0,10.0,IND 31,3.0,13.0,Jonathan Taylor up the middle for 9 yards (tackle by Desmond King and Kamu Grugier-Hill),1.0,1.68,1.0,2022,6
3,11:10,2.0,1.0,IND 40,3.0,13.0,Jonathan Taylor right guard for 2 yards (tackle by Maliek Collins and Roy Lopez),1.68,1.73,1.0,2022,6
3,10:33,1.0,10.0,IND 42,3.0,13.0,Matt Ryan pass incomplete short middle intended for Jonathan Taylor (defended by Demone Harris),1.73,1.19,1.0,2022,6
3,10:24,2.0,10.0,IND 42,3.0,13.0,"Matt Ryan pass complete short right to Jonathan Taylor for no gain (tackle by Kamu Grugier-Hill and Christian Kirksey). Penalty on Quenton Nelson: Ineligible Downfield Pass, 5 yards (accepted) (no play)",1.19,0.51,1.0,2022,6
3,9:53,2.0,15.0,IND 37,3.0,13.0,"Matt Ryan pass incomplete short middle intended for Alec Pierce. Penalty on Jalen Pitre: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",0.51,2.39,1.0,2022,6
3,9:47,,,,,,Timeout #1 by Indianapolis Colts,,,1.0,2022,6
3,9:47,1.0,10.0,HOU 48,3.0,13.0,Matt Ryan pass incomplete deep right intended for Ashton Dulin,2.39,1.85,1.0,2022,6
3,9:41,2.0,10.0,HOU 48,3.0,13.0,Jonathan Taylor right guard for 8 yards (tackle by Jonathan Owens),1.85,2.21,1.0,2022,6
3,8:59,3.0,2.0,HOU 40,3.0,13.0,"Matt Ryan aborted snap, recovered by Christian Kirksey at HOU-42",2.21,-1.73,1.0,2022,6
3,8:56,1.0,10.0,HOU 42,3.0,13.0,Davis Mills pass complete short right to Rex Burkhead for 5 yards (tackle by Kwity Paye),1.73,1.86,1.0,2022,6
3,8:16,2.0,5.0,HOU 47,3.0,13.0,"Davis Mills pass complete short left to Chris Moore for 11 yards (tackle by Brandon Facyson and Kenny Moore). Penalty on Yannick Ngakoue: Roughing the Passer, 15 yards (accepted)",1.86,3.78,1.0,2022,6
3,7:37,1.0,10.0,IND 27,3.0,13.0,Dameon Pierce left guard for 5 yards (tackle by E.J. Speed),3.78,3.91,1.0,2022,6
3,7:21,2.0,5.0,IND 22,3.0,19.0,"Davis Mills pass complete deep left to O.J. Howard for 22 yards, touchdown",3.91,7.0,1.0,2022,6
3,7:16,,,IND 15,3.0,20.0,Ka'imi Fairbairn kicks extra point good,0.0,0.0,1.0,2022,6
3,7:16,,,HOU 35,3.0,20.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,6
3,7:16,1.0,10.0,IND 25,3.0,20.0,Matt Ryan pass incomplete deep middle intended for Ashton Dulin (defended by Steven Nelson),0.61,0.06,1.0,2022,6
3,7:10,2.0,10.0,IND 25,3.0,20.0,"Matt Ryan fumbles, recovered by Matt Ryan at IND-25 Matt Ryan pass incomplete short right",0.06,-0.62,1.0,2022,6
3,7:05,3.0,10.0,IND 25,3.0,20.0,Matt Ryan pass complete short right to Jonathan Taylor for 4 yards (tackle by Kamu Grugier-Hill and Steven Nelson),-0.62,-1.44,1.0,2022,6
3,6:32,4.0,6.0,IND 29,3.0,20.0,Matt Haack punts 70 yards downed by Grant Stuard,-1.44,0.38,1.0,2022,6
3,6:16,1.0,10.0,HOU 1,3.0,20.0,Davis Mills left guard for 1 yard (tackle by Grover Stewart),-0.38,-0.71,1.0,2022,6
3,5:38,2.0,9.0,HOU 2,3.0,20.0,Rex Burkhead left guard for 1 yard (tackle by Tyquan Lewis),-0.71,-1.19,1.0,2022,6
3,5:14,3.0,8.0,HOU 3,3.0,20.0,Davis Mills pass complete short left to Rex Burkhead for 4 yards (tackle by Nick Cross),-1.19,-2.49,1.0,2022,6
3,4:36,4.0,4.0,HOU 7,3.0,20.0,"Cameron Johnston punts, returned by Nyheim Hines for no gain (tackle by Isaac Yiadom). Penalty on E.J. Speed: Running Into the Kicker, 5 yards (accepted) (no play)",-2.49,-0.35,1.0,2022,6
3,4:29,1.0,10.0,HOU 12,3.0,20.0,Dameon Pierce left guard for 1 yard (tackle by Kwity Paye and Zaire Franklin),-0.35,-0.7,1.0,2022,6
3,3:53,2.0,9.0,HOU 13,3.0,20.0,Davis Mills pass complete short right to Brandin Cooks for 7 yards (tackle by Stephon Gilmore),-0.7,-0.48,1.0,2022,6
3,3:17,3.0,2.0,HOU 20,3.0,20.0,Jeff Driskel scrambles right end for 5 yards (tackle by Kwity Paye),-0.48,0.61,1.0,2022,6
3,2:39,1.0,10.0,HOU 25,3.0,20.0,"Davis Mills pass incomplete deep left intended for Brandin Cooks. Penalty on Kenny Moore: Defensive Pass Interference, 21 yards (accepted) (no play)",0.61,1.99,1.0,2022,6
3,2:33,1.0,10.0,HOU 46,3.0,20.0,Dameon Pierce left tackle for 1 yard (tackle by Nick Cross),1.99,1.59,1.0,2022,6
3,1:48,2.0,9.0,HOU 47,3.0,20.0,Davis Mills pass complete short middle to Dameon Pierce for 6 yards (tackle by E.J. Speed),1.59,1.69,1.0,2022,6
3,1:17,3.0,3.0,IND 47,3.0,20.0,Davis Mills pass complete short left to Brandin Cooks for 4 yards (tackle by Brandon Facyson),1.69,2.72,1.0,2022,6
3,0:33,1.0,10.0,IND 43,3.0,20.0,Davis Mills pass incomplete short right intended for Rex Burkhead,2.72,2.18,1.0,2022,6
3,0:28,2.0,10.0,IND 43,3.0,20.0,Davis Mills pass complete short left to Rex Burkhead for 7 yards (tackle by Stephon Gilmore),2.18,2.41,1.0,2022,6
4,15:00,3.0,3.0,IND 36,3.0,20.0,Davis Mills pass incomplete deep left intended for Brandin Cooks,2.41,0.89,1.0,2022,6
4,14:56,4.0,3.0,IND 36,3.0,20.0,"Penalty on Davis Mills: Delay of Game, 5 yards (accepted) (no play)",0.89,0.53,1.0,2022,6
4,14:56,4.0,8.0,IND 41,3.0,20.0,"Cameron Johnston punts 37 yards, returned by Nyheim Hines for 11 yards (tackle by M.J. Stewart)",0.53,0.22,1.0,2022,6
4,14:46,1.0,10.0,IND 15,3.0,20.0,Matt Ryan pass incomplete short left intended for Michael Pittman (defended by Kamu Grugier-Hill),-0.22,-0.71,1.0,2022,6
4,14:42,2.0,10.0,IND 15,3.0,20.0,Matt Ryan pass complete short left to Michael Pittman for 14 yards,-0.71,0.87,1.0,2022,6
4,14:09,1.0,10.0,IND 29,3.0,20.0,Matt Ryan pass complete short left to Ashton Dulin for 16 yards (tackle by Jonathan Owens and Derek Stingley),0.87,1.93,1.0,2022,6
4,13:45,1.0,10.0,IND 45,3.0,20.0,Matt Ryan pass complete short left to Mo Alie-Cox for 13 yards (tackle by Kamu Grugier-Hill and Derek Stingley),1.93,2.79,1.0,2022,6
4,12:58,1.0,10.0,HOU 42,3.0,20.0,Matt Ryan pass complete deep right to Ashton Dulin for 23 yards (tackle by Desmond King and Kamu Grugier-Hill),2.79,4.31,1.0,2022,6
4,12:24,1.0,10.0,HOU 19,3.0,20.0,Jonathan Taylor left guard for 6 yards (tackle by Jalen Pitre),4.31,4.72,1.0,2022,6
4,11:46,2.0,4.0,HOU 13,3.0,20.0,Matt Ryan pass complete short left to Nyheim Hines for 9 yards (tackle by Kamu Grugier-Hill),4.72,6.28,1.0,2022,6
4,11:02,1.0,4.0,HOU 4,3.0,20.0,Matt Ryan pass incomplete short middle intended for Michael Pittman (defended by Desmond King),6.28,5.34,1.0,2022,6
4,10:57,2.0,4.0,HOU 4,3.0,20.0,Matt Ryan pass incomplete short middle intended for Ashton Dulin (defended by Jonathan Owens),5.34,4.49,1.0,2022,6
4,10:53,3.0,4.0,HOU 4,3.0,20.0,Matt Ryan pass incomplete short left intended for Alec Pierce (defended by Derek Stingley),4.49,3.03,1.0,2022,6
4,10:47,4.0,4.0,HOU 4,3.0,20.0,"Penalty on IND: Delay of Game, 5 yards (accepted) (no play)",3.03,2.83,1.0,2022,6
4,10:47,4.0,9.0,HOU 9,6.0,20.0,Rodrigo Blankenship 27 yard field goal good,2.83,3.0,1.0,2022,6
4,10:44,,,IND 35,6.0,20.0,"Rodrigo Blankenship kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,6
4,10:44,1.0,10.0,HOU 25,6.0,20.0,Dameon Pierce right tackle for 4 yards (tackle by Kenny Moore),0.61,0.6,1.0,2022,6
4,10:02,2.0,6.0,HOU 29,6.0,20.0,"Davis Mills sacked by E.J. Speed for -7 yards. Davis Mills fumbles (forced by E.J. Speed), recovered by DeForest Buckner at HOU-20",0.6,-4.24,1.0,2022,6
4,9:49,1.0,10.0,HOU 20,6.0,20.0,Jonathan Taylor up the middle for 7 yards (tackle by Jalen Pitre and Jonathan Owens),4.24,4.83,1.0,2022,6
4,9:13,2.0,3.0,HOU 13,6.0,20.0,Jonathan Taylor right guard for 4 yards (tackle by Jalen Pitre and Christian Kirksey),4.83,5.14,1.0,2022,6
4,8:30,1.0,9.0,HOU 9,6.0,20.0,Matt Ryan pass complete short right to Ashton Dulin for 7 yards (tackle by Steven Nelson),5.14,5.72,1.0,2022,6
4,7:46,2.0,2.0,HOU 2,12.0,20.0,"Jonathan Taylor right guard for 2 yards, touchdown",5.72,7.0,1.0,2022,6
4,7:42,,,HOU 15,13.0,20.0,Rodrigo Blankenship kicks extra point good,0.0,0.0,1.0,2022,6
4,7:42,,,IND 35,13.0,20.0,"Rodrigo Blankenship kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,6
4,7:42,1.0,10.0,HOU 25,13.0,20.0,Rex Burkhead left end for 6 yards (tackle by Zaire Franklin),0.61,0.87,1.0,2022,6
4,6:57,2.0,4.0,HOU 31,13.0,20.0,Dameon Pierce right guard for 5 yards (tackle by Zaire Franklin and E.J. Speed),0.87,1.33,1.0,2022,6
4,6:14,1.0,10.0,HOU 36,13.0,20.0,Dameon Pierce left tackle for 1 yard (tackle by Bobby Okereke),1.33,0.93,1.0,2022,6
4,5:30,2.0,9.0,HOU 37,13.0,20.0,Rex Burkhead left tackle for 1 yard (tackle by Grover Stewart),0.93,0.37,1.0,2022,6
4,4:39,3.0,8.0,HOU 38,13.0,20.0,"Davis Mills pass incomplete short right intended for Nico Collins Penalty on HOU: Illegal Shift, 5 yards (declined)",0.37,-0.85,1.0,2022,6
4,4:39,4.0,7.0,HOU 38,13.0,20.0,"Cameron Johnston punts 49 yards, returned by Nyheim Hines for 7 yards (tackle by Blake Cashman)",-0.85,-0.28,1.0,2022,6
4,4:29,1.0,10.0,IND 20,13.0,20.0,Matt Ryan pass incomplete short right intended for Kylen Granson (defended by Maliek Collins),0.28,-0.27,1.0,2022,6
4,4:24,2.0,10.0,IND 20,13.0,20.0,Matt Ryan pass complete short middle to Mike Strachan for 16 yards (tackle by Steven Nelson),-0.27,1.33,1.0,2022,6
4,3:51,1.0,10.0,IND 36,13.0,20.0,Jonathan Taylor up the middle for 9 yards (tackle by Jalen Pitre and Jonathan Owens),1.33,2.01,1.0,2022,6
4,3:19,2.0,1.0,IND 45,13.0,20.0,Jonathan Taylor right tackle for 13 yards (tackle by Jonathan Owens),2.01,2.79,1.0,2022,6
4,2:43,1.0,10.0,HOU 42,13.0,20.0,Jonathan Taylor up the middle for 13 yards (tackle by Jonathan Owens and Kurt Hinish),2.79,3.64,1.0,2022,6
4,2:14,1.0,10.0,HOU 29,13.0,20.0,Jonathan Taylor right guard for 14 yards (tackle by Jonathan Owens),3.64,4.58,1.0,2022,6
4,2:00,1.0,10.0,HOU 15,19.0,20.0,"Matt Ryan pass complete short right to Michael Pittman for 15 yards, touchdown",4.58,7.0,1.0,2022,6
4,1:54,,,HOU 15,20.0,20.0,Rodrigo Blankenship kicks extra point good,0.0,0.0,1.0,2022,6
4,1:54,,,IND 35,20.0,20.0,"Rodrigo Blankenship kicks off 63 yards, out of bounds",0.0,1.6,1.0,2022,6
4,1:54,1.0,10.0,HOU 40,20.0,20.0,Rex Burkhead right tackle for 4 yards (tackle by Bobby Okereke),1.6,1.59,1.0,2022,6
4,1:35,2.0,6.0,HOU 44,20.0,20.0,Davis Mills pass incomplete short right intended for Rex Burkhead (defended by Tyquan Lewis),1.59,0.89,1.0,2022,6
4,1:30,3.0,6.0,HOU 44,20.0,20.0,Davis Mills pass incomplete short left intended for Brandin Cooks,0.89,-0.46,1.0,2022,6
4,1:24,4.0,6.0,HOU 44,20.0,20.0,"Cameron Johnston punts 44 yards, returned by Nyheim Hines for -3 yards. Nyheim Hines fumbles (forced by Tremon Smith), recovered by Isaiah Rodgers at IND-12 and returned for -3 yards (tackle by Neville Hewitt)",-0.46,0.38,1.0,2022,6
4,1:16,1.0,10.0,IND 9,20.0,20.0,Jonathan Taylor up the middle for 2 yards (tackle by Demone Harris and Christian Kirksey),-0.38,-0.63,1.0,2022,6
4,1:05,,,,,,Timeout #1 by Houston Texans,,,1.0,2022,6
