Quarter,Time,Down,ToGo,Location,DEN,SEA,Detail,EPB,EPA,week,year,game_id
2.0,2:24,,,DEN 15,10.0,17.0,Jason Myers kicks extra point good,0.0,0.0,1.0,2022,16
2.0,2:24,,,SEA 35,10.0,17.0,"Jason Myers kicks off 65 yards, returned by Montrell Washington for 21 yards (tackle by Tanner Muse)",0.0,0.34,1.0,2022,16
2.0,2:19,1.0,10.0,DEN 21,10.0,17.0,Javonte Williams right end for 10 yards (tackle by Michael Jackson),0.34,1.0,1.0,2022,16
2.0,2:00,1.0,10.0,DEN 31,10.0,17.0,Russell Wilson pass complete short right to Javonte Williams for 13 yards (tackle by Uchenna Nwosu and Quandre Diggs),1.0,1.86,1.0,2022,16
2.0,1:29,1.0,10.0,DEN 44,10.0,17.0,Russell Wilson scrambles up the middle for 2 yards (tackle by Uchenna Nwosu and Quinton Jefferson),1.86,1.59,1.0,2022,16
2.0,0:55,2.0,8.0,DEN 46,10.0,17.0,Russell Wilson pass incomplete deep left intended for KJ Hamler,1.59,0.89,1.0,2022,16
2.0,0:48,,,,,,Timeout #1 by Denver Broncos,,,1.0,2022,16
2.0,0:48,3.0,8.0,DEN 46,10.0,17.0,Russell Wilson pass complete deep right to Courtland Sutton for 30 yards (tackle by Jordyn Brooks),0.89,3.97,1.0,2022,16
2.0,0:38,1.0,10.0,SEA 24,10.0,17.0,Russell Wilson pass incomplete deep left intended for Courtland Sutton,3.97,3.43,1.0,2022,16
2.0,0:33,2.0,10.0,SEA 24,10.0,17.0,Russell Wilson sacked by Cody Barton for -8 yards,3.43,1.69,1.0,2022,16
2.0,0:26,,,,,,Timeout #2 by Denver Broncos,,,1.0,2022,16
2.0,0:26,3.0,18.0,SEA 32,10.0,17.0,Russell Wilson pass complete short left to Javonte Williams for 10 yards (tackle by Quinton Jefferson),1.69,1.99,1.0,2022,16
2.0,0:04,,,,,,Timeout #3 by Denver Broncos,,,1.0,2022,16
2.0,0:04,,,,,,Timeout #1 by Seattle Seahawks,,,1.0,2022,16
2.0,0:04,4.0,8.0,SEA 22,13.0,17.0,Brandon McManus 40 yard field goal good,1.99,3.0,1.0,2022,16
3.0,15:00,,,SEA 35,13.0,17.0,"Jason Myers kicks off 61 yards, returned by Montrell Washington for 16 yards (tackle by DeeJay Dallas)",0.0,0.28,1.0,2022,16
3.0,14:56,1.0,10.0,DEN 20,13.0,17.0,Melvin Gordon left end for -2 yards (tackle by Shelby Harris and Uchenna Nwosu),0.28,-0.63,1.0,2022,16
3.0,14:20,2.0,12.0,DEN 18,13.0,17.0,Melvin Gordon up the middle for 8 yards (tackle by Shelby Harris and Josh Jones),-0.63,-0.16,1.0,2022,16
3.0,13:37,3.0,4.0,DEN 26,13.0,17.0,Russell Wilson pass complete deep left to Courtland Sutton for 18 yards (tackle by Josh Jones),-0.16,1.86,1.0,2022,16
3.0,13:00,1.0,10.0,DEN 44,13.0,17.0,Russell Wilson pass complete short right to Courtland Sutton for 7 yards (tackle by Michael Jackson),1.86,2.26,1.0,2022,16
3.0,12:14,2.0,3.0,SEA 49,13.0,17.0,Melvin Gordon left end for 13 yards (tackle by Jordyn Brooks),2.26,3.18,1.0,2022,16
3.0,11:35,1.0,10.0,SEA 36,13.0,17.0,Russell Wilson pass complete short left to Javonte Williams for 1 yard (tackle by Cody Barton),3.18,2.77,1.0,2022,16
3.0,10:48,2.0,9.0,SEA 35,13.0,17.0,"Penalty on DEN: Delay of Game, 5 yards (accepted) (no play)",2.77,2.1,1.0,2022,16
3.0,10:28,2.0,14.0,SEA 40,13.0,17.0,"Russell Wilson pass incomplete deep left intended for Courtland Sutton. Penalty on Tariq Woolen: Defensive Pass Interference, 31 yards (accepted) (no play)",2.1,5.14,1.0,2022,16
3.0,10:22,1.0,9.0,SEA 9,13.0,17.0,Russell Wilson pass complete short left to Jerry Jeudy for 3 yards (tackle by Cody Barton and Josh Jones),5.14,4.95,1.0,2022,16
3.0,9:31,2.0,6.0,SEA 6,13.0,17.0,"Penalty on DEN: Delay of Game, 5 yards (accepted) (no play)",4.95,4.02,1.0,2022,16
3.0,9:09,2.0,11.0,SEA 11,13.0,17.0,Russell Wilson pass complete short left to Mike Boone for 2 yards (tackle by Josh Jones),4.02,3.36,1.0,2022,16
3.0,8:25,3.0,9.0,SEA 9,13.0,17.0,Russell Wilson pass complete short middle to Melvin Gordon for 8 yards (tackle by Jordyn Brooks),3.36,3.55,1.0,2022,16
3.0,7:42,4.0,1.0,SEA 1,13.0,17.0,"Melvin Gordon right tackle for -1 yards. Melvin Gordon fumbles (forced by Quandre Diggs), recovered by Michael Jackson at SEA-2 and returned for 8 yards (tackle by Courtland Sutton) Replay Assistant challenged the fumble ruling, and the play was upheld.",3.55,0.38,1.0,2022,16
3.0,7:33,1.0,10.0,SEA 10,13.0,17.0,Rashaad Penny up the middle for 1 yard (tackle by Bradley Chubb and D.J. Jones),-0.38,-0.71,1.0,2022,16
3.0,7:12,2.0,9.0,SEA 11,13.0,17.0,Geno Smith pass incomplete short left,-0.71,-1.3,1.0,2022,16
3.0,7:05,3.0,9.0,SEA 11,13.0,17.0,"Geno Smith pass incomplete short left intended for D.K. Metcalf. Penalty on Patrick Surtain: Defensive Holding, 5 yards (accepted) (no play)",-1.3,-0.14,1.0,2022,16
3.0,7:01,1.0,10.0,SEA 16,13.0,17.0,"Geno Smith pass incomplete deep left intended for D.K. Metcalf. Penalty on Bradley Chubb: Roughing the Passer, 15 yards (accepted) (no play)",-0.14,1.0,1.0,2022,16
3.0,6:55,1.0,10.0,SEA 31,13.0,17.0,Rashaad Penny right guard for no gain (tackle by D.J. Jones),1.0,0.46,1.0,2022,16
3.0,6:21,2.0,10.0,SEA 31,13.0,17.0,Geno Smith pass incomplete short left intended for Tyler Lockett (defended by D.J. Jones),0.46,-0.23,1.0,2022,16
3.0,6:17,3.0,10.0,SEA 31,13.0,17.0,Geno Smith pass complete short middle to D.K. Metcalf for 15 yards (tackle by Patrick Surtain and Caden Sterns),-0.23,1.99,1.0,2022,16
3.0,5:41,1.0,10.0,SEA 46,13.0,17.0,"Geno Smith pass complete short right to D.K. Metcalf for 1 yard. D.K. Metcalf fumbles (forced by Randy Gregory), recovered by Justin Simmons at SEA-49 and returned for 17 yards (tackle by Geno Smith)",1.99,-3.45,1.0,2022,16
3.0,5:31,1.0,10.0,SEA 32,13.0,17.0,Russell Wilson pass incomplete deep left intended for Courtland Sutton (defended by Tariq Woolen),3.45,2.9,1.0,2022,16
3.0,5:26,2.0,10.0,SEA 32,13.0,17.0,Melvin Gordon left tackle for 7 yards (tackle by Poona Ford and Josh Jones),2.9,3.14,1.0,2022,16
3.0,4:45,3.0,3.0,SEA 25,13.0,17.0,"Russell Wilson pass incomplete deep left intended for KJ Hamler. Penalty on Tariq Woolen: Defensive Pass Interference, 21 yards (accepted) (no play)",3.14,6.28,1.0,2022,16
3.0,4:38,1.0,4.0,SEA 4,13.0,17.0,Melvin Gordon left guard for no gain (tackle by Josh Jones),6.28,5.34,1.0,2022,16
3.0,3:56,2.0,4.0,SEA 4,13.0,17.0,Russell Wilson pass complete short right to Albert Okwuegbunam for 3 yards (tackle by Quandre Diggs),5.34,5.17,1.0,2022,16
3.0,3:08,3.0,1.0,SEA 1,13.0,17.0,"Javonte Williams up the middle for no gain. Javonte Williams fumbles (forced by Uchenna Nwosu), recovered by Michael Jackson in end zone",5.17,-0.28,1.0,2022,16
3.0,3:05,1.0,10.0,SEA 20,13.0,17.0,Geno Smith pass complete short right to Tyler Lockett for 2 yards (tackle by Justin Simmons),0.28,0.0,1.0,2022,16
3.0,2:32,2.0,8.0,SEA 22,13.0,17.0,Geno Smith pass incomplete short right intended for D'Wayne Eskridge,0.0,-0.69,1.0,2022,16
3.0,2:28,3.0,8.0,SEA 22,13.0,17.0,Geno Smith pass complete short right to Tyler Lockett for 9 yards (tackle by Ronald Darby),-0.69,1.0,1.0,2022,16
3.0,1:52,1.0,10.0,SEA 31,13.0,17.0,Rashaad Penny right tackle for 4 yards (tackle by Alex Singleton and DeShawn Williams),1.0,1.0,1.0,2022,16
3.0,1:12,2.0,6.0,SEA 35,13.0,17.0,"Rashaad Penny right guard for no gain (tackle by Kareem Jackson). Penalty on Abraham Lucas: Offensive Holding, 10 yards (accepted) (no play)",1.0,-0.35,1.0,2022,16
3.0,0:40,2.0,16.0,SEA 25,13.0,17.0,Geno Smith scrambles right end for 14 yards (tackle by Alex Singleton),-0.35,0.83,1.0,2022,16
4.0,15:00,3.0,2.0,SEA 39,13.0,17.0,Geno Smith right end for 3 yards (tackle by Ronald Darby and Alex Singleton),0.83,1.73,1.0,2022,16
4.0,14:23,1.0,10.0,SEA 42,13.0,17.0,Rashaad Penny up the middle for 2 yards (tackle by D.J. Jones),1.73,1.46,1.0,2022,16
4.0,13:52,2.0,8.0,SEA 44,13.0,17.0,"Geno Smith sacked by Bradley Chubb for -8 yards. Geno Smith fumbles (forced by Bradley Chubb), recovered by Charles Cross at SEA-36 (tackle by Bradley Chubb)",1.46,-0.29,1.0,2022,16
4.0,13:08,3.0,16.0,SEA 36,13.0,17.0,Geno Smith pass incomplete short left intended for Noah Fant (defended by Ronald Darby),-0.29,-0.98,1.0,2022,16
4.0,13:01,4.0,16.0,SEA 36,13.0,17.0,"Michael Dickson punts 47 yards, returned by Montrell Washington for 3 yards (tackle by Travis Homer)",-0.98,-0.28,1.0,2022,16
4.0,12:50,1.0,10.0,DEN 20,13.0,17.0,Russell Wilson pass complete short right to Javonte Williams for 4 yards (tackle by Cody Barton),0.28,0.27,1.0,2022,16
4.0,12:15,2.0,6.0,DEN 24,13.0,17.0,Javonte Williams left end for 2 yards (tackle by Tariq Woolen),0.27,-0.16,1.0,2022,16
4.0,11:27,3.0,4.0,DEN 26,13.0,17.0,Russell Wilson pass complete deep left to Courtland Sutton for 17 yards (tackle by Jordyn Brooks),-0.16,1.8,1.0,2022,16
4.0,10:51,1.0,10.0,DEN 43,13.0,17.0,Russell Wilson pass complete short right to Javonte Williams for 1 yard (tackle by Jordyn Brooks),1.8,1.39,1.0,2022,16
4.0,10:04,2.0,9.0,DEN 44,13.0,17.0,Russell Wilson pass complete short middle to Jerry Jeudy for 18 yards (tackle by Justin Coleman),1.39,3.05,1.0,2022,16
4.0,9:21,1.0,10.0,SEA 38,13.0,17.0,Melvin Gordon right guard for 8 yards (tackle by Sidney Jones),3.05,3.59,1.0,2022,16
4.0,8:34,2.0,2.0,SEA 30,13.0,17.0,Russell Wilson pass incomplete deep left intended for Jerry Jeudy,3.59,2.87,1.0,2022,16
4.0,8:28,3.0,2.0,SEA 30,13.0,17.0,Russell Wilson pass complete short right to Jerry Jeudy for 14 yards (tackle by Josh Jones),2.87,4.51,1.0,2022,16
4.0,7:54,1.0,10.0,SEA 16,13.0,17.0,Russell Wilson pass incomplete deep left intended for Eric Saubert (defended by Michael Jackson),4.51,3.9,1.0,2022,16
4.0,7:48,2.0,10.0,SEA 16,13.0,17.0,Russell Wilson pass complete short right to Javonte Williams for 7 yards (tackle by Cody Barton),3.9,4.39,1.0,2022,16
4.0,7:07,3.0,3.0,SEA 9,13.0,17.0,Russell Wilson pass complete short right to Javonte Williams for 6 yards (tackle by Cody Barton),4.39,6.51,1.0,2022,16
4.0,6:33,1.0,3.0,SEA 3,13.0,17.0,Russell Wilson pass incomplete short right intended for Eric Tomlinson,6.51,5.53,1.0,2022,16
4.0,6:28,2.0,3.0,SEA 3,13.0,17.0,"Penalty on Courtland Sutton: False Start, 5 yards (accepted) (no play)",5.53,4.57,1.0,2022,16
4.0,6:28,2.0,8.0,SEA 8,13.0,17.0,Russell Wilson pass incomplete short left intended for Jerry Jeudy,4.57,3.58,1.0,2022,16
4.0,6:21,3.0,8.0,SEA 8,13.0,17.0,Russell Wilson pass incomplete short right intended for Courtland Sutton,3.58,2.95,1.0,2022,16
4.0,6:16,4.0,8.0,SEA 8,16.0,17.0,Brandon McManus 26 yard field goal good,2.95,3.0,1.0,2022,16
4.0,6:13,,,DEN 35,16.0,17.0,"Brandon McManus kicks off 65 yards, returned by DeeJay Dallas for 30 yards (tackle by Eric Saubert)",0.0,0.94,1.0,2022,16
4.0,6:08,1.0,10.0,SEA 30,16.0,17.0,Geno Smith pass complete short right to Will Dissly for 2 yards (tackle by Alex Singleton and Justin Simmons),0.94,0.66,1.0,2022,16
4.0,5:31,2.0,8.0,SEA 32,16.0,17.0,Geno Smith pass complete short right to Noah Fant for 2 yards (tackle by Justin Simmons and Ronald Darby),0.66,0.23,1.0,2022,16
4.0,4:54,3.0,6.0,SEA 34,16.0,17.0,Geno Smith sacked by Bradley Chubb for -10 yards,0.23,-1.77,1.0,2022,16
4.0,4:11,4.0,16.0,SEA 24,16.0,17.0,Michael Dickson punts 54 yards downed by Penny Hart,-1.77,-0.41,1.0,2022,16
4.0,4:02,1.0,10.0,DEN 22,16.0,17.0,Melvin Gordon up the middle for 5 yards (tackle by Bryan Mone),0.41,0.54,1.0,2022,16
4.0,3:25,2.0,5.0,DEN 27,16.0,17.0,Russell Wilson pass incomplete short right intended for Jerry Jeudy,0.54,-0.16,1.0,2022,16
4.0,3:21,3.0,5.0,DEN 27,16.0,17.0,"Russell Wilson pass complete short right to Albert Okwuegbunam for 5 yards (tackle by Quandre Diggs) SEA challenged the short of the line to gain ruling, and the play was upheld.",-0.16,1.07,1.0,2022,16
4.0,3:01,1.0,10.0,DEN 32,16.0,17.0,Russell Wilson pass complete short right to Albert Okwuegbunam for 6 yards (tackle by Cody Barton),1.07,1.34,1.0,2022,16
4.0,2:33,2.0,4.0,DEN 38,16.0,17.0,Melvin Gordon right guard for 2 yards (tackle by Al Woods and Justin Coleman),1.34,0.89,1.0,2022,16
4.0,2:00,3.0,2.0,DEN 40,16.0,17.0,Russell Wilson pass complete short right to Javonte Williams for 9 yards (tackle by Jordyn Brooks and Uchenna Nwosu),0.89,2.19,1.0,2022,16
4.0,1:24,1.0,10.0,DEN 49,16.0,17.0,Russell Wilson pass complete short right to Javonte Williams for -4 yards (tackle by Cody Barton),2.19,1.11,1.0,2022,16
4.0,1:13,,,,,,Timeout #2 by Seattle Seahawks,,,1.0,2022,16
4.0,1:13,2.0,14.0,DEN 45,16.0,17.0,Russell Wilson pass incomplete short right,1.11,0.43,1.0,2022,16
4.0,1:11,3.0,14.0,DEN 45,16.0,17.0,Russell Wilson pass complete short left to Javonte Williams for 9 yards (tackle by Jordyn Brooks),0.43,0.2,1.0,2022,16
4.0,0:20,,,,,,Timeout #1 by Denver Broncos,,,1.0,2022,16
4.0,0:20,,,,,,Timeout #3 by Seattle Seahawks,,,1.0,2022,16
4.0,0:20,4.0,5.0,SEA 46,16.0,17.0,Brandon McManus 64 yard field goal no good,0.2,-2.52,1.0,2022,16
4.0,0:15,1.0,10.0,DEN 46,16.0,17.0,Geno Smith kneels for -1 yards,2.52,1.84,1.0,2022,16
4.0,0:13,,,,,,Timeout #2 by Denver Broncos,,,1.0,2022,16
4.0,0:13,2.0,11.0,DEN 47,16.0,17.0,Geno Smith kneels for -1 yards,1.84,1.03,1.0,2022,16
4.0,0:09,,,,,,Timeout #3 by Denver Broncos,,,1.0,2022,16
4.0,0:09,3.0,12.0,DEN 48,16.0,17.0,Geno Smith kneels for -1 yards,1.03,0.0,1.0,2022,16
