Quarter,Time,Down,ToGo,Location,BAL,NYJ,Detail,EPB,EPA,week,year,game_id
1.0,7:16,3.0,9.0,NYJ 18,0.0,0.0,Joe Flacco pass incomplete deep right intended for Corey Davis,-1.13,-2.24,1.0,2022,10
1.0,7:12,4.0,9.0,NYJ 18,0.0,0.0,"Braden Mann punts 48 yards, fair catch by Devin Duvernay at BAL-34",-2.24,-1.2,1.0,2022,10
1.0,7:05,1.0,10.0,BAL 34,0.0,0.0,Lamar Jackson pass incomplete short middle intended for Isaiah Likely,1.2,0.66,1.0,2022,10
1.0,7:02,2.0,10.0,BAL 34,0.0,0.0,Mike Davis up the middle for 1 yard (tackle by C.J. Mosley and Micheal Clemons),0.66,0.1,1.0,2022,10
1.0,6:13,3.0,9.0,BAL 35,0.0,0.0,Lamar Jackson pass incomplete short right intended for Isaiah Likely,0.1,-1.04,1.0,2022,10
1.0,6:08,4.0,9.0,BAL 35,0.0,0.0,"Jordan Stout punts 48 yards, fair catch by Braxton Berrios at NYJ-17",-1.04,0.06,1.0,2022,10
1.0,6:01,1.0,10.0,NYJ 17,0.0,0.0,Joe Flacco pass complete deep left to Elijah Moore for 24 yards (tackle by Marcus Williams),-0.06,1.66,1.0,2022,10
1.0,5:21,1.0,10.0,NYJ 41,0.0,0.0,"Michael Carter right end for 1 yard (tackle by Malik Harrison). Penalty on Lawrence Cager: Offensive Holding, 10 yards (accepted)",1.66,1.07,1.0,2022,10
1.0,5:06,1.0,19.0,NYJ 32,0.0,0.0,Joe Flacco pass short middle intended for Lawrence Cager is intercepted by Marcus Williams at NYJ-46 and returned for 33 yards (tackle by Joe Flacco),1.07,-4.71,1.0,2022,10
1.0,4:56,1.0,10.0,NYJ 13,0.0,0.0,Kenyan Drake left tackle for -1 yards (tackle by Carl Lawson),4.71,3.9,1.0,2022,10
1.0,4:08,2.0,11.0,NYJ 14,0.0,0.0,Lamar Jackson pass complete short right to Demarcus Robinson for 8 yards (tackle by Jordan Whitehead),3.9,4.56,1.0,2022,10
1.0,3:24,3.0,3.0,NYJ 6,0.0,0.0,Lamar Jackson pass incomplete short middle intended for Isaiah Likely (defended by Quinnen Williams),4.56,3.01,1.0,2022,10
1.0,3:19,4.0,3.0,NYJ 6,3.0,0.0,Justin Tucker 24 yard field goal good,3.01,3.0,1.0,2022,10
1.0,3:16,,,BAL 35,3.0,0.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,10
1.0,3:16,1.0,10.0,NYJ 25,3.0,0.0,Joe Flacco pass incomplete short middle intended for Corey Davis,0.61,0.06,1.0,2022,10
1.0,3:11,2.0,10.0,NYJ 25,3.0,0.0,Joe Flacco pass incomplete short left intended for Breece Hall,0.06,-0.62,1.0,2022,10
1.0,3:07,3.0,10.0,NYJ 25,3.0,0.0,Joe Flacco pass complete short right to Garrett Wilson for 9 yards (tackle by Odafe Oweh and Calais Campbell),-0.62,-1.11,1.0,2022,10
1.0,2:01,4.0,1.0,NYJ 34,3.0,0.0,"Braden Mann punts 50 yards, fair catch by Devin Duvernay at BAL-16",-1.11,0.14,1.0,2022,10
1.0,1:53,1.0,10.0,BAL 16,3.0,0.0,Lamar Jackson pass complete short right to Demarcus Robinson for 11 yards (tackle by Sauce Gardner),-0.14,0.74,1.0,2022,10
1.0,1:12,1.0,10.0,BAL 27,3.0,0.0,Lamar Jackson pass complete short left to Justice Hill for 2 yards (tackle by Kwon Alexander),0.74,0.47,1.0,2022,10
1.0,0:27,2.0,8.0,BAL 29,3.0,0.0,Kenyan Drake up the middle for 3 yards (tackle by Jermaine Johnson),0.47,0.17,1.0,2022,10
2.0,15:00,3.0,5.0,BAL 32,3.0,0.0,Lamar Jackson pass incomplete short left intended for Rashod Bateman (defended by Jordan Whitehead),0.17,-1.24,1.0,2022,10
2.0,14:56,4.0,5.0,BAL 32,3.0,0.0,"Jordan Stout punts 56 yards, returned by Braxton Berrios for 17 yards (tackle by Del'Shawn Phillips)",-1.24,-0.87,1.0,2022,10
2.0,14:45,1.0,10.0,NYJ 29,3.0,0.0,Joe Flacco pass complete short left to Corey Davis for 15 yards (tackle by Marcus Williams),0.87,1.86,1.0,2022,10
2.0,14:18,1.0,10.0,NYJ 44,3.0,0.0,Joe Flacco pass complete short left to Michael Carter for 11 yards (tackle by Malik Harrison and Patrick Queen),1.86,2.59,1.0,2022,10
2.0,13:37,1.0,10.0,BAL 45,3.0,0.0,Breece Hall left tackle for 4 yards (tackle by Justin Madubuike and Marlon Humphrey),2.59,2.65,1.0,2022,10
2.0,13:01,2.0,5.0,BAL 41,3.0,0.0,Joe Flacco pass complete short right to Michael Carter for 8 yards (tackle by Justin Houston),2.65,3.38,1.0,2022,10
2.0,12:21,1.0,10.0,BAL 33,3.0,0.0,Breece Hall up the middle for no gain (tackle by Calais Campbell and Justin Madubuike),3.38,2.84,1.0,2022,10
2.0,11:40,2.0,10.0,BAL 33,3.0,0.0,Joe Flacco pass complete short right to Braxton Berrios for 6 yards (tackle by Patrick Queen),2.84,2.94,1.0,2022,10
2.0,11:00,3.0,4.0,BAL 27,3.0,0.0,Joe Flacco pass incomplete short right intended for Elijah Moore (defended by Brandon Stephens),2.94,1.75,1.0,2022,10
2.0,10:55,4.0,4.0,BAL 27,3.0,0.0,Greg Zuerlein 45 yard field goal no good,1.75,-1.27,1.0,2022,10
2.0,10:51,1.0,10.0,BAL 35,3.0,0.0,Lamar Jackson pass complete short right to Mark Andrews for 5 yards (tackle by Jordan Whitehead),1.27,1.4,1.0,2022,10
2.0,10:17,2.0,5.0,BAL 40,3.0,0.0,Lamar Jackson pass complete short middle to Mark Andrews for 11 yards (tackle by Quincy Williams),1.4,2.32,1.0,2022,10
2.0,9:43,1.0,10.0,NYJ 49,3.0,0.0,Lamar Jackson sacked by Quincy Williams for no gain,2.32,1.78,1.0,2022,10
2.0,9:01,2.0,10.0,NYJ 49,3.0,0.0,Lamar Jackson sacked by and Jermaine Johnson for -2 yards and Jacob Martin for -2 yards,1.78,0.83,1.0,2022,10
2.0,8:16,3.0,12.0,BAL 49,3.0,0.0,Lamar Jackson pass incomplete deep middle intended for Rashod Bateman,0.83,-0.13,1.0,2022,10
2.0,8:08,4.0,12.0,BAL 49,3.0,0.0,"Jordan Stout punts 40 yards, fair catch by Braxton Berrios at NYJ-11",-0.13,0.37,1.0,2022,10
2.0,8:01,1.0,10.0,NYJ 11,3.0,0.0,Breece Hall right end for 14 yards (tackle by Kyle Fuller),-0.37,0.61,1.0,2022,10
2.0,7:36,1.0,10.0,NYJ 25,3.0,0.0,Joe Flacco pass complete short left to Michael Carter for 5 yards (tackle by Malik Harrison),0.61,0.74,1.0,2022,10
2.0,6:54,2.0,5.0,NYJ 30,3.0,0.0,Joe Flacco pass complete short right to Breece Hall for 6 yards (tackle by Patrick Queen),0.74,1.33,1.0,2022,10
2.0,6:18,1.0,10.0,NYJ 36,3.0,0.0,Joe Flacco sacked by Justin Houston for -6 yards,1.33,-0.02,1.0,2022,10
2.0,5:32,2.0,16.0,NYJ 30,3.0,0.0,Joe Flacco sacked by Calais Campbell for -1 yards,-0.02,-0.82,1.0,2022,10
2.0,4:55,3.0,17.0,NYJ 29,3.0,0.0,Joe Flacco pass incomplete short right intended for Tyler Conklin,-0.82,-1.44,1.0,2022,10
2.0,4:50,4.0,17.0,NYJ 29,3.0,0.0,"Braden Mann punts 41 yards, returned by Devin Duvernay for 8 yards (tackle by Justin Hardee)",-1.44,-1.47,1.0,2022,10
2.0,4:41,1.0,10.0,BAL 38,3.0,0.0,"Lamar Jackson pass incomplete deep right intended for Demarcus Robinson. Penalty on Lamarcus Joyner: Defensive Pass Interference, 32 yards (accepted) (no play)",1.47,3.58,1.0,2022,10
2.0,4:35,1.0,10.0,NYJ 30,3.0,0.0,Lamar Jackson pass incomplete deep right intended for Mark Andrews (defended by Sauce Gardner),3.58,3.03,1.0,2022,10
2.0,4:29,2.0,10.0,NYJ 30,3.0,0.0,Lamar Jackson pass complete short left to Justice Hill for 5 yards (tackle by C.J. Mosley),3.03,3.01,1.0,2022,10
2.0,3:51,3.0,5.0,NYJ 25,9.0,0.0,"Lamar Jackson pass complete deep right to Devin Duvernay for 25 yards, touchdown",3.01,7.0,1.0,2022,10
2.0,3:45,,,NYJ 15,10.0,0.0,Justin Tucker kicks extra point good,0.0,0.0,1.0,2022,10
2.0,3:45,,,BAL 35,10.0,0.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,10
2.0,3:45,1.0,10.0,NYJ 25,10.0,0.0,Michael Carter right guard for 5 yards (tackle by Josh Bynes),0.61,0.74,1.0,2022,10
2.0,3:15,2.0,5.0,NYJ 30,10.0,0.0,Michael Carter up the middle for 22 yards (tackle by Steven Means),0.74,2.39,1.0,2022,10
2.0,2:34,1.0,10.0,BAL 48,10.0,0.0,Joe Flacco pass complete short right to Braxton Berrios for 3 yards (tackle by Patrick Queen),2.39,2.25,1.0,2022,10
2.0,2:00,2.0,7.0,BAL 45,10.0,0.0,Joe Flacco pass complete short left to Braxton Berrios for 13 yards (tackle by Marcus Williams),2.25,3.45,1.0,2022,10
2.0,1:28,1.0,10.0,BAL 32,10.0,0.0,Breece Hall left tackle for 5 yards (tackle by Calais Campbell),3.45,3.58,1.0,2022,10
2.0,1:20,,,,,,Timeout #2 by Baltimore Ravens,,,1.0,2022,10
2.0,1:20,2.0,5.0,BAL 27,10.0,0.0,Michael Carter up the middle for no gain (tackle by Justin Houston),3.58,2.87,1.0,2022,10
2.0,1:16,,,,,,Timeout #3 by Baltimore Ravens,,,1.0,2022,10
2.0,1:16,3.0,5.0,BAL 27,10.0,0.0,"Joe Flacco pass complete short right to Tyler Conklin for 2 yards. Tyler Conklin fumbles (forced by Michael Pierce) (tackle by Michael Pierce, recovered by Garrett Wilson at BAL-27 (tackle by Kyle Hamilton)",2.87,1.61,1.0,2022,10
2.0,0:29,,,,,,Timeout #1 by New York Jets,,,1.0,2022,10
2.0,0:29,4.0,6.0,BAL 28,10.0,3.0,Greg Zuerlein 45 yard field goal good,1.61,3.0,1.0,2022,10
2.0,0:24,,,NYJ 35,10.0,3.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,10
2.0,0:24,1.0,10.0,BAL 25,10.0,3.0,Justice Hill left guard for 3 yards (tackle by Michael Carter and Carl Lawson),0.61,0.47,1.0,2022,10
3.0,15:00,,,NYJ 35,10.0,3.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,10
3.0,15:00,1.0,10.0,BAL 25,10.0,3.0,Kenyan Drake right guard for 2 yards (tackle by John Franklin-Myers and C.J. Mosley),0.61,0.33,1.0,2022,10
3.0,14:22,2.0,8.0,BAL 27,10.0,3.0,Lamar Jackson pass incomplete short right,0.33,-0.36,1.0,2022,10
3.0,14:15,3.0,8.0,BAL 27,10.0,3.0,Lamar Jackson scrambles for 8 yards (tackle by Jordan Whitehead),-0.36,1.27,1.0,2022,10
3.0,13:35,1.0,10.0,BAL 35,10.0,3.0,Justice Hill for 1 yard (tackle by Kwon Alexander and Jacob Martin),1.27,0.86,1.0,2022,10
3.0,12:58,2.0,9.0,BAL 36,10.0,3.0,Lamar Jackson pass incomplete deep right intended for Mark Andrews,0.86,0.17,1.0,2022,10
3.0,12:50,3.0,9.0,BAL 36,10.0,3.0,Lamar Jackson pass incomplete short middle intended for Rashod Bateman,0.17,-0.98,1.0,2022,10
3.0,12:45,4.0,9.0,BAL 36,10.0,3.0,"Jordan Stout punts 64 yards, touchback.",-0.98,-0.28,1.0,2022,10
3.0,12:38,1.0,10.0,NYJ 20,10.0,3.0,Joe Flacco sacked by and Patrick Queen for -5 yards and Justin Madubuike for -5 yards,0.28,-1.07,1.0,2022,10
3.0,11:56,2.0,15.0,NYJ 15,10.0,3.0,Joe Flacco pass complete short right to Michael Carter for no gain (tackle by Justin Madubuike),-1.07,-1.86,1.0,2022,10
3.0,11:16,3.0,15.0,NYJ 15,10.0,3.0,Joe Flacco pass complete short left to Michael Carter for 9 yards (tackle by Marlon Humphrey and Chuck Clark),-1.86,-1.77,1.0,2022,10
3.0,10:33,4.0,6.0,NYJ 24,10.0,3.0,Braden Mann punts 20 yards out of bounds,-1.77,-2.65,1.0,2022,10
3.0,10:24,1.0,10.0,NYJ 44,10.0,3.0,Lamar Jackson pass complete short left to Kenyan Drake for 15 yards (tackle by Lamarcus Joyner),2.65,3.64,1.0,2022,10
3.0,9:48,1.0,10.0,NYJ 29,10.0,3.0,Lamar Jackson left end for 6 yards (tackle by Quincy Williams),3.64,3.91,1.0,2022,10
3.0,9:12,2.0,4.0,NYJ 23,10.0,3.0,Kenyan Drake right tackle for 6 yards (tackle by C.J. Mosley),3.91,4.44,1.0,2022,10
3.0,8:29,1.0,10.0,NYJ 17,10.0,3.0,Kenyan Drake left end for -1 yards (tackle by Michael Carter),4.44,3.72,1.0,2022,10
3.0,7:52,2.0,11.0,NYJ 18,10.0,3.0,Lamar Jackson scrambles left end for 1 yard (tackle by John Franklin-Myers),3.72,3.07,1.0,2022,10
3.0,7:20,3.0,10.0,NYJ 17,16.0,3.0,"Lamar Jackson pass complete deep middle to Devin Duvernay for 17 yards, touchdown",3.07,7.0,1.0,2022,10
3.0,7:14,,,NYJ 15,17.0,3.0,Justin Tucker kicks extra point good,0.0,0.0,1.0,2022,10
3.0,7:14,,,BAL 35,17.0,3.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,10
3.0,7:14,1.0,10.0,NYJ 25,17.0,3.0,Michael Carter left tackle for 1 yard (tackle by Michael Pierce),0.61,0.2,1.0,2022,10
3.0,6:38,2.0,9.0,NYJ 26,17.0,3.0,Joe Flacco pass incomplete deep right intended for Elijah Moore,0.2,-0.49,1.0,2022,10
3.0,6:31,3.0,9.0,NYJ 26,17.0,3.0,"Joe Flacco sacked by Justin Madubuike for no gain. Penalty on Brandon Stephens: Illegal Contact, 5 yards (accepted) (no play)",-0.49,1.0,1.0,2022,10
3.0,6:06,1.0,10.0,NYJ 31,17.0,3.0,Breece Hall up the middle for 2 yards (tackle by Malik Harrison),1.0,0.73,1.0,2022,10
3.0,5:31,2.0,8.0,NYJ 33,17.0,3.0,Michael Carter up the middle for 6 yards (tackle by Marlon Humphrey),0.73,0.83,1.0,2022,10
3.0,4:54,3.0,2.0,NYJ 39,17.0,3.0,Joe Flacco pass incomplete short middle intended for Corey Davis,0.83,-0.78,1.0,2022,10
3.0,4:48,4.0,2.0,NYJ 39,17.0,3.0,Braden Mann punts 49 yards downed by Brandin Echols,-0.78,0.35,1.0,2022,10
3.0,4:37,1.0,10.0,BAL 12,17.0,3.0,Lamar Jackson pass incomplete short left intended for Demarcus Robinson,-0.35,-0.78,1.0,2022,10
3.0,4:34,2.0,10.0,BAL 12,17.0,3.0,Lamar Jackson pass complete short right to Mark Andrews for 15 yards (tackle by Quincy Williams and C.J. Mosley),-0.78,0.74,1.0,2022,10
3.0,3:51,1.0,10.0,BAL 27,17.0,3.0,Kenyan Drake right tackle for 8 yards (tackle by C.J. Mosley),0.74,1.28,1.0,2022,10
3.0,3:13,2.0,2.0,BAL 35,17.0,3.0,"Mike Davis up the middle for 10 yards. Mike Davis fumbles (forced by D.J. Reed), recovered by Mike Davis at BAL-45 (tackle by D.J. Reed)",1.28,1.93,1.0,2022,10
3.0,2:15,1.0,10.0,BAL 45,23.0,3.0,"Lamar Jackson pass complete deep middle to Rashod Bateman for 55 yards, touchdown",1.93,7.0,1.0,2022,10
3.0,2:06,,,NYJ 15,24.0,3.0,Justin Tucker kicks extra point good,0.0,0.0,1.0,2022,10
3.0,2:06,,,BAL 35,24.0,3.0,"Justin Tucker kicks off 70 yards, returned by Braxton Berrios for 23 yards (tackle by Jalyn Armour-Davis). Penalty on Jacob Martin: Offensive Holding, 9 yards (accepted)",0.0,-0.38,1.0,2022,10
3.0,2:01,1.0,10.0,NYJ 9,24.0,3.0,Joe Flacco pass complete short left to Corey Davis for 17 yards (tackle by Marlon Humphrey and Chuck Clark),-0.38,0.67,1.0,2022,10
3.0,1:25,1.0,10.0,NYJ 26,24.0,3.0,Joe Flacco pass complete short left to Elijah Moore for 8 yards (tackle by Marlon Humphrey),0.67,1.21,1.0,2022,10
3.0,1:03,2.0,2.0,NYJ 34,24.0,3.0,Joe Flacco pass complete short left to Michael Carter for 2 yards (tackle by Marcus Williams),1.21,1.33,1.0,2022,10
3.0,0:38,1.0,10.0,NYJ 36,24.0,3.0,Joe Flacco pass incomplete short middle intended for Breece Hall,1.33,0.79,1.0,2022,10
3.0,0:33,2.0,10.0,NYJ 36,24.0,3.0,Joe Flacco pass complete short middle to Corey Davis for 12 yards (tackle by Marcus Williams and Jalyn Armour-Davis),0.79,2.13,1.0,2022,10
3.0,0:08,1.0,10.0,NYJ 48,24.0,3.0,Joe Flacco pass complete short right to Braxton Berrios for 12 yards,2.13,2.92,1.0,2022,10
4.0,15:00,1.0,10.0,BAL 40,24.0,3.0,Joe Flacco pass complete short middle to Garrett Wilson for 15 yards (tackle by Marcus Williams),2.92,3.91,1.0,2022,10
4.0,14:38,1.0,10.0,BAL 25,24.0,3.0,Joe Flacco pass complete short middle to Braxton Berrios for 3 yards (tackle by Marlon Humphrey),3.91,3.77,1.0,2022,10
4.0,14:13,2.0,7.0,BAL 22,24.0,3.0,"Joe Flacco pass complete to Breece Hall for 6 yards. Breece Hall fumbles (forced by Chuck Clark), recovered by Marlon Humphrey at BAL-15",3.77,0.22,1.0,2022,10
4.0,14:03,1.0,10.0,BAL 15,24.0,3.0,Kenyan Drake left guard for 8 yards (tackle by Quincy Williams),-0.22,0.48,1.0,2022,10
4.0,13:19,2.0,2.0,BAL 23,24.0,3.0,"Lamar Jackson right end for no gain (tackle by C.J. Mosley). Penalty on Isaiah Likely: Offensive Holding, 10 yards (accepted) (no play)",0.48,-0.92,1.0,2022,10
4.0,12:49,2.0,12.0,BAL 13,24.0,3.0,Lamar Jackson pass complete short right to Mark Andrews for 4 yards (tackle by C.J. Mosley and Michael Carter),-0.92,-1.12,1.0,2022,10
4.0,12:01,3.0,8.0,BAL 17,24.0,3.0,Lamar Jackson pass complete short right to Mark Andrews for 17 yards (tackle by Michael Carter),-1.12,1.2,1.0,2022,10
4.0,11:15,1.0,10.0,BAL 34,24.0,3.0,Kenyan Drake right guard for 4 yards (tackle by Sauce Gardner and Solomon Thomas),1.2,1.06,1.0,2022,10
4.0,10:25,2.0,7.0,BAL 37,24.0,3.0,Lamar Jackson pass incomplete deep left intended for Tylan Wallace,1.06,0.5,1.0,2022,10
4.0,10:18,3.0,6.0,BAL 38,24.0,3.0,Lamar Jackson pass incomplete short left intended for Isaiah Likely,0.5,-0.85,1.0,2022,10
4.0,10:15,4.0,6.0,BAL 38,24.0,3.0,"Jordan Stout punts 43 yards, returned by Braxton Berrios for 13 yards (tackle by Geno Stone and Damarion Williams)",-0.85,-1.07,1.0,2022,10
4.0,10:06,1.0,10.0,NYJ 32,24.0,3.0,Joe Flacco pass complete deep middle to Corey Davis for 17 yards (tackle by Marcus Williams),1.07,2.19,1.0,2022,10
4.0,9:45,1.0,10.0,NYJ 49,24.0,3.0,Joe Flacco pass incomplete short right intended for Tyler Conklin,2.19,1.65,1.0,2022,10
4.0,9:41,2.0,10.0,NYJ 49,24.0,3.0,Joe Flacco pass complete short left to Tyler Conklin for 6 yards (tackle by Marcus Williams and Chuck Clark),1.65,1.75,1.0,2022,10
4.0,9:05,3.0,4.0,BAL 45,24.0,3.0,Joe Flacco pass complete short right to Elijah Moore for 8 yards (tackle by Brandon Stephens),1.75,3.12,1.0,2022,10
4.0,8:44,1.0,10.0,BAL 37,24.0,3.0,Joe Flacco pass incomplete short right intended for Tyler Conklin (defended by Broderick Washington),3.12,2.57,1.0,2022,10
4.0,8:40,2.0,10.0,BAL 37,24.0,3.0,Joe Flacco pass complete short left to Garrett Wilson for 9 yards (tackle by Marcus Williams),2.57,3.07,1.0,2022,10
4.0,8:10,3.0,1.0,BAL 28,24.0,3.0,Joe Flacco up the middle for no gain (tackle by Chuck Clark),3.07,1.72,1.0,2022,10
4.0,7:35,4.0,1.0,BAL 28,24.0,3.0,Joe Flacco pass complete short right to Corey Davis for 7 yards (tackle by Kyle Fuller),1.72,4.17,1.0,2022,10
4.0,7:11,1.0,10.0,BAL 21,24.0,3.0,"Michael Carter left end for no gain. Penalty on George Fant: Offensive Holding, 10 yards (accepted) (no play)",4.17,3.51,1.0,2022,10
4.0,6:59,1.0,20.0,BAL 31,24.0,3.0,Joe Flacco pass complete short right to Corey Davis for 9 yards (tackle by Brandon Stephens and Patrick Queen),3.51,3.49,1.0,2022,10
4.0,6:38,2.0,11.0,BAL 22,24.0,3.0,Joe Flacco pass complete short right to Tyler Conklin for 5 yards (tackle by Kyle Hamilton),3.49,3.46,1.0,2022,10
4.0,5:59,3.0,6.0,BAL 17,24.0,3.0,Joe Flacco pass complete short left to Breece Hall for 3 yards (tackle by Patrick Queen),3.46,2.61,1.0,2022,10
4.0,5:17,4.0,3.0,BAL 14,24.0,3.0,Joe Flacco pass complete short left to Elijah Moore for 4 yards (tackle by Kyle Fuller),2.61,4.91,1.0,2022,10
4.0,4:53,1.0,10.0,BAL 10,24.0,3.0,Joe Flacco pass incomplete short right intended for Garrett Wilson (defended by Brandon Stephens),4.91,4.19,1.0,2022,10
4.0,4:49,2.0,10.0,BAL 10,24.0,3.0,Joe Flacco pass complete short left to Breece Hall for 4 yards (tackle by Chuck Clark),4.19,4.04,1.0,2022,10
4.0,4:28,3.0,6.0,BAL 6,24.0,3.0,Joe Flacco pass incomplete short right,4.04,2.99,1.0,2022,10
4.0,4:22,4.0,6.0,BAL 6,24.0,3.0,Joe Flacco pass incomplete short left intended for Michael Carter,2.99,0.38,1.0,2022,10
4.0,4:17,1.0,10.0,BAL 7,24.0,3.0,"Kenyan Drake right end for no gain (tackle by Jordan Whitehead and C.J. Mosley). Penalty on James Proche: Offensive Holding, 4 yards (accepted) (no play)",-0.38,-0.53,1.0,2022,10
4.0,4:11,,,,,,Timeout #1 by Baltimore Ravens,,,1.0,2022,10
4.0,4:11,1.0,14.0,BAL 3,24.0,3.0,Lamar Jackson pass complete short left to Patrick Ricard for 7 yards (tackle by Kwon Alexander and C.J. Mosley),-0.53,-0.56,1.0,2022,10
4.0,3:33,2.0,7.0,BAL 10,24.0,3.0,Kenyan Drake left end for 1 yard (tackle by Sheldon Rankins and Micheal Clemons),-0.56,-0.95,1.0,2022,10
4.0,2:49,3.0,6.0,BAL 11,24.0,3.0,Lamar Jackson pass intended for Demarcus Robinson is intercepted by D.J. Reed at BAL-43 and returned for no gain (tackle by Demarcus Robinson),-0.95,-2.72,1.0,2022,10
4.0,2:42,1.0,10.0,BAL 43,24.0,3.0,Joe Flacco pass incomplete short right intended for Breece Hall,2.72,2.18,1.0,2022,10
4.0,2:37,2.0,10.0,BAL 43,24.0,3.0,Joe Flacco pass complete short right to Breece Hall for 16 yards (tackle by Odafe Oweh),2.18,3.78,1.0,2022,10
4.0,2:31,1.0,10.0,BAL 27,24.0,3.0,Joe Flacco pass complete to Elijah Moore for 5 yards (tackle by Marlon Humphrey),3.78,3.91,1.0,2022,10
4.0,2:11,2.0,5.0,BAL 22,24.0,3.0,Joe Flacco pass incomplete short right intended for Garrett Wilson,3.91,3.2,1.0,2022,10
4.0,2:07,3.0,5.0,BAL 22,24.0,3.0,"Joe Flacco sacked by Broderick Washington for no gain. Penalty on Kyle Fuller: Defensive Holding, 5 yards (accepted) (no play)",3.2,4.44,1.0,2022,10
4.0,2:00,1.0,10.0,BAL 17,24.0,3.0,Joe Flacco pass complete short middle to Michael Carter for 5 yards (tackle by Patrick Queen and Marcus Williams),4.44,4.69,1.0,2022,10
4.0,1:38,2.0,5.0,BAL 12,24.0,3.0,Joe Flacco pass incomplete short middle intended for Corey Davis,4.69,3.88,1.0,2022,10
4.0,1:33,3.0,5.0,BAL 12,24.0,3.0,Joe Flacco pass incomplete short right intended for Braxton Berrios,3.88,2.68,1.0,2022,10
4.0,1:22,4.0,5.0,BAL 12,24.0,3.0,"Joe Flacco pass complete short right to Elijah Moore for no gain, touchdown. Penalty on Elijah Moore: Offensive Pass Interference, 10 yards (accepted) (no play)",2.68,1.99,1.0,2022,10
4.0,1:18,4.0,15.0,BAL 22,24.0,3.0,Joe Flacco pass complete deep right to Garrett Wilson for 19 yards (tackle by Kyle Hamilton),1.99,6.51,1.0,2022,10
