Unnamed: 0_level_0,Unnamed: 1_level_0,Inside 20,Inside 20,Inside 20,Inside 20,Inside 10,Inside 10,Inside 10,Inside 10,Inside 5,Inside 5,Inside 5,Inside 5,Unnamed: 14_level_0
CeeDee Lamb,DAL,1,6,0,1.4%,0,0,0,.0%,0,0,0,.0%,All CeeDee Lamb red zone rushing plays
Marlon Mack,DEN,1,3,1,2.6%,1,3,1,3.6%,1,3,1,6.7%,All Marlon Mack red zone rushing plays
Player,Tm,Att,Yds,TD,%Rush,Att,Yds,TD,%Rush,Att,Yds,TD,%Rush,Link
Anthony McFarland,PIT,1,3,0,1.4%,1,3,0,2.4%,0,0,0,.0%,All Anthony McFarland red zone rushing plays
J.D. McKissic,WAS,1,1,0,1.3%,0,0,0,.0%,0,0,0,.0%,All J.D. McKissic red zone rushing plays
Trace McSorley,ARI,1,2,0,1.5%,0,0,0,.0%,0,0,0,.0%,All Trace McSorley red zone rushing plays
Darnell Mooney,CHI,1,2,0,1.2%,0,0,0,.0%,0,0,0,.0%,All Darnell Mooney red zone rushing plays
D.J. Moore,CAR,1,1,0,1.4%,0,0,0,.0%,0,0,0,.0%,All D.J. Moore red zone rushing plays
Rondale Moore,ARI,1,-4,0,1.5%,1,-4,0,2.9%,0,0,0,.0%,All Rondale Moore red zone rushing plays
Skyy Moore,KAN,1,3,0,1.2%,1,3,0,2.2%,0,0,0,.0%,All Skyy Moore red zone rushing plays
Zach Pascal,PHI,1,0,0,.8%,1,0,0,1.4%,0,0,0,.0%,All Zach Pascal red zone rushing plays
George Pickens,PIT,1,1,1,1.4%,1,1,1,2.4%,1,1,1,4.2%,All George Pickens red zone rushing plays
Kalif Raymond,DET,1,8,0,1.1%,0,0,0,.0%,0,0,0,.0%,All Kalif Raymond red zone rushing plays
Jalen Reagor,MIN,1,5,0,1.5%,0,0,0,.0%,0,0,0,.0%,All Jalen Reagor red zone rushing plays
Craig Reynolds,DET,1,5,0,1.1%,0,0,0,.0%,0,0,0,.0%,All Craig Reynolds red zone rushing plays
Ronnie Rivers,LAR,1,1,0,2.0%,0,0,0,.0%,0,0,0,.0%,All Ronnie Rivers red zone rushing plays
Ben Skowronek,LAR,1,17,1,2.0%,0,0,0,.0%,0,0,0,.0%,All Ben Skowronek red zone rushing plays
Matthew Stafford,LAR,1,1,1,2.0%,1,1,1,3.8%,1,1,1,7.1%,All Matthew Stafford red zone rushing plays
Player,Tm,Att,Yds,TD,%Rush,Att,Yds,TD,%Rush,Att,Yds,TD,%Rush,Link
J.J. Taylor,NWE,1,-1,0,1.6%,1,-1,0,3.1%,1,-1,0,8.3%,All J.J. Taylor red zone rushing plays
Patrick Taylor,GNB,1,2,0,1.5%,1,2,0,3.1%,0,0,0,.0%,All Patrick Taylor red zone rushing plays
DJ Turner,LVR,1,6,0,1.9%,0,0,0,.0%,0,0,0,.0%,All DJ Turner red zone rushing plays
KaVontae Turpin,DAL,1,3,0,1.4%,0,0,0,.0%,0,0,0,.0%,All KaVontae Turpin red zone rushing plays
Dwayne Washington,NOR,1,3,0,1.8%,0,0,0,.0%,0,0,0,.0%,All Dwayne Washington red zone rushing plays
Montrell Washington,DEN,1,1,0,2.6%,1,1,0,3.6%,0,0,0,.0%,All Montrell Washington red zone rushing plays
Quez Watkins,PHI,1,4,0,.8%,0,0,0,.0%,0,0,0,.0%,All Quez Watkins red zone rushing plays
Christian Watson,GNB,1,15,1,1.5%,0,0,0,.0%,0,0,0,.0%,All Christian Watson red zone rushing plays
Davis Webb,NYG,1,14,1,1.4%,0,0,0,.0%,0,0,0,.0%,All Davis Webb red zone rushing plays
Garrett Wilson,NYJ,1,7,0,1.6%,0,0,0,.0%,0,0,0,.0%,All Garrett Wilson red zone rushing plays
Bailey Zappe,NWE,1,5,0,1.6%,0,0,0,.0%,0,0,0,.0%,All Bailey Zappe red zone rushing plays
