Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,Unnamed: 32_level_0,Unnamed: 33_level_0
102.0,Tyquan Thornton,25.0,KAN,WR,1.0,0.0,4.0,2.0,41.0,20.5,0.0,1.0,25.0,38.0,2.0,41.0,50.0,10.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,20.5,41.0,0.0,0.0,
103.0,Tyreek Hill,31.0,MIA,WR,1.0,1.0,6.0,4.0,40.0,10.0,0.0,3.0,66.7,21.0,4.0,40.0,66.7,6.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,10.0,40.0,0.0,0.0,
104.0,Ashton Jeanty,22.0,LVR,RB,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,4.0,2.0,2.0,100.0,1.0,19.0,38.0,1.0,2.0,42.1,9.0,2.0,38.0,19.0,21.0,1.9,40.0,1.0,0.0,
105.0,Bryce Young,24.0,CAR,QB,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,5.0,40.0,0.0,2.0,60.0,22.0,8.0,40.0,5.0,5.0,8.0,40.0,0.0,1.0,
106.0,Baker Mayfield,30.0,TAM,QB,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,5.0,39.0,0.0,3.0,60.0,20.0,7.8,39.0,5.0,5.0,7.8,39.0,0.0,0.0,
107.0,Sterling Shepard,32.0,TAM,WR,1.0,0.0,6.0,3.0,39.0,13.0,0.0,3.0,50.0,19.0,3.0,39.0,50.0,6.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,13.0,39.0,0.0,0.0,
108.0,Michael Mayer,24.0,LVR,TE,1.0,1.0,4.0,4.0,38.0,9.5,0.0,3.0,75.0,12.0,4.0,38.0,100.0,9.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,9.5,38.0,0.0,0.0,
109.0,Kyler Murray,28.0,ARI,QB,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,7.0,38.0,0.0,3.0,42.9,13.0,5.4,38.0,7.0,7.0,5.4,38.0,0.0,0.0,
110.0,David Njoku,29.0,CLE,TE,1.0,1.0,6.0,3.0,37.0,12.3,0.0,1.0,50.0,17.0,3.0,37.0,50.0,6.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,12.3,37.0,0.0,0.0,
111.0,Rome Odunze,23.0,CHI,WR,1.0,1.0,9.0,6.0,37.0,6.2,1.0,3.0,44.4,17.0,6.0,37.0,66.7,4.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,6.0,6.2,37.0,1.0,0.0,
112.0,Brian Robinson Jr.,26.0,SFO,RB,1.0,0.0,2.0,1.0,4.0,4.0,0.0,0.0,50.0,4.0,1.0,4.0,50.0,2.0,9.0,33.0,0.0,1.0,55.6,9.0,3.7,33.0,9.0,10.0,3.7,37.0,0.0,0.0,
113.0,Alec Pierce,25.0,IND,WR,1.0,1.0,3.0,1.0,36.0,36.0,0.0,1.0,33.3,36.0,1.0,36.0,33.3,12.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,36.0,36.0,0.0,0.0,
114.0,Xavier Smith,28.0,LAR,WR,1.0,0.0,1.0,1.0,36.0,36.0,0.0,1.0,100.0,36.0,1.0,36.0,100.0,36.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,36.0,36.0,0.0,0.0,
115.0,DeAndre Hopkins,33.0,BAL,WR,1.0,0.0,2.0,2.0,35.0,17.5,1.0,1.0,50.0,29.0,2.0,35.0,100.0,17.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,17.5,35.0,1.0,0.0,
116.0,Xavier Hutchinson,25.0,HOU,WR,1.0,0.0,2.0,2.0,30.0,15.0,0.0,1.0,100.0,23.0,2.0,30.0,100.0,15.0,1.0,5.0,0.0,1.0,100.0,5.0,5.0,5.0,1.0,3.0,11.7,35.0,0.0,0.0,
117.0,Tyrone Tracy Jr.,26.0,NYG,RB,1.0,1.0,5.0,2.0,11.0,5.5,0.0,0.0,20.0,6.0,2.0,11.0,40.0,2.2,10.0,24.0,0.0,1.0,50.0,6.0,2.4,24.0,10.0,12.0,2.9,35.0,0.0,0.0,
118.0,Chris Moore,32.0,WAS,WR,1.0,0.0,1.0,1.0,34.0,34.0,0.0,1.0,100.0,34.0,1.0,34.0,100.0,34.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,34.0,34.0,0.0,0.0,
119.0,Tee Higgins,26.0,CIN,WR,1.0,1.0,4.0,3.0,33.0,11.0,0.0,2.0,75.0,13.0,3.0,33.0,75.0,8.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,11.0,33.0,0.0,0.0,
120.0,Travis Hunter,22.0,JAX,WR,1.0,1.0,8.0,6.0,33.0,5.5,0.0,0.0,25.0,10.0,6.0,33.0,75.0,4.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,6.0,5.5,33.0,0.0,0.0,
121.0,Rashid Shaheed,27.0,NOR,WR,1.0,1.0,9.0,6.0,33.0,5.5,0.0,2.0,33.3,17.0,6.0,33.0,66.7,3.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,6.0,5.5,33.0,0.0,0.0,
122.0,Casey Washington,24.0,ATL,WR,1.0,1.0,6.0,3.0,33.0,11.0,0.0,3.0,50.0,19.0,3.0,33.0,50.0,5.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,11.0,33.0,0.0,0.0,
123.0,Justin Herbert,27.0,LAC,QB,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,7.0,32.0,0.0,1.0,42.9,19.0,4.6,32.0,7.0,7.0,4.6,32.0,0.0,0.0,
124.0,Jayden Higgins,23.0,HOU,WR,1.0,1.0,3.0,2.0,32.0,16.0,0.0,1.0,33.3,23.0,2.0,32.0,66.7,10.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,16.0,32.0,0.0,0.0,
125.0,Kyle Juszczyk,34.0,SFO,FB,1.0,1.0,2.0,2.0,32.0,16.0,0.0,1.0,100.0,25.0,2.0,32.0,100.0,16.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,16.0,32.0,0.0,0.0,
126.0,C.J. Stroud,24.0,HOU,QB,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,5.0,32.0,0.0,3.0,80.0,14.0,6.4,32.0,5.0,5.0,6.4,32.0,0.0,0.0,
127.0,Tyler Johnson,27.0,NYJ,WR,1.0,0.0,2.0,2.0,31.0,15.5,0.0,1.0,100.0,24.0,2.0,31.0,100.0,15.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,15.5,31.0,0.0,0.0,
128.0,Cole Kmet,26.0,CHI,TE,1.0,1.0,4.0,1.0,31.0,31.0,0.0,1.0,25.0,31.0,1.0,31.0,25.0,7.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,31.0,31.0,0.0,0.0,
129.0,Josh Allen,29.0,BUF,QB,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,14.0,30.0,2.0,4.0,57.1,9.0,2.1,30.0,14.0,14.0,2.1,30.0,2.0,0.0,
130.0,George Pickens,24.0,DAL,WR,1.0,1.0,4.0,3.0,30.0,10.0,0.0,2.0,75.0,15.0,3.0,30.0,75.0,7.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,10.0,30.0,0.0,0.0,
131.0,Jaylen Waddle,27.0,MIA,WR,1.0,1.0,5.0,4.0,30.0,7.5,0.0,1.0,60.0,16.0,4.0,30.0,80.0,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,7.5,30.0,0.0,0.0,
132.0,Dontayvion Wicks,24.0,GNB,WR,1.0,0.0,2.0,2.0,30.0,15.0,0.0,2.0,100.0,16.0,2.0,30.0,100.0,15.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,15.0,30.0,0.0,0.0,
133.0,Jackson Hawes,25.0,BUF,TE,1.0,0.0,1.0,1.0,29.0,29.0,0.0,1.0,100.0,29.0,1.0,29.0,100.0,29.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,29.0,29.0,0.0,0.0,
134.0,Spencer Rattler,25.0,NOR,QB,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,4.0,29.0,0.0,1.0,75.0,12.0,7.3,29.0,4.0,4.0,7.3,29.0,0.0,0.0,
135.0,Malik Washington,24.0,MIA,WR,1.0,0.0,5.0,2.0,20.0,10.0,0.0,1.0,20.0,11.0,2.0,20.0,40.0,4.0,1.0,9.0,0.0,0.0,100.0,9.0,9.0,9.0,1.0,3.0,9.7,29.0,0.0,0.0,
136.0,Pat Freiermuth,27.0,PIT,TE,1.0,0.0,3.0,3.0,28.0,9.3,0.0,2.0,66.7,11.0,3.0,28.0,100.0,9.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,9.3,28.0,0.0,0.0,
137.0,Jalen Nailor,26.0,MIN,WR,1.0,1.0,3.0,1.0,28.0,28.0,0.0,1.0,33.3,28.0,1.0,28.0,33.3,9.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,28.0,28.0,0.0,0.0,
138.0,Isiah Pacheco,26.0,KAN,RB,1.0,1.0,3.0,2.0,3.0,1.5,0.0,0.0,33.3,4.0,2.0,3.0,66.7,1.0,5.0,25.0,0.0,1.0,80.0,10.0,5.0,25.0,5.0,7.0,4.0,28.0,0.0,0.0,
139.0,Dalton Schultz,29.0,HOU,TE,1.0,1.0,5.0,3.0,28.0,9.3,0.0,2.0,40.0,11.0,3.0,28.0,60.0,5.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,9.3,28.0,0.0,0.0,
140.0,Noah Brown,29.0,WAS,WR,1.0,1.0,3.0,2.0,27.0,13.5,0.0,1.0,66.7,18.0,2.0,27.0,66.7,9.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,13.5,27.0,0.0,0.0,
141.0,Terry McLaurin,30.0,WAS,WR,1.0,1.0,4.0,2.0,27.0,13.5,0.0,1.0,50.0,14.0,2.0,27.0,50.0,6.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,13.5,27.0,0.0,0.0,
142.0,Calvin Ridley,31.0,TEN,WR,1.0,1.0,8.0,4.0,27.0,6.8,0.0,1.0,12.5,13.0,4.0,27.0,50.0,3.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,6.8,27.0,0.0,0.0,
143.0,Ja'Tavion Sanders,22.0,CAR,TE,1.0,1.0,3.0,2.0,27.0,13.5,0.0,1.0,66.7,18.0,2.0,27.0,66.7,9.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,13.5,27.0,0.0,0.0,
144.0,Rhamondre Stevenson,27.0,NWE,RB,1.0,1.0,3.0,2.0,12.0,6.0,0.0,0.0,66.7,7.0,2.0,12.0,66.7,4.0,7.0,15.0,0.0,1.0,57.1,6.0,2.1,15.0,7.0,9.0,3.0,27.0,0.0,0.0,
145.0,KaVontae Turpin,29.0,DAL,WR,1.0,0.0,2.0,2.0,18.0,9.0,0.0,1.0,50.0,16.0,2.0,18.0,100.0,9.0,2.0,9.0,0.0,1.0,100.0,5.0,4.5,9.0,2.0,4.0,6.8,27.0,0.0,0.0,
146.0,Justin Watson,29.0,HOU,WR,1.0,0.0,2.0,2.0,27.0,13.5,0.0,1.0,100.0,15.0,2.0,27.0,100.0,13.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,13.5,27.0,0.0,0.0,
147.0,Ja'Marr Chase,25.0,CIN,WR,1.0,1.0,5.0,2.0,26.0,13.0,0.0,1.0,40.0,20.0,2.0,26.0,40.0,5.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,13.0,26.0,0.0,0.0,
148.0,Brandin Cooks,32.0,NOR,WR,1.0,0.0,4.0,3.0,26.0,8.7,0.0,2.0,75.0,12.0,3.0,26.0,75.0,6.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,8.7,26.0,0.0,0.0,
149.0,Zach Ertz,35.0,WAS,TE,1.0,1.0,5.0,3.0,26.0,8.7,1.0,2.0,40.0,11.0,3.0,26.0,60.0,5.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,8.7,26.0,1.0,0.0,
150.0,Noah Fant,28.0,CIN,TE,1.0,1.0,5.0,4.0,26.0,6.5,1.0,2.0,80.0,12.0,4.0,26.0,80.0,5.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,6.5,26.0,1.0,0.0,
151.0,Kareem Hunt,30.0,KAN,RB,1.0,0.0,3.0,2.0,10.0,5.0,0.0,1.0,33.3,6.0,2.0,10.0,66.7,3.3,5.0,16.0,0.0,2.0,60.0,6.0,3.2,16.0,5.0,7.0,3.7,26.0,0.0,0.0,
152.0,Daniel Jones,28.0,IND,QB,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,7.0,26.0,2.0,4.0,71.4,11.0,3.7,26.0,7.0,7.0,3.7,26.0,2.0,0.0,
153.0,Dare Ogunbowale,31.0,HOU,RB,1.0,0.0,2.0,2.0,17.0,8.5,0.0,1.0,50.0,16.0,2.0,17.0,100.0,8.5,2.0,9.0,0.0,0.0,0.0,7.0,4.5,9.0,2.0,4.0,6.5,26.0,0.0,1.0,
154.0,Will Shipley,23.0,PHI,RB,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,3.0,26.0,0.0,2.0,66.7,20.0,8.7,26.0,3.0,3.0,8.7,26.0,0.0,0.0,
155.0,Jameson Williams,24.0,DET,WR,1.0,1.0,5.0,4.0,23.0,5.8,0.0,2.0,40.0,11.0,4.0,23.0,80.0,4.6,1.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,5.0,5.2,26.0,0.0,0.0,
156.0,Nico Collins,26.0,HOU,WR,1.0,1.0,5.0,3.0,25.0,8.3,0.0,0.0,40.0,14.0,3.0,25.0,60.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,8.3,25.0,0.0,0.0,
157.0,George Kittle,32.0,SFO,TE,1.0,1.0,4.0,4.0,25.0,6.3,1.0,3.0,75.0,11.0,4.0,25.0,100.0,6.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,6.3,25.0,1.0,0.0,
158.0,J.J. McCarthy,22.0,MIN,QB,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,2.0,25.0,1.0,2.0,100.0,14.0,12.5,25.0,2.0,2.0,12.5,25.0,1.0,0.0,
159.0,Jeremy McNichols,30.0,WAS,RB,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,4.0,25.0,0.0,2.0,50.0,13.0,6.3,25.0,4.0,4.0,6.3,25.0,0.0,0.0,
160.0,Tyler Allgeier,25.0,ATL,RB,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,10.0,24.0,0.0,1.0,50.0,5.0,2.4,24.0,10.0,10.0,2.4,24.0,0.0,0.0,
161.0,Ty Johnson,28.0,BUF,RB,1.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,24.0,0.0,1.0,100.0,17.0,12.0,24.0,2.0,2.0,12.0,24.0,0.0,0.0,
162.0,Kendre Miller,23.0,NOR,RB,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,5.0,24.0,0.0,1.0,40.0,10.0,4.8,24.0,5.0,5.0,4.8,24.0,0.0,0.0,
163.0,Kenneth Walker III,25.0,SEA,RB,1.0,1.0,3.0,3.0,4.0,1.3,0.0,0.0,33.3,5.0,3.0,4.0,100.0,1.3,10.0,20.0,0.0,0.0,50.0,8.0,2.0,20.0,10.0,13.0,1.8,24.0,0.0,0.0,
164.0,Jack Bech,23.0,LVR,WR,1.0,0.0,1.0,1.0,23.0,23.0,0.0,1.0,100.0,23.0,1.0,23.0,100.0,23.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,23.0,23.0,0.0,0.0,
165.0,Jake Ferguson,26.0,DAL,TE,1.0,1.0,6.0,5.0,23.0,4.6,0.0,0.0,66.7,5.0,5.0,23.0,83.3,3.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,5.0,4.6,23.0,0.0,0.0,
166.0,Kenneth Gainwell,26.0,PIT,RB,1.0,0.0,4.0,3.0,4.0,1.3,0.0,0.0,0.0,5.0,3.0,4.0,75.0,1.0,7.0,19.0,0.0,1.0,28.6,6.0,2.7,19.0,7.0,10.0,2.3,23.0,0.0,1.0,
167.0,Ben Skowronek,28.0,PIT,WR,1.0,0.0,1.0,1.0,22.0,22.0,1.0,1.0,100.0,22.0,1.0,22.0,100.0,22.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,22.0,22.0,1.0,0.0,
168.0,Cade Stover,25.0,HOU,TE,1.0,1.0,4.0,4.0,22.0,5.5,0.0,1.0,50.0,10.0,4.0,22.0,100.0,5.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,5.5,22.0,0.0,0.0,
169.0,Evan Engram,31.0,DEN,TE,1.0,0.0,4.0,3.0,21.0,7.0,0.0,1.0,50.0,10.0,3.0,21.0,75.0,5.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,7.0,21.0,0.0,0.0,
170.0,Adonai Mitchell,23.0,IND,WR,1.0,0.0,2.0,2.0,21.0,10.5,0.0,1.0,50.0,18.0,2.0,21.0,100.0,10.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,10.5,21.0,0.0,0.0,
171.0,Michael Penix,25.0,ATL,QB,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,6.0,21.0,1.0,3.0,50.0,12.0,3.5,21.0,6.0,6.0,3.5,21.0,1.0,1.0,
172.0,Mo Alie-Cox,32.0,IND,TE,1.0,1.0,1.0,1.0,20.0,20.0,0.0,1.0,100.0,20.0,1.0,20.0,100.0,20.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,20.0,20.0,0.0,0.0,
173.0,Tanner Conner,27.0,MIA,TE,1.0,0.0,4.0,2.0,20.0,10.0,0.0,1.0,50.0,14.0,2.0,20.0,50.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,10.0,20.0,0.0,0.0,
174.0,Dawson Knox,29.0,BUF,TE,1.0,1.0,2.0,2.0,20.0,10.0,0.0,1.0,100.0,12.0,2.0,20.0,100.0,10.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,10.0,20.0,0.0,0.0,
175.0,Mason Taylor,21.0,NYJ,TE,1.0,1.0,1.0,1.0,20.0,20.0,0.0,1.0,100.0,20.0,1.0,20.0,100.0,20.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,20.0,20.0,0.0,0.0,
176.0,Brian Thomas,23.0,JAX,WR,1.0,1.0,7.0,1.0,11.0,11.0,0.0,1.0,14.3,11.0,1.0,11.0,14.3,1.6,1.0,9.0,1.0,1.0,100.0,9.0,9.0,9.0,1.0,2.0,10.0,20.0,1.0,0.0,
177.0,Tucker Kraft,25.0,GNB,TE,1.0,1.0,4.0,2.0,16.0,8.0,1.0,1.0,25.0,15.0,2.0,16.0,50.0,4.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,3.0,6.3,19.0,1.0,0.0,
178.0,Chigoziem Okonkwo,26.0,TEN,TE,1.0,1.0,4.0,3.0,19.0,6.3,0.0,1.0,50.0,14.0,3.0,19.0,75.0,4.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,6.3,19.0,0.0,0.0,
179.0,Isaiah Davis,23.0,NYJ,RB,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,2.0,18.0,0.0,0.0,0.0,15.0,9.0,18.0,2.0,2.0,9.0,18.0,0.0,0.0,
180.0,Will Dissly,29.0,LAC,TE,1.0,0.0,1.0,1.0,18.0,18.0,0.0,1.0,100.0,18.0,1.0,18.0,100.0,18.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,18.0,18.0,0.0,0.0,
181.0,Bo Nix,25.0,DEN,QB,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,8.0,18.0,0.0,2.0,37.5,11.0,2.3,18.0,8.0,8.0,2.3,18.0,0.0,1.0,
182.0,Josh Reynolds,30.0,NYJ,WR,1.0,1.0,3.0,2.0,18.0,9.0,0.0,0.0,66.7,13.0,2.0,18.0,66.7,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,9.0,18.0,0.0,0.0,
183.0,Brock Purdy,26.0,SFO,QB,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,5.0,17.0,0.0,0.0,40.0,9.0,3.4,17.0,5.0,5.0,3.4,17.0,0.0,0.0,
184.0,Tyler Badie,25.0,DEN,RB,1.0,0.0,6.0,2.0,16.0,8.0,0.0,0.0,33.3,13.0,2.0,16.0,33.3,2.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,8.0,16.0,0.0,0.0,
185.0,Blake Corum,25.0,LAR,RB,1.0,0.0,1.0,1.0,14.0,14.0,0.0,0.0,100.0,14.0,1.0,14.0,100.0,14.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,8.0,16.0,0.0,0.0,
186.0,Rico Dowdle,27.0,CAR,RB,1.0,0.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,3.0,2.0,4.0,66.7,1.3,3.0,12.0,0.0,0.0,33.3,9.0,4.0,12.0,3.0,5.0,3.2,16.0,0.0,0.0,
187.0,Matthew Golden,22.0,GNB,WR,1.0,1.0,2.0,2.0,16.0,8.0,0.0,1.0,100.0,11.0,2.0,16.0,100.0,8.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,8.0,16.0,0.0,0.0,
188.0,Gunnar Helm,23.0,TEN,TE,1.0,1.0,2.0,1.0,16.0,16.0,0.0,1.0,50.0,16.0,1.0,16.0,50.0,8.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,16.0,16.0,0.0,0.0,
189.0,Jauan Jennings,28.0,SFO,WR,1.0,1.0,5.0,2.0,16.0,8.0,0.0,1.0,40.0,11.0,2.0,16.0,40.0,3.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,8.0,16.0,0.0,0.0,
190.0,Kalif Raymond,31.0,DET,WR,1.0,0.0,3.0,2.0,16.0,8.0,0.0,1.0,66.7,9.0,2.0,16.0,66.7,5.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,8.0,16.0,0.0,0.0,
191.0,Jeremy Ruckert,25.0,NYJ,TE,1.0,1.0,2.0,2.0,16.0,8.0,0.0,2.0,100.0,12.0,2.0,16.0,100.0,8.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,8.0,16.0,0.0,0.0,
192.0,DeVonta Smith,27.0,PHI,WR,1.0,1.0,3.0,3.0,16.0,5.3,0.0,1.0,66.7,7.0,3.0,16.0,100.0,5.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,5.3,16.0,0.0,0.0,
193.0,Rachaad White,26.0,TAM,RB,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,100.0,2.0,2.0,14.0,0.0,1.0,50.0,11.0,7.0,14.0,2.0,3.0,5.3,16.0,0.0,0.0,
194.0,Ashton Dulin,28.0,IND,WR,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,1.0,15.0,0.0,1.0,100.0,15.0,15.0,15.0,1.0,1.0,15.0,15.0,0.0,0.0,
195.0,T.J. Hockenson,28.0,MIN,TE,1.0,1.0,4.0,3.0,15.0,5.0,0.0,0.0,25.0,9.0,3.0,15.0,75.0,3.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,5.0,15.0,0.0,0.0,
196.0,Cooper Kupp,32.0,SEA,WR,1.0,1.0,3.0,2.0,15.0,7.5,0.0,0.0,33.3,9.0,2.0,15.0,66.7,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,7.5,15.0,0.0,0.0,
197.0,Jonnu Smith,30.0,PIT,TE,1.0,0.0,6.0,5.0,15.0,3.0,1.0,2.0,50.0,6.0,5.0,15.0,83.3,2.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,5.0,3.0,15.0,1.0,0.0,
198.0,Jake Tonges,26.0,SFO,TE,1.0,0.0,3.0,3.0,15.0,5.0,1.0,2.0,66.7,9.0,3.0,15.0,100.0,5.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,5.0,15.0,1.0,0.0,
199.0,Daniel Bellinger,25.0,NYG,TE,1.0,0.0,1.0,1.0,14.0,14.0,0.0,1.0,100.0,14.0,1.0,14.0,100.0,14.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,14.0,14.0,0.0,0.0,
200.0,Sam Darnold,28.0,SEA,QB,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,2.0,14.0,0.0,1.0,100.0,9.0,7.0,14.0,2.0,2.0,7.0,14.0,0.0,1.0,
201.0,Mike Gesicki,30.0,CIN,TE,1.0,0.0,3.0,1.0,14.0,14.0,0.0,1.0,33.3,14.0,1.0,14.0,33.3,4.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,14.0,14.0,0.0,0.0,
202.0,Davis Allen,24.0,LAR,TE,1.0,0.0,2.0,1.0,13.0,13.0,1.0,1.0,50.0,13.0,1.0,13.0,50.0,6.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,13.0,13.0,1.0,0.0,
203.0,Elic Ayomanor,22.0,TEN,WR,1.0,1.0,7.0,2.0,13.0,6.5,0.0,1.0,14.3,10.0,2.0,13.0,28.6,1.9,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,6.5,13.0,0.0,0.0,
204.0,Drake Maye,23.0,NWE,QB,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,100.0,2.0,4.0,11.0,0.0,0.0,50.0,4.0,2.8,11.0,4.0,5.0,2.6,13.0,0.0,1.0,
205.0,Isaac TeSlaa,23.0,DET,WR,1.0,0.0,1.0,1.0,13.0,13.0,1.0,1.0,100.0,13.0,1.0,13.0,100.0,13.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,13.0,13.0,1.0,0.0,
206.0,Devaughn Vele,28.0,NOR,WR,1.0,0.0,2.0,1.0,13.0,13.0,0.0,1.0,50.0,13.0,1.0,13.0,50.0,6.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,1.0,13.0,13.0,0.0,0.0,
207.0,Tank Bigsby,24.0,JAX,RB,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,5.0,12.0,0.0,1.0,20.0,4.0,2.4,12.0,5.0,5.0,2.4,12.0,0.0,0.0,
208.0,Josh Downs,24.0,IND,WR,1.0,0.0,3.0,2.0,12.0,6.0,0.0,1.0,66.7,6.0,2.0,12.0,66.7,4.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,6.0,12.0,0.0,0.0,
