Quarter,Time,Down,ToGo,Location,BAL,CLE,Detail,EPB,EPA,week,year,game_id
4.0,1:08,,,,,,Timeout #2 by Baltimore Ravens,,,8.0,2024,112
4.0,1:08,1.0,10.0,BAL 33,24.0,23.0,"Penalty on Wyatt Teller: False Start, 5 yards (accepted) (no play)",3.38,3.05,8.0,2024,112
4.0,1:08,1.0,15.0,BAL 38,24.0,23.0,Jameis Winston pass incomplete short right intended for Elijah Moore,3.05,2.16,8.0,2024,112
4.0,1:04,2.0,15.0,BAL 38,24.0,29.0,"Jameis Winston pass complete deep right to Cedric Tillman for 38 yards, touchdown",2.16,7.0,8.0,2024,112
4.0,0:59,,,BAL 2,24.0,29.0,Two Point Attempt: Jameis Winston pass incomplete intended for intended for Cedric Tillman,1.0,-1.0,8.0,2024,112
4.0,0:59,,,CLE 35,24.0,29.0,"Dustin Hopkins kicks off 65 yards, touchback.",0.0,0.94,8.0,2024,112
4.0,0:59,1.0,10.0,BAL 30,24.0,29.0,Lamar Jackson pass complete short left to Nelson Agholor for 11 yards (tackle by Mohamoud Diabate and Cameron Mitchell),0.94,1.66,8.0,2024,112
4.0,0:45,1.0,10.0,BAL 41,24.0,29.0,Lamar Jackson spiked the ball,1.66,1.12,8.0,2024,112
4.0,0:44,2.0,10.0,BAL 41,24.0,29.0,Lamar Jackson pass complete deep left to Zay Flowers for 21 yards (tackle by Grant Delpit),1.12,3.05,8.0,2024,112
4.0,0:35,,,,,,Timeout #3 by Baltimore Ravens,,,8.0,2024,112
4.0,0:35,1.0,10.0,CLE 38,24.0,29.0,Lamar Jackson pass complete short middle to Justice Hill for 14 yards (tackle by Devin Bush),3.05,3.97,8.0,2024,112
4.0,0:22,1.0,10.0,CLE 24,24.0,29.0,Lamar Jackson spiked the ball,3.97,3.43,8.0,2024,112
4.0,0:21,,,,,,Timeout #1 by Cleveland Browns,,,8.0,2024,112
4.0,0:21,2.0,10.0,CLE 24,24.0,29.0,Lamar Jackson pass incomplete short left,3.43,2.74,8.0,2024,112
4.0,0:14,,,,,,Timeout #2 by Cleveland Browns,,,8.0,2024,112
4.0,0:14,3.0,10.0,CLE 24,24.0,29.0,Lamar Jackson pass incomplete deep left intended for Zay Flowers (defended by Martin Emerson),2.74,1.87,8.0,2024,112
4.0,0:03,,,,,,Timeout #3 by Cleveland Browns,,,8.0,2024,112
4.0,0:03,4.0,10.0,CLE 24,24.0,29.0,Lamar Jackson pass incomplete deep left intended for Zay Flowers,1.87,0.54,8.0,2024,112
