Quarter,Time,Down,ToGo,Location,ATL,TAM,Detail,EPB,EPA,week,year,game_id
2.0,5:40,3.0,7.0,TAM 33,14.0,14.0,Baker Mayfield pass incomplete deep middle intended for Jalen McMillan,0.1,-1.18,8.0,2024,110
2.0,5:36,4.0,7.0,TAM 33,14.0,14.0,"Trenton Gill punts 42 yards, returned by Avery Williams for 14 yards (tackle by Anthony Nelson)",-1.18,-1.53,8.0,2024,110
2.0,5:28,1.0,10.0,ATL 39,14.0,14.0,Kirk Cousins pass complete short right to Drake London for 13 yards (tackle by K.J. Britt and Antoine Winfield),1.53,2.39,8.0,2024,110
2.0,4:55,1.0,10.0,TAM 48,14.0,14.0,Kirk Cousins pass complete short left to Bijan Robinson for 6 yards (tackle by Antoine Winfield and Lavonte David),2.39,2.66,8.0,2024,110
2.0,4:11,2.0,4.0,TAM 42,14.0,14.0,Bijan Robinson right tackle for 8 yards (tackle by Jordan Whitehead and Antoine Winfield),2.66,3.31,8.0,2024,110
2.0,3:35,1.0,10.0,TAM 34,14.0,14.0,Kirk Cousins sacked by C.J. Brewer for -2 yards,3.31,2.5,8.0,2024,110
2.0,2:53,2.0,12.0,TAM 36,14.0,14.0,Kirk Cousins pass complete short middle to Bijan Robinson for 6 yards (tackle by K.J. Britt),2.5,2.61,8.0,2024,110
2.0,2:14,3.0,6.0,TAM 30,20.0,14.0,"Kirk Cousins pass complete deep middle to Darnell Mooney for 30 yards, touchdown",2.61,7.0,8.0,2024,110
2.0,2:09,,,TAM 15,21.0,14.0,Younghoe Koo kicks extra point good,0.0,0.0,8.0,2024,110
2.0,2:09,,,ATL 35,21.0,14.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.94,8.0,2024,110
2.0,2:09,1.0,10.0,TAM 30,21.0,14.0,Baker Mayfield pass incomplete short left intended for Sterling Shepard (defended by David Onyemata),0.94,0.39,8.0,2024,110
2.0,2:05,2.0,10.0,TAM 30,21.0,14.0,Rachaad White right end for 4 yards (tackle by JD Bertrand and Grady Jarrett),0.39,0.23,8.0,2024,110
2.0,2:00,3.0,6.0,TAM 34,21.0,14.0,Baker Mayfield pass complete deep right to Trey Palmer for 25 yards (tackle by Richie Grant),0.23,2.85,8.0,2024,110
2.0,1:47,,,,,,Timeout #1 by Atlanta Falcons,,,8.0,2024,110
2.0,1:47,1.0,10.0,ATL 41,21.0,14.0,Baker Mayfield pass incomplete deep right intended for Jalen McMillan,2.85,2.31,8.0,2024,110
2.0,1:41,2.0,10.0,ATL 41,21.0,14.0,Baker Mayfield pass complete short right to Rachaad White for 2 yards (tackle by Jessie Bates),2.31,1.88,8.0,2024,110
2.0,1:17,3.0,8.0,ATL 39,21.0,14.0,Baker Mayfield pass complete short middle to Rachaad White for 5 yards (tackle by DeAundre Alford and Nathan Landman),1.88,1.09,8.0,2024,110
2.0,1:09,,,,,,Timeout #2 by Atlanta Falcons,,,8.0,2024,110
2.0,1:09,,,,,,Timeout #1 by Tampa Bay Buccaneers,,,8.0,2024,110
2.0,1:09,4.0,3.0,ATL 34,21.0,17.0,Chase McLaughlin 52 yard field goal good,1.09,3.0,8.0,2024,110
2.0,1:04,,,TAM 35,21.0,17.0,"Trenton Gill kicks off 67 yards, returned by Ray-Ray McCloud for 32 yards (tackle by Tavierre Thomas and Kaevon Merriweather)",0.0,0.94,8.0,2024,110
2.0,0:58,1.0,10.0,ATL 30,21.0,17.0,Kirk Cousins pass complete short left to Drake London for 7 yards (tackle by Christian Izien),0.94,1.34,8.0,2024,110
2.0,0:53,2.0,3.0,ATL 37,21.0,17.0,Kirk Cousins pass incomplete short right intended for Kyle Pitts,1.34,0.63,8.0,2024,110
2.0,0:49,3.0,3.0,ATL 37,21.0,17.0,Kirk Cousins pass complete short middle to Kyle Pitts for 4 yards (tackle by K.J. Britt),0.63,1.66,8.0,2024,110
2.0,0:30,1.0,10.0,ATL 41,21.0,17.0,Kirk Cousins pass complete short left to Bijan Robinson for 10 yards (tackle by Antoine Winfield),1.66,2.32,8.0,2024,110
2.0,0:24,,,,,,Timeout #2 by Tampa Bay Buccaneers,,,8.0,2024,110
2.0,0:24,1.0,10.0,TAM 49,21.0,17.0,Kirk Cousins pass complete deep left to Darnell Mooney for 21 yards (tackle by Antoine Winfield),2.32,3.71,8.0,2024,110
2.0,0:19,1.0,10.0,TAM 28,21.0,17.0,Kirk Cousins pass complete short right to Kyle Pitts for 2 yards (tackle by Christian Izien),3.71,3.44,8.0,2024,110
2.0,0:13,,,,,,Timeout #3 by Atlanta Falcons,,,8.0,2024,110
2.0,0:13,2.0,8.0,TAM 26,21.0,17.0,Kirk Cousins pass incomplete deep right intended for Drake London,3.44,2.74,8.0,2024,110
2.0,0:09,3.0,8.0,TAM 26,21.0,17.0,"Kirk Cousins pass incomplete deep right intended for Darnell Mooney. Penalty on Christian Izien: Illegal Contact, 5 yards (accepted) (no play)",2.74,4.17,8.0,2024,110
2.0,0:05,1.0,10.0,TAM 21,24.0,17.0,Younghoe Koo 39 yard field goal good,4.17,3.0,8.0,2024,110
2.0,0:01,,,ATL 35,24.0,17.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.94,8.0,2024,110
2.0,0:01,1.0,10.0,TAM 30,24.0,17.0,Baker Mayfield kneels for -1 yards,0.94,0.26,8.0,2024,110
3.0,15:00,,,TAM 35,24.0,17.0,"Trenton Gill kicks off 66 yards, returned by Ray-Ray McCloud for 29 yards (tackle by Kaevon Merriweather and Tavierre Thomas)",0.0,0.81,8.0,2024,110
3.0,14:55,1.0,10.0,ATL 28,24.0,17.0,"Bijan Robinson left end for 3 yards (tackle by Lavonte David). Penalty on Darnell Mooney: Offensive Holding, 10 yards (accepted)",0.81,0.34,8.0,2024,110
3.0,14:34,1.0,17.0,ATL 21,24.0,17.0,Kirk Cousins pass complete short left to Bijan Robinson for -2 yards (tackle by Lavonte David),0.34,-1.01,8.0,2024,110
3.0,13:53,2.0,19.0,ATL 19,24.0,17.0,Kirk Cousins pass complete short right to Ray-Ray McCloud for -2 yards (tackle by Christian Izien),-1.01,-2.19,8.0,2024,110
3.0,13:14,3.0,21.0,ATL 17,24.0,17.0,Bijan Robinson up the middle for 13 yards (tackle by Antoine Winfield),-2.19,-1.37,8.0,2024,110
3.0,12:34,4.0,8.0,ATL 30,24.0,17.0,"Bradley Pinion punts 45 yards, returned by Trey Palmer for 14 yards (tackle by Tyler Allgeier)",-1.37,-1.53,8.0,2024,110
3.0,12:22,1.0,10.0,TAM 39,24.0,17.0,Bucky Irving right tackle for 1 yard (tackle by James Smith-Williams and Mike Hughes),1.53,1.12,8.0,2024,110
3.0,11:39,2.0,9.0,TAM 40,24.0,17.0,"Baker Mayfield scrambles up the middle for no gain (tackle by Kaden Elliss). Penalty on Graham Barton: Offensive Holding, 10 yards (accepted) (no play)",1.12,-0.23,8.0,2024,110
3.0,11:13,2.0,19.0,TAM 30,24.0,17.0,Baker Mayfield pass complete short right to Rachaad White for 7 yards (tackle by Kaden Elliss and Matt Judon),-0.23,0.04,8.0,2024,110
3.0,10:29,3.0,12.0,TAM 37,24.0,17.0,Baker Mayfield pass complete short left to Jalen McMillan for 13 yards (tackle by Ruke Orhorhoro and DeAundre Alford),0.04,2.26,8.0,2024,110
3.0,10:04,1.0,10.0,TAM 50,24.0,17.0,Baker Mayfield pass complete short right to Bucky Irving for 13 yards (tackle by Nathan Landman),2.26,3.12,8.0,2024,110
3.0,9:18,1.0,10.0,ATL 37,24.0,17.0,Baker Mayfield pass deep right intended for Ryan Miller is intercepted by Jessie Bates at ATL-8 and returned for no gain (tackle by Ryan Miller),3.12,0.38,8.0,2024,110
3.0,9:11,1.0,10.0,ATL 8,24.0,17.0,Tyler Allgeier left end for 5 yards (tackle by Anthony Nelson and Christian Izien),-0.38,-0.41,8.0,2024,110
3.0,8:31,2.0,5.0,ATL 13,24.0,17.0,Tyler Allgeier right tackle for 6 yards (tackle by K.J. Britt),-0.41,0.15,8.0,2024,110
3.0,7:54,1.0,10.0,ATL 19,24.0,17.0,Tyler Allgeier right end for 3 yards (tackle by Lavonte David),0.15,0.07,8.0,2024,110
3.0,7:16,2.0,7.0,ATL 22,24.0,17.0,Tyler Allgeier right tackle for 6 yards (tackle by Calijah Kancey),0.07,0.1,8.0,2024,110
3.0,6:49,3.0,1.0,ATL 28,24.0,17.0,Tyler Allgeier up the middle for 9 yards (tackle by Antoine Winfield and Zyon McCollum),0.1,1.4,8.0,2024,110
3.0,6:22,1.0,10.0,ATL 37,24.0,17.0,Kirk Cousins sacked by C.J. Brewer for -9 yards,1.4,-0.36,8.0,2024,110
3.0,5:38,2.0,19.0,ATL 28,24.0,17.0,Kirk Cousins pass complete short left to Bijan Robinson for 7 yards (tackle by Josh Hayes and YaYa Diaby),-0.36,-0.1,8.0,2024,110
3.0,5:12,3.0,12.0,ATL 35,24.0,17.0,Kirk Cousins pass complete short right to Ray-Ray McCloud for 5 yards (tackle by Calijah Kancey),-0.1,-0.72,8.0,2024,110
3.0,4:41,4.0,7.0,ATL 40,24.0,17.0,"Bradley Pinion punts 46 yards, returned by Trey Palmer for 17 yards (tackle by Tyler Allgeier)",-0.72,-1.0,8.0,2024,110
3.0,4:30,1.0,10.0,TAM 31,24.0,17.0,Baker Mayfield pass complete short right to Sterling Shepard for 5 yards (tackle by Mike Hughes),1.0,1.14,8.0,2024,110
3.0,3:55,2.0,5.0,TAM 36,24.0,17.0,Bucky Irving right tackle for 2 yards (tackle by Kaden Elliss and Zach Harrison),1.14,0.76,8.0,2024,110
3.0,3:13,3.0,2.0,TAM 38,24.0,17.0,Baker Mayfield pass incomplete deep right intended for Rachaad White (defended by Matt Judon),0.76,-0.85,8.0,2024,110
3.0,3:08,4.0,2.0,TAM 38,24.0,17.0,Tavierre Thomas left end for -2 yards (tackle by KhaDarel Hodge),-0.85,-3.18,8.0,2024,110
3.0,3:05,1.0,10.0,TAM 36,24.0,17.0,"Bijan Robinson right guard for no gain, touchdown. Penalty on Ray-Ray McCloud: Offensive Holding, 10 yards (accepted) (no play)",3.18,2.52,8.0,2024,110
3.0,2:57,1.0,20.0,TAM 46,24.0,17.0,Bijan Robinson right guard for 5 yards (tackle by YaYa Diaby and K.J. Britt),2.52,1.96,8.0,2024,110
3.0,2:34,2.0,15.0,TAM 41,24.0,17.0,Kirk Cousins pass complete short left to Bijan Robinson for 10 yards (tackle by Josh Hayes and J.J. Russell),1.96,2.61,8.0,2024,110
3.0,2:05,3.0,5.0,TAM 31,24.0,17.0,Kirk Cousins pass complete short left to Darnell Mooney for 7 yards (tackle by Christian Izien),2.61,3.97,8.0,2024,110
3.0,1:30,1.0,10.0,TAM 24,24.0,17.0,Ray-Ray McCloud right end for 17 yards (tackle by Jordan Whitehead),3.97,5.6,8.0,2024,110
3.0,0:56,1.0,7.0,TAM 7,24.0,17.0,Tyler Allgeier right tackle for 1 yard (tackle by Vita Vea),5.6,4.95,8.0,2024,110
3.0,0:20,2.0,6.0,TAM 6,30.0,17.0,"Kirk Cousins pass complete short left to Bijan Robinson for 6 yards, touchdown",4.95,7.0,8.0,2024,110
3.0,0:14,,,TAM 15,31.0,17.0,Younghoe Koo kicks extra point good,0.0,0.0,8.0,2024,110
3.0,0:14,,,ATL 35,31.0,17.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.94,8.0,2024,110
3.0,0:14,1.0,10.0,TAM 30,31.0,17.0,Baker Mayfield pass complete short left to Bucky Irving for 6 yards (tackle by Kaden Elliss),0.94,1.2,8.0,2024,110
4.0,15:00,2.0,4.0,TAM 36,31.0,17.0,Jalen McMillan left end for 17 yards (tackle by AJ Terrell),1.2,2.46,8.0,2024,110
4.0,14:23,1.0,10.0,ATL 47,31.0,17.0,Baker Mayfield pass complete short middle to Rakim Jarrett for 20 yards (tackle by Richie Grant),2.46,3.78,8.0,2024,110
4.0,13:41,1.0,10.0,ATL 27,31.0,17.0,Baker Mayfield pass complete short left to Bucky Irving for 3 yards (tackle by AJ Terrell),3.78,3.64,8.0,2024,110
4.0,13:00,2.0,7.0,ATL 24,31.0,17.0,Baker Mayfield pass deep left intended for Jalen McMillan is intercepted by AJ Terrell at ATL-6 and returned for no gain,3.64,0.38,8.0,2024,110
4.0,12:54,1.0,10.0,ATL 6,31.0,17.0,Tyler Allgeier right tackle for -1 yards (tackle by Christian Izien and K.J. Britt),-0.38,-0.85,8.0,2024,110
4.0,12:11,2.0,11.0,ATL 5,31.0,19.0,Kirk Cousins aborted snap. Kirk Cousins fumbles out of bounds,-0.85,-2.0,8.0,2024,110
4.0,12:04,,,ATL 20,31.0,19.0,"Bradley Pinion kicks off 73 yards, returned by Sean Tucker for 20 yards (tackle by Antonio Hamilton and KhaDarel Hodge)",0.0,0.74,8.0,2024,110
4.0,11:59,1.0,10.0,TAM 27,31.0,19.0,"Penalty on Jalen McMillan: False Start, 5 yards (accepted) (no play)",0.74,0.41,8.0,2024,110
4.0,11:59,1.0,15.0,TAM 22,31.0,19.0,Baker Mayfield pass complete short right to Bucky Irving for 6 yards (tackle by Mike Hughes),0.41,0.33,8.0,2024,110
4.0,11:17,2.0,9.0,TAM 28,31.0,19.0,Baker Mayfield pass complete short right to Jalen McMillan for 11 yards,0.33,1.53,8.0,2024,110
4.0,10:59,1.0,10.0,TAM 39,31.0,19.0,Baker Mayfield pass complete short right to Cade Otton for 4 yards (tackle by Mike Hughes),1.53,1.53,8.0,2024,110
4.0,10:17,2.0,6.0,TAM 43,31.0,19.0,Baker Mayfield pass complete short middle to Ryan Miller for 7 yards (tackle by Nathan Landman),1.53,2.26,8.0,2024,110
4.0,9:50,1.0,10.0,ATL 50,31.0,19.0,Baker Mayfield pass incomplete short left intended for Ryan Miller,2.26,1.71,8.0,2024,110
4.0,9:44,2.0,10.0,ATL 50,31.0,19.0,Baker Mayfield pass complete short left to Ryan Miller for 6 yards (tackle by AJ Terrell),1.71,1.82,8.0,2024,110
4.0,9:10,3.0,4.0,ATL 44,31.0,19.0,Baker Mayfield scrambles up the middle for 10 yards (tackle by Kaden Elliss),1.82,3.31,8.0,2024,110
4.0,8:45,1.0,10.0,ATL 34,31.0,19.0,Baker Mayfield pass incomplete short left,3.31,2.77,8.0,2024,110
4.0,8:40,2.0,10.0,ATL 34,31.0,19.0,Baker Mayfield pass complete short left to Rachaad White for 6 yards (tackle by Kaden Elliss and Demone Harris),2.77,2.87,8.0,2024,110
4.0,7:59,3.0,4.0,ATL 28,31.0,19.0,Baker Mayfield pass complete deep left to Rakim Jarrett for 19 yards (tackle by Richie Grant),2.87,5.14,8.0,2024,110
4.0,7:31,1.0,9.0,ATL 9,31.0,19.0,Baker Mayfield pass complete short right to Jalen McMillan for 5 yards (tackle by Mike Hughes),5.14,5.34,8.0,2024,110
4.0,6:55,2.0,4.0,ATL 4,31.0,25.0,"Baker Mayfield pass complete short left to Cade Otton for 4 yards, touchdown",5.34,7.0,8.0,2024,110
4.0,6:52,,,ATL 15,31.0,26.0,Chase McLaughlin kicks extra point good,0.0,0.0,8.0,2024,110
4.0,6:52,,,TAM 35,31.0,26.0,"Trenton Gill kicks off 65 yards, touchback.",0.0,0.94,8.0,2024,110
4.0,6:52,1.0,10.0,ATL 30,31.0,26.0,Kirk Cousins pass complete short left to Charlie Woerner for 13 yards (tackle by K.J. Britt and Josh Hayes),0.94,1.8,8.0,2024,110
4.0,6:14,1.0,10.0,ATL 43,31.0,26.0,Bijan Robinson left guard for 7 yards (tackle by Christian Izien),1.8,2.2,8.0,2024,110
4.0,5:32,2.0,3.0,TAM 50,31.0,26.0,Bijan Robinson right end for 2 yards (tackle by Zyon McCollum and Vita Vea),2.2,1.75,8.0,2024,110
4.0,5:09,3.0,1.0,TAM 48,31.0,26.0,Bijan Robinson right tackle for 6 yards (tackle by Zyon McCollum),1.75,2.79,8.0,2024,110
4.0,4:24,1.0,10.0,TAM 42,31.0,26.0,"Bijan Robinson up the middle for 3 yards (tackle by Zyon McCollum). Penalty on Ryan Neuzil: Offensive Facemask, 15 yards (accepted)",2.79,1.99,8.0,2024,110
4.0,4:19,1.0,22.0,ATL 46,31.0,26.0,Kirk Cousins pass complete short left to Drake London for 8 yards (tackle by Josh Hayes and K.J. Britt),1.99,1.7,8.0,2024,110
4.0,3:32,2.0,14.0,TAM 46,31.0,26.0,Kirk Cousins scrambles up the middle for 13 yards (tackle by Josh Hayes),1.7,2.74,8.0,2024,110
4.0,3:07,,,,,,Timeout #1 by Tampa Bay Buccaneers,,,8.0,2024,110
4.0,3:07,3.0,1.0,TAM 33,31.0,26.0,Tyler Allgeier up the middle for no gain (tackle by C.J. Brewer),2.74,1.21,8.0,2024,110
4.0,2:24,,,,,,Timeout #1 by Atlanta Falcons,,,8.0,2024,110
4.0,2:24,4.0,1.0,TAM 33,31.0,26.0,Kirk Cousins up the middle for 3 yards (tackle by Logan Hall),1.21,3.58,8.0,2024,110
4.0,2:00,1.0,10.0,TAM 30,31.0,26.0,Tyler Allgeier left tackle for no gain (tackle by Vita Vea),3.58,3.03,8.0,2024,110
4.0,1:56,,,,,,Timeout #2 by Tampa Bay Buccaneers,,,8.0,2024,110
4.0,1:56,2.0,10.0,TAM 30,31.0,26.0,Tyler Allgeier left end for -2 yards (tackle by Vita Vea and Lavonte David),3.03,2.08,8.0,2024,110
4.0,1:51,,,,,,Timeout #3 by Tampa Bay Buccaneers,,,8.0,2024,110
4.0,1:51,3.0,12.0,TAM 32,31.0,26.0,Bijan Robinson right end for 4 yards (tackle by Vita Vea),2.08,1.59,8.0,2024,110
4.0,1:06,,,,,,Timeout #2 by Atlanta Falcons,,,8.0,2024,110
4.0,1:06,4.0,8.0,TAM 28,31.0,26.0,Younghoe Koo 46 yard field goal no good,1.59,-1.33,8.0,2024,110
