Quarter,Time,Down,ToGo,Location,IND,HOU,Detail,EPB,EPA,week,year,game_id
1.0,9:49,1.0,10.0,HOU 32,3.0,3.0,Joe Mixon right guard for 4 yards (tackle by Kenny Moore),1.07,1.07,8.0,2024,113
1.0,9:07,2.0,6.0,HOU 36,3.0,3.0,Dameon Pierce left tackle for 4 yards (tackle by Nick Cross and Zaire Franklin),1.07,0.89,8.0,2024,113
1.0,8:26,3.0,2.0,HOU 40,3.0,3.0,C.J. Stroud pass incomplete short right intended for Dalton Schultz,0.89,-0.72,8.0,2024,113
1.0,8:22,4.0,2.0,HOU 40,3.0,3.0,Tommy Townsend punts 32 yards out of bounds,-0.72,-0.81,8.0,2024,113
1.0,8:14,1.0,10.0,IND 28,3.0,3.0,"Penalty on Quenton Nelson: False Start, 5 yards (accepted) (no play)",0.81,0.48,8.0,2024,113
1.0,8:14,1.0,15.0,IND 23,3.0,3.0,Jonathan Taylor left guard for 18 yards (tackle by Eric Murray and Devin White),0.48,1.66,8.0,2024,113
1.0,7:44,1.0,10.0,IND 41,3.0,3.0,Anthony Richardson scrambles right end for 11 yards (tackle by Jalen Pitre),1.66,2.39,8.0,2024,113
1.0,7:20,1.0,10.0,HOU 48,3.0,3.0,Jonathan Taylor left end for -3 yards (tackle by Jalen Pitre),2.39,1.44,8.0,2024,113
1.0,6:41,2.0,13.0,IND 49,3.0,3.0,Anthony Richardson pass incomplete short right intended for Will Mallory (defended by Eric Murray),1.44,0.76,8.0,2024,113
1.0,6:32,3.0,13.0,IND 49,3.0,3.0,Anthony Richardson pass incomplete short left intended for Adonai Mitchell,0.76,-0.13,8.0,2024,113
1.0,6:27,4.0,13.0,IND 49,3.0,3.0,"Rigoberto Sanchez punts 43 yards, fair catch by Robert Woods at HOU-8",-0.13,0.38,8.0,2024,113
1.0,6:20,1.0,10.0,HOU 8,3.0,3.0,C.J. Stroud pass complete short left to Cade Stover for 14 yards (tackle by Zaire Franklin),-0.38,0.41,8.0,2024,113
1.0,5:35,1.0,10.0,HOU 22,3.0,3.0,C.J. Stroud pass complete short middle to Dalton Schultz for 16 yards (tackle by Nick Cross),0.41,1.47,8.0,2024,113
1.0,4:52,1.0,10.0,HOU 38,3.0,3.0,C.J. Stroud pass incomplete deep left intended for Stefon Diggs,1.47,0.92,8.0,2024,113
1.0,4:45,2.0,10.0,HOU 38,3.0,3.0,Joe Mixon left end for -1 yards (tackle by Dayo Odeyingbo),0.92,0.1,8.0,2024,113
1.0,4:02,3.0,11.0,HOU 37,3.0,3.0,C.J. Stroud sacked by Dayo Odeyingbo for -9 yards,0.1,-1.5,8.0,2024,113
1.0,3:23,4.0,20.0,HOU 28,3.0,3.0,Tommy Townsend punts 53 yards downed by Del'Shawn Phillips,-1.5,-0.15,8.0,2024,113
1.0,3:02,1.0,10.0,IND 19,3.0,3.0,Jonathan Taylor left guard for 3 yards (tackle by Kurt Hinish and Derek Barnett),0.15,0.07,8.0,2024,113
1.0,2:25,2.0,7.0,IND 22,3.0,3.0,Jonathan Taylor up the middle for 8 yards (tackle by Eric Murray and Kamari Lassiter),0.07,0.94,8.0,2024,113
1.0,1:43,1.0,10.0,IND 30,3.0,3.0,Jonathan Taylor left end for 1 yard (tackle by Will Anderson),0.94,0.53,8.0,2024,113
1.0,1:01,2.0,9.0,IND 31,9.0,3.0,"Anthony Richardson pass complete deep left to Josh Downs for 69 yards, touchdown",0.53,7.0,8.0,2024,113
1.0,0:50,,,HOU 15,10.0,3.0,Matt Gay kicks extra point good,0.0,0.0,8.0,2024,113
1.0,0:50,,,IND 35,10.0,3.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.94,8.0,2024,113
1.0,0:50,1.0,10.0,HOU 30,10.0,3.0,Joe Mixon left tackle for 2 yards (tackle by Adam Gotsis),0.94,0.66,8.0,2024,113
1.0,0:09,2.0,8.0,HOU 32,10.0,3.0,C.J. Stroud pass complete short left to Dalton Schultz for 16 yards (tackle by Jaylon Jones and Zaire Franklin),0.66,2.13,8.0,2024,113
2.0,15:00,1.0,10.0,HOU 48,10.0,3.0,C.J. Stroud pass complete short right to Joe Mixon for 8 yards (tackle by Julian Blackmon and E.J. Speed),2.13,2.66,8.0,2024,113
2.0,14:24,2.0,2.0,IND 44,10.0,3.0,C.J. Stroud pass complete short left to Stefon Diggs for 7 yards (tackle by Nick Cross),2.66,3.12,8.0,2024,113
2.0,13:43,1.0,10.0,IND 37,10.0,3.0,C.J. Stroud pass complete short left to Stefon Diggs for 3 yards (tackle by Jaylon Jones and E.J. Speed),3.12,2.98,8.0,2024,113
2.0,13:00,2.0,7.0,IND 34,10.0,3.0,Stefon Diggs right end for -4 yards (tackle by Kenny Moore),2.98,1.75,8.0,2024,113
2.0,12:19,3.0,11.0,IND 38,10.0,3.0,C.J. Stroud pass complete short right to Robert Woods for 13 yards (tackle by Kwity Paye and Zaire Franklin),1.75,3.91,8.0,2024,113
2.0,11:34,1.0,10.0,IND 25,10.0,3.0,Joe Mixon left tackle for no gain (tackle by Jaylon Jones and Dayo Odeyingbo),3.91,3.36,8.0,2024,113
2.0,10:54,2.0,10.0,IND 25,10.0,3.0,C.J. Stroud pass complete short left to Joe Mixon for 11 yards (tackle by Julian Blackmon),3.36,4.65,8.0,2024,113
2.0,10:12,1.0,10.0,IND 14,10.0,9.0,"Joe Mixon up the middle for 14 yards, touchdown",4.65,7.0,8.0,2024,113
2.0,10:04,,,IND 15,10.0,10.0,Ka'imi Fairbairn kicks extra point good,0.0,0.0,8.0,2024,113
2.0,10:04,,,HOU 35,10.0,10.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.. Penalty on Rodney Thomas: Illegal Formation, 5 yards (accepted)",0.0,0.61,8.0,2024,113
2.0,10:04,1.0,10.0,IND 25,10.0,10.0,Anthony Richardson pass incomplete deep middle intended for Alec Pierce (defended by Kamari Lassiter),0.61,0.06,8.0,2024,113
2.0,9:55,2.0,10.0,IND 25,10.0,10.0,Jonathan Taylor left tackle for no gain (tackle by Tim Settle),0.06,-0.62,8.0,2024,113
2.0,9:20,3.0,10.0,IND 25,10.0,10.0,Anthony Richardson sacked by Will Anderson for -8 yards,-0.62,-2.32,8.0,2024,113
2.0,8:42,4.0,18.0,IND 17,10.0,10.0,"Rigoberto Sanchez punts 49 yards, returned by Robert Woods for 13 yards (tackle by Adam Gotsis)",-2.32,-2.06,8.0,2024,113
2.0,8:32,1.0,10.0,HOU 47,10.0,10.0,C.J. Stroud pass incomplete short right intended for Joe Mixon,2.06,1.52,8.0,2024,113
2.0,8:26,2.0,10.0,HOU 47,10.0,10.0,C.J. Stroud pass incomplete deep middle intended for Cade Stover,1.52,0.83,8.0,2024,113
2.0,8:21,3.0,10.0,HOU 47,10.0,10.0,C.J. Stroud pass incomplete short right intended for Stefon Diggs,0.83,-0.26,8.0,2024,113
2.0,8:15,4.0,10.0,HOU 47,10.0,10.0,"Tommy Townsend punts 47 yards, returned by Josh Downs for 12 yards (tackle by Dylan Horton)",-0.26,-0.04,8.0,2024,113
2.0,8:04,1.0,10.0,IND 18,10.0,10.0,Anthony Richardson pass incomplete short left intended for Josh Downs (defended by Denico Autry),0.04,-0.49,8.0,2024,113
2.0,8:00,2.0,10.0,IND 18,10.0,10.0,Anthony Richardson pass incomplete deep right intended for Michael Pittman,-0.49,-1.17,8.0,2024,113
2.0,7:53,3.0,10.0,IND 18,10.0,10.0,Anthony Richardson sacked by Tim Settle for -7 yards,-1.17,-2.49,8.0,2024,113
2.0,7:48,4.0,17.0,IND 11,10.0,10.0,"Rigoberto Sanchez punts 54 yards, returned by Robert Woods for 10 yards (tackle by Segun Olubi)",-2.49,-1.93,8.0,2024,113
2.0,7:29,1.0,10.0,HOU 45,10.0,10.0,Joe Mixon right guard for 3 yards (tackle by Zaire Franklin and E.J. Speed),1.93,1.79,8.0,2024,113
2.0,6:55,2.0,7.0,HOU 48,10.0,10.0,Joe Mixon up the middle for -1 yards (tackle by Grover Stewart and E.J. Speed),1.79,0.96,8.0,2024,113
2.0,6:07,3.0,8.0,HOU 47,10.0,10.0,C.J. Stroud pass incomplete short left intended for Stefon Diggs,0.96,-0.26,8.0,2024,113
2.0,5:59,4.0,8.0,HOU 47,10.0,10.0,Tommy Townsend punts 39 yards downed by Del'Shawn Phillips,-0.26,0.28,8.0,2024,113
2.0,5:46,1.0,10.0,IND 14,10.0,10.0,Jonathan Taylor up the middle for 2 yards (tackle by Eric Murray),-0.28,-0.51,8.0,2024,113
2.0,5:09,2.0,8.0,IND 16,10.0,10.0,Anthony Richardson pass incomplete short middle intended for Josh Downs,-0.51,-1.16,8.0,2024,113
2.0,5:06,3.0,8.0,IND 16,10.0,10.0,Anthony Richardson pass incomplete deep right intended for Adonai Mitchell,-1.16,-2.39,8.0,2024,113
2.0,5:01,4.0,8.0,IND 16,10.0,10.0,"Rigoberto Sanchez punts 57 yards, fair catch by Robert Woods at HOU-27",-2.39,-0.74,8.0,2024,113
2.0,4:54,1.0,10.0,HOU 27,10.0,10.0,C.J. Stroud pass complete short middle to Cade Stover for 5 yards (tackle by E.J. Speed),0.74,0.87,8.0,2024,113
2.0,4:18,2.0,5.0,HOU 32,10.0,10.0,C.J. Stroud pass complete short right to Dalton Schultz for 17 yards (tackle by Zaire Franklin),0.87,2.19,8.0,2024,113
2.0,3:37,1.0,10.0,HOU 49,10.0,10.0,Joe Mixon up the middle for 4 yards (tackle by Nick Cross and Grover Stewart),2.19,2.19,8.0,2024,113
2.0,2:48,2.0,6.0,IND 47,10.0,10.0,C.J. Stroud pass complete short right to Dalton Schultz for 3 yards (tackle by Kenny Moore),2.19,1.88,8.0,2024,113
2.0,2:12,3.0,3.0,IND 44,10.0,10.0,C.J. Stroud pass complete short left to Stefon Diggs for 6 yards,1.88,3.05,8.0,2024,113
2.0,2:00,1.0,10.0,IND 38,10.0,10.0,Joe Mixon right tackle for 2 yards (tackle by DeForest Buckner and Kenny Moore),3.05,2.78,8.0,2024,113
2.0,1:23,2.0,8.0,IND 36,10.0,10.0,C.J. Stroud pass incomplete deep right intended for Dalton Schultz,2.78,2.08,8.0,2024,113
2.0,1:13,3.0,8.0,IND 36,10.0,10.0,C.J. Stroud sacked by DeForest Buckner for -9 yards,2.08,0.27,8.0,2024,113
2.0,1:07,,,,,,Timeout #1 by Indianapolis Colts,,,8.0,2024,113
2.0,1:07,4.0,17.0,IND 45,10.0,10.0,"Penalty on Troy Hairston: False Start, 5 yards (accepted) (no play)",0.27,-0.06,8.0,2024,113
2.0,1:07,4.0,22.0,HOU 50,10.0,10.0,"Tommy Townsend punts 45 yards, fair catch by Josh Downs at IND-5",-0.06,0.38,8.0,2024,113
2.0,1:00,1.0,10.0,IND 5,10.0,10.0,Jonathan Taylor left guard for 7 yards (tackle by Neville Hewitt and Will Anderson),-0.38,-0.27,8.0,2024,113
2.0,0:40,2.0,3.0,IND 12,10.0,10.0,Anthony Richardson pass incomplete short left intended for Michael Pittman (defended by Kamari Lassiter),-0.27,-0.6,8.0,2024,113
2.0,0:35,3.0,3.0,IND 12,10.0,10.0,Anthony Richardson pass short right intended for Josh Downs is intercepted by Jalen Pitre at IND-17 and returned for 10 yards (tackle by Bernhard Raimann),-0.6,-5.6,8.0,2024,113
2.0,0:23,1.0,7.0,IND 7,10.0,16.0,"C.J. Stroud pass complete short right to Tank Dell for 7 yards, touchdown",5.6,7.0,8.0,2024,113
2.0,0:17,,,IND 15,10.0,17.0,Ka'imi Fairbairn kicks extra point good,0.0,0.0,8.0,2024,113
2.0,0:17,,,HOU 35,10.0,17.0,"Ka'imi Fairbairn kicks off 68 yards, returned by Tyler Goodson for 36 yards (tackle by Cade Stover)",0.0,1.14,8.0,2024,113
2.0,0:11,1.0,10.0,IND 33,10.0,17.0,Anthony Richardson kneels for -1 yards,1.14,0.46,8.0,2024,113
3.0,15:00,,,HOU 35,10.0,17.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.94,8.0,2024,113
3.0,15:00,1.0,10.0,IND 30,10.0,17.0,Jonathan Taylor right end for 13 yards (tackle by Neville Hewitt),0.94,1.8,8.0,2024,113
3.0,14:22,1.0,10.0,IND 43,10.0,17.0,"Anthony Richardson left end for 3 yards, lateral to Josh Downs for 13 yards (tackle by Eric Murray)",1.8,2.85,8.0,2024,113
3.0,13:48,1.0,10.0,HOU 41,10.0,17.0,Anthony Richardson pass complete short right to Kylen Granson for 4 yards (tackle by Calen Bullock),2.85,2.85,8.0,2024,113
3.0,13:05,2.0,6.0,HOU 37,10.0,17.0,"Jonathan Taylor left end for 3 yards (tackle by Neville Hewitt). Penalty on Michael Pittman: Offensive Holding, 10 yards (accepted)",2.85,1.9,8.0,2024,113
3.0,13:04,2.0,13.0,HOU 44,10.0,17.0,Anthony Richardson pass complete short left to Adonai Mitchell for 9 yards (tackle by Kamari Lassiter),1.9,2.41,8.0,2024,113
3.0,12:15,3.0,4.0,HOU 35,10.0,17.0,"Anthony Richardson for -6 yards. Anthony Richardson fumbles, recovered by Anthony Richardson at HOU-41",2.41,0.53,8.0,2024,113
3.0,11:23,4.0,10.0,HOU 41,10.0,17.0,"Penalty on IND: Delay of Game, 5 yards (declined)",0.53,0.53,8.0,2024,113
3.0,11:23,4.0,10.0,HOU 41,10.0,17.0,"Rigoberto Sanchez punts 33 yards, fair catch by Robert Woods at HOU-8",0.53,0.38,8.0,2024,113
3.0,11:19,1.0,10.0,HOU 8,10.0,17.0,Joe Mixon left tackle for -6 yards (tackle by Julian Blackmon and Grover Stewart),-0.38,-1.22,8.0,2024,113
3.0,10:43,2.0,16.0,HOU 2,10.0,17.0,Joe Mixon up the middle for 10 yards (tackle by E.J. Speed),-1.22,-0.95,8.0,2024,113
3.0,10:03,3.0,6.0,HOU 12,10.0,17.0,C.J. Stroud pass complete deep left to Xavier Hutchinson for 19 yards (tackle by Julian Blackmon),-0.95,1.0,8.0,2024,113
3.0,9:35,1.0,10.0,HOU 31,10.0,17.0,C.J. Stroud pass complete deep right to Stefon Diggs for 49 yards (tackle by Julian Blackmon),1.0,4.24,8.0,2024,113
3.0,8:50,1.0,10.0,IND 20,10.0,17.0,C.J. Stroud pass complete short right to John Metchie for 4 yards (tackle by Grant Stuard),4.24,4.28,8.0,2024,113
3.0,8:04,2.0,6.0,IND 16,10.0,17.0,C.J. Stroud pass incomplete short right,4.28,3.52,8.0,2024,113
3.0,7:55,3.0,6.0,IND 16,10.0,17.0,C.J. Stroud pass incomplete short right intended for Dare Ogunbowale,3.52,2.4,8.0,2024,113
3.0,7:55,4.0,6.0,IND 16,10.0,20.0,Ka'imi Fairbairn 35 yard field goal good,2.4,3.0,8.0,2024,113
3.0,7:52,,,HOU 35,10.0,20.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.94,8.0,2024,113
3.0,7:52,1.0,10.0,IND 30,10.0,20.0,Jonathan Taylor right tackle for 13 yards (tackle by Derek Stingley and Eric Murray),0.94,1.8,8.0,2024,113
3.0,7:23,1.0,10.0,IND 43,10.0,20.0,Anthony Richardson pass complete short left to Josh Downs for 3 yards (tackle by Kamari Lassiter and Jalen Pitre),1.8,1.66,8.0,2024,113
3.0,6:45,2.0,7.0,IND 46,10.0,20.0,Jonathan Taylor left tackle for -1 yards (tackle by Folorunso Fatukasi),1.66,0.83,8.0,2024,113
3.0,6:09,3.0,8.0,IND 45,10.0,20.0,Anthony Richardson pass incomplete deep left intended for Alec Pierce,0.83,-0.39,8.0,2024,113
3.0,5:56,4.0,8.0,IND 45,10.0,20.0,"Rigoberto Sanchez punts, fair catch by Robert Woods at HOU-14. Penalty on Folorunso Fatukasi: Defensive Offside, 5 yards (accepted) (no play)",-0.39,-0.06,8.0,2024,113
3.0,5:41,4.0,3.0,HOU 50,10.0,20.0,Anthony Richardson right end for 12 yards (tackle by Neville Hewitt),-0.06,3.05,8.0,2024,113
3.0,5:09,1.0,10.0,HOU 38,10.0,20.0,Jonathan Taylor left tackle for 28 yards (tackle by Calen Bullock),3.05,4.91,8.0,2024,113
3.0,4:49,1.0,10.0,HOU 10,10.0,20.0,Jonathan Taylor left tackle for 2 yards (tackle by Will Anderson and Kurt Hinish),4.91,4.57,8.0,2024,113
3.0,4:14,2.0,8.0,HOU 8,10.0,20.0,"Penalty on Quenton Nelson: False Start, 5 yards (accepted) (no play)",4.57,3.72,8.0,2024,113
3.0,4:00,2.0,13.0,HOU 13,10.0,20.0,"Anthony Richardson pass complete short right to Alec Pierce for no gain, touchdown. Penalty on Michael Pittman: Offensive Pass Interference, 10 yards (accepted) (no play)",3.72,2.6,8.0,2024,113
3.0,3:31,2.0,23.0,HOU 23,10.0,20.0,Anthony Richardson sacked by Jake Hansen for no gain,2.6,1.95,8.0,2024,113
3.0,2:45,3.0,23.0,HOU 23,10.0,20.0,Jonathan Taylor right tackle for 5 yards (tackle by Will Anderson),1.95,2.25,8.0,2024,113
3.0,2:04,4.0,18.0,HOU 18,13.0,20.0,Matt Gay 37 yard field goal good,2.25,3.0,8.0,2024,113
3.0,2:01,,,IND 35,13.0,20.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.94,8.0,2024,113
3.0,2:01,1.0,10.0,HOU 30,13.0,20.0,C.J. Stroud pass complete short middle to Joe Mixon for 4 yards (tackle by Zaire Franklin and Grant Stuard),0.94,0.93,8.0,2024,113
3.0,1:50,2.0,6.0,HOU 34,13.0,20.0,C.J. Stroud pass complete short right to Tank Dell for 12 yards,0.93,1.99,8.0,2024,113
3.0,1:10,1.0,10.0,HOU 46,13.0,20.0,Joe Mixon left guard for 14 yards (tackle by Julian Blackmon),1.99,2.92,8.0,2024,113
3.0,0:26,1.0,10.0,IND 40,13.0,20.0,Joe Mixon right tackle for -4 yards (tackle by Grover Stewart),2.92,1.83,8.0,2024,113
4.0,15:00,2.0,14.0,IND 44,13.0,20.0,"Penalty on Laremy Tunsil: False Start, 5 yards (accepted) (no play)",1.83,1.16,8.0,2024,113
4.0,15:00,2.0,19.0,IND 49,13.0,20.0,C.J. Stroud pass complete deep right to John Metchie for 28 yards,1.16,4.17,8.0,2024,113
4.0,14:23,1.0,10.0,IND 21,13.0,20.0,Joe Mixon left guard for 2 yards (tackle by Kenny Moore),4.17,3.9,8.0,2024,113
4.0,13:47,2.0,8.0,IND 19,13.0,20.0,Joe Mixon up the middle for 6 yards (tackle by Grover Stewart and Nick Cross),3.9,4.24,8.0,2024,113
4.0,13:06,3.0,2.0,IND 13,13.0,20.0,C.J. Stroud pass complete short right to John Metchie for -3 yards (tackle by Kenny Moore),4.24,2.43,8.0,2024,113
4.0,12:24,4.0,5.0,IND 16,13.0,23.0,Ka'imi Fairbairn 34 yard field goal good,2.43,3.0,8.0,2024,113
4.0,12:21,,,HOU 35,13.0,23.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.94,8.0,2024,113
4.0,12:21,1.0,10.0,IND 30,13.0,23.0,Jonathan Taylor left tackle for 1 yard (tackle by Devin White),0.94,0.53,8.0,2024,113
4.0,11:45,2.0,9.0,IND 31,13.0,23.0,Anthony Richardson pass complete short left to Michael Pittman for 16 yards (tackle by Eric Murray),0.53,2.06,8.0,2024,113
4.0,11:19,1.0,10.0,IND 47,13.0,23.0,Anthony Richardson pass complete short left to Josh Downs for 13 yards (tackle by Devin White),2.06,2.92,8.0,2024,113
4.0,10:50,1.0,10.0,HOU 40,13.0,23.0,Anthony Richardson pass incomplete deep left intended for Michael Pittman,2.92,2.37,8.0,2024,113
4.0,10:46,2.0,10.0,HOU 40,13.0,23.0,Jonathan Taylor up the middle for 4 yards (tackle by Neville Hewitt and Derek Stingley),2.37,2.21,8.0,2024,113
4.0,10:05,3.0,6.0,HOU 36,13.0,23.0,Anthony Richardson pass complete short middle to Alec Pierce for 11 yards (tackle by Calen Bullock),2.21,3.91,8.0,2024,113
4.0,9:41,1.0,10.0,HOU 25,13.0,23.0,Anthony Richardson pass incomplete deep left intended for Michael Pittman (defended by Kamari Lassiter),3.91,3.36,8.0,2024,113
4.0,9:34,2.0,10.0,HOU 25,13.0,23.0,Anthony Richardson pass incomplete deep left intended for Tyler Goodson,3.36,2.68,8.0,2024,113
4.0,9:21,3.0,10.0,HOU 25,13.0,23.0,"Anthony Richardson pass complete deep right to Josh Downs for no gain, touchdown Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Anthony Richardson pass complete deep right to Josh Downs for 24 yards (tackle by Jalen Pitre)",2.68,6.97,8.0,2024,113
4.0,9:21,1.0,1.0,HOU 1,13.0,23.0,Jonathan Taylor left guard for no gain (tackle by Neville Hewitt and Will Anderson),6.97,5.91,8.0,2024,113
4.0,8:36,2.0,1.0,HOU 1,19.0,23.0,"Jonathan Taylor right tackle for 1 yard, touchdown",5.91,7.0,8.0,2024,113
4.0,8:32,,,HOU 15,20.0,23.0,Matt Gay kicks extra point good,0.0,0.0,8.0,2024,113
4.0,8:32,,,IND 35,20.0,23.0,"Matt Gay kicks off 65 yards, touchback.",0.0,0.94,8.0,2024,113
4.0,8:32,1.0,10.0,HOU 30,20.0,23.0,C.J. Stroud pass complete deep right to Tank Dell for no gain (tackle by Jaylon Jones) (no play),0.94,0.61,8.0,2024,113
4.0,8:06,1.0,15.0,HOU 25,20.0,23.0,C.J. Stroud pass complete short left to Tank Dell for 11 yards (tackle by Samuel Womack),0.61,1.2,8.0,2024,113
4.0,7:30,2.0,4.0,HOU 36,20.0,23.0,C.J. Stroud pass complete short left to Robert Woods for 5 yards (tackle by Jaylon Jones),1.2,1.66,8.0,2024,113
4.0,6:53,1.0,10.0,HOU 41,20.0,23.0,Joe Mixon up the middle for 8 yards (tackle by Zaire Franklin),1.66,2.2,8.0,2024,113
4.0,6:14,2.0,2.0,HOU 49,20.0,23.0,Joe Mixon up the middle for 13 yards (tackle by Julian Blackmon),2.2,3.05,8.0,2024,113
4.0,5:31,1.0,10.0,IND 38,20.0,23.0,Joe Mixon left guard for 3 yards (tackle by Jaylon Jones),3.05,2.91,8.0,2024,113
4.0,4:51,2.0,7.0,IND 35,20.0,23.0,"Joe Mixon right guard for no gain (tackle by Grover Stewart). Penalty on Nick Cross: Defensive Offside, 5 yards (accepted) (no play)",2.91,3.59,8.0,2024,113
4.0,4:40,2.0,2.0,IND 30,20.0,23.0,Joe Mixon left guard for -1 yards (tackle by E.J. Speed and Grover Stewart),3.59,2.74,8.0,2024,113
4.0,4:01,3.0,3.0,IND 31,20.0,23.0,"C.J. Stroud pass incomplete short right intended for Xavier Hutchinson. Penalty on Kenny Moore: Defensive Pass Interference, 3 yards (accepted) (no play)",2.74,3.71,8.0,2024,113
4.0,3:54,1.0,10.0,IND 28,20.0,23.0,Joe Mixon up the middle for 21 yards (tackle by E.J. Speed),3.71,5.6,8.0,2024,113
4.0,3:10,1.0,7.0,IND 7,20.0,23.0,Joe Mixon up the middle for -1 yards (tackle by Zaire Franklin),5.6,4.57,8.0,2024,113
4.0,3:07,,,,,,Timeout #1 by Indianapolis Colts,,,8.0,2024,113
4.0,3:07,2.0,8.0,IND 8,20.0,23.0,"C.J. Stroud right end for no gain. C.J. Stroud fumbles (forced by Dayo Odeyingbo), recovered by Dayo Odeyingbo at IND-18, touchdown Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned. C.J. Stroud right end for -10 yards. C.J. Stroud fumbles (forced by Dayo Odeyingbo), recovered by Dayo Odeyingbo at IND-18 (tackle by Joe Mixon)",4.57,-0.04,8.0,2024,113
4.0,3:05,1.0,10.0,IND 18,20.0,23.0,Jonathan Taylor left end for no gain (tackle by Will Anderson),0.04,-0.49,8.0,2024,113
4.0,2:26,2.0,10.0,IND 18,20.0,23.0,"Penalty on Quenton Nelson: False Start, 5 yards (accepted) (no play)",-0.49,-1.14,8.0,2024,113
4.0,2:26,2.0,15.0,IND 13,20.0,23.0,Anthony Richardson pass incomplete short left intended for Kylen Granson,-1.14,-1.97,8.0,2024,113
4.0,2:24,3.0,15.0,IND 13,20.0,23.0,Anthony Richardson sacked by Danielle Hunter for -8 yards,-1.97,-2.49,8.0,2024,113
4.0,2:00,4.0,23.0,IND 5,20.0,23.0,"Rigoberto Sanchez punts 47 yards, fair catch by Robert Woods at HOU-48. Penalty on Kris Boyd: Defensive Holding, 10 yards (accepted)",-2.49,-1.47,8.0,2024,113
4.0,1:54,1.0,10.0,HOU 38,20.0,23.0,Joe Mixon left guard for 2 yards (tackle by DeForest Buckner),1.47,1.19,8.0,2024,113
4.0,1:50,,,,,,Timeout #2 by Indianapolis Colts,,,8.0,2024,113
