Quarter,Time,Down,ToGo,Location,NYJ,NWE,Detail,EPB,EPA,week,year,game_id
1.0,9:08,3.0,5.0,NWE 46,0.0,0.0,Drake Maye pass complete short middle to Hunter Henry for 11 yards (tackle by D.J. Reed),1.09,2.72,8.0,2024,116
1.0,8:31,1.0,10.0,NYJ 43,0.0,0.0,Drake Maye pass complete short right to Austin Hooper for 3 yards (tackle by Isaiah Oliver),2.72,2.58,8.0,2024,116
1.0,7:54,2.0,7.0,NYJ 40,0.0,0.0,Drake Maye scrambles right end for 11 yards (tackle by Chazz Surratt),2.58,3.64,8.0,2024,116
1.0,7:11,1.0,10.0,NYJ 29,0.0,0.0,Rhamondre Stevenson left end for 2 yards (tackle by Leonard Taylor and Solomon Thomas),3.64,3.37,8.0,2024,116
1.0,6:30,2.0,8.0,NYJ 27,0.0,0.0,"Penalty on Solomon Thomas: Neutral Zone Infraction, 5 yards (accepted) (no play)",3.37,4.05,8.0,2024,116
1.0,6:05,2.0,3.0,NYJ 22,0.0,0.0,Rhamondre Stevenson left end for 5 yards (tackle by Jalen Mills and Braiden McGregor),4.05,4.44,8.0,2024,116
1.0,5:26,1.0,10.0,NYJ 17,0.0,6.0,"Drake Maye scrambles right end for 17 yards, touchdown",4.44,7.0,8.0,2024,116
1.0,5:18,,,NYJ 15,0.0,7.0,Joey Slye kicks extra point good,0.0,0.0,8.0,2024,116
1.0,5:18,,,NWE 35,0.0,7.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.94,8.0,2024,116
1.0,5:18,1.0,10.0,NYJ 30,0.0,7.0,Breece Hall right end for 9 yards (tackle by Marco Wilson),0.94,1.61,8.0,2024,116
1.0,4:44,2.0,1.0,NYJ 39,0.0,7.0,Breece Hall left end for 16 yards (tackle by Christian Gonzalez and Christian Elliss),1.61,2.59,8.0,2024,116
1.0,4:05,1.0,10.0,NWE 45,0.0,7.0,"Aaron Rodgers pass incomplete short right intended for Davante Adams. Penalty on Marcus Jones: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",2.59,2.92,8.0,2024,116
1.0,3:55,,,,,,Timeout #1 by New England Patriots,,,8.0,2024,116
1.0,3:55,1.0,10.0,NWE 40,0.0,7.0,Aaron Rodgers pass incomplete short left intended for Davante Adams,2.92,2.37,8.0,2024,116
1.0,3:49,2.0,10.0,NWE 40,0.0,7.0,Braelon Allen up the middle for 1 yard (tackle by Jahlani Tavai and Jeremiah Pharms),2.37,1.82,8.0,2024,116
1.0,3:05,3.0,9.0,NWE 39,0.0,7.0,"Aaron Rodgers pass incomplete deep right intended for Davante Adams. Penalty on Christian Gonzalez: Defensive Pass Interference, 17 yards (accepted) (no play)",1.82,4.11,8.0,2024,116
1.0,2:59,1.0,10.0,NWE 22,0.0,7.0,Aaron Rodgers pass complete short left to Davante Adams for 7 yards (tackle by Christian Elliss),4.11,4.65,8.0,2024,116
1.0,2:12,,,,,,Timeout #2 by New York Jets,,,8.0,2024,116
1.0,2:12,2.0,3.0,NWE 15,0.0,7.0,"Joe Tippmann aborted snap, recovered by Aaron Rodgers at NE-18 Braelon Allen for no gain (tackle by Christian Elliss and Jaquelin Roy)",4.65,3.93,8.0,2024,116
1.0,1:27,,,,,,Timeout #3 by New York Jets,,,8.0,2024,116
1.0,1:27,3.0,3.0,NWE 15,0.0,7.0,"Aaron Rodgers pass incomplete short left intended for Breece Hall. Penalty on Christian Elliss: Defensive Pass Interference, 13 yards (accepted) (no play)",3.93,6.74,8.0,2024,116
1.0,1:27,1.0,2.0,NWE 2,6.0,7.0,"Aaron Rodgers pass complete short middle to Tyler Conklin for 2 yards, touchdown",6.74,7.0,8.0,2024,116
1.0,1:23,,,NWE 15,6.0,7.0,Greg Zuerlein kicks extra point no good,0.0,-1.0,8.0,2024,116
1.0,1:23,,,NYJ 35,6.0,7.0,"Greg Zuerlein kicks off 62 yards, returned by Javon Baker for 17 yards (tackle by Isaiah Davis)",0.0,0.28,8.0,2024,116
1.0,1:18,1.0,10.0,NWE 20,6.0,7.0,Drake Maye pass incomplete deep right intended for Tyquan Thornton (defended by Jalen Mills),0.28,-0.27,8.0,2024,116
1.0,1:09,2.0,10.0,NWE 20,6.0,7.0,Drake Maye scrambles up the middle for 18 yards (tackle by Jamien Sherwood),-0.27,1.47,8.0,2024,116
1.0,0:23,1.0,10.0,NWE 38,6.0,7.0,"Rhamondre Stevenson right guard for no gain (tackle by Michael Carter). Penalty on Javon Kinlaw: Defensive Offside, 5 yards (accepted) (no play)",1.47,2.2,8.0,2024,116
2.0,15:00,1.0,5.0,NWE 43,6.0,7.0,Rhamondre Stevenson right end for 1 yard (tackle by Jamien Sherwood),2.2,1.73,8.0,2024,116
2.0,14:32,2.0,4.0,NWE 44,6.0,7.0,Drake Maye sacked by Quinnen Williams for -8 yards,1.73,-0.03,8.0,2024,116
2.0,13:57,3.0,12.0,NWE 36,6.0,7.0,Drake Maye pass incomplete short middle intended for Kayshon Boutte,-0.03,-0.98,8.0,2024,116
2.0,13:50,4.0,12.0,NWE 36,6.0,7.0,"Bryce Baringer punts 30 yards, returned by Xavier Gipson for 6 yards (tackle by Marcellas Dial)",-0.98,-1.6,8.0,2024,116
2.0,13:45,1.0,10.0,NYJ 40,6.0,7.0,Braelon Allen right guard for 2 yards (tackle by Anfernee Jennings),1.6,1.32,8.0,2024,116
2.0,13:13,2.0,8.0,NYJ 42,6.0,7.0,Aaron Rodgers pass complete short middle to Jeremy Ruckert for 10 yards (tackle by Jahlani Tavai and Raekwon McMillan),1.32,2.39,8.0,2024,116
2.0,12:32,1.0,10.0,NWE 48,6.0,7.0,Aaron Rodgers pass complete short middle to Jeremy Ruckert for 5 yards (tackle by Jahlani Tavai),2.39,2.52,8.0,2024,116
2.0,11:47,2.0,5.0,NWE 43,6.0,7.0,Breece Hall left tackle for 3 yards (tackle by Christian Gonzalez),2.52,2.21,8.0,2024,116
2.0,11:07,3.0,2.0,NWE 40,6.0,7.0,Braelon Allen up the middle for 3 yards (tackle by Deatrich Wise),2.21,3.12,8.0,2024,116
2.0,10:28,1.0,10.0,NWE 37,6.0,7.0,"Braelon Allen left guard for 4 yards (tackle by Raekwon McMillan and Jaylinn Hawkins). Penalty on Jaquelin Roy: Defensive Holding, 5 yards (accepted)",3.12,3.71,8.0,2024,116
2.0,9:55,1.0,10.0,NWE 28,6.0,7.0,Aaron Rodgers pass complete deep left to Garrett Wilson for 27 yards (tackle by Marcus Jones),3.71,6.97,8.0,2024,116
2.0,9:11,1.0,1.0,NWE 1,12.0,7.0,"Aaron Rodgers pass complete short right to Xavier Gipson for 1 yard, touchdown Replay Assistant challenged the pass completion ruling, and the play was upheld.",6.97,7.0,8.0,2024,116
2.0,9:06,,,NWE 15,13.0,7.0,Greg Zuerlein kicks extra point good,0.0,0.0,8.0,2024,116
2.0,9:06,,,NYJ 35,13.0,7.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.94,8.0,2024,116
2.0,9:06,1.0,10.0,NWE 30,13.0,7.0,Rhamondre Stevenson right tackle for no gain (tackle by Braiden McGregor),0.94,0.39,8.0,2024,116
2.0,8:26,2.0,10.0,NWE 30,13.0,7.0,Rhamondre Stevenson right guard for 2 yards (tackle by Javon Kinlaw),0.39,-0.03,8.0,2024,116
2.0,7:41,3.0,8.0,NWE 32,13.0,7.0,Jacoby Brissett pass complete short left to Demario Douglas for 3 yards (tackle by Jamien Sherwood and Jalen Mills),-0.03,-1.04,8.0,2024,116
2.0,7:01,4.0,5.0,NWE 35,13.0,7.0,"Bryce Baringer punts 50 yards, fair catch by Xavier Gipson at NYJ-15",-1.04,0.22,8.0,2024,116
2.0,6:53,1.0,10.0,NYJ 15,13.0,7.0,Breece Hall left tackle for 6 yards (tackle by Keion White),-0.22,0.21,8.0,2024,116
2.0,6:09,2.0,4.0,NYJ 21,13.0,7.0,Aaron Rodgers pass incomplete deep right intended for Garrett Wilson,0.21,-0.63,8.0,2024,116
2.0,6:03,3.0,4.0,NYJ 21,13.0,7.0,Aaron Rodgers pass complete deep right to Garrett Wilson for 26 yards (tackle by Marcus Jones),-0.63,2.06,8.0,2024,116
2.0,5:22,1.0,10.0,NYJ 47,13.0,7.0,Braelon Allen up the middle for 4 yards (tackle by Christian Elliss),2.06,2.06,8.0,2024,116
2.0,4:49,2.0,6.0,NWE 49,13.0,7.0,Breece Hall right tackle for 5 yards (tackle by Davon Godchaux and Dell Pettus),2.06,2.02,8.0,2024,116
2.0,4:09,3.0,1.0,NWE 44,13.0,7.0,Braelon Allen up the middle for 3 yards (tackle by Anfernee Jennings),2.02,2.85,8.0,2024,116
2.0,3:26,1.0,10.0,NWE 41,13.0,7.0,"Aaron Rodgers pass complete short middle to Breece Hall for no gain (tackle by Christian Elliss). Penalty on Morgan Moses: Ineligible Downfield Pass, 5 yards (accepted) (no play)",2.85,2.52,8.0,2024,116
2.0,3:00,1.0,15.0,NWE 46,13.0,7.0,Aaron Rodgers pass incomplete short right,2.52,1.63,8.0,2024,116
2.0,2:50,2.0,15.0,NWE 46,13.0,7.0,Braelon Allen right tackle for 6 yards (tackle by Anfernee Jennings and Jeremiah Pharms),1.63,1.75,8.0,2024,116
2.0,2:04,3.0,9.0,NWE 40,13.0,7.0,Aaron Rodgers pass incomplete short left intended for Breece Hall (defended by Christian Elliss),1.75,0.59,8.0,2024,116
2.0,2:00,4.0,9.0,NWE 40,13.0,7.0,"Thomas Morstead punts 40 yards, touchback.",0.59,-0.28,8.0,2024,116
2.0,1:51,1.0,10.0,NWE 20,13.0,7.0,Rhamondre Stevenson right guard for 4 yards (tackle by Sauce Gardner and Jamien Sherwood),0.28,0.27,8.0,2024,116
2.0,1:08,2.0,6.0,NWE 24,13.0,7.0,Rhamondre Stevenson up the middle for 5 yards (tackle by Micheal Clemons),0.27,0.23,8.0,2024,116
2.0,0:41,3.0,1.0,NWE 29,13.0,7.0,Jacoby Brissett left guard for no gain (tackle by Micheal Clemons and Michael Carter),0.23,-1.44,8.0,2024,116
3.0,15:00,,,NWE 35,13.0,7.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.94,8.0,2024,116
3.0,15:00,1.0,10.0,NYJ 30,13.0,7.0,Breece Hall up the middle for 6 yards (tackle by Christian Elliss and Marte Mapu),0.94,1.2,8.0,2024,116
3.0,14:20,2.0,4.0,NYJ 36,13.0,7.0,Braelon Allen left end for no gain (tackle by Jahlani Tavai),1.2,0.5,8.0,2024,116
3.0,13:32,3.0,4.0,NYJ 36,13.0,7.0,Aaron Rodgers pass incomplete short right,0.5,-0.98,8.0,2024,116
3.0,13:27,4.0,4.0,NYJ 36,13.0,7.0,"Thomas Morstead punts 52 yards, returned by Marcus Jones for 62 yards (tackle by Jeremy Ruckert)",-0.98,-3.84,8.0,2024,116
3.0,13:10,1.0,10.0,NYJ 26,13.0,7.0,Rhamondre Stevenson right end for 6 yards (tackle by Chazz Surratt),3.84,4.11,8.0,2024,116
3.0,12:35,2.0,4.0,NYJ 20,13.0,7.0,Jacoby Brissett pass complete short left to Kayshon Boutte for 8 yards (tackle by Michael Carter),4.11,4.78,8.0,2024,116
3.0,12:01,1.0,10.0,NYJ 12,13.0,7.0,Rhamondre Stevenson left guard for -5 yards (tackle by Chazz Surratt),4.78,3.42,8.0,2024,116
3.0,11:26,2.0,15.0,NYJ 17,13.0,7.0,Jacoby Brissett pass complete short left to Rhamondre Stevenson for 14 yards (tackle by Quincy Williams and Isaiah Oliver),3.42,5.06,8.0,2024,116
3.0,10:59,3.0,1.0,NYJ 3,13.0,13.0,"Rhamondre Stevenson left tackle for 3 yards, touchdown",5.06,7.0,8.0,2024,116
3.0,10:55,,,NYJ 15,13.0,14.0,Joey Slye kicks extra point good,0.0,0.0,8.0,2024,116
3.0,10:55,,,NWE 35,13.0,14.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.94,8.0,2024,116
3.0,10:55,1.0,10.0,NYJ 30,13.0,14.0,"Aaron Rodgers pass complete deep right to Garrett Wilson for 35 yards (tackle by Marcus Jones). Penalty on Marcus Jones: Defensive Pass Interference, 15 yards (declined)",0.94,3.25,8.0,2024,116
3.0,10:48,1.0,10.0,NWE 35,13.0,14.0,Breece Hall left tackle for no gain (tackle by Keion White and Christian Elliss),3.25,2.7,8.0,2024,116
3.0,10:06,2.0,10.0,NWE 35,13.0,14.0,Aaron Rodgers pass complete short right to Davante Adams for 15 yards (tackle by Marte Mapu and Marcus Jones),2.7,4.24,8.0,2024,116
3.0,9:25,1.0,10.0,NWE 20,13.0,14.0,Aaron Rodgers pass complete short left to Breece Hall for 9 yards (tackle by Christian Gonzalez and Christian Elliss),4.24,5.26,8.0,2024,116
3.0,8:45,2.0,1.0,NWE 11,13.0,14.0,Breece Hall up the middle for no gain (tackle by Dell Pettus and Christian Elliss),5.26,4.59,8.0,2024,116
3.0,8:02,3.0,1.0,NWE 11,13.0,14.0,Aaron Rodgers pass incomplete short middle intended for Davante Adams (defended by Christian Gonzalez),4.59,2.85,8.0,2024,116
3.0,7:57,4.0,1.0,NWE 11,16.0,14.0,Greg Zuerlein 29 yard field goal good,2.85,3.0,8.0,2024,116
3.0,7:54,,,NYJ 35,16.0,14.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.94,8.0,2024,116
3.0,7:54,1.0,10.0,NWE 30,16.0,14.0,Antonio Gibson right end for 2 yards (tackle by Sauce Gardner and Quincy Williams),0.94,0.66,8.0,2024,116
3.0,7:16,2.0,8.0,NWE 32,16.0,14.0,Jacoby Brissett pass complete short middle to Austin Hooper for 6 yards (tackle by Chazz Surratt and Quincy Williams),0.66,0.76,8.0,2024,116
3.0,6:41,3.0,2.0,NWE 38,16.0,14.0,"Antonio Gibson left guard for 3 yards. Antonio Gibson fumbles (forced by Solomon Thomas), recovered by Antonio Gibson at NE-41",0.76,1.66,8.0,2024,116
3.0,5:47,1.0,10.0,NWE 41,16.0,14.0,"Jacoby Brissett pass complete deep left to Hunter Henry for no gain (tackle by Jalen Mills). Penalty on Michael Jordan: Offensive Holding, 10 yards (accepted) (no play)",1.66,1.0,8.0,2024,116
3.0,5:24,1.0,20.0,NWE 31,16.0,14.0,Jacoby Brissett pass incomplete deep left intended for K.J. Osborn,1.0,-0.23,8.0,2024,116
3.0,5:16,2.0,20.0,NWE 31,16.0,14.0,Jacoby Brissett pass complete short right to Tyquan Thornton for 6 yards (tackle by Jamien Sherwood and Sauce Gardner),-0.23,-0.1,8.0,2024,116
3.0,4:36,3.0,14.0,NWE 37,16.0,14.0,Jacoby Brissett sacked by and Javon Kinlaw for -11 yards and Quinnen Williams for -11 yards,-0.1,-1.63,8.0,2024,116
3.0,3:59,4.0,25.0,NWE 26,16.0,14.0,"Bryce Baringer punts 49 yards, returned by Xavier Gipson for 7 yards (tackle by Raekwon McMillan). Penalty on Jarrick Bernard-Converse: Offensive Holding, 10 yards (accepted)",-1.63,-0.41,8.0,2024,116
3.0,3:40,1.0,10.0,NYJ 22,16.0,14.0,Aaron Rodgers pass complete short right to Tyler Conklin for 13 yards (tackle by Christian Gonzalez and Raekwon McMillan),0.41,1.27,8.0,2024,116
3.0,3:09,1.0,10.0,NYJ 35,16.0,14.0,Braelon Allen right tackle for 4 yards (tackle by Deatrich Wise),1.27,1.26,8.0,2024,116
3.0,2:13,2.0,6.0,NYJ 39,16.0,14.0,Aaron Rodgers pass incomplete short middle,1.26,0.56,8.0,2024,116
3.0,2:01,3.0,6.0,NYJ 39,16.0,14.0,Aaron Rodgers pass incomplete deep middle intended for Tyler Conklin,0.56,-0.78,8.0,2024,116
3.0,1:54,4.0,6.0,NYJ 39,16.0,14.0,"Thomas Morstead punts 51 yards, returned by Marcus Jones for -1 yards (tackle by Brandin Echols and Irvin Charles)",-0.78,0.38,8.0,2024,116
3.0,1:46,1.0,10.0,NWE 9,16.0,14.0,Rhamondre Stevenson left end for -2 yards (tackle by Jamien Sherwood),-0.38,-0.93,8.0,2024,116
3.0,1:10,2.0,12.0,NWE 7,16.0,14.0,Jacoby Brissett pass complete short middle to Hunter Henry for 5 yards (tackle by Quincy Williams),-0.93,-1.07,8.0,2024,116
3.0,0:27,3.0,7.0,NWE 12,16.0,14.0,Jacoby Brissett pass incomplete short middle intended for Kendrick Bourne,-1.07,-2.49,8.0,2024,116
3.0,0:22,4.0,7.0,NWE 12,16.0,14.0,"Bryce Baringer punts 55 yards, returned by Xavier Gipson for 18 yards (tackle by Jahlani Tavai)",-2.49,-2.32,8.0,2024,116
3.0,0:10,1.0,10.0,NWE 49,16.0,14.0,Breece Hall up the middle for 2 yards (tackle by Dell Pettus and Jaquelin Roy),2.32,2.05,8.0,2024,116
4.0,15:00,2.0,8.0,NWE 47,16.0,14.0,Aaron Rodgers pass complete deep right to Tyler Conklin for 27 yards (tackle by Marcus Jones and Dell Pettus),2.05,4.24,8.0,2024,116
4.0,14:21,1.0,10.0,NWE 20,16.0,14.0,"Breece Hall up the middle for 1 yard. Breece Hall fumbles (forced by Keion White), recovered by Tyler Conklin at NE-17",4.24,4.12,8.0,2024,116
4.0,13:41,2.0,7.0,NWE 17,16.0,14.0,Aaron Rodgers pass incomplete deep right intended for Garrett Wilson,4.12,3.36,8.0,2024,116
4.0,13:25,,,,,,Timeout #1 by New York Jets,,,8.0,2024,116
4.0,13:25,3.0,7.0,NWE 17,16.0,14.0,Aaron Rodgers sacked by Christian Elliss for -9 yards,3.36,1.74,8.0,2024,116
4.0,12:43,4.0,15.0,NWE 26,16.0,14.0,Greg Zuerlein 44 yard field goal no good,1.74,-1.2,8.0,2024,116
4.0,12:39,1.0,10.0,NWE 34,16.0,14.0,Rhamondre Stevenson up the middle for 4 yards (tackle by Quinnen Williams and Jamien Sherwood),1.2,1.2,8.0,2024,116
4.0,12:14,2.0,6.0,NWE 38,16.0,14.0,"Jacoby Brissett pass complete short left to Austin Hooper for 6 yards (tackle by D.J. Reed). Penalty on Micheal Clemons: Roughing the Passer, 15 yards (accepted)",1.2,2.85,8.0,2024,116
4.0,12:04,1.0,10.0,NYJ 41,16.0,14.0,Jacoby Brissett pass complete short left to Hunter Henry for 5 yards (tackle by Quincy Williams),2.85,2.98,8.0,2024,116
4.0,11:46,2.0,5.0,NYJ 36,16.0,14.0,Rhamondre Stevenson up the middle for 7 yards (tackle by Leonard Taylor and Jamien Sherwood),2.98,3.64,8.0,2024,116
4.0,11:19,1.0,10.0,NYJ 29,16.0,14.0,Rhamondre Stevenson left guard for -1 yards (tackle by Quincy Williams),3.64,2.97,8.0,2024,116
4.0,10:31,2.0,11.0,NYJ 30,16.0,14.0,Jacoby Brissett pass incomplete short middle intended for Kayshon Boutte,2.97,2.28,8.0,2024,116
4.0,10:25,3.0,11.0,NYJ 30,16.0,14.0,Jacoby Brissett pass complete short middle to Hunter Henry for 12 yards (tackle by Isaiah Oliver),2.28,4.37,8.0,2024,116
4.0,10:01,1.0,10.0,NYJ 18,16.0,14.0,Antonio Gibson up the middle for 1 yard (tackle by Solomon Thomas and Michael Carter),4.37,3.94,8.0,2024,116
4.0,9:30,2.0,9.0,NYJ 17,16.0,14.0,Jacoby Brissett pass incomplete deep left intended for Austin Hooper (defended by Isaiah Oliver),3.94,3.17,8.0,2024,116
4.0,9:17,3.0,9.0,NYJ 17,16.0,14.0,Jacoby Brissett pass complete short right to Tyquan Thornton for 14 yards (tackle by Michael Carter),3.17,6.51,8.0,2024,116
4.0,9:04,1.0,3.0,NYJ 3,16.0,14.0,Antonio Gibson left guard for 1 yard (tackle by Jamien Sherwood),6.51,5.72,8.0,2024,116
4.0,8:36,2.0,2.0,NYJ 2,16.0,14.0,"Jacoby Brissett for -3 yards. Jacoby Brissett fumbles, recovered by Jacoby Brissett at NYJ-5",5.72,4.26,8.0,2024,116
4.0,7:59,3.0,5.0,NYJ 5,16.0,14.0,Jacoby Brissett pass incomplete short left intended for Kendrick Bourne (defended by Jalen Mills),4.26,3.01,8.0,2024,116
4.0,7:36,4.0,5.0,NYJ 5,16.0,17.0,Joey Slye 23 yard field goal good,3.01,3.0,8.0,2024,116
4.0,7:34,,,NWE 35,16.0,17.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.94,8.0,2024,116
4.0,7:34,1.0,10.0,NYJ 30,16.0,17.0,Breece Hall left end for 5 yards (tackle by Deatrich Wise),0.94,1.07,8.0,2024,116
4.0,7:04,2.0,5.0,NYJ 35,16.0,17.0,Breece Hall right tackle for 4 yards (tackle by Deatrich Wise),1.07,0.89,8.0,2024,116
4.0,6:27,3.0,1.0,NYJ 39,16.0,17.0,Braelon Allen left guard for 3 yards (tackle by Davon Godchaux and Anfernee Jennings),0.89,1.73,8.0,2024,116
4.0,5:32,1.0,10.0,NYJ 42,16.0,17.0,Aaron Rodgers pass complete short right to Garrett Wilson for 3 yards (tackle by Marcus Jones),1.73,1.59,8.0,2024,116
4.0,5:03,2.0,7.0,NYJ 45,16.0,17.0,Aaron Rodgers pass complete deep right to Garrett Wilson for 22 yards,1.59,3.38,8.0,2024,116
4.0,4:22,1.0,10.0,NWE 33,16.0,17.0,Breece Hall left end for 13 yards (tackle by Christian Gonzalez),3.38,4.24,8.0,2024,116
4.0,4:18,1.0,10.0,NWE 20,16.0,17.0,Breece Hall left tackle for 1 yard (tackle by Anfernee Jennings),4.24,3.82,8.0,2024,116
4.0,3:52,2.0,9.0,NWE 19,16.0,17.0,Aaron Rodgers pass complete short left to Davante Adams for 16 yards (tackle by Marte Mapu),3.82,6.51,8.0,2024,116
4.0,3:23,1.0,3.0,NWE 3,16.0,17.0,Breece Hall right guard for 1 yard (tackle by Davon Godchaux),6.51,5.72,8.0,2024,116
4.0,3:00,,,,,,Timeout #1 by New England Patriots,,,8.0,2024,116
4.0,3:00,2.0,2.0,NWE 2,22.0,17.0,"Braelon Allen up the middle for 2 yards, touchdown",5.72,7.0,8.0,2024,116
4.0,2:57,,,NWE 2,22.0,17.0,"Penalty on Aaron Rodgers: Delay of Game, 5 yards (accepted) (no play)",0.0,1.0,8.0,2024,116
4.0,2:57,,,NWE 7,22.0,17.0,Two Point Attempt: Aaron Rodgers pass incomplete intended for to Mike Williams for no gain,1.0,-1.0,8.0,2024,116
4.0,2:57,,,NYJ 35,22.0,17.0,"Greg Zuerlein kicks off 65 yards, touchback.",0.0,0.94,8.0,2024,116
4.0,2:57,1.0,10.0,NWE 30,22.0,17.0,Jacoby Brissett pass incomplete short right intended for Hunter Henry,0.94,0.39,8.0,2024,116
4.0,2:52,2.0,10.0,NWE 30,22.0,17.0,Jacoby Brissett pass complete short right to Hunter Henry for 12 yards (tackle by Isaiah Oliver),0.39,1.73,8.0,2024,116
4.0,2:30,1.0,10.0,NWE 42,22.0,17.0,Jacoby Brissett pass incomplete deep right intended for Kendrick Bourne,1.73,1.19,8.0,2024,116
4.0,2:23,2.0,10.0,NWE 42,22.0,17.0,Jacoby Brissett pass complete short left to Rhamondre Stevenson for 1 yard (tackle by Michael Carter),1.19,0.63,8.0,2024,116
4.0,2:00,3.0,9.0,NWE 43,22.0,17.0,Jacoby Brissett scrambles right end for 14 yards (tackle by Quincy Williams and D.J. Reed),0.63,2.72,8.0,2024,116
4.0,1:40,,,,,,Timeout #2 by New York Jets,,,8.0,2024,116
4.0,1:40,1.0,10.0,NYJ 43,22.0,17.0,Jacoby Brissett pass incomplete short right intended for Demario Douglas,2.72,2.18,8.0,2024,116
4.0,1:34,2.0,10.0,NYJ 43,22.0,17.0,Jacoby Brissett pass incomplete short right,2.18,1.49,8.0,2024,116
4.0,1:24,3.0,10.0,NYJ 43,22.0,17.0,Jacoby Brissett pass complete deep right to Kayshon Boutte for 34 yards (tackle by Sauce Gardner),1.49,5.14,8.0,2024,116
4.0,1:14,,,,,,Timeout #3 by New York Jets,,,8.0,2024,116
4.0,1:14,1.0,9.0,NYJ 9,22.0,17.0,Rhamondre Stevenson right guard for 2 yards (tackle by Isaiah Oliver and Eric Watts),5.14,4.76,8.0,2024,116
4.0,0:43,2.0,7.0,NYJ 7,22.0,17.0,Jacoby Brissett pass complete short left to Rhamondre Stevenson for 2 yards (tackle by Isaiah Oliver),4.76,4.26,8.0,2024,116
4.0,0:32,3.0,5.0,NYJ 5,22.0,17.0,Jacoby Brissett pass complete short right to Kayshon Boutte for 4 yards (tackle by D.J. Reed),4.26,3.55,8.0,2024,116
4.0,0:25,,,,,,Timeout #2 by New England Patriots,,,8.0,2024,116
4.0,0:25,4.0,1.0,NYJ 1,22.0,23.0,"Rhamondre Stevenson up the middle for 1 yard, touchdown Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",3.55,7.0,8.0,2024,116
4.0,0:22,,,NYJ 2,22.0,25.0,Two Point Attempt: Jacoby Brissett pass complete to to Rhamondre Stevenson for no gain,1.0,1.0,8.0,2024,116
4.0,0:22,,,NWE 35,22.0,25.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.94,8.0,2024,116
4.0,0:22,,,,,,Timeout #3 by New England Patriots,,,8.0,2024,116
