Quarter,Time,Down,ToGo,Location,DAL,SFO,Detail,EPB,EPA,week,year,game_id
1.0,4:36,1.0,10.0,SFO 45,0.0,3.0,Dak Prescott pass deep left intended for KaVontae Turpin is intercepted by Ji'Ayir Brown at SF-8 and returned for no gain (tackle by KaVontae Turpin),2.59,0.38,8.0,2024,122
1.0,4:27,1.0,10.0,SFO 8,0.0,3.0,Jordan Mason left tackle for 6 yards (tackle by Linval Joseph and Carlos Watkins),-0.38,-0.32,8.0,2024,122
1.0,4:07,2.0,4.0,SFO 14,0.0,3.0,Brock Purdy pass complete deep right to George Kittle for 16 yards (tackle by Jourdan Lewis),-0.32,0.94,8.0,2024,122
1.0,3:36,1.0,10.0,SFO 30,0.0,3.0,Brock Purdy pass incomplete deep left intended for Deebo Samuel,0.94,0.39,8.0,2024,122
1.0,3:29,2.0,10.0,SFO 30,0.0,3.0,Isaac Guerendo right tackle for 4 yards (tackle by Donovan Wilson),0.39,0.23,8.0,2024,122
1.0,2:49,3.0,6.0,SFO 34,0.0,3.0,Brock Purdy pass incomplete deep left intended for George Kittle,0.23,-1.11,8.0,2024,122
1.0,2:44,4.0,6.0,SFO 34,0.0,3.0,"Mitch Wishnowsky punts 44 yards, returned by KaVontae Turpin for 13 yards (tackle by Demetrius Flannigan-Fowles and Dee Winters). Penalty on Juanyeh Thomas: Unnecessary Roughness / Offense, 15 yards (offset) . Penalty on Fred Warner: Unnecessary Roughness / Defense, 15 yards (offset)",-1.11,-1.27,8.0,2024,122
1.0,2:33,1.0,10.0,DAL 35,0.0,3.0,Dak Prescott pass complete short right to CeeDee Lamb for 6 yards (tackle by Charvarius Ward),1.27,1.53,8.0,2024,122
1.0,2:02,2.0,4.0,DAL 41,0.0,3.0,"Dak Prescott pass complete short left to Jalen Tolbert for no gain (tackle by De'Vondre Campbell). Penalty on Tyler Guyton: Offensive Holding, 10 yards (declined) . Penalty on Jake Ferguson: Offensive Holding, 10 yards (accepted) (no play)",1.53,0.18,8.0,2024,122
1.0,1:40,2.0,14.0,DAL 31,0.0,3.0,Ezekiel Elliott up the middle for 5 yards (tackle by Ji'Ayir Brown),0.18,0.17,8.0,2024,122
1.0,1:06,3.0,9.0,DAL 36,0.0,3.0,"KaVontae Turpin left end for 11 yards. KaVontae Turpin fumbles (forced by Deommodore Lenoir), recovered by Cooper Beebe at DAL-48 (tackle by Deommodore Lenoir)",0.17,2.13,8.0,2024,122
1.0,0:25,1.0,10.0,DAL 48,0.0,3.0,Dalvin Cook up the middle for 4 yards (tackle by De'Vondre Campbell),2.13,2.12,8.0,2024,122
2.0,15:00,2.0,6.0,SFO 48,0.0,3.0,Dalvin Cook right guard for 2 yards (tackle by Charvarius Ward),2.12,1.68,8.0,2024,122
2.0,14:22,3.0,4.0,SFO 46,0.0,3.0,Dak Prescott pass complete short middle to CeeDee Lamb for 15 yards (tackle by Ji'Ayir Brown),1.68,3.51,8.0,2024,122
2.0,13:45,1.0,10.0,SFO 31,0.0,3.0,Ezekiel Elliott up the middle for 11 yards (tackle by Fred Warner and Malik Mustapha),3.51,4.24,8.0,2024,122
2.0,13:03,1.0,10.0,SFO 20,0.0,3.0,Dak Prescott sacked by Nick Bosa for -5 yards,4.24,3.02,8.0,2024,122
2.0,12:21,2.0,15.0,SFO 25,0.0,3.0,Ezekiel Elliott up the middle for 5 yards (tackle by Malik Mustapha and Charvarius Ward),3.02,3.01,8.0,2024,122
2.0,11:44,3.0,10.0,SFO 20,0.0,3.0,Dak Prescott pass complete short right to Jake Ferguson for 10 yards (tackle by Fred Warner and Leonard Floyd),3.01,4.91,8.0,2024,122
2.0,11:09,1.0,10.0,SFO 10,0.0,3.0,"Dak Prescott pass incomplete short right intended for Luke Schoonmaker. Penalty on Charvarius Ward: Defensive Pass Interference, 9 yards (accepted) (no play)",4.91,6.97,8.0,2024,122
2.0,11:02,1.0,1.0,SFO 1,6.0,3.0,"Ezekiel Elliott up the middle for 1 yard, touchdown",6.97,7.0,8.0,2024,122
2.0,10:58,,,SFO 15,7.0,3.0,Brandon Aubrey kicks extra point good,0.0,0.0,8.0,2024,122
2.0,10:58,,,DAL 35,7.0,3.0,"Brandon Aubrey kicks off 61 yards, returned by Patrick Taylor for 30 yards (tackle by Buddy Johnson)",0.0,1.2,8.0,2024,122
2.0,10:52,1.0,10.0,SFO 34,7.0,3.0,"Brock Purdy pass complete deep right to Deebo Samuel for no gain, touchdown. Penalty on Eric Saubert: Offensive Holding, 10 yards (accepted) (no play)",1.2,0.54,8.0,2024,122
2.0,10:42,1.0,20.0,SFO 24,7.0,3.0,Brock Purdy pass complete short right to Ricky Pearsall for 11 yards (tackle by Marist Liufau),0.54,0.79,8.0,2024,122
2.0,9:59,2.0,9.0,SFO 35,7.0,3.0,Jordan Mason left guard for 2 yards (tackle by Chauncey Golston and Mazi Smith),0.79,0.37,8.0,2024,122
2.0,9:21,3.0,7.0,SFO 37,7.0,3.0,Brock Purdy pass complete short right to Ricky Pearsall for 13 yards (tackle by Amani Oruwariye),0.37,2.26,8.0,2024,122
2.0,8:40,1.0,10.0,SFO 50,7.0,3.0,Brock Purdy pass complete short left to Deebo Samuel for 5 yards (tackle by Jourdan Lewis),2.26,2.39,8.0,2024,122
2.0,7:57,2.0,5.0,DAL 45,7.0,3.0,Jordan Mason left end for 1 yard (tackle by Chauncey Golston),2.39,1.82,8.0,2024,122
2.0,7:14,3.0,4.0,DAL 44,7.0,3.0,Jordan Mason right tackle for 1 yard (tackle by Chauncey Golston and DeMarvion Overshown),1.82,0.4,8.0,2024,122
2.0,6:35,,,,,,Timeout #1 by Dallas Cowboys,,,8.0,2024,122
2.0,6:35,4.0,3.0,DAL 43,7.0,3.0,Brock Purdy pass incomplete short middle intended for Deebo Samuel,0.4,-1.8,8.0,2024,122
2.0,6:32,1.0,10.0,DAL 43,7.0,3.0,"Penalty on Nick Bosa: Neutral Zone Infraction, 5 yards (accepted) (no play)",1.8,2.53,8.0,2024,122
2.0,6:32,1.0,5.0,DAL 48,7.0,3.0,Dak Prescott pass complete short left to CeeDee Lamb for 5 yards,2.53,2.46,8.0,2024,122
2.0,6:02,1.0,10.0,SFO 47,7.0,3.0,Dalvin Cook left guard for no gain (tackle by Jordan Elliott),2.46,1.91,8.0,2024,122
2.0,5:25,2.0,10.0,SFO 47,7.0,3.0,Dak Prescott pass complete short right to Jake Ferguson for 6 yards (tackle by Charvarius Ward and De'Vondre Campbell),1.91,2.01,8.0,2024,122
2.0,4:43,3.0,4.0,SFO 41,7.0,3.0,"Dak Prescott pass complete deep left to Jalen Tolbert for 28 yards (tackle by Deommodore Lenoir). Penalty on Deommodore Lenoir: Illegal Contact, 5 yards (declined)",2.01,4.71,8.0,2024,122
2.0,4:25,1.0,10.0,SFO 13,7.0,3.0,Dak Prescott pass complete short middle to CeeDee Lamb for 3 yards (tackle by Dee Winters),4.71,4.58,8.0,2024,122
2.0,3:50,2.0,7.0,SFO 10,7.0,3.0,Dak Prescott pass incomplete short right intended for Brevyn Spann-Ford (defended by Malik Mustapha),4.58,3.65,8.0,2024,122
2.0,3:44,3.0,7.0,SFO 10,7.0,3.0,"Dak Prescott pass complete short left to Jake Ferguson for -1 yards. Jake Ferguson fumbles, recovered by Jake Ferguson at SF-11 (tackle by Malik Mustapha)",3.65,2.7,8.0,2024,122
2.0,2:59,4.0,8.0,SFO 11,10.0,3.0,Brandon Aubrey 29 yard field goal good,2.7,3.0,8.0,2024,122
2.0,2:56,,,DAL 35,10.0,3.0,"Brandon Aubrey kicks off 65 yards, touchback.. Penalty on Markquese Bell: Illegal Formation, 5 yards (accepted)",0.0,1.27,8.0,2024,122
2.0,2:56,1.0,10.0,SFO 35,10.0,3.0,Isaac Guerendo right tackle for 19 yards (tackle by Jourdan Lewis and Malik Hooker),1.27,2.52,8.0,2024,122
2.0,2:16,1.0,10.0,DAL 46,10.0,3.0,Isaac Guerendo up the middle for 15 yards (tackle by Jourdan Lewis and Donovan Wilson),2.52,3.51,8.0,2024,122
2.0,2:00,1.0,10.0,DAL 31,10.0,3.0,"Isaac Guerendo left end for no gain (tackle by Malik Hooker and Eric Kendricks). Penalty on George Kittle: Offensive Holding, 10 yards (accepted) (no play)",3.51,2.85,8.0,2024,122
2.0,1:54,1.0,20.0,DAL 41,10.0,3.0,Brock Purdy pass incomplete short left intended for Deebo Samuel,2.85,1.62,8.0,2024,122
2.0,1:50,2.0,20.0,DAL 41,10.0,3.0,Brock Purdy pass complete short right to Isaac Guerendo for 5 yards (tackle by Amani Oruwariye),1.62,1.62,8.0,2024,122
2.0,1:45,3.0,15.0,DAL 36,10.0,3.0,Brock Purdy pass complete short right to George Kittle for 10 yards (tackle by Amani Oruwariye and DeMarvion Overshown),1.62,1.79,8.0,2024,122
2.0,1:35,,,,,,Timeout #2 by Dallas Cowboys,,,8.0,2024,122
2.0,1:35,4.0,5.0,DAL 26,10.0,6.0,Anders Carlson 44 yard field goal good,1.79,3.0,8.0,2024,122
2.0,1:30,,,SFO 35,10.0,6.0,"Anders Carlson kicks off 59 yards, recovered by KaVontae Turpin at DAL-10 (tackle by Robert Beal)",0.0,1.14,8.0,2024,122
2.0,1:24,1.0,10.0,DAL 33,10.0,6.0,Dak Prescott pass complete short left to Jalen Tolbert for 7 yards (tackle by Renardo Green),1.14,1.54,8.0,2024,122
2.0,1:09,2.0,3.0,DAL 40,10.0,6.0,Dak Prescott pass incomplete deep right intended for Jake Ferguson,1.54,0.83,8.0,2024,122
2.0,1:04,3.0,3.0,DAL 40,10.0,6.0,Dak Prescott pass incomplete short middle intended for CeeDee Lamb,0.83,-0.72,8.0,2024,122
2.0,1:01,4.0,3.0,DAL 40,10.0,6.0,"Bryan Anger punts 43 yards, fair catch by Jacob Cowing at SF-17",-0.72,0.06,8.0,2024,122
2.0,0:54,1.0,10.0,SFO 17,10.0,6.0,"Brock Purdy scrambles left end for no gain (tackle by Amani Oruwariye) Replay Assistant challenged the runner was in bounds ruling, and the original play was overturned. Brock Purdy scrambles left end for 13 yards (tackle by Amani Oruwariye)",-0.06,0.94,8.0,2024,122
2.0,0:47,,,,,,Timeout #1 by San Francisco 49ers,,,8.0,2024,122
2.0,0:47,1.0,10.0,SFO 30,10.0,6.0,Brock Purdy pass complete short left to George Kittle for 30 yards (tackle by Malik Hooker and Jourdan Lewis),0.94,2.92,8.0,2024,122
2.0,0:39,,,,,,Timeout #2 by San Francisco 49ers,,,8.0,2024,122
2.0,0:39,1.0,10.0,DAL 40,10.0,6.0,Brock Purdy pass incomplete short right intended for Isaac Guerendo,2.92,2.37,8.0,2024,122
2.0,0:34,2.0,10.0,DAL 40,10.0,6.0,"Brock Purdy sacked by. Brock Purdy fumbles, recovered by Aaron Banks at DAL-47",2.37,0.76,8.0,2024,122
2.0,0:26,,,,,,Timeout #3 by San Francisco 49ers,,,8.0,2024,122
2.0,0:26,3.0,17.0,DAL 47,10.0,6.0,Brock Purdy pass incomplete deep left intended for Chris Conley,0.76,0.13,8.0,2024,122
2.0,0:20,4.0,17.0,DAL 47,10.0,6.0,Mitch Wishnowsky punts 45 yards downed by Ronnie Bell,0.13,0.38,8.0,2024,122
2.0,0:10,1.0,10.0,DAL 2,10.0,6.0,Dak Prescott kneels for -1 yards,-0.38,-0.85,8.0,2024,122
3.0,15:00,,,DAL 35,10.0,6.0,"Brandon Aubrey kicks off 25 yards,. Penalty on Brandon Aubrey: Kickoff Short of Landing Zone (accepted)",0.0,1.6,8.0,2024,122
3.0,15:00,1.0,10.0,SFO 40,10.0,6.0,Isaac Guerendo left guard for no gain (tackle by Osa Odighizuwa),1.6,1.05,8.0,2024,122
3.0,14:23,2.0,10.0,SFO 40,10.0,6.0,"Brock Purdy scrambles left tackle for 9 yards (tackle by DeMarvion Overshown and Eric Kendricks). Penalty on Chauncey Golston: Defensive Too Many Men on Field, 5 yards (declined)",1.05,1.55,8.0,2024,122
3.0,14:19,3.0,1.0,SFO 49,10.0,6.0,Brock Purdy up the middle for 4 yards (tackle by Carl Lawson),1.55,2.46,8.0,2024,122
3.0,13:39,1.0,10.0,DAL 47,10.0,6.0,Brock Purdy pass complete short middle to George Kittle for 43 yards (tackle by Trevon Diggs),2.46,6.28,8.0,2024,122
3.0,13:00,1.0,4.0,DAL 4,10.0,12.0,"Isaac Guerendo up the middle for 4 yards, touchdown",6.28,7.0,8.0,2024,122
3.0,12:57,,,DAL 15,10.0,13.0,Anders Carlson kicks extra point good,0.0,0.0,8.0,2024,122
3.0,12:57,,,SFO 35,10.0,13.0,"Anders Carlson kicks off 63 yards, returned by KaVontae Turpin for 14 yards, lateral to C.J. Goodwin for 13 yards (tackle by Dee Winters). Penalty on KaVontae Turpin: Illegal Forward Pass, 5 yards (accepted)",0.0,-0.37,8.0,2024,122
3.0,12:48,1.0,10.0,DAL 11,10.0,13.0,Dak Prescott pass complete short left to Jake Ferguson for no gain (tackle by Ji'Ayir Brown),-0.37,-0.78,8.0,2024,122
3.0,12:16,2.0,10.0,DAL 11,10.0,13.0,Dak Prescott pass complete short right to CeeDee Lamb for 6 yards (tackle by Charvarius Ward and Nick Bosa),-0.78,-0.72,8.0,2024,122
3.0,11:38,3.0,4.0,DAL 17,10.0,13.0,Dak Prescott pass short left intended for CeeDee Lamb is intercepted by Deommodore Lenoir at DAL-32 and returned for no gain (tackle by CeeDee Lamb),-0.72,-3.45,8.0,2024,122
3.0,11:30,1.0,10.0,DAL 32,10.0,13.0,Brock Purdy pass complete short left to Isaac Guerendo for 12 yards (tackle by Eric Kendricks),3.45,4.24,8.0,2024,122
3.0,10:55,1.0,10.0,DAL 20,10.0,13.0,Brock Purdy pass complete short right to Deebo Samuel for 3 yards (tackle by Tyrus Wheat and Linval Joseph),4.24,4.12,8.0,2024,122
3.0,10:09,2.0,7.0,DAL 17,10.0,13.0,Deebo Samuel left end for 4 yards (tackle by Eric Kendricks),4.12,4.1,8.0,2024,122
3.0,9:29,3.0,3.0,DAL 13,10.0,13.0,Brock Purdy scrambles left end for 6 yards (tackle by DeMarvion Overshown),4.1,5.6,8.0,2024,122
3.0,8:44,1.0,7.0,DAL 7,10.0,13.0,Deebo Samuel right end for 4 yards (tackle by Trevon Diggs and Donovan Wilson),5.6,5.53,8.0,2024,122
3.0,8:01,2.0,3.0,DAL 3,10.0,13.0,Kyle Juszczyk up the middle for 1 yard (tackle by Carl Lawson and Donovan Wilson),5.53,4.95,8.0,2024,122
3.0,7:16,3.0,2.0,DAL 2,10.0,19.0,"Brock Purdy pass complete short right to George Kittle for 2 yards, touchdown",4.95,7.0,8.0,2024,122
3.0,7:14,,,DAL 15,10.0,20.0,Anders Carlson kicks extra point good,0.0,0.0,8.0,2024,122
3.0,7:14,,,SFO 35,10.0,20.0,"Anders Carlson kicks off 65 yards, returned by KaVontae Turpin for 26 yards (tackle by Darrell Luter)",0.0,0.67,8.0,2024,122
3.0,7:08,1.0,10.0,DAL 26,10.0,20.0,Ezekiel Elliott left guard for 6 yards (tackle by Malik Mustapha and Ji'Ayir Brown),0.67,0.94,8.0,2024,122
3.0,6:34,2.0,4.0,DAL 32,10.0,20.0,Dak Prescott pass incomplete short right intended for Jake Ferguson,0.94,0.23,8.0,2024,122
3.0,6:28,3.0,4.0,DAL 32,10.0,20.0,Dak Prescott pass incomplete short right intended for KaVontae Turpin,0.23,-1.24,8.0,2024,122
3.0,6:20,4.0,4.0,DAL 32,10.0,20.0,"Bryan Anger punts 59 yards, returned by Jacob Cowing for 16 yards (tackle by Trent Sieg and Hunter Luepke)",-1.24,-0.61,8.0,2024,122
3.0,6:09,1.0,10.0,SFO 25,10.0,20.0,Isaac Guerendo left end for 4 yards (tackle by Trevon Diggs and Linval Joseph),0.61,0.6,8.0,2024,122
3.0,5:27,2.0,6.0,SFO 29,10.0,20.0,Brock Purdy scrambles right tackle for 16 yards (tackle by Malik Hooker),0.6,1.93,8.0,2024,122
3.0,4:43,1.0,10.0,SFO 45,10.0,20.0,Brock Purdy pass complete deep middle to George Kittle for 27 yards (tackle by Eric Kendricks),1.93,3.71,8.0,2024,122
3.0,4:00,1.0,10.0,DAL 28,10.0,20.0,Isaac Guerendo left tackle for 3 yards (tackle by Chauncey Golston),3.71,3.57,8.0,2024,122
3.0,3:18,,,,,,Timeout #1 by San Francisco 49ers,,,8.0,2024,122
3.0,3:18,2.0,7.0,DAL 25,10.0,20.0,Brock Purdy pass complete short right to Isaac Guerendo for no gain (tackle by Amani Oruwariye),3.57,2.87,8.0,2024,122
3.0,2:33,3.0,7.0,DAL 25,10.0,20.0,Brock Purdy pass complete short middle to Deebo Samuel for 16 yards (tackle by Malik Hooker and Israel Mukuamu),2.87,5.14,8.0,2024,122
3.0,1:46,1.0,9.0,DAL 9,10.0,20.0,Isaac Guerendo left guard for 1 yard (tackle by Trevon Diggs and Eric Kendricks),5.14,4.57,8.0,2024,122
3.0,1:04,2.0,8.0,DAL 8,10.0,20.0,Deebo Samuel right end for 6 yards (tackle by Amani Oruwariye),4.57,4.95,8.0,2024,122
3.0,0:40,3.0,2.0,DAL 2,10.0,26.0,"Brock Purdy up the middle for 2 yards, touchdown",4.95,7.0,8.0,2024,122
3.0,0:36,,,DAL 15,10.0,27.0,Anders Carlson kicks extra point good,0.0,0.0,8.0,2024,122
3.0,0:36,,,SFO 35,10.0,27.0,"Anders Carlson kicks off 25 yards, out of bounds. Penalty on Anders Carlson: Kickoff Out of Bounds (accepted)",0.0,1.6,8.0,2024,122
3.0,0:36,1.0,10.0,DAL 40,10.0,27.0,Dalvin Cook up the middle for 4 yards (tackle by De'Vondre Campbell),1.6,1.59,8.0,2024,122
4.0,15:00,2.0,6.0,DAL 44,10.0,27.0,Dalvin Cook right tackle for 1 yard (tackle by Deommodore Lenoir),1.59,1.03,8.0,2024,122
4.0,14:24,3.0,5.0,DAL 45,10.0,27.0,Dak Prescott sacked by Sam Okuayinonu for -2 yards,1.03,-0.52,8.0,2024,122
4.0,13:41,4.0,7.0,DAL 43,10.0,27.0,"Bryan Anger punts 40 yards, fair catch by Jacob Cowing at SF-17",-0.52,0.06,8.0,2024,122
4.0,13:34,1.0,10.0,SFO 17,10.0,27.0,Isaac Guerendo up the middle for 9 yards (tackle by Jourdan Lewis),-0.06,0.75,8.0,2024,122
4.0,12:58,2.0,1.0,SFO 26,10.0,27.0,Isaac Guerendo up the middle for no gain (tackle by Eric Kendricks),0.75,-0.12,8.0,2024,122
4.0,12:14,3.0,1.0,SFO 26,10.0,27.0,Brock Purdy pass incomplete short right intended for Ronnie Bell (defended by Trevon Diggs),-0.12,-1.63,8.0,2024,122
4.0,12:05,4.0,1.0,SFO 26,10.0,27.0,"Mitch Wishnowsky punts 44 yards, fair catch by KaVontae Turpin at DAL-30",-1.63,-0.94,8.0,2024,122
4.0,11:57,1.0,10.0,DAL 30,10.0,27.0,"Penalty on Terence Steele: False Start, 5 yards (accepted) (no play)",0.94,0.61,8.0,2024,122
4.0,11:57,1.0,15.0,DAL 25,10.0,27.0,Ezekiel Elliott right tackle for 1 yard (tackle by Evan Anderson and Fred Warner),0.61,-0.15,8.0,2024,122
4.0,11:36,2.0,14.0,DAL 26,10.0,27.0,Dak Prescott pass complete short right to Ezekiel Elliott for 4 yards (tackle by Fred Warner),-0.15,-0.3,8.0,2024,122
4.0,11:07,3.0,10.0,DAL 30,10.0,27.0,"Dak Prescott pass incomplete deep right intended for Jalen Tolbert. Penalty on Charvarius Ward: Defensive Pass Interference, 19 yards (accepted) (no play)",-0.3,2.19,8.0,2024,122
4.0,11:00,1.0,10.0,DAL 49,10.0,27.0,Dak Prescott pass incomplete short left intended for Brevyn Spann-Ford,2.19,1.65,8.0,2024,122
4.0,10:54,2.0,10.0,DAL 49,10.0,27.0,Dak Prescott pass incomplete deep left intended for CeeDee Lamb,1.65,0.96,8.0,2024,122
4.0,10:50,3.0,10.0,DAL 49,10.0,27.0,Dak Prescott pass complete short left to Jake Ferguson for 6 yards (tackle by Deommodore Lenoir),0.96,0.27,8.0,2024,122
4.0,10:15,4.0,4.0,SFO 45,10.0,27.0,Dak Prescott pass complete short right to KaVontae Turpin for 16 yards (tackle by Deommodore Lenoir),0.27,3.64,8.0,2024,122
4.0,9:48,1.0,10.0,SFO 29,10.0,27.0,Dak Prescott pass complete short right to Jalen Tolbert for 9 yards (tackle by Isaac Yiadom),3.64,4.32,8.0,2024,122
4.0,9:16,2.0,1.0,SFO 20,10.0,27.0,Dak Prescott pass complete short right to CeeDee Lamb for 15 yards (tackle by Charvarius Ward),4.32,6.06,8.0,2024,122
4.0,8:42,1.0,5.0,SFO 5,10.0,27.0,Ezekiel Elliott up the middle for -2 yards (tackle by Fred Warner),6.06,4.76,8.0,2024,122
4.0,8:04,2.0,7.0,SFO 7,16.0,27.0,"Dak Prescott pass complete short left to CeeDee Lamb for 7 yards, touchdown",4.76,7.0,8.0,2024,122
4.0,7:58,,,SFO 15,17.0,27.0,Brandon Aubrey kicks extra point good,0.0,0.0,8.0,2024,122
4.0,7:58,,,DAL 35,17.0,27.0,"Brandon Aubrey kicks off 63 yards, returned by Patrick Taylor for 29 yards (tackle by Juanyeh Thomas)",0.0,1.0,8.0,2024,122
4.0,7:52,1.0,10.0,SFO 31,17.0,27.0,Isaac Guerendo right end for 4 yards (tackle by DeMarvion Overshown),1.0,1.0,8.0,2024,122
4.0,7:11,2.0,6.0,SFO 35,17.0,27.0,Ricky Pearsall left end for 39 yards (tackle by Donovan Wilson),1.0,3.84,8.0,2024,122
4.0,6:25,1.0,10.0,DAL 26,17.0,27.0,"Patrick Taylor left guard for no gain (tackle by Carlos Watkins and Tyrus Wheat). Penalty on Ricky Pearsall: Illegal Formation, 5 yards (accepted) (no play)",3.84,3.51,8.0,2024,122
4.0,6:07,1.0,15.0,DAL 31,17.0,27.0,Patrick Taylor left guard for 4 yards (tackle by Tyrus Wheat and Eric Kendricks),3.51,3.16,8.0,2024,122
4.0,5:25,2.0,11.0,DAL 27,17.0,27.0,Patrick Taylor right end for 5 yards (tackle by Mazi Smith and Osa Odighizuwa),3.16,3.14,8.0,2024,122
4.0,4:39,3.0,6.0,DAL 22,17.0,27.0,Brock Purdy pass incomplete short right,3.14,2.02,8.0,2024,122
4.0,4:30,4.0,6.0,DAL 22,17.0,30.0,Anders Carlson 41 yard field goal good,2.02,3.0,8.0,2024,122
4.0,4:25,,,SFO 35,17.0,30.0,"Anders Carlson kicks off 65 yards, touchback.",0.0,0.94,8.0,2024,122
4.0,4:25,1.0,10.0,DAL 30,17.0,30.0,Ezekiel Elliott left end for no gain (tackle by Renardo Green),0.94,0.39,8.0,2024,122
4.0,4:03,2.0,10.0,DAL 30,17.0,30.0,Dak Prescott pass complete short left to CeeDee Lamb for 21 yards (tackle by Fred Warner),0.39,2.32,8.0,2024,122
4.0,3:56,1.0,10.0,SFO 49,17.0,30.0,Dak Prescott pass complete short right to CeeDee Lamb for 29 yards (tackle by Malik Mustapha and Fred Warner),2.32,4.24,8.0,2024,122
4.0,3:36,1.0,10.0,SFO 20,23.0,30.0,"Dak Prescott pass complete deep left to CeeDee Lamb for 20 yards, touchdown",4.24,7.0,8.0,2024,122
4.0,3:32,,,SFO 15,24.0,30.0,Brandon Aubrey kicks extra point good,0.0,0.0,8.0,2024,122
4.0,3:32,,,DAL 35,24.0,30.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.94,8.0,2024,122
4.0,3:32,1.0,10.0,SFO 30,24.0,30.0,Brock Purdy scrambles left end for 7 yards (tackle by Marist Liufau),0.94,1.34,8.0,2024,122
4.0,3:25,,,,,,Timeout #1 by Dallas Cowboys,,,8.0,2024,122
4.0,3:25,2.0,3.0,SFO 37,24.0,30.0,Brock Purdy sacked by DeMarvion Overshown for -7 yards,1.34,-0.3,8.0,2024,122
