Quarter,Time,Down,ToGo,Location,KAN,LVR,Detail,EPB,EPA,week,year,game_id
3.0,8:16,1.0,4.0,KAN 4,17.0,10.0,Alexander Mattison up the middle for -4 yards (tackle by Drue Tranquill),6.28,4.57,8.0,2024,120
3.0,7:36,2.0,8.0,KAN 8,17.0,10.0,Gardner Minshew pass complete short right to Alexander Mattison for no gain (tackle by Justin Reid),4.57,3.58,8.0,2024,120
3.0,6:57,3.0,8.0,KAN 8,17.0,10.0,"Gardner Minshew sacked by George Karlaftis for -6 yards. Penalty on Delmar Glaze: Illegal Formation, 5 yards (declined)",3.58,2.51,8.0,2024,120
3.0,6:44,4.0,14.0,KAN 14,17.0,13.0,Daniel Carlson 32 yard field goal good,2.51,3.0,8.0,2024,120
3.0,6:40,,,LVR 35,17.0,13.0,"Daniel Carlson kicks off 64 yards, returned by Montrell Washington for 14 yards (tackle by Alex Bachman). Penalty on Jaden Hicks: Illegal Block Above the Waist, 7 yards (accepted)",0.0,-0.38,8.0,2024,120
3.0,6:32,1.0,10.0,KAN 8,17.0,13.0,"Patrick Mahomes pass complete short right to Xavier Worthy for no gain (tackle by Jack Jones). Penalty on Wanya Morris: Offensive Holding, 4 yards (accepted) (no play)",-0.38,-0.53,8.0,2024,120
3.0,6:16,1.0,14.0,KAN 4,17.0,13.0,"Kareem Hunt right guard for no gain (tackle by Maxx Crosby). Penalty on Wanya Morris: Offensive Holding, 2 yards (accepted) (no play)",-0.53,-0.61,8.0,2024,120
3.0,5:49,1.0,16.0,KAN 2,17.0,13.0,Patrick Mahomes pass short middle (defended by John Jenkins) intended for Travis Kelce is intercepted by Tre'von Moehrig at KC-15 and returned for 12 yards (tackle by Joe Thuney),-0.61,-6.51,8.0,2024,120
3.0,5:39,1.0,3.0,KAN 3,17.0,13.0,Alexander Mattison up the middle for 2 yards (tackle by George Karlaftis and Drue Tranquill),6.51,5.91,8.0,2024,120
3.0,5:03,2.0,1.0,KAN 1,17.0,13.0,Alexander Mattison up the middle for no gain (tackle by George Karlaftis and Nick Bolton),5.91,5.17,8.0,2024,120
3.0,4:17,3.0,1.0,KAN 1,17.0,13.0,Alexander Mattison right tackle for -2 yards (tackle by Drue Tranquill and Nick Bolton),5.17,3.04,8.0,2024,120
3.0,3:32,4.0,3.0,KAN 3,17.0,13.0,Gardner Minshew sacked by Tershawn Wharton for -5 yards,3.04,0.38,8.0,2024,120
3.0,3:27,1.0,10.0,KAN 8,17.0,13.0,Kareem Hunt right guard for 5 yards (tackle by Robert Spillane),-0.38,-0.41,8.0,2024,120
3.0,3:00,2.0,5.0,KAN 13,17.0,13.0,Kareem Hunt up the middle for 4 yards (tackle by Robert Spillane),-0.41,-0.37,8.0,2024,120
3.0,2:19,3.0,1.0,KAN 17,17.0,13.0,Patrick Mahomes scrambles right end for 3 yards (tackle by Charles Snowden),-0.37,0.28,8.0,2024,120
3.0,1:44,1.0,10.0,KAN 20,17.0,13.0,Carson Steele up the middle for 4 yards (tackle by K'Lavon Chaisson and Adam Butler),0.28,0.27,8.0,2024,120
3.0,1:07,2.0,6.0,KAN 24,17.0,13.0,Carson Steele right guard for 2 yards (tackle by Divine Deablo),0.27,-0.16,8.0,2024,120
3.0,0:29,3.0,4.0,KAN 26,17.0,13.0,Patrick Mahomes pass complete short left to Noah Gray for 10 yards (tackle by Tre'von Moehrig),-0.16,1.33,8.0,2024,120
4.0,15:00,1.0,10.0,KAN 36,17.0,13.0,Patrick Mahomes scrambles right end for 3 yards (tackle by Janarius Robinson),1.33,1.2,8.0,2024,120
4.0,14:25,2.0,7.0,KAN 39,17.0,13.0,Kareem Hunt left guard for 7 yards (tackle by Tre'von Moehrig and Nate Hobbs),1.2,1.99,8.0,2024,120
4.0,13:47,1.0,10.0,KAN 46,17.0,13.0,"Kareem Hunt left tackle for 1 yard (tackle by Divine Deablo). Penalty on Wanya Morris: Offensive Holding, 10 yards (accepted) (no play)",1.99,1.33,8.0,2024,120
4.0,13:31,1.0,20.0,KAN 36,17.0,13.0,Patrick Mahomes pass incomplete short left,1.33,0.1,8.0,2024,120
4.0,13:27,2.0,20.0,KAN 36,17.0,13.0,Patrick Mahomes pass complete short right to Mecole Hardman for 8 yards (tackle by Tre'von Moehrig),0.1,0.5,8.0,2024,120
4.0,12:44,3.0,12.0,KAN 44,17.0,13.0,Patrick Mahomes scrambles left end for 14 yards (tackle by Isaiah Pola-Mao),0.5,2.79,8.0,2024,120
4.0,11:59,1.0,10.0,LVR 42,17.0,13.0,Kareem Hunt left guard for 2 yards (tackle by Matthew Butler),2.79,2.51,8.0,2024,120
4.0,11:25,2.0,8.0,LVR 40,17.0,13.0,Kareem Hunt up the middle for 4 yards (tackle by Tre'von Moehrig),2.51,2.34,8.0,2024,120
4.0,10:46,3.0,4.0,LVR 36,17.0,13.0,Patrick Mahomes pass complete short middle to Travis Kelce for 16 yards (tackle by Tre'von Moehrig and Divine Deablo),2.34,4.24,8.0,2024,120
4.0,10:04,1.0,10.0,LVR 20,17.0,13.0,"Patrick Mahomes pass complete short right to Justin Watson for 6 yards (tackle by Robert Spillane). Penalty on K'Lavon Chaisson: Roughing the Passer, 7 yards (accepted)",4.24,5.6,8.0,2024,120
4.0,9:34,1.0,7.0,LVR 7,17.0,13.0,Patrick Mahomes pass incomplete short middle intended for Jody Fortson,5.6,4.76,8.0,2024,120
4.0,9:30,2.0,7.0,LVR 7,17.0,13.0,Patrick Mahomes pass complete short middle to Travis Kelce for 2 yards (tackle by Tyree Wilson),4.76,4.26,8.0,2024,120
4.0,8:52,3.0,5.0,LVR 5,17.0,13.0,Patrick Mahomes pass incomplete short left intended for Xavier Worthy (defended by Nate Hobbs),4.26,3.01,8.0,2024,120
4.0,8:48,4.0,5.0,LVR 5,20.0,13.0,Harrison Butker 24 yard field goal good,3.01,3.0,8.0,2024,120
4.0,8:44,,,KAN 35,20.0,13.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.94,8.0,2024,120
4.0,8:44,1.0,10.0,LVR 30,20.0,13.0,Gardner Minshew pass complete short left to John Samuel Shenker for 7 yards (tackle by Malik Herring),0.94,1.34,8.0,2024,120
4.0,8:06,2.0,3.0,LVR 37,20.0,13.0,"Gardner Minshew sacked by Mike Pennel for no gain. Gardner Minshew fumbles (forced by Mike Pennel), recovered by Drue Tranquill at LV-41 and returned for 3 yards (tackle by Kolton Miller)",1.34,-3.05,8.0,2024,120
4.0,8:00,1.0,10.0,LVR 38,20.0,13.0,Kareem Hunt left tackle for 7 yards (tackle by Robert Spillane),3.05,3.45,8.0,2024,120
4.0,7:24,2.0,3.0,LVR 31,20.0,13.0,Kareem Hunt up the middle for 1 yard (tackle by Adam Butler),3.45,2.87,8.0,2024,120
4.0,6:42,3.0,2.0,LVR 30,20.0,13.0,Kareem Hunt right guard for 3 yards (tackle by Robert Spillane and Isaiah Pola-Mao),2.87,3.78,8.0,2024,120
4.0,6:00,1.0,10.0,LVR 27,20.0,13.0,Patrick Mahomes pass complete short right to Justin Watson for 8 yards (tackle by Jack Jones and Divine Deablo),3.78,4.35,8.0,2024,120
4.0,5:19,,,,,,Timeout #1 by Kansas City Chiefs,,,8.0,2024,120
4.0,5:19,2.0,2.0,LVR 19,20.0,13.0,Kareem Hunt left guard for no gain (tackle by Adam Butler and Charles Snowden),4.35,3.64,8.0,2024,120
4.0,5:12,,,,,,Timeout #1 by Las Vegas Raiders,,,8.0,2024,120
4.0,5:12,3.0,2.0,LVR 19,20.0,13.0,"Patrick Mahomes pass complete short right to Travis Kelce for 11 yards (tackle by Jack Jones). Penalty on Jack Jones: Defensive Holding, 5 yards (declined)",3.64,5.37,8.0,2024,120
4.0,5:07,,,,,,Timeout #2 by Las Vegas Raiders,,,8.0,2024,120
4.0,5:07,1.0,8.0,LVR 8,20.0,13.0,Kareem Hunt up the middle for -1 yards (tackle by Robert Spillane),5.37,4.38,8.0,2024,120
4.0,5:03,,,,,,Timeout #3 by Las Vegas Raiders,,,8.0,2024,120
4.0,5:03,2.0,9.0,LVR 9,26.0,13.0,"Patrick Mahomes pass complete short left to Xavier Worthy for 9 yards, touchdown",4.38,7.0,8.0,2024,120
4.0,4:59,,,LVR 15,27.0,13.0,Harrison Butker kicks extra point good,0.0,0.0,8.0,2024,120
4.0,4:59,,,KAN 35,27.0,13.0,"Penalty on Darnay Holmes: Defensive Offside, 5 yards (declined) (no play)",0.0,0.0,8.0,2024,120
4.0,4:59,,,KAN 35,27.0,13.0,"Harrison Butker kicks off 65 yards, touchback.",0.0,0.94,8.0,2024,120
4.0,4:59,1.0,10.0,LVR 30,27.0,13.0,Gardner Minshew pass complete short middle to Alexander Mattison for 7 yards (tackle by Christian Roland-Wallace),0.94,1.34,8.0,2024,120
4.0,4:32,2.0,3.0,LVR 37,27.0,13.0,Gardner Minshew pass complete short left to Alexander Mattison for 11 yards (tackle by Nick Bolton),1.34,2.13,8.0,2024,120
4.0,4:26,1.0,10.0,LVR 48,27.0,13.0,Gardner Minshew pass complete short left to DJ Turner for 11 yards (tackle by Nick Bolton),2.13,2.85,8.0,2024,120
4.0,4:03,1.0,10.0,KAN 41,27.0,13.0,"Gardner Minshew pass complete deep left to Tre Tucker for no gain (tackle by Justin Reid). Penalty on Delmar Glaze: Offensive Holding, 10 yards (accepted) (no play)",2.85,2.19,8.0,2024,120
4.0,3:56,1.0,20.0,LVR 49,27.0,13.0,Gardner Minshew pass complete short left to Brock Bowers for 11 yards (tackle by Trent McDuffie and Justin Reid),2.19,2.44,8.0,2024,120
4.0,3:31,2.0,9.0,KAN 40,27.0,13.0,Gardner Minshew pass incomplete short left intended for Ameer Abdullah (defended by Tershawn Wharton),2.44,1.75,8.0,2024,120
4.0,3:27,3.0,9.0,KAN 40,27.0,13.0,Gardner Minshew pass complete short right to Brock Bowers for 8 yards (tackle by Justin Reid),1.75,1.31,8.0,2024,120
4.0,2:59,4.0,1.0,KAN 32,27.0,13.0,Gardner Minshew pass complete short middle to DJ Turner for 6 yards (tackle by Bryan Cook),1.31,3.84,8.0,2024,120
4.0,2:44,1.0,10.0,KAN 26,27.0,13.0,Gardner Minshew spiked the ball,3.84,3.3,8.0,2024,120
4.0,2:43,2.0,10.0,KAN 26,27.0,13.0,Gardner Minshew pass complete short left to Ameer Abdullah for 9 yards (tackle by Nick Bolton),3.3,3.95,8.0,2024,120
4.0,2:27,3.0,1.0,KAN 17,27.0,13.0,Gardner Minshew pass complete short middle to Tre Tucker for 6 yards (tackle by Trent McDuffie),3.95,4.84,8.0,2024,120
4.0,2:15,1.0,10.0,KAN 11,27.0,13.0,Gardner Minshew spiked the ball,4.84,4.14,8.0,2024,120
4.0,2:14,2.0,10.0,KAN 11,27.0,13.0,Gardner Minshew sacked by Leo Chenal for no gain,4.14,3.13,8.0,2024,120
4.0,2:07,3.0,10.0,KAN 11,27.0,19.0,"Gardner Minshew pass complete short left to DJ Turner for 11 yards, touchdown",3.13,7.0,8.0,2024,120
4.0,2:03,,,KAN 15,27.0,20.0,Daniel Carlson kicks extra point good,0.0,0.0,8.0,2024,120
4.0,2:03,,,LVR 35,27.0,20.0,"Daniel Carlson kicks onside 10 yards, returned by Noah Gray for no gain",0.0,2.59,8.0,2024,120
