Quarter,Time,Down,ToGo,Location,NYG,CLE,Detail,EPB,EPA,week,year,game_id
1.0,7:34,1.0,10.0,NYG 45,0.0,7.0,Daniel Jones pass complete short right to Devin Singletary for 4 yards (tackle by Jordan Hicks),1.93,1.92,3.0,2024,35
1.0,6:50,2.0,6.0,NYG 49,0.0,7.0,"Daniel Jones pass incomplete deep right. Penalty on Greg Van Roten: Offensive Holding, 10 yards (accepted) (no play)",1.92,0.57,3.0,2024,35
1.0,6:39,2.0,16.0,NYG 39,0.0,7.0,Daniel Jones pass complete short middle to Wan'Dale Robinson for 20 yards (tackle by Grant Delpit and Martin Emerson),0.57,2.85,3.0,2024,35
1.0,6:00,1.0,10.0,CLE 41,0.0,7.0,"Daniel Jones right end for 3 yards (tackle by Denzel Ward). Penalty on Theo Johnson: Offensive Holding, 10 yards (accepted)",2.85,2.39,3.0,2024,35
1.0,5:31,1.0,17.0,CLE 48,0.0,7.0,Daniel Jones pass complete short right to Tyrone Tracy for 12 yards (tackle by Za'Darius Smith),2.39,2.98,3.0,2024,35
1.0,5:02,,,,,,Timeout #1 by New York Giants,,,3.0,2024,35
1.0,5:02,2.0,5.0,CLE 36,0.0,7.0,Malik Nabers right end for 2 yards (tackle by Denzel Ward),2.98,2.54,3.0,2024,35
1.0,4:26,3.0,3.0,CLE 34,0.0,7.0,Daniel Jones pass complete short left to Darius Slayton for 7 yards (tackle by Martin Emerson and Rodney McLeod),2.54,3.78,3.0,2024,35
1.0,3:43,1.0,10.0,CLE 27,0.0,7.0,Daniel Jones pass complete short left to Devin Singletary for 23 yards (tackle by Grant Delpit),3.78,6.28,3.0,2024,35
1.0,2:59,1.0,4.0,CLE 4,0.0,7.0,Devin Singletary right guard for 3 yards (tackle by Za'Darius Smith and Shelby Harris),6.28,5.91,3.0,2024,35
1.0,2:12,2.0,1.0,CLE 1,6.0,7.0,"Devin Singletary up the middle for 1 yard, touchdown",5.91,7.0,3.0,2024,35
1.0,2:07,,,CLE 15,7.0,7.0,Greg Joseph kicks extra point good,0.0,0.0,3.0,2024,35
1.0,2:07,,,NYG 35,7.0,7.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.94,3.0,2024,35
1.0,2:07,1.0,10.0,CLE 30,7.0,7.0,D'Onta Foreman left guard for 3 yards (tackle by Micah McFadden and Cordale Flott),0.94,0.8,3.0,2024,35
1.0,1:31,2.0,7.0,CLE 33,7.0,7.0,Deshaun Watson sacked by and Micah McFadden for -8 yards and Azeez Ojulari for -8 yards,0.8,-0.96,3.0,2024,35
1.0,0:50,3.0,15.0,CLE 25,7.0,7.0,Deshaun Watson sacked by Elijah Chatman for -10 yards,-0.96,-2.44,3.0,2024,35
1.0,0:13,4.0,25.0,CLE 15,7.0,7.0,"Corey Bojorquez punts 64 yards, returned by Ihmir Smith-Marsette for 16 yards (tackle by Winston Reid)",-2.44,-1.4,3.0,2024,35
2.0,15:00,1.0,10.0,NYG 37,7.0,7.0,Tyrone Tracy left end for 6 yards (tackle by Jeremiah Owusu-Koramoah and Grant Delpit),1.4,1.67,3.0,2024,35
2.0,14:22,2.0,4.0,NYG 43,7.0,7.0,Eric Gray left guard for no gain (tackle by Jeremiah Owusu-Koramoah and Ogbonnia Okoronkwo),1.67,0.96,3.0,2024,35
2.0,13:38,3.0,4.0,NYG 43,7.0,7.0,"Daniel Jones sacked by Za'Darius Smith for no gain. Penalty on Andrew Thomas: Offensive Holding, 10 yards (declined)",0.96,-0.52,3.0,2024,35
2.0,13:15,4.0,4.0,NYG 43,7.0,7.0,"Jamie Gillan punts 51 yards, returned by James Proche for 12 yards (tackle by Casey Kreiter and Jakob Johnson)",-0.52,-0.04,3.0,2024,35
2.0,13:04,1.0,10.0,CLE 18,7.0,7.0,Deshaun Watson pass complete short middle to Jerome Ford for 2 yards (tackle by Micah McFadden and Bobby Okereke),0.04,-0.13,3.0,2024,35
2.0,12:28,2.0,8.0,CLE 20,7.0,7.0,Jerome Ford up the middle for -2 yards (tackle by Cordale Flott and D.J. Davidson),-0.13,-1.17,3.0,2024,35
2.0,11:50,3.0,10.0,CLE 18,7.0,7.0,Deshaun Watson pass complete short right to Amari Cooper for 13 yards (tackle by Dane Belton),-1.17,1.0,3.0,2024,35
2.0,11:08,1.0,10.0,CLE 31,7.0,7.0,Jerome Ford left end for 1 yard (tackle by Rakeem Nunez-Roches and Jason Pinnock),1.0,0.6,3.0,2024,35
2.0,10:31,2.0,9.0,CLE 32,7.0,7.0,"Deshaun Watson pass incomplete deep left intended for Amari Cooper. Penalty on Deonte Banks: Defensive Pass Interference, 13 yards (accepted) (no play)",0.6,1.93,3.0,2024,35
2.0,10:25,1.0,10.0,CLE 45,7.0,7.0,Deshaun Watson pass complete short right to Jordan Akins for 6 yards (tackle by Bobby Okereke and Jason Pinnock),1.93,2.19,3.0,2024,35
2.0,9:44,2.0,4.0,NYG 49,7.0,7.0,"Penalty on Ethan Pocic: False Start, 5 yards (accepted) (no play)",2.19,1.52,3.0,2024,35
2.0,9:21,2.0,9.0,CLE 46,7.0,7.0,"Deshaun Watson pass incomplete short right. Penalty on Deshaun Watson: Intentional Grounding, 13 yards (accepted)",1.52,-0.89,3.0,2024,35
2.0,9:21,3.0,22.0,CLE 33,7.0,7.0,Deshaun Watson pass complete short middle to Elijah Moore for 12 yards (tackle by Cordale Flott),-0.89,-0.39,3.0,2024,35
2.0,8:41,4.0,10.0,CLE 45,7.0,7.0,"Corey Bojorquez punts 48 yards, fair catch by Ihmir Smith-Marsette at NYG-7",-0.39,0.38,3.0,2024,35
2.0,8:35,1.0,10.0,NYG 7,7.0,7.0,Devin Singletary up the middle for -1 yards (tackle by Jeremiah Owusu-Koramoah and Quinton Jefferson),-0.38,-0.85,3.0,2024,35
2.0,7:53,2.0,11.0,NYG 6,7.0,7.0,Daniel Jones pass complete short left to Devin Singletary for 9 yards (tackle by Martin Emerson),-0.85,-0.48,3.0,2024,35
2.0,7:20,3.0,2.0,NYG 15,7.0,7.0,Daniel Jones pass complete short right to Wan'Dale Robinson for 10 yards (tackle by Denzel Ward and Jordan Hicks),-0.48,0.61,3.0,2024,35
2.0,6:35,1.0,10.0,NYG 25,7.0,7.0,Daniel Jones pass complete short left to Devin Singletary for 7 yards (tackle by Grant Delpit),0.61,1.01,3.0,2024,35
2.0,5:57,2.0,3.0,NYG 32,7.0,7.0,Tyrone Tracy left guard for 6 yards (tackle by Martin Emerson),1.01,1.47,3.0,2024,35
2.0,5:21,1.0,10.0,NYG 38,7.0,7.0,Daniel Jones scrambles right end for 4 yards (tackle by Greg Newsome),1.47,1.46,3.0,2024,35
2.0,4:42,2.0,6.0,NYG 42,7.0,7.0,Devin Singletary up the middle for 1 yard (tackle by Jordan Hicks and Shelby Harris),1.46,0.89,3.0,2024,35
2.0,3:58,3.0,5.0,NYG 43,7.0,7.0,Daniel Jones pass complete short right to Malik Nabers for 14 yards (tackle by Alex Wright),0.89,2.72,3.0,2024,35
2.0,3:16,1.0,10.0,CLE 43,7.0,7.0,Tyrone Tracy up the middle for 2 yards (tackle by Myles Garrett),2.72,2.45,3.0,2024,35
2.0,2:35,2.0,8.0,CLE 41,7.0,7.0,Daniel Jones pass complete deep left to Malik Nabers for 28 yards (tackle by Martin Emerson),2.45,4.71,3.0,2024,35
2.0,2:09,1.0,10.0,CLE 13,7.0,7.0,Daniel Jones pass complete short left to Wan'Dale Robinson for 10 yards (tackle by Jordan Hicks and Rodney McLeod),4.71,6.51,3.0,2024,35
2.0,2:00,1.0,3.0,CLE 3,7.0,7.0,Daniel Jones pass incomplete short left intended for Theo Johnson,6.51,5.53,3.0,2024,35
2.0,1:55,2.0,3.0,CLE 3,7.0,7.0,Malik Nabers pass incomplete short right,5.53,4.72,3.0,2024,35
2.0,1:49,3.0,3.0,CLE 3,13.0,7.0,"Daniel Jones pass complete short left to Malik Nabers for 3 yards, touchdown",4.72,7.0,3.0,2024,35
2.0,1:44,,,CLE 15,14.0,7.0,Greg Joseph kicks extra point good,0.0,0.0,3.0,2024,35
2.0,1:44,,,NYG 35,14.0,7.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.94,3.0,2024,35
2.0,1:44,1.0,10.0,CLE 30,14.0,7.0,Deshaun Watson pass complete short right to Jerry Jeudy for 3 yards (tackle by Cordale Flott),0.94,0.8,3.0,2024,35
2.0,1:22,2.0,7.0,CLE 33,14.0,7.0,"Penalty on Dexter Lawrence: Neutral Zone Infraction, 5 yards (accepted) (no play)",0.8,1.47,3.0,2024,35
2.0,1:22,2.0,2.0,CLE 38,14.0,7.0,Deshaun Watson pass incomplete short middle intended for Jordan Akins,1.47,0.76,3.0,2024,35
2.0,1:19,3.0,2.0,CLE 38,14.0,7.0,Jerome Ford up the middle for 1 yard (tackle by Elijah Chatman and Dexter Lawrence),0.76,-0.78,3.0,2024,35
2.0,1:12,,,,,,Timeout #2 by New York Giants,,,3.0,2024,35
2.0,1:12,4.0,1.0,CLE 39,14.0,7.0,Jameis Winston up the middle for 1 yard (tackle by Brian Burns),-0.78,1.6,3.0,2024,35
2.0,0:37,1.0,10.0,CLE 40,14.0,7.0,"Deshaun Watson sacked by Brian Burns for -10 yards. Deshaun Watson fumbles (forced by Brian Burns), recovered by Elijah Chatman at CLE-30",1.6,-3.58,3.0,2024,35
2.0,0:32,1.0,10.0,CLE 30,14.0,7.0,Daniel Jones pass complete short left to Malik Nabers for 12 yards (tackle by Ronnie Hickman),3.58,4.37,3.0,2024,35
2.0,0:26,1.0,10.0,CLE 18,14.0,7.0,Daniel Jones pass complete short left to Tyrone Tracy for 5 yards (tackle by Jeremiah Owusu-Koramoah),4.37,4.61,3.0,2024,35
2.0,0:21,,,,,,Timeout #1 by Cleveland Browns,,,3.0,2024,35
2.0,0:21,2.0,5.0,CLE 13,14.0,7.0,Daniel Jones up the middle for 8 yards (tackle by Ronnie Hickman),4.61,6.06,3.0,2024,35
2.0,0:15,,,,,,Timeout #3 by New York Giants,,,3.0,2024,35
2.0,0:15,1.0,5.0,CLE 5,14.0,7.0,"Penalty on Jermaine Eluemunor: False Start, 5 yards (accepted) (no play)",6.06,4.91,3.0,2024,35
2.0,0:15,1.0,10.0,CLE 10,14.0,7.0,"Penalty on Myles Garrett: Defensive Offside, 5 yards (accepted) (no play)",4.91,6.06,3.0,2024,35
2.0,0:15,1.0,5.0,CLE 5,20.0,7.0,"Daniel Jones pass complete short middle to Malik Nabers for 5 yards, touchdown",6.06,7.0,3.0,2024,35
2.0,0:11,,,CLE 15,21.0,7.0,Greg Joseph kicks extra point good,0.0,0.0,3.0,2024,35
2.0,0:11,,,NYG 35,21.0,7.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.94,3.0,2024,35
2.0,0:11,1.0,10.0,CLE 30,21.0,7.0,Deshaun Watson kneels for -1 yards,0.94,0.26,3.0,2024,35
3.0,15:00,,,NYG 35,21.0,7.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.94,3.0,2024,35
3.0,15:00,1.0,10.0,CLE 30,21.0,7.0,Deshaun Watson pass incomplete deep right intended for Jerry Jeudy,0.94,0.39,3.0,2024,35
3.0,14:56,2.0,10.0,CLE 30,21.0,7.0,Deshaun Watson sacked by and Bobby Okereke for -2 yards and Rakeem Nunez-Roches for -2 yards,0.39,-0.56,3.0,2024,35
3.0,14:18,3.0,12.0,CLE 28,21.0,7.0,Deshaun Watson pass incomplete short right intended for Jerry Jeudy (defended by Brian Burns),-0.56,-1.5,3.0,2024,35
3.0,14:11,4.0,12.0,CLE 28,21.0,7.0,"Corey Bojorquez punts 57 yards, returned by Ihmir Smith-Marsette for 3 yards (tackle by Tony Brown)",-1.5,-0.04,3.0,2024,35
3.0,14:01,1.0,10.0,NYG 18,21.0,7.0,Daniel Jones pass complete deep right to Daniel Bellinger for 17 yards (tackle by Ronnie Hickman),0.04,1.27,3.0,2024,35
3.0,13:43,1.0,10.0,NYG 35,21.0,7.0,Daniel Jones pass complete short right to Malik Nabers for 4 yards (tackle by Jordan Hicks),1.27,1.26,3.0,2024,35
3.0,13:03,2.0,6.0,NYG 39,21.0,7.0,"Devin Singletary left guard for 2 yards. Devin Singletary fumbles (forced by Shelby Harris), recovered by Ronnie Hickman at NYG-45",1.26,-2.59,3.0,2024,35
3.0,12:54,1.0,10.0,NYG 45,21.0,7.0,D'Onta Foreman left guard for 2 yards (tackle by Kayvon Thibodeaux and Rakeem Nunez-Roches),2.59,2.31,3.0,2024,35
3.0,12:17,2.0,8.0,NYG 43,21.0,7.0,Deshaun Watson pass incomplete short left,2.31,1.62,3.0,2024,35
3.0,12:10,3.0,8.0,NYG 43,21.0,7.0,Deshaun Watson scrambles up the middle for 13 yards (tackle by Elijah Chatman),1.62,3.58,3.0,2024,35
3.0,11:41,1.0,10.0,NYG 30,21.0,7.0,Deshaun Watson pass incomplete deep right intended for Elijah Moore,3.58,3.03,3.0,2024,35
3.0,11:37,2.0,10.0,NYG 30,21.0,7.0,Deshaun Watson pass incomplete short middle intended for Amari Cooper,3.03,2.34,3.0,2024,35
3.0,11:33,3.0,10.0,NYG 30,21.0,7.0,Deshaun Watson sacked by Jason Pinnock for -5 yards,2.34,0.97,3.0,2024,35
3.0,10:49,4.0,15.0,NYG 35,21.0,7.0,Dustin Hopkins 53 yard field goal no good,0.97,-1.8,3.0,2024,35
3.0,10:45,1.0,10.0,NYG 43,21.0,7.0,Daniel Jones pass complete short right to Theo Johnson for 13 yards (tackle by Jeremiah Owusu-Koramoah),1.8,2.65,3.0,2024,35
3.0,10:08,1.0,10.0,CLE 44,21.0,7.0,Daniel Jones pass incomplete deep right intended for Malik Nabers,2.65,2.11,3.0,2024,35
3.0,10:02,2.0,10.0,CLE 44,21.0,7.0,Daniel Jones pass incomplete deep right intended for Malik Nabers (defended by Greg Newsome),2.11,1.42,3.0,2024,35
3.0,9:56,3.0,10.0,CLE 44,21.0,7.0,"Penalty on Andrew Thomas: False Start, 5 yards (accepted) (no play)",1.42,0.76,3.0,2024,35
3.0,9:56,3.0,15.0,CLE 49,21.0,7.0,"Daniel Jones aborted snap, recovered by Daniel Jones at NYG-46 Daniel Jones pass incomplete short right. Penalty on Jon Runyan: Ineligible Downfield Pass, 5 yards (declined)",0.76,0.0,3.0,2024,35
3.0,9:50,4.0,15.0,CLE 49,21.0,7.0,"Penalty on Chris Manhertz: False Start, 5 yards (accepted) (no play)",0.0,-0.32,3.0,2024,35
3.0,9:50,4.0,20.0,NYG 46,21.0,7.0,"Jamie Gillan punts 47 yards, returned by James Proche for 12 yards (tackle by Daniel Bellinger)",-0.32,-0.15,3.0,2024,35
3.0,9:40,1.0,10.0,CLE 19,21.0,7.0,Deshaun Watson pass incomplete short left intended for Amari Cooper,0.15,-0.39,3.0,2024,35
3.0,9:37,2.0,10.0,CLE 19,21.0,7.0,Deshaun Watson pass complete short right to Jordan Akins for 8 yards (tackle by Isaiah Simmons),-0.39,-0.03,3.0,2024,35
3.0,8:58,3.0,2.0,CLE 27,21.0,7.0,Deshaun Watson pass complete short left to Jerome Ford for 7 yards (tackle by Micah McFadden),-0.03,1.2,3.0,2024,35
3.0,8:27,1.0,10.0,CLE 34,21.0,7.0,Deshaun Watson pass incomplete deep left intended for Amari Cooper,1.2,0.66,3.0,2024,35
3.0,8:23,2.0,10.0,CLE 34,21.0,7.0,Deshaun Watson pass complete short left to Jerry Jeudy for 9 yards (tackle by Bobby Okereke and Cordale Flott),0.66,1.16,3.0,2024,35
3.0,8:00,3.0,1.0,CLE 43,21.0,7.0,Jerome Ford up the middle for 3 yards (tackle by Jason Pinnock and Rakeem Nunez-Roches),1.16,1.99,3.0,2024,35
3.0,7:27,1.0,10.0,CLE 46,21.0,7.0,Deshaun Watson sacked by and Azeez Ojulari for -8 yards and Kayvon Thibodeaux for -8 yards,1.99,0.37,3.0,2024,35
3.0,6:46,2.0,18.0,CLE 38,21.0,7.0,Deshaun Watson pass complete short right to Jordan Akins for 10 yards (tackle by Bobby Okereke and Isaiah Simmons),0.37,1.03,3.0,2024,35
3.0,6:15,3.0,8.0,CLE 48,21.0,7.0,Deshaun Watson pass incomplete deep middle intended for Jerry Jeudy (defended by Brian Burns),1.03,-0.19,3.0,2024,35
3.0,6:07,4.0,8.0,CLE 48,21.0,7.0,Corey Bojorquez punts 47 yards downed by Mike Ford,-0.19,0.38,3.0,2024,35
3.0,5:57,1.0,10.0,NYG 5,21.0,7.0,Devin Singletary right guard for 10 yards (tackle by Martin Emerson and Grant Delpit),-0.38,-0.22,3.0,2024,35
3.0,5:18,1.0,10.0,NYG 15,21.0,7.0,Devin Singletary up the middle for 1 yard (tackle by Devin Bush and Jordan Hicks),-0.22,-0.58,3.0,2024,35
3.0,4:32,2.0,9.0,NYG 16,21.0,7.0,Daniel Jones pass complete short left to Wan'Dale Robinson for 10 yards (tackle by Martin Emerson),-0.58,0.67,3.0,2024,35
3.0,3:58,1.0,10.0,NYG 26,21.0,7.0,Devin Singletary left guard for 2 yards (tackle by Ogbonnia Okoronkwo and Sam Kamara),0.67,0.4,3.0,2024,35
3.0,3:18,2.0,8.0,NYG 28,21.0,7.0,Daniel Jones sacked by Ogbonnia Okoronkwo for -8 yards,0.4,-1.35,3.0,2024,35
3.0,2:37,3.0,16.0,NYG 20,21.0,7.0,Tyrone Tracy up the middle for 5 yards (tackle by Alex Wright and Grant Delpit),-1.35,-1.7,3.0,2024,35
3.0,1:53,4.0,11.0,NYG 25,21.0,7.0,"Jamie Gillan punts 57 yards, returned by James Proche for 3 yards (tackle by Bryce Ford-Wheaton)",-1.7,-0.34,3.0,2024,35
3.0,1:42,1.0,10.0,CLE 21,21.0,7.0,Jerome Ford right guard for 10 yards (tackle by Tyler Nubin and Jason Pinnock),0.34,1.0,3.0,2024,35
3.0,1:21,1.0,10.0,CLE 31,21.0,7.0,Deshaun Watson pass complete short left to Jerome Ford for 24 yards (tackle by Cordale Flott),1.0,2.59,3.0,2024,35
3.0,0:50,1.0,10.0,NYG 45,21.0,7.0,"Deshaun Watson scrambles left end for no gain (tackle by Cordale Flott). Penalty on Joel Bitonio: Offensive Holding, 10 yards (accepted) (no play)",2.59,1.93,3.0,2024,35
3.0,0:22,1.0,20.0,CLE 45,21.0,7.0,Deshaun Watson pass complete short right to Jordan Akins for 5 yards (tackle by Isaiah Simmons),1.93,1.37,3.0,2024,35
4.0,15:00,2.0,15.0,CLE 50,21.0,7.0,Deshaun Watson pass incomplete short left intended for Jordan Akins,1.37,0.7,3.0,2024,35
4.0,14:54,3.0,15.0,CLE 50,21.0,7.0,Deshaun Watson pass incomplete short left intended for Jordan Akins (defended by Deonte Banks),0.7,-0.06,3.0,2024,35
4.0,14:50,4.0,15.0,CLE 50,21.0,7.0,"Corey Bojorquez punts 41 yards, fair catch by Ihmir Smith-Marsette at NYG-9",-0.06,0.38,3.0,2024,35
4.0,14:42,1.0,10.0,NYG 9,21.0,7.0,Devin Singletary right tackle for 1 yard (tackle by Rodney McLeod),-0.38,-0.71,3.0,2024,35
4.0,14:04,2.0,9.0,NYG 10,21.0,7.0,Daniel Jones pass incomplete short middle intended for Theo Johnson (defended by Shelby Harris) (defended by Denzel Ward),-0.71,-1.3,3.0,2024,35
4.0,13:50,3.0,9.0,NYG 10,21.0,7.0,Daniel Jones pass incomplete short right intended for Darius Slayton,-1.3,-2.49,3.0,2024,35
4.0,13:50,4.0,9.0,NYG 10,21.0,7.0,"Jamie Gillan punts 43 yards, returned by James Proche for 4 yards (tackle by Dane Belton and Art Green)",-2.49,-2.32,3.0,2024,35
4.0,13:40,1.0,10.0,NYG 49,21.0,7.0,Deshaun Watson pass complete short right to Elijah Moore for 5 yards (tackle by Micah McFadden),2.32,2.46,3.0,2024,35
4.0,13:05,2.0,5.0,NYG 44,21.0,7.0,Jerome Ford right tackle for 12 yards (tackle by Tyler Nubin and Bobby Okereke),2.46,3.45,3.0,2024,35
4.0,12:31,1.0,10.0,NYG 32,21.0,7.0,Deshaun Watson scrambles left end for 14 yards (tackle by Cordale Flott),3.45,4.37,3.0,2024,35
4.0,12:00,1.0,10.0,NYG 18,21.0,7.0,"Deshaun Watson pass complete short right to Jerry Jeudy for 12 yards (tackle by Cordale Flott). Penalty on Brian Burns: Defensive Offside, 5 yards (declined)",4.37,5.83,3.0,2024,35
4.0,11:36,1.0,6.0,NYG 6,21.0,13.0,"Deshaun Watson pass complete short left to Amari Cooper for 6 yards, touchdown",5.83,7.0,3.0,2024,35
4.0,11:33,,,NYG 2,21.0,15.0,Two Point Attempt: Deshaun Watson pass complete to to Jerry Jeudy for no gain,1.0,1.0,3.0,2024,35
4.0,11:33,,,CLE 35,21.0,15.0,"Dustin Hopkins kicks off 65 yards, touchback.",0.0,0.94,3.0,2024,35
4.0,11:33,1.0,10.0,NYG 30,21.0,15.0,"Daniel Jones right end for 4 yards (tackle by Ronnie Hickman). Penalty on Daniel Bellinger: Offensive Holding, 10 yards (accepted)",0.94,0.54,3.0,2024,35
4.0,11:02,1.0,16.0,NYG 24,21.0,15.0,Daniel Jones pass incomplete short left intended for Malik Nabers (defended by Denzel Ward),0.54,-0.42,3.0,2024,35
4.0,10:57,2.0,16.0,NYG 24,21.0,15.0,Daniel Jones pass complete short left to Wan'Dale Robinson for 4 yards (tackle by Greg Newsome),-0.42,-0.56,3.0,2024,35
4.0,10:27,3.0,12.0,NYG 28,21.0,15.0,Daniel Jones scrambles up the middle for 5 yards (tackle by Za'Darius Smith),-0.56,-1.18,3.0,2024,35
4.0,10:00,4.0,7.0,NYG 33,21.0,15.0,"Jamie Gillan punts 67 yards, touchback.",-1.18,-0.28,3.0,2024,35
4.0,9:53,1.0,10.0,CLE 20,21.0,15.0,Jerome Ford up the middle for no gain (tackle by Micah McFadden and Bobby Okereke),0.28,-0.27,3.0,2024,35
4.0,9:21,2.0,10.0,CLE 20,21.0,15.0,Deshaun Watson pass complete deep left to Amari Cooper for 23 yards (tackle by Deonte Banks),-0.27,1.8,3.0,2024,35
4.0,8:45,1.0,10.0,CLE 43,21.0,15.0,Deshaun Watson pass complete short left to Amari Cooper for 7 yards (tackle by Deonte Banks),1.8,2.2,3.0,2024,35
4.0,8:26,2.0,3.0,CLE 50,21.0,15.0,Jerome Ford right tackle for 6 yards (tackle by Bobby Okereke),2.2,2.65,3.0,2024,35
4.0,7:46,1.0,10.0,NYG 44,21.0,15.0,"Deshaun Watson aborted snap, recovered by Azeez Ojulari at NYG-46",2.65,-1.99,3.0,2024,35
4.0,7:40,1.0,10.0,NYG 46,21.0,15.0,Daniel Jones pass complete short left to Malik Nabers for 8 yards (tackle by Greg Newsome and Jeremiah Owusu-Koramoah),1.99,2.53,3.0,2024,35
4.0,6:58,2.0,2.0,CLE 46,21.0,15.0,Devin Singletary right guard for 4 yards (tackle by Grant Delpit and Shelby Harris),2.53,2.79,3.0,2024,35
4.0,6:14,1.0,10.0,CLE 42,21.0,15.0,Daniel Jones pass incomplete short middle intended for Malik Nabers,2.79,2.24,3.0,2024,35
4.0,6:10,2.0,10.0,CLE 42,21.0,15.0,Daniel Jones pass complete short middle to Wan'Dale Robinson for 2 yards (tackle by Grant Delpit),2.24,1.82,3.0,2024,35
4.0,5:29,3.0,8.0,CLE 40,21.0,15.0,Daniel Jones pass incomplete short left intended for Wan'Dale Robinson,1.82,0.59,3.0,2024,35
4.0,5:27,4.0,8.0,CLE 40,21.0,15.0,"Jamie Gillan punts 40 yards, touchback.",0.59,-0.28,3.0,2024,35
4.0,5:19,1.0,10.0,CLE 20,21.0,15.0,Jerome Ford up the middle for 2 yards (tackle by Isaiah Simmons and Rakeem Nunez-Roches),0.28,0.0,3.0,2024,35
4.0,4:48,2.0,8.0,CLE 22,21.0,15.0,Deshaun Watson pass complete short left to Amari Cooper for 7 yards (tackle by Deonte Banks),0.0,0.23,3.0,2024,35
4.0,4:41,3.0,1.0,CLE 29,21.0,15.0,Jameis Winston up the middle for no gain (tackle by Kayvon Thibodeaux and Cordale Flott),0.23,-1.44,3.0,2024,35
