Quarter,Time,Down,ToGo,Location,WAS,CIN,Detail,EPB,EPA,week,year,game_id
2.0,5:25,,,CIN 35,14.0,10.0,"Evan McPherson kicks off 65 yards, returned by Noah Igbinoghene for 25 yards (tackle by Maema Njongmeta)",0.0,0.61,3.0,2024,48
2.0,5:20,1.0,10.0,WAS 25,14.0,10.0,Jayden Daniels pass complete short left to Noah Brown for 5 yards (tackle by Cam Taylor-Britt and Akeem Davis-Gaither),0.61,0.74,3.0,2024,48
2.0,4:58,2.0,5.0,WAS 30,14.0,10.0,Brian Robinson right tackle for 4 yards (tackle by Vonn Bell),0.74,0.56,3.0,2024,48
2.0,4:18,3.0,1.0,WAS 34,14.0,10.0,Brian Robinson right guard for 2 yards (tackle by Germaine Pratt),0.56,1.33,3.0,2024,48
2.0,3:39,1.0,10.0,WAS 36,14.0,10.0,Jayden Daniels scrambles up the middle for 5 yards (tackle by Mike Hilton),1.33,1.47,3.0,2024,48
2.0,2:57,2.0,5.0,WAS 41,14.0,10.0,Jayden Daniels pass complete deep left to Terry McLaurin for 55 yards (tackle by Cam Taylor-Britt),1.47,6.28,3.0,2024,48
2.0,2:08,1.0,4.0,CIN 4,20.0,10.0,"Jayden Daniels left end for 4 yards, touchdown",6.28,7.0,3.0,2024,48
2.0,2:04,,,CIN 15,21.0,10.0,Austin Seibert kicks extra point good,0.0,0.0,3.0,2024,48
2.0,2:04,,,WAS 35,21.0,10.0,"Austin Seibert kicks off 65 yards, touchback.",0.0,0.94,3.0,2024,48
2.0,2:04,1.0,10.0,CIN 30,21.0,10.0,Chase Brown left guard for 10 yards (tackle by Frankie Luvu and Quan Martin),0.94,1.6,3.0,2024,48
2.0,1:58,1.0,10.0,CIN 40,21.0,10.0,Joe Burrow pass complete deep middle to Ja'Marr Chase for 22 yards (tackle by Jeremy Chinn),1.6,3.05,3.0,2024,48
2.0,1:24,1.0,10.0,WAS 38,21.0,10.0,Zack Moss left guard for 11 yards (tackle by Mike Sainristil),3.05,3.78,3.0,2024,48
2.0,1:13,1.0,10.0,WAS 27,21.0,10.0,Zack Moss left guard for 2 yards (tackle by Andre Jones),3.78,3.5,3.0,2024,48
2.0,0:53,,,,,,Timeout #2 by Washington Commanders,,,3.0,2024,48
2.0,0:53,2.0,8.0,WAS 25,21.0,10.0,Joe Burrow pass complete short right to Erick All for 8 yards (tackle by Mike Sainristil),3.5,4.44,3.0,2024,48
2.0,0:43,,,,,,Timeout #1 by Cincinnati Bengals,,,3.0,2024,48
2.0,0:43,1.0,10.0,WAS 17,21.0,10.0,Zack Moss up the middle for 4 yards (tackle by Mike Sainristil and Quan Martin),4.44,4.5,3.0,2024,48
2.0,0:37,,,,,,Timeout #2 by Cincinnati Bengals,,,3.0,2024,48
2.0,0:37,2.0,6.0,WAS 13,21.0,10.0,Joe Burrow pass incomplete short right intended for Zack Moss,4.5,3.68,3.0,2024,48
2.0,0:30,3.0,6.0,WAS 13,21.0,10.0,Joe Burrow pass incomplete short right intended for Ja'Marr Chase,3.68,2.59,3.0,2024,48
2.0,0:26,4.0,6.0,WAS 13,21.0,13.0,Evan McPherson 31 yard field goal good,2.59,3.0,3.0,2024,48
2.0,0:22,,,CIN 35,21.0,13.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.94,3.0,2024,48
2.0,0:22,1.0,10.0,WAS 30,21.0,13.0,Jayden Daniels kneels for -1 yards,0.94,0.26,3.0,2024,48
3.0,15:00,,,CIN 35,21.0,13.0,"Evan McPherson kicks off 60 yards, returned by Austin Ekeler for 62 yards (tackle by Josh Newton)",0.0,3.38,3.0,2024,48
3.0,14:51,1.0,10.0,CIN 33,21.0,13.0,Brian Robinson right guard for 5 yards (tackle by Logan Wilson and Daxton Hill),3.38,3.51,3.0,2024,48
3.0,14:16,2.0,5.0,CIN 28,21.0,13.0,Jayden Daniels pass complete short middle to Zach Ertz for 4 yards (tackle by Akeem Davis-Gaither),3.51,3.34,3.0,2024,48
3.0,13:38,3.0,1.0,CIN 24,21.0,13.0,Jayden Daniels right end for 3 yards (tackle by Sam Hubbard and Jay Tufele),3.34,4.17,3.0,2024,48
3.0,12:58,1.0,10.0,CIN 21,21.0,13.0,Brian Robinson right guard for 2 yards (tackle by Sam Hubbard),4.17,3.9,3.0,2024,48
3.0,12:18,2.0,8.0,CIN 19,21.0,13.0,"Jayden Daniels scrambles right end for 2 yards (tackle by Germaine Pratt). Penalty on Cam Taylor-Britt: Illegal Use of Hands / Defense, 5 yards (accepted)",3.9,4.78,3.0,2024,48
3.0,11:53,1.0,10.0,CIN 12,21.0,13.0,Austin Ekeler right tackle for 3 yards (tackle by Vonn Bell and Daxton Hill),4.78,4.64,3.0,2024,48
3.0,11:09,2.0,7.0,CIN 9,21.0,13.0,Jayden Daniels pass complete short right to Noah Brown for 8 yards (tackle by Logan Wilson),4.64,6.97,3.0,2024,48
3.0,10:41,1.0,1.0,CIN 1,21.0,13.0,Brian Robinson right guard for no gain (tackle by Joseph Ossai and Vonn Bell),6.97,5.91,3.0,2024,48
3.0,9:58,2.0,1.0,CIN 1,27.0,13.0,"Jayden Daniels pass complete short left to Trenton Scott for 1 yard, touchdown",5.91,7.0,3.0,2024,48
3.0,9:54,,,CIN 15,28.0,13.0,Austin Seibert kicks extra point good,0.0,0.0,3.0,2024,48
3.0,9:54,,,WAS 35,28.0,13.0,"Austin Seibert kicks off 66 yards, returned by Trayveon Williams for 23 yards (tackle by Jeremy McNichols and Nick Bellore)",0.0,0.41,3.0,2024,48
3.0,9:47,1.0,10.0,CIN 22,28.0,13.0,Chase Brown left tackle for 16 yards (tackle by Benjamin St-Juste),0.41,1.47,3.0,2024,48
3.0,9:19,1.0,10.0,CIN 38,28.0,13.0,Joe Burrow sacked by Javontae Jean-Baptiste for -6 yards,1.47,0.11,3.0,2024,48
3.0,8:36,2.0,16.0,CIN 32,28.0,13.0,Joe Burrow pass complete short right to Erick All for 6 yards (tackle by Noah Igbinoghene),0.11,0.23,3.0,2024,48
3.0,7:55,3.0,10.0,CIN 38,28.0,13.0,Joe Burrow pass complete short middle to Tee Higgins for 16 yards (tackle by Noah Igbinoghene and Percy Butler),0.23,2.52,3.0,2024,48
3.0,7:12,1.0,10.0,WAS 46,28.0,13.0,Joe Burrow pass incomplete short left intended for Andrei Iosivas (defended by Frankie Luvu),2.52,1.98,3.0,2024,48
3.0,7:05,,,,,,Timeout #1 by Cincinnati Bengals,,,3.0,2024,48
3.0,7:05,2.0,10.0,WAS 46,28.0,13.0,Joe Burrow pass complete short right to Tee Higgins for 9 yards (tackle by Mike Sainristil),1.98,2.48,3.0,2024,48
3.0,6:28,3.0,1.0,WAS 37,28.0,13.0,Zack Moss left guard for 6 yards (tackle by Jonathan Allen),2.48,3.51,3.0,2024,48
3.0,5:54,1.0,10.0,WAS 31,28.0,13.0,Joe Burrow pass complete short left to Zack Moss for 11 yards (tackle by Jer'Zhan Newton),3.51,4.24,3.0,2024,48
3.0,5:15,1.0,10.0,WAS 20,28.0,13.0,Chase Brown right tackle for 12 yards (tackle by Quan Martin),4.24,5.37,3.0,2024,48
3.0,4:36,1.0,8.0,WAS 8,28.0,13.0,Zack Moss up the middle for -1 yards (tackle by Noah Igbinoghene and Jer'Zhan Newton),5.37,4.38,3.0,2024,48
3.0,3:54,2.0,9.0,WAS 9,28.0,13.0,Joe Burrow pass complete short left to Ja'Marr Chase for 7 yards (tackle by Bobby Wagner and Quan Martin),4.38,4.95,3.0,2024,48
3.0,3:12,,,,,,Timeout #1 by Washington Commanders,,,3.0,2024,48
3.0,3:12,3.0,2.0,WAS 2,28.0,13.0,Joe Burrow pass incomplete short right intended for Tee Higgins,4.95,3.25,3.0,2024,48
3.0,3:07,4.0,2.0,WAS 2,28.0,19.0,"Joe Burrow pass complete short right to Andrei Iosivas for 2 yards, touchdown",3.25,7.0,3.0,2024,48
3.0,3:03,,,WAS 15,28.0,19.0,"Penalty on Amarius Mims: False Start, 5 yards (accepted) (no play)",0.0,0.0,3.0,2024,48
3.0,3:03,,,WAS 20,28.0,20.0,Evan McPherson kicks extra point good,0.0,0.0,3.0,2024,48
3.0,3:03,,,CIN 35,28.0,20.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.94,3.0,2024,48
3.0,3:03,1.0,10.0,WAS 30,28.0,20.0,Jayden Daniels pass complete short right to Terry McLaurin for 14 yards (tackle by Logan Wilson),0.94,1.86,3.0,2024,48
3.0,2:22,1.0,10.0,WAS 44,28.0,20.0,Brian Robinson right guard for no gain (tackle by Akeem Davis-Gaither),1.86,1.32,3.0,2024,48
3.0,1:45,2.0,10.0,WAS 44,28.0,20.0,Jayden Daniels pass complete short right to Zach Ertz for 9 yards,1.32,1.82,3.0,2024,48
3.0,1:23,3.0,1.0,CIN 47,28.0,20.0,Jayden Daniels right end for 5 yards (tackle by Vonn Bell),1.82,2.79,3.0,2024,48
3.0,0:43,1.0,10.0,CIN 42,28.0,20.0,Jeremy McNichols left guard for 1 yard (tackle by Kris Jenkins),2.79,2.38,3.0,2024,48
4.0,15:00,2.0,9.0,CIN 41,28.0,20.0,Jayden Daniels scrambles up the middle for 5 yards (tackle by Cedric Johnson),2.38,2.34,3.0,2024,48
4.0,14:20,3.0,4.0,CIN 36,28.0,20.0,Jayden Daniels pass complete short right to Luke McCaffrey for 3 yards (tackle by DJ Turner),2.34,1.21,3.0,2024,48
4.0,13:35,,,,,,Timeout #2 by Washington Commanders,,,3.0,2024,48
4.0,13:35,4.0,1.0,CIN 33,28.0,20.0,Jayden Daniels right tackle for 4 yards (tackle by Daxton Hill and Logan Wilson),1.21,3.64,3.0,2024,48
4.0,13:00,1.0,10.0,CIN 29,28.0,20.0,Brian Robinson up the middle for 1 yard (tackle by Logan Wilson and Germaine Pratt),3.64,3.24,3.0,2024,48
4.0,12:24,2.0,9.0,CIN 28,28.0,20.0,Jayden Daniels pass complete short right to Brian Robinson for 4 yards (tackle by Logan Wilson),3.24,3.07,3.0,2024,48
4.0,11:40,3.0,5.0,CIN 24,28.0,20.0,Jayden Daniels pass incomplete deep left intended for Terry McLaurin,3.07,1.92,3.0,2024,48
4.0,11:35,4.0,5.0,CIN 24,31.0,20.0,Austin Seibert 42 yard field goal good,1.92,3.0,3.0,2024,48
4.0,11:30,,,WAS 35,31.0,20.0,"Austin Seibert kicks off 62 yards, returned by Chase Brown for 27 yards (tackle by Bobby Price and Percy Butler)",0.0,0.94,3.0,2024,48
4.0,11:22,1.0,10.0,CIN 30,31.0,20.0,Zack Moss left end for 5 yards (tackle by Mike Sainristil),0.94,1.07,3.0,2024,48
4.0,10:52,2.0,5.0,CIN 35,31.0,20.0,Joe Burrow pass complete short middle to Mike Gesicki for 7 yards (tackle by Jamin Davis),1.07,1.73,3.0,2024,48
4.0,10:32,1.0,10.0,CIN 42,31.0,20.0,Joe Burrow pass complete short middle to Andrei Iosivas for 16 yards (tackle by Percy Butler),1.73,2.79,3.0,2024,48
4.0,10:12,1.0,10.0,WAS 42,31.0,20.0,Joe Burrow pass complete short right to Mike Gesicki for 11 yards (tackle by Jeremy Chinn),2.79,3.51,3.0,2024,48
4.0,9:47,1.0,10.0,WAS 31,31.0,26.0,"Joe Burrow pass complete deep right to Ja'Marr Chase for 31 yards, touchdown",3.51,7.0,3.0,2024,48
4.0,9:42,,,WAS 2,31.0,26.0,Two Point Attempt: Joe Burrow pass incomplete intended for intended for Tee Higgins,1.0,-1.0,3.0,2024,48
4.0,9:42,,,CIN 35,31.0,26.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.94,3.0,2024,48
4.0,9:42,1.0,10.0,WAS 30,31.0,26.0,"Penalty on Zach Ertz: False Start, 5 yards (accepted) (no play)",0.94,0.61,3.0,2024,48
4.0,9:42,1.0,15.0,WAS 25,31.0,26.0,"Jayden Daniels pass complete short middle to Zach Ertz for 4 yards. Zach Ertz fumbles (forced by Germaine Pratt), recovered by Nick Allegretti at WAS-31",0.61,0.53,3.0,2024,48
4.0,9:11,2.0,9.0,WAS 31,31.0,26.0,Jayden Daniels pass complete short left to Zach Ertz for 12 yards (tackle by Vonn Bell),0.53,1.8,3.0,2024,48
4.0,8:32,1.0,10.0,WAS 43,31.0,26.0,Brian Robinson left end for 6 yards (tackle by Zachary Carter),1.8,2.06,3.0,2024,48
4.0,7:59,2.0,4.0,WAS 49,31.0,26.0,Jayden Daniels right end for 2 yards (tackle by Logan Wilson),2.06,1.62,3.0,2024,48
4.0,7:18,3.0,2.0,CIN 49,31.0,26.0,Jayden Daniels pass complete short right to Terry McLaurin for 4 yards (tackle by Geno Stone),1.62,2.59,3.0,2024,48
4.0,6:38,1.0,10.0,CIN 45,31.0,26.0,"Penalty on Dyami Brown: False Start, 5 yards (accepted) (no play)",2.59,2.26,3.0,2024,48
4.0,6:38,1.0,15.0,CIN 50,31.0,26.0,Jayden Daniels sacked by Trey Hendrickson for -5 yards,2.26,0.69,3.0,2024,48
4.0,5:56,2.0,20.0,WAS 45,31.0,26.0,Jayden Daniels pass complete short right to Dyami Brown for 8 yards (tackle by Geno Stone),0.69,1.09,3.0,2024,48
4.0,5:09,3.0,12.0,CIN 47,31.0,26.0,Jayden Daniels pass complete short right to Dyami Brown for 8 yards (tackle by Cam Taylor-Britt and Joseph Ossai),1.09,0.66,3.0,2024,48
4.0,4:26,4.0,4.0,CIN 39,31.0,26.0,Jayden Daniels pass complete short middle to Zach Ertz for 9 yards (tackle by Vonn Bell),0.66,3.58,3.0,2024,48
4.0,3:43,1.0,10.0,CIN 30,31.0,26.0,Brian Robinson right end for 1 yard (tackle by Zachary Carter),3.58,3.17,3.0,2024,48
4.0,2:59,2.0,9.0,CIN 29,31.0,26.0,Brian Robinson right guard for 2 yards (tackle by Sam Hubbard),3.17,2.74,3.0,2024,48
4.0,2:15,,,,,,Timeout #3 by Washington Commanders,,,3.0,2024,48
4.0,2:15,3.0,7.0,CIN 27,37.0,26.0,"Jayden Daniels pass complete deep right to Terry McLaurin for 27 yards, touchdown",2.74,7.0,3.0,2024,48
4.0,2:10,,,CIN 15,38.0,26.0,Austin Seibert kicks extra point good,0.0,0.0,3.0,2024,48
4.0,2:10,,,WAS 35,38.0,26.0,"Austin Seibert kicks off 65 yards, touchback.",0.0,0.94,3.0,2024,48
4.0,2:10,1.0,10.0,CIN 30,38.0,26.0,Joe Burrow pass complete short right to Mike Gesicki for 12 yards (tackle by Bobby Wagner and Noah Igbinoghene),0.94,1.73,3.0,2024,48
4.0,2:00,1.0,10.0,CIN 42,38.0,26.0,Joe Burrow pass complete short right to Zack Moss for 13 yards (tackle by Bobby Wagner),1.73,2.59,3.0,2024,48
4.0,1:36,1.0,10.0,WAS 45,38.0,26.0,Joe Burrow pass complete short left to Zack Moss for no gain (tackle by Bobby Wagner),2.59,2.04,3.0,2024,48
4.0,1:13,2.0,10.0,WAS 45,38.0,26.0,Joe Burrow pass complete short right to Andrei Iosivas for 13 yards (tackle by Noah Igbinoghene and Percy Butler),2.04,3.45,3.0,2024,48
4.0,1:05,,,,,,Timeout #2 by Cincinnati Bengals,,,3.0,2024,48
4.0,1:05,1.0,10.0,WAS 32,38.0,26.0,Joe Burrow pass incomplete deep right intended for Tee Higgins,3.45,2.9,3.0,2024,48
4.0,0:59,2.0,10.0,WAS 32,38.0,26.0,Joe Burrow pass complete short left to Andrei Iosivas for 13 yards,2.9,4.31,3.0,2024,48
4.0,0:53,1.0,10.0,WAS 19,38.0,26.0,"Joe Burrow pass incomplete deep right intended for Andrei Iosivas. Penalty on Noah Igbinoghene: Defensive Pass Interference, 18 yards (accepted) (no play)",4.31,6.97,3.0,2024,48
4.0,0:46,1.0,1.0,WAS 1,38.0,26.0,Joe Burrow pass incomplete short right intended for Tee Higgins,6.97,5.91,3.0,2024,48
4.0,0:43,2.0,1.0,WAS 1,38.0,32.0,"Zack Moss right guard for 1 yard, touchdown",5.91,7.0,3.0,2024,48
4.0,0:40,,,WAS 15,38.0,33.0,Evan McPherson kicks extra point good,0.0,0.0,3.0,2024,48
4.0,0:40,,,CIN 35,38.0,33.0,"Evan McPherson kicks onside 6 yards, returned by Olamide Zaccheaus for no gain. Penalty on Andrei Iosivas: Illegal Formation, 5 yards (accepted)",0.0,3.18,3.0,2024,48
4.0,0:39,1.0,10.0,CIN 36,38.0,33.0,Jayden Daniels kneels for -1 yards,3.18,2.5,3.0,2024,48
