Quarter,Time,Down,ToGo,Location,LAC,PIT,Detail,EPB,EPA,week,year,game_id
2.0,0:11,3.0,4.0,LAC 44,10.0,7.0,Justin Fields pass incomplete short right,1.82,0.33,3.0,2024,40
2.0,0:06,,,,,,Timeout #3 by Los Angeles Chargers,,,3.0,2024,40
2.0,0:06,4.0,4.0,LAC 44,10.0,7.0,Chris Boswell 62 yard field goal no good,0.33,-2.39,3.0,2024,40
2.0,0:01,1.0,10.0,PIT 48,10.0,7.0,Justin Herbert pass incomplete deep middle,2.39,1.85,3.0,2024,40
3.0,15:00,,,LAC 35,10.0,7.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.94,3.0,2024,40
3.0,15:00,1.0,10.0,PIT 30,10.0,7.0,Najee Harris up the middle for 6 yards (tackle by Daiyan Henley),0.94,1.2,3.0,2024,40
3.0,14:27,2.0,4.0,PIT 36,10.0,7.0,Najee Harris left guard for 2 yards (tackle by Denzel Perryman and Daiyan Henley),1.2,0.76,3.0,2024,40
3.0,13:52,3.0,2.0,PIT 38,10.0,7.0,Jaylen Warren left tackle for 2 yards (tackle by Khalil Mack and Otito Ogbonnia),0.76,1.6,3.0,2024,40
3.0,13:16,1.0,10.0,PIT 40,10.0,7.0,Najee Harris left tackle for -4 yards (tackle by Daiyan Henley and Poona Ford),1.6,0.51,3.0,2024,40
3.0,12:39,2.0,14.0,PIT 36,10.0,7.0,"Justin Fields pass complete short right to Scott Miller for 11 yards (tackle by Derwin James). Penalty on Derwin James: Face Mask (15 Yards), 15 yards (accepted)",0.51,3.05,3.0,2024,40
3.0,12:14,1.0,10.0,LAC 38,10.0,7.0,"Justin Fields pass complete short right to Pat Freiermuth for no gain (tackle by Daiyan Henley). Penalty on Cordarrelle Patterson: Illegal Formation, 5 yards (accepted) (no play)",3.05,2.72,3.0,2024,40
3.0,11:45,1.0,15.0,LAC 43,10.0,7.0,Justin Fields pass incomplete short middle intended for Cordarrelle Patterson (defended by Alohi Gilman),2.72,1.83,3.0,2024,40
3.0,11:42,2.0,15.0,LAC 43,10.0,7.0,Justin Fields pass complete short right to Najee Harris for 1 yard (tackle by Daiyan Henley),1.83,1.29,3.0,2024,40
3.0,11:08,3.0,14.0,LAC 42,10.0,7.0,Justin Fields pass complete short middle to Calvin Austin for 25 yards (tackle by Ja'Sir Taylor),1.29,4.44,3.0,2024,40
3.0,10:29,1.0,10.0,LAC 17,10.0,7.0,Jaylen Warren right tackle for no gain (tackle by Khalil Mack and Tuli Tuipulotu),4.44,3.85,3.0,2024,40
3.0,9:57,2.0,10.0,LAC 17,10.0,7.0,Najee Harris left tackle for -3 yards (tackle by Derwin James and Tuli Tuipulotu),3.85,2.81,3.0,2024,40
3.0,9:15,3.0,13.0,LAC 20,10.0,7.0,Justin Fields pass incomplete deep right intended for Calvin Austin,2.81,2.12,3.0,2024,40
3.0,9:08,4.0,13.0,LAC 20,10.0,10.0,Chris Boswell 38 yard field goal good,2.12,3.0,3.0,2024,40
3.0,9:05,,,PIT 35,10.0,10.0,"Chris Boswell kicks off 67 yards, returned by Derius Davis for 14 yards (tackle by Rodney Williams)",0.0,-0.35,3.0,2024,40
3.0,8:59,1.0,10.0,LAC 12,10.0,10.0,Justin Herbert pass incomplete short middle intended for Simi Fehoko,-0.35,-0.78,3.0,2024,40
3.0,8:55,2.0,10.0,LAC 12,10.0,10.0,"Justin Herbert sacked by Nick Herbig for -7 yards. Justin Herbert fumbles (forced by Nick Herbig), recovered by Rashawn Slater at LAC-7",-0.78,-2.01,3.0,2024,40
3.0,8:13,3.0,15.0,LAC 7,10.0,10.0,Justin Herbert pass incomplete short left intended for Ladd McConkey,-2.01,-2.49,3.0,2024,40
3.0,8:09,4.0,15.0,LAC 7,10.0,10.0,"JK Scott punts 39 yards, fair catch by Calvin Austin at LAC-46. Penalty on Deane Leonard: Player Out of Bounds on Kick, 5 yards (accepted)",-2.49,-2.85,3.0,2024,40
3.0,8:01,1.0,10.0,LAC 41,10.0,10.0,Justin Fields pass short middle (defended by Daiyan Henley) intended for Cordarrelle Patterson is intercepted by Bud Dupree at LAC-34 and returned for no gain (tackle by Mason McCormick),2.85,-1.2,3.0,2024,40
3.0,7:53,1.0,10.0,LAC 34,10.0,10.0,Justin Herbert sacked by Elandon Roberts for -9 yards,1.2,-0.56,3.0,2024,40
3.0,7:10,2.0,19.0,LAC 25,10.0,10.0,J.K. Dobbins left tackle for 1 yard (tackle by Nick Herbig),-0.56,-1.09,3.0,2024,40
3.0,6:28,3.0,18.0,LAC 26,10.0,10.0,J.K. Dobbins left guard for 4 yards (tackle by T.J. Watt),-1.09,-1.37,3.0,2024,40
3.0,5:47,4.0,14.0,LAC 30,10.0,10.0,"JK Scott punts 55 yards, fair catch by Calvin Austin at PIT-15",-1.37,0.22,3.0,2024,40
3.0,5:40,1.0,10.0,PIT 15,10.0,10.0,Najee Harris left guard for 3 yards (tackle by Daiyan Henley),-0.22,-0.28,3.0,2024,40
3.0,5:07,2.0,7.0,PIT 18,10.0,10.0,Justin Fields pass complete short left to Pat Freiermuth for 3 yards (tackle by Alohi Gilman),-0.28,-0.63,3.0,2024,40
3.0,4:28,3.0,4.0,PIT 21,10.0,10.0,"Justin Fields pass complete short middle to Pat Freiermuth for 15 yards (tackle by Alohi Gilman and Derwin James). Penalty on Derwin James: Unnecessary Roughness / Defense, 15 yards (accepted)",-0.63,2.32,3.0,2024,40
3.0,4:06,1.0,10.0,LAC 49,10.0,10.0,Najee Harris right end for 6 yards (tackle by Morgan Fox),2.32,2.59,3.0,2024,40
3.0,3:22,2.0,4.0,LAC 43,10.0,10.0,Justin Fields sacked by Derwin James for -6 yards,2.59,1.09,3.0,2024,40
3.0,2:49,3.0,10.0,LAC 49,10.0,10.0,"Justin Fields pass complete short right to George Pickens for 8 yards (tackle by Kristian Fulton). Penalty on Khalil Mack: Roughing the Passer, 15 yards (accepted)",1.09,3.84,3.0,2024,40
3.0,2:23,1.0,10.0,LAC 26,10.0,10.0,"Najee Harris right guard for no gain (tackle by Derwin James and Scott Matlock). Penalty on Connor Heyward: Illegal Formation, 5 yards (accepted) (no play)",3.84,3.51,3.0,2024,40
3.0,1:52,1.0,15.0,LAC 31,10.0,10.0,Justin Fields pass complete short right to Cordarrelle Patterson for 6 yards (tackle by Kristian Fulton),3.51,3.43,3.0,2024,40
3.0,1:12,2.0,9.0,LAC 25,10.0,10.0,Najee Harris right end for 7 yards (tackle by Otito Ogbonnia and Khalil Mack),3.43,3.75,3.0,2024,40
3.0,0:34,3.0,2.0,LAC 18,10.0,10.0,"Justin Fields sacked by Tuli Tuipulotu for no gain. Penalty on Asante Samuel: Defensive Holding, 4 yards (accepted) (no play)",3.75,4.65,3.0,2024,40
3.0,0:09,1.0,10.0,LAC 14,10.0,10.0,Najee Harris up the middle for 2 yards (tackle by Poona Ford and Morgan Fox),4.65,4.33,3.0,2024,40
4.0,15:00,2.0,8.0,LAC 12,10.0,10.0,Najee Harris right end for no gain (tackle by Kristian Fulton),4.33,3.43,3.0,2024,40
4.0,14:21,3.0,8.0,LAC 12,10.0,10.0,Justin Fields pass incomplete short left intended for George Pickens,3.43,2.63,3.0,2024,40
4.0,14:17,4.0,8.0,LAC 12,10.0,13.0,Chris Boswell 30 yard field goal good,2.63,3.0,3.0,2024,40
4.0,14:14,,,PIT 35,10.0,13.0,"Chris Boswell kicks off 68 yards, returned by Derius Davis for 23 yards (tackle by DeMarvin Leal and Miles Killebrew)",0.0,0.28,3.0,2024,40
4.0,14:09,1.0,10.0,LAC 20,10.0,13.0,Gus Edwards right guard for 6 yards (tackle by Larry Ogunjobi),0.28,0.54,3.0,2024,40
4.0,13:34,2.0,4.0,LAC 26,10.0,13.0,Gus Edwards left tackle for 2 yards (tackle by Cameron Heyward),0.54,0.1,3.0,2024,40
4.0,12:52,3.0,2.0,LAC 28,10.0,13.0,Taylor Heinicke pass complete short left to Ladd McConkey for 18 yards (tackle by Patrick Queen),0.1,1.99,3.0,2024,40
4.0,12:10,1.0,10.0,LAC 46,10.0,13.0,J.K. Dobbins left tackle for -3 yards (tackle by Joey Porter),1.99,1.05,3.0,2024,40
4.0,11:28,2.0,13.0,LAC 43,10.0,13.0,"Penalty on Keeanu Benton: Defensive Delay of Game, 5 yards (accepted) (no play)",1.05,1.72,3.0,2024,40
4.0,11:15,2.0,8.0,LAC 48,10.0,13.0,J.K. Dobbins right tackle for 3 yards (tackle by Payton Wilson and Patrick Queen),1.72,1.42,3.0,2024,40
4.0,10:33,3.0,5.0,PIT 49,10.0,13.0,Taylor Heinicke sacked by T.J. Watt for -8 yards,1.42,-0.52,3.0,2024,40
4.0,9:51,4.0,13.0,LAC 43,10.0,13.0,"JK Scott punts 41 yards, fair catch by Calvin Austin at PIT-16",-0.52,0.14,3.0,2024,40
4.0,9:45,1.0,10.0,PIT 16,10.0,13.0,Justin Fields pass complete short middle to George Pickens for 14 yards (tackle by Asante Samuel),-0.14,0.94,3.0,2024,40
4.0,9:10,1.0,10.0,PIT 30,10.0,13.0,Justin Fields pass complete short right to Najee Harris for 3 yards (tackle by Kristian Fulton and Daiyan Henley),0.94,0.8,3.0,2024,40
4.0,8:33,2.0,7.0,PIT 33,10.0,13.0,Najee Harris up the middle for 9 yards (tackle by Daiyan Henley and Derwin James),0.8,1.73,3.0,2024,40
4.0,7:49,1.0,10.0,PIT 42,10.0,13.0,Najee Harris left guard for 3 yards (tackle by Morgan Fox and Denzel Perryman),1.73,1.59,3.0,2024,40
4.0,7:12,2.0,7.0,PIT 45,10.0,19.0,"Justin Fields pass complete short middle to Calvin Austin for 55 yards, touchdown",1.59,7.0,3.0,2024,40
4.0,7:02,,,LAC 15,10.0,20.0,Chris Boswell kicks extra point good,0.0,0.0,3.0,2024,40
4.0,7:02,,,PIT 35,10.0,20.0,"Chris Boswell kicks off 65 yards, touchback.",0.0,0.94,3.0,2024,40
4.0,7:02,1.0,10.0,LAC 30,10.0,20.0,Taylor Heinicke sacked by Nick Herbig for -10 yards,0.94,-0.96,3.0,2024,40
4.0,6:28,2.0,20.0,LAC 20,10.0,20.0,Taylor Heinicke pass complete short middle to J.K. Dobbins for 6 yards (tackle by Patrick Queen and DeShon Elliott),-0.96,-0.82,3.0,2024,40
4.0,5:50,3.0,14.0,LAC 26,10.0,20.0,Taylor Heinicke sacked by Cameron Heyward for -10 yards,-0.82,-2.39,3.0,2024,40
4.0,5:13,4.0,24.0,LAC 16,10.0,20.0,"JK Scott punts 59 yards, returned by Calvin Austin for 7 yards (tackle by AJ Finley)",-2.39,-1.07,3.0,2024,40
4.0,4:59,1.0,10.0,PIT 32,10.0,20.0,Najee Harris left guard for 4 yards (tackle by Scott Matlock and Teair Tart),1.07,1.07,3.0,2024,40
4.0,4:19,2.0,6.0,PIT 36,10.0,20.0,Justin Fields pass complete short right to Najee Harris for -2 yards (tackle by Denzel Perryman),1.07,0.1,3.0,2024,40
4.0,4:06,,,,,,Timeout #1 by Los Angeles Chargers,,,3.0,2024,40
4.0,4:06,3.0,8.0,PIT 34,10.0,20.0,Cordarrelle Patterson left tackle for 14 yards (tackle by Elijah Molden),0.1,2.13,3.0,2024,40
4.0,3:23,1.0,10.0,PIT 48,10.0,20.0,Najee Harris right guard for 11 yards (tackle by Alohi Gilman and Elijah Molden),2.13,2.85,3.0,2024,40
4.0,3:13,,,,,,Timeout #2 by Los Angeles Chargers,,,3.0,2024,40
4.0,3:13,1.0,10.0,LAC 41,10.0,20.0,Cordarrelle Patterson up the middle for 4 yards (tackle by Troy Dye and Bud Dupree),2.85,2.85,3.0,2024,40
4.0,3:07,,,,,,Timeout #3 by Los Angeles Chargers,,,3.0,2024,40
4.0,3:07,2.0,6.0,LAC 37,10.0,20.0,Cordarrelle Patterson left guard for 12 yards (tackle by Otito Ogbonnia and Alohi Gilman),2.85,3.91,3.0,2024,40
4.0,2:26,1.0,10.0,LAC 25,10.0,20.0,Cordarrelle Patterson up the middle for 3 yards (tackle by Denzel Perryman),3.91,3.77,3.0,2024,40
4.0,2:00,2.0,7.0,LAC 22,10.0,20.0,Najee Harris right guard for 21 yards (tackle by Daiyan Henley and Asante Samuel),3.77,6.97,3.0,2024,40
4.0,1:10,1.0,1.0,LAC 1,10.0,20.0,Justin Fields kneels for -1 yards,6.97,5.72,3.0,2024,40
4.0,0:37,2.0,2.0,LAC 2,10.0,20.0,Justin Fields kneels for -1 yards,5.72,4.72,3.0,2024,40
