Quarter,Time,Down,ToGo,Location,NOR,GNB,Detail,EPB,EPA,week,year,game_id
1.0,9:22,1.0,10.0,GNB 27,0.0,0.0,Taysom Hill right tackle for -1 yards (tackle by Kingsley Enagbare),3.78,3.1,3.0,2023,39
1.0,8:48,2.0,11.0,GNB 28,0.0,0.0,Kendre Miller up the middle for 5 yards (tackle by Quay Walker),3.1,3.07,3.0,2023,39
1.0,8:08,3.0,6.0,GNB 23,0.0,0.0,Derek Carr pass complete short left to Tony Jones for 10 yards (tackle by Rasul Douglas),3.07,4.71,3.0,2023,39
1.0,7:26,1.0,10.0,GNB 13,0.0,0.0,Taysom Hill up the middle for 5 yards (tackle by De'Vondre Campbell and Quay Walker),4.71,4.96,3.0,2023,39
1.0,6:52,2.0,5.0,GNB 8,0.0,0.0,Derek Carr pass incomplete short left intended for Keith Kirkwood,4.96,4.1,3.0,2023,39
1.0,6:44,3.0,5.0,GNB 8,6.0,0.0,"Derek Carr pass complete short middle to Jimmy Graham for 8 yards, touchdown",4.1,7.0,3.0,2023,39
1.0,6:40,,,GNB 15,7.0,0.0,Blake Grupe kicks extra point good,0.0,0.0,3.0,2023,39
1.0,6:40,,,NOR 35,7.0,0.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,3.0,2023,39
1.0,6:40,1.0,10.0,GNB 25,7.0,0.0,Jordan Love pass complete short right to Romeo Doubs for 13 yards (tackle by Marshon Lattimore),0.61,1.47,3.0,2023,39
1.0,6:03,1.0,10.0,GNB 38,7.0,0.0,Jordan Love pass incomplete short right,1.47,0.92,3.0,2023,39
1.0,5:56,2.0,10.0,GNB 38,7.0,0.0,Jordan Love pass incomplete deep middle intended for Luke Musgrave,0.92,0.23,3.0,2023,39
1.0,5:51,3.0,10.0,GNB 38,7.0,0.0,AJ Dillon left end for 14 yards (tackle by Pete Werner and Lonnie Johnson),0.23,2.39,3.0,2023,39
1.0,5:10,1.0,10.0,NOR 48,7.0,0.0,AJ Dillon left tackle for 7 yards (tackle by Tyrann Mathieu and Pete Werner),2.39,2.79,3.0,2023,39
1.0,4:30,2.0,3.0,NOR 41,7.0,0.0,AJ Dillon up the middle for -2 yards (tackle by Malcolm Roach),2.79,1.82,3.0,2023,39
1.0,3:50,3.0,5.0,NOR 43,7.0,0.0,"Penalty on Zach Tom: False Start, 5 yards (accepted) (no play)",1.82,1.16,3.0,2023,39
1.0,3:28,3.0,10.0,NOR 48,7.0,0.0,Jordan Love pass incomplete short left intended for Romeo Doubs (defended by Bryan Bresee),1.16,0.07,3.0,2023,39
1.0,3:19,4.0,10.0,NOR 48,7.0,0.0,"Daniel Whelan punts 38 yards, fair catch by Rashid Shaheed at NO-10",0.07,0.38,3.0,2023,39
1.0,3:12,1.0,10.0,NOR 10,7.0,0.0,Kendre Miller left guard for no gain (tackle by Kingsley Enagbare),-0.38,-0.78,3.0,2023,39
1.0,2:40,2.0,10.0,NOR 10,7.0,0.0,Derek Carr pass complete short left to Juwan Johnson for 7 yards (tackle by Isaiah McDuffie),-0.78,-0.6,3.0,2023,39
1.0,2:05,3.0,3.0,NOR 17,7.0,0.0,Derek Carr pass complete short left to Chris Olave for 4 yards (tackle by Eric Wilson),-0.6,0.34,3.0,2023,39
1.0,1:31,1.0,10.0,NOR 21,7.0,0.0,Derek Carr pass complete short middle to Tony Jones for 4 yards (tackle by Isaiah McDuffie),0.34,0.34,3.0,2023,39
1.0,0:54,2.0,6.0,NOR 25,7.0,0.0,"Kendre Miller right tackle for no gain (tackle by Isaiah McDuffie). Penalty on James Hurst: Offensive Holding, 10 yards (accepted) (no play)",0.34,-1.14,3.0,2023,39
1.0,0:23,2.0,16.0,NOR 15,7.0,0.0,Derek Carr pass complete short right to Tony Jones for 7 yards (tackle by Darnell Savage),-1.14,-0.76,3.0,2023,39
2.0,15:00,3.0,9.0,NOR 22,7.0,0.0,Derek Carr sacked by Rashan Gary for -5 yards,-0.76,-2.32,3.0,2023,39
2.0,14:29,4.0,14.0,NOR 17,7.0,0.0,"Lou Hedley punts 49 yards, returned by Jayden Reed for 2 yards (tackle by Nephi Sewell). Penalty on Jonathan Owens: Offensive Holding, 10 yards (accepted)",-2.32,-0.67,3.0,2023,39
2.0,14:18,1.0,10.0,GNB 26,7.0,0.0,Emanuel Wilson left end for 4 yards (tackle by Carl Granderson),0.67,0.67,3.0,2023,39
2.0,13:42,2.0,6.0,GNB 30,7.0,0.0,Emanuel Wilson left tackle for 2 yards (tackle by Carl Granderson and Demario Davis),0.67,0.23,3.0,2023,39
2.0,12:56,3.0,4.0,GNB 32,7.0,0.0,Jordan Love pass complete short left to Luke Musgrave for 9 yards (tackle by Tyrann Mathieu and Marshon Lattimore),0.23,1.66,3.0,2023,39
2.0,12:13,1.0,10.0,GNB 41,7.0,0.0,Jordan Love scrambles right end for 5 yards (tackle by Demario Davis),1.66,1.8,3.0,2023,39
2.0,11:32,2.0,5.0,GNB 46,7.0,0.0,"Emanuel Wilson left end for no gain (tackle by Demario Davis). Penalty on Jayden Reed: Offensive Holding, 10 yards (accepted) (no play)",1.8,0.45,3.0,2023,39
2.0,10:59,2.0,15.0,GNB 36,7.0,0.0,Jordan Love pass incomplete short left intended for Malik Heath (defended by Alontae Taylor),0.45,-0.23,3.0,2023,39
2.0,10:54,3.0,15.0,GNB 36,7.0,0.0,Jordan Love pass incomplete deep left intended for Samori Toure (defended by Marshon Lattimore),-0.23,-0.98,3.0,2023,39
2.0,10:47,4.0,15.0,GNB 36,13.0,0.0,"Daniel Whelan punts 40 yards, returned by Rashid Shaheed for 76 yards, touchdown",-0.98,-7.0,3.0,2023,39
2.0,10:30,,,GNB 15,14.0,0.0,Blake Grupe kicks extra point good,0.0,0.0,3.0,2023,39
2.0,10:30,,,NOR 35,14.0,0.0,"Blake Grupe kicks off 71 yards, returned by Keisean Nixon for 24 yards (tackle by Isaac Yiadom)",0.0,0.04,3.0,2023,39
2.0,10:25,1.0,10.0,GNB 18,14.0,0.0,Jordan Love pass complete short left to Luke Musgrave for 8 yards (tackle by Pete Werner),0.04,0.68,3.0,2023,39
2.0,9:34,2.0,2.0,GNB 26,14.0,0.0,Jordan Love pass complete short left to Dontayvion Wicks for 18 yards (tackle by Alontae Taylor),0.68,1.86,3.0,2023,39
2.0,9:09,1.0,10.0,GNB 44,14.0,0.0,Keisean Nixon right end for 11 yards (tackle by Jordan Howden and Marshon Lattimore),1.86,2.59,3.0,2023,39
2.0,8:13,1.0,10.0,NOR 45,14.0,0.0,Jordan Love pass incomplete deep middle intended for Samori Toure (defended by Tyrann Mathieu),2.59,2.04,3.0,2023,39
2.0,8:05,2.0,10.0,NOR 45,14.0,0.0,"Jordan Love pass complete short left to Jayden Reed for no gain (tackle by Alontae Taylor). Penalty on Bryan Bresee: Defensive Holding, 5 yards (accepted) (no play)",2.04,2.92,3.0,2023,39
2.0,7:42,1.0,10.0,NOR 40,14.0,0.0,AJ Dillon left tackle for 5 yards (tackle by Demario Davis and Carl Granderson),2.92,2.98,3.0,2023,39
2.0,6:56,2.0,6.0,NOR 35,14.0,0.0,Jordan Love pass incomplete short right intended for Romeo Doubs (defended by Alontae Taylor),2.98,2.34,3.0,2023,39
2.0,6:51,3.0,5.0,NOR 35,14.0,0.0,"Patrick Taylor left guard for no gain (tackle by Tanoh Kpassagnon). Penalty on Rasheed Walker: Illegal Shift, 5 yards (accepted) (no play)",2.34,1.68,3.0,2023,39
2.0,6:23,3.0,10.0,NOR 40,14.0,0.0,Jordan Love pass complete short left to Dontayvion Wicks for 11 yards,1.68,3.64,3.0,2023,39
2.0,5:49,1.0,10.0,NOR 29,14.0,0.0,AJ Dillon up the middle for 2 yards (tackle by Khalen Saunders and Nathan Shepherd),3.64,3.37,3.0,2023,39
2.0,5:05,2.0,8.0,NOR 27,14.0,0.0,Jordan Love pass incomplete deep right intended for Romeo Doubs (defended by Alontae Taylor),3.37,2.68,3.0,2023,39
2.0,4:59,3.0,8.0,NOR 27,14.0,0.0,Jordan Love sacked by Alontae Taylor for -14 yards,2.68,0.53,3.0,2023,39
2.0,4:35,4.0,22.0,NOR 41,14.0,0.0,"Daniel Whelan punts 30 yards, fair catch by Rashid Shaheed at NO-11",0.53,0.37,3.0,2023,39
2.0,4:30,1.0,10.0,NOR 11,14.0,0.0,Tony Jones left end for 19 yards (tackle by Rudy Ford),-0.37,0.94,3.0,2023,39
2.0,3:56,1.0,10.0,NOR 30,14.0,0.0,Derek Carr pass incomplete deep right intended for Rashid Shaheed (defended by Rudy Ford),0.94,0.39,3.0,2023,39
2.0,3:43,2.0,10.0,NOR 30,14.0,0.0,Kendre Miller right end for 10 yards (tackle by Kingsley Enagbare),0.39,1.6,3.0,2023,39
2.0,3:02,1.0,10.0,NOR 40,14.0,0.0,Derek Carr pass complete short left to Taysom Hill for 9 yards (tackle by Quay Walker),1.6,2.27,3.0,2023,39
2.0,2:33,2.0,1.0,NOR 49,14.0,0.0,Kendre Miller right end for 6 yards (tackle by Darnell Savage),2.27,2.59,3.0,2023,39
2.0,2:00,1.0,10.0,GNB 45,14.0,0.0,Kendre Miller left end for 1 yard (tackle by Lukas Van Ness),2.59,2.18,3.0,2023,39
2.0,1:55,,,,,,Timeout #1 by Green Bay Packers,,,3.0,2023,39
2.0,1:55,2.0,9.0,GNB 44,14.0,0.0,Derek Carr pass complete short middle to Chris Olave for 8 yards (tackle by Keisean Nixon),2.18,2.54,3.0,2023,39
2.0,1:21,3.0,1.0,GNB 36,14.0,0.0,Derek Carr pass complete short right to Tony Jones for no gain (tackle by Rudy Ford),2.54,0.89,3.0,2023,39
2.0,1:15,4.0,1.0,GNB 36,14.0,0.0,Tony Jones right end for 2 yards (tackle by Isaiah McDuffie),0.89,3.31,3.0,2023,39
2.0,0:37,1.0,10.0,GNB 34,14.0,0.0,Derek Carr pass complete deep right to Chris Olave for 27 yards,3.31,5.6,3.0,2023,39
2.0,0:31,1.0,7.0,GNB 7,14.0,0.0,Derek Carr pass incomplete short right intended for Michael Thomas (defended by Karl Brooks),5.6,4.76,3.0,2023,39
2.0,0:26,2.0,7.0,GNB 7,14.0,0.0,Tony Jones left end for no gain (tackle by Darnell Savage and Quay Walker),4.76,3.81,3.0,2023,39
2.0,0:14,,,,,,Timeout #1 by New Orleans Saints,,,3.0,2023,39
2.0,0:14,,,,,,Timeout #2 by Green Bay Packers,,,3.0,2023,39
2.0,0:14,3.0,7.0,GNB 7,14.0,0.0,Derek Carr pass incomplete short right intended for Chris Olave (defended by Keisean Nixon),3.81,2.97,3.0,2023,39
2.0,0:10,4.0,7.0,GNB 7,17.0,0.0,Blake Grupe 25 yard field goal good,2.97,3.0,3.0,2023,39
2.0,0:06,,,NOR 35,17.0,0.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,3.0,2023,39
2.0,0:06,1.0,10.0,GNB 25,17.0,0.0,Jordan Love kneels for -1 yards,0.61,-0.07,3.0,2023,39
3.0,15:00,,,NOR 35,17.0,0.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,3.0,2023,39
3.0,15:00,1.0,10.0,GNB 25,17.0,0.0,AJ Dillon right end for -6 yards (tackle by Alontae Taylor),0.61,-0.81,3.0,2023,39
3.0,14:18,2.0,16.0,GNB 19,17.0,0.0,Jordan Love pass complete short right to Luke Musgrave for 7 yards (tackle by Pete Werner),-0.81,-0.49,3.0,2023,39
3.0,13:47,3.0,9.0,GNB 26,17.0,0.0,"Penalty on Luke Musgrave: False Start, 5 yards (accepted) (no play)",-0.49,-1.15,3.0,2023,39
3.0,13:39,3.0,14.0,GNB 21,17.0,0.0,Jordan Love pass deep right intended for Romeo Doubs is intercepted by Lonnie Johnson at NO-38 and returned for no gain (tackle by Romeo Doubs),-1.15,-1.47,3.0,2023,39
3.0,13:17,1.0,10.0,NOR 38,17.0,0.0,Tony Jones right end for 4 yards (tackle by Quay Walker),1.47,1.46,3.0,2023,39
3.0,12:40,2.0,6.0,NOR 42,17.0,0.0,Derek Carr pass complete short left to Chris Olave for 7 yards (tackle by Corey Ballentine),1.46,2.19,3.0,2023,39
3.0,12:04,1.0,10.0,NOR 49,17.0,0.0,Tony Jones up the middle for 1 yard (tackle by Kenny Clark),2.19,1.78,3.0,2023,39
3.0,11:30,2.0,9.0,GNB 50,17.0,0.0,Derek Carr pass complete short left to Kendre Miller for no gain (tackle by Rasul Douglas),1.78,1.09,3.0,2023,39
3.0,10:54,3.0,9.0,GNB 50,17.0,0.0,Derek Carr sacked by Rashan Gary for -7 yards,1.09,-0.52,3.0,2023,39
3.0,10:29,4.0,16.0,NOR 43,17.0,0.0,Lou Hedley punts 47 yards out of bounds,-0.52,0.38,3.0,2023,39
3.0,10:17,1.0,10.0,GNB 10,17.0,0.0,"Jordan Love pass complete short left to Jayden Reed for no gain (tackle by Marshon Lattimore). Penalty on Samori Toure: Offensive Pass Interference, 5 yards (accepted) (no play)",-0.38,-0.57,3.0,2023,39
3.0,9:57,1.0,15.0,GNB 5,17.0,0.0,Jordan Love pass complete short right to Emanuel Wilson for 6 yards (tackle by Pete Werner and Isaac Yiadom),-0.57,-0.71,3.0,2023,39
3.0,9:13,2.0,9.0,GNB 11,17.0,0.0,Jordan Love pass incomplete short middle intended for Romeo Doubs (defended by Alontae Taylor),-0.71,-1.3,3.0,2023,39
3.0,9:03,3.0,9.0,GNB 11,17.0,0.0,Jordan Love pass incomplete short right intended for Dontayvion Wicks (defended by Isaac Yiadom),-1.3,-2.49,3.0,2023,39
3.0,8:59,4.0,9.0,GNB 11,17.0,0.0,"Daniel Whelan punts 45 yards, fair catch by Rashid Shaheed at NO-44",-2.49,-1.86,3.0,2023,39
3.0,8:52,1.0,10.0,NOR 44,17.0,0.0,Jameis Winston pass complete short right to Juwan Johnson for 5 yards (tackle by Corey Ballentine),1.86,1.99,3.0,2023,39
3.0,8:23,2.0,5.0,NOR 49,17.0,0.0,Tony Jones left guard for 4 yards (tackle by Kingsley Enagbare and Quay Walker),1.99,1.82,3.0,2023,39
3.0,7:47,3.0,1.0,GNB 47,17.0,0.0,Kendre Miller left guard for 6 yards (tackle by Isaiah McDuffie and Justin Hollins),1.82,2.85,3.0,2023,39
3.0,7:16,1.0,10.0,GNB 41,17.0,0.0,Jameis Winston pass incomplete short right intended for Michael Thomas (defended by Rasul Douglas),2.85,2.31,3.0,2023,39
3.0,7:13,2.0,10.0,GNB 41,17.0,0.0,Kendre Miller up the middle for 4 yards (tackle by Devonte Wyatt),2.31,2.15,3.0,2023,39
3.0,6:29,,,,,,Timeout #1 by New Orleans Saints,,,3.0,2023,39
3.0,6:29,3.0,6.0,GNB 37,17.0,0.0,Jameis Winston pass incomplete short right intended for Juwan Johnson,2.15,0.79,3.0,2023,39
3.0,6:26,4.0,6.0,GNB 37,17.0,0.0,"Penalty on NOR: Delay of Game, 5 yards (accepted) (no play)",0.79,0.46,3.0,2023,39
3.0,6:26,4.0,11.0,GNB 42,17.0,0.0,Lou Hedley punts 37 yards downed by J.T. Gray,0.46,0.38,3.0,2023,39
3.0,6:15,1.0,10.0,GNB 5,17.0,0.0,AJ Dillon up the middle for no gain (tackle by Carl Granderson),-0.38,-0.78,3.0,2023,39
3.0,5:34,2.0,10.0,GNB 5,17.0,0.0,AJ Dillon right tackle for 4 yards (tackle by Isaiah Foskey),-0.78,-0.95,3.0,2023,39
3.0,5:02,3.0,6.0,GNB 9,17.0,0.0,Jordan Love pass complete short left to Luke Musgrave for 12 yards (tackle by Jordan Howden),-0.95,0.34,3.0,2023,39
3.0,4:23,1.0,10.0,GNB 21,17.0,0.0,Jordan Love scrambles right end for 5 yards (tackle by Isaiah Foskey),0.34,0.48,3.0,2023,39
3.0,3:45,2.0,5.0,GNB 26,17.0,0.0,Patrick Taylor right end for 1 yard (tackle by Bryan Bresee),0.48,-0.1,3.0,2023,39
3.0,3:19,3.0,4.0,GNB 27,17.0,0.0,Jordan Love pass complete short right to Patrick Taylor for 12 yards (tackle by Pete Werner and Jordan Howden),-0.1,1.53,3.0,2023,39
3.0,2:40,1.0,10.0,GNB 39,17.0,0.0,Jordan Love pass complete short left to Patrick Taylor for 10 yards (tackle by Marshon Lattimore),1.53,2.19,3.0,2023,39
3.0,1:56,1.0,10.0,GNB 49,17.0,0.0,"Jordan Love pass complete deep left to Romeo Doubs for 30 yards. Penalty on Tyrann Mathieu: Illegal Contact, 5 yards (declined)",2.19,4.17,3.0,2023,39
3.0,1:33,1.0,10.0,NOR 21,17.0,0.0,Jordan Love pass complete short middle to Patrick Taylor for 1 yard (tackle by Isaiah Foskey),4.17,3.76,3.0,2023,39
3.0,0:54,2.0,9.0,NOR 20,17.0,0.0,Patrick Taylor right end for 4 yards (tackle by Khalen Saunders and Isaiah Foskey),3.76,3.63,3.0,2023,39
3.0,0:12,3.0,5.0,NOR 16,17.0,0.0,Jordan Love pass complete short left to Luke Musgrave for 3 yards (tackle by Jordan Howden and Marshon Lattimore),3.63,2.69,3.0,2023,39
4.0,15:00,4.0,2.0,NOR 13,17.0,0.0,Jordan Love pass incomplete short right intended for Patrick Taylor,2.69,0.32,3.0,2023,39
4.0,14:58,1.0,10.0,NOR 13,17.0,0.0,Tony Jones right end for 1 yard (tackle by Tedarrell Slaton and Isaiah McDuffie),-0.32,-0.68,3.0,2023,39
4.0,14:22,2.0,9.0,NOR 14,17.0,0.0,Rashid Shaheed right end for no gain (tackle by Rudy Ford),-0.68,-1.3,3.0,2023,39
4.0,13:41,3.0,9.0,NOR 14,17.0,0.0,Jameis Winston pass complete short left to Michael Thomas for 7 yards (tackle by Keisean Nixon),-1.3,-1.96,3.0,2023,39
4.0,12:59,4.0,2.0,NOR 21,17.0,0.0,"Lou Hedley punts 35 yards out of bounds. Penalty on Rasul Douglas: Offensive Holding, 10 yards (accepted)",-1.96,-1.2,3.0,2023,39
4.0,12:50,1.0,10.0,GNB 34,17.0,0.0,AJ Dillon right tackle for 4 yards (tackle by Bryan Bresee),1.2,1.2,3.0,2023,39
4.0,12:30,2.0,6.0,GNB 38,17.0,0.0,Jordan Love pass complete short left to Jayden Reed for 22 yards (tackle by Marshon Lattimore),1.2,2.92,3.0,2023,39
4.0,11:59,1.0,10.0,NOR 40,17.0,0.0,Jordan Love pass complete deep middle to Romeo Doubs for 17 yards (tackle by Pete Werner),2.92,4.04,3.0,2023,39
4.0,11:32,1.0,10.0,NOR 23,17.0,0.0,AJ Dillon right tackle for 3 yards (tackle by Pete Werner),4.04,3.9,3.0,2023,39
4.0,11:15,2.0,7.0,NOR 20,17.0,0.0,Jordan Love pass incomplete deep left intended for Jayden Reed (defended by Alontae Taylor),3.9,3.2,3.0,2023,39
4.0,11:08,3.0,7.0,NOR 20,17.0,0.0,Jordan Love pass incomplete deep right intended for Malik Heath (defended by Isaac Yiadom),3.2,2.12,3.0,2023,39
4.0,11:04,4.0,7.0,NOR 20,17.0,3.0,Anders Carlson 38 yard field goal good,2.12,3.0,3.0,2023,39
4.0,11:00,,,GNB 35,17.0,3.0,"Anders Carlson kicks off 63 yards, returned by Rashid Shaheed for 17 yards (tackle by Josiah Deguara)",0.0,0.15,3.0,2023,39
4.0,10:56,1.0,10.0,NOR 19,17.0,3.0,Jameis Winston pass complete short middle to Michael Thomas for 14 yards (tackle by Rudy Ford),0.15,1.14,3.0,2023,39
4.0,10:18,1.0,10.0,NOR 33,17.0,3.0,"Taysom Hill up the middle for 6 yards (tackle by Rudy Ford). Penalty on Michael Thomas: Offensive Holding, 10 yards (accepted)",1.14,0.87,3.0,2023,39
4.0,10:07,1.0,14.0,NOR 29,17.0,3.0,Jameis Winston sacked by Rashan Gary for -8 yards,0.87,-1.03,3.0,2023,39
4.0,9:27,2.0,22.0,NOR 21,17.0,3.0,Jameis Winston pass complete short right to Michael Thomas for 18 yards (tackle by Rudy Ford),-1.03,0.7,3.0,2023,39
4.0,8:43,3.0,4.0,NOR 39,17.0,3.0,"Jameis Winston pass incomplete deep right intended for Chris Olave (defended by Corey Ballentine). Penalty on Trevor Penning: Offensive Holding, 10 yards (declined)",0.7,-0.78,3.0,2023,39
4.0,8:38,4.0,4.0,NOR 39,17.0,3.0,Lou Hedley punts 41 yards downed by J.T. Gray,-0.78,-0.28,3.0,2023,39
4.0,8:27,1.0,10.0,GNB 20,17.0,3.0,"Jordan Love pass incomplete deep right intended for Dontayvion Wicks. Penalty on Alontae Taylor: Defensive Pass Interference, 45 yards (accepted) (no play)",0.28,3.25,3.0,2023,39
4.0,8:20,1.0,10.0,NOR 35,17.0,3.0,"Jordan Love pass incomplete deep right intended for Romeo Doubs. Penalty on Isaac Yiadom: Defensive Pass Interference, 22 yards (accepted) (no play)",3.25,4.71,3.0,2023,39
4.0,8:16,1.0,10.0,NOR 13,17.0,3.0,Jordan Love pass incomplete short right intended for Romeo Doubs (defended by Isaac Yiadom),4.71,4.05,3.0,2023,39
4.0,8:13,2.0,10.0,NOR 13,17.0,3.0,Jordan Love pass incomplete short middle intended for Luke Musgrave,4.05,3.12,3.0,2023,39
4.0,8:08,3.0,10.0,NOR 13,17.0,3.0,Jordan Love pass complete short middle to Jayden Reed for 11 yards (tackle by Pete Werner),3.12,6.74,3.0,2023,39
4.0,7:46,1.0,2.0,NOR 2,17.0,3.0,Jordan Love pass incomplete short left intended for Jayden Reed,6.74,5.72,3.0,2023,39
4.0,7:41,2.0,2.0,NOR 2,17.0,3.0,Jordan Love pass incomplete short left intended for Jayden Reed,5.72,4.95,3.0,2023,39
4.0,7:37,3.0,2.0,NOR 2,17.0,3.0,Patrick Taylor up the middle for 1 yard (tackle by Isaac Yiadom and Khalen Saunders),4.95,3.55,3.0,2023,39
4.0,7:03,4.0,1.0,NOR 1,17.0,9.0,"Jordan Love right end for 1 yard, touchdown",3.55,7.0,3.0,2023,39
4.0,6:58,,,NOR 2,17.0,11.0,Two Point Attempt: Jordan Love pass complete to to Samori Toure for no gain,1.0,1.0,3.0,2023,39
4.0,6:58,,,GNB 35,17.0,11.0,"Anders Carlson kicks off 63 yards, returned by Rashid Shaheed for 15 yards (tackle by Darnell Savage)",0.0,-0.06,3.0,2023,39
4.0,6:55,1.0,10.0,NOR 17,17.0,11.0,Jameis Winston pass complete short right to Michael Thomas for 4 yards (tackle by Darnell Savage),-0.06,0.08,3.0,2023,39
4.0,6:15,2.0,6.0,NOR 21,17.0,11.0,"Penalty on Trevor Penning: False Start, 5 yards (accepted) (no play)",0.08,-0.73,3.0,2023,39
4.0,6:15,2.0,11.0,NOR 16,17.0,11.0,Jameis Winston pass complete short middle to Chris Olave for 8 yards (tackle by Keisean Nixon),-0.73,-0.37,3.0,2023,39
4.0,5:37,3.0,3.0,NOR 24,17.0,11.0,Jameis Winston pass incomplete deep right intended for Rashid Shaheed,-0.37,-1.77,3.0,2023,39
4.0,5:31,4.0,3.0,NOR 24,17.0,11.0,"Lou Hedley punts 46 yards, returned by Keisean Nixon for no gain (tackle by J.T. Gray). Penalty on Kingsley Enagbare: Offensive Holding, 10 yards (accepted)",-1.77,-0.28,3.0,2023,39
4.0,5:23,1.0,10.0,GNB 20,17.0,11.0,Jordan Love pass complete short middle to Dontayvion Wicks for 9 yards (tackle by Isaac Yiadom and Pete Werner),0.28,0.95,3.0,2023,39
4.0,5:01,2.0,1.0,GNB 29,17.0,11.0,Jordan Love pass incomplete deep left intended for Jayden Reed,0.95,0.23,3.0,2023,39
4.0,4:56,3.0,1.0,GNB 29,17.0,11.0,AJ Dillon up the middle for 2 yards (tackle by Malcolm Roach and Khalen Saunders),0.23,1.0,3.0,2023,39
4.0,4:29,1.0,10.0,GNB 31,17.0,11.0,Jordan Love scrambles left end for 24 yards (tackle by Alontae Taylor),1.0,2.59,3.0,2023,39
4.0,4:18,1.0,10.0,NOR 45,17.0,11.0,Jordan Love pass incomplete deep middle intended for Samori Toure (defended by Isaac Yiadom),2.59,2.04,3.0,2023,39
4.0,4:13,2.0,10.0,NOR 45,17.0,11.0,Jordan Love pass complete deep right to Jayden Reed for 30 yards (tackle by Alontae Taylor),2.04,4.58,3.0,2023,39
4.0,3:43,1.0,10.0,NOR 15,17.0,11.0,Jordan Love pass complete short middle to Dontayvion Wicks for 7 yards (tackle by Tyrann Mathieu),4.58,5.22,3.0,2023,39
4.0,3:05,2.0,3.0,NOR 8,17.0,11.0,Jordan Love pass incomplete short right intended for Romeo Doubs,5.22,4.45,3.0,2023,39
4.0,2:59,3.0,3.0,NOR 8,17.0,17.0,"Jordan Love pass complete short right to Romeo Doubs for 8 yards, touchdown Replay Assistant challenged the pass completion ruling, and the play was upheld.",4.45,7.0,3.0,2023,39
4.0,2:56,,,NOR 15,17.0,18.0,Anders Carlson kicks extra point good,0.0,0.0,3.0,2023,39
4.0,2:56,,,GNB 35,17.0,18.0,"Anders Carlson kicks off 65 yards, touchback.",0.0,0.61,3.0,2023,39
4.0,2:56,1.0,10.0,NOR 25,17.0,18.0,Jameis Winston pass complete short right to Michael Thomas for 5 yards (tackle by Isaiah McDuffie),0.61,0.74,3.0,2023,39
