Quarter,Time,Down,ToGo,Location,HOU,JAX,Detail,EPB,EPA,week,year,game_id
1.0,4:25,1.0,10.0,HOU 20,7.0,0.0,"Penalty on George Fant: False Start, 5 yards (accepted) (no play)",0.28,-0.31,3.0,2023,40
1.0,4:25,1.0,15.0,HOU 15,7.0,0.0,Dameon Pierce right end for 10 yards (tackle by Tyson Campbell),-0.31,0.41,3.0,2023,40
1.0,3:51,2.0,5.0,HOU 25,7.0,0.0,C.J. Stroud pass complete short left to Robert Woods for 9 yards (tackle by Andre Cisco and Chad Muma),0.41,1.2,3.0,2023,40
1.0,3:12,1.0,10.0,HOU 34,7.0,0.0,C.J. Stroud pass complete short left to John Metchie for 11 yards (tackle by K'Lavon Chaisson),1.2,1.93,3.0,2023,40
1.0,2:35,1.0,10.0,HOU 45,7.0,0.0,Devin Singletary up the middle for 5 yards (tackle by Foyesade Oluokun),1.93,2.06,3.0,2023,40
1.0,1:58,2.0,5.0,HOU 50,7.0,0.0,C.J. Stroud pass incomplete short right intended for Teagan Quitoriano,2.06,1.36,3.0,2023,40
1.0,1:53,3.0,5.0,HOU 50,7.0,0.0,"C.J. Stroud pass incomplete short middle intended for Dalton Schultz Penalty on HOU: Illegal Shift, 5 yards (declined)",1.36,-0.06,3.0,2023,40
1.0,1:50,4.0,5.0,HOU 50,7.0,0.0,"Ty Zentner punts 33 yards, fair catch by Jamal Agnew at JAC-17",-0.06,0.06,3.0,2023,40
1.0,1:43,1.0,10.0,JAX 17,7.0,0.0,Travis Etienne up the middle for 7 yards (tackle by Henry To'oTo'o),-0.06,0.48,3.0,2023,40
1.0,1:15,2.0,3.0,JAX 24,7.0,0.0,Travis Etienne up the middle for 6 yards (tackle by Khalil Davis and Grayland Arnold),0.48,0.94,3.0,2023,40
1.0,0:53,1.0,10.0,JAX 30,7.0,0.0,Trevor Lawrence pass complete short left to Luke Farrell for 4 yards (tackle by Dylan Horton),0.94,0.93,3.0,2023,40
1.0,0:20,2.0,6.0,JAX 34,7.0,0.0,Tank Bigsby right end for 9 yards (tackle by Eric Murray),0.93,1.8,3.0,2023,40
2.0,15:00,1.0,10.0,JAX 43,7.0,0.0,Travis Etienne left end for 1 yard (tackle by Jonathan Greenard),1.8,1.39,3.0,2023,40
2.0,14:24,2.0,9.0,JAX 44,7.0,0.0,Trevor Lawrence pass complete short right to Calvin Ridley for 8 yards (tackle by Shaquill Griffin),1.39,1.75,3.0,2023,40
2.0,13:44,3.0,1.0,HOU 48,7.0,0.0,Travis Etienne up the middle for 9 yards (tackle by Blake Cashman),1.75,2.98,3.0,2023,40
2.0,13:17,1.0,10.0,HOU 39,7.0,0.0,Travis Etienne left end for 2 yards (tackle by Steven Nelson),2.98,2.71,3.0,2023,40
2.0,12:48,2.0,8.0,HOU 37,7.0,0.0,Trevor Lawrence pass incomplete short right intended for Calvin Ridley,2.71,2.02,3.0,2023,40
2.0,12:44,3.0,8.0,HOU 37,7.0,0.0,Trevor Lawrence pass complete short right to Brenton Strange for 4 yards (tackle by Shaquill Griffin),2.02,1.18,3.0,2023,40
2.0,11:52,4.0,4.0,HOU 33,7.0,0.0,Brandon McManus 51 yard field goal no good blocked by Will Anderson,1.18,-2.85,3.0,2023,40
2.0,11:51,1.0,10.0,JAX 41,7.0,0.0,C.J. Stroud pass complete deep right to Robert Woods for 17 yards,2.85,3.97,3.0,2023,40
2.0,11:14,1.0,10.0,JAX 24,7.0,0.0,Dameon Pierce up the middle for 8 yards (tackle by Andre Cisco and Foyesade Oluokun),3.97,4.65,3.0,2023,40
2.0,10:36,2.0,2.0,JAX 16,7.0,0.0,Dameon Pierce right end for -3 yards (tackle by Travon Walker),4.65,3.41,3.0,2023,40
2.0,9:58,3.0,5.0,JAX 19,7.0,0.0,C.J. Stroud pass complete short right to Tank Dell for 7 yards (tackle by Rayshawn Jenkins),3.41,4.78,3.0,2023,40
2.0,9:12,1.0,10.0,JAX 12,7.0,0.0,"Penalty on Jarrett Patterson: False Start, 5 yards (accepted) (no play)",4.78,4.32,3.0,2023,40
2.0,8:56,1.0,15.0,JAX 17,7.0,0.0,C.J. Stroud scrambles left end for 11 yards (tackle by Andre Cisco),4.32,5.21,3.0,2023,40
2.0,8:15,2.0,4.0,JAX 6,7.0,0.0,Dameon Pierce up the middle for 2 yards (tackle by Travon Walker and Tyson Campbell),5.21,4.84,3.0,2023,40
2.0,7:30,3.0,2.0,JAX 4,13.0,0.0,"C.J. Stroud pass complete short left to Brevin Jordan for 4 yards, touchdown",4.84,7.0,3.0,2023,40
2.0,7:27,,,JAX 15,14.0,0.0,Ka'imi Fairbairn kicks extra point good,0.0,0.0,3.0,2023,40
2.0,7:27,,,HOU 35,14.0,0.0,"Ka'imi Fairbairn kicks off 69 yards, returned by Jamal Agnew for 27 yards (tackle by Neville Hewitt and Blake Cashman)",0.0,0.48,3.0,2023,40
2.0,7:21,1.0,10.0,JAX 23,14.0,0.0,"Trevor Lawrence pass complete short right to Evan Engram for no gain. Penalty on Jerry Hughes: Defensive Offside, 5 yards (accepted) (no play)",0.48,1.21,3.0,2023,40
2.0,6:57,1.0,5.0,JAX 28,14.0,0.0,Trevor Lawrence pass complete short right to Travis Etienne for 18 yards (tackle by Jimmie Ward),1.21,1.99,3.0,2023,40
2.0,6:22,1.0,10.0,JAX 46,14.0,0.0,Travis Etienne up the middle for 4 yards (tackle by Eric Murray),1.99,1.92,3.0,2023,40
2.0,5:47,2.0,7.0,JAX 50,14.0,0.0,Trevor Lawrence pass incomplete short right intended for Calvin Ridley,1.92,1.22,3.0,2023,40
2.0,5:41,3.0,7.0,JAX 50,14.0,0.0,Trevor Lawrence pass complete short right to Christian Kirk for 5 yards (tackle by Shaquill Griffin),1.22,0.27,3.0,2023,40
2.0,5:11,4.0,1.0,HOU 45,14.0,0.0,"Trevor Lawrence pass complete short right to Calvin Ridley for no gain (tackle by Jimmie Ward). Penalty on Brandon Scherff: Illegal Use of Hands / Offense, 10 yards (accepted) (no play)",0.27,-0.39,3.0,2023,40
2.0,5:04,4.0,11.0,JAX 45,14.0,0.0,Logan Cooke punts 40 yards out of bounds,-0.39,0.22,3.0,2023,40
2.0,4:55,1.0,10.0,HOU 15,14.0,0.0,"Penalty on Josh Jones: False Start, 5 yards (accepted) (no play)",-0.22,-0.57,3.0,2023,40
2.0,4:55,1.0,15.0,HOU 10,14.0,0.0,C.J. Stroud pass incomplete deep right intended for Robert Woods (defended by Darious Williams),-0.57,-1.15,3.0,2023,40
2.0,4:51,2.0,15.0,HOU 10,14.0,0.0,C.J. Stroud pass complete short right to Nico Collins for 5 yards (tackle by Devin Lloyd),-1.15,-1.37,3.0,2023,40
2.0,4:12,3.0,10.0,HOU 15,14.0,0.0,C.J. Stroud pass incomplete short right intended for Robert Woods (defended by Devin Lloyd),-1.37,-2.44,3.0,2023,40
2.0,4:06,4.0,10.0,HOU 15,14.0,0.0,Ty Zentner punts 54 yards downed by Jake Hansen,-2.44,-1.0,3.0,2023,40
2.0,3:54,1.0,10.0,JAX 31,14.0,0.0,Travis Etienne up the middle for 4 yards (tackle by Jimmie Ward and Blake Cashman),1.0,1.0,3.0,2023,40
2.0,3:15,2.0,6.0,JAX 35,14.0,0.0,"Penalty on Kurt Hinish: Encroachment, 5 yards (accepted) (no play)",1.0,1.68,3.0,2023,40
2.0,2:59,2.0,1.0,JAX 40,14.0,0.0,"Penalty on Calvin Ridley: False Start, 5 yards (accepted) (no play)",1.68,1.0,3.0,2023,40
2.0,2:40,2.0,6.0,JAX 35,14.0,0.0,Trevor Lawrence pass complete short right to Travis Etienne for 7 yards (tackle by Kurt Hinish),1.0,1.73,3.0,2023,40
2.0,2:02,1.0,10.0,JAX 42,14.0,0.0,Trevor Lawrence pass complete short left to Tim Jones for 5 yards (tackle by Grayland Arnold and Henry To'oTo'o),1.73,1.86,3.0,2023,40
2.0,1:55,2.0,5.0,JAX 47,14.0,0.0,Trevor Lawrence scrambles right end for 8 yards (tackle by Steven Nelson),1.86,2.59,3.0,2023,40
2.0,1:20,1.0,10.0,HOU 45,14.0,0.0,Trevor Lawrence pass incomplete short left intended for Travis Etienne (defended by Blake Cashman),2.59,2.04,3.0,2023,40
2.0,1:18,2.0,10.0,HOU 45,14.0,0.0,Trevor Lawrence pass incomplete deep left intended for Calvin Ridley (defended by Steven Nelson),2.04,1.36,3.0,2023,40
2.0,1:13,3.0,10.0,HOU 45,14.0,0.0,"Trevor Lawrence pass complete short left to Jamal Agnew for 13 yards. Jamal Agnew fumbles (forced by Eric Murray), recovered by Blake Cashman at HOU-32 and returned for 2 yards (tackle by Henry To'oTo'o and Eric Murray) (tackle by Jamal Agnew)",1.36,-1.2,3.0,2023,40
2.0,1:04,1.0,10.0,HOU 34,14.0,0.0,Devin Singletary up the middle for 7 yards (tackle by Jeremiah Ledbetter and Foyesade Oluokun),1.2,1.6,3.0,2023,40
2.0,0:45,2.0,3.0,HOU 41,14.0,0.0,C.J. Stroud pass complete short right to Devin Singletary for -3 yards (tackle by Rayshawn Jenkins),1.6,0.5,3.0,2023,40
2.0,0:35,,,,,,Timeout #1 by Jacksonville Jaguars,,,3.0,2023,40
2.0,0:35,3.0,6.0,HOU 38,14.0,0.0,"C.J. Stroud pass incomplete short right intended for Tank Dell Replay Assistant challenged the pass completion ruling, and the original play was overturned. C.J. Stroud pass complete short right to Tank Dell for 6 yards (tackle by Tyson Campbell)",0.5,1.86,3.0,2023,40
2.0,0:32,1.0,10.0,HOU 44,14.0,0.0,C.J. Stroud pass incomplete deep right intended for Tank Dell,1.86,1.32,3.0,2023,40
2.0,0:27,2.0,10.0,HOU 44,14.0,0.0,C.J. Stroud pass complete short middle to Dalton Schultz for 9 yards (tackle by Tre Herndon and Rayshawn Jenkins),1.32,1.82,3.0,2023,40
2.0,0:20,,,,,,Timeout #1 by Houston Texans,,,3.0,2023,40
2.0,0:20,3.0,1.0,JAX 47,14.0,0.0,C.J. Stroud pass complete short right to Robert Woods for 8 yards (tackle by Foyesade Oluokun and Darious Williams),1.82,2.98,3.0,2023,40
2.0,0:15,,,,,,Timeout #2 by Houston Texans,,,3.0,2023,40
2.0,0:15,1.0,10.0,JAX 39,14.0,0.0,C.J. Stroud pass incomplete short left intended for Robert Woods,2.98,2.44,3.0,2023,40
2.0,0:11,2.0,10.0,JAX 39,14.0,0.0,C.J. Stroud pass complete short middle to Nico Collins for 29 yards (tackle by Rayshawn Jenkins),2.44,4.91,3.0,2023,40
2.0,0:03,,,,,,Timeout #3 by Houston Texans,,,3.0,2023,40
2.0,0:03,1.0,10.0,JAX 10,17.0,0.0,Ka'imi Fairbairn 28 yard field goal good,4.91,3.0,3.0,2023,40
3.0,15:00,,,HOU 35,17.0,0.0,"Ka'imi Fairbairn kicks off 65 yards, returned by Jamal Agnew for 33 yards (tackle by Ka'dar Hollman)",0.0,1.14,3.0,2023,40
3.0,14:54,1.0,10.0,JAX 33,17.0,0.0,Travis Etienne left end for 11 yards (tackle by Christian Harris),1.14,1.86,3.0,2023,40
3.0,14:20,1.0,10.0,JAX 44,17.0,0.0,Travis Etienne left end for 16 yards (tackle by Christian Harris),1.86,2.92,3.0,2023,40
3.0,13:47,1.0,10.0,HOU 40,17.0,0.0,Travis Etienne right end for 5 yards (tackle by Jonathan Greenard),2.92,3.05,3.0,2023,40
3.0,13:12,2.0,5.0,HOU 35,17.0,0.0,"Tank Bigsby up the middle for no gain (tackle by Henry To'oTo'o and Grayland Arnold). Penalty on Luke Farrell: Illegal Formation, 5 yards (accepted) (no play)",3.05,2.37,3.0,2023,40
3.0,12:43,2.0,10.0,HOU 40,17.0,0.0,Trevor Lawrence pass complete short right to Travis Etienne for 17 yards (tackle by Eric Murray),2.37,4.04,3.0,2023,40
3.0,12:10,1.0,10.0,HOU 23,17.0,0.0,Trevor Lawrence pass complete short left to Evan Engram for 2 yards (tackle by Henry To'oTo'o),4.04,3.77,3.0,2023,40
3.0,11:32,2.0,8.0,HOU 21,17.0,0.0,Trevor Lawrence pass incomplete short left intended for Tank Bigsby,3.77,3.07,3.0,2023,40
3.0,11:27,3.0,8.0,HOU 21,17.0,0.0,"Penalty on Brandon Scherff: False Start, 5 yards (accepted) (no play)",3.07,2.41,3.0,2023,40
3.0,11:27,3.0,13.0,HOU 26,17.0,0.0,"Trevor Lawrence pass incomplete deep left intended for Calvin Ridley. Penalty on Jimmie Ward: Defensive Pass Interference, 25 yards (accepted) (no play)",2.41,6.97,3.0,2023,40
3.0,11:20,1.0,1.0,HOU 1,17.0,6.0,"Tank Bigsby up the middle for 1 yard, touchdown",6.97,7.0,3.0,2023,40
3.0,11:17,,,HOU 15,17.0,7.0,Brandon McManus kicks extra point good,0.0,0.0,3.0,2023,40
3.0,11:17,,,JAX 35,17.0,7.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.61,3.0,2023,40
3.0,11:17,1.0,10.0,HOU 25,17.0,7.0,"C.J. Stroud pass complete short right to John Metchie for 2 yards (tackle by Jeremiah Ledbetter). Penalty on George Fant: Illegal Block Above the Waist, 10 yards (accepted)",0.61,-0.15,3.0,2023,40
3.0,11:06,1.0,18.0,HOU 17,17.0,7.0,C.J. Stroud pass complete short left to Dameon Pierce for 10 yards (tackle by Jeremiah Ledbetter),-0.15,0.33,3.0,2023,40
3.0,10:13,2.0,8.0,HOU 27,17.0,7.0,Dameon Pierce up the middle for no gain (tackle by Foyesade Oluokun and Roy Robertson-Harris),0.33,-0.36,3.0,2023,40
3.0,9:31,3.0,8.0,HOU 27,17.0,7.0,C.J. Stroud pass incomplete short middle intended for Nico Collins,-0.36,-1.57,3.0,2023,40
3.0,9:26,4.0,8.0,HOU 27,17.0,7.0,"Ty Zentner punts 41 yards, fair catch by Jamal Agnew at JAC-32",-1.57,-1.07,3.0,2023,40
3.0,9:19,1.0,10.0,JAX 32,17.0,7.0,Travis Etienne left guard for 3 yards (tackle by Blake Cashman and Maliek Collins),1.07,0.93,3.0,2023,40
3.0,8:41,2.0,7.0,JAX 35,17.0,7.0,Trevor Lawrence pass complete short right to Evan Engram for 6 yards (tackle by Jimmie Ward and Henry To'oTo'o),0.93,1.03,3.0,2023,40
3.0,7:58,3.0,1.0,JAX 41,17.0,7.0,Trevor Lawrence pass complete short left to Jamal Agnew for 9 yards (tackle by Henry To'oTo'o),1.03,2.26,3.0,2023,40
3.0,7:18,1.0,10.0,HOU 50,17.0,7.0,Trevor Lawrence pass complete short right to Evan Engram for 28 yards (tackle by Jimmie Ward),2.26,4.11,3.0,2023,40
3.0,6:33,1.0,10.0,HOU 22,17.0,7.0,Travis Etienne up the middle for -2 yards (tackle by Jerry Hughes and Khalil Davis),4.11,3.29,3.0,2023,40
3.0,5:54,2.0,12.0,HOU 24,17.0,7.0,Trevor Lawrence pass complete short right to Tim Jones for 6 yards (tackle by Jimmie Ward),3.29,3.4,3.0,2023,40
3.0,5:22,3.0,6.0,HOU 18,17.0,7.0,Trevor Lawrence up the middle for 3 yards (tackle by Grayland Arnold),3.4,2.54,3.0,2023,40
3.0,4:39,4.0,3.0,HOU 15,17.0,10.0,Brandon McManus 33 yard field goal good,2.54,3.0,3.0,2023,40
3.0,4:35,,,JAX 35,23.0,10.0,"Brandon McManus kicks off 55 yards, returned by Andrew Beck for 85 yards, touchdown",0.0,7.0,3.0,2023,40
3.0,4:19,,,JAX 15,24.0,10.0,Ka'imi Fairbairn kicks extra point good,0.0,0.0,3.0,2023,40
3.0,4:19,,,HOU 35,24.0,10.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.61,3.0,2023,40
3.0,4:19,1.0,10.0,JAX 25,24.0,10.0,Trevor Lawrence pass complete short right to Evan Engram for 7 yards (tackle by Shaquill Griffin),0.61,1.01,3.0,2023,40
3.0,3:48,2.0,3.0,JAX 32,24.0,10.0,Travis Etienne up the middle for 3 yards (tackle by Shaquill Griffin and Henry To'oTo'o),1.01,1.27,3.0,2023,40
3.0,3:11,1.0,10.0,JAX 35,24.0,10.0,Trevor Lawrence pass complete short right to Evan Engram for 3 yards (tackle by Jimmie Ward),1.27,1.13,3.0,2023,40
3.0,2:35,2.0,7.0,JAX 38,24.0,10.0,Trevor Lawrence pass incomplete short left intended for Evan Engram,1.13,0.43,3.0,2023,40
3.0,2:30,3.0,7.0,JAX 38,24.0,10.0,Trevor Lawrence pass short middle intended for Jamal Agnew is intercepted by Blake Cashman at JAC-49 and returned for no gain (tackle by Jamal Agnew),0.43,-2.32,3.0,2023,40
3.0,2:20,1.0,10.0,JAX 49,24.0,10.0,Dameon Pierce up the middle for -2 yards (tackle by Adam Gotsis),2.32,1.51,3.0,2023,40
3.0,1:40,2.0,12.0,HOU 49,24.0,10.0,C.J. Stroud pass complete short middle to Dameon Pierce for 11 yards (tackle by Foyesade Oluokun and Devin Lloyd),1.51,2.28,3.0,2023,40
3.0,1:09,3.0,1.0,JAX 40,24.0,10.0,"C.J. Stroud pass complete short right to Tank Dell for 18 yards (tackle by Darious Williams). Penalty on Yasir Abdullah: Defensive Holding, 5 yards (declined)",2.28,4.11,3.0,2023,40
3.0,0:53,1.0,10.0,JAX 22,24.0,10.0,C.J. Stroud pass complete short right to Brevin Jordan for 9 yards (tackle by Foyesade Oluokun),4.11,5.06,3.0,2023,40
4.0,15:00,2.0,1.0,JAX 13,24.0,10.0,C.J. Stroud pass incomplete short right intended for Dalton Schultz,5.06,4.39,3.0,2023,40
4.0,14:55,,,,,,Timeout #1 by Houston Texans,,,3.0,2023,40
4.0,14:55,3.0,1.0,JAX 13,24.0,10.0,C.J. Stroud up the middle for 2 yards (tackle by Foyesade Oluokun),4.39,4.84,3.0,2023,40
4.0,14:14,1.0,10.0,JAX 11,24.0,10.0,Dameon Pierce up the middle for 3 yards (tackle by Andre Cisco and Roy Robertson-Harris),4.84,4.7,3.0,2023,40
4.0,13:32,2.0,7.0,JAX 8,24.0,10.0,Devin Singletary up the middle for no gain (tackle by Foyesade Oluokun and Josh Allen),4.7,3.76,3.0,2023,40
4.0,12:49,3.0,7.0,JAX 8,24.0,10.0,"C.J. Stroud pass incomplete short middle. Penalty on Kendrick Green: Offensive Holding, 10 yards (declined)",3.76,2.96,3.0,2023,40
4.0,12:39,4.0,7.0,JAX 8,27.0,10.0,Ka'imi Fairbairn 26 yard field goal good,2.96,3.0,3.0,2023,40
4.0,12:36,,,HOU 35,27.0,10.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.61,3.0,2023,40
4.0,12:36,1.0,10.0,JAX 25,27.0,10.0,Trevor Lawrence pass complete short left to Jamal Agnew for 13 yards (tackle by Steven Nelson),0.61,1.47,3.0,2023,40
4.0,12:02,1.0,10.0,JAX 38,27.0,10.0,Trevor Lawrence pass complete short middle to Evan Engram for 9 yards (tackle by Henry To'oTo'o),1.47,2.14,3.0,2023,40
4.0,11:45,2.0,1.0,JAX 47,27.0,10.0,Trevor Lawrence pass complete deep left to Calvin Ridley for 21 yards (tackle by Steven Nelson),2.14,3.45,3.0,2023,40
4.0,11:19,1.0,10.0,HOU 32,27.0,10.0,Trevor Lawrence pass incomplete short middle intended for Christian Kirk (defended by Khalil Davis),3.45,2.9,3.0,2023,40
4.0,11:09,2.0,10.0,HOU 32,27.0,10.0,Trevor Lawrence pass complete short middle to Christian Kirk for 6 yards (tackle by Henry To'oTo'o),2.9,3.01,3.0,2023,40
4.0,10:45,3.0,4.0,HOU 26,27.0,16.0,"Trevor Lawrence pass complete deep right to Christian Kirk for 26 yards, touchdown",3.01,7.0,3.0,2023,40
4.0,10:40,,,HOU 15,27.0,17.0,Brandon McManus kicks extra point good,0.0,0.0,3.0,2023,40
4.0,10:40,,,JAX 35,27.0,17.0,"Brandon McManus kicks off 65 yards, touchback.",0.0,0.61,3.0,2023,40
4.0,10:40,1.0,10.0,HOU 25,27.0,17.0,Dameon Pierce right end for 2 yards (tackle by Roy Robertson-Harris and Devin Lloyd),0.61,0.33,3.0,2023,40
4.0,9:57,2.0,8.0,HOU 27,27.0,17.0,Dameon Pierce up the middle for 5 yards (tackle by Roy Robertson-Harris),0.33,0.3,3.0,2023,40
4.0,9:08,3.0,3.0,HOU 32,33.0,17.0,"C.J. Stroud pass complete deep right to Tank Dell for 68 yards, touchdown",0.3,7.0,3.0,2023,40
4.0,8:59,,,JAX 15,34.0,17.0,Ka'imi Fairbairn kicks extra point good,0.0,0.0,3.0,2023,40
4.0,8:59,,,HOU 35,34.0,17.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.61,3.0,2023,40
4.0,8:59,1.0,10.0,JAX 25,34.0,17.0,Trevor Lawrence pass complete deep right to Christian Kirk for 17 yards (tackle by Shaquill Griffin),0.61,1.73,3.0,2023,40
4.0,8:31,1.0,10.0,JAX 42,34.0,17.0,Trevor Lawrence pass complete short middle to Travis Etienne for 8 yards (tackle by Henry To'oTo'o),1.73,2.27,3.0,2023,40
4.0,8:22,2.0,2.0,JAX 50,34.0,17.0,Trevor Lawrence pass complete short left to D'Ernest Johnson for no gain (tackle by Blake Cashman and Kurt Hinish),2.27,1.55,3.0,2023,40
4.0,7:57,3.0,2.0,HOU 50,34.0,17.0,Trevor Lawrence pass complete short middle to Evan Engram for 12 yards (tackle by Eric Murray and Grayland Arnold),1.55,3.05,3.0,2023,40
4.0,7:37,1.0,10.0,HOU 38,34.0,17.0,Trevor Lawrence scrambles right end for 1 yard (tackle by Blake Cashman),3.05,2.64,3.0,2023,40
4.0,6:59,2.0,9.0,HOU 37,34.0,17.0,Trevor Lawrence pass incomplete deep left,2.64,1.95,3.0,2023,40
4.0,6:50,3.0,9.0,HOU 37,34.0,17.0,"Trevor Lawrence pass incomplete short left. Penalty on Trevor Lawrence: Intentional Grounding, 19 yards (accepted)",1.95,-0.46,3.0,2023,40
4.0,6:50,4.0,28.0,JAX 44,34.0,17.0,Trevor Lawrence pass incomplete deep middle intended for Christian Kirk (defended by Henry To'oTo'o),-0.46,-2.65,3.0,2023,40
4.0,6:45,1.0,10.0,JAX 44,34.0,17.0,Devin Singletary up the middle for no gain (tackle by Rayshawn Jenkins),2.65,2.11,3.0,2023,40
4.0,6:04,2.0,10.0,JAX 44,34.0,17.0,Devin Singletary left guard for 8 yards (tackle by Foyesade Oluokun and Andre Cisco),2.11,2.48,3.0,2023,40
4.0,5:17,3.0,2.0,JAX 36,34.0,17.0,Devin Singletary up the middle for 14 yards (tackle by Andrew Wingard and Jeremiah Ledbetter),2.48,4.11,3.0,2023,40
4.0,4:34,1.0,10.0,JAX 22,34.0,17.0,Devin Singletary up the middle for 2 yards (tackle by Travon Walker and Devin Lloyd),4.11,3.83,3.0,2023,40
4.0,3:52,2.0,8.0,JAX 20,34.0,17.0,Devin Singletary up the middle for -1 yards (tackle by Folorunso Fatukasi and Chad Muma),3.83,3.01,3.0,2023,40
4.0,3:02,3.0,9.0,JAX 21,34.0,17.0,Devin Singletary left guard for 6 yards (tackle by Devin Lloyd and Andre Cisco),3.01,2.54,3.0,2023,40
4.0,2:14,,,,,,Timeout #2 by Houston Texans,,,3.0,2023,40
