Quarter,Time,Down,ToGo,Location,LAR,SEA,Detail,EPB,EPA,week,year,game_id
1.0,0:39,,,LAR 35,7.0,3.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.61,1.0,2023,14
1.0,0:39,1.0,10.0,SEA 25,7.0,3.0,Geno Smith pass complete short left to Jaxon Smith-Njigba for 1 yard (tackle by Derion Kendrick),0.61,0.2,1.0,2023,14
2.0,15:00,2.0,9.0,SEA 26,7.0,3.0,Geno Smith pass complete short middle to Will Dissly for 10 yards (tackle by Aaron Donald),0.2,1.33,1.0,2023,14
2.0,14:19,1.0,10.0,SEA 36,7.0,3.0,Geno Smith pass complete short left to D.K. Metcalf for 9 yards (tackle by Ernest Jones and Christian Rozeboom),1.33,2.01,1.0,2023,14
2.0,13:39,2.0,1.0,SEA 45,7.0,3.0,Kenneth Walker left end for 13 yards (tackle by Russ Yeast),2.01,2.79,1.0,2023,14
2.0,13:05,1.0,10.0,LAR 42,7.0,3.0,"Geno Smith pass incomplete short left. Penalty on Phil Haynes: Offensive Holding, 10 yards (offset) . Penalty on Aaron Donald: Roughing the Passer, 15 yards (offset) (no play)",2.79,2.79,1.0,2023,14
2.0,12:54,1.0,10.0,LAR 42,7.0,3.0,Geno Smith scrambles right end for 6 yards (tackle by Michael Hoecht),2.79,3.05,1.0,2023,14
2.0,12:12,2.0,4.0,LAR 36,7.0,3.0,Geno Smith pass complete short middle to Kenneth Walker for 4 yards (tackle by Christian Rozeboom),3.05,3.45,1.0,2023,14
2.0,11:37,1.0,10.0,LAR 32,7.0,3.0,Geno Smith pass complete short left to Kenneth Walker for 6 yards (tackle by Earnest Brown and Jordan Fuller),3.45,3.71,1.0,2023,14
2.0,10:57,2.0,4.0,LAR 26,7.0,3.0,Kenneth Walker right end for 5 yards (tackle by Ahkello Witherspoon),3.71,4.17,1.0,2023,14
2.0,10:26,1.0,10.0,LAR 21,7.0,3.0,Geno Smith pass incomplete deep right intended for Tyler Lockett,4.17,3.63,1.0,2023,14
2.0,10:23,2.0,10.0,LAR 21,7.0,3.0,Geno Smith pass complete short middle to Jaxon Smith-Njigba for 10 yards (tackle by Christian Rozeboom),3.63,4.84,1.0,2023,14
2.0,10:00,1.0,10.0,LAR 11,7.0,3.0,Zach Charbonnet right guard for 1 yard (tackle by Kobie Turner and Ernest Jones),4.84,4.32,1.0,2023,14
2.0,9:21,2.0,9.0,LAR 10,7.0,9.0,"Geno Smith pass complete short left to D.K. Metcalf for 10 yards, touchdown",4.32,7.0,1.0,2023,14
2.0,9:16,,,LAR 15,7.0,10.0,Jason Myers kicks extra point good,0.0,0.0,1.0,2023,14
2.0,9:16,,,SEA 35,7.0,10.0,"Jason Myers kicks off 65 yards, touchback.. Penalty on Derick Hall: Offside on Free Kick, 5 yards (accepted)",0.0,0.94,1.0,2023,14
2.0,9:16,1.0,10.0,LAR 30,7.0,10.0,"Matthew Stafford pass incomplete deep right intended for Tutu Atwell. Penalty on Alaric Jackson: Offensive Facemask, 15 yards (accepted) (no play)",0.94,-0.5,1.0,2023,14
2.0,9:11,1.0,25.0,LAR 15,7.0,10.0,"Penalty on LAR: Delay of Game, 5 yards (accepted) (no play)",-0.5,-1.14,1.0,2023,14
2.0,9:11,1.0,30.0,LAR 10,7.0,10.0,Kyren Williams left guard for no gain (tackle by Uchenna Nwosu and Bobby Wagner),-1.14,-2.24,1.0,2023,14
2.0,8:34,2.0,30.0,LAR 10,7.0,10.0,Kyren Williams left tackle for 2 yards (tackle by Boye Mafe),-2.24,-3.53,1.0,2023,14
2.0,7:54,3.0,28.0,LAR 12,7.0,10.0,Matthew Stafford pass complete short left to Puka Nacua for 12 yards (tackle by Coby Bryant),-3.53,-1.77,1.0,2023,14
2.0,7:17,4.0,16.0,LAR 24,7.0,10.0,"Ethan Evans punts 45 yards, returned by DeeJay Dallas for 18 yards (tackle by Ben Skowronek)",-1.77,-2.19,1.0,2023,14
2.0,7:04,1.0,10.0,SEA 49,7.0,10.0,Geno Smith pass complete short middle to Will Dissly for 7 yards (tackle by Jordan Fuller),2.19,2.59,1.0,2023,14
2.0,6:31,2.0,3.0,LAR 44,7.0,10.0,Kenneth Walker right guard for 15 yards (tackle by Byron Young),2.59,3.64,1.0,2023,14
2.0,5:51,1.0,10.0,LAR 29,7.0,10.0,Kenneth Walker left end for 5 yards (tackle by Derion Kendrick),3.64,3.78,1.0,2023,14
2.0,5:10,2.0,5.0,LAR 24,7.0,10.0,Zach Charbonnet right guard for 1 yard (tackle by Aaron Donald and Bobby Brown),3.78,3.2,1.0,2023,14
2.0,4:28,3.0,4.0,LAR 23,7.0,10.0,Geno Smith pass incomplete short middle intended for Jaxon Smith-Njigba,3.2,2.0,1.0,2023,14
2.0,4:22,4.0,4.0,LAR 23,7.0,13.0,Jason Myers 42 yard field goal good,2.0,3.0,1.0,2023,14
2.0,4:18,,,SEA 35,7.0,13.0,"Jason Myers kicks off 61 yards,",0.0,0.61,1.0,2023,14
2.0,4:18,1.0,10.0,LAR 25,7.0,13.0,Matthew Stafford pass incomplete short middle intended for Puka Nacua,0.61,0.06,1.0,2023,14
2.0,4:12,2.0,10.0,LAR 25,7.0,13.0,Matthew Stafford pass complete short middle to Puka Nacua for 13 yards (tackle by Bobby Wagner),0.06,1.47,1.0,2023,14
2.0,3:34,1.0,10.0,LAR 38,7.0,13.0,Matthew Stafford pass complete short right to Brycen Hopkins for 21 yards (tackle by Devin Bush),1.47,2.85,1.0,2023,14
2.0,2:48,1.0,10.0,SEA 41,7.0,13.0,Kyren Williams left guard for 3 yards (tackle by Bobby Wagner and Derick Hall),2.85,2.71,1.0,2023,14
2.0,2:04,2.0,7.0,SEA 38,7.0,13.0,Matthew Stafford pass incomplete deep middle intended for Tutu Atwell,2.71,2.02,1.0,2023,14
2.0,1:59,3.0,7.0,SEA 38,7.0,13.0,Matthew Stafford pass incomplete deep left intended for Tutu Atwell,2.02,0.72,1.0,2023,14
2.0,1:54,4.0,7.0,SEA 38,7.0,13.0,Brett Maher 57 yard field goal no good blocked by Jarran Reed (tackle by Tremayne Anchrum),0.72,-2.79,1.0,2023,14
2.0,1:45,1.0,10.0,LAR 42,7.0,13.0,"Geno Smith pass incomplete intended for D.K. Metcalf. Penalty on Michael Hoecht: Defensive Pass Interference, 3 yards (accepted) (no play)",2.79,2.98,1.0,2023,14
2.0,1:42,1.0,10.0,LAR 39,7.0,13.0,Geno Smith pass complete short left to DeeJay Dallas for 14 yards (tackle by Derion Kendrick),2.98,3.91,1.0,2023,14
2.0,1:36,1.0,10.0,LAR 25,7.0,13.0,DeeJay Dallas right guard for 5 yards (tackle by Christian Rozeboom and Jordan Fuller),3.91,4.04,1.0,2023,14
2.0,1:14,2.0,5.0,LAR 20,7.0,13.0,DeeJay Dallas left guard for -1 yards (tackle by Ernest Jones),4.04,3.2,1.0,2023,14
2.0,0:40,3.0,6.0,LAR 21,7.0,13.0,Geno Smith pass incomplete short right,3.2,2.08,1.0,2023,14
2.0,0:36,4.0,6.0,LAR 21,7.0,13.0,Jason Myers 39 yard field goal no good,2.08,-0.87,1.0,2023,14
2.0,0:31,1.0,10.0,LAR 29,7.0,13.0,Matthew Stafford pass incomplete deep middle intended for Puka Nacua,0.87,0.33,1.0,2023,14
2.0,0:25,2.0,10.0,LAR 29,7.0,13.0,Matthew Stafford pass incomplete short middle intended for Puka Nacua,0.33,-0.36,1.0,2023,14
2.0,0:22,3.0,10.0,LAR 29,7.0,13.0,Matthew Stafford pass complete short middle to Tutu Atwell for 11 yards (tackle by Artie Burns),-0.36,1.6,1.0,2023,14
2.0,0:16,1.0,10.0,LAR 40,7.0,13.0,Matthew Stafford pass complete short middle to Puka Nacua for 20 yards (tackle by Tre Brown and Bobby Wagner),1.6,2.92,1.0,2023,14
2.0,0:10,,,,,,Timeout #2 by Los Angeles Rams,,,1.0,2023,14
2.0,0:10,1.0,10.0,SEA 40,7.0,13.0,"Matthew Stafford pass complete short left to Van Jefferson for -3 yards, lateral to Kyren Williams for no gain (tackle by Bobby Wagner)",2.92,2.64,1.0,2023,14
2.0,0:05,2.0,8.0,SEA 38,7.0,13.0,Brett Maher 56 yard field goal no good,2.64,1.93,1.0,2023,14
3.0,15:00,,,SEA 35,7.0,13.0,"Jason Myers kicks off 49 yards, returned by Kyren Williams for 8 yards (tackle by Jon Rhattigan and Drake Thomas)",0.0,0.54,1.0,2023,14
3.0,14:57,1.0,10.0,LAR 24,7.0,13.0,Cam Akers right end for 6 yards (tackle by Tre Brown),0.54,0.81,1.0,2023,14
3.0,14:18,2.0,4.0,LAR 30,7.0,13.0,Cam Akers left guard for no gain (tackle by Boye Mafe and Jordyn Brooks),0.81,0.1,1.0,2023,14
3.0,13:36,3.0,4.0,LAR 30,7.0,13.0,Matthew Stafford pass complete short middle to Puka Nacua for 5 yards (tackle by Riq Woolen),0.1,1.27,1.0,2023,14
3.0,12:57,1.0,10.0,LAR 35,7.0,13.0,Matthew Stafford pass incomplete deep left intended for Van Jefferson,1.27,0.72,1.0,2023,14
3.0,12:50,2.0,10.0,LAR 35,7.0,13.0,Matthew Stafford pass complete short middle to Puka Nacua for 11 yards (tackle by Bobby Wagner and Jordyn Brooks),0.72,1.99,1.0,2023,14
3.0,12:06,1.0,10.0,LAR 46,7.0,13.0,Cam Akers left end for -6 yards (tackle by Boye Mafe),1.99,0.64,1.0,2023,14
3.0,11:22,2.0,16.0,LAR 40,7.0,13.0,Matthew Stafford pass complete short middle to Van Jefferson for 8 yards (tackle by Tre Brown),0.64,1.03,1.0,2023,14
3.0,10:37,3.0,8.0,LAR 48,7.0,13.0,Matthew Stafford pass complete deep right to Tutu Atwell for 44 yards (tackle by Tre Brown),1.03,5.37,1.0,2023,14
3.0,9:50,1.0,8.0,SEA 8,7.0,13.0,Cam Akers left end for 1 yard (tackle by Jordyn Brooks),5.37,4.76,1.0,2023,14
3.0,9:01,2.0,7.0,SEA 7,13.0,13.0,"Kyren Williams left guard for 7 yards, touchdown",4.76,7.0,1.0,2023,14
3.0,8:56,,,SEA 15,14.0,13.0,Brett Maher kicks extra point good,0.0,0.0,1.0,2023,14
3.0,8:56,,,LAR 35,14.0,13.0,"Ethan Evans kicks off 65 yards, touchback.. Penalty on Ben Skowronek: Offside on Free Kick, 5 yards (accepted)",0.0,0.94,1.0,2023,14
3.0,8:56,1.0,10.0,SEA 30,14.0,13.0,Kenneth Walker left guard for 5 yards (tackle by Cobie Durant),0.94,1.07,1.0,2023,14
3.0,8:13,2.0,5.0,SEA 35,14.0,13.0,Geno Smith pass incomplete short left intended for Colby Parkinson,1.07,0.37,1.0,2023,14
3.0,8:10,3.0,5.0,SEA 35,14.0,13.0,Geno Smith pass incomplete short left intended for Jaxon Smith-Njigba,0.37,-1.04,1.0,2023,14
3.0,8:04,4.0,5.0,SEA 35,14.0,13.0,"Michael Dickson punts 65 yards, touchback.",-1.04,-0.28,1.0,2023,14
3.0,7:53,1.0,10.0,LAR 20,14.0,13.0,Matthew Stafford pass complete short right to Tutu Atwell for 14 yards (tackle by Jordyn Brooks),0.28,1.2,1.0,2023,14
3.0,7:22,1.0,10.0,LAR 34,14.0,13.0,Cam Akers right guard for no gain (tackle by Mike Morris and Julian Love),1.2,0.66,1.0,2023,14
3.0,6:29,,,,,,Timeout #1 by Los Angeles Rams,,,1.0,2023,14
3.0,6:29,2.0,10.0,LAR 34,14.0,13.0,Matthew Stafford pass complete short middle to Puka Nacua for 10 yards (tackle by Michael Jackson and Bobby Wagner),0.66,1.86,1.0,2023,14
3.0,5:46,1.0,10.0,LAR 44,14.0,13.0,Cam Akers left guard for 2 yards (tackle by Coby Bryant),1.86,1.59,1.0,2023,14
3.0,4:55,2.0,8.0,LAR 46,14.0,13.0,Matthew Stafford pass complete deep left to Tyler Higbee for 30 yards (tackle by Julian Love),1.59,3.97,1.0,2023,14
3.0,3:54,1.0,10.0,SEA 24,14.0,13.0,Kyren Williams right guard for 4 yards (tackle by Coby Bryant),3.97,3.97,1.0,2023,14
3.0,3:33,2.0,6.0,SEA 20,14.0,13.0,Kyren Williams right guard for no gain (tackle by Jarran Reed),3.97,3.27,1.0,2023,14
3.0,2:48,3.0,6.0,SEA 20,14.0,13.0,Matthew Stafford pass incomplete deep right intended for Kyren Williams,3.27,2.15,1.0,2023,14
3.0,2:43,4.0,6.0,SEA 20,17.0,13.0,Brett Maher 38 yard field goal good,2.15,3.0,1.0,2023,14
3.0,2:39,,,LAR 35,17.0,13.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.61,1.0,2023,14
3.0,2:39,1.0,10.0,SEA 25,17.0,13.0,Geno Smith pass complete short right to Kenneth Walker for -1 yards (tackle by Ernest Jones),0.61,-0.07,1.0,2023,14
3.0,2:07,2.0,11.0,SEA 24,17.0,13.0,"Geno Smith pass incomplete short left intended for Tyler Lockett. Penalty on Derion Kendrick: Defensive Pass Interference, 5 yards (accepted) (no play)",-0.07,0.87,1.0,2023,14
3.0,2:03,1.0,10.0,SEA 29,17.0,13.0,Kenneth Walker left tackle for no gain (tackle by Ernest Jones),0.87,0.33,1.0,2023,14
3.0,1:48,2.0,10.0,SEA 29,17.0,13.0,Kenneth Walker right guard for 6 yards (tackle by Jordan Fuller and Michael Hoecht),0.33,0.43,1.0,2023,14
3.0,1:22,3.0,4.0,SEA 35,17.0,13.0,Geno Smith pass incomplete deep left intended for D.K. Metcalf,0.43,-1.04,1.0,2023,14
3.0,1:12,4.0,4.0,SEA 35,17.0,13.0,Michael Dickson punts 44 yards out of bounds,-1.04,-0.34,1.0,2023,14
3.0,1:04,1.0,10.0,LAR 21,17.0,13.0,Matthew Stafford pass incomplete short left intended for Brycen Hopkins,0.34,-0.2,1.0,2023,14
3.0,1:00,2.0,10.0,LAR 21,17.0,13.0,Matthew Stafford scrambles up the middle for 9 yards (tackle by Bobby Wagner),-0.2,0.3,1.0,2023,14
3.0,0:16,3.0,1.0,LAR 30,17.0,13.0,Matthew Stafford right guard for 2 yards (tackle by Dre'Mont Jones),0.3,1.07,1.0,2023,14
4.0,15:00,1.0,10.0,LAR 32,17.0,13.0,Matthew Stafford pass complete short middle to Puka Nacua for 1 yard (tackle by Coby Bryant and Bobby Wagner),1.07,0.66,1.0,2023,14
4.0,14:31,2.0,9.0,LAR 33,17.0,13.0,Matthew Stafford pass complete short middle to Tutu Atwell for 15 yards (tackle by Coby Bryant),0.66,2.13,1.0,2023,14
4.0,13:51,1.0,10.0,LAR 48,17.0,13.0,Matthew Stafford pass complete deep middle to Tutu Atwell for 21 yards (tackle by Julian Love),2.13,3.51,1.0,2023,14
4.0,13:08,1.0,10.0,SEA 31,17.0,13.0,Kyren Williams right guard for 5 yards (tackle by Boye Mafe),3.51,3.64,1.0,2023,14
4.0,12:39,2.0,5.0,SEA 26,17.0,13.0,Matthew Stafford pass complete short left to Tutu Atwell for 14 yards (tackle by Julian Love),3.64,4.78,1.0,2023,14
4.0,12:00,1.0,10.0,SEA 12,17.0,13.0,Kyren Williams for -1 yards (tackle by Bobby Wagner),4.78,3.94,1.0,2023,14
4.0,11:20,2.0,11.0,SEA 13,17.0,13.0,Matthew Stafford pass incomplete short right intended for Kyren Williams,3.94,3.1,1.0,2023,14
4.0,11:16,3.0,11.0,SEA 13,17.0,13.0,"Matthew Stafford pass incomplete short middle intended for Puka Nacua. Penalty on Tre Brown: Illegal Use of Hands / Defense, 5 yards (accepted) (no play)",3.1,5.37,1.0,2023,14
4.0,11:11,1.0,8.0,SEA 8,17.0,13.0,Kyren Williams left guard for 7 yards (tackle by Tre Brown and Jordyn Brooks),5.37,5.91,1.0,2023,14
4.0,10:33,2.0,1.0,SEA 1,17.0,13.0,Matthew Stafford right guard for no gain (tackle by Mike Morris),5.91,5.17,1.0,2023,14
4.0,9:54,3.0,1.0,SEA 1,17.0,13.0,Matthew Stafford pass incomplete short right intended for Ben Skowronek (defended by Julian Love),5.17,3.55,1.0,2023,14
4.0,9:49,4.0,1.0,SEA 1,23.0,13.0,"Cam Akers left end for 1 yard, touchdown",3.55,7.0,1.0,2023,14
4.0,9:45,,,SEA 15,24.0,13.0,Brett Maher kicks extra point good,0.0,0.0,1.0,2023,14
4.0,9:45,,,LAR 35,24.0,13.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.61,1.0,2023,14
4.0,9:45,1.0,10.0,SEA 25,24.0,13.0,Geno Smith pass complete short left to Jaxon Smith-Njigba for 2 yards (tackle by Byron Young),0.61,0.33,1.0,2023,14
4.0,9:31,2.0,8.0,SEA 27,24.0,13.0,Geno Smith pass incomplete short left intended for D.K. Metcalf,0.33,-0.36,1.0,2023,14
4.0,9:26,3.0,8.0,SEA 27,24.0,13.0,Geno Smith pass incomplete short right intended for Kenneth Walker,-0.36,-1.57,1.0,2023,14
4.0,9:19,4.0,8.0,SEA 27,24.0,13.0,"Michael Dickson punts 73 yards, touchback.",-1.57,-0.61,1.0,2023,14
4.0,9:09,1.0,10.0,LAR 25,24.0,13.0,Cam Akers right tackle for -4 yards (tackle by Uchenna Nwosu),0.61,-0.48,1.0,2023,14
4.0,8:33,2.0,14.0,LAR 21,24.0,13.0,Matthew Stafford pass complete short left to Van Jefferson for 6 yards (tackle by Coby Bryant),-0.48,-0.36,1.0,2023,14
4.0,7:52,3.0,8.0,LAR 27,24.0,13.0,Matthew Stafford pass complete deep right to Puka Nacua for 21 yards,-0.36,2.13,1.0,2023,14
4.0,7:14,1.0,10.0,LAR 48,24.0,13.0,Cam Akers left guard for 6 yards (tackle by Darrell Taylor and Jordyn Brooks),2.13,2.39,1.0,2023,14
4.0,6:41,2.0,4.0,SEA 46,24.0,13.0,Cam Akers left tackle for 6 yards (tackle by Quandre Diggs and Coby Bryant),2.39,2.92,1.0,2023,14
4.0,5:57,1.0,10.0,SEA 40,24.0,13.0,Matthew Stafford pass incomplete deep right intended for Ben Skowronek,2.92,2.37,1.0,2023,14
4.0,5:49,2.0,10.0,SEA 40,24.0,13.0,Kyren Williams left guard for 5 yards (tackle by Bobby Wagner and Quandre Diggs),2.37,2.34,1.0,2023,14
4.0,5:05,3.0,5.0,SEA 35,24.0,13.0,Matthew Stafford pass incomplete deep left intended for Puka Nacua,2.34,0.98,1.0,2023,14
4.0,5:02,4.0,5.0,SEA 35,27.0,13.0,Brett Maher 54 yard field goal good,0.98,3.0,1.0,2023,14
4.0,4:57,,,LAR 35,27.0,13.0,"Ethan Evans kicks off 64 yards, returned by DeeJay Dallas for 34 yards (tackle by Troy Reeder)",0.0,1.27,1.0,2023,14
4.0,4:51,1.0,10.0,SEA 35,27.0,13.0,Geno Smith pass complete short middle to Colby Parkinson for 8 yards (tackle by Quentin Lake and Jordan Fuller),1.27,1.8,1.0,2023,14
4.0,4:36,2.0,2.0,SEA 43,27.0,13.0,"Penalty on D.K. Metcalf: Taunting / Offense, 15 yards (accepted) (no play)",1.8,-0.22,1.0,2023,14
4.0,4:36,2.0,17.0,SEA 28,27.0,13.0,Geno Smith sacked by and Kobie Turner for -9 yards and Byron Young for -9 yards,-0.22,-2.23,1.0,2023,14
4.0,4:01,3.0,26.0,SEA 19,27.0,13.0,Geno Smith sacked by and Aaron Donald for -8 yards and Michael Hoecht for -8 yards,-2.23,-2.49,1.0,2023,14
4.0,3:28,4.0,34.0,SEA 11,27.0,13.0,"Michael Dickson punts 54 yards, returned by Kyren Williams for 7 yards (tackle by Derick Hall and Chris Stoll)",-2.49,-1.73,1.0,2023,14
4.0,3:16,1.0,10.0,LAR 42,27.0,13.0,Cam Akers right tackle for 1 yard (tackle by Bobby Wagner),1.73,1.32,1.0,2023,14
4.0,2:31,2.0,9.0,LAR 43,27.0,13.0,"Cam Akers right tackle for -1 yards (tackle by Mike Morris). Penalty on Quandre Diggs: Unnecessary Roughness / Defense, 15 yards (accepted)",1.32,2.72,1.0,2023,14
4.0,2:26,1.0,10.0,SEA 43,27.0,13.0,Cam Akers left tackle for no gain (tackle by Boye Mafe and Bobby Wagner),2.72,2.18,1.0,2023,14
4.0,2:22,,,,,,Timeout #1 by Seattle Seahawks,,,1.0,2023,14
4.0,2:22,2.0,10.0,SEA 43,27.0,13.0,"Penalty on Jarran Reed: Encroachment, 5 yards (accepted) (no play)",2.18,2.85,1.0,2023,14
4.0,2:22,2.0,5.0,SEA 38,27.0,13.0,Cam Akers right end for 2 yards (tackle by Julian Love),2.85,2.41,1.0,2023,14
4.0,2:15,,,,,,Timeout #2 by Seattle Seahawks,,,1.0,2023,14
4.0,2:15,3.0,3.0,SEA 36,27.0,13.0,Cam Akers right tackle for 6 yards (tackle by Jordyn Brooks and Julian Love),2.41,3.58,1.0,2023,14
4.0,2:00,1.0,10.0,SEA 30,27.0,13.0,"Penalty on Dre'Mont Jones: Encroachment, 5 yards (accepted) (no play)",3.58,4.31,1.0,2023,14
4.0,2:00,1.0,5.0,SEA 25,27.0,13.0,Cam Akers left tackle for -2 yards (tackle by Jordyn Brooks and Bobby Wagner),4.31,3.44,1.0,2023,14
4.0,1:47,,,,,,Timeout #3 by Seattle Seahawks,,,1.0,2023,14
4.0,1:47,2.0,7.0,SEA 27,27.0,13.0,Cam Akers right tackle for no gain (tackle by Bobby Wagner and Dre'Mont Jones),3.44,2.74,1.0,2023,14
4.0,1:01,,,,,,Timeout #2 by Los Angeles Rams,,,1.0,2023,14
4.0,1:01,3.0,7.0,SEA 27,27.0,13.0,Cam Akers for 1 yard (tackle by Bobby Wagner and Jordyn Brooks),2.74,1.76,1.0,2023,14
4.0,0:15,,,,,,Timeout #3 by Los Angeles Rams,,,1.0,2023,14
4.0,0:15,4.0,6.0,SEA 26,30.0,13.0,Brett Maher 45 yard field goal good,1.76,3.0,1.0,2023,14
4.0,0:11,,,LAR 35,30.0,13.0,"Brett Maher kicks off 46 yards, returned by Colby Parkinson for 16 yards (tackle by Jake Hummel and John Johnson)",0.0,1.27,1.0,2023,14
4.0,0:05,1.0,10.0,SEA 35,30.0,13.0,Zach Charbonnet right guard for 9 yards (tackle by Jordan Fuller and Ernest Jones),1.27,1.94,1.0,2023,14
