Quarter,Time,Down,ToGo,Location,CAR,ATL,Detail,EPB,EPA,week,year,game_id
1.0,8:16,1.0,10.0,ATL 20,0.0,0.0,Chuba Hubbard left guard for 5 yards (tackle by Richie Grant and Jessie Bates),4.24,4.45,1.0,2023,2
1.0,7:35,2.0,5.0,ATL 15,0.0,0.0,Miles Sanders right tackle for 4 yards (tackle by Kaden Elliss and Arnold Ebiketie),4.45,4.59,1.0,2023,2
1.0,6:55,3.0,1.0,ATL 11,0.0,0.0,Laviska Shenault left guard for no gain (tackle by Richie Grant and Bud Dupree),4.59,2.85,1.0,2023,2
1.0,6:14,4.0,1.0,ATL 11,0.0,0.0,Chuba Hubbard left tackle for -1 yards (tackle by David Onyemata and Bud Dupree),2.85,0.35,1.0,2023,2
1.0,6:08,1.0,10.0,ATL 12,0.0,0.0,Tyler Allgeier right end for 19 yards (tackle by Jeremy Chinn),-0.35,1.0,1.0,2023,2
1.0,5:28,1.0,10.0,ATL 31,0.0,0.0,Tyler Allgeier right tackle for 22 yards (tackle by Vonn Bell),1.0,2.46,1.0,2023,2
1.0,4:53,1.0,10.0,CAR 47,0.0,0.0,Tyler Allgeier right tackle for 4 yards (tackle by Brian Burns),2.46,2.45,1.0,2023,2
1.0,4:13,2.0,6.0,CAR 43,0.0,0.0,Desmond Ridder sacked by Brian Burns for -3 yards,2.45,1.35,1.0,2023,2
1.0,3:29,3.0,9.0,CAR 46,0.0,0.0,Desmond Ridder pass complete short right to Bijan Robinson for -6 yards (tackle by Brian Burns),1.35,-0.19,1.0,2023,2
1.0,2:55,4.0,15.0,ATL 48,0.0,0.0,"Bradley Pinion punts 38 yards, fair catch by Ihmir Smith-Marsette at CAR-14",-0.19,0.28,1.0,2023,2
1.0,2:47,1.0,10.0,CAR 14,0.0,0.0,"Bryce Young pass complete short right to Adam Thielen for no gain (tackle by Richie Grant). Penalty on Adam Thielen: Offensive Pass Interference, 7 yards (accepted) (no play)",-0.28,-0.65,1.0,2023,2
1.0,2:16,1.0,17.0,CAR 7,0.0,0.0,"Penalty on CAR: Delay of Game, 4 yards (accepted) (no play)",-0.65,-0.8,1.0,2023,2
1.0,1:50,1.0,21.0,CAR 3,0.0,0.0,Miles Sanders right guard for 5 yards (tackle by Jessie Bates and Ta'Quon Graham),-0.8,-1.22,1.0,2023,2
1.0,1:10,2.0,16.0,CAR 8,0.0,0.0,Bryce Young pass short middle intended for Hayden Hurst is intercepted by Jessie Bates at CAR-20 and returned for 3 yards (tackle by Jonathan Mingo),-1.22,-4.44,1.0,2023,2
1.0,1:01,1.0,10.0,CAR 17,0.0,0.0,Desmond Ridder pass complete short middle to Bijan Robinson for 1 yard (tackle by Xavier Woods and Jaycee Horn),4.44,4.0,1.0,2023,2
1.0,0:29,2.0,9.0,CAR 16,0.0,0.0,Bijan Robinson left tackle for 5 yards (tackle by Brian Burns),4.0,4.1,1.0,2023,2
2.0,15:00,3.0,4.0,CAR 11,0.0,6.0,"Desmond Ridder pass complete short right to Bijan Robinson for 11 yards, touchdown",4.1,7.0,1.0,2023,2
2.0,14:54,,,CAR 15,0.0,7.0,Younghoe Koo kicks extra point good,0.0,0.0,1.0,2023,2
2.0,14:54,,,ATL 35,0.0,7.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,1.0,2023,2
2.0,14:54,1.0,10.0,CAR 25,0.0,7.0,Bryce Young pass incomplete short right,0.61,0.06,1.0,2023,2
2.0,14:52,,,,,,Timeout #1 by Carolina Panthers,,,1.0,2023,2
2.0,14:52,2.0,10.0,CAR 25,0.0,7.0,Bryce Young pass incomplete deep right intended for Hayden Hurst (defended by Richie Grant),0.06,-0.62,1.0,2023,2
2.0,14:45,3.0,10.0,CAR 25,0.0,7.0,Bryce Young pass complete short left to Chuba Hubbard for 7 yards (tackle by Troy Andersen),-0.62,-1.24,1.0,2023,2
2.0,14:08,4.0,3.0,CAR 32,0.0,7.0,"Johnny Hekker punts 53 yards, fair catch by DeAundre Alford at ATL-15",-1.24,0.22,1.0,2023,2
2.0,14:01,1.0,10.0,ATL 15,0.0,7.0,Desmond Ridder pass incomplete short left intended for Drake London,-0.22,-0.71,1.0,2023,2
2.0,13:57,2.0,10.0,ATL 15,0.0,7.0,Desmond Ridder sacked by and Frankie Luvu for no gain and Shy Tuttle for no gain,-0.71,-1.37,1.0,2023,2
2.0,13:33,3.0,10.0,ATL 15,0.0,7.0,"Penalty on CAR: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",-1.37,-0.76,1.0,2023,2
2.0,13:10,3.0,5.0,ATL 20,0.0,7.0,"Desmond Ridder pass complete short right to Kyle Pitts for no gain (tackle by Vonn Bell). Penalty on Drake London: Illegal Shift, 5 yards (accepted) (no play)",-0.76,-1.37,1.0,2023,2
2.0,12:58,3.0,10.0,ATL 15,0.0,7.0,"Desmond Ridder pass complete short right to Mack Hollins for 9 yards (tackle by Frankie Luvu) CAR challenged the pass completion ruling, and the play was upheld.",-1.37,-1.77,1.0,2023,2
2.0,12:35,4.0,1.0,ATL 24,0.0,7.0,Bradley Pinion punts 51 yards out of bounds,-1.77,-0.61,1.0,2023,2
2.0,12:27,1.0,10.0,CAR 25,0.0,7.0,Miles Sanders right tackle for 3 yards (tackle by Zach Harrison and Troy Andersen),0.61,0.47,1.0,2023,2
2.0,11:47,2.0,7.0,CAR 28,0.0,7.0,Laviska Shenault left end for 5 yards (tackle by Jessie Bates),0.47,0.43,1.0,2023,2
2.0,11:04,3.0,2.0,CAR 33,0.0,7.0,Bryce Young pass complete short middle to Hayden Hurst for 11 yards (tackle by Tre Flowers and Jessie Bates),0.43,1.86,1.0,2023,2
2.0,10:26,1.0,10.0,CAR 44,0.0,7.0,Miles Sanders right end for 2 yards (tackle by Troy Andersen and Bud Dupree),1.86,1.59,1.0,2023,2
2.0,9:46,2.0,8.0,CAR 46,0.0,7.0,Bryce Young pass complete short middle to Terrace Marshall for 11 yards (tackle by DeAundre Alford and Troy Andersen),1.59,2.72,1.0,2023,2
2.0,9:05,1.0,10.0,ATL 43,0.0,7.0,Miles Sanders right end for -1 yards (tackle by AJ Terrell),2.72,2.04,1.0,2023,2
2.0,8:28,2.0,11.0,ATL 44,0.0,7.0,Bryce Young pass complete short left to Adam Thielen for 3 yards (tackle by DeAundre Alford),2.04,1.75,1.0,2023,2
2.0,7:48,3.0,8.0,ATL 41,0.0,7.0,Bryce Young pass complete short left to Jonathan Mingo for 9 yards (tackle by Tre Flowers),1.75,3.45,1.0,2023,2
2.0,7:09,1.0,10.0,ATL 32,0.0,7.0,Chuba Hubbard left tackle for 12 yards (tackle by Richie Grant and Tre Flowers),3.45,4.24,1.0,2023,2
2.0,6:23,1.0,10.0,ATL 20,0.0,7.0,Bryce Young pass complete short left to Hayden Hurst for 14 yards (tackle by Richie Grant),4.24,5.83,1.0,2023,2
2.0,5:39,1.0,6.0,ATL 6,0.0,7.0,Miles Sanders right tackle for 2 yards (tackle by Lorenzo Carter),5.83,5.34,1.0,2023,2
2.0,5:13,2.0,4.0,ATL 4,6.0,7.0,"Bryce Young pass complete short right to Hayden Hurst for 4 yards, touchdown",5.34,7.0,1.0,2023,2
2.0,5:09,,,ATL 15,7.0,7.0,Eddy Pineiro kicks extra point good,0.0,0.0,1.0,2023,2
2.0,5:09,,,CAR 35,7.0,7.0,"Eddy Pineiro kicks off 65 yards, touchback.",0.0,0.61,1.0,2023,2
2.0,5:09,1.0,10.0,ATL 25,7.0,7.0,Bijan Robinson right guard for 10 yards (tackle by Jeremy Chinn and Xavier Woods),0.61,1.27,1.0,2023,2
2.0,4:23,1.0,10.0,ATL 35,7.0,7.0,Bijan Robinson right end for 2 yards (tackle by Nick Thurman),1.27,0.99,1.0,2023,2
2.0,3:42,2.0,8.0,ATL 37,7.0,7.0,"Penalty on Jonnu Smith: False Start, 5 yards (accepted) (no play)",0.99,0.32,1.0,2023,2
2.0,3:20,2.0,13.0,ATL 32,7.0,7.0,"Desmond Ridder scrambles right end for no gain (tackle by Frankie Luvu). Penalty on Kaleb McGary: Offensive Holding, 10 yards (accepted) (no play)",0.32,-1.03,1.0,2023,2
2.0,3:00,2.0,23.0,ATL 22,7.0,7.0,Desmond Ridder pass complete short left to Mack Hollins for 11 yards (tackle by Shaq Thompson),-1.03,-0.23,1.0,2023,2
2.0,2:40,3.0,12.0,ATL 33,7.0,7.0,Desmond Ridder pass complete short right to Bijan Robinson for -3 yards (tackle by Troy Hill),-0.23,-1.37,1.0,2023,2
2.0,2:00,4.0,15.0,ATL 30,7.0,7.0,"Bradley Pinion punts 58 yards, returned by Ihmir Smith-Marsette for 5 yards (tackle by Keith Smith and Tae Davis)",-1.37,0.06,1.0,2023,2
2.0,1:48,1.0,10.0,CAR 17,7.0,7.0,Bryce Young pass incomplete deep left intended for Terrace Marshall,-0.06,-0.58,1.0,2023,2
2.0,1:44,2.0,10.0,CAR 17,7.0,7.0,Bryce Young pass incomplete short right intended for Jonathan Mingo,-0.58,-1.25,1.0,2023,2
2.0,1:39,3.0,10.0,CAR 17,7.0,7.0,Bryce Young pass incomplete deep right intended for Jonathan Mingo,-1.25,-2.32,1.0,2023,2
2.0,1:34,4.0,10.0,CAR 17,7.0,7.0,"Johnny Hekker punts 55 yards, returned by DeAundre Alford for no gain (tackle by Sam Franklin)",-2.32,-0.81,1.0,2023,2
2.0,1:24,1.0,10.0,ATL 28,7.0,7.0,Desmond Ridder pass incomplete short right intended for Mack Hollins,0.81,0.26,1.0,2023,2
2.0,1:10,2.0,10.0,ATL 28,7.0,7.0,Bijan Robinson left end for 4 yards (tackle by Derrick Brown),0.26,0.1,1.0,2023,2
2.0,0:40,3.0,6.0,ATL 32,7.0,7.0,Desmond Ridder pass complete short left to Bijan Robinson for 7 yards (tackle by C.J. Henderson),0.1,1.53,1.0,2023,2
2.0,0:34,,,,,,Timeout #1 by Atlanta Falcons,,,1.0,2023,2
2.0,0:34,1.0,10.0,ATL 39,7.0,7.0,Desmond Ridder sacked by Derrick Brown for -13 yards,1.53,-0.77,1.0,2023,2
3.0,15:00,,,ATL 35,7.0,7.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,1.0,2023,2
3.0,15:00,1.0,10.0,CAR 25,7.0,7.0,Bryce Young pass complete short right to Giovanni Ricci for 2 yards (tackle by AJ Terrell),0.61,0.33,1.0,2023,2
3.0,14:19,2.0,8.0,CAR 27,7.0,7.0,Chuba Hubbard left tackle for 11 yards (tackle by Jessie Bates),0.33,1.47,1.0,2023,2
3.0,13:36,1.0,10.0,CAR 38,7.0,7.0,Bryce Young pass complete short right to Hayden Hurst for 3 yards,1.47,1.33,1.0,2023,2
3.0,13:32,2.0,7.0,CAR 41,7.0,7.0,Miles Sanders left end for 10 yards (tackle by Tre Flowers and Kaden Elliss),1.33,2.32,1.0,2023,2
3.0,12:59,1.0,10.0,ATL 49,7.0,7.0,Bryce Young scrambles right end for 16 yards (tackle by Jessie Bates),2.32,3.38,1.0,2023,2
3.0,12:16,1.0,10.0,ATL 33,7.0,7.0,Miles Sanders left end for no gain (tackle by DeAundre Alford and Albert Huggins),3.38,2.84,1.0,2023,2
3.0,11:38,2.0,10.0,ATL 33,7.0,7.0,Bryce Young pass incomplete short right,2.84,2.15,1.0,2023,2
3.0,11:31,3.0,10.0,ATL 33,7.0,7.0,Bryce Young pass complete short right to Jonathan Mingo for 8 yards (tackle by DeAundre Alford),2.15,1.93,1.0,2023,2
3.0,10:50,4.0,2.0,ATL 25,10.0,7.0,Eddy Pineiro 43 yard field goal good,1.93,3.0,1.0,2023,2
3.0,10:46,,,CAR 35,10.0,7.0,"Eddy Pineiro kicks off 65 yards, touchback.",0.0,0.61,1.0,2023,2
3.0,10:46,1.0,10.0,ATL 25,10.0,7.0,Tyler Allgeier right end for no gain (tackle by Jeremy Chinn),0.61,0.06,1.0,2023,2
3.0,10:24,2.0,10.0,ATL 25,10.0,7.0,Desmond Ridder pass incomplete short middle intended for Kyle Pitts,0.06,-0.62,1.0,2023,2
3.0,10:21,3.0,10.0,ATL 25,10.0,7.0,Desmond Ridder pass complete short right to Tyler Allgeier for 7 yards (tackle by Frankie Luvu),-0.62,-1.24,1.0,2023,2
3.0,9:45,4.0,3.0,ATL 32,10.0,7.0,"Bradley Pinion punts 60 yards, returned by Ihmir Smith-Marsette for 13 yards (tackle by Scott Miller)",-1.24,-0.34,1.0,2023,2
3.0,9:34,1.0,10.0,CAR 21,10.0,7.0,Miles Sanders left tackle for 9 yards (tackle by Tre Flowers and DeAundre Alford),0.34,1.02,1.0,2023,2
3.0,8:56,2.0,1.0,CAR 30,10.0,7.0,Chuba Hubbard left tackle for 6 yards (tackle by Kaden Elliss),1.02,1.33,1.0,2023,2
3.0,8:17,1.0,10.0,CAR 36,10.0,7.0,Bryce Young pass complete short middle to Miles Sanders for 3 yards (tackle by Kaden Elliss),1.33,1.2,1.0,2023,2
3.0,7:33,2.0,7.0,CAR 39,10.0,7.0,Chuba Hubbard right guard for 1 yard (tackle by Troy Andersen and David Onyemata),1.2,0.63,1.0,2023,2
3.0,6:49,3.0,6.0,CAR 40,10.0,7.0,"Bryce Young pass short middle intended for Terrace Marshall is intercepted by Jessie Bates at ATL-49 and returned for no gain (tackle by Terrace Marshall). Penalty on Ian Thomas: Unnecessary Roughness / Offense, 15 yards (accepted)",0.63,-3.18,1.0,2023,2
3.0,6:38,1.0,10.0,CAR 36,10.0,7.0,Bijan Robinson right tackle for 9 yards (tackle by Shaq Thompson and Jeremy Chinn),3.18,3.85,1.0,2023,2
3.0,6:17,2.0,1.0,CAR 27,10.0,7.0,Bijan Robinson left end for -4 yards (tackle by DeShawn Williams),3.85,2.61,1.0,2023,2
3.0,5:36,3.0,5.0,CAR 31,10.0,7.0,Bijan Robinson left end for no gain (tackle by DeShawn Williams and Justin Houston),2.61,1.35,1.0,2023,2
3.0,4:56,4.0,5.0,CAR 31,10.0,10.0,Younghoe Koo 49 yard field goal good,1.35,3.0,1.0,2023,2
3.0,4:52,,,ATL 35,10.0,10.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,1.0,2023,2
3.0,4:52,1.0,10.0,CAR 25,10.0,10.0,Chuba Hubbard right guard for 21 yards (tackle by Tre Flowers),0.61,1.99,1.0,2023,2
3.0,4:12,1.0,10.0,CAR 46,10.0,10.0,Miles Sanders right tackle for -1 yards (tackle by Grady Jarrett and Troy Andersen),1.99,1.32,1.0,2023,2
3.0,3:33,2.0,11.0,CAR 45,10.0,10.0,Bryce Young pass complete short right to Chuba Hubbard for 2 yards (tackle by Troy Andersen),1.32,0.89,1.0,2023,2
3.0,2:58,3.0,9.0,CAR 47,10.0,10.0,"Bryce Young pass incomplete short left intended for Terrace Marshall. Penalty on Tre Flowers: Defensive Pass Interference, 9 yards (accepted) (no play)",0.89,2.65,1.0,2023,2
3.0,2:54,1.0,10.0,ATL 44,10.0,10.0,"Miles Sanders right end for no gain (tackle by Jessie Bates). Penalty on Jonathan Mingo: Illegal Formation, 5 yards (accepted) (no play)",2.65,2.32,1.0,2023,2
3.0,2:29,1.0,15.0,ATL 49,10.0,10.0,"Miles Sanders right end for 10 yards (tackle by DeAundre Alford and Jessie Bates) ATL challenged the fumble ruling, and the original play was overturned. Miles Sanders for 10 yards. Miles Sanders fumbles (forced by Jessie Bates) (tackle by DeAundre Alford), recovered by Lorenzo Carter at ATL-39 (tackle by Jessie Bates) (tackle by DeAundre Alford) (tackle by Jessie Bates)",2.32,-1.53,1.0,2023,2
3.0,2:24,1.0,10.0,ATL 39,10.0,10.0,Tyler Allgeier right tackle for 12 yards (tackle by Donte Jackson and Jeremy Chinn),1.53,2.32,1.0,2023,2
3.0,1:45,1.0,10.0,CAR 49,10.0,10.0,Tyler Allgeier right guard for 2 yards (tackle by Derrick Brown and Shaq Thompson),2.32,2.05,1.0,2023,2
3.0,1:18,2.0,8.0,CAR 47,10.0,10.0,Desmond Ridder pass complete short right to Kyle Pitts for 10 yards (tackle by C.J. Henderson),2.05,3.12,1.0,2023,2
3.0,0:53,1.0,10.0,CAR 37,10.0,10.0,Desmond Ridder pass complete short left to Tyler Allgeier for 12 yards (tackle by Derrick Brown),3.12,3.91,1.0,2023,2
3.0,0:12,1.0,10.0,CAR 25,10.0,10.0,Bijan Robinson left tackle for 21 yards (tackle by Frankie Luvu and Vonn Bell),3.91,6.28,1.0,2023,2
4.0,15:00,1.0,4.0,CAR 4,10.0,10.0,Tyler Allgeier left guard for 1 yard (tackle by Derrick Brown and Brian Burns),6.28,5.53,1.0,2023,2
4.0,14:18,2.0,3.0,CAR 3,10.0,16.0,"Tyler Allgeier left end for 3 yards, touchdown Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",5.53,7.0,1.0,2023,2
4.0,14:12,,,CAR 15,10.0,17.0,Younghoe Koo kicks extra point good,0.0,0.0,1.0,2023,2
4.0,14:12,,,ATL 35,10.0,17.0,"Penalty on CAR: Illegal Formation, 5 yards (accepted) (no play)",0.0,0.0,1.0,2023,2
4.0,14:12,,,ATL 40,10.0,17.0,"Bradley Pinion kicks off 60 yards, touchback.",0.0,0.61,1.0,2023,2
4.0,14:12,1.0,10.0,CAR 25,10.0,17.0,Miles Sanders right guard for 2 yards (tackle by Calais Campbell and David Onyemata),0.61,0.33,1.0,2023,2
4.0,13:34,2.0,8.0,CAR 27,10.0,17.0,Bryce Young pass complete short left to Miles Sanders for 7 yards (tackle by Tre Flowers),0.33,0.56,1.0,2023,2
4.0,13:08,3.0,1.0,CAR 34,10.0,17.0,Miles Sanders right guard for 2 yards (tackle by David Onyemata and Troy Andersen),0.56,1.33,1.0,2023,2
4.0,12:23,1.0,10.0,CAR 36,10.0,17.0,Bryce Young pass incomplete deep right intended for Terrace Marshall,1.33,0.79,1.0,2023,2
4.0,12:19,2.0,10.0,CAR 36,10.0,17.0,Miles Sanders right guard for 5 yards (tackle by Zach Harrison),0.79,0.76,1.0,2023,2
4.0,11:42,3.0,5.0,CAR 41,10.0,17.0,"Penalty on Ikem Ekwonu: False Start, 5 yards (accepted) (no play)",0.76,0.1,1.0,2023,2
4.0,11:42,3.0,10.0,CAR 36,10.0,17.0,Bryce Young sacked by and Troy Andersen for -7 yards and Grady Jarrett for -7 yards,0.1,-1.44,1.0,2023,2
4.0,11:06,4.0,17.0,CAR 29,10.0,17.0,Johnny Hekker punts 36 yards out of bounds,-1.44,-1.27,1.0,2023,2
4.0,10:57,1.0,10.0,ATL 35,10.0,17.0,"Bijan Robinson right end for no gain. Bijan Robinson fumbles (forced by Frankie Luvu), recovered by Kaleb McGary at CAR-48 (tackle by Brian Burns). Penalty on Chris Lindstrom: Offensive Holding, 10 yards (accepted) (no play)",1.27,0.61,1.0,2023,2
4.0,10:30,1.0,20.0,ATL 25,10.0,17.0,Desmond Ridder pass complete short right to Tyler Allgeier for no gain (tackle by Shaq Thompson),0.61,-0.63,1.0,2023,2
4.0,9:56,2.0,20.0,ATL 25,10.0,17.0,Tyler Allgeier right tackle for -2 yards (tackle by Derrick Brown and Brian Burns),-0.63,-1.55,1.0,2023,2
4.0,9:11,3.0,22.0,ATL 23,10.0,17.0,Desmond Ridder pass complete short right to Bijan Robinson for 17 yards (tackle by Derrick Brown),-1.55,-0.72,1.0,2023,2
4.0,8:30,4.0,5.0,ATL 40,10.0,17.0,"Bradley Pinion punts 55 yards, returned by Ihmir Smith-Marsette for -4 yards (tackle by Parker Hesse). Penalty on Troy Hill: Unnecessary Roughness / Offense, 15 yards (offset) . Penalty on Parker Hesse: Horse Collar Tackle, 15 yards (offset)",-0.72,0.38,1.0,2023,2
4.0,8:16,1.0,10.0,CAR 1,10.0,17.0,Bryce Young pass incomplete deep left intended for Jonathan Mingo,-0.38,-0.78,1.0,2023,2
4.0,8:10,2.0,10.0,CAR 1,10.0,17.0,Miles Sanders right guard for 2 yards (tackle by Albert Huggins and Zach Harrison),-0.78,-1.19,1.0,2023,2
4.0,7:24,3.0,8.0,CAR 3,10.0,17.0,Bryce Young pass incomplete short right intended for Terrace Marshall,-1.19,-2.49,1.0,2023,2
4.0,7:22,4.0,8.0,CAR 3,10.0,17.0,Johnny Hekker punts 53 yards downed by Laviska Shenault,-2.49,-1.86,1.0,2023,2
4.0,7:09,1.0,10.0,ATL 44,10.0,17.0,Tyler Allgeier left end for 1 yard (tackle by Frankie Luvu and Nick Thurman),1.86,1.45,1.0,2023,2
4.0,6:29,2.0,9.0,ATL 45,10.0,17.0,Desmond Ridder pass complete short right to Mack Hollins for 11 yards (tackle by C.J. Henderson),1.45,2.65,1.0,2023,2
4.0,5:47,1.0,10.0,CAR 44,10.0,17.0,Tyler Allgeier left tackle for 3 yards (tackle by DeShawn Williams),2.65,2.52,1.0,2023,2
4.0,5:06,2.0,7.0,CAR 41,10.0,17.0,"Desmond Ridder pass complete deep right to Kyle Pitts for 34 yards (tackle by Vonn Bell). Penalty on C.J. Henderson: Defensive Pass Interference, 15 yards (declined)",2.52,5.6,1.0,2023,2
4.0,4:57,1.0,7.0,CAR 7,10.0,17.0,Tyler Allgeier right tackle for 4 yards (tackle by Derrick Brown),5.6,5.53,1.0,2023,2
4.0,4:52,,,,,,Timeout #1 by Carolina Panthers,,,1.0,2023,2
4.0,4:52,2.0,3.0,CAR 3,10.0,23.0,"Tyler Allgeier left tackle for 3 yards, touchdown",5.53,7.0,1.0,2023,2
4.0,4:48,,,CAR 15,10.0,24.0,Younghoe Koo kicks extra point good,0.0,0.0,1.0,2023,2
4.0,4:48,,,ATL 35,10.0,24.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,1.0,2023,2
4.0,4:48,1.0,10.0,CAR 25,10.0,24.0,Bryce Young pass incomplete short left intended for Miles Sanders,0.61,0.06,1.0,2023,2
4.0,4:42,2.0,10.0,CAR 25,10.0,24.0,Bryce Young pass incomplete deep right,0.06,-0.62,1.0,2023,2
4.0,4:34,3.0,10.0,CAR 25,10.0,24.0,Bryce Young sacked by Lorenzo Carter for -12 yards,-0.62,-2.49,1.0,2023,2
4.0,4:01,,,,,,Timeout #1 by Atlanta Falcons,,,1.0,2023,2
4.0,4:01,4.0,22.0,CAR 13,10.0,24.0,"Johnny Hekker punts 69 yards, returned by Scott Miller for 4 yards (tackle by Tommy Tremble)",-2.49,-0.41,1.0,2023,2
4.0,3:47,1.0,10.0,ATL 22,10.0,24.0,Bijan Robinson left tackle for 1 yard (tackle by Shy Tuttle and Nick Thurman),0.41,0.0,1.0,2023,2
4.0,3:41,,,,,,Timeout #2 by Carolina Panthers,,,1.0,2023,2
4.0,3:41,2.0,9.0,ATL 23,10.0,24.0,Tyler Allgeier right guard for 3 yards (tackle by Shy Tuttle and Jeremy Chinn),0.0,-0.29,1.0,2023,2
4.0,3:37,,,,,,Timeout #3 by Carolina Panthers,,,1.0,2023,2
4.0,3:37,3.0,6.0,ATL 26,10.0,24.0,Tyler Allgeier left tackle for no gain (tackle by Shaq Thompson),-0.29,-1.63,1.0,2023,2
4.0,2:52,4.0,6.0,ATL 26,10.0,24.0,Bradley Pinion punts 44 yards downed by Tae Davis,-1.63,-0.94,1.0,2023,2
4.0,2:39,1.0,10.0,CAR 30,10.0,24.0,Bryce Young pass incomplete short left,0.94,0.39,1.0,2023,2
4.0,2:34,2.0,10.0,CAR 30,10.0,24.0,Bryce Young pass complete short middle to Miles Sanders for 11 yards (tackle by Kaden Elliss),0.39,1.66,1.0,2023,2
4.0,2:26,1.0,10.0,CAR 41,10.0,24.0,Bryce Young pass complete short left to Hayden Hurst for 9 yards,1.66,2.34,1.0,2023,2
4.0,2:20,2.0,1.0,CAR 50,10.0,24.0,Chuba Hubbard left guard for 3 yards (tackle by Kaden Elliss),2.34,2.46,1.0,2023,2
4.0,2:00,1.0,10.0,ATL 47,10.0,24.0,Bryce Young pass incomplete short left intended for Miles Sanders (defended by David Onyemata),2.46,1.91,1.0,2023,2
4.0,1:57,2.0,10.0,ATL 47,10.0,24.0,"Bryce Young pass complete short left to Jonathan Mingo for no gain (tackle by Tre Flowers). Penalty on Troy Andersen: Defensive Holding, 4 yards (accepted) (no play)",1.91,2.72,1.0,2023,2
4.0,1:52,1.0,10.0,ATL 43,10.0,24.0,Bryce Young pass complete short left to Miles Sanders for 5 yards (tackle by Kaden Elliss),2.72,2.85,1.0,2023,2
4.0,1:27,2.0,5.0,ATL 38,10.0,24.0,Bryce Young pass incomplete short right,2.85,2.15,1.0,2023,2
4.0,1:23,3.0,5.0,ATL 38,10.0,24.0,Bryce Young pass complete short middle to Adam Thielen for 9 yards (tackle by Richie Grant),2.15,3.64,1.0,2023,2
4.0,1:01,1.0,10.0,ATL 29,10.0,24.0,Bryce Young pass incomplete short right,3.64,3.1,1.0,2023,2
4.0,0:56,2.0,10.0,ATL 29,10.0,24.0,"Bryce Young pass incomplete short left intended for Chuba Hubbard. Penalty on Ihmir Smith-Marsette: Offensive Pass Interference, 10 yards (accepted) (no play)",3.1,1.75,1.0,2023,2
4.0,0:52,2.0,20.0,ATL 39,10.0,24.0,Miles Sanders right guard for 5 yards (tackle by Kaden Elliss),1.75,1.75,1.0,2023,2
4.0,0:28,3.0,15.0,ATL 34,10.0,24.0,Bryce Young pass incomplete deep right,1.75,1.06,1.0,2023,2
4.0,0:22,4.0,15.0,ATL 34,10.0,24.0,Bryce Young scrambles right tackle for 4 yards (tackle by Richie Grant),1.06,-0.94,1.0,2023,2
