Quarter,Time,Down,ToGo,Location,DAL,NYG,Detail,EPB,EPA,week,year,game_id
2.0,5:52,3.0,1.0,NYG 39,26.0,0.0,Daniel Jones pass complete short left to Darren Waller for 8 yards (tackle by Malik Hooker),0.89,2.06,1.0,2023,15
2.0,5:25,1.0,10.0,NYG 47,26.0,0.0,Saquon Barkley left end for -2 yards (tackle by Dorance Armstrong and Johnathan Hankins),2.06,1.25,1.0,2023,15
2.0,4:49,2.0,12.0,NYG 45,26.0,0.0,Daniel Jones pass incomplete short middle intended for Isaiah Hodgins,1.25,0.56,1.0,2023,15
2.0,4:44,3.0,12.0,NYG 45,26.0,0.0,Daniel Jones scrambles left end for 7 yards (tackle by Leighton Vander Esch),0.56,0.07,1.0,2023,15
2.0,4:31,,,,,,Timeout #1 by Dallas Cowboys,,,1.0,2023,15
2.0,4:31,4.0,5.0,DAL 48,26.0,0.0,Daniel Jones pass complete short left to Darren Waller for 22 yards (tackle by Stephon Gilmore),0.07,3.84,1.0,2023,15
2.0,3:46,1.0,10.0,DAL 26,26.0,0.0,Saquon Barkley up the middle for 2 yards (tackle by Markquese Bell),3.84,3.57,1.0,2023,15
2.0,3:13,2.0,8.0,DAL 24,26.0,0.0,Saquon Barkley left guard for 3 yards (tackle by Osa Odighizuwa and Markquese Bell),3.57,3.27,1.0,2023,15
2.0,2:32,3.0,5.0,DAL 21,26.0,0.0,Daniel Jones pass complete short right to Saquon Barkley for 7 yards (tackle by Leighton Vander Esch),3.27,4.65,1.0,2023,15
2.0,2:00,1.0,10.0,DAL 14,26.0,0.0,Daniel Jones sacked by Dorance Armstrong for -5 yards,4.65,3.37,1.0,2023,15
2.0,1:21,2.0,15.0,DAL 19,26.0,0.0,Daniel Jones pass incomplete short right intended for Parris Campbell,3.37,2.73,1.0,2023,15
2.0,1:16,3.0,15.0,DAL 19,26.0,0.0,Daniel Jones scrambles up the middle for 1 yard (tackle by Sam Williams and Juanyeh Thomas),2.73,2.25,1.0,2023,15
2.0,1:10,,,,,,Timeout #2 by Dallas Cowboys,,,1.0,2023,15
2.0,1:10,4.0,14.0,DAL 18,26.0,0.0,Graham Gano 36 yard field goal no good,2.25,-0.67,1.0,2023,15
2.0,1:05,1.0,10.0,DAL 26,26.0,0.0,Dak Prescott pass incomplete deep left intended for Michael Gallup (defended by Deonte Banks),0.67,0.13,1.0,2023,15
2.0,1:00,2.0,10.0,DAL 26,26.0,0.0,Dak Prescott pass incomplete short right intended for Tony Pollard,0.13,-0.56,1.0,2023,15
2.0,0:56,,,,,,Timeout #3 by Dallas Cowboys,,,1.0,2023,15
2.0,0:56,3.0,10.0,DAL 26,26.0,0.0,Tony Pollard right guard for 4 yards (tackle by Dexter Lawrence),-0.56,-1.37,1.0,2023,15
2.0,0:52,,,,,,Timeout #3 by New York Giants,,,1.0,2023,15
2.0,0:52,4.0,6.0,DAL 30,26.0,0.0,"Bryan Anger punts 48 yards, returned by Eric Gray for 7 yards (tackle by Jalen Tolbert)",-1.37,-0.87,1.0,2023,15
2.0,0:42,1.0,10.0,NYG 29,26.0,0.0,Daniel Jones pass incomplete short middle intended for Jalin Hyatt,0.87,0.33,1.0,2023,15
2.0,0:37,2.0,10.0,NYG 29,26.0,0.0,Daniel Jones sacked by Osa Odighizuwa for -7 yards,0.33,-1.29,1.0,2023,15
3.0,15:00,,,NYG 35,26.0,0.0,"Graham Gano kicks off 65 yards, touchback.",0.0,0.61,1.0,2023,15
3.0,15:00,1.0,10.0,DAL 25,26.0,0.0,Dak Prescott pass complete short left to Michael Gallup for 10 yards (tackle by Nick McCloud),0.61,1.27,1.0,2023,15
3.0,14:30,1.0,10.0,DAL 35,26.0,0.0,Tony Pollard up the middle for 7 yards (tackle by Micah McFadden),1.27,1.67,1.0,2023,15
3.0,14:01,2.0,3.0,DAL 42,26.0,0.0,KaVontae Turpin left tackle for 1 yard (tackle by Dexter Lawrence and Kayvon Thibodeaux),1.67,1.09,1.0,2023,15
3.0,13:22,3.0,2.0,DAL 43,26.0,0.0,Dak Prescott pass complete short right to CeeDee Lamb for 9 yards (tackle by Jason Pinnock),1.09,2.39,1.0,2023,15
3.0,12:50,1.0,10.0,NYG 48,26.0,0.0,Tony Pollard right tackle for 25 yards (tackle by Tre Hawkins),2.39,4.04,1.0,2023,15
3.0,12:10,1.0,10.0,NYG 23,26.0,0.0,Rico Dowdle right tackle for 4 yards (tackle by A'Shawn Robinson and Xavier McKinney),4.04,4.05,1.0,2023,15
3.0,11:30,2.0,6.0,NYG 19,26.0,0.0,Dak Prescott pass incomplete deep left intended for Peyton Hendershot,4.05,3.34,1.0,2023,15
3.0,11:26,3.0,6.0,NYG 19,26.0,0.0,"Dak Prescott pass complete short right to Tony Pollard for 7 yards. Tony Pollard fumbles (forced by Bobby Okereke), recovered by Tyler Biadasz at NYG-4 (tackle by Bobby Okereke)",3.34,6.28,1.0,2023,15
3.0,10:38,1.0,4.0,NYG 4,26.0,0.0,Tony Pollard right tackle for 3 yards (tackle by Tre Hawkins and Micah McFadden),6.28,5.91,1.0,2023,15
3.0,10:05,2.0,1.0,NYG 1,32.0,0.0,"Tony Pollard right end for 1 yard, touchdown",5.91,7.0,1.0,2023,15
3.0,10:01,,,NYG 15,33.0,0.0,Brandon Aubrey kicks extra point good,0.0,0.0,1.0,2023,15
3.0,10:01,,,DAL 35,33.0,0.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,1.0,2023,15
3.0,10:01,1.0,10.0,NYG 25,33.0,0.0,Daniel Jones scrambles right end for 9 yards (tackle by Jayron Kearse),0.61,1.28,1.0,2023,15
3.0,9:27,2.0,1.0,NYG 34,33.0,0.0,"Daniel Jones aborted snap, recovered by Daniel Jones at NYG-30 and returned for -2 yards (tackle by Mazi Smith)",1.28,0.3,1.0,2023,15
3.0,8:49,3.0,3.0,NYG 32,33.0,0.0,Daniel Jones up the middle for no gain (tackle by Micah Parsons),0.3,-1.24,1.0,2023,15
3.0,8:03,4.0,3.0,NYG 32,33.0,0.0,Daniel Jones pass complete short left to Saquon Barkley for 5 yards (tackle by Trevon Diggs),-1.24,1.4,1.0,2023,15
3.0,7:32,1.0,10.0,NYG 37,33.0,0.0,Daniel Jones sacked by Osa Odighizuwa for -4 yards,1.4,0.32,1.0,2023,15
3.0,6:52,2.0,14.0,NYG 33,33.0,0.0,Daniel Jones pass complete short left to Darius Slayton for 2 yards (tackle by Trevon Diggs),0.32,-0.1,1.0,2023,15
3.0,6:10,3.0,12.0,NYG 35,33.0,0.0,Daniel Jones sacked by Dorance Armstrong for -3 yards,-0.1,-1.24,1.0,2023,15
3.0,5:28,4.0,15.0,NYG 32,33.0,0.0,"Jamie Gillan punts 39 yards, returned by KaVontae Turpin for 7 yards (tackle by Casey Kreiter)",-1.24,-1.33,1.0,2023,15
3.0,5:18,1.0,10.0,DAL 36,33.0,0.0,Rico Dowdle up the middle for 3 yards (tackle by Rakeem Nunez-Roches and Micah McFadden),1.33,1.13,1.0,2023,15
3.0,4:42,2.0,8.0,DAL 39,33.0,0.0,"Dak Prescott pass incomplete intended for CeeDee Lamb. Penalty on Tre Hawkins: Defensive Holding, 5 yards (accepted) (no play)",1.13,1.86,1.0,2023,15
3.0,4:36,1.0,10.0,DAL 44,33.0,0.0,Rico Dowdle right tackle for 5 yards (tackle by Rakeem Nunez-Roches and Dexter Lawrence),1.86,1.99,1.0,2023,15
3.0,4:08,2.0,5.0,DAL 49,33.0,0.0,Dak Prescott pass complete short right to CeeDee Lamb for no gain (tackle by Micah McFadden),1.99,1.29,1.0,2023,15
3.0,3:20,3.0,5.0,DAL 49,33.0,0.0,"Penalty on Terence Steele: False Start, 5 yards (accepted) (no play)",1.29,0.63,1.0,2023,15
3.0,3:02,3.0,10.0,DAL 44,33.0,0.0,Dak Prescott pass incomplete short middle intended for Brandin Cooks,0.63,-0.46,1.0,2023,15
3.0,2:57,4.0,10.0,DAL 44,33.0,0.0,"Bryan Anger punts 56 yards, touchback.",-0.46,-0.28,1.0,2023,15
3.0,2:48,1.0,10.0,NYG 20,33.0,0.0,Saquon Barkley left tackle for 18 yards (tackle by Leighton Vander Esch and Jayron Kearse),0.28,1.47,1.0,2023,15
3.0,2:16,1.0,10.0,NYG 38,33.0,0.0,Daniel Jones pass complete short right to Daniel Bellinger for 1 yard (tackle by Damone Clark),1.47,1.06,1.0,2023,15
3.0,1:49,2.0,9.0,NYG 39,33.0,0.0,Daniel Jones pass incomplete short right intended for Parris Campbell,1.06,0.37,1.0,2023,15
3.0,1:45,3.0,9.0,NYG 39,33.0,0.0,Daniel Jones pass complete short middle to Darius Slayton for 8 yards (tackle by Stephon Gilmore),0.37,-0.26,1.0,2023,15
3.0,1:14,4.0,1.0,NYG 47,33.0,0.0,Daniel Jones up the middle for 1 yard (tackle by Jayron Kearse and Mazi Smith),-0.26,2.13,1.0,2023,15
3.0,0:43,1.0,10.0,NYG 48,33.0,0.0,Daniel Jones right end for 2 yards (tackle by Jayron Kearse and Damone Clark),2.13,1.85,1.0,2023,15
3.0,0:12,2.0,8.0,NYG 50,33.0,0.0,Daniel Jones pass incomplete short left intended for Sterling Shepard (defended by Stephon Gilmore),1.85,1.16,1.0,2023,15
3.0,0:07,3.0,8.0,NYG 50,33.0,0.0,Daniel Jones pass incomplete short middle intended for Parris Campbell (defended by Dante Fowler),1.16,-0.06,1.0,2023,15
3.0,0:02,4.0,8.0,NYG 50,33.0,0.0,"Daniel Jones pass incomplete short right intended for Isaiah Hodgins (defended by Stephon Gilmore). Penalty on Andrew Thomas: Offensive Holding, 10 yards (declined)",-0.06,-2.26,1.0,2023,15
4.0,15:00,1.0,10.0,NYG 50,33.0,0.0,Dak Prescott pass complete short right to CeeDee Lamb for 19 yards (tackle by Tre Hawkins),2.26,3.51,1.0,2023,15
4.0,14:27,1.0,10.0,NYG 31,33.0,0.0,Tony Pollard up the middle for 12 yards (tackle by Bobby Okereke),3.51,4.31,1.0,2023,15
4.0,13:49,1.0,10.0,NYG 19,33.0,0.0,Tony Pollard right guard for 3 yards (tackle by Bobby Okereke),4.31,4.18,1.0,2023,15
4.0,13:10,2.0,7.0,NYG 16,33.0,0.0,Dak Prescott pass incomplete short left intended for KaVontae Turpin,4.18,3.41,1.0,2023,15
4.0,13:04,3.0,7.0,NYG 16,33.0,0.0,Dak Prescott pass complete short middle to KaVontae Turpin for 7 yards (tackle by Jason Pinnock),3.41,5.14,1.0,2023,15
4.0,12:22,1.0,9.0,NYG 9,33.0,0.0,Tony Pollard left tackle for 2 yards (tackle by Leonard Williams and Micah McFadden),5.14,4.76,1.0,2023,15
4.0,11:41,2.0,7.0,NYG 7,33.0,0.0,Dak Prescott pass incomplete short left intended for Jake Ferguson,4.76,3.81,1.0,2023,15
4.0,11:37,3.0,7.0,NYG 7,39.0,0.0,"KaVontae Turpin left end for 7 yards, touchdown",3.81,7.0,1.0,2023,15
4.0,11:31,,,NYG 15,40.0,0.0,Brandon Aubrey kicks extra point good,0.0,0.0,1.0,2023,15
4.0,11:31,,,DAL 35,40.0,0.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,1.0,2023,15
4.0,11:31,1.0,10.0,NYG 25,40.0,0.0,"Daniel Jones pass complete short middle to Isaiah Hodgins for 24 yards. Isaiah Hodgins fumbles (forced by Trevon Diggs), recovered by Israel Mukuamu at DAL-40 and returned for -3 yards (tackle by Sterling Shepard)",0.61,-1.4,1.0,2023,15
4.0,11:19,1.0,10.0,DAL 37,40.0,0.0,Deuce Vaughn right end for 5 yards (tackle by Tre Hawkins),1.4,1.53,1.0,2023,15
4.0,10:40,2.0,5.0,DAL 42,40.0,0.0,Deuce Vaughn left guard for 2 yards (tackle by Boogie Basham),1.53,1.09,1.0,2023,15
4.0,10:00,3.0,3.0,DAL 44,40.0,0.0,Deuce Vaughn left end for -5 yards (tackle by Micah McFadden),1.09,-0.78,1.0,2023,15
4.0,9:15,4.0,8.0,DAL 39,40.0,0.0,Bryan Anger punts 42 yards downed by Peyton Hendershot,-0.78,-0.15,1.0,2023,15
4.0,9:04,1.0,10.0,NYG 19,40.0,0.0,Daniel Jones scrambles left end for 1 yard (tackle by Damone Clark),0.15,-0.2,1.0,2023,15
4.0,8:27,2.0,9.0,NYG 20,40.0,0.0,Daniel Jones pass complete short right to Lawrence Cager for 8 yards (tackle by DaRon Bland),-0.2,0.1,1.0,2023,15
4.0,8:04,3.0,1.0,NYG 28,40.0,0.0,Matt Breida up the middle for 3 yards (tackle by Chauncey Golston and Sam Williams),0.1,1.0,1.0,2023,15
4.0,7:33,1.0,10.0,NYG 31,40.0,0.0,"Daniel Jones scrambles for no gain (tackle by Juanyeh Thomas). Penalty on Ben Bredeson: Offensive Holding, 10 yards (accepted) (no play)",1.0,0.34,1.0,2023,15
4.0,7:11,1.0,20.0,NYG 21,40.0,0.0,"Daniel Jones sacked by Chauncey Golston for no gain. Penalty on Markquese Bell: Defensive Holding, 5 yards (accepted) (no play)",0.34,0.67,1.0,2023,15
4.0,6:53,1.0,10.0,NYG 26,40.0,0.0,Gary Brightwell right end for 5 yards (tackle by Markquese Bell),0.67,0.81,1.0,2023,15
4.0,6:26,2.0,5.0,NYG 31,40.0,0.0,Daniel Jones pass complete short left to Parris Campbell for 2 yards (tackle by DaRon Bland),0.81,0.37,1.0,2023,15
4.0,6:00,3.0,3.0,NYG 33,40.0,0.0,Daniel Jones pass complete short middle to Lawrence Cager for 9 yards (tackle by C.J. Goodwin and Damone Clark),0.37,1.73,1.0,2023,15
4.0,5:28,1.0,10.0,NYG 42,40.0,0.0,"Daniel Jones sacked by Chauncey Golston for -9 yards. Daniel Jones fumbles (forced by Chauncey Golston), recovered by Mark Glowinski at NYG-33 (tackle by Chauncey Golston)",1.73,-0.03,1.0,2023,15
4.0,4:45,2.0,19.0,NYG 33,40.0,0.0,"Penalty on Sam Williams: Defensive Offside, 5 yards (accepted) (no play)",-0.03,0.65,1.0,2023,15
4.0,4:45,2.0,14.0,NYG 38,40.0,0.0,"Daniel Jones pass complete short left to Matt Breida for -5 yards. Matt Breida fumbles (forced by Markquese Bell), recovered by Parris Campbell at NYG-35 and returned for -2 yards",0.65,-0.69,1.0,2023,15
4.0,4:01,3.0,19.0,NYG 33,40.0,0.0,Daniel Jones pass complete short left to Darius Slayton for 5 yards (tackle by Markquese Bell),-0.69,-0.85,1.0,2023,15
4.0,3:16,4.0,14.0,NYG 38,40.0,0.0,Daniel Jones pass incomplete deep right intended for Darius Slayton,-0.85,-3.05,1.0,2023,15
4.0,3:10,1.0,10.0,NYG 38,40.0,0.0,Deuce Vaughn right tackle for no gain (tackle by Bobby Okereke),3.05,2.51,1.0,2023,15
4.0,2:26,2.0,10.0,NYG 38,40.0,0.0,Deuce Vaughn right end for 4 yards (tackle by Micah McFadden and A'Shawn Robinson),2.51,2.34,1.0,2023,15
4.0,2:00,3.0,6.0,NYG 34,40.0,0.0,Deuce Vaughn right end for 2 yards (tackle by A'Shawn Robinson and Jason Pinnock),2.34,1.27,1.0,2023,15
4.0,1:14,,,,,,Timeout #1 by Dallas Cowboys,,,1.0,2023,15
4.0,1:14,4.0,4.0,NYG 32,40.0,0.0,Cooper Rush pass incomplete deep left intended for Jalen Tolbert,1.27,-1.07,1.0,2023,15
4.0,1:10,1.0,10.0,NYG 32,40.0,0.0,"Tyrod Taylor scrambles for no gain (tackle by DaRon Bland). Penalty on Joshua Ezeudu: Offensive Holding, 10 yards (accepted) (no play)",1.07,0.41,1.0,2023,15
4.0,1:01,1.0,20.0,NYG 22,40.0,0.0,Tyrod Taylor pass complete short right to Gary Brightwell for 9 yards (tackle by Devin Harper and Markquese Bell),0.41,0.39,1.0,2023,15
4.0,0:30,2.0,11.0,NYG 31,40.0,0.0,Tyrod Taylor pass complete short left to Gary Brightwell for -3 yards (tackle by DaRon Bland),0.39,-0.69,1.0,2023,15
