Quarter,Time,Down,ToGo,Location,CIN,CLE,Detail,EPB,EPA,week,year,game_id
1.0,3:35,1.0,10.0,CIN 13,0.0,0.0,Joe Mixon right tackle for 3 yards (tackle by Sione Takitaki and Denzel Ward),-0.32,-0.44,1.0,2023,3
1.0,3:01,2.0,7.0,CIN 16,0.0,0.0,Joe Burrow pass incomplete short right intended for Irv Smith,-0.44,-1.06,1.0,2023,3
1.0,2:58,3.0,7.0,CIN 16,0.0,0.0,Joe Burrow pass complete short middle to Tyler Boyd for 6 yards (tackle by Grant Delpit),-1.06,-1.9,1.0,2023,3
1.0,2:17,4.0,1.0,CIN 22,0.0,0.0,"Brad Robbins punts 41 yards, returned by Donovan Peoples-Jones for 6 yards (tackle by Mitchell Wilcox)",-1.9,-1.8,1.0,2023,3
1.0,2:09,1.0,10.0,CLE 43,0.0,0.0,Deshaun Watson pass complete short left to Nick Chubb for 7 yards (tackle by Cameron Sample),1.8,2.2,1.0,2023,3
1.0,1:30,2.0,3.0,CLE 50,0.0,0.0,Nick Chubb right guard for 6 yards (tackle by Logan Wilson and Nick Scott),2.2,2.65,1.0,2023,3
1.0,0:59,1.0,10.0,CIN 44,0.0,0.0,Deshaun Watson pass complete deep right to Amari Cooper for 20 yards (tackle by Logan Wilson),2.65,3.97,1.0,2023,3
1.0,0:23,1.0,10.0,CIN 24,0.0,0.0,Deshaun Watson scrambles left end for 2 yards (tackle by Germaine Pratt),3.97,3.7,1.0,2023,3
2.0,15:00,2.0,8.0,CIN 22,0.0,0.0,Deshaun Watson pass complete short right to Nick Chubb for -2 yards (tackle by Logan Wilson and Sam Hubbard),3.7,2.74,1.0,2023,3
2.0,14:24,3.0,10.0,CIN 24,0.0,0.0,Deshaun Watson pass incomplete short left intended for Elijah Moore,2.74,1.87,1.0,2023,3
2.0,14:19,4.0,10.0,CIN 24,0.0,3.0,Dustin Hopkins 42 yard field goal good,1.87,3.0,1.0,2023,3
2.0,14:15,,,CLE 35,0.0,3.0,"Dustin Hopkins kicks off 66 yards, returned by Chris Evans for 18 yards (tackle by Matthew Adams and Pierre Strong)",0.0,-0.06,1.0,2023,3
2.0,14:12,1.0,10.0,CIN 17,0.0,3.0,Joe Burrow pass incomplete short left intended for Joe Mixon,-0.06,-0.58,1.0,2023,3
2.0,14:07,2.0,10.0,CIN 17,0.0,3.0,Joe Burrow pass incomplete short middle intended for Tyler Boyd (defended by Greg Newsome),-0.58,-1.25,1.0,2023,3
2.0,14:04,3.0,10.0,CIN 17,0.0,3.0,"Penalty on CIN: Delay of Game, 5 yards (accepted) (no play)",-1.25,-2.01,1.0,2023,3
2.0,14:04,3.0,15.0,CIN 12,0.0,3.0,Chris Evans left guard for 7 yards (tackle by Za'Darius Smith and Grant Delpit),-2.01,-2.14,1.0,2023,3
2.0,13:23,4.0,8.0,CIN 19,0.0,3.0,Brad Robbins punts 37 yards out of bounds,-2.14,-1.86,1.0,2023,3
2.0,13:17,1.0,10.0,CLE 44,0.0,3.0,"Jerome Ford left guard for 3 yards (tackle by Daxton Hill). Penalty on Joel Bitonio: Offensive Holding, 10 yards (accepted)",1.86,1.4,1.0,2023,3
2.0,12:57,1.0,17.0,CLE 37,0.0,3.0,Deshaun Watson pass complete short right to Amari Cooper for 6 yards (tackle by Cam Taylor-Britt),1.4,1.18,1.0,2023,3
2.0,12:17,2.0,11.0,CLE 43,0.0,3.0,Deshaun Watson pass incomplete short left intended for Amari Cooper (defended by Trey Hendrickson),1.18,0.5,1.0,2023,3
2.0,12:13,3.0,11.0,CLE 43,0.0,3.0,Deshaun Watson pass incomplete deep right intended for Marquise Goodwin (defended by Cam Taylor-Britt),0.5,-0.52,1.0,2023,3
2.0,12:06,4.0,11.0,CLE 43,0.0,3.0,Corey Bojorquez punts 36 yards out of bounds,-0.52,-0.34,1.0,2023,3
2.0,11:59,1.0,10.0,CIN 21,0.0,3.0,Joe Mixon left guard for 12 yards (tackle by Greg Newsome and Rodney McLeod),0.34,1.14,1.0,2023,3
2.0,11:19,1.0,10.0,CIN 33,0.0,3.0,Joe Mixon right guard for 22 yards (tackle by Grant Delpit),1.14,2.59,1.0,2023,3
2.0,10:40,1.0,10.0,CLE 45,0.0,3.0,Trayveon Williams left guard for 2 yards (tackle by Martin Emerson),2.59,2.31,1.0,2023,3
2.0,9:56,2.0,8.0,CLE 43,0.0,3.0,Trayveon Williams right guard for 5 yards (tackle by Grant Delpit),2.31,2.28,1.0,2023,3
2.0,8:53,3.0,3.0,CLE 38,0.0,3.0,Joe Burrow pass incomplete deep right intended for Tee Higgins,2.28,0.72,1.0,2023,3
2.0,8:47,4.0,3.0,CLE 38,0.0,3.0,"Brad Robbins punts 38 yards, touchback.",0.72,-0.28,1.0,2023,3
2.0,8:39,1.0,10.0,CLE 20,0.0,3.0,Deshaun Watson pass complete short left to David Njoku for 9 yards (tackle by Nick Scott),0.28,0.95,1.0,2023,3
2.0,8:03,2.0,1.0,CLE 29,0.0,3.0,Nick Chubb left tackle for 2 yards (tackle by Cameron Sample and Sam Hubbard),0.95,1.0,1.0,2023,3
2.0,7:19,1.0,10.0,CLE 31,0.0,3.0,Nick Chubb left guard for 7 yards (tackle by DJ Turner),1.0,1.41,1.0,2023,3
2.0,6:48,2.0,3.0,CLE 38,0.0,3.0,Deshaun Watson pass incomplete deep right intended for Donovan Peoples-Jones,1.41,0.7,1.0,2023,3
2.0,6:40,3.0,3.0,CLE 38,0.0,3.0,Nick Chubb right guard for 2 yards (tackle by D.J. Reader),0.7,-0.72,1.0,2023,3
2.0,5:55,4.0,1.0,CLE 40,0.0,3.0,"Penalty on CLE: Delay of Game, 5 yards (accepted) (no play)",-0.72,-1.04,1.0,2023,3
2.0,5:55,4.0,6.0,CLE 35,0.0,3.0,"Corey Bojorquez punts 56 yards, returned by Charlie Jones for 1 yard (tackle by Cameron Mitchell). Penalty on Jalen Davis: Unnecessary Roughness / Defense, 5 yards (accepted)",-1.04,0.38,1.0,2023,3
2.0,5:41,1.0,10.0,CIN 5,0.0,3.0,Joe Mixon up the middle for 2 yards (tackle by Greg Newsome and Dalvin Tomlinson),-0.38,-0.63,1.0,2023,3
2.0,5:01,2.0,8.0,CIN 7,0.0,3.0,Joe Burrow pass complete short right to Ja'Marr Chase for 7 yards (tackle by Jeremiah Owusu-Koramoah),-0.63,-0.37,1.0,2023,3
2.0,4:14,3.0,1.0,CIN 14,0.0,3.0,"Joe Mixon left guard for no gain (tackle by Jeremiah Owusu-Koramoah) Penalty on CIN: Illegal Shift, 5 yards (declined)",-0.37,-2.47,1.0,2023,3
2.0,4:12,4.0,1.0,CIN 14,0.0,3.0,"Brad Robbins punts 54 yards, fair catch by Donovan Peoples-Jones at CLE-32",-2.47,-1.07,1.0,2023,3
2.0,4:05,1.0,10.0,CLE 32,0.0,3.0,Nick Chubb left guard for 13 yards (tackle by Nick Scott and Cam Taylor-Britt),1.07,1.93,1.0,2023,3
2.0,3:41,1.0,10.0,CLE 45,0.0,3.0,Nick Chubb right tackle for 1 yard (tackle by Mike Hilton and Germaine Pratt),1.93,1.52,1.0,2023,3
2.0,3:07,2.0,9.0,CLE 46,0.0,3.0,Jerome Ford right tackle for no gain (tackle by Sam Hubbard),1.52,0.83,1.0,2023,3
2.0,2:19,3.0,9.0,CLE 46,0.0,3.0,Deshaun Watson pass incomplete deep right intended for Amari Cooper,0.83,-0.32,1.0,2023,3
2.0,2:14,4.0,9.0,CLE 46,0.0,3.0,Corey Bojorquez punts 33 yards out of bounds,-0.32,-0.34,1.0,2023,3
2.0,2:07,1.0,10.0,CIN 21,0.0,3.0,Joe Mixon left tackle for 3 yards (tackle by Maurice Hurst and Alex Wright),0.34,0.21,1.0,2023,3
2.0,2:00,2.0,7.0,CIN 24,0.0,3.0,Joe Burrow pass complete to Ja'Marr Chase for no gain (tackle by Greg Newsome) (no play),0.21,-0.53,1.0,2023,3
2.0,1:54,2.0,12.0,CIN 19,0.0,3.0,Joe Burrow pass complete short right to Tyler Boyd for 4 yards,-0.53,-0.63,1.0,2023,3
2.0,1:48,3.0,8.0,CIN 23,0.0,3.0,Joe Burrow pass incomplete deep left intended for Tee Higgins,-0.63,-1.83,1.0,2023,3
2.0,1:43,4.0,8.0,CIN 23,0.0,3.0,"Brad Robbins punts 44 yards, fair catch by Donovan Peoples-Jones at CLE-33",-1.83,-1.14,1.0,2023,3
2.0,1:36,1.0,10.0,CLE 33,0.0,3.0,Elijah Moore right end for 19 yards (tackle by Cam Taylor-Britt),1.14,2.39,1.0,2023,3
2.0,0:56,1.0,10.0,CIN 48,0.0,3.0,Deshaun Watson pass incomplete short right intended for David Bell,2.39,1.85,1.0,2023,3
2.0,0:50,2.0,10.0,CIN 48,0.0,3.0,Deshaun Watson pass incomplete short right intended for Elijah Moore,1.85,1.16,1.0,2023,3
2.0,0:45,,,,,,Timeout #1 by Cleveland Browns,,,1.0,2023,3
2.0,0:45,3.0,10.0,CIN 48,0.0,3.0,Deshaun Watson pass complete short left to Amari Cooper for 11 yards,1.16,3.12,1.0,2023,3
2.0,0:41,1.0,10.0,CIN 37,0.0,3.0,Deshaun Watson pass complete short right to Donovan Peoples-Jones for 12 yards (tackle by Chidobe Awuzie),3.12,3.91,1.0,2023,3
2.0,0:36,1.0,10.0,CIN 25,0.0,3.0,Jerome Ford right guard for 6 yards (tackle by Germaine Pratt and Trey Hendrickson),3.91,4.2,1.0,2023,3
2.0,0:31,,,,,,Timeout #2 by Cleveland Browns,,,1.0,2023,3
2.0,0:31,2.0,4.0,CIN 19,0.0,3.0,Deshaun Watson pass complete short left to Elijah Moore for 6 yards (tackle by Logan Wilson),4.2,4.71,1.0,2023,3
2.0,0:26,,,,,,Timeout #3 by Cleveland Browns,,,1.0,2023,3
2.0,0:26,,,,,,Timeout #1 by Cincinnati Bengals,,,1.0,2023,3
2.0,0:26,1.0,10.0,CIN 13,0.0,3.0,Deshaun Watson pass incomplete short left intended for Amari Cooper,4.71,4.05,1.0,2023,3
2.0,0:22,2.0,10.0,CIN 13,0.0,9.0,"Deshaun Watson left end for 13 yards, touchdown",4.05,7.0,1.0,2023,3
2.0,0:17,,,CIN 15,0.0,10.0,Dustin Hopkins kicks extra point good,0.0,0.0,1.0,2023,3
2.0,0:17,,,CLE 35,0.0,10.0,"Dustin Hopkins kicks off 65 yards, touchback.",0.0,0.61,1.0,2023,3
2.0,0:17,1.0,10.0,CIN 25,0.0,10.0,Joe Burrow kneels for -1 yards,0.61,-0.07,1.0,2023,3
3.0,15:00,,,CIN 35,0.0,10.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,1.0,2023,3
3.0,15:00,1.0,10.0,CLE 25,0.0,10.0,Nick Chubb right guard for 2 yards (tackle by Nick Scott and Trey Hendrickson),0.61,0.33,1.0,2023,3
3.0,14:23,2.0,8.0,CLE 27,0.0,10.0,Deshaun Watson sacked by Trey Hendrickson for -3 yards,0.33,-0.76,1.0,2023,3
3.0,13:41,3.0,11.0,CLE 24,0.0,10.0,Deshaun Watson pass incomplete short right intended for Elijah Moore,-0.76,-1.77,1.0,2023,3
3.0,13:36,4.0,11.0,CLE 24,0.0,10.0,Corey Bojorquez punts 30 yards out of bounds,-1.77,-1.99,1.0,2023,3
3.0,13:30,1.0,10.0,CIN 46,0.0,10.0,Joe Mixon right tackle for 4 yards (tackle by Rodney McLeod),1.99,1.99,1.0,2023,3
3.0,12:50,2.0,6.0,CIN 50,0.0,10.0,Joe Burrow pass incomplete short right intended for Tee Higgins,1.99,1.29,1.0,2023,3
3.0,12:48,3.0,6.0,CIN 50,0.0,10.0,"Joe Burrow pass incomplete deep right intended for Ja'Marr Chase. Penalty on Denzel Ward: Defensive Pass Interference, 18 yards (accepted) (no play)",1.29,3.45,1.0,2023,3
3.0,12:43,1.0,10.0,CLE 32,0.0,10.0,Joe Burrow pass incomplete deep left intended for Tee Higgins,3.45,2.9,1.0,2023,3
3.0,12:37,2.0,10.0,CLE 32,0.0,10.0,Joe Burrow pass incomplete short left intended for Joe Mixon,2.9,2.21,1.0,2023,3
3.0,12:33,3.0,10.0,CLE 32,0.0,10.0,Joe Burrow pass complete short right to Irv Smith for 8 yards (tackle by Denzel Ward),2.21,1.99,1.0,2023,3
3.0,11:48,4.0,2.0,CLE 24,3.0,10.0,Evan McPherson 42 yard field goal good,1.99,3.0,1.0,2023,3
3.0,11:44,,,CIN 35,3.0,10.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,1.0,2023,3
3.0,11:44,1.0,10.0,CLE 25,3.0,10.0,Deshaun Watson pass complete deep left to Elijah Moore for 33 yards (tackle by Daxton Hill),0.61,2.79,1.0,2023,3
3.0,11:05,1.0,10.0,CIN 42,3.0,10.0,Nick Chubb for no gain (no play),2.79,2.46,1.0,2023,3
3.0,10:59,1.0,15.0,CIN 47,3.0,10.0,Nick Chubb right tackle for 6 yards (tackle by Nick Scott and Cameron Sample),2.46,2.38,1.0,2023,3
3.0,10:14,2.0,9.0,CIN 41,3.0,10.0,"Deshaun Watson pass short left (defended by Zachary Carter) intended for Elijah Moore is intercepted by Daxton Hill at CIN-30 and returned for 20 yards (tackle by Jedrick Wills). Penalty on Wyatt Teller: Offensive Holding, 10 yards (declined)",2.38,-2.26,1.0,2023,3
3.0,9:42,1.0,10.0,CIN 50,3.0,10.0,Joe Mixon right guard for -3 yards (tackle by Shelby Harris),2.26,1.31,1.0,2023,3
3.0,9:04,2.0,13.0,CIN 47,3.0,10.0,Joe Burrow pass complete short right to Joe Mixon for 10 yards (tackle by Denzel Ward),1.31,1.95,1.0,2023,3
3.0,8:22,3.0,3.0,CLE 43,3.0,10.0,Joe Burrow pass complete short right to Ja'Marr Chase for 4 yards (tackle by Denzel Ward),1.95,2.98,1.0,2023,3
3.0,7:48,1.0,10.0,CLE 39,3.0,10.0,Joe Burrow pass incomplete short left,2.98,2.44,1.0,2023,3
3.0,7:44,2.0,10.0,CLE 39,3.0,10.0,Joe Mixon for 6 yards (tackle by Shelby Harris),2.44,2.54,1.0,2023,3
3.0,6:58,3.0,4.0,CLE 33,3.0,10.0,Joe Burrow pass incomplete deep right intended for Tee Higgins (defended by Grant Delpit),2.54,1.18,1.0,2023,3
3.0,6:55,4.0,4.0,CLE 33,3.0,10.0,Evan McPherson 51 yard field goal no good,1.18,-1.66,1.0,2023,3
3.0,6:53,1.0,10.0,CLE 41,3.0,10.0,Nick Chubb right tackle for 10 yards (tackle by Nick Scott and Logan Wilson),1.66,2.32,1.0,2023,3
3.0,6:31,1.0,10.0,CIN 49,3.0,10.0,Elijah Moore right end for no gain (tackle by Nick Scott),2.32,1.78,1.0,2023,3
3.0,6:09,2.0,10.0,CIN 49,3.0,10.0,Deshaun Watson right guard for 13 yards (tackle by Nick Scott),1.78,3.18,1.0,2023,3
3.0,5:20,1.0,10.0,CIN 36,3.0,10.0,Nick Chubb right tackle for 2 yards (tackle by B.J. Hill),3.18,2.91,1.0,2023,3
3.0,4:38,2.0,8.0,CIN 34,3.0,10.0,Nick Chubb right tackle for 13 yards (tackle by Chidobe Awuzie),2.91,4.17,1.0,2023,3
3.0,3:53,1.0,10.0,CIN 21,3.0,10.0,Nick Chubb right tackle for 1 yard (tackle by Germaine Pratt and Sam Hubbard),4.17,3.76,1.0,2023,3
3.0,3:14,2.0,9.0,CIN 20,3.0,10.0,Deshaun Watson pass incomplete short left intended for David Njoku (defended by D.J. Reader),3.76,3.07,1.0,2023,3
3.0,3:08,3.0,9.0,CIN 20,3.0,10.0,Deshaun Watson pass complete short left to Elijah Moore for 4 yards (tackle by DJ Turner),3.07,2.43,1.0,2023,3
3.0,2:25,4.0,5.0,CIN 16,3.0,13.0,Dustin Hopkins 34 yard field goal good,2.43,3.0,1.0,2023,3
3.0,2:21,,,CLE 35,3.0,13.0,"Dustin Hopkins kicks off 65 yards, touchback.",0.0,0.61,1.0,2023,3
3.0,2:21,1.0,10.0,CIN 25,3.0,13.0,Joe Mixon for 2 yards (tackle by Shelby Harris and Jordan Elliott),0.61,0.33,1.0,2023,3
3.0,1:44,2.0,8.0,CIN 27,3.0,13.0,Joe Burrow pass complete short right to Ja'Marr Chase for 10 yards (tackle by Grant Delpit),0.33,1.4,1.0,2023,3
3.0,1:07,1.0,10.0,CIN 37,3.0,13.0,Ja'Marr Chase left end for 2 yards (tackle by Jeremiah Owusu-Koramoah and Sione Takitaki),1.4,1.13,1.0,2023,3
3.0,0:27,2.0,8.0,CIN 39,3.0,13.0,Joe Burrow pass incomplete deep left intended for Tee Higgins,1.13,0.43,1.0,2023,3
3.0,0:21,3.0,8.0,CIN 39,3.0,13.0,Joe Burrow pass complete short middle to Irv Smith for 3 yards (tackle by Grant Delpit),0.43,-0.59,1.0,2023,3
4.0,15:00,4.0,5.0,CIN 42,3.0,13.0,Brad Robbins punts 22 yards out of bounds,-0.59,-1.33,1.0,2023,3
4.0,14:54,1.0,10.0,CLE 36,3.0,13.0,Deshaun Watson pass complete short right to David Njoku for 15 yards (tackle by Nick Scott),1.33,2.32,1.0,2023,3
4.0,14:16,1.0,10.0,CIN 49,3.0,13.0,Jerome Ford left tackle for 17 yards (tackle by Daxton Hill),2.32,3.45,1.0,2023,3
4.0,13:40,1.0,10.0,CIN 32,3.0,13.0,Jerome Ford left tackle for 3 yards (tackle by Logan Wilson),3.45,3.31,1.0,2023,3
4.0,12:58,2.0,7.0,CIN 29,3.0,13.0,Jerome Ford right guard for 2 yards (tackle by D.J. Reader and Zachary Carter),3.31,2.87,1.0,2023,3
4.0,12:22,3.0,5.0,CIN 27,3.0,13.0,Deshaun Watson pass complete short right to Harrison Bryant for 2 yards (tackle by Logan Wilson),2.87,1.9,1.0,2023,3
4.0,11:33,4.0,3.0,CIN 25,3.0,16.0,Dustin Hopkins 43 yard field goal good,1.9,3.0,1.0,2023,3
4.0,11:29,,,CLE 35,3.0,16.0,"Dustin Hopkins kicks off 65 yards, touchback.",0.0,0.61,1.0,2023,3
4.0,11:29,1.0,10.0,CIN 25,3.0,16.0,Joe Burrow pass incomplete short right intended for Tee Higgins,0.61,0.06,1.0,2023,3
4.0,11:24,2.0,10.0,CIN 25,3.0,16.0,Joe Burrow pass incomplete short right intended for Ja'Marr Chase,0.06,-0.62,1.0,2023,3
4.0,11:20,3.0,10.0,CIN 25,3.0,16.0,Joe Burrow pass complete short left to Irv Smith for 6 yards (tackle by Ogbonnia Okoronkwo and Greg Newsome),-0.62,-1.31,1.0,2023,3
4.0,10:33,4.0,4.0,CIN 31,3.0,16.0,Joe Burrow sacked by Myles Garrett for -13 yards,-1.31,-4.37,1.0,2023,3
4.0,10:27,1.0,10.0,CIN 18,3.0,16.0,Nick Chubb left tackle for 11 yards (tackle by Josh Tupou),4.37,5.6,1.0,2023,3
4.0,9:48,1.0,7.0,CIN 7,3.0,16.0,Nick Chubb left tackle for 4 yards (tackle by B.J. Hill and Daxton Hill),5.6,5.53,1.0,2023,3
4.0,9:14,2.0,3.0,CIN 3,3.0,22.0,"Deshaun Watson pass complete short right to Harrison Bryant for 3 yards, touchdown",5.53,7.0,1.0,2023,3
4.0,9:11,,,CIN 2,3.0,24.0,"Two Point Attempt: Deshaun Watson rushes, conversion succeeds.",1.0,1.0,1.0,2023,3
4.0,9:11,,,CLE 35,3.0,24.0,"Dustin Hopkins kicks off 65 yards, touchback.",0.0,0.61,1.0,2023,3
4.0,9:11,1.0,10.0,CIN 25,3.0,24.0,Joe Burrow pass complete short right to Ja'Marr Chase for 6 yards (tackle by Greg Newsome and Anthony Walker),0.61,0.87,1.0,2023,3
4.0,8:33,2.0,4.0,CIN 31,3.0,24.0,Joe Burrow pass incomplete deep left intended for Ja'Marr Chase,0.87,0.17,1.0,2023,3
4.0,8:27,3.0,4.0,CIN 31,3.0,24.0,Joe Burrow pass complete short right to Chris Evans for -1 yards (tackle by Grant Delpit),0.17,-1.37,1.0,2023,3
4.0,7:46,4.0,5.0,CIN 30,3.0,24.0,"Brad Robbins punts 52 yards, returned by Donovan Peoples-Jones for 5 yards (tackle by Cal Adomitis)",-1.37,-0.48,1.0,2023,3
4.0,7:37,1.0,10.0,CLE 23,3.0,24.0,Jerome Ford left tackle for 2 yards (tackle by Germaine Pratt and Cameron Sample),0.48,0.2,1.0,2023,3
4.0,6:53,2.0,8.0,CLE 25,3.0,24.0,Jerome Ford left tackle for 1 yard (tackle by D.J. Reader),0.2,-0.36,1.0,2023,3
4.0,6:11,3.0,7.0,CLE 26,3.0,24.0,Jerome Ford left tackle for -1 yards (tackle by Germaine Pratt and Sam Hubbard),-0.36,-1.7,1.0,2023,3
4.0,5:25,4.0,8.0,CLE 25,3.0,24.0,"Corey Bojorquez punts 57 yards, returned by Charlie Jones for 15 yards (tackle by Matthew Adams). Penalty on Cameron Mitchell: Player Out of Bounds on a Punt, 5 yards (accepted)",-1.7,-1.47,1.0,2023,3
4.0,5:15,1.0,10.0,CIN 38,3.0,24.0,Joe Mixon right guard for 1 yard (tackle by Myles Garrett),1.47,1.06,1.0,2023,3
4.0,4:38,2.0,9.0,CIN 39,3.0,24.0,Joe Mixon right guard for 1 yard (tackle by Za'Darius Smith and Rodney McLeod),1.06,0.5,1.0,2023,3
4.0,3:51,3.0,8.0,CIN 40,3.0,24.0,Jake Browning pass incomplete short right intended for Ja'Marr Chase (defended by Denzel Ward),0.5,-0.72,1.0,2023,3
4.0,3:48,4.0,8.0,CIN 40,3.0,24.0,"Brad Robbins punts 41 yards, fair catch by Donovan Peoples-Jones at CLE-19",-0.72,-0.15,1.0,2023,3
4.0,3:41,1.0,10.0,CLE 19,3.0,24.0,Jerome Ford left tackle for 1 yard (tackle by B.J. Hill and Cameron Sample),0.15,-0.2,1.0,2023,3
4.0,3:00,2.0,9.0,CLE 20,3.0,24.0,Jerome Ford right guard for 2 yards (tackle by Mike Hilton and Cameron Sample),-0.2,-0.68,1.0,2023,3
4.0,2:19,3.0,7.0,CLE 22,3.0,24.0,Deshaun Watson pass complete short left to Jordan Akins for 12 yards (tackle by Germaine Pratt),-0.68,1.2,1.0,2023,3
4.0,2:09,1.0,10.0,CLE 34,3.0,24.0,Jerome Ford right tackle for 2 yards (tackle by Jay Tufele),1.2,0.93,1.0,2023,3
4.0,2:00,2.0,8.0,CLE 36,3.0,24.0,Jerome Ford left tackle for -3 yards (tackle by Daxton Hill),0.93,-0.16,1.0,2023,3
4.0,1:18,3.0,11.0,CLE 33,3.0,24.0,Jerome Ford right guard for -4 yards (tackle by Daxton Hill and Germaine Pratt),-0.16,-1.44,1.0,2023,3
4.0,0:28,4.0,15.0,CLE 29,3.0,24.0,"Corey Bojorquez punts 53 yards, fair catch by Charlie Jones at CIN-18",-1.44,-0.04,1.0,2023,3
4.0,0:24,1.0,10.0,CIN 18,3.0,24.0,Jake Browning kneels for -1 yards,0.04,-0.65,1.0,2023,3
