Quarter,Time,Down,ToGo,Location,CAR,ATL,Detail,EPB,EPA,week,year,game_id
OT,9:18,2.0,6.0,CAR 34,38.0,38.0,Miles Sanders right guard for 11 yards (tackle by Justin Simmons),0.93,1.93,18.0,2024,259
OT,8:36,1.0,10.0,CAR 45,38.0,38.0,Bryce Young pass complete short right to Tommy Tremble for 18 yards (tackle by Jessie Bates),1.93,3.12,18.0,2024,259
OT,7:55,1.0,10.0,ATL 37,38.0,38.0,Miles Sanders left guard for no gain (tackle by Kaden Elliss and Jessie Bates),3.12,2.57,18.0,2024,259
OT,7:18,2.0,10.0,ATL 37,38.0,38.0,Bryce Young pass complete short right to Adam Thielen for 6 yards (tackle by Jessie Bates),2.57,2.68,18.0,2024,259
OT,6:33,3.0,4.0,ATL 31,38.0,38.0,Bryce Young pass complete short left to Jalen Coker for 8 yards (tackle by DeAundre Alford and Kaden Elliss),2.68,4.04,18.0,2024,259
OT,5:52,1.0,10.0,ATL 23,38.0,38.0,Miles Sanders right end for -2 yards (tackle by Lorenzo Carter and Kaden Elliss),4.04,3.23,18.0,2024,259
OT,5:07,2.0,12.0,ATL 25,38.0,38.0,Bryce Young pass complete short middle to Jalen Coker for 14 yards (tackle by Jessie Bates),3.23,4.84,18.0,2024,259
OT,4:15,1.0,10.0,ATL 11,38.0,38.0,Bryce Young pass complete short left to Jalen Coker for 10 yards (tackle by Kaden Elliss),4.84,6.97,18.0,2024,259
OT,3:18,,,,,,Timeout #1 by Carolina Panthers,,,18.0,2024,259
OT,3:18,1.0,1.0,ATL 1,44.0,38.0,"Miles Sanders right guard for 1 yard, touchdown",6.97,6.0,18.0,2024,259
