Quarter,Time,Down,ToGo,Location,CIN,PIT,Detail,EPB,EPA,week,year,game_id
2.0,2:46,1.0,10.0,PIT 33,10.0,7.0,"Penalty on Cody Ford: False Start, 5 yards (accepted) (no play)",3.38,3.05,18.0,2024,258
2.0,2:46,1.0,15.0,PIT 38,10.0,7.0,Joe Burrow pass complete short left to Andrei Iosivas for 9 yards (tackle by Joey Porter),3.05,3.38,18.0,2024,258
2.0,2:00,2.0,6.0,PIT 29,10.0,7.0,Joe Burrow pass complete short left to Drew Sample for no gain (tackle by Patrick Queen),3.38,2.68,18.0,2024,258
2.0,1:57,,,,,,Timeout #1 by Pittsburgh Steelers,,,18.0,2024,258
2.0,1:57,3.0,6.0,PIT 29,10.0,7.0,"Joe Burrow sacked by T.J. Watt for no gain. Joe Burrow fumbles (forced by T.J. Watt), recovered by Cody Ford at PIT-40. Penalty on Cory Trice: Defensive Holding, 5 yards (accepted) (no play)",2.68,3.97,18.0,2024,258
2.0,1:53,1.0,10.0,PIT 24,10.0,7.0,Khalil Herbert left guard for 3 yards (tackle by Cameron Sutton),3.97,3.84,18.0,2024,258
2.0,1:13,2.0,7.0,PIT 21,10.0,7.0,"Penalty on Orlando Brown: False Start, 5 yards (accepted) (no play)",3.84,3.16,18.0,2024,258
2.0,1:13,2.0,12.0,PIT 26,10.0,7.0,Joe Burrow pass short right (defended by Patrick Queen) intended for Ja'Marr Chase is intercepted by Beanie Bishop at PIT-17 and returned for no gain (tackle by Ja'Marr Chase),3.16,0.06,18.0,2024,258
2.0,1:10,1.0,10.0,PIT 17,10.0,7.0,Russell Wilson pass incomplete short right intended for Pat Freiermuth (defended by Mike Hilton),-0.06,-0.58,18.0,2024,258
2.0,1:06,2.0,10.0,PIT 17,10.0,7.0,Russell Wilson pass complete short right to Pat Freiermuth for 11 yards (tackle by Germaine Pratt),-0.58,0.81,18.0,2024,258
2.0,1:01,1.0,10.0,PIT 28,10.0,7.0,Russell Wilson pass incomplete short left,0.81,0.26,18.0,2024,258
2.0,0:54,2.0,10.0,PIT 28,10.0,7.0,"Russell Wilson pass complete short right to Pat Freiermuth for 10 yards (tackle by Josh Newton) Replay Assistant challenged the first down ruling, and the original play was overturned. Russell Wilson pass complete short right to Pat Freiermuth for 9 yards (tackle by Josh Newton)",0.26,0.76,18.0,2024,258
2.0,0:49,3.0,1.0,PIT 37,10.0,7.0,"Russell Wilson up the middle for 1 yard (tackle by Akeem Davis-Gaither) Replay Assistant challenged the first down ruling, and the original play was overturned. Russell Wilson up the middle for no gain (tackle by Akeem Davis-Gaither)",0.76,-0.91,18.0,2024,258
2.0,0:49,,,,,,Timeout #1 by Cincinnati Bengals,,,18.0,2024,258
2.0,0:49,4.0,1.0,PIT 37,10.0,7.0,"Jaylen Warren left guard for 1 yard (tackle by Cam Taylor-Britt and Germaine Pratt) Replay Assistant challenged the first down ruling, and the original play was overturned. Jaylen Warren left guard for no gain (tackle by Cam Taylor-Britt and Germaine Pratt)",-0.91,-3.12,18.0,2024,258
2.0,0:48,1.0,10.0,PIT 37,10.0,7.0,Joe Burrow pass complete short middle to Ja'Marr Chase for 6 yards (tackle by Cory Trice),3.12,3.38,18.0,2024,258
2.0,0:43,,,,,,Timeout #2 by Cincinnati Bengals,,,18.0,2024,258
2.0,0:43,2.0,4.0,PIT 31,10.0,7.0,Joe Burrow pass complete short left to Drew Sample for 4 yards (tackle by Minkah Fitzpatrick and Cameron Sutton),3.38,3.78,18.0,2024,258
2.0,0:31,,,,,,Timeout #3 by Cincinnati Bengals,,,18.0,2024,258
2.0,0:31,1.0,10.0,PIT 27,10.0,7.0,Joe Burrow pass complete deep left to Tee Higgins for 18 yards (tackle by Joey Porter),3.78,5.14,18.0,2024,258
2.0,0:27,1.0,9.0,PIT 9,10.0,7.0,Joe Burrow pass incomplete short left intended for Khalil Herbert,5.14,4.38,18.0,2024,258
2.0,0:23,2.0,9.0,PIT 9,10.0,7.0,Joe Burrow pass incomplete short middle intended for Tee Higgins (defended by Cameron Heyward),4.38,3.36,18.0,2024,258
2.0,0:21,3.0,9.0,PIT 9,10.0,7.0,Joe Burrow pass incomplete short right intended for Ja'Marr Chase,3.36,2.83,18.0,2024,258
2.0,0:18,4.0,9.0,PIT 9,13.0,7.0,Cade York 27 yard field goal good,2.83,3.0,18.0,2024,258
2.0,0:16,,,CIN 35,13.0,7.0,"Cade York kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,258
2.0,0:16,1.0,10.0,PIT 30,13.0,7.0,Russell Wilson sacked by and Joseph Ossai for -9 yards and Trey Hendrickson for -9 yards,0.94,-0.82,18.0,2024,258
3.0,15:00,,,CIN 35,13.0,7.0,"Cade York kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,258
3.0,15:00,1.0,10.0,PIT 30,13.0,7.0,Najee Harris left end for -4 yards (tackle by Germaine Pratt),0.94,-0.15,18.0,2024,258
3.0,14:21,2.0,14.0,PIT 26,13.0,7.0,Russell Wilson pass complete short middle to Najee Harris for 6 yards (tackle by Akeem Davis-Gaither),-0.15,-0.03,18.0,2024,258
3.0,13:41,3.0,8.0,PIT 32,13.0,7.0,Russell Wilson pass incomplete short right intended for Calvin Austin,-0.03,-1.24,18.0,2024,258
3.0,13:36,4.0,8.0,PIT 32,13.0,7.0,"Corliss Waitman punts 50 yards, returned by Isaiah Williams for 18 yards (tackle by Ben Skowronek)",-1.24,-1.33,18.0,2024,258
3.0,13:24,1.0,10.0,CIN 36,13.0,7.0,Joe Burrow pass complete short left to Tee Higgins for 15 yards (tackle by Joey Porter),1.33,2.32,18.0,2024,258
3.0,12:55,1.0,10.0,PIT 49,13.0,7.0,Khalil Herbert right guard for 3 yards (tackle by Cameron Heyward and Elandon Roberts),2.32,2.19,18.0,2024,258
3.0,12:13,2.0,7.0,PIT 46,13.0,7.0,Joe Burrow pass complete short left to Mike Gesicki for 8 yards (tackle by Joey Porter),2.19,3.05,18.0,2024,258
3.0,11:34,1.0,10.0,PIT 38,13.0,7.0,Joe Burrow pass complete short right to Ja'Marr Chase for 7 yards (tackle by Payton Wilson and Cory Trice),3.05,3.45,18.0,2024,258
3.0,10:53,2.0,3.0,PIT 31,13.0,7.0,Khalil Herbert up the middle for 3 yards (tackle by Payton Wilson),3.45,3.71,18.0,2024,258
3.0,10:14,1.0,10.0,PIT 28,13.0,7.0,Joe Burrow pass complete short left to Ja'Marr Chase for 9 yards (tackle by Cory Trice and Cameron Sutton),3.71,4.42,18.0,2024,258
3.0,9:40,2.0,1.0,PIT 19,13.0,7.0,Khalil Herbert left guard for 6 yards (tackle by DeShon Elliott),4.42,4.71,18.0,2024,258
3.0,8:58,1.0,10.0,PIT 13,13.0,7.0,Joe Burrow pass complete short left to Drew Sample for 2 yards (tackle by Cory Trice),4.71,4.39,18.0,2024,258
3.0,8:16,2.0,8.0,PIT 11,13.0,7.0,Joe Burrow pass complete short left to Khalil Herbert for 6 yards (tackle by Payton Wilson),4.39,4.78,18.0,2024,258
3.0,7:35,3.0,2.0,PIT 5,13.0,7.0,Joe Burrow sacked by Nick Herbig for -12 yards,4.78,2.31,18.0,2024,258
3.0,7:01,4.0,14.0,PIT 17,16.0,7.0,Cade York 35 yard field goal good,2.31,3.0,18.0,2024,258
3.0,6:56,,,CIN 35,16.0,7.0,"Cade York kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,258
3.0,6:56,1.0,10.0,PIT 30,16.0,7.0,Jaylen Warren left guard for 9 yards (tackle by Akeem Davis-Gaither),0.94,1.61,18.0,2024,258
3.0,6:12,2.0,1.0,PIT 39,16.0,7.0,Najee Harris left guard for 3 yards (tackle by Akeem Davis-Gaither),1.61,1.73,18.0,2024,258
3.0,5:37,1.0,10.0,PIT 42,16.0,7.0,Najee Harris up the middle for 2 yards (tackle by B.J. Hill and Akeem Davis-Gaither),1.73,1.46,18.0,2024,258
3.0,4:54,2.0,8.0,PIT 44,16.0,7.0,Russell Wilson pass incomplete short left,1.46,0.76,18.0,2024,258
3.0,4:49,3.0,8.0,PIT 44,16.0,7.0,Russell Wilson pass incomplete deep right intended for George Pickens (defended by DJ Ivey),0.76,-0.46,18.0,2024,258
3.0,4:43,4.0,8.0,PIT 44,16.0,7.0,Corliss Waitman punts 43 yards downed by Ben Skowronek,-0.46,0.32,18.0,2024,258
3.0,4:33,1.0,10.0,CIN 13,16.0,7.0,Khalil Herbert right tackle for 8 yards (tackle by DeShon Elliott and Montravius Adams),-0.32,0.35,18.0,2024,258
3.0,3:57,2.0,2.0,CIN 21,16.0,7.0,Khalil Herbert up the middle for 6 yards (tackle by Cameron Sutton and Alex Highsmith),0.35,0.74,18.0,2024,258
3.0,3:23,1.0,10.0,CIN 27,16.0,7.0,Khalil Herbert left tackle for 1 yard (tackle by Alex Highsmith),0.74,0.33,18.0,2024,258
3.0,2:44,2.0,9.0,CIN 28,16.0,7.0,Joe Burrow pass complete short left to Drew Sample for 8 yards (tackle by Minkah Fitzpatrick),0.33,0.7,18.0,2024,258
3.0,2:06,3.0,1.0,CIN 36,16.0,7.0,Khalil Herbert right guard for 3 yards (tackle by Cameron Sutton),0.7,1.53,18.0,2024,258
3.0,1:27,1.0,10.0,CIN 39,16.0,7.0,Joe Burrow pass complete short right to Ja'Marr Chase for 15 yards,1.53,2.52,18.0,2024,258
3.0,0:49,1.0,10.0,PIT 46,16.0,7.0,Khalil Herbert up the middle for 5 yards (tackle by Cory Trice),2.52,2.65,18.0,2024,258
4.0,15:00,2.0,5.0,PIT 41,16.0,7.0,Joe Burrow pass complete deep left to Ja'Marr Chase for 19 yards,2.65,4.11,18.0,2024,258
4.0,14:37,1.0,10.0,PIT 22,16.0,7.0,Khalil Herbert up the middle for 3 yards (tackle by Preston Smith and Patrick Queen),4.11,3.97,18.0,2024,258
4.0,13:56,,,,,,Timeout #1 by Cincinnati Bengals,,,18.0,2024,258
4.0,13:56,2.0,7.0,PIT 19,16.0,7.0,Joe Burrow pass complete short left to Khalil Herbert for -2 yards (tackle by DeShon Elliott),3.97,3.01,18.0,2024,258
4.0,13:15,3.0,9.0,PIT 21,16.0,7.0,Joe Burrow pass complete short middle to Tanner Hudson for 11 yards (tackle by Payton Wilson),3.01,4.91,18.0,2024,258
4.0,12:34,1.0,10.0,PIT 10,16.0,7.0,Khalil Herbert left guard for 2 yards (tackle by Alex Highsmith),4.91,4.57,18.0,2024,258
4.0,11:52,2.0,8.0,PIT 8,16.0,7.0,Joe Burrow pass complete short left to Andrei Iosivas for 3 yards (tackle by Elandon Roberts),4.57,4.26,18.0,2024,258
4.0,11:10,,,,,,Timeout #2 by Cincinnati Bengals,,,18.0,2024,258
4.0,11:10,3.0,5.0,PIT 5,16.0,7.0,Joe Burrow pass incomplete short middle intended for Mike Gesicki,4.26,3.01,18.0,2024,258
4.0,11:06,4.0,5.0,PIT 5,19.0,7.0,Cade York 23 yard field goal good,3.01,3.0,18.0,2024,258
4.0,11:02,,,CIN 35,19.0,7.0,"Cade York kicks off 61 yards, returned by Jaylen Warren for 31 yards (tackle by Trayveon Williams and Vonn Bell)",0.0,1.27,18.0,2024,258
4.0,10:56,1.0,10.0,PIT 35,19.0,7.0,Russell Wilson pass complete short right to Van Jefferson for 5 yards (tackle by Mike Hilton),1.27,1.4,18.0,2024,258
4.0,10:34,2.0,5.0,PIT 40,19.0,7.0,Russell Wilson pass complete short right to Van Jefferson for 5 yards (tackle by Josh Newton),1.4,1.93,18.0,2024,258
4.0,10:14,1.0,10.0,PIT 45,19.0,7.0,Russell Wilson pass incomplete short right intended for Pat Freiermuth,1.93,1.38,18.0,2024,258
4.0,10:09,2.0,10.0,PIT 45,19.0,7.0,Russell Wilson pass complete short right to Van Jefferson for 8 yards (tackle by Josh Newton),1.38,1.75,18.0,2024,258
4.0,9:34,3.0,2.0,CIN 47,19.0,7.0,Russell Wilson pass complete short middle to Najee Harris for 4 yards (tackle by Trey Hendrickson and Akeem Davis-Gaither),1.75,2.72,18.0,2024,258
4.0,9:14,1.0,10.0,CIN 43,19.0,7.0,Russell Wilson pass complete short left to Najee Harris for 12 yards (tackle by Kris Jenkins and Germaine Pratt),2.72,3.51,18.0,2024,258
4.0,8:45,1.0,10.0,CIN 31,19.0,7.0,Russell Wilson pass incomplete short left intended for George Pickens (defended by Cam Taylor-Britt),3.51,2.97,18.0,2024,258
4.0,8:40,2.0,10.0,CIN 31,19.0,7.0,Russell Wilson scrambles left guard for 12 yards (tackle by Cam Taylor-Britt and Akeem Davis-Gaither),2.97,4.31,18.0,2024,258
4.0,8:12,1.0,10.0,CIN 19,19.0,13.0,"Russell Wilson pass complete short right to Pat Freiermuth for 19 yards, touchdown",4.31,7.0,18.0,2024,258
4.0,8:07,,,CIN 15,19.0,14.0,Chris Boswell kicks extra point good,0.0,0.0,18.0,2024,258
4.0,8:07,,,PIT 35,19.0,14.0,"Chris Boswell kicks off 63 yards, returned by Isaiah Williams for 25 yards (tackle by Miles Killebrew)",0.0,0.74,18.0,2024,258
4.0,8:01,1.0,10.0,CIN 27,19.0,14.0,Joe Burrow pass incomplete short right intended for Ja'Marr Chase (defended by Cameron Heyward),0.74,0.2,18.0,2024,258
4.0,7:56,2.0,10.0,CIN 27,19.0,14.0,Joe Burrow pass complete short middle to Mike Gesicki for 14 yards (tackle by Payton Wilson),0.2,1.66,18.0,2024,258
4.0,7:32,1.0,10.0,CIN 41,19.0,14.0,"Joe Burrow pass complete short left to Khalil Herbert for -4 yards. Khalil Herbert fumbles (forced by Payton Wilson), recovered by Khalil Herbert at CIN-37",1.66,0.58,18.0,2024,258
4.0,6:47,2.0,14.0,CIN 37,19.0,14.0,Joe Burrow pass incomplete short left intended for Ja'Marr Chase (defended by Joey Porter),0.58,-0.1,18.0,2024,258
4.0,6:43,3.0,14.0,CIN 37,19.0,14.0,Joe Burrow pass complete short left to Mike Gesicki for 8 yards (tackle by Minkah Fitzpatrick),-0.1,-0.39,18.0,2024,258
4.0,6:02,4.0,6.0,CIN 45,19.0,14.0,"Ryan Rehkow punts 47 yards, returned by Calvin Austin for 3 yards (tackle by DJ Ivey)",-0.39,0.37,18.0,2024,258
4.0,5:54,1.0,10.0,PIT 11,19.0,14.0,Russell Wilson pass incomplete short left intended for Jaylen Warren (defended by Trey Hendrickson),-0.37,-0.78,18.0,2024,258
4.0,5:51,2.0,10.0,PIT 11,19.0,14.0,Russell Wilson pass complete short right to Pat Freiermuth for 9 yards (tackle by Akeem Davis-Gaither),-0.78,-0.37,18.0,2024,258
4.0,5:31,3.0,1.0,PIT 20,19.0,14.0,Russell Wilson pass incomplete deep left intended for George Pickens,-0.37,-2.03,18.0,2024,258
4.0,5:25,4.0,1.0,PIT 20,19.0,14.0,"Corliss Waitman punts 42 yards, recovered by Connor Heyward at CIN-38",-2.03,3.05,18.0,2024,258
4.0,5:14,1.0,10.0,CIN 38,19.0,14.0,Russell Wilson pass incomplete short left intended for George Pickens,3.05,2.51,18.0,2024,258
4.0,5:11,2.0,10.0,CIN 38,19.0,14.0,Russell Wilson pass complete short right to Pat Freiermuth for 10 yards (tackle by Josh Newton),2.51,3.71,18.0,2024,258
4.0,4:32,1.0,10.0,CIN 28,19.0,14.0,Cordarrelle Patterson right end for 1 yard (tackle by B.J. Hill),3.71,3.3,18.0,2024,258
4.0,4:09,2.0,9.0,CIN 27,19.0,14.0,Russell Wilson sacked by Trey Hendrickson for -6 yards,3.3,1.82,18.0,2024,258
4.0,3:19,3.0,15.0,CIN 33,19.0,14.0,"Russell Wilson pass incomplete deep left intended for Mike Williams. Penalty on Cordarrelle Patterson: Offensive Holding, 10 yards (accepted) (no play)",1.82,0.5,18.0,2024,258
4.0,3:19,3.0,25.0,CIN 43,19.0,14.0,Russell Wilson pass complete short middle to Pat Freiermuth for 7 yards (tackle by Vonn Bell),0.5,0.88,18.0,2024,258
4.0,2:44,4.0,18.0,CIN 36,19.0,17.0,Chris Boswell 54 yard field goal good,0.88,3.0,18.0,2024,258
4.0,2:39,,,PIT 35,19.0,17.0,"Chris Boswell kicks off 64 yards, returned by Isaiah Williams for 43 yards (tackle by Connor Heyward)",0.0,1.86,18.0,2024,258
4.0,2:29,1.0,10.0,CIN 44,19.0,17.0,Khalil Herbert up the middle for 2 yards (tackle by Keeanu Benton and Alex Highsmith),1.86,1.59,18.0,2024,258
4.0,2:25,,,,,,Timeout #1 by Pittsburgh Steelers,,,18.0,2024,258
4.0,2:25,2.0,8.0,CIN 46,19.0,17.0,Joe Burrow pass complete short right to Ja'Marr Chase for 5 yards (tackle by Patrick Queen and Cory Trice),1.59,1.55,18.0,2024,258
4.0,2:19,,,,,,Timeout #2 by Pittsburgh Steelers,,,18.0,2024,258
4.0,2:19,3.0,3.0,PIT 49,19.0,17.0,Joe Burrow sacked by Keeanu Benton for -11 yards,1.55,-0.72,18.0,2024,258
