Quarter,Time,Down,ToGo,Location,HOU,TEN,Detail,EPB,EPA,week,year,game_id
1.0,7:03,2.0,11.0,TEN 32,7.0,0.0,Calvin Ridley left end for -10 yards (tackle by Derek Barnett),0.46,-1.55,18.0,2024,264
1.0,6:22,3.0,21.0,TEN 22,7.0,0.0,Will Levis pass complete short right to Calvin Ridley for 13 yards (tackle by Eric Murray),-1.55,-1.04,18.0,2024,264
1.0,5:41,4.0,8.0,TEN 35,7.0,0.0,"Ryan Stonehouse punts 48 yards, returned by Diontae Johnson for no gain (tackle by Justin Hardee)",-1.04,0.06,18.0,2024,264
1.0,5:33,1.0,10.0,HOU 17,7.0,0.0,Davis Mills pass incomplete short left intended for Dameon Pierce,-0.06,-0.58,18.0,2024,264
1.0,5:30,2.0,10.0,HOU 17,7.0,0.0,"Penalty on Laremy Tunsil: False Start, 5 yards (accepted) (no play)",-0.58,-1.15,18.0,2024,264
1.0,5:30,2.0,15.0,HOU 12,7.0,0.0,Davis Mills pass complete short left to Nico Collins for 6 yards (tackle by Chidobe Awuzie),-1.15,-1.13,18.0,2024,264
1.0,4:50,3.0,9.0,HOU 18,7.0,0.0,Davis Mills pass complete short left to Diontae Johnson for 10 yards (tackle by James Williams),-1.13,0.81,18.0,2024,264
1.0,4:12,1.0,10.0,HOU 28,7.0,0.0,Dameon Pierce left tackle for 1 yard (tackle by Luke Gifford and Jeffery Simmons),0.81,0.4,18.0,2024,264
1.0,3:38,2.0,9.0,HOU 29,7.0,0.0,Davis Mills pass complete short right to Diontae Johnson for 2 yards (tackle by Mike Brown),0.4,-0.03,18.0,2024,264
1.0,2:56,3.0,7.0,HOU 31,7.0,0.0,"Penalty on Laremy Tunsil: False Start, 5 yards (accepted) (no play)",-0.03,-0.69,18.0,2024,264
1.0,2:32,3.0,12.0,HOU 26,7.0,0.0,Davis Mills pass complete short right to Dare Ogunbowale for 10 yards (tackle by Luke Gifford and James Williams),-0.69,-0.98,18.0,2024,264
1.0,1:47,4.0,2.0,HOU 36,7.0,0.0,"Tommy Townsend punts 39 yards, fair catch by Mason Kinsey at TEN-25",-0.98,-0.61,18.0,2024,264
1.0,1:40,1.0,10.0,TEN 25,7.0,0.0,Tony Pollard up the middle for 4 yards (tackle by Henry To'oTo'o),0.61,0.6,18.0,2024,264
1.0,1:03,2.0,6.0,TEN 29,7.0,0.0,Will Levis pass complete short middle to Nick Vannett for 9 yards (tackle by Devin White),0.6,1.47,18.0,2024,264
1.0,0:27,1.0,10.0,TEN 38,7.0,0.0,Tony Pollard left guard for 4 yards (tackle by Kamari Lassiter),1.47,1.46,18.0,2024,264
2.0,15:00,2.0,6.0,TEN 42,7.0,0.0,Tony Pollard up the middle for no gain (tackle by Tim Settle),1.46,0.76,18.0,2024,264
2.0,14:21,3.0,6.0,TEN 42,7.0,0.0,Will Levis pass incomplete deep right intended for Nick Westbrook-Ikhine (defended by Calen Bullock),0.76,-0.59,18.0,2024,264
2.0,14:16,4.0,6.0,TEN 42,7.0,0.0,Ryan Stonehouse punts 50 yards downed by Justin Hardee,-0.59,0.38,18.0,2024,264
2.0,14:07,1.0,10.0,HOU 8,13.0,0.0,"Dameon Pierce right guard for 92 yards, touchdown",-0.38,7.0,18.0,2024,264
2.0,13:55,,,TEN 15,13.0,0.0,Ka'imi Fairbairn kicks extra point no good,0.0,-1.0,18.0,2024,264
2.0,13:55,,,HOU 35,13.0,0.0,"Ka'imi Fairbairn kicks off 63 yards, returned by Bryce Oliver for 54 yards (tackle by Ka'imi Fairbairn)",0.0,2.65,18.0,2024,264
2.0,13:47,1.0,10.0,HOU 44,13.0,0.0,Will Levis sacked by Derek Barnett for -8 yards,2.65,1.03,18.0,2024,264
2.0,13:07,2.0,18.0,TEN 48,13.0,0.0,Will Levis pass complete short right to Nick Westbrook-Ikhine for 9 yards (tackle by Myles Bryant),1.03,1.55,18.0,2024,264
2.0,12:28,3.0,9.0,HOU 43,13.0,0.0,Will Levis pass incomplete short left intended for Calvin Ridley,1.55,0.4,18.0,2024,264
2.0,12:24,4.0,9.0,HOU 43,13.0,0.0,"Penalty on TEN: Delay of Game, 5 yards (accepted) (no play)",0.4,0.07,18.0,2024,264
2.0,12:24,4.0,14.0,HOU 48,13.0,0.0,"Ryan Stonehouse punts 31 yards, returned by Robert Woods for 9 yards (tackle by Cedric Gray)",0.07,-0.67,18.0,2024,264
2.0,12:15,1.0,10.0,HOU 26,13.0,0.0,Dameon Pierce up the middle for 3 yards (tackle by T'Vondre Sweat and Jarvis Brownlee),0.67,0.54,18.0,2024,264
2.0,11:35,2.0,7.0,HOU 29,13.0,0.0,Dameon Pierce up the middle for 2 yards (tackle by T'Vondre Sweat and Jeffery Simmons),0.54,0.1,18.0,2024,264
2.0,10:55,3.0,5.0,HOU 31,13.0,0.0,Davis Mills pass incomplete deep left intended for Diontae Johnson,0.1,-1.31,18.0,2024,264
2.0,10:51,4.0,5.0,HOU 31,13.0,0.0,"Tommy Townsend punts 53 yards, returned by Mason Kinsey for no gain (tackle by Del'Shawn Phillips). Penalty on Darrell Baker: Offensive Holding, 8 yards (accepted)",-1.31,0.38,18.0,2024,264
2.0,10:40,1.0,10.0,TEN 8,13.0,0.0,Tony Pollard left tackle for 1 yard (tackle by Jerry Hughes),-0.38,-0.71,18.0,2024,264
2.0,10:00,2.0,9.0,TEN 9,13.0,0.0,Mason Rudolph pass complete short right to Josh Whyle for 5 yards (tackle by Devin White),-0.71,-0.72,18.0,2024,264
2.0,9:18,3.0,4.0,TEN 14,13.0,0.0,Mason Rudolph pass incomplete short left intended for Nick Westbrook-Ikhine,-0.72,-2.47,18.0,2024,264
2.0,9:14,4.0,4.0,TEN 14,13.0,0.0,"Ryan Stonehouse punts 45 yards downed by Cedric Gray. Penalty on Kris Boyd: Unnecessary Roughness / Defense, 15 yards (accepted)",-2.47,-0.67,18.0,2024,264
2.0,9:03,1.0,10.0,HOU 26,13.0,0.0,Davis Mills pass complete short right to John Metchie for 4 yards (tackle by Mike Brown),0.67,0.67,18.0,2024,264
2.0,8:24,2.0,6.0,HOU 30,13.0,0.0,Davis Mills pass complete short right to Xavier Hutchinson for 5 yards (tackle by Chidobe Awuzie),0.67,0.63,18.0,2024,264
2.0,7:49,3.0,1.0,HOU 35,13.0,0.0,"Penalty on Dameon Pierce: False Start, 4 yards (accepted) (no play)",0.63,0.1,18.0,2024,264
2.0,7:30,3.0,5.0,HOU 31,13.0,0.0,Davis Mills pass complete short middle to Robert Woods for 15 yards (tackle by Mike Brown),0.1,1.99,18.0,2024,264
2.0,6:45,1.0,10.0,HOU 46,13.0,0.0,"Davis Mills pass complete deep middle to Robert Woods for 24 yards. Robert Woods fumbles (forced by Daryl Worley), recovered by Jarvis Brownlee at TEN-30",1.99,-0.94,18.0,2024,264
2.0,6:36,1.0,10.0,TEN 30,13.0,0.0,Tony Pollard left guard for no gain (tackle by Tommy Togiai),0.94,0.39,18.0,2024,264
2.0,6:00,2.0,10.0,TEN 30,13.0,0.0,Mason Rudolph pass complete short left to Josh Whyle for 9 yards (tackle by Henry To'oTo'o),0.39,0.89,18.0,2024,264
2.0,5:22,3.0,1.0,TEN 39,13.0,0.0,Julius Chestnut up the middle for 3 yards (tackle by Tommy Togiai),0.89,1.73,18.0,2024,264
2.0,4:45,1.0,10.0,TEN 42,13.0,0.0,Julius Chestnut right tackle for 8 yards (tackle by Azeez Al-Shaair and Henry To'oTo'o),1.73,2.27,18.0,2024,264
2.0,4:20,2.0,2.0,TEN 50,13.0,0.0,Tony Pollard right guard for 9 yards (tackle by Eric Murray and Azeez Al-Shaair),2.27,2.85,18.0,2024,264
2.0,3:36,1.0,10.0,HOU 41,13.0,0.0,"Mason Rudolph pass incomplete deep left intended for Mason Kinsey. Penalty on Mason Kinsey: Offensive Pass Interference, 10 yards (accepted) (no play)",2.85,2.19,18.0,2024,264
2.0,3:30,1.0,20.0,TEN 49,13.0,0.0,Joshua Kelley up the middle for 2 yards (tackle by Eric Murray),2.19,1.23,18.0,2024,264
2.0,2:46,2.0,18.0,HOU 49,13.0,0.0,Mason Rudolph pass complete short middle to Calvin Ridley for 24 yards (tackle by Calen Bullock),1.23,3.91,18.0,2024,264
2.0,2:00,1.0,10.0,HOU 25,13.0,0.0,Tony Pollard right end for 7 yards (tackle by Dylan Horton),3.91,4.37,18.0,2024,264
2.0,1:54,2.0,3.0,HOU 18,13.0,0.0,Mason Rudolph pass incomplete short right intended for Josh Whyle (defended by Dylan Horton),4.37,3.66,18.0,2024,264
2.0,1:51,3.0,3.0,HOU 18,13.0,0.0,Tony Pollard right guard for 1 yard (tackle by Kurt Hinish and Myles Bryant),3.66,2.44,18.0,2024,264
2.0,1:45,,,,,,Timeout #1 by Houston Texans,,,18.0,2024,264
2.0,1:45,4.0,2.0,HOU 17,13.0,3.0,Matthew Wright 35 yard field goal good,2.44,3.0,18.0,2024,264
2.0,1:41,,,TEN 35,13.0,3.0,"Matthew Wright kicks off 25 yards, out of bounds. Penalty on Matthew Wright: Kickoff Out of Bounds (accepted)",0.0,1.6,18.0,2024,264
2.0,1:41,1.0,10.0,HOU 40,13.0,3.0,Dameon Pierce up the middle for 14 yards (tackle by Luke Gifford and Jarvis Brownlee),1.6,2.52,18.0,2024,264
2.0,1:16,1.0,10.0,TEN 46,13.0,3.0,Davis Mills pass complete short middle to Dalton Schultz for 7 yards (tackle by Jerome Baker),2.52,2.92,18.0,2024,264
2.0,0:58,2.0,3.0,TEN 39,13.0,3.0,Davis Mills sacked by Harold Landry for -11 yards,2.92,0.76,18.0,2024,264
2.0,0:52,,,,,,Timeout #2 by Houston Texans,,,18.0,2024,264
2.0,0:52,3.0,14.0,TEN 50,13.0,3.0,"Davis Mills pass incomplete deep right intended for Xavier Hutchinson. Penalty on Roger McCreary: Defensive Pass Interference, 35 yards (accepted) (no play)",0.76,4.58,18.0,2024,264
2.0,0:45,1.0,10.0,TEN 15,13.0,3.0,Davis Mills pass complete short left to Dalton Schultz for 9 yards (tackle by Daryl Worley),4.58,5.6,18.0,2024,264
2.0,0:24,2.0,1.0,TEN 6,13.0,3.0,Davis Mills pass incomplete short left intended for Diontae Johnson,5.6,4.9,18.0,2024,264
2.0,0:21,3.0,1.0,TEN 6,13.0,3.0,Dare Ogunbowale up the middle for -3 yards (tackle by Harold Landry),4.9,2.9,18.0,2024,264
2.0,0:03,,,,,,Timeout #3 by Houston Texans,,,18.0,2024,264
2.0,0:03,,,,,,Timeout #1 by Tennessee Titans,,,18.0,2024,264
2.0,0:03,4.0,4.0,TEN 9,16.0,3.0,Ka'imi Fairbairn 27 yard field goal good,2.9,3.0,18.0,2024,264
3.0,15:00,,,HOU 35,16.0,3.0,"Ka'imi Fairbairn kicks off 67 yards, returned by Bryce Oliver for 29 yards (tackle by Jake Hansen and Del'Shawn Phillips)",0.0,0.74,18.0,2024,264
3.0,14:54,1.0,10.0,TEN 27,16.0,3.0,Calvin Ridley right end for 7 yards (tackle by M.J. Stewart),0.74,1.14,18.0,2024,264
3.0,14:09,2.0,3.0,TEN 34,16.0,3.0,Tony Pollard up the middle for -1 yards (tackle by M.J. Stewart),1.14,0.3,18.0,2024,264
3.0,13:30,3.0,4.0,TEN 33,16.0,3.0,Mason Rudolph pass complete short left to Josh Whyle for 3 yards (tackle by Devin White),0.3,-0.98,18.0,2024,264
3.0,12:49,4.0,1.0,TEN 36,16.0,3.0,Mason Rudolph scrambles right end for 5 yards (tackle by M.J. Stewart),-0.98,1.66,18.0,2024,264
3.0,12:05,1.0,10.0,TEN 41,16.0,3.0,Tony Pollard right end for 1 yard (tackle by Devin White),1.66,1.26,18.0,2024,264
3.0,11:25,2.0,9.0,TEN 42,16.0,3.0,Mason Rudolph pass complete short right to Josh Whyle for 5 yards (tackle by Devin White),1.26,1.22,18.0,2024,264
3.0,10:45,3.0,4.0,TEN 47,16.0,3.0,Mason Rudolph pass complete short left to Josh Whyle for 7 yards (tackle by Myles Bryant),1.22,2.52,18.0,2024,264
3.0,10:03,1.0,10.0,HOU 46,16.0,3.0,Tony Pollard right tackle for 11 yards (tackle by M.J. Stewart and Neville Hewitt),2.52,3.25,18.0,2024,264
3.0,9:36,1.0,10.0,HOU 35,16.0,3.0,Mason Rudolph pass complete short left to Nick Vannett for 17 yards (tackle by Calen Bullock),3.25,4.37,18.0,2024,264
3.0,8:54,1.0,10.0,HOU 18,16.0,3.0,Tony Pollard left end for 5 yards (tackle by Neville Hewitt),4.37,4.61,18.0,2024,264
3.0,8:11,2.0,5.0,HOU 13,16.0,3.0,Tony Pollard left guard for 1 yard (tackle by Dylan Horton),4.61,4.03,18.0,2024,264
3.0,7:33,3.0,4.0,HOU 12,16.0,3.0,Mason Rudolph sacked by Mario Edwards for -8 yards,4.03,2.12,18.0,2024,264
3.0,6:51,4.0,12.0,HOU 20,16.0,6.0,Matthew Wright 38 yard field goal good,2.12,3.0,18.0,2024,264
3.0,6:47,,,TEN 35,16.0,6.0,"Matthew Wright kicks off 68 yards, returned by Dameon Pierce for 34 yards (tackle by David Martin-Robinson and Raekwon McMillan)",0.0,1.0,18.0,2024,264
3.0,6:42,1.0,10.0,HOU 31,16.0,6.0,Dameon Pierce left tackle for 3 yards (tackle by T'Vondre Sweat),1.0,0.87,18.0,2024,264
3.0,6:05,2.0,7.0,HOU 34,16.0,6.0,Davis Mills pass incomplete deep left intended for Cade Stover (defended by Jerome Baker),0.87,0.17,18.0,2024,264
3.0,5:59,3.0,7.0,HOU 34,16.0,6.0,Davis Mills pass complete short left to Dare Ogunbowale for 16 yards (tackle by Luke Gifford),0.17,2.26,18.0,2024,264
3.0,5:17,1.0,10.0,HOU 50,16.0,6.0,Davis Mills pass complete deep left to John Metchie for 20 yards (tackle by Roger McCreary),2.26,3.58,18.0,2024,264
3.0,4:33,1.0,10.0,TEN 30,16.0,6.0,Dameon Pierce left guard for 3 yards (tackle by Roger McCreary),3.58,3.44,18.0,2024,264
3.0,3:56,2.0,7.0,TEN 27,16.0,6.0,"Dameon Pierce left tackle for 8 yards. Dameon Pierce fumbles (forced by Chidobe Awuzie), recovered by Dameon Pierce at TEN-19",3.44,4.31,18.0,2024,264
3.0,3:15,1.0,10.0,TEN 19,16.0,6.0,Davis Mills pass incomplete short middle intended for John Metchie (defended by Jarvis Brownlee),4.31,3.75,18.0,2024,264
3.0,3:09,2.0,10.0,TEN 19,16.0,6.0,Davis Mills pass incomplete short left intended for Dameon Pierce,3.75,3.03,18.0,2024,264
3.0,3:05,3.0,10.0,TEN 19,16.0,6.0,"Davis Mills pass incomplete short middle intended for John Metchie. Penalty on Daryl Worley: Unnecessary Roughness / Defense, 10 yards (accepted) (no play)",3.03,5.14,18.0,2024,264
3.0,3:01,1.0,9.0,TEN 9,16.0,6.0,Dameon Pierce up the middle for -1 yards (tackle by Ali Gaye and Keondre Coburn),5.14,4.19,18.0,2024,264
3.0,2:15,2.0,10.0,TEN 10,16.0,6.0,Davis Mills scrambles up the middle for 9 yards (tackle by Daryl Worley and Luke Gifford),4.19,5.17,18.0,2024,264
3.0,1:25,,,,,,Timeout #1 by Houston Texans,,,18.0,2024,264
3.0,1:25,3.0,1.0,TEN 1,16.0,6.0,Davis Mills pass incomplete short right intended for Robert Woods,5.17,3.55,18.0,2024,264
3.0,1:22,4.0,1.0,TEN 1,16.0,6.0,Davis Mills pass incomplete short left intended for Xavier Hutchinson,3.55,0.38,18.0,2024,264
3.0,1:17,1.0,10.0,TEN 1,16.0,6.0,Penalty on TEN: Delay of Game (accepted) (no play),-0.38,-0.38,18.0,2024,264
3.0,1:17,1.0,10.0,TEN 1,16.0,6.0,"Will Levis aborted snap, recovered by David Martin-Robinson at TEN-1 (tackle by Solomon Byrd)",-0.38,-0.78,18.0,2024,264
3.0,0:34,2.0,10.0,TEN 1,16.0,6.0,Tony Pollard right guard for no gain (tackle by Devin White),-0.78,-1.42,18.0,2024,264
4.0,15:00,3.0,10.0,TEN 1,16.0,6.0,"Will Levis pass complete deep right to Calvin Ridley for 39 yards HOU challenged the pass completion ruling, and the play was upheld.",-1.42,1.6,18.0,2024,264
4.0,14:39,1.0,10.0,TEN 40,16.0,6.0,Tony Pollard left tackle for 5 yards (tackle by Kurt Hinish),1.6,1.73,18.0,2024,264
4.0,14:00,2.0,5.0,TEN 45,22.0,6.0,"Will Levis aborted snap, recovered by Derek Barnett at TEN-36 and returned for 36 yards, touchdown",1.73,-7.0,18.0,2024,264
4.0,13:50,,,TEN 15,22.0,6.0,"Penalty on HOU: Unsportsmanlike Conduct / Offense, 15 yards (accepted) (no play)",0.0,0.0,18.0,2024,264
4.0,13:50,,,TEN 30,23.0,6.0,Ka'imi Fairbairn kicks extra point good,0.0,0.0,18.0,2024,264
4.0,13:50,,,HOU 35,23.0,6.0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,264
4.0,13:50,1.0,10.0,TEN 30,23.0,6.0,Will Levis pass incomplete deep right intended for Calvin Ridley,0.94,0.39,18.0,2024,264
4.0,13:43,2.0,10.0,TEN 30,23.0,6.0,Tony Pollard right tackle for 6 yards (tackle by Kris Boyd),0.39,0.5,18.0,2024,264
4.0,13:16,3.0,4.0,TEN 36,23.0,6.0,Will Levis pass complete deep left to Nick Westbrook-Ikhine for 19 yards,0.5,2.59,18.0,2024,264
4.0,12:56,1.0,10.0,HOU 45,23.0,6.0,Tony Pollard left end for -3 yards (tackle by M.J. Stewart),2.59,1.64,18.0,2024,264
4.0,12:20,2.0,13.0,HOU 48,23.0,6.0,Will Levis pass incomplete deep left intended for Nick Westbrook-Ikhine (defended by D'Angelo Ross),1.64,0.96,18.0,2024,264
4.0,12:15,3.0,13.0,HOU 48,23.0,6.0,Will Levis scrambles up the middle for 8 yards (tackle by Neville Hewitt),0.96,0.59,18.0,2024,264
4.0,11:28,4.0,5.0,HOU 40,23.0,6.0,Will Levis pass incomplete deep left intended for Bryce Oliver,0.59,-1.6,18.0,2024,264
4.0,11:23,1.0,10.0,HOU 40,23.0,6.0,Dameon Pierce up the middle for 2 yards (tackle by Roger McCreary),1.6,1.32,18.0,2024,264
4.0,10:43,2.0,8.0,HOU 42,23.0,6.0,Dameon Pierce up the middle for 5 yards (tackle by James Lynch and Chidobe Awuzie),1.32,1.29,18.0,2024,264
4.0,10:00,3.0,3.0,HOU 47,23.0,6.0,Dare Ogunbowale up the middle for no gain (tackle by T'Vondre Sweat and Luke Gifford),1.29,-0.26,18.0,2024,264
4.0,9:17,4.0,3.0,HOU 47,23.0,6.0,"Tommy Townsend punts 53 yards, touchback.",-0.26,-0.28,18.0,2024,264
4.0,9:10,1.0,10.0,TEN 20,23.0,6.0,"Penalty on Cedric Gray: Unsportsmanlike Conduct / Offense, 15 yards (offset) Penalty on Cade Stover: Unsportsmanlike Conduct / Defense, 15 yards (offset) (no play)",0.28,0.28,18.0,2024,264
4.0,9:10,1.0,10.0,TEN 20,23.0,6.0,Tony Pollard left end for 4 yards (tackle by Tommy Togiai),0.28,0.27,18.0,2024,264
4.0,8:34,2.0,6.0,TEN 24,23.0,6.0,Will Levis pass incomplete deep left intended for Tay Martin (defended by D'Angelo Ross),0.27,-0.43,18.0,2024,264
4.0,8:29,3.0,6.0,TEN 24,23.0,6.0,Will Levis pass incomplete deep left intended for Josh Whyle,-0.43,-1.77,18.0,2024,264
4.0,8:25,4.0,6.0,TEN 24,23.0,6.0,Ryan Stonehouse punts 45 yards downed by Bryce Oliver,-1.77,-1.0,18.0,2024,264
4.0,8:13,1.0,10.0,HOU 31,23.0,6.0,Dameon Pierce up the middle for 5 yards (tackle by James Lynch and Daryl Worley),1.0,1.14,18.0,2024,264
4.0,7:32,2.0,5.0,HOU 36,23.0,6.0,Dameon Pierce right guard for 11 yards (tackle by James Williams),1.14,2.06,18.0,2024,264
4.0,6:46,1.0,10.0,HOU 47,23.0,6.0,Dameon Pierce up the middle for 1 yard (tackle by Cedric Gray and Sebastian Joseph-Day),2.06,1.65,18.0,2024,264
4.0,6:01,2.0,9.0,HOU 48,23.0,6.0,Davis Mills pass incomplete short right intended for John Metchie,1.65,0.96,18.0,2024,264
4.0,5:58,3.0,9.0,HOU 48,23.0,6.0,Davis Mills pass incomplete short right intended for Dare Ogunbowale,0.96,-0.19,18.0,2024,264
4.0,5:53,4.0,9.0,HOU 48,23.0,6.0,Tommy Townsend punts 46 yards downed by Russ Yeast,-0.19,0.38,18.0,2024,264
4.0,5:41,1.0,10.0,TEN 6,23.0,6.0,Will Levis pass complete short middle to Bryce Oliver for 15 yards (tackle by Neville Hewitt),-0.38,0.34,18.0,2024,264
4.0,5:20,1.0,10.0,TEN 21,23.0,6.0,Tony Pollard up the middle for 3 yards (tackle by Tommy Togiai and Dylan Horton),0.34,0.21,18.0,2024,264
4.0,4:52,2.0,7.0,TEN 24,23.0,6.0,Will Levis pass complete short left to Nick Westbrook-Ikhine for 6 yards (tackle by Del'Shawn Phillips),0.21,0.3,18.0,2024,264
4.0,4:25,3.0,1.0,TEN 30,23.0,6.0,Will Levis left guard for no gain (tackle by Tommy Togiai),0.3,-1.37,18.0,2024,264
4.0,3:46,4.0,1.0,TEN 30,23.0,6.0,Tony Pollard right end for 5 yards (tackle by M.J. Stewart),-1.37,1.27,18.0,2024,264
4.0,3:41,1.0,10.0,TEN 35,23.0,6.0,Will Levis pass complete short left to Nick Westbrook-Ikhine for 16 yards (tackle by Russ Yeast),1.27,2.32,18.0,2024,264
4.0,3:18,1.0,10.0,HOU 49,23.0,6.0,Tony Pollard up the middle for no gain (tackle by Solomon Byrd),2.32,1.78,18.0,2024,264
4.0,2:56,2.0,10.0,HOU 49,23.0,6.0,Will Levis pass incomplete short right intended for Bryce Oliver (defended by Solomon Byrd),1.78,1.09,18.0,2024,264
4.0,2:49,3.0,10.0,HOU 49,23.0,12.0,"Will Levis pass complete deep middle to Tay Martin for 49 yards, touchdown",1.09,7.0,18.0,2024,264
4.0,2:41,,,HOU 2,23.0,14.0,Two Point Attempt: Will Levis pass complete to to Josh Whyle for no gain,1.0,1.0,18.0,2024,264
4.0,2:41,,,TEN 35,23.0,14.0,"Matthew Wright kicks onside 11 yards, returned by Robert Woods for no gain",0.0,2.65,18.0,2024,264
4.0,2:40,1.0,10.0,TEN 44,23.0,14.0,Dameon Pierce up the middle for 5 yards (tackle by Keondre Coburn and Cedric Gray),2.65,2.78,18.0,2024,264
4.0,2:33,,,,,,Timeout #1 by Tennessee Titans,,,18.0,2024,264
4.0,2:33,2.0,5.0,TEN 39,23.0,14.0,Dameon Pierce right guard for 13 yards (tackle by Daryl Worley and Cedric Gray),2.78,3.84,18.0,2024,264
4.0,2:25,,,,,,Timeout #2 by Tennessee Titans,,,18.0,2024,264
4.0,2:25,1.0,10.0,TEN 26,23.0,14.0,Dameon Pierce right tackle for 1 yard (tackle by James Lynch and Keondre Coburn),3.84,3.43,18.0,2024,264
4.0,2:18,,,,,,Timeout #3 by Tennessee Titans,,,18.0,2024,264
4.0,2:18,2.0,9.0,TEN 25,23.0,14.0,Dameon Pierce right end for 7 yards (tackle by James Williams),3.43,3.75,18.0,2024,264
4.0,2:00,3.0,2.0,TEN 18,23.0,14.0,Dameon Pierce right end for 1 yard (tackle by Khalid Duke),3.75,2.46,18.0,2024,264
4.0,1:14,,,,,,Timeout #3 by Houston Texans,,,18.0,2024,264
4.0,1:14,4.0,1.0,TEN 17,23.0,14.0,Davis Mills up the middle for 3 yards (tackle by James Lynch),2.46,4.65,18.0,2024,264
4.0,0:31,1.0,10.0,TEN 14,23.0,14.0,Davis Mills kneels for -1 yards,4.65,3.85,18.0,2024,264
