Quarter,Time,Down,ToGo,Location,MIN,DET,Detail,EPB,EPA,week,year,game_id
1.0,1:49,1.0,10.0,MIN 25,0.0,6.0,"Jahmyr Gibbs up the middle for 25 yards, touchdown",3.91,7.0,18.0,2024,272
1.0,1:43,,,MIN 15,0.0,7.0,Jake Bates kicks extra point good,0.0,0.0,18.0,2024,272
1.0,1:43,,,DET 35,0.0,7.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.28,18.0,2024,272
1.0,1:43,1.0,10.0,MIN 20,0.0,7.0,Sam Darnold sacked by Za'Darius Smith for -17 yards,0.28,-2.02,18.0,2024,272
1.0,0:56,2.0,27.0,MIN 3,0.0,7.0,Sam Darnold pass complete short left to Aaron Jones for 9 yards (tackle by Kerby Joseph),-2.02,-2.36,18.0,2024,272
1.0,0:14,3.0,18.0,MIN 12,0.0,7.0,Sam Darnold pass incomplete deep middle intended for T.J. Hockenson,-2.36,-2.49,18.0,2024,272
1.0,0:07,4.0,18.0,MIN 12,0.0,7.0,"Ryan Wright punts 57 yards, returned by Kalif Raymond for no gain (tackle by Theo Jackson and Jay Ward)",-2.49,-1.0,18.0,2024,272
2.0,15:00,1.0,10.0,DET 31,0.0,7.0,"Penalty on Penei Sewell: False Start, 5 yards (accepted) (no play)",1.0,0.67,18.0,2024,272
2.0,15:00,1.0,15.0,DET 26,0.0,7.0,Jahmyr Gibbs left tackle for 3 yards (tackle by Ivan Pace),0.67,0.19,18.0,2024,272
2.0,14:26,2.0,12.0,DET 29,0.0,7.0,Jared Goff pass complete short right to Jahmyr Gibbs for -8 yards (tackle by Andrew Van Ginkel),0.19,-1.55,18.0,2024,272
2.0,13:50,3.0,20.0,DET 21,0.0,7.0,Jared Goff sacked by Jonathan Greenard for -11 yards,-1.55,-2.49,18.0,2024,272
2.0,13:19,4.0,31.0,DET 10,0.0,7.0,"Jack Fox punts 46 yards, returned by Brandon Powell for 6 yards (tackle by Hogan Hatten and Kindle Vildor)",-2.49,-2.26,18.0,2024,272
2.0,13:10,1.0,10.0,MIN 50,0.0,7.0,Cam Akers left tackle for 1 yard (tackle by Alex Anzalone and Al-Quadin Muhammad),2.26,1.85,18.0,2024,272
2.0,12:45,2.0,9.0,DET 49,0.0,7.0,Sam Darnold pass complete short middle to Josh Oliver for 13 yards (tackle by Alex Anzalone and Brian Branch),1.85,3.18,18.0,2024,272
2.0,12:18,1.0,10.0,DET 36,0.0,7.0,Sam Darnold pass complete short right to Jordan Addison for no gain (tackle by Amik Robertson),3.18,2.64,18.0,2024,272
2.0,11:54,2.0,10.0,DET 36,0.0,7.0,Sam Darnold pass incomplete deep middle intended for Jordan Addison,2.64,1.95,18.0,2024,272
2.0,11:44,3.0,10.0,DET 36,0.0,7.0,Sam Darnold pass complete deep right to Justin Jefferson for 31 yards (tackle by Amik Robertson),1.95,6.06,18.0,2024,272
2.0,11:03,1.0,5.0,DET 5,0.0,7.0,Cam Akers left tackle for 2 yards (tackle by Brian Branch and Terrion Arnold),6.06,5.53,18.0,2024,272
2.0,10:25,2.0,3.0,DET 3,0.0,7.0,Sam Darnold pass incomplete short left,5.53,4.72,18.0,2024,272
2.0,10:19,3.0,3.0,DET 3,0.0,7.0,Sam Darnold pass incomplete short left intended for T.J. Hockenson,4.72,3.04,18.0,2024,272
2.0,10:16,4.0,3.0,DET 3,0.0,7.0,Sam Darnold pass incomplete short left intended for Justin Jefferson,3.04,0.38,18.0,2024,272
2.0,10:10,1.0,10.0,DET 3,0.0,7.0,Jahmyr Gibbs left end for 5 yards (tackle by Harrison Smith),-0.38,-0.42,18.0,2024,272
2.0,9:35,2.0,5.0,DET 8,0.0,7.0,Jared Goff pass incomplete short middle,-0.42,-0.84,18.0,2024,272
2.0,9:31,3.0,5.0,DET 8,0.0,7.0,Jared Goff pass complete short left to Sam LaPorta for 6 yards (tackle by Josh Metellus),-0.84,-0.28,18.0,2024,272
2.0,9:00,1.0,10.0,DET 14,0.0,7.0,Jahmyr Gibbs right tackle for 1 yard (tackle by Jonathan Greenard and Blake Cashman),-0.28,-0.64,18.0,2024,272
2.0,8:23,2.0,9.0,DET 15,0.0,7.0,Craig Reynolds up the middle for 8 yards (tackle by Camryn Bynum and Ivan Pace),-0.64,-0.32,18.0,2024,272
2.0,7:40,3.0,1.0,DET 23,0.0,7.0,Craig Reynolds left tackle for 3 yards (tackle by Blake Cashman),-0.32,0.67,18.0,2024,272
2.0,7:04,1.0,10.0,DET 26,0.0,7.0,Jared Goff pass short middle (defended by Josh Metellus) intended for Craig Reynolds is intercepted by Ivan Pace at DET-13 and returned for 6 yards (tackle by Craig Reynolds and Jared Goff),0.67,-5.6,18.0,2024,272
2.0,6:55,1.0,7.0,DET 7,0.0,7.0,Sam Darnold pass incomplete short right intended for Justin Jefferson (defended by Amik Robertson),5.6,4.76,18.0,2024,272
2.0,6:49,2.0,7.0,DET 7,0.0,7.0,Sam Darnold pass incomplete short left intended for Justin Jefferson,4.76,3.81,18.0,2024,272
2.0,6:42,3.0,7.0,DET 7,0.0,7.0,Sam Darnold pass incomplete short right intended for Justin Jefferson,3.81,2.97,18.0,2024,272
2.0,6:38,4.0,7.0,DET 7,3.0,7.0,Will Reichard 25 yard field goal good,2.97,3.0,18.0,2024,272
2.0,6:35,,,MIN 35,3.0,7.0,"Will Reichard kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,272
2.0,6:35,1.0,10.0,DET 30,3.0,7.0,Jared Goff pass complete short middle to Tim Patrick for 8 yards (tackle by Blake Cashman),0.94,1.47,18.0,2024,272
2.0,6:00,2.0,2.0,DET 38,3.0,7.0,Jared Goff pass complete short middle to Amon-Ra St. Brown for 11 yards (tackle by Blake Cashman),1.47,2.19,18.0,2024,272
2.0,5:30,1.0,10.0,DET 49,3.0,7.0,Jahmyr Gibbs up the middle for 3 yards (tackle by Harrison Phillips and Ivan Pace),2.19,2.05,18.0,2024,272
2.0,4:57,2.0,7.0,MIN 48,3.0,7.0,Jahmyr Gibbs left tackle for 4 yards (tackle by Ivan Pace),2.05,1.88,18.0,2024,272
2.0,4:21,3.0,3.0,MIN 44,3.0,7.0,"Craig Reynolds left tackle for 2 yards (tackle by Camryn Bynum) DET challenged the short of the line to gain ruling, and the play was upheld.",1.88,0.46,18.0,2024,272
2.0,3:42,4.0,1.0,MIN 42,3.0,7.0,Jared Goff pass incomplete short left intended for Jameson Williams (defended by Jonathan Bullard),0.46,-1.73,18.0,2024,272
2.0,3:37,1.0,10.0,MIN 42,3.0,7.0,Aaron Jones up the middle for 2 yards (tackle by Za'Darius Smith),1.73,1.46,18.0,2024,272
2.0,3:04,2.0,8.0,MIN 44,3.0,7.0,Sam Darnold scrambles left end for 2 yards (tackle by Jalen Reeves-Maybin),1.46,1.03,18.0,2024,272
2.0,2:14,3.0,6.0,MIN 46,3.0,7.0,Sam Darnold pass complete short right to Jalen Nailor for 18 yards (tackle by Brian Branch),1.03,3.18,18.0,2024,272
2.0,2:00,1.0,10.0,DET 36,3.0,7.0,Aaron Jones right end for 5 yards (tackle by Jack Campbell and Kerby Joseph),3.18,3.31,18.0,2024,272
2.0,1:24,2.0,5.0,DET 31,3.0,7.0,"Aaron Jones right end for 8 yards (tackle by Mitchell Agude). Penalty on Pat O'Connor: Defensive Holding, 5 yards (accepted)",3.31,4.37,18.0,2024,272
2.0,1:16,1.0,10.0,DET 18,3.0,7.0,Aaron Jones up the middle for 1 yard (tackle by D.J. Reader),4.37,3.94,18.0,2024,272
2.0,0:49,2.0,9.0,DET 17,3.0,7.0,Sam Darnold pass complete short middle to Aaron Jones for 4 yards (tackle by Jack Campbell),3.94,3.82,18.0,2024,272
2.0,0:28,,,,,,Timeout #1 by Minnesota Vikings,,,18.0,2024,272
2.0,0:28,3.0,5.0,DET 13,3.0,7.0,Sam Darnold pass incomplete short middle intended for Aaron Jones,3.82,2.62,18.0,2024,272
2.0,0:24,4.0,5.0,DET 13,6.0,7.0,Will Reichard 31 yard field goal good,2.62,3.0,18.0,2024,272
2.0,0:20,,,MIN 35,6.0,7.0,"Will Reichard kicks off 25 yards, out of bounds. Penalty on Will Reichard: Kickoff Out of Bounds (accepted)",0.0,1.6,18.0,2024,272
2.0,0:20,1.0,10.0,DET 40,6.0,7.0,Jared Goff pass complete deep right to Amon-Ra St. Brown for 19 yards (tackle by Theo Jackson),1.6,2.85,18.0,2024,272
2.0,0:15,1.0,10.0,MIN 41,6.0,7.0,Jared Goff pass complete short middle to Kalif Raymond for 11 yards (tackle by Byron Murphy),2.85,3.58,18.0,2024,272
2.0,0:02,,,,,,Timeout #3 by Detroit Lions,,,18.0,2024,272
2.0,0:02,,,,,,Timeout #2 by Minnesota Vikings,,,18.0,2024,272
2.0,0:02,1.0,10.0,MIN 30,6.0,10.0,Jake Bates 48 yard field goal good,3.58,3.0,18.0,2024,272
3.0,15:00,,,DET 35,6.0,10.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,272
3.0,15:00,1.0,10.0,MIN 30,6.0,10.0,Cam Akers right end for 2 yards (tackle by Levi Onwuzurike and D.J. Reader),0.94,0.66,18.0,2024,272
3.0,14:40,2.0,8.0,MIN 32,6.0,10.0,Sam Darnold pass incomplete deep right intended for Jordan Addison,0.66,-0.03,18.0,2024,272
3.0,14:34,3.0,8.0,MIN 32,6.0,10.0,"Sam Darnold pass incomplete short left intended for Justin Jefferson (defended by Amik Robertson). Penalty on Brian Branch: Illegal Contact, 5 yards (accepted) (no play)",-0.03,1.4,18.0,2024,272
3.0,14:28,1.0,10.0,MIN 37,6.0,10.0,Sam Darnold pass incomplete deep right intended for Jordan Addison,1.4,0.86,18.0,2024,272
3.0,14:22,2.0,10.0,MIN 37,6.0,10.0,Cam Akers right tackle for 58 yards (tackle by Kerby Joseph),0.86,6.06,18.0,2024,272
3.0,13:33,1.0,5.0,DET 5,6.0,10.0,Cam Akers up the middle for no gain (tackle by Jack Campbell and D.J. Reader),6.06,5.15,18.0,2024,272
3.0,12:53,2.0,5.0,DET 5,6.0,10.0,Sam Darnold pass complete short left to Aaron Jones for 3 yards (tackle by Amik Robertson),5.15,4.95,18.0,2024,272
3.0,12:13,3.0,2.0,DET 2,6.0,10.0,Sam Darnold pass incomplete short left,4.95,3.25,18.0,2024,272
3.0,12:06,4.0,2.0,DET 2,6.0,10.0,Sam Darnold pass incomplete short right intended for Jordan Addison (defended by Terrion Arnold),3.25,0.38,18.0,2024,272
3.0,11:58,1.0,10.0,DET 2,6.0,10.0,Jared Goff pass deep middle intended for Jameson Williams is intercepted by Harrison Smith at MIN-46 and returned for no gain (tackle by Jameson Williams),-0.38,-1.99,18.0,2024,272
3.0,11:50,1.0,10.0,MIN 46,6.0,10.0,Aaron Jones left end for 7 yards (tackle by Terrion Arnold),1.99,2.4,18.0,2024,272
3.0,11:27,2.0,3.0,DET 47,6.0,10.0,Sam Darnold pass complete short right to Aaron Jones for 10 yards (tackle by Brian Branch),2.4,3.12,18.0,2024,272
3.0,10:51,1.0,10.0,DET 37,6.0,10.0,"Sam Darnold pass incomplete short middle. Penalty on Sam Darnold: Intentional Grounding, 13 yards (accepted)",3.12,0.82,18.0,2024,272
3.0,10:46,2.0,23.0,DET 50,6.0,10.0,Sam Darnold pass complete short right to Justin Jefferson for 17 yards (tackle by Kerby Joseph),0.82,2.41,18.0,2024,272
3.0,10:04,3.0,6.0,DET 33,6.0,10.0,Sam Darnold pass incomplete short left intended for Justin Jefferson,2.41,1.16,18.0,2024,272
3.0,10:00,4.0,6.0,DET 33,9.0,10.0,Will Reichard 51 yard field goal good,1.16,3.0,18.0,2024,272
3.0,9:55,,,MIN 35,9.0,10.0,"Will Reichard kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,272
3.0,9:55,1.0,10.0,DET 30,9.0,10.0,Jared Goff pass complete short left to Jahmyr Gibbs for 9 yards (tackle by Josh Metellus),0.94,1.61,18.0,2024,272
3.0,9:23,2.0,1.0,DET 39,9.0,10.0,Jahmyr Gibbs right end for 2 yards (tackle by Harrison Phillips and Josh Metellus),1.61,1.66,18.0,2024,272
3.0,8:58,1.0,10.0,DET 41,9.0,10.0,Jared Goff pass complete short right to Sam LaPorta for 7 yards (tackle by Harrison Smith),1.66,2.07,18.0,2024,272
3.0,8:44,2.0,3.0,DET 48,9.0,10.0,Jahmyr Gibbs left tackle for 3 yards (tackle by Jalen Redmond and Blake Cashman),2.07,2.32,18.0,2024,272
3.0,8:03,1.0,10.0,MIN 49,9.0,10.0,Jared Goff pass complete short left to Jameson Williams for -5 yards (tackle by Byron Murphy),2.32,1.11,18.0,2024,272
3.0,7:20,2.0,15.0,DET 46,9.0,10.0,"Penalty on Taylor Decker: False Start, 4 yards (accepted) (no play)",1.11,0.57,18.0,2024,272
3.0,7:12,2.0,19.0,DET 42,9.0,10.0,Jared Goff pass complete short middle to Sam LaPorta for 17 yards (tackle by Camryn Bynum and Andrew Van Ginkel),0.57,2.15,18.0,2024,272
3.0,6:34,3.0,2.0,MIN 41,9.0,10.0,Jared Goff pass complete short middle to Amon-Ra St. Brown for 12 yards (tackle by Byron Murphy),2.15,3.64,18.0,2024,272
3.0,6:05,1.0,10.0,MIN 29,9.0,10.0,Jared Goff pass complete short middle to Jameson Williams for 6 yards (tackle by Andrew Van Ginkel),3.64,3.91,18.0,2024,272
3.0,5:28,2.0,4.0,MIN 23,9.0,10.0,Jahmyr Gibbs left tackle for 5 yards (tackle by Ivan Pace and Harrison Phillips),3.91,4.37,18.0,2024,272
3.0,4:39,1.0,10.0,MIN 18,9.0,10.0,Jahmyr Gibbs right tackle for 3 yards (tackle by Andrew Van Ginkel and Blake Cashman),4.37,4.25,18.0,2024,272
3.0,4:01,2.0,7.0,MIN 15,9.0,10.0,Jared Goff pass complete short right to Amon-Ra St. Brown for 3 yards (tackle by Jonathan Greenard and Harrison Smith),4.25,4.03,18.0,2024,272
3.0,3:19,3.0,4.0,MIN 12,9.0,10.0,Jahmyr Gibbs left tackle for 2 yards (tackle by Blake Cashman),4.03,2.89,18.0,2024,272
3.0,2:33,4.0,2.0,MIN 10,9.0,16.0,"Jared Goff pass complete short middle to Jahmyr Gibbs for 10 yards, touchdown",2.89,7.0,18.0,2024,272
3.0,2:30,,,MIN 15,9.0,17.0,Jake Bates kicks extra point good,0.0,0.0,18.0,2024,272
3.0,2:30,,,DET 35,9.0,17.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,272
3.0,2:30,1.0,10.0,MIN 30,9.0,17.0,Aaron Jones right end for 3 yards (tackle by Jack Campbell and Levi Onwuzurike),0.94,0.8,18.0,2024,272
3.0,2:05,2.0,7.0,MIN 33,9.0,17.0,"Sam Darnold pass complete deep right to Jalen Nailor for 27 yards. Penalty on Ifeatu Melifonwu: Defensive Holding, 5 yards (declined)",0.8,2.92,18.0,2024,272
3.0,1:43,1.0,10.0,DET 40,9.0,17.0,Aaron Jones up the middle for 3 yards (tackle by Brian Branch and Kindle Vildor),2.92,2.78,18.0,2024,272
3.0,1:19,2.0,7.0,DET 37,9.0,17.0,Sam Darnold pass complete short right to Josh Oliver for 3 yards (tackle by Ifeatu Melifonwu),2.78,2.48,18.0,2024,272
3.0,0:34,3.0,4.0,DET 34,9.0,17.0,Sam Darnold pass incomplete short middle intended for T.J. Hockenson (defended by Alex Anzalone),2.48,1.08,18.0,2024,272
3.0,0:28,4.0,4.0,DET 34,9.0,17.0,Will Reichard 51 yard field goal no good,1.08,-1.66,18.0,2024,272
3.0,0:23,1.0,10.0,DET 41,9.0,17.0,Jared Goff pass complete short left to Jahmyr Gibbs for 14 yards (tackle by Josh Metellus),1.66,2.59,18.0,2024,272
4.0,15:00,1.0,10.0,MIN 45,9.0,17.0,Jared Goff pass complete short middle to Sam LaPorta for 11 yards (tackle by Ivan Pace),2.59,3.31,18.0,2024,272
4.0,14:35,1.0,10.0,MIN 34,9.0,17.0,Jared Goff pass incomplete short right intended for Amon-Ra St. Brown (defended by Andrew Van Ginkel),3.31,2.77,18.0,2024,272
4.0,14:31,2.0,10.0,MIN 34,9.0,17.0,Jared Goff pass complete short middle to Amon-Ra St. Brown for 9 yards (tackle by Blake Cashman),2.77,3.27,18.0,2024,272
4.0,13:54,3.0,1.0,MIN 25,9.0,17.0,Jared Goff pass complete short middle to Jameson Williams for 12 yards (tackle by Harrison Smith),3.27,4.71,18.0,2024,272
4.0,13:12,1.0,10.0,MIN 13,9.0,23.0,"Jahmyr Gibbs left end for 13 yards, touchdown",4.71,7.0,18.0,2024,272
4.0,13:06,,,MIN 15,9.0,24.0,Jake Bates kicks extra point good,0.0,0.0,18.0,2024,272
4.0,13:06,,,DET 35,9.0,24.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,272
4.0,13:06,1.0,10.0,MIN 30,9.0,24.0,Cam Akers left tackle for 2 yards (tackle by Levi Onwuzurike),0.94,0.66,18.0,2024,272
4.0,12:39,2.0,8.0,MIN 32,9.0,24.0,Sam Darnold pass complete short left to Cam Akers for 3 yards (tackle by Kerby Joseph and Alex Anzalone),0.66,0.37,18.0,2024,272
4.0,11:57,3.0,5.0,MIN 35,9.0,24.0,"Sam Darnold pass incomplete short right intended for Cam Akers. Penalty on Alex Anzalone: Defensive Holding, 5 yards (accepted) (no play)",0.37,1.6,18.0,2024,272
4.0,11:50,1.0,10.0,MIN 40,9.0,24.0,Sam Darnold pass complete short right to Cam Akers for 1 yard (tackle by Amik Robertson),1.6,1.19,18.0,2024,272
4.0,11:13,2.0,9.0,MIN 41,9.0,24.0,Sam Darnold pass incomplete short middle intended for T.J. Hockenson (defended by Brian Branch),1.19,0.5,18.0,2024,272
4.0,11:07,3.0,9.0,MIN 41,9.0,24.0,Sam Darnold sacked by Al-Quadin Muhammad for -7 yards,0.5,-1.11,18.0,2024,272
4.0,10:23,4.0,16.0,MIN 34,9.0,24.0,"Ryan Wright punts 49 yards, returned by Kalif Raymond for 9 yards (tackle by Trent Sherfield)",-1.11,-0.67,18.0,2024,272
4.0,10:13,1.0,10.0,DET 26,9.0,24.0,Jahmyr Gibbs right end for 47 yards (tackle by Byron Murphy),0.67,3.78,18.0,2024,272
4.0,9:19,1.0,10.0,MIN 27,9.0,24.0,Jahmyr Gibbs right tackle for 3 yards (tackle by Harrison Phillips),3.78,3.64,18.0,2024,272
4.0,8:38,2.0,7.0,MIN 24,9.0,24.0,Jahmyr Gibbs right end for 10 yards (tackle by Camryn Bynum),3.64,4.65,18.0,2024,272
4.0,7:54,1.0,10.0,MIN 14,9.0,24.0,Jahmyr Gibbs left tackle for 5 yards (tackle by Byron Murphy and Ivan Pace),4.65,4.9,18.0,2024,272
4.0,7:11,2.0,5.0,MIN 9,9.0,24.0,Jared Goff sacked by Jonathan Bullard for -4 yards,4.9,3.26,18.0,2024,272
4.0,6:28,3.0,9.0,MIN 13,9.0,24.0,Jared Goff pass complete short right to Sam LaPorta for 7 yards (tackle by Stephon Gilmore),3.26,3.01,18.0,2024,272
4.0,5:43,4.0,2.0,MIN 6,9.0,24.0,"Penalty on Harrison Smith: Neutral Zone Infraction, 2 yards (accepted) (no play)",3.01,6.28,18.0,2024,272
4.0,5:20,1.0,4.0,MIN 4,9.0,30.0,"Jahmyr Gibbs left tackle for 4 yards, touchdown",6.28,7.0,18.0,2024,272
4.0,5:14,,,MIN 15,9.0,31.0,Jake Bates kicks extra point good,0.0,0.0,18.0,2024,272
4.0,5:14,,,DET 35,9.0,31.0,"Jake Bates kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,272
4.0,5:14,1.0,10.0,MIN 30,9.0,31.0,Sam Darnold pass complete short right to T.J. Hockenson for 1 yard (tackle by Alex Anzalone),0.94,0.53,18.0,2024,272
4.0,4:44,2.0,9.0,MIN 31,9.0,31.0,Sam Darnold scrambles right end for 9 yards (tackle by Alex Anzalone),0.53,1.6,18.0,2024,272
4.0,4:35,1.0,10.0,MIN 40,9.0,31.0,"Penalty on Sam Darnold: Delay of Game, 5 yards (accepted) (no play)",1.6,1.27,18.0,2024,272
4.0,4:35,1.0,15.0,MIN 35,9.0,31.0,Sam Darnold pass complete short left to Jalen Nailor for 8 yards (tackle by Brian Branch),1.27,1.46,18.0,2024,272
4.0,4:30,2.0,7.0,MIN 43,9.0,31.0,"Sam Darnold pass incomplete deep middle intended for Jalen Nailor. Penalty on Kindle Vildor: Defensive Holding, 5 yards (accepted) (no play)",1.46,2.13,18.0,2024,272
4.0,4:24,1.0,10.0,MIN 48,9.0,31.0,"Sam Darnold pass complete short middle to T.J. Hockenson for 5 yards (tackle by Jack Campbell) DET challenged the pass completion ruling, and the original play was overturned. Sam Darnold pass incomplete short middle intended for T.J. Hockenson",2.13,1.58,18.0,2024,272
4.0,4:20,2.0,10.0,MIN 48,9.0,31.0,Sam Darnold pass incomplete short middle intended for Justin Jefferson (defended by Kindle Vildor),1.58,0.89,18.0,2024,272
4.0,4:16,3.0,10.0,MIN 48,9.0,31.0,Sam Darnold pass incomplete short right intended for Jordan Addison (defended by Za'Darius Smith),0.89,-0.19,18.0,2024,272
4.0,4:13,4.0,10.0,MIN 48,9.0,31.0,"Penalty on Sam Darnold: Delay of Game, 5 yards (accepted) (no play)",-0.19,-0.52,18.0,2024,272
4.0,4:13,4.0,15.0,MIN 43,9.0,31.0,Sam Darnold pass incomplete deep middle intended for Jalen Nailor,-0.52,-2.72,18.0,2024,272
4.0,4:09,1.0,10.0,MIN 43,9.0,31.0,"Jared Goff pass complete short right to Jameson Williams for no gain (tackle by Camryn Bynum). Penalty on Brock Wright: Offensive Pass Interference, 10 yards (accepted) (no play)",2.72,2.06,18.0,2024,272
4.0,4:03,1.0,20.0,DET 47,9.0,31.0,Craig Reynolds left end for 17 yards (tackle by Camryn Bynum),2.06,3.12,18.0,2024,272
4.0,3:22,2.0,3.0,MIN 36,9.0,31.0,Jared Goff pass complete short left to Jameson Williams for 4 yards (tackle by Shaquill Griffin),3.12,3.45,18.0,2024,272
4.0,2:38,,,,,,Timeout #1 by Detroit Lions,,,18.0,2024,272
4.0,2:38,1.0,10.0,MIN 32,9.0,31.0,Craig Reynolds right tackle for 3 yards (tackle by Byron Murphy and Ivan Pace),3.45,3.31,18.0,2024,272
4.0,2:00,2.0,7.0,MIN 29,9.0,31.0,Craig Reynolds right tackle for -1 yards (tackle by Ivan Pace),3.31,2.48,18.0,2024,272
4.0,1:18,3.0,8.0,MIN 30,9.0,31.0,Craig Reynolds left end for 2 yards (tackle by Theo Jackson),2.48,1.61,18.0,2024,272
4.0,0:33,4.0,6.0,MIN 28,9.0,31.0,Craig Reynolds left end for 5 yards (tackle by Ivan Pace and Harrison Phillips),1.61,-0.48,18.0,2024,272
4.0,0:27,1.0,10.0,MIN 23,9.0,31.0,Sam Darnold kneels for -1 yards,0.48,-0.2,18.0,2024,272
