Quarter,Time,Down,ToGo,Location,BUF,NWE,Detail,EPB,EPA,week,year,game_id
2.0,7:53,1.0,10.0,BUF 44,7.0,14.0,Mitchell Trubisky pass complete short left to Ray Davis for -1 yards (tackle by Alex Austin),1.86,1.18,18.0,2024,260
2.0,7:11,2.0,11.0,BUF 43,7.0,14.0,Ray Davis right end for 23 yards (tackle by Isaiah Bolden),1.18,3.31,18.0,2024,260
2.0,6:30,1.0,10.0,NWE 34,7.0,14.0,"Ray Davis left tackle for no gain (tackle by Jahlani Tavai). Penalty on Tylan Grable: Offensive Holding, 10 yards (accepted) (no play)",3.31,2.65,18.0,2024,260
2.0,6:11,1.0,20.0,NWE 44,7.0,14.0,Mitchell Trubisky pass complete short left to Curtis Samuel for 6 yards (tackle by Truman Jones),2.65,2.23,18.0,2024,260
2.0,5:31,2.0,14.0,NWE 38,7.0,14.0,Mitchell Trubisky pass incomplete deep left intended for Keon Coleman,2.23,1.55,18.0,2024,260
2.0,5:26,3.0,14.0,NWE 38,7.0,14.0,Mitchell Trubisky pass complete short right to Quintin Morris for 7 yards (tackle by Dell Pettus),1.55,1.32,18.0,2024,260
2.0,4:44,4.0,7.0,NWE 31,10.0,14.0,Tyler Bass 49 yard field goal good,1.32,3.0,18.0,2024,260
2.0,4:39,,,BUF 35,10.0,14.0,"Tyler Bass kicks off 25 yards,. Penalty on Tyler Bass: Kickoff Short of Landing Zone (accepted)",0.0,1.6,18.0,2024,260
2.0,4:39,1.0,10.0,NWE 40,10.0,14.0,Antonio Gibson left end for 9 yards (tackle by Dorian Williams),1.6,2.27,18.0,2024,260
2.0,4:11,2.0,1.0,NWE 49,10.0,14.0,Joe Milton pass complete short left to Kendrick Bourne for 3 yards (tackle by Kaiir Elam),2.27,2.39,18.0,2024,260
2.0,3:43,1.0,10.0,BUF 48,10.0,14.0,Joe Milton pass complete short middle to Austin Hooper for 14 yards (tackle by Taylor Rapp and Dorian Williams),2.39,3.31,18.0,2024,260
2.0,3:02,1.0,10.0,BUF 34,10.0,14.0,Antonio Gibson left end for -1 yards (tackle by DeWayne Carter and Dorian Williams),3.31,2.64,18.0,2024,260
2.0,2:23,2.0,11.0,BUF 35,10.0,14.0,Joe Milton pass incomplete short left,2.64,1.95,18.0,2024,260
2.0,2:19,3.0,11.0,BUF 35,10.0,14.0,"Penalty on Demontrey Jacobs: False Start, 5 yards (accepted) (no play)",1.95,1.29,18.0,2024,260
2.0,2:19,3.0,16.0,BUF 40,10.0,14.0,Joe Milton pass complete short right to Antonio Gibson for -1 yards (tackle by Edefuan Ulofoshio),1.29,0.53,18.0,2024,260
2.0,2:00,4.0,17.0,BUF 41,10.0,14.0,Bryce Baringer punts 36 yards downed by Marcellas Dial,0.53,0.38,18.0,2024,260
2.0,1:51,1.0,10.0,BUF 5,10.0,14.0,Mitchell Trubisky pass incomplete short left intended for Keon Coleman,-0.38,-0.78,18.0,2024,260
2.0,1:46,2.0,10.0,BUF 5,10.0,14.0,Ty Johnson up the middle for 13 yards (tackle by Keion White and Christian Elliss),-0.78,0.04,18.0,2024,260
2.0,1:26,1.0,10.0,BUF 18,10.0,14.0,Ty Johnson left end for no gain (tackle by Truman Jones),0.04,-0.49,18.0,2024,260
2.0,1:07,2.0,10.0,BUF 18,10.0,14.0,Mitchell Trubisky pass complete short middle to Curtis Samuel for 9 yards (tackle by Kyle Dugger),-0.49,-0.02,18.0,2024,260
2.0,1:02,,,,,,Timeout #1 by Buffalo Bills,,,18.0,2024,260
2.0,1:02,3.0,1.0,BUF 27,10.0,14.0,Ray Davis right guard for 2 yards (tackle by Jeremiah Pharms and Christian Elliss),-0.02,0.87,18.0,2024,260
2.0,0:42,1.0,10.0,BUF 29,10.0,14.0,Mitchell Trubisky pass complete short right to Keon Coleman for 11 yards (tackle by Marcellas Dial),0.87,1.6,18.0,2024,260
2.0,0:36,,,,,,Timeout #2 by Buffalo Bills,,,18.0,2024,260
2.0,0:36,1.0,10.0,BUF 40,10.0,14.0,"Mitchell Trubisky pass complete short left to Curtis Samuel for 4 yards (tackle by Kyle Dugger). Penalty on Reggie Gilliam: Offensive Holding, 10 yards (accepted)",1.6,1.2,18.0,2024,260
2.0,0:31,1.0,16.0,BUF 34,10.0,14.0,Mitchell Trubisky scrambles left end for 8 yards (tackle by Christian Elliss and Jaylinn Hawkins),1.2,1.32,18.0,2024,260
2.0,0:23,2.0,8.0,BUF 42,10.0,14.0,Mitchell Trubisky pass complete short right to Ty Johnson for no gain (tackle by Dell Pettus),1.32,0.63,18.0,2024,260
2.0,0:15,,,,,,Timeout #3 by Buffalo Bills,,,18.0,2024,260
2.0,0:15,,,,,,Timeout #1 by New England Patriots,,,18.0,2024,260
2.0,0:15,3.0,8.0,BUF 42,10.0,14.0,Mitchell Trubisky pass incomplete deep right intended for Ty Johnson (defended by Christian Elliss),0.63,-0.59,18.0,2024,260
2.0,0:09,4.0,8.0,BUF 42,10.0,14.0,Sam Martin punts 34 yards downed by Kaiir Elam,-0.59,1.73,18.0,2024,260
3.0,15:00,,,NWE 35,10.0,14.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,260
3.0,15:00,1.0,10.0,BUF 30,10.0,14.0,Ray Davis up the middle for 2 yards (tackle by Anfernee Jennings and Jahlani Tavai),0.94,0.66,18.0,2024,260
3.0,14:20,2.0,8.0,BUF 32,10.0,14.0,Mitchell Trubisky pass incomplete short left intended for Mack Hollins (defended by Alex Austin),0.66,-0.03,18.0,2024,260
3.0,14:13,3.0,8.0,BUF 32,10.0,14.0,Mitchell Trubisky pass complete deep right to Keon Coleman for 20 yards (tackle by Marcellas Dial and Brenden Schooler),-0.03,2.39,18.0,2024,260
3.0,13:37,1.0,10.0,NWE 48,10.0,14.0,Ray Davis left end for no gain (tackle by Christian Elliss),2.39,1.85,18.0,2024,260
3.0,12:59,2.0,10.0,NWE 48,10.0,14.0,Mitchell Trubisky pass complete short left to Quintin Morris for 8 yards (tackle by Jaylinn Hawkins),1.85,2.21,18.0,2024,260
3.0,12:37,3.0,2.0,NWE 40,10.0,14.0,Mitchell Trubisky pass complete short right to Quintin Morris for 5 yards (tackle by Christian Elliss and Brenden Schooler),2.21,3.25,18.0,2024,260
3.0,12:04,1.0,10.0,NWE 35,10.0,14.0,Ray Davis right end for no gain (tackle by Marcellas Dial),3.25,2.7,18.0,2024,260
3.0,11:25,2.0,10.0,NWE 35,10.0,14.0,Mitchell Trubisky pass incomplete short right,2.7,2.01,18.0,2024,260
3.0,11:19,3.0,10.0,NWE 35,10.0,14.0,Mitchell Trubisky pass incomplete deep left intended for Keon Coleman,2.01,0.97,18.0,2024,260
3.0,11:14,4.0,10.0,NWE 35,10.0,14.0,Sam Martin punts 34 yards downed by Reid Ferguson,0.97,0.38,18.0,2024,260
3.0,11:03,1.0,10.0,NWE 6,10.0,14.0,Antonio Gibson right end for 15 yards (tackle by Damar Hamlin),-0.38,0.34,18.0,2024,260
3.0,10:23,1.0,10.0,NWE 21,10.0,14.0,"Joe Milton aborted snap, recovered by Javon Solomon at NE-16",0.34,-4.51,18.0,2024,260
3.0,10:17,1.0,10.0,NWE 16,10.0,14.0,Ray Davis right guard for 4 yards (tackle by Daniel Ekuale and Christian Elliss),4.51,4.57,18.0,2024,260
3.0,9:41,2.0,6.0,NWE 12,10.0,14.0,Ray Davis up the middle for 5 yards (tackle by Christian Elliss),4.57,4.85,18.0,2024,260
3.0,9:20,3.0,1.0,NWE 7,10.0,14.0,Mitchell Trubisky right tackle for 4 yards (tackle by Christian Elliss),4.85,6.51,18.0,2024,260
3.0,8:43,1.0,3.0,NWE 3,10.0,14.0,James Cook right guard for 2 yards (tackle by Eric Johnson and Jaylinn Hawkins),6.51,5.91,18.0,2024,260
3.0,7:59,2.0,1.0,NWE 1,16.0,14.0,"James Cook up the middle for 1 yard, touchdown",5.91,7.0,18.0,2024,260
3.0,7:56,,,NWE 15,16.0,14.0,Tyler Bass kicks extra point no good,0.0,-1.0,18.0,2024,260
3.0,7:56,,,BUF 35,16.0,14.0,"Tyler Bass kicks off 58 yards, returned by Alex Erickson for 16 yards (tackle by Joe Andreessen and Kaiir Elam)",0.0,0.48,18.0,2024,260
3.0,7:50,1.0,10.0,NWE 23,16.0,14.0,Joe Milton pass complete short left to Kayshon Boutte for 10 yards (tackle by Brandon Codrington),0.48,1.14,18.0,2024,260
3.0,7:20,1.0,10.0,NWE 33,16.0,14.0,"Joe Milton pass complete short right to Austin Hooper for no gain (tackle by Kaiir Elam). Penalty on Caedan Wallace: Ineligible Downfield Pass, 5 yards (accepted) (no play)",1.14,0.81,18.0,2024,260
3.0,6:51,1.0,15.0,NWE 28,16.0,14.0,Joe Milton pass complete short right to Austin Hooper for 3 yards (tackle by Dorian Williams and Joe Andreessen),0.81,0.32,18.0,2024,260
3.0,6:17,2.0,12.0,NWE 31,16.0,14.0,"Joe Milton pass incomplete deep right intended for Kayshon Boutte. Penalty on Dawuane Smoot: Defensive Offside, 5 yards (accepted) (no play)",0.32,1.0,18.0,2024,260
3.0,6:12,2.0,7.0,NWE 36,16.0,14.0,Joe Milton pass complete short right to Javon Baker for 12 yards (tackle by Damar Hamlin),1.0,2.13,18.0,2024,260
3.0,5:37,1.0,10.0,NWE 48,16.0,14.0,Joe Milton pass incomplete short right intended for Austin Hooper (defended by Edefuan Ulofoshio),2.13,1.58,18.0,2024,260
3.0,5:31,2.0,10.0,NWE 48,16.0,14.0,Terrell Jennings up the middle for 1 yard (tackle by Javon Solomon and Casey Toohill),1.58,1.02,18.0,2024,260
3.0,4:52,3.0,9.0,NWE 49,16.0,14.0,"Joe Milton scrambles up the middle for 9 yards (tackle by Joe Andreessen) BUF challenged the first down ruling, and the play was upheld.",1.02,2.79,18.0,2024,260
3.0,4:09,1.0,10.0,BUF 42,16.0,14.0,Joe Milton scrambles up the middle for 4 yards (tackle by Joe Andreessen and Ja'Marcus Ingram),2.79,2.78,18.0,2024,260
3.0,3:36,2.0,6.0,BUF 38,16.0,14.0,Joe Milton pass complete short left to Demario Douglas for 15 yards (tackle by Ja'Marcus Ingram),2.78,4.04,18.0,2024,260
3.0,2:56,1.0,10.0,BUF 23,16.0,14.0,Joe Milton pass complete short left to Kayshon Boutte for 4 yards (tackle by Brandon Codrington),4.04,4.05,18.0,2024,260
3.0,2:22,2.0,6.0,BUF 19,16.0,14.0,"Joe Milton pass complete short right to Demario Douglas for no gain. Penalty on Caedan Wallace: Offensive Holding, 10 yards (accepted) (no play)",4.05,2.69,18.0,2024,260
3.0,1:54,2.0,16.0,BUF 29,16.0,14.0,Joe Milton pass incomplete deep left intended for Terrell Jennings (defended by Cole Bishop),2.69,2.01,18.0,2024,260
3.0,1:47,,,,,,Timeout #1 by New England Patriots,,,18.0,2024,260
3.0,1:47,3.0,16.0,BUF 29,16.0,14.0,Joe Milton pass complete short right to Austin Hooper for 6 yards (tackle by Joe Andreessen),2.01,1.93,18.0,2024,260
3.0,1:04,4.0,10.0,BUF 23,16.0,17.0,Joey Slye 41 yard field goal good,1.93,3.0,18.0,2024,260
3.0,1:00,,,NWE 35,16.0,17.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,260
3.0,1:00,1.0,10.0,BUF 30,16.0,17.0,"Ray Davis up the middle for no gain (tackle by Daniel Ekuale and Jaylinn Hawkins). Penalty on Curtis Samuel: Illegal Shift, 5 yards (accepted) (no play)",0.94,0.61,18.0,2024,260
3.0,0:36,1.0,15.0,BUF 25,16.0,17.0,Ray Davis up the middle for 3 yards (tackle by Daniel Ekuale and Anfernee Jennings),0.61,0.12,18.0,2024,260
4.0,15:00,2.0,12.0,BUF 28,16.0,17.0,"Penalty on Keon Coleman: False Start, 5 yards (accepted) (no play)",0.12,-0.55,18.0,2024,260
4.0,15:00,2.0,17.0,BUF 23,16.0,17.0,Mike White pass incomplete short middle intended for Quintin Morris,-0.55,-1.22,18.0,2024,260
4.0,14:56,3.0,17.0,BUF 23,16.0,17.0,Mike White pass complete short left to Curtis Samuel for 14 yards (tackle by Miles Battle),-1.22,-0.91,18.0,2024,260
4.0,14:13,4.0,3.0,BUF 37,16.0,17.0,"Sam Martin punts 42 yards, returned by Alex Erickson for no gain (tackle by Ty Johnson)",-0.91,-0.34,18.0,2024,260
4.0,14:02,1.0,10.0,NWE 21,16.0,17.0,Antonio Gibson left end for 5 yards (tackle by Cole Bishop and Javon Solomon),0.34,0.48,18.0,2024,260
4.0,13:32,2.0,5.0,NWE 26,16.0,17.0,Joe Milton pass complete short right to Antonio Gibson for 5 yards (tackle by Joe Andreessen and Brandon Codrington),0.48,1.0,18.0,2024,260
4.0,12:53,1.0,10.0,NWE 31,16.0,17.0,Antonio Gibson left guard for 9 yards (tackle by Damar Hamlin),1.0,1.68,18.0,2024,260
4.0,12:23,2.0,1.0,NWE 40,16.0,17.0,Joe Milton pass complete short right to Kayshon Boutte for 7 yards (tackle by Brandon Codrington),1.68,2.06,18.0,2024,260
4.0,11:56,1.0,10.0,NWE 47,16.0,17.0,Antonio Gibson left guard for 4 yards (tackle by Joe Andreessen and Kaiir Elam),2.06,2.06,18.0,2024,260
4.0,11:21,2.0,6.0,BUF 49,16.0,17.0,Joe Milton pass complete deep middle to Jaheim Bell for 19 yards (tackle by Cole Bishop),2.06,3.58,18.0,2024,260
4.0,10:47,1.0,10.0,BUF 30,16.0,17.0,Joe Milton pass complete short middle to Kayshon Boutte for 21 yards (tackle by Edefuan Ulofoshio),3.58,5.14,18.0,2024,260
4.0,9:58,1.0,9.0,BUF 9,16.0,17.0,Terrell Jennings left guard for no gain (tackle by Casey Toohill and Quinton Jefferson),5.14,4.38,18.0,2024,260
4.0,9:12,2.0,9.0,BUF 9,16.0,17.0,"Joe Milton pass incomplete short right. Penalty on Joe Milton: Intentional Grounding, 15 yards (accepted)",4.38,1.82,18.0,2024,260
4.0,8:58,3.0,24.0,BUF 24,16.0,17.0,"Joe Milton pass incomplete deep left intended for Demario Douglas. Penalty on Caedan Wallace: Offensive Holding, 10 yards (declined)",1.82,1.87,18.0,2024,260
4.0,8:58,4.0,24.0,BUF 24,16.0,20.0,Joey Slye 42 yard field goal good,1.87,3.0,18.0,2024,260
4.0,8:53,,,NWE 35,16.0,20.0,"Joey Slye kicks off 63 yards, returned by Brandon Codrington for 32 yards (tackle by Titus Leo)",0.0,1.2,18.0,2024,260
4.0,8:46,1.0,10.0,BUF 34,16.0,20.0,Ray Davis left guard for 5 yards (tackle by Anfernee Jennings),1.2,1.33,18.0,2024,260
4.0,8:10,2.0,5.0,BUF 39,16.0,20.0,Ray Davis right tackle for -2 yards (tackle by Titus Leo),1.33,0.37,18.0,2024,260
4.0,7:30,3.0,7.0,BUF 37,16.0,20.0,Mike White pass complete short right to Curtis Samuel for 11 yards (tackle by Miles Battle),0.37,2.13,18.0,2024,260
4.0,6:51,,,,,,Timeout #2 by New England Patriots,,,18.0,2024,260
4.0,6:51,1.0,10.0,BUF 48,16.0,20.0,Ray Davis left end for 3 yards (tackle by Jahlani Tavai and Eric Johnson),2.13,1.99,18.0,2024,260
4.0,6:12,2.0,7.0,NWE 49,16.0,20.0,Ray Davis right tackle for 2 yards (tackle by Sione Takitaki),1.99,1.55,18.0,2024,260
4.0,5:34,3.0,5.0,NWE 47,16.0,20.0,Mike White pass incomplete short right intended for Keon Coleman (defended by Miles Battle),1.55,0.13,18.0,2024,260
4.0,5:30,4.0,5.0,NWE 47,16.0,20.0,Mike White pass complete short right to Curtis Samuel for 3 yards (tackle by Isaiah Bolden and Christian Elliss),0.13,-1.86,18.0,2024,260
4.0,5:16,1.0,10.0,NWE 44,16.0,20.0,Joe Milton pass incomplete deep left intended for Antonio Gibson,1.86,1.32,18.0,2024,260
4.0,5:09,2.0,10.0,NWE 44,16.0,20.0,Terrell Jennings left tackle for 2 yards (tackle by Javon Solomon and DeWayne Carter),1.32,0.89,18.0,2024,260
4.0,4:31,3.0,8.0,NWE 46,16.0,20.0,Joe Milton pass incomplete deep right intended for Antonio Gibson,0.89,-0.32,18.0,2024,260
4.0,4:24,4.0,8.0,NWE 46,16.0,20.0,"Bryce Baringer punts 39 yards, fair catch by Brandon Codrington at BUF-15",-0.32,0.22,18.0,2024,260
4.0,4:18,1.0,10.0,BUF 15,16.0,20.0,Ray Davis up the middle for 3 yards (tackle by Daniel Ekuale and Christian Elliss),-0.22,-0.28,18.0,2024,260
4.0,3:39,2.0,7.0,BUF 18,16.0,20.0,Mike White pass incomplete short left intended for Ray Davis (defended by Titus Leo),-0.28,-1.0,18.0,2024,260
4.0,3:32,3.0,7.0,BUF 18,16.0,20.0,Mike White pass incomplete short right intended for Curtis Samuel (defended by Dell Pettus),-1.0,-2.24,18.0,2024,260
4.0,3:26,4.0,7.0,BUF 18,16.0,20.0,"Sam Martin punts 53 yards, returned by Alex Erickson for 26 yards (tackle by Ty Johnson)",-2.24,-2.59,18.0,2024,260
4.0,3:14,1.0,10.0,BUF 45,16.0,20.0,Terrell Jennings right end for 7 yards (tackle by DeWayne Carter and Cole Bishop),2.59,2.99,18.0,2024,260
4.0,3:07,,,,,,Timeout #2 by Buffalo Bills,,,18.0,2024,260
4.0,3:07,2.0,3.0,BUF 38,16.0,20.0,Joe Milton right end for 4 yards (tackle by Javon Solomon),2.99,3.31,18.0,2024,260
4.0,3:00,1.0,10.0,BUF 34,16.0,20.0,Terrell Jennings up the middle for 2 yards (tackle by Damar Hamlin and Casey Toohill),3.31,3.04,18.0,2024,260
4.0,2:58,,,,,,Timeout #3 by Buffalo Bills,,,18.0,2024,260
4.0,2:58,2.0,8.0,BUF 32,16.0,20.0,Terrell Jennings left tackle for no gain (tackle by Joe Andreessen),3.04,2.35,18.0,2024,260
4.0,2:15,3.0,8.0,BUF 32,16.0,20.0,Terrell Jennings right tackle for 1 yard (tackle by Casey Toohill and Ja'Marcus Ingram),2.35,1.32,18.0,2024,260
4.0,2:00,4.0,7.0,BUF 31,16.0,23.0,Joey Slye 50 yard field goal good,1.32,3.0,18.0,2024,260
4.0,1:55,,,NWE 35,16.0,23.0,"Joey Slye kicks off 66 yards, returned by Brandon Codrington for 30 yards (tackle by Titus Leo)",0.0,0.87,18.0,2024,260
4.0,1:47,1.0,10.0,BUF 29,16.0,23.0,Mike White pass incomplete deep right intended for Keon Coleman (defended by Miles Battle),0.87,0.33,18.0,2024,260
4.0,1:42,2.0,10.0,BUF 29,16.0,23.0,Mike White pass incomplete short left intended for Keon Coleman,0.33,-0.36,18.0,2024,260
4.0,1:38,3.0,10.0,BUF 29,16.0,23.0,Mike White pass incomplete deep right intended for Keon Coleman (defended by Miles Battle),-0.36,-1.44,18.0,2024,260
4.0,1:31,4.0,10.0,BUF 29,16.0,23.0,Mike White pass incomplete short right intended for Keon Coleman (defended by Anfernee Jennings),-1.44,-3.64,18.0,2024,260
4.0,1:26,1.0,10.0,BUF 29,16.0,23.0,Joe Milton kneels for -1 yards,3.64,2.97,18.0,2024,260
4.0,0:47,2.0,11.0,BUF 30,16.0,23.0,Joe Milton kneels for -1 yards,2.97,2.15,18.0,2024,260
4.0,0:30,3.0,12.0,BUF 31,16.0,23.0,Joe Milton kneels for -1 yards,2.15,1.24,18.0,2024,260
