Quarter,Time,Down,ToGo,Location,SEA,LAR,Detail,EPB,EPA,week,year,game_id
2.0,12:48,,,SEA 35,14.0,3.0,"Jason Myers kicks off 65 yards, returned by Blake Corum for 22 yards (tackle by Derick Hall and Drake Thomas)",0.0,0.41,18.0,2024,271
2.0,12:43,1.0,10.0,LAR 22,14.0,3.0,Jimmy Garoppolo pass complete short left to Blake Corum for 12 yards (tackle by Riq Woolen and Dre'Mont Jones),0.41,1.2,18.0,2024,271
2.0,12:01,1.0,10.0,LAR 34,14.0,3.0,Ronnie Rivers up the middle for 6 yards (tackle by Coby Bryant and Tyrice Knight),1.2,1.47,18.0,2024,271
2.0,11:19,2.0,4.0,LAR 40,14.0,3.0,Jimmy Garoppolo pass complete short left to Tyler Johnson for 20 yards (tackle by Riq Woolen),1.47,2.92,18.0,2024,271
2.0,10:36,1.0,10.0,SEA 40,14.0,3.0,Jimmy Garoppolo pass complete short left to Jordan Whittington for 12 yards (tackle by Coby Bryant),2.92,3.71,18.0,2024,271
2.0,9:55,1.0,10.0,SEA 28,14.0,3.0,"Xavier Smith right end for 2 yards (tackle by Leonard Williams). Penalty on Tre Brown: Face Mask (15 Yards), 13 yards (accepted)",3.71,4.71,18.0,2024,271
2.0,9:34,1.0,10.0,SEA 13,14.0,3.0,Ronnie Rivers right guard for 7 yards (tackle by Ernest Jones),4.71,5.34,18.0,2024,271
2.0,8:55,2.0,3.0,SEA 6,14.0,3.0,Jimmy Garoppolo pass incomplete short right intended for Tyler Higbee,5.34,4.56,18.0,2024,271
2.0,8:51,3.0,3.0,SEA 6,14.0,9.0,"Jimmy Garoppolo pass complete short right to Tyler Higbee for 6 yards, touchdown",4.56,7.0,18.0,2024,271
2.0,8:47,,,SEA 15,14.0,10.0,Joshua Karty kicks extra point good,0.0,0.0,18.0,2024,271
2.0,8:47,,,LAR 35,14.0,10.0,"Ethan Evans kicks off 65 yards, returned by Kenny McIntosh for 27 yards (tackle by Cody Schrader)",0.0,0.74,18.0,2024,271
2.0,8:41,1.0,10.0,SEA 27,14.0,10.0,Zach Charbonnet up the middle for 3 yards (tackle by Jake Hummel and Jaylen McCollough),0.74,0.6,18.0,2024,271
2.0,8:10,2.0,7.0,SEA 30,14.0,10.0,Geno Smith pass complete short left to Jaxon Smith-Njigba for 2 yards (tackle by Josh Wallace and Jake Hummel),0.6,0.17,18.0,2024,271
2.0,7:28,3.0,5.0,SEA 32,14.0,10.0,Geno Smith pass complete short middle to Tyler Lockett for 17 yards (tackle by Kamren Kinchens),0.17,2.19,18.0,2024,271
2.0,6:49,1.0,10.0,SEA 49,14.0,10.0,Zach Charbonnet right end for 7 yards (tackle by Desjuan Johnson),2.19,2.59,18.0,2024,271
2.0,6:08,2.0,3.0,LAR 44,14.0,10.0,Geno Smith pass complete short left to AJ Barner for 6 yards (tackle by Emmanuel Forbes),2.59,3.05,18.0,2024,271
2.0,5:25,1.0,10.0,LAR 38,14.0,10.0,Geno Smith pass complete short middle to AJ Barner for 4 yards (tackle by Jake Hummel),3.05,3.05,18.0,2024,271
2.0,4:51,2.0,6.0,LAR 34,14.0,10.0,Zach Charbonnet up the middle for 1 yard (tackle by Michael Hoecht),3.05,2.48,18.0,2024,271
2.0,4:10,3.0,5.0,LAR 33,14.0,10.0,Geno Smith sacked by and Braden Fiske for -5 yards and Byron Young for -5 yards,2.48,0.72,18.0,2024,271
2.0,3:27,4.0,10.0,LAR 38,17.0,10.0,Jason Myers 56 yard field goal good,0.72,3.0,18.0,2024,271
2.0,3:21,,,SEA 35,17.0,10.0,"Jason Myers kicks off 63 yards, returned by Jordan Whittington for 43 yards (tackle by Nehemiah Pritchett)",0.0,1.93,18.0,2024,271
2.0,3:15,1.0,10.0,LAR 45,17.0,10.0,Jimmy Garoppolo pass incomplete deep middle intended for Tutu Atwell (defended by Devon Witherspoon),1.93,1.38,18.0,2024,271
2.0,3:10,2.0,10.0,LAR 45,17.0,10.0,Ronnie Rivers up the middle for 3 yards (tackle by Johnathan Hankins),1.38,1.09,18.0,2024,271
2.0,2:27,3.0,7.0,LAR 48,17.0,10.0,Jimmy Garoppolo pass short right intended for Tyler Johnson is intercepted by Julian Love at SEA-38 and returned for 7 yards (tackle by Tyler Johnson),1.09,-1.93,18.0,2024,271
2.0,2:18,1.0,10.0,SEA 45,17.0,10.0,Kenny McIntosh up the middle for 3 yards (tackle by Jaylen McCollough),1.93,1.79,18.0,2024,271
2.0,2:00,2.0,7.0,SEA 48,17.0,10.0,Kenny McIntosh up the middle for 6 yards (tackle by Josh Wallace),1.79,1.88,18.0,2024,271
2.0,1:21,3.0,1.0,LAR 46,17.0,10.0,"Penalty on Charles Cross: False Start, 5 yards (accepted) (no play)",1.88,1.22,18.0,2024,271
2.0,1:05,3.0,6.0,SEA 49,17.0,10.0,Geno Smith pass incomplete short left intended for Jaxon Smith-Njigba (defended by Ahkello Witherspoon),1.22,-0.13,18.0,2024,271
2.0,1:03,4.0,6.0,SEA 49,17.0,10.0,"Michael Dickson punts 51 yards, touchback.",-0.13,-0.28,18.0,2024,271
2.0,0:53,1.0,10.0,LAR 20,17.0,10.0,Jimmy Garoppolo pass incomplete short right intended for Tyler Johnson (defended by Devon Witherspoon),0.28,-0.27,18.0,2024,271
2.0,0:49,2.0,10.0,LAR 20,17.0,10.0,Ronnie Rivers right guard for 9 yards (tackle by Ernest Jones and Julian Love),-0.27,0.23,18.0,2024,271
2.0,0:14,3.0,1.0,LAR 29,17.0,10.0,Jimmy Garoppolo pass complete deep left to Demarcus Robinson for 31 yards (tackle by Nehemiah Pritchett),0.23,2.92,18.0,2024,271
2.0,0:09,1.0,10.0,SEA 40,17.0,10.0,Jimmy Garoppolo pass incomplete deep left,2.92,2.37,18.0,2024,271
2.0,0:03,2.0,10.0,SEA 40,17.0,13.0,Joshua Karty 58 yard field goal good,2.37,3.0,18.0,2024,271
3.0,15:00,,,LAR 35,17.0,13.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,271
3.0,15:00,1.0,10.0,SEA 30,17.0,13.0,Geno Smith pass incomplete short right intended for Noah Fant,0.94,0.39,18.0,2024,271
3.0,14:56,2.0,10.0,SEA 30,17.0,13.0,Zach Charbonnet up the middle for -1 yards (tackle by Keir Thomas),0.39,-0.43,18.0,2024,271
3.0,14:18,3.0,11.0,SEA 29,17.0,13.0,Geno Smith pass complete short left to Noah Fant for 1 yard (tackle by Byron Young),-0.43,-1.37,18.0,2024,271
3.0,13:34,4.0,10.0,SEA 30,17.0,13.0,"Michael Dickson punts 62 yards, returned by Xavier Smith for 13 yards (tackle by Jake Bobo and Drake Thomas)",-1.37,-0.34,18.0,2024,271
3.0,13:22,1.0,10.0,LAR 21,17.0,13.0,Jimmy Garoppolo pass complete short left to Colby Parkinson for 6 yards (tackle by Tyrice Knight),0.34,0.61,18.0,2024,271
3.0,12:43,2.0,4.0,LAR 27,17.0,13.0,Jordan Whittington left end for 7 yards (tackle by Tyrice Knight and Julian Love),0.61,1.2,18.0,2024,271
3.0,12:05,1.0,10.0,LAR 34,17.0,13.0,Jimmy Garoppolo scrambles up the middle for 5 yards (tackle by Devon Witherspoon),1.2,1.33,18.0,2024,271
3.0,11:25,2.0,5.0,LAR 39,17.0,13.0,Ronnie Rivers up the middle for 3 yards (tackle by Boye Mafe),1.33,1.03,18.0,2024,271
3.0,10:46,3.0,2.0,LAR 42,17.0,13.0,Jimmy Garoppolo pass complete short middle to Demarcus Robinson for 18 yards (tackle by Artie Burns),1.03,2.92,18.0,2024,271
3.0,10:08,1.0,10.0,SEA 40,17.0,13.0,Cody Schrader left guard for 3 yards (tackle by Ernest Jones and Artie Burns),2.92,2.78,18.0,2024,271
3.0,9:28,2.0,7.0,SEA 37,17.0,13.0,Jimmy Garoppolo pass complete short left to Cody Schrader for 6 yards (tackle by Devon Witherspoon),2.78,2.87,18.0,2024,271
3.0,8:42,3.0,1.0,SEA 31,17.0,13.0,Jimmy Garoppolo sacked by Leonard Williams for -8 yards,2.87,0.66,18.0,2024,271
3.0,7:59,4.0,9.0,SEA 39,17.0,16.0,Joshua Karty 57 yard field goal good,0.66,3.0,18.0,2024,271
3.0,7:54,,,LAR 35,17.0,16.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,271
3.0,7:54,1.0,10.0,SEA 30,17.0,16.0,Geno Smith pass incomplete deep middle intended for Tyler Lockett (defended by Cobie Durant),0.94,0.39,18.0,2024,271
3.0,7:47,2.0,10.0,SEA 30,17.0,16.0,Geno Smith pass incomplete deep left intended for D.K. Metcalf,0.39,-0.3,18.0,2024,271
3.0,7:42,3.0,10.0,SEA 30,17.0,16.0,"Geno Smith pass complete short right to Jaxon Smith-Njigba for no gain, lateral to Zach Charbonnet for 32 yards (tackle by Michael Hoecht)",-0.3,3.05,18.0,2024,271
3.0,7:00,1.0,10.0,LAR 38,17.0,16.0,Zach Charbonnet up the middle for 5 yards (tackle by Desjuan Johnson and Keir Thomas),3.05,3.18,18.0,2024,271
3.0,6:18,2.0,5.0,LAR 33,17.0,16.0,Kenny McIntosh right tackle for 12 yards (tackle by Kamren Kinchens and Desjuan Johnson),3.18,4.17,18.0,2024,271
3.0,5:34,1.0,10.0,LAR 21,17.0,16.0,Kenny McIntosh left end for 8 yards (tackle by Omar Speights),4.17,4.95,18.0,2024,271
3.0,5:08,2.0,2.0,LAR 13,17.0,16.0,Kenny McIntosh left guard for 1 yard (tackle by Tyler Davis and Bobby Brown),4.95,4.49,18.0,2024,271
3.0,4:26,3.0,1.0,LAR 12,17.0,16.0,Geno Smith pass complete short right to AJ Barner for 10 yards (tackle by Kamren Kinchens),4.49,6.74,18.0,2024,271
3.0,3:45,1.0,2.0,LAR 2,17.0,16.0,Zach Charbonnet up the middle for -2 yards (tackle by Bobby Brown),6.74,5.34,18.0,2024,271
3.0,3:05,2.0,4.0,LAR 4,23.0,16.0,"Geno Smith pass complete short middle to AJ Barner for 4 yards, touchdown",5.34,7.0,18.0,2024,271
3.0,3:00,,,LAR 15,24.0,16.0,Jason Myers kicks extra point good,0.0,0.0,18.0,2024,271
3.0,3:00,,,SEA 35,24.0,16.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,271
3.0,3:00,1.0,10.0,LAR 30,24.0,16.0,Ronnie Rivers left end for no gain (tackle by Uchenna Nwosu),0.94,0.39,18.0,2024,271
3.0,2:25,2.0,10.0,LAR 30,24.0,16.0,Jimmy Garoppolo pass complete short left to Ronnie Rivers for 5 yards (tackle by Devon Witherspoon),0.39,0.37,18.0,2024,271
3.0,1:39,3.0,5.0,LAR 35,24.0,16.0,Jimmy Garoppolo pass complete short middle to Tutu Atwell for 5 yards (tackle by Julian Love),0.37,1.6,18.0,2024,271
3.0,0:55,1.0,10.0,LAR 40,24.0,16.0,Jimmy Garoppolo pass complete short left to Tyler Higbee for 13 yards (tackle by Tyrice Knight and Devon Witherspoon),1.6,2.46,18.0,2024,271
3.0,0:12,1.0,10.0,SEA 47,24.0,16.0,Jimmy Garoppolo pass complete short left to Jordan Whittington for 24 yards (tackle by Ernest Jones and Coby Bryant),2.46,4.04,18.0,2024,271
4.0,15:00,1.0,10.0,SEA 23,24.0,16.0,Jimmy Garoppolo pass complete short right to Ronnie Rivers for 9 yards (tackle by Nehemiah Pritchett and Dre'Mont Jones),4.04,4.95,18.0,2024,271
4.0,14:16,2.0,1.0,SEA 14,24.0,16.0,Ronnie Rivers up the middle for 8 yards (tackle by Coby Bryant and Tyrice Knight),4.95,5.83,18.0,2024,271
4.0,13:31,1.0,6.0,SEA 6,24.0,16.0,Ronnie Rivers right guard for 2 yards (tackle by Ernest Jones and Derick Hall),5.83,5.34,18.0,2024,271
4.0,12:48,2.0,4.0,SEA 4,24.0,22.0,"Jimmy Garoppolo pass complete short right to Tyler Johnson for 4 yards, touchdown",5.34,7.0,18.0,2024,271
4.0,12:43,,,SEA 2,24.0,22.0,Two Point Attempt: Jimmy Garoppolo pass incomplete intended for Demarcus Robinson,1.0,-1.0,18.0,2024,271
4.0,12:43,,,LAR 35,24.0,22.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,271
4.0,12:43,1.0,10.0,SEA 30,24.0,22.0,Geno Smith pass complete short right to Noah Fant for 2 yards (tackle by Kamren Kinchens),0.94,0.66,18.0,2024,271
4.0,12:11,2.0,8.0,SEA 32,24.0,22.0,Geno Smith pass complete short left to Jaxon Smith-Njigba for 7 yards (tackle by Josh Wallace and Omar Speights),0.66,0.89,18.0,2024,271
4.0,11:27,3.0,1.0,SEA 39,24.0,22.0,Geno Smith pass incomplete short right intended for Tyler Lockett (defended by Cobie Durant),0.89,-0.78,18.0,2024,271
4.0,11:22,4.0,1.0,SEA 39,24.0,22.0,"Michael Dickson punts 56 yards, returned by Xavier Smith for 17 yards (tackle by AJ Barner)",-0.78,-0.41,18.0,2024,271
4.0,11:11,1.0,10.0,LAR 22,24.0,22.0,Ronnie Rivers left guard for 2 yards (tackle by Leonard Williams and Johnathan Hankins),0.41,0.14,18.0,2024,271
4.0,10:34,2.0,8.0,LAR 24,24.0,22.0,Jimmy Garoppolo pass complete short right to Tutu Atwell for 4 yards (tackle by Artie Burns),0.14,-0.03,18.0,2024,271
4.0,9:49,3.0,4.0,LAR 28,24.0,22.0,Jimmy Garoppolo pass complete deep left to Jordan Whittington for 50 yards (tackle by Julian Love),-0.03,4.11,18.0,2024,271
4.0,9:02,1.0,10.0,SEA 22,24.0,22.0,Ronnie Rivers left tackle for 2 yards (tackle by Devon Witherspoon and Ernest Jones),4.11,3.83,18.0,2024,271
4.0,8:19,2.0,8.0,SEA 20,24.0,22.0,Jimmy Garoppolo pass incomplete short right intended for Demarcus Robinson,3.83,3.14,18.0,2024,271
4.0,8:15,3.0,8.0,SEA 20,24.0,22.0,Jimmy Garoppolo sacked by Leonard Williams for no gain,3.14,2.12,18.0,2024,271
4.0,7:33,4.0,8.0,SEA 20,24.0,25.0,Joshua Karty 38 yard field goal good,2.12,3.0,18.0,2024,271
4.0,7:29,,,LAR 35,24.0,25.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,271
4.0,7:29,1.0,10.0,SEA 30,24.0,25.0,Kenny McIntosh left guard for 10 yards (tackle by Jake Hummel and Keir Thomas),0.94,1.6,18.0,2024,271
4.0,6:48,1.0,10.0,SEA 40,24.0,25.0,"Kenny McIntosh left tackle for no gain. Kenny McIntosh fumbles (forced by Keir Thomas), recovered by Kamren Kinchens at SEA-46 (tackle by AJ Barner). Penalty on Keir Thomas: Defensive Offside, 5 yards (accepted) (no play)",1.6,2.33,18.0,2024,271
4.0,6:45,1.0,5.0,SEA 45,24.0,25.0,Zach Charbonnet right tackle for 3 yards (tackle by Tyler Davis and Michael Hoecht),2.33,2.13,18.0,2024,271
4.0,6:21,2.0,2.0,SEA 48,24.0,25.0,Zach Charbonnet up the middle for 7 yards (tackle by Tyler Davis and Jake Hummel),2.13,2.59,18.0,2024,271
4.0,5:35,1.0,10.0,LAR 45,24.0,25.0,Geno Smith pass complete short left to AJ Barner for 10 yards (tackle by Emmanuel Forbes and Desjuan Johnson),2.59,3.25,18.0,2024,271
4.0,4:56,1.0,10.0,LAR 35,24.0,25.0,Zach Charbonnet left end for 4 yards (tackle by Emmanuel Forbes),3.25,3.24,18.0,2024,271
4.0,4:16,2.0,6.0,LAR 31,24.0,25.0,Zach Charbonnet left tackle for 4 yards (tackle by Bobby Brown and Jaylen McCollough),3.24,3.07,18.0,2024,271
4.0,3:28,3.0,2.0,LAR 27,24.0,25.0,Geno Smith pass complete short right to Tyler Lockett for 11 yards (tackle by Josh Wallace),3.07,4.51,18.0,2024,271
4.0,3:24,1.0,10.0,LAR 16,30.0,25.0,"Geno Smith pass complete short middle to Noah Fant for 16 yards, touchdown",4.51,7.0,18.0,2024,271
4.0,3:19,,,LAR 2,30.0,25.0,Two Point Attempt: Geno Smith pass incomplete intended for Jaxon Smith-Njigba,1.0,-1.0,18.0,2024,271
4.0,3:19,,,SEA 35,30.0,25.0,"Jason Myers kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,271
4.0,3:19,1.0,10.0,LAR 30,30.0,25.0,"Jimmy Garoppolo pass short left intended for Tyler Johnson is intercepted by Artie Burns at LA-42 and returned for no gain (tackle by Demarcus Robinson) Replay Assistant challenged the pass interception ruling, and the original play was overturned. Jimmy Garoppolo pass incomplete short left intended for Tyler Johnson (defended by Artie Burns)",0.94,0.39,18.0,2024,271
4.0,3:14,2.0,10.0,LAR 30,30.0,25.0,Ronnie Rivers right tackle for 4 yards (tackle by Boye Mafe),0.39,0.23,18.0,2024,271
4.0,2:39,3.0,6.0,LAR 34,30.0,25.0,Jimmy Garoppolo pass incomplete short left intended for Ronnie Rivers,0.23,-1.11,18.0,2024,271
4.0,2:35,4.0,6.0,LAR 34,30.0,25.0,Jimmy Garoppolo pass complete short right to Tyler Higbee for 17 yards (tackle by Rayshawn Jenkins and Ernest Jones),-1.11,2.32,18.0,2024,271
4.0,2:10,1.0,10.0,SEA 49,30.0,25.0,Jimmy Garoppolo pass complete short right to Tyler Higbee for 6 yards (tackle by Julian Love and Ernest Jones),2.32,2.59,18.0,2024,271
4.0,2:00,2.0,4.0,SEA 43,30.0,25.0,Jimmy Garoppolo pass complete short left to Ronnie Rivers for 14 yards (tackle by Coby Bryant),2.59,3.64,18.0,2024,271
4.0,1:53,1.0,10.0,SEA 29,30.0,25.0,Jimmy Garoppolo pass complete short left to Tyler Higbee for 4 yards (tackle by Devon Witherspoon and Tyrice Knight),3.64,3.64,18.0,2024,271
4.0,1:17,2.0,6.0,SEA 25,30.0,25.0,Jimmy Garoppolo pass complete short left to Tyler Johnson for 9 yards (tackle by Nehemiah Pritchett),3.64,4.51,18.0,2024,271
4.0,1:10,1.0,10.0,SEA 16,30.0,25.0,Jimmy Garoppolo pass incomplete short left intended for Demarcus Robinson (defended by Julian Love),4.51,3.9,18.0,2024,271
4.0,1:06,2.0,10.0,SEA 16,30.0,25.0,Jimmy Garoppolo pass complete short right to Tyler Johnson for 2 yards (tackle by Uchenna Nwosu),3.9,3.37,18.0,2024,271
4.0,0:34,,,,,,Timeout #1 by Los Angeles Rams,,,18.0,2024,271
4.0,0:34,3.0,8.0,SEA 14,30.0,25.0,Jimmy Garoppolo pass complete short middle to Tutu Atwell for 5 yards (tackle by Nehemiah Pritchett),3.37,2.93,18.0,2024,271
4.0,0:21,,,,,,Timeout #2 by Los Angeles Rams,,,18.0,2024,271
4.0,0:21,,,,,,Timeout #1 by Seattle Seahawks,,,18.0,2024,271
4.0,0:21,4.0,3.0,SEA 9,30.0,25.0,Jimmy Garoppolo pass incomplete short left intended for Jordan Whittington,2.93,0.38,18.0,2024,271
4.0,0:18,1.0,10.0,SEA 10,30.0,25.0,Geno Smith kneels for -1 yards,-0.38,-0.85,18.0,2024,271
