Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA,week,year,game_id
1.0,8:47,1.0,10.0,DEN 30,0.0,7.0,Jaleel McLaughlin right tackle for 5 yards (tackle by Derrick Nnadi and Bryan Cook),0.94,1.07,18.0,2024,268
1.0,8:09,2.0,5.0,DEN 35,0.0,7.0,Jaleel McLaughlin right end for 3 yards (tackle by Josh Uche),1.07,0.76,18.0,2024,268
1.0,7:26,3.0,2.0,DEN 38,0.0,7.0,Bo Nix up the middle for 1 yard (tackle by Cam Jones and Leo Chenal),0.76,-0.78,18.0,2024,268
1.0,6:55,4.0,1.0,DEN 39,0.0,7.0,Bo Nix up the middle for 1 yard (tackle by Malik Herring),-0.78,1.6,18.0,2024,268
1.0,6:17,1.0,10.0,DEN 40,0.0,7.0,Bo Nix pass complete deep right to Courtland Sutton for 47 yards (tackle by Nazeeh Johnson),1.6,4.71,18.0,2024,268
1.0,5:42,1.0,10.0,KAN 13,0.0,7.0,Bo Nix scrambles right end for 3 yards (tackle by Jaden Hicks),4.71,4.58,18.0,2024,268
1.0,4:59,2.0,7.0,KAN 10,0.0,13.0,"Bo Nix pass complete short middle to Courtland Sutton for 10 yards, touchdown",4.58,7.0,18.0,2024,268
1.0,4:53,,,KAN 15,0.0,14.0,Wil Lutz kicks extra point good,0.0,0.0,18.0,2024,268
1.0,4:53,,,DEN 35,0.0,14.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,268
1.0,4:53,1.0,10.0,KAN 30,0.0,14.0,"Carson Wentz pass incomplete short left intended for JuJu Smith-Schuster (defended by Patrick Surtain). Penalty on Patrick Surtain: Defensive Pass Interference, 11 yards (accepted) (no play)",0.94,1.66,18.0,2024,268
1.0,4:49,1.0,10.0,KAN 41,0.0,14.0,Carson Wentz pass incomplete deep right intended for Justin Watson,1.66,1.12,18.0,2024,268
1.0,4:45,2.0,10.0,KAN 41,0.0,14.0,Noah Gray right end for -4 yards (tackle by Ja'Quan McMillian),1.12,-0.1,18.0,2024,268
1.0,3:54,3.0,14.0,KAN 37,0.0,14.0,Carson Wentz pass complete short middle to Peyton Hendershot for 10 yards (tackle by Cody Barton),-0.1,-0.26,18.0,2024,268
1.0,3:08,4.0,4.0,KAN 47,0.0,14.0,"Penalty on Joshua Williams: False Start, 5 yards (accepted) (no play)",-0.26,-0.59,18.0,2024,268
1.0,2:58,4.0,9.0,KAN 42,0.0,14.0,"Matt Araiza punts 47 yards, fair catch by Marvin Mims at DEN-11",-0.59,0.37,18.0,2024,268
1.0,2:51,1.0,10.0,DEN 11,0.0,14.0,Bo Nix pass complete short right to Marvin Mims for 6 yards (tackle by Cam Jones),-0.37,-0.16,18.0,2024,268
1.0,2:13,2.0,4.0,DEN 17,0.0,14.0,Jaleel McLaughlin left end for 6 yards (tackle by Cam Jones),-0.16,0.48,18.0,2024,268
1.0,1:50,1.0,10.0,DEN 23,0.0,14.0,Audric Estime right guard for 4 yards (tackle by Christian Roland-Wallace),0.48,0.47,18.0,2024,268
1.0,1:11,2.0,6.0,DEN 27,0.0,14.0,Javonte Williams right tackle for 4 yards (tackle by Josh Uche and Derrick Nnadi),0.47,0.3,18.0,2024,268
1.0,0:29,3.0,2.0,DEN 31,0.0,14.0,Bo Nix scrambles right tackle for 12 yards (tackle by Cam Jones),0.3,1.8,18.0,2024,268
2.0,15:00,1.0,10.0,DEN 43,0.0,14.0,Bo Nix pass complete short left to Nate Adkins for 8 yards (tackle by Josh Uche),1.8,2.33,18.0,2024,268
2.0,14:17,2.0,2.0,KAN 49,0.0,14.0,Jaleel McLaughlin left guard for 2 yards (tackle by Leo Chenal and Marlon Tuipulotu),2.33,2.46,18.0,2024,268
2.0,13:29,1.0,10.0,KAN 47,0.0,14.0,Bo Nix pass complete short left to Marvin Mims for 3 yards (tackle by Keith Taylor),2.46,2.32,18.0,2024,268
2.0,12:45,2.0,7.0,KAN 44,0.0,14.0,Bo Nix pass complete short right to Marvin Mims for 3 yards (tackle by Christian Roland-Wallace),2.32,2.01,18.0,2024,268
2.0,12:08,3.0,4.0,KAN 41,0.0,14.0,"Bo Nix pass complete short left to Courtland Sutton for no gain (tackle by Chamarri Conner). Penalty on Lil'Jordan Humphrey: Offensive Pass Interference, 10 yards (accepted) (no play)",2.01,0.7,18.0,2024,268
2.0,11:43,3.0,14.0,DEN 49,0.0,14.0,Bo Nix pass complete short right to Javonte Williams for 13 yards (tackle by Nazeeh Johnson),0.7,0.72,18.0,2024,268
2.0,11:15,,,,,,Timeout #1 by Denver Broncos,,,18.0,2024,268
2.0,11:15,4.0,1.0,KAN 38,0.0,14.0,Bo Nix up the middle for 2 yards (tackle by Charles Omenihu),0.72,3.18,18.0,2024,268
2.0,10:35,1.0,10.0,KAN 36,0.0,14.0,Bo Nix pass complete short middle to Javonte Williams for 12 yards (tackle by Cam Jones),3.18,3.97,18.0,2024,268
2.0,9:49,,,,,,Timeout #2 by Denver Broncos,,,18.0,2024,268
2.0,9:49,1.0,10.0,KAN 24,0.0,14.0,Jaleel McLaughlin up the middle for 4 yards (tackle by Malik Herring and Derrick Nnadi),3.97,3.97,18.0,2024,268
2.0,9:12,2.0,6.0,KAN 20,0.0,14.0,Bo Nix pass complete short left to Troy Franklin for 5 yards (tackle by Chamarri Conner),3.97,4.17,18.0,2024,268
2.0,8:41,3.0,1.0,KAN 15,0.0,14.0,Bo Nix up the middle for 1 yard (tackle by Cam Jones),4.17,4.65,18.0,2024,268
2.0,8:04,1.0,10.0,KAN 14,0.0,14.0,Bo Nix pass complete short middle to Nate Adkins for 5 yards (tackle by Cam Jones),4.65,4.9,18.0,2024,268
2.0,7:23,2.0,5.0,KAN 9,0.0,14.0,Javonte Williams up the middle for 6 yards (tackle by Leo Chenal and Bryan Cook),4.9,6.51,18.0,2024,268
2.0,6:54,1.0,3.0,KAN 3,0.0,20.0,"Bo Nix pass complete short middle to Devaughn Vele for 3 yards, touchdown",6.51,7.0,18.0,2024,268
2.0,6:46,,,KAN 15,0.0,21.0,Wil Lutz kicks extra point good,0.0,0.0,18.0,2024,268
2.0,6:46,,,DEN 35,0.0,21.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,268
2.0,6:46,1.0,10.0,KAN 30,0.0,21.0,Samaje Perine left tackle for 1 yard (tackle by Malcolm Roach and Jonah Elliss),0.94,0.53,18.0,2024,268
2.0,6:06,2.0,9.0,KAN 31,0.0,21.0,Carson Steele up the middle for 4 yards (tackle by Malcolm Roach and Cody Barton),0.53,0.37,18.0,2024,268
2.0,5:21,3.0,5.0,KAN 35,0.0,21.0,Carson Wentz pass complete deep left to Nikko Remigio for 23 yards (tackle by Patrick Surtain),0.37,2.79,18.0,2024,268
2.0,4:37,1.0,10.0,DEN 42,0.0,21.0,Carson Wentz pass complete short left to Noah Gray for 1 yard (tackle by Patrick Surtain),2.79,2.38,18.0,2024,268
2.0,3:54,2.0,9.0,DEN 41,0.0,21.0,Carson Wentz pass incomplete short right intended for Nikko Remigio,2.38,1.68,18.0,2024,268
2.0,3:49,3.0,9.0,DEN 41,0.0,21.0,Carson Wentz pass complete short right to Justin Watson for 5 yards (tackle by Riley Moss),1.68,0.89,18.0,2024,268
2.0,3:08,4.0,4.0,DEN 36,0.0,21.0,Carson Wentz pass complete short right to Samaje Perine for 13 yards (tackle by Justin Strnad),0.89,4.04,18.0,2024,268
2.0,2:28,1.0,10.0,DEN 23,0.0,21.0,Carson Wentz pass complete short left to Carson Steele for 1 yard (tackle by Ja'Quan McMillian),4.04,3.63,18.0,2024,268
2.0,1:52,2.0,9.0,DEN 22,0.0,21.0,"Carson Wentz sacked by Jonathon Cooper for -4 yards. Penalty on D.J. Humphries: Offensive Holding, 10 yards (declined)",3.63,2.41,18.0,2024,268
2.0,1:52,3.0,13.0,DEN 26,0.0,21.0,"Penalty on Wanya Morris: False Start, 5 yards (accepted) (no play)",2.41,1.75,18.0,2024,268
2.0,1:52,3.0,18.0,DEN 31,0.0,21.0,Carson Wentz sacked by Nik Bonitto for -2 yards,1.75,1.15,18.0,2024,268
2.0,1:08,4.0,20.0,DEN 33,0.0,21.0,Harrison Butker 51 yard field goal no good,1.15,-1.66,18.0,2024,268
2.0,1:04,1.0,10.0,DEN 41,0.0,21.0,"Bo Nix scrambles up the middle for no gain, lateral to Javonte Williams for no gain (tackle by Bryan Cook) Replay Assistant challenged the illegal forward pass ruling, and the original play was overturned. Bo Nix scrambles up the middle for 27 yards Bo Nix pass complete short right to Javonte Williams for no gain. Penalty on Bo Nix: Illegal Forward Pass, 5 yards (accepted)",1.66,3.12,18.0,2024,268
2.0,0:44,1.0,10.0,KAN 37,0.0,21.0,"Bo Nix scrambles left end for no gain (tackle by Bryan Cook). Penalty on Quinn Meinerz: Offensive Holding, 10 yards (accepted) (no play)",3.12,2.46,18.0,2024,268
2.0,0:32,1.0,20.0,KAN 47,0.0,21.0,Bo Nix pass complete deep right to Courtland Sutton for 32 yards (tackle by Nazeeh Johnson),2.46,4.58,18.0,2024,268
2.0,0:10,1.0,10.0,KAN 15,0.0,21.0,Bo Nix pass incomplete short right intended for Javonte Williams,4.58,3.95,18.0,2024,268
2.0,0:06,,,,,,Timeout #3 by Denver Broncos,,,18.0,2024,268
2.0,0:06,2.0,10.0,KAN 15,0.0,24.0,Wil Lutz 33 yard field goal good,3.95,3.0,18.0,2024,268
2.0,0:03,,,DEN 35,0.0,24.0,"Wil Lutz kicks off 74 yards, returned by Nikko Remigio for 36 yards (tackle by Zach Cunningham)",0.0,1.27,18.0,2024,268
3.0,15:00,,,DEN 35,0.0,24.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,268
3.0,15:00,1.0,10.0,KAN 30,0.0,24.0,Carson Wentz pass complete short middle to Peyton Hendershot for 15 yards (tackle by Brandon Jones and Jonathon Cooper),0.94,1.93,18.0,2024,268
3.0,14:21,1.0,10.0,KAN 45,0.0,24.0,Carson Wentz pass incomplete short left intended for Nikko Remigio,1.93,1.38,18.0,2024,268
3.0,14:17,2.0,10.0,KAN 45,0.0,24.0,Carson Wentz pass complete short right to JuJu Smith-Schuster for 4 yards (tackle by Patrick Surtain),1.38,1.22,18.0,2024,268
3.0,13:36,3.0,6.0,KAN 49,0.0,24.0,Carson Wentz sacked by John Franklin-Myers for -9 yards,1.22,-0.72,18.0,2024,268
3.0,12:54,4.0,15.0,KAN 40,0.0,24.0,"Matt Araiza punts 60 yards, touchback.",-0.72,-0.28,18.0,2024,268
3.0,12:47,1.0,10.0,DEN 20,0.0,24.0,Audric Estime left tackle for no gain (tackle by Malik Herring and Felix Anudike-Uzomah),0.28,-0.27,18.0,2024,268
3.0,12:03,2.0,10.0,DEN 20,0.0,24.0,Bo Nix pass complete short right to Devaughn Vele for 10 yards (tackle by Nazeeh Johnson),-0.27,0.94,18.0,2024,268
3.0,11:17,1.0,10.0,DEN 30,0.0,24.0,Bo Nix pass incomplete deep left intended for Courtland Sutton (defended by Jaden Hicks),0.94,0.39,18.0,2024,268
3.0,11:13,2.0,10.0,DEN 30,0.0,24.0,Jaleel McLaughlin left end for -4 yards (tackle by Felix Anudike-Uzomah),0.39,-0.82,18.0,2024,268
3.0,10:49,3.0,14.0,DEN 26,0.0,24.0,Bo Nix pass complete short right to Courtland Sutton for 2 yards (tackle by Jaden Hicks),-0.82,-1.5,18.0,2024,268
3.0,10:13,4.0,12.0,DEN 28,0.0,24.0,"Riley Dixon punts 44 yards, returned by Nikko Remigio for 4 yards (tackle by Michael Burton)",-1.5,-1.07,18.0,2024,268
3.0,10:01,1.0,10.0,KAN 32,0.0,24.0,Carson Wentz pass incomplete short right intended for JuJu Smith-Schuster,1.07,0.53,18.0,2024,268
3.0,9:57,2.0,10.0,KAN 32,0.0,24.0,Carson Steele right guard for 5 yards (tackle by Dondrea Tillman),0.53,0.5,18.0,2024,268
3.0,9:16,3.0,5.0,KAN 37,0.0,24.0,Carson Wentz pass incomplete short left intended for Nikko Remigio (defended by Ja'Quan McMillian),0.5,-0.91,18.0,2024,268
3.0,9:11,4.0,5.0,KAN 37,0.0,24.0,"Matt Araiza punts 42 yards, fair catch by Marvin Mims at DEN-21",-0.91,-0.34,18.0,2024,268
3.0,9:04,1.0,10.0,DEN 21,0.0,24.0,Jaleel McLaughlin left guard for 4 yards (tackle by Jaden Hicks),0.34,0.34,18.0,2024,268
3.0,8:27,2.0,6.0,DEN 25,0.0,24.0,Jaleel McLaughlin right end for 3 yards (tackle by Nazeeh Johnson),0.34,0.04,18.0,2024,268
3.0,7:50,3.0,3.0,DEN 28,0.0,24.0,Bo Nix pass complete short middle to Courtland Sutton for 7 yards (tackle by Leo Chenal),0.04,1.27,18.0,2024,268
3.0,7:08,1.0,10.0,DEN 35,0.0,24.0,Jaleel McLaughlin up the middle for -1 yards (tackle by Blake Lynch and Cam Jones),1.27,0.59,18.0,2024,268
3.0,6:28,2.0,11.0,DEN 34,0.0,24.0,Bo Nix pass complete short left to Javonte Williams for 25 yards (tackle by Joshua Williams),0.59,2.85,18.0,2024,268
3.0,5:43,1.0,10.0,KAN 41,0.0,24.0,Bo Nix pass complete short right to Jaleel McLaughlin for 6 yards (tackle by Nazeeh Johnson and Josh Uche),2.85,3.12,18.0,2024,268
3.0,4:54,2.0,4.0,KAN 35,0.0,24.0,Jaleel McLaughlin up the middle for -7 yards (tackle by Marlon Tuipulotu and Nazeeh Johnson),3.12,1.49,18.0,2024,268
3.0,4:07,3.0,11.0,KAN 42,0.0,24.0,Bo Nix pass complete deep left to Devaughn Vele for 32 yards (tackle by Christian Roland-Wallace),1.49,4.91,18.0,2024,268
3.0,3:39,1.0,10.0,KAN 10,0.0,24.0,Bo Nix pass incomplete short left intended for Courtland Sutton (defended by Joshua Williams),4.91,4.19,18.0,2024,268
3.0,3:36,2.0,10.0,KAN 10,0.0,24.0,Jaleel McLaughlin left tackle for 3 yards (tackle by Keith Taylor),4.19,3.81,18.0,2024,268
3.0,2:54,3.0,7.0,KAN 7,0.0,30.0,"Bo Nix pass complete short right to Marvin Mims for 7 yards, touchdown",3.81,7.0,18.0,2024,268
3.0,2:49,,,KAN 15,0.0,31.0,Wil Lutz kicks extra point good,0.0,0.0,18.0,2024,268
3.0,2:49,,,DEN 35,0.0,31.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,268
3.0,2:49,1.0,10.0,KAN 30,0.0,31.0,Carson Wentz pass complete short right to Nikko Remigio for 25 yards (tackle by Ja'Quan McMillian),0.94,2.59,18.0,2024,268
3.0,2:08,1.0,10.0,DEN 45,0.0,31.0,Carson Wentz pass complete short left to Carson Steele for 1 yard (tackle by Justin Strnad),2.59,2.18,18.0,2024,268
3.0,1:29,2.0,9.0,DEN 44,0.0,31.0,Carson Steele left tackle for 2 yards (tackle by Jordan Jackson),2.18,1.75,18.0,2024,268
3.0,0:43,3.0,7.0,DEN 42,0.0,31.0,Carson Wentz pass incomplete short right intended for Nikko Remigio,1.75,0.46,18.0,2024,268
3.0,0:38,4.0,7.0,DEN 42,0.0,31.0,Carson Wentz sacked by Nik Bonitto for -7 yards,0.46,-2.19,18.0,2024,268
3.0,0:33,1.0,10.0,DEN 49,0.0,31.0,Jaleel McLaughlin right end for -1 yards (tackle by Jaden Hicks),2.19,1.51,18.0,2024,268
4.0,15:00,2.0,11.0,DEN 48,0.0,31.0,Bo Nix pass complete short right to Lil'Jordan Humphrey for 17 yards (tackle by Bryan Cook),1.51,3.25,18.0,2024,268
4.0,14:18,1.0,10.0,KAN 35,0.0,31.0,Javonte Williams right guard for 5 yards (tackle by Josh Uche and Mike Pennel),3.25,3.38,18.0,2024,268
4.0,13:35,2.0,5.0,KAN 30,0.0,31.0,Audric Estime right guard for 4 yards (tackle by Josh Uche),3.38,3.2,18.0,2024,268
4.0,12:53,3.0,1.0,KAN 26,0.0,31.0,Audric Estime left guard for 4 yards (tackle by Felix Anudike-Uzomah and Cam Jones),3.2,4.11,18.0,2024,268
4.0,12:16,1.0,10.0,KAN 22,0.0,31.0,Javonte Williams left guard for 3 yards (tackle by Josh Uche),4.11,3.97,18.0,2024,268
4.0,11:37,2.0,7.0,KAN 19,0.0,31.0,Jaleel McLaughlin left end for 9 yards (tackle by Jaden Hicks),3.97,4.91,18.0,2024,268
4.0,10:53,1.0,10.0,KAN 10,0.0,31.0,Jaleel McLaughlin left guard for 6 yards (tackle by Cam Jones and Blake Lynch),4.91,5.34,18.0,2024,268
4.0,10:17,2.0,4.0,KAN 4,0.0,31.0,"Michael Burton up the middle for 3 yards (tackle by Bryan Cook) DEN challenged the runner broke the plane ruling, and the play was upheld.",5.34,5.17,18.0,2024,268
4.0,9:43,3.0,1.0,KAN 1,0.0,37.0,"Audric Estime right guard for 1 yard, touchdown",5.17,7.0,18.0,2024,268
4.0,9:40,,,KAN 15,0.0,38.0,Wil Lutz kicks extra point good,0.0,0.0,18.0,2024,268
4.0,9:40,,,DEN 35,0.0,38.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.94,18.0,2024,268
4.0,9:40,1.0,10.0,KAN 30,0.0,38.0,Carson Steele up the middle for 4 yards (tackle by Jonah Elliss and Cody Barton),0.94,0.93,18.0,2024,268
4.0,9:00,2.0,6.0,KAN 34,0.0,38.0,"Chris Oladokun sacked by Jordan Jackson for -5 yards. Chris Oladokun fumbles (forced by Jordan Jackson), recovered by C.J. Hanson at KC-29",0.93,-0.43,18.0,2024,268
4.0,8:11,,,,,,Timeout #1 by Kansas City Chiefs,,,18.0,2024,268
4.0,8:11,3.0,11.0,KAN 29,0.0,38.0,Chris Oladokun scrambles right end for 5 yards (tackle by Drew Sanders),-0.43,-1.11,18.0,2024,268
4.0,7:20,4.0,6.0,KAN 34,0.0,38.0,"Matt Araiza punts 48 yards, fair catch by Marvin Mims at DEN-18",-1.11,-0.04,18.0,2024,268
4.0,7:15,1.0,10.0,DEN 18,0.0,38.0,Audric Estime left guard for 6 yards (tackle by Blake Lynch),0.04,0.41,18.0,2024,268
4.0,6:35,2.0,4.0,DEN 24,0.0,38.0,Audric Estime right tackle for 2 yards (tackle by Blake Lynch),0.41,-0.14,18.0,2024,268
4.0,5:52,3.0,2.0,DEN 26,0.0,38.0,Audric Estime left guard for 3 yards (tackle by Blake Lynch and Joshua Williams),-0.14,0.87,18.0,2024,268
4.0,5:08,1.0,10.0,DEN 29,0.0,38.0,Audric Estime left guard for 3 yards (tackle by Nazeeh Johnson and Derrick Nnadi),0.87,0.73,18.0,2024,268
4.0,4:27,2.0,7.0,DEN 32,0.0,38.0,Audric Estime right tackle for 2 yards (tackle by Bryan Cook),0.73,0.3,18.0,2024,268
4.0,3:45,3.0,5.0,DEN 34,0.0,38.0,Jarrett Stidham right end for 8 yards (tackle by Josh Uche),0.3,1.73,18.0,2024,268
4.0,3:01,1.0,10.0,DEN 42,0.0,38.0,Audric Estime right tackle for 1 yard (tackle by Blake Lynch and Marlon Tuipulotu),1.73,1.32,18.0,2024,268
4.0,2:20,2.0,9.0,DEN 43,0.0,38.0,Audric Estime left end for 4 yards (tackle by Cam Jones),1.32,1.16,18.0,2024,268
4.0,2:00,3.0,5.0,DEN 47,0.0,38.0,Jarrett Stidham kneels for -1 yards,1.16,-0.32,18.0,2024,268
4.0,1:14,4.0,6.0,DEN 46,0.0,38.0,"Penalty on Riley Dixon: Delay of Game, 5 yards (accepted) (no play)",-0.32,-0.65,18.0,2024,268
4.0,1:14,4.0,11.0,DEN 41,0.0,38.0,"Riley Dixon punts 44 yards, fair catch by Nikko Remigio at KC-15",-0.65,0.22,18.0,2024,268
4.0,1:06,1.0,10.0,KAN 15,0.0,38.0,Carson Steele left tackle for -1 yards (tackle by Devon Key),-0.22,-0.82,18.0,2024,268
4.0,0:22,2.0,11.0,KAN 14,0.0,38.0,Carson Steele right guard for 4 yards (tackle by Drew Sanders),-0.82,-1.0,18.0,2024,268
