Quarter,Time,Down,ToGo,Location,TEN,TAM,Detail,EPB,EPA,week,year,game_id
1.0,0:06,2.0,8.0,TAM 9,3.0,0.0,Baker Mayfield pass incomplete short right intended for Chris Godwin,-0.63,-1.19,10.0,2023,143
1.0,0:01,3.0,8.0,TAM 9,3.0,0.0,Baker Mayfield pass incomplete short right intended for Mike Evans,-1.19,-2.49,10.0,2023,143
2.0,15:00,4.0,8.0,TAM 9,3.0,0.0,"Jake Camarda punts 47 yards, returned by Eric Garror for 15 yards (tackle by Ko Kieft)",-2.49,-2.85,10.0,2023,143
2.0,14:49,1.0,10.0,TAM 41,3.0,0.0,Derrick Henry left guard for 4 yards (tackle by Shaquil Barrett),2.85,2.85,10.0,2023,143
2.0,14:09,2.0,6.0,TAM 37,3.0,0.0,Will Levis sacked by Devin White for -6 yards,2.85,1.35,10.0,2023,143
2.0,13:25,3.0,12.0,TAM 43,3.0,0.0,Will Levis pass complete short right to Chris Moore for 10 yards (tackle by Zyon McCollum),1.35,1.2,10.0,2023,143
2.0,12:44,4.0,2.0,TAM 33,3.0,0.0,Nick Folk 51 yard field goal no good,1.2,-1.66,10.0,2023,143
2.0,12:39,1.0,10.0,TAM 41,3.0,0.0,Baker Mayfield pass complete short right to Chase Edmonds for -2 yards (tackle by Eric Garror and Monty Rice),1.66,0.85,10.0,2023,143
2.0,12:04,2.0,12.0,TAM 39,3.0,0.0,Baker Mayfield pass complete short left to Chris Godwin for 6 yards (tackle by Eric Garror),0.85,0.96,10.0,2023,143
2.0,11:27,3.0,6.0,TAM 45,3.0,0.0,Baker Mayfield pass incomplete deep left intended for Trey Palmer,0.96,-0.39,10.0,2023,143
2.0,11:22,4.0,6.0,TAM 45,3.0,0.0,"Jake Camarda punts 37 yards, returned by Eric Garror for 6 yards (tackle by Chase Edmonds and Zach Triner)",-0.39,-0.54,10.0,2023,143
2.0,11:12,1.0,10.0,TEN 24,3.0,0.0,Derrick Henry up the middle for 8 yards (tackle by Devin White and Antoine Winfield),0.54,1.08,10.0,2023,143
2.0,10:28,2.0,2.0,TEN 32,3.0,0.0,"Penalty on Dillon Radunz: False Start, 5 yards (accepted) (no play)",1.08,0.4,10.0,2023,143
2.0,10:01,2.0,7.0,TEN 27,3.0,0.0,"Penalty on Dillon Radunz: False Start, 5 yards (accepted) (no play)",0.4,-0.27,10.0,2023,143
2.0,9:39,2.0,12.0,TEN 22,3.0,0.0,Will Levis pass incomplete short middle intended for Tyjae Spears (defended by Devin White),-0.27,-0.96,10.0,2023,143
2.0,9:35,3.0,12.0,TEN 22,3.0,0.0,Will Levis pass complete short right to Chigoziem Okonkwo for 8 yards (tackle by Anthony Nelson and Zyon McCollum),-0.96,-1.37,10.0,2023,143
2.0,8:51,4.0,4.0,TEN 30,3.0,0.0,"Ryan Stonehouse punts 55 yards, returned by Deven Thompkins for no gain",-1.37,0.22,10.0,2023,143
2.0,8:48,1.0,10.0,TAM 15,3.0,0.0,Rachaad White right tackle for 2 yards (tackle by Eric Garror and Azeez Al-Shaair),-0.22,-0.44,10.0,2023,143
2.0,8:25,2.0,8.0,TAM 17,3.0,0.0,Baker Mayfield pass complete short middle to Mike Evans for 15 yards (tackle by Elijah Molden),-0.44,1.07,10.0,2023,143
2.0,7:46,1.0,10.0,TAM 32,3.0,0.0,Rachaad White right tackle for 5 yards (tackle by Roger McCreary and Teair Tart),1.07,1.2,10.0,2023,143
2.0,7:09,2.0,5.0,TAM 37,3.0,0.0,Baker Mayfield pass complete short left to Cade Otton for 4 yards (tackle by Azeez Al-Shaair and Eric Garror),1.2,1.03,10.0,2023,143
2.0,6:25,3.0,1.0,TAM 41,3.0,0.0,Baker Mayfield pass complete short right to Mike Evans for 16 yards (tackle by Amani Hooker),1.03,2.72,10.0,2023,143
2.0,5:49,1.0,10.0,TEN 43,3.0,6.0,"Baker Mayfield pass complete short left to Rachaad White for 43 yards, touchdown",2.72,7.0,10.0,2023,143
2.0,5:39,,,TEN 15,3.0,7.0,Chase McLaughlin kicks extra point good,0.0,0.0,10.0,2023,143
2.0,5:39,,,TAM 35,3.0,7.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,10.0,2023,143
2.0,5:39,1.0,10.0,TEN 25,3.0,7.0,Will Levis pass incomplete short left intended for Nick Westbrook-Ikhine,0.61,0.06,10.0,2023,143
2.0,5:34,2.0,10.0,TEN 25,3.0,7.0,Derrick Henry right tackle for 4 yards (tackle by Ryan Neal),0.06,-0.1,10.0,2023,143
2.0,4:51,3.0,6.0,TEN 29,3.0,7.0,Will Levis pass incomplete short right intended for Chigoziem Okonkwo,-0.1,-1.44,10.0,2023,143
2.0,4:50,4.0,6.0,TEN 29,3.0,7.0,"Ryan Stonehouse punts 55 yards, returned by Deven Thompkins for 15 yards (tackle by Luke Gifford)",-1.44,-1.0,10.0,2023,143
2.0,4:38,1.0,10.0,TAM 31,3.0,7.0,Baker Mayfield sacked by Denico Autry for -1 yards,1.0,0.32,10.0,2023,143
2.0,4:10,2.0,11.0,TAM 30,3.0,7.0,Baker Mayfield pass complete short middle to Chris Godwin for 14 yards (tackle by Elijah Molden),0.32,1.86,10.0,2023,143
2.0,3:26,1.0,10.0,TAM 44,3.0,7.0,Deven Thompkins left end for 6 yards (tackle by Harold Landry),1.86,2.13,10.0,2023,143
2.0,2:43,2.0,4.0,TEN 50,3.0,7.0,Chase Edmonds up the middle for 3 yards (tackle by Kyle Peko),2.13,1.82,10.0,2023,143
2.0,2:08,3.0,1.0,TEN 47,3.0,7.0,Baker Mayfield up the middle for 1 yard (tackle by Harold Landry),1.82,2.52,10.0,2023,143
2.0,2:00,1.0,10.0,TEN 46,3.0,7.0,Rachaad White up the middle for 3 yards (tackle by Eric Garror),2.52,2.38,10.0,2023,143
2.0,1:23,2.0,7.0,TEN 43,3.0,7.0,"Baker Mayfield scrambles up the middle for 2 yards. Baker Mayfield fumbles, recovered by Tristan Wirfs at TEN-41 Replay Assistant challenged the fumble ruling, and the play was upheld.",2.38,1.95,10.0,2023,143
2.0,0:46,3.0,5.0,TEN 41,3.0,7.0,Baker Mayfield pass incomplete short right intended for Mike Evans,1.95,0.53,10.0,2023,143
2.0,0:42,4.0,5.0,TEN 41,3.0,7.0,"Jake Camarda punts 34 yards, fair catch by Eric Garror at TEN-7",0.53,0.38,10.0,2023,143
2.0,0:36,1.0,10.0,TEN 7,3.0,7.0,Tyjae Spears right tackle for 2 yards (tackle by Calijah Kancey),-0.38,-0.63,10.0,2023,143
3.0,15:00,,,TEN 35,3.0,7.0,"Nick Folk kicks off 65 yards, touchback.",0.0,0.61,10.0,2023,143
3.0,15:00,1.0,10.0,TAM 25,3.0,7.0,Baker Mayfield pass complete short right to Rachaad White for 4 yards (tackle by Roger McCreary and Harold Landry),0.61,0.6,10.0,2023,143
3.0,14:28,2.0,6.0,TAM 29,3.0,7.0,Rachaad White right tackle for 3 yards (tackle by Azeez Al-Shaair and Roger McCreary),0.6,0.3,10.0,2023,143
3.0,13:54,3.0,3.0,TAM 32,3.0,7.0,Baker Mayfield pass complete short right to Cade Otton for 6 yards (tackle by Elijah Molden),0.3,1.47,10.0,2023,143
3.0,13:09,1.0,10.0,TAM 38,3.0,7.0,Rachaad White for 11 yards (tackle by Elijah Molden and Amani Hooker),1.47,2.19,10.0,2023,143
3.0,12:28,1.0,10.0,TAM 49,3.0,7.0,Baker Mayfield pass incomplete short right intended for Chris Godwin (defended by Jeffery Simmons),2.19,1.65,10.0,2023,143
3.0,12:21,2.0,10.0,TAM 49,3.0,7.0,"Baker Mayfield pass complete to Trey Palmer for 32 yards TEN challenged the pass completion ruling, and the original play was overturned. Baker Mayfield pass incomplete deep right intended for Trey Palmer",1.65,0.96,10.0,2023,143
3.0,12:17,3.0,10.0,TAM 49,3.0,7.0,Baker Mayfield pass complete deep right to Mike Evans for 43 yards (tackle by Roger McCreary),0.96,5.37,10.0,2023,143
3.0,11:30,1.0,8.0,TEN 8,3.0,7.0,Rachaad White right guard for 1 yard (tackle by Elijah Molden and Harold Landry),5.37,4.76,10.0,2023,143
3.0,10:57,2.0,7.0,TEN 7,3.0,7.0,Baker Mayfield pass incomplete short middle intended for Mike Evans,4.76,3.81,10.0,2023,143
3.0,10:48,3.0,7.0,TEN 7,3.0,7.0,Baker Mayfield pass incomplete short left intended for Rachaad White,3.81,2.97,10.0,2023,143
3.0,10:45,4.0,7.0,TEN 7,3.0,10.0,Chase McLaughlin 25 yard field goal good,2.97,3.0,10.0,2023,143
3.0,10:42,,,TAM 35,3.0,10.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,10.0,2023,143
3.0,10:42,1.0,10.0,TEN 25,3.0,10.0,Will Levis pass incomplete deep right intended for Nick Westbrook-Ikhine,0.61,0.06,10.0,2023,143
3.0,10:36,2.0,10.0,TEN 25,3.0,10.0,Derrick Henry up the middle for 6 yards (tackle by Joe Tryon-Shoyinka),0.06,0.17,10.0,2023,143
3.0,9:52,3.0,4.0,TEN 31,3.0,10.0,Will Levis pass complete short right to Tyjae Spears for 15 yards (tackle by Antoine Winfield),0.17,1.99,10.0,2023,143
3.0,9:13,1.0,10.0,TEN 46,3.0,10.0,Will Levis pass complete short left to Derrick Henry for -4 yards (tackle by Lavonte David),1.99,0.91,10.0,2023,143
3.0,8:27,2.0,14.0,TEN 42,3.0,10.0,"Will Levis pass incomplete intended for Chigoziem Okonkwo. Penalty on Joe Tryon-Shoyinka: Defensive Offside, 5 yards (accepted) (no play)",0.91,1.59,10.0,2023,143
3.0,8:23,2.0,9.0,TEN 47,3.0,10.0,Tyjae Spears up the middle for -2 yards (tackle by Calijah Kancey and Jamel Dean),1.59,0.63,10.0,2023,143
3.0,7:44,3.0,11.0,TEN 45,3.0,10.0,Will Levis pass incomplete short middle intended for Chris Moore (defended by Lavonte David),0.63,-0.39,10.0,2023,143
3.0,7:39,4.0,11.0,TEN 45,3.0,10.0,"Ryan Stonehouse punts 55 yards, touchback.",-0.39,-0.28,10.0,2023,143
3.0,7:31,1.0,10.0,TAM 20,3.0,10.0,Rachaad White up the middle for 3 yards (tackle by Harold Landry and Kyle Peko),0.28,0.14,10.0,2023,143
3.0,6:50,2.0,7.0,TAM 23,3.0,10.0,Rachaad White up the middle for 2 yards (tackle by Harold Landry and Azeez Al-Shaair),0.14,-0.3,10.0,2023,143
3.0,6:13,3.0,5.0,TAM 25,3.0,10.0,Baker Mayfield pass complete short middle to Mike Evans for 27 yards (tackle by Elijah Molden),-0.3,2.39,10.0,2023,143
3.0,5:32,1.0,10.0,TEN 48,3.0,10.0,Rachaad White up the middle for 2 yards (tackle by Jeffery Simmons),2.39,2.12,10.0,2023,143
3.0,4:59,2.0,8.0,TEN 46,3.0,10.0,Baker Mayfield pass complete deep right to Chris Godwin for 17 yards (tackle by Roger McCreary),2.12,3.64,10.0,2023,143
3.0,4:16,1.0,10.0,TEN 29,3.0,10.0,Baker Mayfield pass complete short right to Trey Palmer for 6 yards,3.64,3.91,10.0,2023,143
3.0,3:34,2.0,4.0,TEN 23,3.0,10.0,Chase Edmonds right guard for 1 yard (tackle by Elijah Molden),3.91,3.34,10.0,2023,143
3.0,2:53,3.0,3.0,TEN 22,3.0,16.0,"Baker Mayfield pass complete deep middle to Mike Evans for 22 yards, touchdown",3.34,7.0,10.0,2023,143
3.0,2:46,,,TEN 15,3.0,17.0,Chase McLaughlin kicks extra point good,0.0,0.0,10.0,2023,143
3.0,2:46,,,TAM 35,3.0,17.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,10.0,2023,143
3.0,2:46,1.0,10.0,TEN 25,3.0,17.0,Will Levis pass complete short left to DeAndre Hopkins for 7 yards,0.61,1.01,10.0,2023,143
3.0,2:11,2.0,3.0,TEN 32,3.0,17.0,"Penalty on William Gholston: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",1.01,2.06,10.0,2023,143
3.0,1:43,1.0,10.0,TEN 47,3.0,17.0,"Will Levis pass incomplete intended for Derrick Henry. Penalty on Jamel Dean: Defensive Holding, 5 yards (accepted) (no play)",2.06,2.39,10.0,2023,143
3.0,1:43,1.0,10.0,TAM 48,3.0,17.0,Derrick Henry up the middle for 8 yards (tackle by Anthony Nelson),2.39,2.93,10.0,2023,143
3.0,1:18,2.0,2.0,TAM 40,3.0,17.0,Will Levis pass incomplete deep left intended for DeAndre Hopkins,2.93,2.21,10.0,2023,143
3.0,0:58,3.0,2.0,TAM 40,3.0,17.0,Will Levis pass complete short left to Tyjae Spears for 13 yards (tackle by Antoine Winfield),2.21,3.78,10.0,2023,143
3.0,0:15,1.0,10.0,TAM 27,3.0,17.0,Derrick Henry up the middle for 1 yard (tackle by Zyon McCollum and Ryan Neal),3.78,3.37,10.0,2023,143
4.0,15:00,2.0,9.0,TAM 26,3.0,17.0,Will Levis pass complete short right to DeAndre Hopkins for 5 yards,3.37,3.34,10.0,2023,143
4.0,14:30,3.0,4.0,TAM 21,3.0,17.0,Will Levis pass complete short left to Chigoziem Okonkwo for 15 yards (tackle by Jamel Dean),3.34,5.83,10.0,2023,143
4.0,13:49,1.0,6.0,TAM 6,3.0,17.0,Will Levis pass incomplete short middle intended for Chigoziem Okonkwo,5.83,4.95,10.0,2023,143
4.0,13:46,2.0,6.0,TAM 6,3.0,17.0,Derrick Henry up the middle for -3 yards (tackle by Calijah Kancey),4.95,3.36,10.0,2023,143
4.0,13:03,3.0,9.0,TAM 9,3.0,17.0,Will Levis pass incomplete short right intended for Kyle Philips,3.36,2.83,10.0,2023,143
4.0,12:57,4.0,9.0,TAM 9,6.0,17.0,Nick Folk 27 yard field goal good,2.83,3.0,10.0,2023,143
4.0,12:54,,,TEN 35,6.0,17.0,"Nick Folk kicks off 65 yards, touchback.",0.0,0.61,10.0,2023,143
4.0,12:54,1.0,10.0,TAM 25,6.0,17.0,Baker Mayfield pass complete short right to Trey Palmer for 15 yards (tackle by Amani Hooker),0.61,1.6,10.0,2023,143
4.0,12:09,1.0,10.0,TAM 40,6.0,17.0,Baker Mayfield pass incomplete deep middle intended for Mike Evans,1.6,1.05,10.0,2023,143
4.0,12:07,2.0,10.0,TAM 40,6.0,17.0,"Chase Edmonds for no gain. Penalty on Luke Goedeke: Offensive Holding, 10 yards (accepted) (no play)",1.05,-0.3,10.0,2023,143
4.0,11:47,2.0,20.0,TAM 30,6.0,17.0,"Baker Mayfield pass incomplete intended for Chase Edmonds. Penalty on Elijah Molden: Defensive Holding, 5 yards (accepted) (no play)",-0.3,1.27,10.0,2023,143
4.0,11:47,1.0,10.0,TAM 35,6.0,17.0,"Baker Mayfield pass incomplete intended for Mike Evans. Penalty on Roger McCreary: Illegal Contact, 5 yards (accepted) (no play)",1.27,1.6,10.0,2023,143
4.0,11:43,1.0,10.0,TAM 40,6.0,17.0,Rachaad White up the middle for 2 yards (tackle by Kyle Peko and Harold Landry),1.6,1.32,10.0,2023,143
4.0,11:03,2.0,8.0,TAM 42,6.0,17.0,Rachaad White for 2 yards (tackle by Elijah Molden and Jeffery Simmons),1.32,0.89,10.0,2023,143
4.0,10:23,3.0,6.0,TAM 44,6.0,17.0,Baker Mayfield scrambles for 9 yards (tackle by Harold Landry),0.89,2.46,10.0,2023,143
4.0,9:51,1.0,10.0,TEN 47,6.0,17.0,Baker Mayfield pass complete short middle to Deven Thompkins for 5 yards (tackle by Kyle Peko),2.46,2.59,10.0,2023,143
4.0,9:06,2.0,5.0,TEN 42,6.0,17.0,"Chase Edmonds right tackle for 9 yards (tackle by Amani Hooker). Penalty on Azeez Al-Shaair: Face Mask (15 Yards), 15 yards (accepted)",2.59,4.37,10.0,2023,143
4.0,8:31,1.0,10.0,TEN 18,6.0,17.0,Chase Edmonds left guard for -4 yards (tackle by Teair Tart),4.37,3.29,10.0,2023,143
4.0,7:53,2.0,14.0,TEN 22,6.0,17.0,Rachaad White left end for 5 yards (tackle by Azeez Al-Shaair and Monty Rice),3.29,3.17,10.0,2023,143
4.0,7:12,3.0,9.0,TEN 17,6.0,17.0,Baker Mayfield pass incomplete deep left intended for Cade Otton,3.17,2.31,10.0,2023,143
4.0,7:05,4.0,9.0,TEN 17,6.0,20.0,Chase McLaughlin 35 yard field goal good,2.31,3.0,10.0,2023,143
4.0,7:01,,,TAM 35,6.0,20.0,"Jake Camarda kicks off 65 yards, touchback.",0.0,0.61,10.0,2023,143
4.0,7:01,1.0,10.0,TEN 25,6.0,20.0,Will Levis pass incomplete deep left intended for DeAndre Hopkins,0.61,0.06,10.0,2023,143
4.0,6:56,2.0,10.0,TEN 25,6.0,20.0,Will Levis pass complete deep right to Kyle Philips for 23 yards,0.06,2.13,10.0,2023,143
4.0,6:36,1.0,10.0,TEN 48,6.0,20.0,Will Levis pass incomplete deep middle intended for Nick Westbrook-Ikhine,2.13,1.58,10.0,2023,143
4.0,6:29,2.0,10.0,TEN 48,6.0,20.0,Will Levis pass deep right intended for DeAndre Hopkins is intercepted by Antoine Winfield at TB-30 and returned for 28 yards (tackle by Aaron Brewer and Dillon Radunz),1.58,-2.79,10.0,2023,143
4.0,6:14,1.0,10.0,TEN 42,6.0,20.0,Rachaad White up the middle for 3 yards (tackle by Denico Autry),2.79,2.65,10.0,2023,143
4.0,5:34,2.0,7.0,TEN 39,6.0,20.0,Rachaad White left guard for 1 yard (tackle by Denico Autry),2.65,2.08,10.0,2023,143
4.0,5:30,,,,,,Timeout #1 by Tennessee Titans,,,10.0,2023,143
4.0,5:30,3.0,6.0,TEN 38,6.0,20.0,Baker Mayfield scrambles for no gain (no play),2.08,1.42,10.0,2023,143
4.0,5:08,3.0,11.0,TEN 43,6.0,20.0,Baker Mayfield sacked by Harold Landry for -7 yards,1.42,-0.06,10.0,2023,143
4.0,5:03,,,,,,Timeout #2 by Tennessee Titans,,,10.0,2023,143
4.0,5:03,4.0,18.0,TEN 50,6.0,20.0,Jake Camarda punts 18 yards out of bounds,-0.06,-1.07,10.0,2023,143
4.0,4:56,1.0,10.0,TEN 32,6.0,20.0,Will Levis pass complete short left to Kyle Philips for 29 yards (tackle by Antoine Winfield and Christian Izien),1.07,2.98,10.0,2023,143
4.0,4:30,1.0,10.0,TAM 39,6.0,20.0,Will Levis pass incomplete deep middle intended for Josh Whyle,2.98,2.44,10.0,2023,143
4.0,4:28,2.0,10.0,TAM 39,6.0,20.0,Will Levis pass incomplete short right intended for Kyle Philips,2.44,1.75,10.0,2023,143
4.0,4:26,3.0,10.0,TAM 39,6.0,20.0,Will Levis sacked by YaYa Diaby for -7 yards,1.75,0.2,10.0,2023,143
4.0,3:40,4.0,17.0,TAM 46,6.0,20.0,Will Levis pass incomplete deep left intended for DeAndre Hopkins (defended by Jamel Dean),0.2,-1.99,10.0,2023,143
4.0,3:32,1.0,10.0,TAM 46,6.0,20.0,Rachaad White up the middle for no gain (tackle by Monty Rice and TK McLendon),1.99,1.45,10.0,2023,143
4.0,3:28,,,,,,Timeout #3 by Tennessee Titans,,,10.0,2023,143
4.0,3:28,2.0,10.0,TAM 46,6.0,20.0,Rachaad White left tackle for 1 yard (tackle by Monty Rice),1.45,0.89,10.0,2023,143
4.0,2:46,3.0,9.0,TAM 47,6.0,20.0,Rachaad White up the middle for no gain (tackle by TK McLendon and Jaleel Johnson),0.89,-0.26,10.0,2023,143
4.0,2:00,4.0,9.0,TAM 47,6.0,20.0,"Jake Camarda punts 35 yards, returned by Eric Garror for 2 yards (tackle by Kaevon Merriweather)",-0.26,-0.28,10.0,2023,143
4.0,1:52,1.0,10.0,TEN 20,6.0,20.0,Will Levis pass incomplete deep right intended for DeAndre Hopkins (defended by Zyon McCollum),0.28,-0.27,10.0,2023,143
4.0,1:47,2.0,10.0,TEN 20,6.0,20.0,Will Levis pass complete short left to Tyjae Spears for 8 yards (tackle by Lavonte David and Jamel Dean),-0.27,0.1,10.0,2023,143
4.0,1:21,3.0,2.0,TEN 28,6.0,20.0,Will Levis pass complete short right to Josh Whyle for 6 yards (tackle by Lavonte David),0.1,1.2,10.0,2023,143
4.0,1:05,1.0,10.0,TEN 34,6.0,20.0,Will Levis pass incomplete deep middle intended for Josh Whyle,1.2,0.66,10.0,2023,143
4.0,0:59,2.0,10.0,TEN 34,6.0,20.0,Will Levis pass incomplete deep right intended for Chris Moore,0.66,-0.03,10.0,2023,143
4.0,0:55,3.0,10.0,TEN 34,6.0,20.0,Will Levis pass incomplete deep middle intended for Chigoziem Okonkwo (defended by Dee Delaney),-0.03,-1.11,10.0,2023,143
4.0,0:47,4.0,10.0,TEN 34,6.0,20.0,Will Levis pass incomplete deep right intended for DeAndre Hopkins,-1.11,-3.31,10.0,2023,143
4.0,0:42,1.0,10.0,TEN 34,6.0,20.0,Kyle Trask kneels for -1 yards,3.31,2.64,10.0,2023,143
