Quarter,Time,Down,ToGo,Location,CLE,BAL,Detail,EPB,EPA,week,year,game_id
2.0,14:53,4.0,8.0,BAL 42,3.0,17.0,"Jordan Stout punts 58 yards, touchback.",-0.59,-0.28,10.0,2023,140
2.0,14:46,1.0,10.0,CLE 20,3.0,17.0,Jerome Ford up the middle for 5 yards (tackle by Roquan Smith and Patrick Queen),0.28,0.41,10.0,2023,140
2.0,14:10,2.0,5.0,CLE 25,3.0,17.0,Jerome Ford right guard for 7 yards (tackle by Kyle Hamilton),0.41,1.07,10.0,2023,140
2.0,13:27,1.0,10.0,CLE 32,3.0,17.0,Deshaun Watson pass complete deep middle to Amari Cooper for 17 yards (tackle by Marlon Humphrey),1.07,2.19,10.0,2023,140
2.0,12:40,1.0,10.0,CLE 49,3.0,17.0,Jerome Ford right guard for 1 yard (tackle by Brent Urban and Michael Pierce),2.19,1.78,10.0,2023,140
2.0,11:50,2.0,9.0,CLE 50,3.0,17.0,Deshaun Watson scrambles right end for 3 yards (tackle by Patrick Queen and Kyle Van Noy),1.78,1.49,10.0,2023,140
2.0,11:16,3.0,6.0,BAL 47,3.0,17.0,Deshaun Watson scrambles right end for 6 yards (tackle by Roquan Smith),1.49,2.85,10.0,2023,140
2.0,10:35,1.0,10.0,BAL 41,3.0,17.0,Deshaun Watson pass incomplete deep left intended for Cedric Tillman,2.85,2.31,10.0,2023,140
2.0,10:29,2.0,10.0,BAL 41,3.0,17.0,Jerome Ford right guard for 28 yards (tackle by Kyle Hamilton),2.31,4.71,10.0,2023,140
2.0,9:49,1.0,10.0,BAL 13,3.0,17.0,"Deshaun Watson pass incomplete short right intended for Kareem Hunt. Penalty on James Hudson: Offensive Holding, 10 yards (accepted) (no play)",4.71,4.04,10.0,2023,140
2.0,9:42,1.0,20.0,BAL 23,3.0,17.0,Deshaun Watson pass complete short left to Elijah Moore for 2 yards (tackle by Roquan Smith),4.04,3.08,10.0,2023,140
2.0,9:00,2.0,18.0,BAL 21,3.0,17.0,Deshaun Watson scrambles right tackle for 2 yards (tackle by Roquan Smith),3.08,2.67,10.0,2023,140
2.0,8:16,3.0,16.0,BAL 19,3.0,17.0,"Deshaun Watson pass complete short right to David Njoku for 4 yards (tackle by Geno Stone and Jadeveon Clowney) Penalty on CLE: Illegal Formation, 5 yards (declined)",2.67,2.44,10.0,2023,140
2.0,7:53,4.0,12.0,BAL 15,3.0,17.0,"Penalty on Kyle Hamilton: Defensive Delay of Game, 5 yards (accepted) (no play)",2.44,2.76,10.0,2023,140
2.0,7:33,4.0,7.0,BAL 10,6.0,17.0,Dustin Hopkins 28 yard field goal good,2.76,3.0,10.0,2023,140
2.0,7:30,,,CLE 35,6.0,17.0,"Dustin Hopkins kicks off 49 yards, returned by Devin Duvernay for 10 yards (tackle by Grant Delpit)",0.0,0.67,10.0,2023,140
2.0,7:26,1.0,10.0,BAL 26,6.0,17.0,Lamar Jackson pass complete deep left to Zay Flowers for 16 yards (tackle by Martin Emerson),0.67,1.73,10.0,2023,140
2.0,6:48,1.0,10.0,BAL 42,6.0,17.0,Lamar Jackson pass complete short left to Zay Flowers for 14 yards (tackle by Juan Thornhill),1.73,2.65,10.0,2023,140
2.0,6:12,1.0,10.0,CLE 44,6.0,17.0,Gus Edwards right guard for 4 yards (tackle by Sione Takitaki and Za'Darius Smith),2.65,2.65,10.0,2023,140
2.0,5:31,2.0,6.0,CLE 40,6.0,17.0,Justice Hill left end for 4 yards (tackle by Martin Emerson),2.65,2.48,10.0,2023,140
2.0,5:05,3.0,2.0,CLE 36,6.0,17.0,"Penalty on Ronnie Stanley: False Start, 5 yards (accepted) (no play)",2.48,1.82,10.0,2023,140
2.0,4:45,3.0,7.0,CLE 41,6.0,17.0,Lamar Jackson pass incomplete deep right intended for Zay Flowers,1.82,0.53,10.0,2023,140
2.0,4:36,4.0,7.0,CLE 41,6.0,17.0,"Penalty on CLE: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",0.53,0.89,10.0,2023,140
2.0,4:36,4.0,2.0,CLE 36,6.0,17.0,"Lamar Jackson sacked by Dalvin Tomlinson for no gain. Penalty on Martin Emerson: Defensive Holding, 5 yards (accepted) (no play)",0.89,3.51,10.0,2023,140
2.0,4:32,1.0,10.0,CLE 31,6.0,17.0,Gus Edwards left guard for 6 yards (tackle by Martin Emerson),3.51,3.78,10.0,2023,140
2.0,3:56,2.0,4.0,CLE 25,6.0,17.0,Keaton Mitchell right end for -7 yards (tackle by Grant Delpit),3.78,2.15,10.0,2023,140
2.0,3:13,3.0,11.0,CLE 32,6.0,17.0,Lamar Jackson sacked by and Za'Darius Smith for -5 yards and Greg Newsome for -5 yards,2.15,0.79,10.0,2023,140
2.0,2:27,4.0,16.0,CLE 37,6.0,17.0,Justin Tucker 55 yard field goal no good blocked by Jordan Elliott (tackle by Jordan Stout),0.79,-3.05,10.0,2023,140
2.0,2:14,1.0,10.0,BAL 38,6.0,17.0,Jerome Ford up the middle for 4 yards (tackle by Odafe Oweh and Roquan Smith),3.05,3.05,10.0,2023,140
2.0,2:00,2.0,6.0,BAL 34,6.0,17.0,Deshaun Watson pass complete short middle to Amari Cooper for 28 yards (tackle by Odafe Oweh),3.05,5.83,10.0,2023,140
2.0,1:23,1.0,6.0,BAL 6,6.0,17.0,Deshaun Watson sacked by Jadeveon Clowney for -1 yards,5.83,4.76,10.0,2023,140
2.0,1:17,,,,,,Timeout #1 by Baltimore Ravens,,,10.0,2023,140
2.0,1:17,2.0,7.0,BAL 7,6.0,17.0,Jerome Ford right end for 2 yards (tackle by Jadeveon Clowney and Arthur Maulet),4.76,4.26,10.0,2023,140
2.0,1:12,,,,,,Timeout #2 by Baltimore Ravens,,,10.0,2023,140
2.0,1:12,3.0,5.0,BAL 5,6.0,17.0,"Deshaun Watson pass incomplete short middle intended for Amari Cooper. Penalty on James Hudson: Offensive Holding, 10 yards (declined)",4.26,3.01,10.0,2023,140
2.0,1:05,4.0,5.0,BAL 5,9.0,17.0,Dustin Hopkins 23 yard field goal good,3.01,3.0,10.0,2023,140
2.0,1:02,,,CLE 35,9.0,17.0,"Dustin Hopkins kicks off 65 yards, touchback.",0.0,0.61,10.0,2023,140
2.0,1:02,1.0,10.0,BAL 25,9.0,17.0,Lamar Jackson scrambles right end for 9 yards (tackle by Mike Ford),0.61,1.28,10.0,2023,140
2.0,0:52,2.0,1.0,BAL 34,9.0,17.0,Lamar Jackson pass deep right intended for Rashod Bateman is intercepted by Mike Ford at CLE-37 and returned for 10 yards (tackle by Nelson Agholor),1.28,-2.06,10.0,2023,140
2.0,0:43,1.0,10.0,CLE 47,9.0,17.0,Deshaun Watson scrambles right end for 2 yards (tackle by Michael Pierce),2.06,1.79,10.0,2023,140
2.0,0:35,,,,,,Timeout #1 by Cleveland Browns,,,10.0,2023,140
2.0,0:35,2.0,8.0,CLE 49,9.0,17.0,Deshaun Watson pass incomplete deep left intended for Elijah Moore,1.79,1.09,10.0,2023,140
2.0,0:29,3.0,8.0,CLE 49,9.0,17.0,Deshaun Watson pass complete short middle to Elijah Moore for 9 yards (tackle by Roquan Smith),1.09,2.79,10.0,2023,140
2.0,0:22,,,,,,Timeout #2 by Cleveland Browns,,,10.0,2023,140
2.0,0:22,1.0,10.0,BAL 42,9.0,17.0,Deshaun Watson pass incomplete deep left intended for Amari Cooper,2.79,2.24,10.0,2023,140
2.0,0:18,2.0,10.0,BAL 42,9.0,17.0,Deshaun Watson pass incomplete short right,2.24,1.55,10.0,2023,140
2.0,0:11,3.0,10.0,BAL 42,9.0,17.0,Deshaun Watson pass incomplete short left intended for Cedric Tillman,1.55,0.46,10.0,2023,140
2.0,0:07,,,,,,Timeout #3 by Baltimore Ravens,,,10.0,2023,140
2.0,0:07,,,,,,Timeout #3 by Cleveland Browns,,,10.0,2023,140
2.0,0:07,4.0,10.0,BAL 42,9.0,17.0,P.J. Walker pass incomplete deep left (defended by Kyle Hamilton) (defended by Geno Stone),0.46,1.73,10.0,2023,140
3.0,15:00,,,CLE 35,9.0,17.0,"Dustin Hopkins kicks off 63 yards, returned by Devin Duvernay for 20 yards (tackle by Kahlef Hailassie)",0.0,0.41,10.0,2023,140
3.0,14:54,1.0,10.0,BAL 22,9.0,17.0,Lamar Jackson pass complete short right to Rashod Bateman for 7 yards (tackle by Mike Ford),0.41,0.81,10.0,2023,140
3.0,14:25,2.0,3.0,BAL 29,9.0,17.0,Lamar Jackson left end for 9 yards (tackle by Juan Thornhill and Martin Emerson),0.81,1.47,10.0,2023,140
3.0,13:51,1.0,10.0,BAL 38,9.0,17.0,Lamar Jackson pass complete deep middle to Zay Flowers for 18 yards (tackle by Juan Thornhill),1.47,2.65,10.0,2023,140
3.0,13:18,1.0,10.0,CLE 44,9.0,17.0,Lamar Jackson scrambles right end for 4 yards (tackle by Ogbonnia Okoronkwo),2.65,2.65,10.0,2023,140
3.0,12:41,2.0,6.0,CLE 40,9.0,17.0,Lamar Jackson pass incomplete short right intended for Mark Andrews (defended by Grant Delpit),2.65,1.95,10.0,2023,140
3.0,12:37,3.0,6.0,CLE 40,9.0,23.0,"Lamar Jackson pass complete short right to Odell Beckham for 40 yards, touchdown",1.95,7.0,10.0,2023,140
3.0,12:29,,,CLE 15,9.0,24.0,Justin Tucker kicks extra point good,0.0,0.0,10.0,2023,140
3.0,12:29,,,BAL 35,9.0,24.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.61,10.0,2023,140
3.0,12:29,1.0,10.0,CLE 25,9.0,24.0,Jerome Ford up the middle for 2 yards (tackle by Michael Pierce),0.61,0.33,10.0,2023,140
3.0,11:57,2.0,8.0,CLE 27,9.0,24.0,Deshaun Watson pass complete short right to Elijah Moore for 4 yards (tackle by Kyle Hamilton),0.33,0.17,10.0,2023,140
3.0,11:33,3.0,4.0,CLE 31,9.0,24.0,Deshaun Watson pass complete short right to Amari Cooper for 5 yards (tackle by Roquan Smith),0.17,1.33,10.0,2023,140
3.0,10:57,1.0,10.0,CLE 36,9.0,24.0,Jerome Ford right end for 6 yards (tackle by Patrick Queen),1.33,1.6,10.0,2023,140
3.0,10:16,2.0,4.0,CLE 42,9.0,24.0,Deshaun Watson scrambles left end for 3 yards (tackle by Kyle Hamilton),1.6,1.29,10.0,2023,140
3.0,9:51,3.0,1.0,CLE 45,9.0,24.0,Kareem Hunt left guard for no gain (tackle by Roquan Smith and Broderick Washington),1.29,-0.39,10.0,2023,140
3.0,9:19,4.0,1.0,CLE 45,9.0,24.0,Harrison Bryant up the middle for 2 yards (tackle by Roquan Smith),-0.39,2.06,10.0,2023,140
3.0,8:45,1.0,10.0,CLE 47,9.0,24.0,Deshaun Watson pass complete short middle to Jordan Akins for 8 yards (tackle by Marlon Humphrey),2.06,2.6,10.0,2023,140
3.0,8:03,2.0,2.0,BAL 45,9.0,24.0,Kareem Hunt up the middle for 2 yards (tackle by Brent Urban),2.6,2.72,10.0,2023,140
3.0,7:31,1.0,10.0,BAL 43,9.0,24.0,"Penalty on Wyatt Teller: False Start, 5 yards (accepted) (no play)",2.72,2.39,10.0,2023,140
3.0,7:08,1.0,15.0,BAL 48,9.0,24.0,Kareem Hunt right end for 1 yard (tackle by Brandon Stephens and Roquan Smith),2.39,1.64,10.0,2023,140
3.0,6:28,2.0,14.0,BAL 47,9.0,24.0,Deshaun Watson pass complete short left to Harrison Bryant for 3 yards (tackle by Marcus Williams and Roquan Smith),1.64,1.36,10.0,2023,140
3.0,5:44,3.0,11.0,BAL 44,9.0,24.0,Deshaun Watson pass complete short middle to David Njoku for 11 yards (tackle by Roquan Smith),1.36,3.38,10.0,2023,140
3.0,5:02,1.0,10.0,BAL 33,9.0,24.0,Deshaun Watson pass complete short right to David Njoku for 9 yards (tackle by Kyle Hamilton),3.38,4.05,10.0,2023,140
3.0,4:29,2.0,1.0,BAL 24,9.0,24.0,Kareem Hunt right end for 13 yards (tackle by Kyle Van Noy and Jadeveon Clowney),4.05,4.84,10.0,2023,140
3.0,3:52,1.0,10.0,BAL 11,9.0,24.0,Kareem Hunt right guard for 2 yards (tackle by Geno Stone and Kyle Van Noy),4.84,4.51,10.0,2023,140
3.0,3:03,,,,,,Timeout #1 by Cleveland Browns,,,10.0,2023,140
3.0,3:03,2.0,8.0,BAL 9,9.0,24.0,Deshaun Watson pass complete short middle to Amari Cooper for 6 yards (tackle by Patrick Queen),4.51,4.89,10.0,2023,140
3.0,2:25,,,,,,Timeout #1 by Baltimore Ravens,,,10.0,2023,140
3.0,2:25,3.0,2.0,BAL 3,15.0,24.0,"Kareem Hunt right end for 3 yards, touchdown",4.89,7.0,10.0,2023,140
3.0,2:20,,,BAL 2,17.0,24.0,"Two Point Attempt: Deshaun Watson rushes, conversion succeeds.",1.0,1.0,10.0,2023,140
3.0,2:20,,,CLE 35,17.0,24.0,"Dustin Hopkins kicks off 64 yards,",0.0,0.61,10.0,2023,140
3.0,2:20,1.0,10.0,BAL 25,17.0,24.0,Lamar Jackson pass complete short left to Mark Andrews for 36 yards (tackle by Martin Emerson),0.61,2.98,10.0,2023,140
3.0,1:56,1.0,10.0,CLE 39,17.0,24.0,Keaton Mitchell left guard for 2 yards (tackle by Anthony Walker),2.98,2.71,10.0,2023,140
3.0,1:23,2.0,8.0,CLE 37,17.0,24.0,Lamar Jackson sacked by and Myles Garrett for -9 yards and Jeremiah Owusu-Koramoah for -9 yards,2.71,0.83,10.0,2023,140
3.0,0:38,3.0,17.0,CLE 46,17.0,24.0,Lamar Jackson sacked by Myles Garrett for -9 yards,0.83,-0.39,10.0,2023,140
4.0,15:00,4.0,26.0,BAL 45,17.0,24.0,"Jordan Stout punts 44 yards, recovered by Devin Duvernay at CLE-12",-0.39,4.78,10.0,2023,140
4.0,14:51,1.0,10.0,CLE 12,17.0,24.0,Gus Edwards right end for 1 yard (tackle by Alex Wright and Shelby Harris),4.78,4.27,10.0,2023,140
4.0,14:09,2.0,9.0,CLE 11,17.0,24.0,Lamar Jackson pass incomplete short middle intended for Mark Andrews,4.27,3.29,10.0,2023,140
4.0,14:00,3.0,9.0,CLE 11,17.0,24.0,"Lamar Jackson pass incomplete short right. Penalty on Greg Newsome: Defensive Holding, 5 yards (accepted) (no play)",3.29,5.83,10.0,2023,140
4.0,13:51,1.0,6.0,CLE 6,17.0,24.0,"Justice Hill left end for 3 yards, touchdown. Penalty on Tyler Linderbaum: Offensive Holding, 10 yards (accepted)",5.83,4.53,10.0,2023,140
4.0,13:48,1.0,13.0,CLE 13,17.0,24.0,Lamar Jackson left end for 1 yard (tackle by Rodney McLeod and Myles Garrett),4.53,3.86,10.0,2023,140
4.0,13:03,2.0,12.0,CLE 12,17.0,24.0,"Penalty on Ronnie Stanley: False Start, 5 yards (accepted) (no play)",3.86,3.24,10.0,2023,140
4.0,13:03,2.0,17.0,CLE 17,17.0,24.0,Lamar Jackson right guard for 7 yards (tackle by Jeremiah Owusu-Koramoah),3.24,3.13,10.0,2023,140
4.0,12:22,3.0,10.0,CLE 10,17.0,24.0,"Lamar Jackson pass deep right is intercepted by Rodney McLeod in end zone and returned for no gain. Penalty on Jeremiah Owusu-Koramoah: Defensive Holding, 5 yards (accepted) (no play)",3.13,6.06,10.0,2023,140
4.0,12:12,1.0,5.0,CLE 5,17.0,24.0,Gus Edwards left guard for 4 yards (tackle by Dalvin Tomlinson and Shelby Harris),6.06,5.91,10.0,2023,140
4.0,11:37,2.0,1.0,CLE 1,17.0,30.0,"Gus Edwards right end for 1 yard, touchdown",5.91,7.0,10.0,2023,140
4.0,11:34,,,CLE 15,17.0,31.0,Justin Tucker kicks extra point good,0.0,0.0,10.0,2023,140
4.0,11:34,,,BAL 35,17.0,31.0,"Justin Tucker kicks off 65 yards, touchback.",0.0,0.61,10.0,2023,140
4.0,11:34,1.0,10.0,CLE 25,17.0,31.0,Deshaun Watson sacked by Justin Madubuike for -5 yards,0.61,-0.61,10.0,2023,140
4.0,11:10,2.0,15.0,CLE 20,17.0,31.0,Deshaun Watson pass complete deep left to Amari Cooper for 25 yards (tackle by Roquan Smith),-0.61,1.93,10.0,2023,140
4.0,10:45,1.0,10.0,CLE 45,17.0,31.0,Jerome Ford left tackle for 3 yards (tackle by Odafe Oweh and Justin Madubuike),1.93,1.79,10.0,2023,140
4.0,10:21,2.0,7.0,CLE 48,17.0,31.0,Deshaun Watson pass complete short right to David Njoku for 23 yards (tackle by Geno Stone),1.79,3.64,10.0,2023,140
4.0,9:52,1.0,10.0,BAL 29,17.0,31.0,"Deshaun Watson pass incomplete deep right intended for Cedric Tillman. Penalty on Rock Ya-Sin: Defensive Pass Interference, 19 yards (accepted) (no play)",3.64,4.91,10.0,2023,140
4.0,9:44,1.0,10.0,BAL 10,17.0,31.0,Deshaun Watson pass complete short left to David Njoku for no gain (tackle by Kyle Hamilton),4.91,4.19,10.0,2023,140
4.0,9:04,2.0,10.0,BAL 10,23.0,31.0,"Deshaun Watson pass complete short left to Elijah Moore for 10 yards, touchdown",4.19,7.0,10.0,2023,140
4.0,8:57,,,BAL 15,24.0,31.0,Dustin Hopkins kicks extra point good,0.0,0.0,10.0,2023,140
4.0,8:57,,,CLE 35,24.0,31.0,"Dustin Hopkins kicks off 64 yards,",0.0,0.61,10.0,2023,140
4.0,8:57,1.0,10.0,BAL 25,24.0,31.0,Gus Edwards up the middle for 2 yards (tackle by Grant Delpit and Sione Takitaki),0.61,0.33,10.0,2023,140
4.0,8:24,2.0,8.0,BAL 27,30.0,31.0,"Lamar Jackson pass short right (defended by Ogbonnia Okoronkwo) intended for Patrick Ricard is intercepted by Greg Newsome at BAL-34 and returned for 34 yards, touchdown",0.33,-7.0,10.0,2023,140
4.0,8:16,,,BAL 15,30.0,31.0,Dustin Hopkins kicks extra point no good,0.0,-1.0,10.0,2023,140
4.0,8:16,,,CLE 35,30.0,31.0,"Dustin Hopkins kicks off 65 yards, touchback.",0.0,0.61,10.0,2023,140
4.0,8:16,1.0,10.0,BAL 25,30.0,31.0,Gus Edwards right guard for 2 yards (tackle by Jeremiah Owusu-Koramoah and Ogbonnia Okoronkwo),0.61,0.33,10.0,2023,140
4.0,7:43,2.0,8.0,BAL 27,30.0,31.0,Lamar Jackson pass incomplete short right intended for Rashod Bateman,0.33,-0.36,10.0,2023,140
4.0,7:37,3.0,8.0,BAL 27,30.0,31.0,Lamar Jackson pass complete short right to Zay Flowers for 11 yards (tackle by Greg Newsome),-0.36,1.47,10.0,2023,140
4.0,6:50,1.0,10.0,BAL 38,30.0,31.0,Lamar Jackson pass incomplete short right intended for Nelson Agholor (defended by Mike Ford),1.47,0.92,10.0,2023,140
4.0,6:43,2.0,10.0,BAL 38,30.0,31.0,Lamar Jackson left guard for 1 yard (tackle by Za'Darius Smith),0.92,0.37,10.0,2023,140
4.0,5:51,3.0,9.0,BAL 39,30.0,31.0,"Penalty on BAL: Delay of Game, 5 yards (accepted) (no play)",0.37,-0.29,10.0,2023,140
4.0,5:51,3.0,14.0,BAL 34,30.0,31.0,Lamar Jackson scrambles left end for 7 yards (tackle by Za'Darius Smith),-0.29,-0.65,10.0,2023,140
4.0,5:03,4.0,7.0,BAL 41,30.0,31.0,"Jordan Stout punts 59 yards, touchback.",-0.65,-0.28,10.0,2023,140
4.0,4:55,1.0,10.0,CLE 20,30.0,31.0,"Penalty on James Hudson: False Start, 5 yards (accepted) (no play)",0.28,-0.31,10.0,2023,140
4.0,4:55,1.0,15.0,CLE 15,30.0,31.0,Deshaun Watson pass complete short right to David Njoku for 11 yards (tackle by Kyle Hamilton and Marcus Williams),-0.31,0.54,10.0,2023,140
4.0,4:22,2.0,4.0,CLE 26,30.0,31.0,Jerome Ford right guard for 3 yards (tackle by Patrick Queen),0.54,0.23,10.0,2023,140
4.0,3:44,3.0,1.0,CLE 29,30.0,31.0,Deshaun Watson pass complete short right to Jerome Ford for 2 yards (tackle by Patrick Queen),0.23,1.0,10.0,2023,140
