Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA,week,year,game_id
4.0,0:37,2.0,10.0,DAL 15,10.0,49.0,Tommy DeVito pass incomplete short right intended for Sterling Shepard,3.95,3.1,10.0,2023,147
4.0,0:32,3.0,10.0,DAL 15,10.0,49.0,Tommy DeVito pass complete short right to Darius Slayton for 9 yards (tackle by Israel Mukuamu),3.1,3.02,10.0,2023,147
4.0,0:26,,,,,,Timeout #2 by New York Giants,,,10.0,2023,147
4.0,0:26,4.0,1.0,DAL 6,10.0,49.0,Jashaun Corbin left guard for 1 yard (tackle by Mazi Smith),3.02,6.06,10.0,2023,147
4.0,0:20,,,,,,Timeout #3 by New York Giants,,,10.0,2023,147
4.0,0:20,1.0,5.0,DAL 5,10.0,49.0,Tommy DeVito pass incomplete short right intended for Sterling Shepard (defended by Israel Mukuamu),6.06,5.15,10.0,2023,147
4.0,0:16,2.0,5.0,DAL 5,10.0,49.0,"Tommy DeVito pass incomplete short right intended for Sterling Shepard. Penalty on Israel Mukuamu: Defensive Holding, 3 yards (accepted) (no play)",5.15,6.74,10.0,2023,147
4.0,0:10,1.0,2.0,DAL 2,16.0,49.0,"Tommy DeVito pass complete short left to Sterling Shepard for 2 yards, touchdown",6.74,7.0,10.0,2023,147
4.0,0:06,,,DAL 15,17.0,49.0,Randy Bullock kicks extra point good,0.0,0.0,10.0,2023,147
4.0,0:06,,,NYG 35,17.0,49.0,"Penalty on Chauncey Golston: Leverage, 15 yards (accepted) (no play)",0.0,0.0,10.0,2023,147
4.0,0:06,,,NYG 50,17.0,49.0,"Randy Bullock kicks off 50 yards, touchback.",0.0,0.61,10.0,2023,147
4.0,0:06,1.0,10.0,DAL 25,17.0,49.0,Cooper Rush kneels for -1 yards,0.61,-0.07,10.0,2023,147
